------Generation 0------
Rule  1: 9221b, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 55444, Class:  1, CF:0.9197, Len:  5, Fitness_tra: 0
Rule 35: 12141, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 18442, Class:  1, CF:0.364511, Len:  5, Fitness_tra: 0
Rule 37: 35242, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 38: 517b4, Class:  2, CF:0.941773, Len:  5, Fitness_tra: 0
Rule 39: 18421, Class:  1, CF:0.792532, Len:  5, Fitness_tra: 0
Rule 40: 9112b, Class:  2, CF:0.988463, Len:  5, Fitness_tra: 0
Rule 41: 5dc74, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 42: 12b14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 00500, Class:  1, CF:  1, Len:  1, Fitness_tra: 8
Rule 44: d824b, Class:  0, CF:0.712053, Len:  5, Fitness_tra: 0
Rule 45: 64111, Class:  1, CF:0.97463, Len:  5, Fitness_tra: 4
Rule 46: 64212, Class:  1, CF:0.993216, Len:  5, Fitness_tra: 0
Rule 47: 92224, Class:  2, CF:0.823758, Len:  5, Fitness_tra: 0
Rule 48: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1c2b7, Class:  0, CF:0.343993, Len:  5, Fitness_tra: 0
Rule 50: 31227, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: d2224, Class:  2, CF:0.821176, Len:  5, Fitness_tra: 0
Rule 52: 2112b, Class:  2, CF:0.947249, Len:  5, Fitness_tra: 0
Rule 53: 15142, Class:  1, CF:0.842442, Len:  5, Fitness_tra: 0
Rule 54: 11214, Class:  2, CF:0.122453, Len:  5, Fitness_tra: 0
Rule 55: 3c1b4, Class:  1, CF:0.024502, Len:  5, Fitness_tra: 0
Rule 56: 13212, Class:  2, CF:0.662065, Len:  5, Fitness_tra: 0
Rule 57: 58422, Class:  0, CF:0.21543, Len:  5, Fitness_tra: 0
Rule 58: 04000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 91c24, Class:  1, CF:0.695372, Len:  5, Fitness_tra: 0
Rule 60: 1c717, Class:  0, CF:0.338802, Len:  5, Fitness_tra: 0
Rule 61: 1214b, Class:  2, CF:0.397362, Len:  5, Fitness_tra: 0
Rule 62: 0000b, Class:  2, CF:0.256049, Len:  1, Fitness_tra: -7
Rule 63: 03000, Class:  2, CF:0.393492, Len:  1, Fitness_tra: -70
Rule 64: 12422, Class:  2, CF:0.704126, Len:  5, Fitness_tra: 0
Rule 65: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 95424, Class:  1, CF:0.998324, Len:  5, Fitness_tra: 0
Rule 67: 11125, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 68: 95444, Class:  1, CF:0.998324, Len:  5, Fitness_tra: 0
Rule 69: 152b7, Class:  1, CF:0.97781, Len:  5, Fitness_tra: 0
Rule 70: dd41b, Class:  1, CF:0.664234, Len:  5, Fitness_tra: 0
Rule 71: 114b2, Class:  2, CF:0.903243, Len:  5, Fitness_tra: 0
Rule 72: 32122, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 552b1, Class:  1, CF:0.960196, Len:  5, Fitness_tra: 0
Rule 74: 111b7, Class:  2, CF:0.806787, Len:  5, Fitness_tra: 0
Rule 75: 58114, Class:  0, CF:0.413864, Len:  5, Fitness_tra: 0
Rule 76: ed111, Class:  1, CF:  1, Len:  5, Fitness_tra: 2
Rule 77: 12421, Class:  1, CF:0.449686, Len:  5, Fitness_tra: 0
Rule 78: 1152b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 79: 13117, Class:  2, CF:0.546931, Len:  5, Fitness_tra: 0
Rule 80: 2112b, Class:  2, CF:0.947249, Len:  5, Fitness_tra: 0
Rule 81: 5247b, Class:  2, CF:0.603329, Len:  5, Fitness_tra: 0
Rule 82: 51771, Class:  2, CF:0.728344, Len:  5, Fitness_tra: 0
Rule 83: 98c72, Class:  1, CF:0.956454, Len:  5, Fitness_tra: 0
Rule 84: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 1c141, Class:  0, CF:0.157328, Len:  5, Fitness_tra: 0
Rule 86: 12c47, Class:  1, CF:0.923903, Len:  5, Fitness_tra: 0
Rule 87: 51172, Class:  2, CF:0.984117, Len:  5, Fitness_tra: 0
Rule 88: 0000c, Class:  2, CF:  1, Len:  1, Fitness_tra: 6
Rule 89: 11172, Class:  2, CF:0.939094, Len:  5, Fitness_tra: 0
Rule 90: 2357b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 51414, Class:  2, CF:0.611921, Len:  5, Fitness_tra: 0
Rule 92: 21572, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 93: 15114, Class:  1, CF:0.895795, Len:  5, Fitness_tra: 0
Rule 94: 91414, Class:  2, CF:0.725447, Len:  5, Fitness_tra: 0
Rule 95: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 11241, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: d8427, Class:  0, CF:0.712053, Len:  5, Fitness_tra: 0
Rule 98: d1272, Class:  2, CF:0.969799, Len:  5, Fitness_tra: 0
Rule 99: d0000, Class:  2, CF:0.202844, Len:  1, Fitness_tra: -36
Rule100: 58122, Class:  0, CF:0.573326, Len:  5, Fitness_tra: 0
------Current------
Miss_rate(tra)	:74.4186
------Result------
Miss_rate(tra)	:74.4186
Miss_rate(tst)	:72.093
ARL				:4.65476

------Generation 0------
Rule  1: 00500, Class:  1, CF:  1, Len:  1, Fitness_tra: 8
Rule  2: 0000c, Class:  2, CF:  1, Len:  1, Fitness_tra: 6
Rule  3: 00400, Class:  1, CF:0.0505621, Len:  1, Fitness_tra: -16
Rule  4: 64111, Class:  1, CF:0.97463, Len:  5, Fitness_tra: 3
Rule  5: 04008, Class:  2, CF:  1, Len:  2, Fitness_tra: 4
Rule  6: ed111, Class:  1, CF:  1, Len:  5, Fitness_tra: 2
Rule  7: d117b, Class:  2, CF:0.941378, Len:  5, Fitness_tra: 5
Rule  8: 9111b, Class:  2, CF:0.843411, Len:  5, Fitness_tra: -1
Rule  9: 9221b, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 1c41b, Class:  0, CF:0.222123, Len:  5, Fitness_tra: 0
Rule 11: 151b7, Class:  1, CF:0.842442, Len:  5, Fitness_tra: 0
Rule 12: 85272, Class:  1, CF:0.545487, Len:  5, Fitness_tra: 0
Rule 13: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 31272, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: d227b, Class:  2, CF:0.399179, Len:  5, Fitness_tra: 0
Rule 16: 58442, Class:  0, CF:0.21543, Len:  5, Fitness_tra: 0
Rule 17: 81111, Class:  0, CF:0.0142932, Len:  5, Fitness_tra: 0
Rule 18: 58122, Class:  0, CF:0.573326, Len:  5, Fitness_tra: 0
Rule 19: 92477, Class:  2, CF:0.777312, Len:  5, Fitness_tra: 0
Rule 20: d5147, Class:  0, CF:0.234714, Len:  5, Fitness_tra: 0
Rule 21: 51c47, Class:  1, CF:0.169769, Len:  5, Fitness_tra: 0
Rule 22: 11542, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 23: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 182b2, Class:  1, CF:0.58838, Len:  5, Fitness_tra: 0
Rule 25: 11222, Class:  2, CF:0.92642, Len:  5, Fitness_tra: 0
Rule 26: 81271, Class:  2, CF:0.372923, Len:  5, Fitness_tra: 0
Rule 27: 04b08, Class:  2, CF:  1, Len:  3, Fitness_tra: 0
Rule 28: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 3227b, Class:  1, CF:0.820682, Len:  5, Fitness_tra: 0
Rule 30: 58171, Class:  0, CF:0.114811, Len:  5, Fitness_tra: 0
Rule 31: 822b2, Class:  2, CF:0.864595, Len:  5, Fitness_tra: 0
Rule 32: 32112, Class:  1, CF:0.142666, Len:  5, Fitness_tra: 0
Rule 33: d2272, Class:  2, CF:0.914074, Len:  5, Fitness_tra: 0
Rule 34: 55444, Class:  1, CF:0.9197, Len:  5, Fitness_tra: 0
Rule 35: 12141, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 18442, Class:  1, CF:0.364511, Len:  5, Fitness_tra: 0
Rule 37: 35242, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 38: 517b4, Class:  2, CF:0.941773, Len:  5, Fitness_tra: 0
Rule 39: 18421, Class:  1, CF:0.792532, Len:  5, Fitness_tra: 0
Rule 40: 9112b, Class:  2, CF:0.988463, Len:  5, Fitness_tra: 0
Rule 41: 5dc74, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 42: 12b14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: d8774, Class:  0, CF:0.79786, Len:  5, Fitness_tra: 0
Rule 44: d824b, Class:  0, CF:0.712053, Len:  5, Fitness_tra: 0
Rule 45: 2131b, Class:  2, CF:0.491743, Len:  5, Fitness_tra: -78
Rule 46: 64212, Class:  1, CF:0.993216, Len:  5, Fitness_tra: 0
Rule 47: 92224, Class:  2, CF:0.823758, Len:  5, Fitness_tra: 0
Rule 48: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1c2b7, Class:  0, CF:0.343993, Len:  5, Fitness_tra: 0
Rule 50: 31227, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: d2224, Class:  2, CF:0.821176, Len:  5, Fitness_tra: 0
Rule 52: 2112b, Class:  2, CF:0.947249, Len:  5, Fitness_tra: 0
Rule 53: 15142, Class:  1, CF:0.842442, Len:  5, Fitness_tra: 0
Rule 54: 11214, Class:  2, CF:0.122453, Len:  5, Fitness_tra: 0
Rule 55: 3c1b4, Class:  1, CF:0.024502, Len:  5, Fitness_tra: 0
Rule 56: 13212, Class:  2, CF:0.662065, Len:  5, Fitness_tra: 0
Rule 57: 58422, Class:  0, CF:0.21543, Len:  5, Fitness_tra: 0
Rule 58: 04000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 91c24, Class:  1, CF:0.695372, Len:  5, Fitness_tra: 0
Rule 60: 1c717, Class:  0, CF:0.338802, Len:  5, Fitness_tra: 0
Rule 61: 1214b, Class:  2, CF:0.397362, Len:  5, Fitness_tra: 0
Rule 62: 12422, Class:  2, CF:0.704126, Len:  5, Fitness_tra: 0
Rule 63: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 95424, Class:  1, CF:0.998324, Len:  5, Fitness_tra: 0
Rule 65: 11125, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 66: 95444, Class:  1, CF:0.998324, Len:  5, Fitness_tra: 0
Rule 67: 152b7, Class:  1, CF:0.97781, Len:  5, Fitness_tra: 0
Rule 68: dd41b, Class:  1, CF:0.664234, Len:  5, Fitness_tra: 0
Rule 69: 114b2, Class:  2, CF:0.903243, Len:  5, Fitness_tra: 0
Rule 70: 32122, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 552b1, Class:  1, CF:0.960196, Len:  5, Fitness_tra: 0
Rule 72: 111b7, Class:  2, CF:0.806787, Len:  5, Fitness_tra: 0
Rule 73: 58114, Class:  0, CF:0.413864, Len:  5, Fitness_tra: 0
Rule 74: 51212, Class:  2, CF:0.752119, Len:  5, Fitness_tra: 0
Rule 75: 12421, Class:  1, CF:0.449686, Len:  5, Fitness_tra: 0
Rule 76: 1152b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 77: 13117, Class:  2, CF:0.546931, Len:  5, Fitness_tra: -1
Rule 78: 2112b, Class:  2, CF:0.947249, Len:  5, Fitness_tra: 0
Rule 79: 5247b, Class:  2, CF:0.603329, Len:  5, Fitness_tra: 0
Rule 80: 51771, Class:  2, CF:0.728344, Len:  5, Fitness_tra: 0
Rule 81: 5c24b, Class:  0, CF:0.900944, Len:  5, Fitness_tra: 0
Rule 82: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 352b2, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 84: 31447, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: d5712, Class:  1, CF:0.598159, Len:  5, Fitness_tra: 0
Rule 86: 91127, Class:  2, CF:0.990948, Len:  5, Fitness_tra: 0
Rule 87: 18144, Class:  0, CF:0.0690794, Len:  5, Fitness_tra: 0
Rule 88: 18422, Class:  1, CF:0.364511, Len:  5, Fitness_tra: 0
Rule 89: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 91c7b, Class:  1, CF:0.695372, Len:  5, Fitness_tra: 0
Rule 91: 1c41b, Class:  0, CF:0.222123, Len:  0, Fitness_tra: 0
Rule 92: 12814, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 93: 82272, Class:  2, CF:0.866887, Len:  5, Fitness_tra: 0
Rule 94: 1c446, Class:  1, CF:0.260322, Len:  5, Fitness_tra: 0
Rule 95: 05472, Class:  1, CF:0.932109, Len:  4, Fitness_tra: 0
Rule 96: 12c72, Class:  1, CF:0.923903, Len:  5, Fitness_tra: 0
Rule 97: c6754, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 98: 381e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: e8c21, Class:  1, CF:0.992048, Len:  5, Fitness_tra: 0
Rule100: 11547, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
------Current------
Miss_rate(tra)	:69.7674
------Result------
Miss_rate(tra)	:69.7674
Miss_rate(tst)	:69.7674
ARL				:4.78313

------Generation 1------
Rule  1: 00500, Class:  1, CF:  1, Len:  1, Fitness_tra: 8
Rule  2: 0000c, Class:  2, CF:  1, Len:  1, Fitness_tra: 6
Rule  3: d117b, Class:  2, CF:0.941378, Len:  5, Fitness_tra: 6
Rule  4: 04008, Class:  2, CF:  1, Len:  2, Fitness_tra: 4
Rule  5: 64111, Class:  1, CF:0.97463, Len:  5, Fitness_tra: 5
Rule  6: ed111, Class:  1, CF:  1, Len:  5, Fitness_tra: 2
Rule  7: 11547, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule  8: e8c21, Class:  1, CF:0.992048, Len:  5, Fitness_tra: 0
Rule  9: 9221b, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 1c41b, Class:  0, CF:0.222123, Len:  5, Fitness_tra: 0
Rule 11: 151b7, Class:  1, CF:0.842442, Len:  5, Fitness_tra: 0
Rule 12: 85272, Class:  1, CF:0.545487, Len:  5, Fitness_tra: 0
Rule 13: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 31272, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: d227b, Class:  2, CF:0.399179, Len:  5, Fitness_tra: 0
Rule 16: 58442, Class:  0, CF:0.21543, Len:  5, Fitness_tra: 0
Rule 17: 81111, Class:  0, CF:0.0142932, Len:  5, Fitness_tra: 1
Rule 18: 58122, Class:  0, CF:0.573326, Len:  5, Fitness_tra: 0
Rule 19: 92477, Class:  2, CF:0.777312, Len:  5, Fitness_tra: 0
Rule 20: d5147, Class:  0, CF:0.234714, Len:  5, Fitness_tra: 0
Rule 21: 51c47, Class:  1, CF:0.169769, Len:  5, Fitness_tra: 0
Rule 22: 11542, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 23: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 182b2, Class:  1, CF:0.58838, Len:  5, Fitness_tra: 0
Rule 25: 11222, Class:  2, CF:0.92642, Len:  5, Fitness_tra: 0
Rule 26: 81271, Class:  2, CF:0.372923, Len:  5, Fitness_tra: 0
Rule 27: 04b08, Class:  2, CF:  1, Len:  3, Fitness_tra: 0
Rule 28: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 3227b, Class:  1, CF:0.820682, Len:  5, Fitness_tra: 0
Rule 30: 58171, Class:  0, CF:0.114811, Len:  5, Fitness_tra: 0
Rule 31: 822b2, Class:  2, CF:0.864595, Len:  5, Fitness_tra: 0
Rule 32: 32112, Class:  1, CF:0.142666, Len:  5, Fitness_tra: 0
Rule 33: d2272, Class:  2, CF:0.914074, Len:  5, Fitness_tra: 0
Rule 34: 55444, Class:  1, CF:0.9197, Len:  5, Fitness_tra: 0
Rule 35: 12141, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 18442, Class:  1, CF:0.364511, Len:  5, Fitness_tra: 0
Rule 37: 35242, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 38: 517b4, Class:  2, CF:0.941773, Len:  5, Fitness_tra: 0
Rule 39: 18421, Class:  1, CF:0.792532, Len:  5, Fitness_tra: 0
Rule 40: 9112b, Class:  2, CF:0.988463, Len:  5, Fitness_tra: 0
Rule 41: 5dc74, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 42: 12b14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: d8774, Class:  0, CF:0.79786, Len:  5, Fitness_tra: 0
Rule 44: d824b, Class:  0, CF:0.712053, Len:  5, Fitness_tra: 0
Rule 45: 64212, Class:  1, CF:0.993216, Len:  5, Fitness_tra: 0
Rule 46: 92224, Class:  2, CF:0.823758, Len:  5, Fitness_tra: 0
Rule 47: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1c2b7, Class:  0, CF:0.343993, Len:  5, Fitness_tra: 0
Rule 49: 31227, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: d2224, Class:  2, CF:0.821176, Len:  5, Fitness_tra: 0
Rule 51: 2112b, Class:  2, CF:0.947249, Len:  5, Fitness_tra: 0
Rule 52: 15142, Class:  1, CF:0.842442, Len:  5, Fitness_tra: 0
Rule 53: 11214, Class:  2, CF:0.122453, Len:  5, Fitness_tra: 0
Rule 54: 3c1b4, Class:  1, CF:0.024502, Len:  5, Fitness_tra: 0
Rule 55: 13212, Class:  2, CF:0.662065, Len:  5, Fitness_tra: 0
Rule 56: 58422, Class:  0, CF:0.21543, Len:  5, Fitness_tra: 0
Rule 57: 04000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 91c24, Class:  1, CF:0.695372, Len:  5, Fitness_tra: 0
Rule 59: 1c717, Class:  0, CF:0.338802, Len:  5, Fitness_tra: 0
Rule 60: 1214b, Class:  2, CF:0.397362, Len:  5, Fitness_tra: 0
Rule 61: 12422, Class:  2, CF:0.704126, Len:  5, Fitness_tra: 0
Rule 62: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 95424, Class:  1, CF:0.998324, Len:  5, Fitness_tra: 0
Rule 64: 11125, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 65: 95444, Class:  1, CF:0.998324, Len:  5, Fitness_tra: 0
Rule 66: 152b7, Class:  1, CF:0.97781, Len:  5, Fitness_tra: 0
Rule 67: dd41b, Class:  1, CF:0.664234, Len:  5, Fitness_tra: 0
Rule 68: 114b2, Class:  2, CF:0.903243, Len:  5, Fitness_tra: 0
Rule 69: 32122, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 552b1, Class:  1, CF:0.960196, Len:  5, Fitness_tra: 0
Rule 71: 111b7, Class:  2, CF:0.806787, Len:  5, Fitness_tra: 0
Rule 72: 58114, Class:  0, CF:0.413864, Len:  5, Fitness_tra: 0
Rule 73: 51212, Class:  2, CF:0.752119, Len:  5, Fitness_tra: 0
Rule 74: 12421, Class:  1, CF:0.449686, Len:  5, Fitness_tra: 0
Rule 75: 1152b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 76: 2112b, Class:  2, CF:0.947249, Len:  5, Fitness_tra: 0
Rule 77: 5247b, Class:  2, CF:0.603329, Len:  5, Fitness_tra: 0
Rule 78: 51771, Class:  2, CF:0.728344, Len:  5, Fitness_tra: 0
Rule 79: 5c24b, Class:  0, CF:0.900944, Len:  5, Fitness_tra: 0
Rule 80: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: d8242, Class:  0, CF:0.712053, Len:  5, Fitness_tra: 0
Rule 82: 11124, Class:  2, CF:0.959489, Len:  5, Fitness_tra: 0
Rule 83: e8444, Class:  1, CF:0.689579, Len:  5, Fitness_tra: 0
Rule 84: 5571b, Class:  1, CF:0.944253, Len:  5, Fitness_tra: 0
Rule 85: 0000b, Class:  2, CF:0.256049, Len:  1, Fitness_tra: -84
Rule 86: 52721, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 15247, Class:  1, CF:0.97781, Len:  5, Fitness_tra: 0
Rule 88: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 1d1b7, Class:  1, CF:0.734035, Len:  5, Fitness_tra: 0
Rule 90: d2141, Class:  2, CF:0.419816, Len:  5, Fitness_tra: 0
Rule 91: 15141, Class:  1, CF:0.963381, Len:  5, Fitness_tra: 1
Rule 92: d200a, Class:  0, CF:0.376505, Len:  3, Fitness_tra: 31
Rule 93: 12d47, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 94: 34b12, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 1cb17, Class:  0, CF:0.495743, Len:  5, Fitness_tra: 0
Rule 96: c8c72, Class:  1, CF:0.927166, Len:  5, Fitness_tra: 0
Rule 97: 65424, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 98: 13008, Class:  2, CF:  1, Len:  3, Fitness_tra: 0
Rule 99: 52741, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule100: e4186, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:55.814
------Result------
Miss_rate(tra)	:55.814
Miss_rate(tst)	:60.4651
ARL				:4.7439

------Generation 2------
Rule  1: d200a, Class:  0, CF:0.376505, Len:  3, Fitness_tra: 76
Rule  2: 00500, Class:  1, CF:  1, Len:  1, Fitness_tra: 8
Rule  3: d117b, Class:  2, CF:0.941378, Len:  5, Fitness_tra: 5
Rule  4: 0000c, Class:  2, CF:  1, Len:  1, Fitness_tra: 6
Rule  5: 64111, Class:  1, CF:0.97463, Len:  5, Fitness_tra: 4
Rule  6: 04008, Class:  2, CF:  1, Len:  2, Fitness_tra: 4
Rule  7: ed111, Class:  1, CF:  1, Len:  5, Fitness_tra: 2
Rule  8: 81111, Class:  0, CF:0.0142932, Len:  5, Fitness_tra: 17
Rule  9: 15141, Class:  1, CF:0.963381, Len:  5, Fitness_tra: 3
Rule 10: 11547, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 11: 151b7, Class:  1, CF:0.842442, Len:  5, Fitness_tra: 0
Rule 12: 85272, Class:  1, CF:0.545487, Len:  5, Fitness_tra: 0
Rule 13: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 31272, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: d227b, Class:  2, CF:0.399179, Len:  5, Fitness_tra: 0
Rule 16: 58442, Class:  0, CF:0.21543, Len:  5, Fitness_tra: 0
Rule 17: e8c21, Class:  1, CF:0.992048, Len:  5, Fitness_tra: 0
Rule 18: 58122, Class:  0, CF:0.573326, Len:  5, Fitness_tra: 0
Rule 19: 92477, Class:  2, CF:0.777312, Len:  5, Fitness_tra: 0
Rule 20: d5147, Class:  0, CF:0.234714, Len:  5, Fitness_tra: 0
Rule 21: 51c47, Class:  1, CF:0.169769, Len:  5, Fitness_tra: 0
Rule 22: 11542, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 23: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 182b2, Class:  1, CF:0.58838, Len:  5, Fitness_tra: 0
Rule 25: 11222, Class:  2, CF:0.92642, Len:  5, Fitness_tra: 0
Rule 26: 81271, Class:  2, CF:0.372923, Len:  5, Fitness_tra: 0
Rule 27: 04b08, Class:  2, CF:  1, Len:  3, Fitness_tra: 0
Rule 28: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 3227b, Class:  1, CF:0.820682, Len:  5, Fitness_tra: 0
Rule 30: 58171, Class:  0, CF:0.114811, Len:  5, Fitness_tra: 0
Rule 31: 822b2, Class:  2, CF:0.864595, Len:  5, Fitness_tra: 0
Rule 32: 32112, Class:  1, CF:0.142666, Len:  5, Fitness_tra: 0
Rule 33: d2272, Class:  2, CF:0.914074, Len:  5, Fitness_tra: 0
Rule 34: 55444, Class:  1, CF:0.9197, Len:  5, Fitness_tra: 0
Rule 35: 12141, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
