------Generation 0------
Rule  1: dc444, Class:  0, CF:0.941444, Len:  5, Fitness_tra: 0
Rule 32: 512b4, Class:  2, CF:0.917108, Len:  5, Fitness_tra: 0
Rule 33: 581b2, Class:  0, CF:0.465401, Len:  5, Fitness_tra: 0
Rule 34: e5cb2, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 35: 38471, Class:  1, CF:0.986927, Len:  5, Fitness_tra: 0
Rule 36: 55444, Class:  1, CF:0.980224, Len:  5, Fitness_tra: 0
Rule 37: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 1311b, Class:  2, CF:0.391478, Len:  5, Fitness_tra: -2
Rule 39: 05c00, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule 40: 92c17, Class:  1, CF:0.949033, Len:  5, Fitness_tra: 0
Rule 41: 00c00, Class:  1, CF:0.981019, Len:  1, Fitness_tra: 12
Rule 42: 58c17, Class:  1, CF:0.951973, Len:  5, Fitness_tra: 0
Rule 43: 141c1, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 44: d1421, Class:  2, CF:0.714334, Len:  5, Fitness_tra: 0
Rule 45: d11b7, Class:  2, CF:0.947643, Len:  5, Fitness_tra: 7
Rule 46: 95247, Class:  1, CF:0.998481, Len:  5, Fitness_tra: 0
Rule 47: 12284, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 48: 1547b, Class:  1, CF:0.984892, Len:  5, Fitness_tra: 0
Rule 49: 32124, Class:  1, CF:0.19909, Len:  5, Fitness_tra: 0
Rule 50: 18212, Class:  1, CF:0.675518, Len:  5, Fitness_tra: 0
Rule 51: 51127, Class:  2, CF:0.985262, Len:  5, Fitness_tra: 1
Rule 52: d2144, Class:  2, CF:0.870316, Len:  5, Fitness_tra: 0
Rule 53: 52477, Class:  2, CF:0.438063, Len:  5, Fitness_tra: 0
Rule 54: 00400, Class:  1, CF:0.107675, Len:  1, Fitness_tra: -102
Rule 55: 55241, Class:  1, CF:0.988873, Len:  5, Fitness_tra: 0
Rule 56: 9c422, Class:  0, CF:0.539629, Len:  5, Fitness_tra: 0
Rule 57: 122b1, Class:  1, CF:0.718794, Len:  5, Fitness_tra: 0
Rule 58: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 31144, Class:  0, CF:0.143351, Len:  5, Fitness_tra: 0
Rule 60: 18721, Class:  1, CF:0.681239, Len:  5, Fitness_tra: 0
Rule 61: 91212, Class:  2, CF:0.714695, Len:  5, Fitness_tra: 0
Rule 62: 32417, Class:  1, CF:0.827194, Len:  5, Fitness_tra: 0
Rule 63: 151bb, Class:  1, CF:0.90434, Len:  5, Fitness_tra: 0
Rule 64: 9521b, Class:  1, CF:0.998924, Len:  5, Fitness_tra: 0
Rule 65: 5d571, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 11441, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 3c172, Class:  1, CF:0.117229, Len:  5, Fitness_tra: 0
Rule 68: 00500, Class:  1, CF:  1, Len:  1, Fitness_tra: 0
Rule 69: 9c427, Class:  0, CF:0.539629, Len:  5, Fitness_tra: 0
Rule 70: 11142, Class:  2, CF:0.954414, Len:  5, Fitness_tra: 3
Rule 71: 1d244, Class:  1, CF:0.987537, Len:  5, Fitness_tra: 0
Rule 72: 5dc24, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 73: 94418, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 74: 11122, Class:  2, CF:0.970648, Len:  5, Fitness_tra: 0
Rule 75: 98414, Class:  1, CF:0.615078, Len:  5, Fitness_tra: 0
Rule 76: 58271, Class:  1, CF:0.584265, Len:  5, Fitness_tra: 0
Rule 77: d87b1, Class:  0, CF:0.172186, Len:  5, Fitness_tra: 0
Rule 78: 52222, Class:  2, CF:0.830001, Len:  5, Fitness_tra: 0
Rule 79: 51214, Class:  2, CF:0.514818, Len:  5, Fitness_tra: 0
Rule 80: 21511, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 81: 1dc41, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 82: 04b00, Class:  0, CF:0.0435945, Len:  2, Fitness_tra: 0
Rule 83: d1774, Class:  2, CF:0.920776, Len:  5, Fitness_tra: 0
Rule 84: 85172, Class:  1, CF:0.529046, Len:  5, Fitness_tra: 0
Rule 85: 15cb1, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 86: 11424, Class:  2, CF:0.875913, Len:  5, Fitness_tra: 0
Rule 87: 5dc22, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 88: 6b714, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 89: 04700, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 51c72, Class:  1, CF:0.352331, Len:  5, Fitness_tra: 0
Rule 91: 9dc4b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 92: ed217, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 93: 522b7, Class:  2, CF:0.395536, Len:  5, Fitness_tra: 0
Rule 94: 23141, Class:  2, CF:0.928067, Len:  5, Fitness_tra: 9
Rule 95: 14211, Class:  1, CF:0.528738, Len:  5, Fitness_tra: -3
Rule 96: 11c2b, Class:  1, CF:0.713354, Len:  5, Fitness_tra: 0
Rule 97: e52b7, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 98: 98114, Class:  1, CF:0.272985, Len:  5, Fitness_tra: 0
Rule 99: 1227b, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 11177, Class:  2, CF:0.870994, Len:  5, Fitness_tra: 0
------Current------
Miss_rate(tra)	:70.3488
------Result------
Miss_rate(tra)	:70.3488
Miss_rate(tst)	:69.7674
ARL				:4.74419

------Generation 0------
Rule  1: 00c00, Class:  1, CF:0.981019, Len:  1, Fitness_tra: 11
Rule  2: 23141, Class:  2, CF:0.928067, Len:  5, Fitness_tra: 0
Rule  3: d11b7, Class:  2, CF:0.947643, Len:  5, Fitness_tra: 0
Rule  4: 00500, Class:  1, CF:  1, Len:  1, Fitness_tra: 6
Rule  5: 11142, Class:  2, CF:0.954414, Len:  5, Fitness_tra: 0
Rule  6: 05c00, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule  7: 51127, Class:  2, CF:0.985262, Len:  5, Fitness_tra: 1
Rule  8: dc444, Class:  0, CF:0.941444, Len:  5, Fitness_tra: 0
Rule  9: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 15c74, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 11: 92c41, Class:  1, CF:0.985733, Len:  5, Fitness_tra: 0
Rule 12: 3d247, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 13: 15272, Class:  1, CF:0.992517, Len:  5, Fitness_tra: 0
Rule 14: 22122, Class:  2, CF:0.902927, Len:  5, Fitness_tra: 0
Rule 15: 517b4, Class:  2, CF:0.918341, Len:  5, Fitness_tra: 0
Rule 16: a3000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 38172, Class:  1, CF:0.915786, Len:  5, Fitness_tra: 0
Rule 18: 12741, Class:  1, CF:0.188627, Len:  5, Fitness_tra: 0
Rule 19: 11227, Class:  2, CF:0.815677, Len:  5, Fitness_tra: 0
Rule 20: 92227, Class:  2, CF:0.4773, Len:  5, Fitness_tra: 0
Rule 21: 12247, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 31424, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 9817b, Class:  1, CF:0.20795, Len:  5, Fitness_tra: 0
Rule 25: 11177, Class:  2, CF:0.870994, Len:  5, Fitness_tra: 0
Rule 26: 55127, Class:  1, CF:0.899257, Len:  5, Fitness_tra: 0
Rule 27: 512b2, Class:  2, CF:0.957219, Len:  5, Fitness_tra: 0
Rule 28: 1117b, Class:  2, CF:0.79512, Len:  5, Fitness_tra: 1
Rule 29: 95cbb, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 30: 92414, Class:  1, CF:0.00966897, Len:  5, Fitness_tra: 0
Rule 31: 11211, Class:  1, CF:0.208342, Len:  5, Fitness_tra: -2
Rule 32: 512b4, Class:  2, CF:0.917108, Len:  5, Fitness_tra: 0
Rule 33: 581b2, Class:  0, CF:0.465401, Len:  5, Fitness_tra: 0
Rule 34: e5cb2, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 35: 38471, Class:  1, CF:0.986927, Len:  5, Fitness_tra: 0
Rule 36: 55444, Class:  1, CF:0.980224, Len:  5, Fitness_tra: 0
Rule 37: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 13211, Class:  0, CF:0.214225, Len:  5, Fitness_tra: 0
Rule 39: 92c17, Class:  1, CF:0.949033, Len:  5, Fitness_tra: 0
Rule 40: 222b1, Class:  1, CF:0.174271, Len:  5, Fitness_tra: 0
Rule 41: 58c17, Class:  1, CF:0.951973, Len:  5, Fitness_tra: 0
Rule 42: 141c1, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 43: d1421, Class:  2, CF:0.714334, Len:  5, Fitness_tra: 0
Rule 44: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 95247, Class:  1, CF:0.998481, Len:  5, Fitness_tra: 0
Rule 46: 12284, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 47: 1547b, Class:  1, CF:0.984892, Len:  5, Fitness_tra: 0
Rule 48: 32124, Class:  1, CF:0.19909, Len:  5, Fitness_tra: 0
Rule 49: 18212, Class:  1, CF:0.675518, Len:  5, Fitness_tra: 0
Rule 50: 18721, Class:  1, CF:0.681239, Len:  5, Fitness_tra: 0
Rule 51: d2144, Class:  2, CF:0.870316, Len:  5, Fitness_tra: 0
Rule 52: 52477, Class:  2, CF:0.438063, Len:  5, Fitness_tra: 0
Rule 53: 55241, Class:  1, CF:0.988873, Len:  5, Fitness_tra: 0
Rule 54: 9c422, Class:  0, CF:0.539629, Len:  5, Fitness_tra: 0
Rule 55: 122b1, Class:  1, CF:0.718794, Len:  5, Fitness_tra: 0
Rule 56: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 31144, Class:  0, CF:0.143351, Len:  5, Fitness_tra: 0
Rule 58: 18721, Class:  1, CF:0.681239, Len:  5, Fitness_tra: 0
Rule 59: 91212, Class:  2, CF:0.714695, Len:  5, Fitness_tra: 0
Rule 60: 32417, Class:  1, CF:0.827194, Len:  5, Fitness_tra: 0
Rule 61: 151bb, Class:  1, CF:0.90434, Len:  5, Fitness_tra: 0
Rule 62: 9521b, Class:  1, CF:0.998924, Len:  5, Fitness_tra: 0
Rule 63: 5d571, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 11441, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 3c172, Class:  1, CF:0.117229, Len:  5, Fitness_tra: 0
Rule 66: 00500, Class:  1, CF:  1, Len:  1, Fitness_tra: 0
Rule 67: 9c427, Class:  0, CF:0.539629, Len:  5, Fitness_tra: 0
Rule 68: 17712, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1d244, Class:  1, CF:0.987537, Len:  5, Fitness_tra: 0
Rule 70: 5dc24, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 71: 94418, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 72: 11122, Class:  2, CF:0.970648, Len:  5, Fitness_tra: 0
Rule 73: 98414, Class:  1, CF:0.615078, Len:  5, Fitness_tra: 0
Rule 74: 58271, Class:  1, CF:0.584265, Len:  5, Fitness_tra: 0
Rule 75: d87b1, Class:  0, CF:0.172186, Len:  5, Fitness_tra: 0
Rule 76: 52222, Class:  2, CF:0.830001, Len:  5, Fitness_tra: 0
Rule 77: 51214, Class:  2, CF:0.514818, Len:  5, Fitness_tra: 0
Rule 78: 21511, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 79: 1dc41, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 80: 04b00, Class:  0, CF:0.0435945, Len:  2, Fitness_tra: 73
Rule 81: 38424, Class:  1, CF:0.97789, Len:  5, Fitness_tra: 0
Rule 82: 51274, Class:  2, CF:0.929139, Len:  5, Fitness_tra: 0
Rule 83: 12421, Class:  1, CF:0.479563, Len:  5, Fitness_tra: 0
Rule 84: 55212, Class:  1, CF:0.983616, Len:  5, Fitness_tra: 0
Rule 85: d0700, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 3121b, Class:  1, CF:0.512655, Len:  5, Fitness_tra: 0
Rule 87: 98141, Class:  1, CF:0.690874, Len:  5, Fitness_tra: 0
Rule 88: d572b, Class:  1, CF:0.729572, Len:  5, Fitness_tra: 0
Rule 89: 112b4, Class:  2, CF:0.713333, Len:  5, Fitness_tra: 0
Rule 90: 38247, Class:  1, CF:0.991835, Len:  5, Fitness_tra: 0
Rule 91: 33441, Class:  0, CF:0.235121, Len:  5, Fitness_tra: 0
Rule 92: e5272, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 93: 51242, Class:  2, CF:0.962273, Len:  5, Fitness_tra: 0
Rule 94: 32857, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 8d12b, Class:  1, CF:0.499331, Len:  5, Fitness_tra: 0
Rule 96: d11b0, Class:  2, CF:0.8963, Len:  4, Fitness_tra: -16
Rule 97: 117b4, Class:  2, CF:0.741898, Len:  5, Fitness_tra: 0
Rule 98: dc1b4, Class:  0, CF:0.973755, Len:  5, Fitness_tra: 0
Rule 99: 02407, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 95111, Class:  1, CF:0.996757, Len:  5, Fitness_tra: 1
------Current------
Miss_rate(tra)	:27.907
------Result------
Miss_rate(tra)	:27.907
Miss_rate(tst)	:39.5349
ARL				:4.77907

------Generation 1------
Rule  1: 00c00, Class:  1, CF:0.981019, Len:  1, Fitness_tra: 11
Rule  2: 23141, Class:  2, CF:0.928067, Len:  5, Fitness_tra: 0
Rule  3: d11b7, Class:  2, CF:0.947643, Len:  5, Fitness_tra: 0
Rule  4: 00500, Class:  1, CF:  1, Len:  1, Fitness_tra: 6
Rule  5: 11142, Class:  2, CF:0.954414, Len:  5, Fitness_tra: 0
Rule  6: 05c00, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule  7: 51127, Class:  2, CF:0.985262, Len:  5, Fitness_tra: 1
Rule  8: dc444, Class:  0, CF:0.941444, Len:  5, Fitness_tra: 0
Rule  9: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 15c74, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 11: 92c41, Class:  1, CF:0.985733, Len:  5, Fitness_tra: 0
Rule 12: 3d247, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 13: 15272, Class:  1, CF:0.992517, Len:  5, Fitness_tra: 0
Rule 14: 22122, Class:  2, CF:0.902927, Len:  5, Fitness_tra: 0
Rule 15: 517b4, Class:  2, CF:0.918341, Len:  5, Fitness_tra: 0
Rule 16: a3000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 38172, Class:  1, CF:0.915786, Len:  5, Fitness_tra: 0
Rule 18: 12741, Class:  1, CF:0.188627, Len:  5, Fitness_tra: 0
Rule 19: 11227, Class:  2, CF:0.815677, Len:  5, Fitness_tra: 0
Rule 20: 92227, Class:  2, CF:0.4773, Len:  5, Fitness_tra: 0
Rule 21: 12247, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 31424, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 9817b, Class:  1, CF:0.20795, Len:  5, Fitness_tra: 0
Rule 25: 11177, Class:  2, CF:0.870994, Len:  5, Fitness_tra: 0
Rule 26: 55127, Class:  1, CF:0.899257, Len:  5, Fitness_tra: 0
Rule 27: 512b2, Class:  2, CF:0.957219, Len:  5, Fitness_tra: 0
Rule 28: 1117b, Class:  2, CF:0.79512, Len:  5, Fitness_tra: 1
Rule 29: 95cbb, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 30: 92414, Class:  1, CF:0.00966897, Len:  5, Fitness_tra: 0
Rule 31: 11211, Class:  1, CF:0.208342, Len:  5, Fitness_tra: -2
Rule 32: 512b4, Class:  2, CF:0.917108, Len:  5, Fitness_tra: 0
Rule 33: 581b2, Class:  0, CF:0.465401, Len:  5, Fitness_tra: 0
Rule 34: e5cb2, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 35: 38471, Class:  1, CF:0.986927, Len:  5, Fitness_tra: 0
Rule 36: 55444, Class:  1, CF:0.980224, Len:  5, Fitness_tra: 0
Rule 37: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 13211, Class:  0, CF:0.214225, Len:  5, Fitness_tra: 0
Rule 39: 92c17, Class:  1, CF:0.949033, Len:  5, Fitness_tra: 0
Rule 40: 222b1, Class:  1, CF:0.174271, Len:  5, Fitness_tra: 0
Rule 41: 58c17, Class:  1, CF:0.951973, Len:  5, Fitness_tra: 0
Rule 42: 141c1, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 43: d1421, Class:  2, CF:0.714334, Len:  5, Fitness_tra: 0
Rule 44: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 95247, Class:  1, CF:0.998481, Len:  5, Fitness_tra: 0
Rule 46: 12284, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 47: 1547b, Class:  1, CF:0.984892, Len:  5, Fitness_tra: 0
Rule 48: 32124, Class:  1, CF:0.19909, Len:  5, Fitness_tra: 0
Rule 49: 18212, Class:  1, CF:0.675518, Len:  5, Fitness_tra: 0
Rule 50: 18721, Class:  1, CF:0.681239, Len:  5, Fitness_tra: 0
Rule 51: d2144, Class:  2, CF:0.870316, Len:  5, Fitness_tra: 0
Rule 52: 52477, Class:  2, CF:0.438063, Len:  5, Fitness_tra: 0
Rule 53: 55241, Class:  1, CF:0.988873, Len:  5, Fitness_tra: 0
Rule 54: 9c422, Class:  0, CF:0.539629, Len:  5, Fitness_tra: 0
Rule 55: 122b1, Class:  1, CF:0.718794, Len:  5, Fitness_tra: 0
Rule 56: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 31144, Class:  0, CF:0.143351, Len:  5, Fitness_tra: 0
Rule 58: 18721, Class:  1, CF:0.681239, Len:  5, Fitness_tra: 0
Rule 59: 91212, Class:  2, CF:0.714695, Len:  5, Fitness_tra: 0
Rule 60: 32417, Class:  1, CF:0.827194, Len:  5, Fitness_tra: 0
Rule 61: 151bb, Class:  1, CF:0.90434, Len:  5, Fitness_tra: 0
Rule 62: 9521b, Class:  1, CF:0.998924, Len:  5, Fitness_tra: 0
Rule 63: 5d571, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 11441, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 3c172, Class:  1, CF:0.117229, Len:  5, Fitness_tra: 0
Rule 66: 00500, Class:  1, CF:  1, Len:  1, Fitness_tra: 0
Rule 67: 9c427, Class:  0, CF:0.539629, Len:  5, Fitness_tra: 0
Rule 68: 17712, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1d244, Class:  1, CF:0.987537, Len:  5, Fitness_tra: 0
Rule 70: 5dc24, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 71: 94418, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 72: 11122, Class:  2, CF:0.970648, Len:  5, Fitness_tra: 0
Rule 73: 98414, Class:  1, CF:0.615078, Len:  5, Fitness_tra: 0
Rule 74: 58271, Class:  1, CF:0.584265, Len:  5, Fitness_tra: 0
Rule 75: d87b1, Class:  0, CF:0.172186, Len:  5, Fitness_tra: 0
Rule 76: 52222, Class:  2, CF:0.830001, Len:  5, Fitness_tra: 0
Rule 77: 51214, Class:  2, CF:0.514818, Len:  5, Fitness_tra: 0
Rule 78: 21511, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 79: 1dc41, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 80: 04b00, Class:  0, CF:0.0435945, Len:  2, Fitness_tra: 73
Rule 81: 38424, Class:  1, CF:0.97789, Len:  5, Fitness_tra: 0
Rule 82: 51274, Class:  2, CF:0.929139, Len:  5, Fitness_tra: 0
Rule 83: 12421, Class:  1, CF:0.479563, Len:  5, Fitness_tra: 0
Rule 84: 55212, Class:  1, CF:0.983616, Len:  5, Fitness_tra: 0
Rule 85: d0700, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 3121b, Class:  1, CF:0.512655, Len:  5, Fitness_tra: 0
Rule 87: 98141, Class:  1, CF:0.690874, Len:  5, Fitness_tra: 0
Rule 88: d572b, Class:  1, CF:0.729572, Len:  5, Fitness_tra: 0
Rule 89: 112b4, Class:  2, CF:0.713333, Len:  5, Fitness_tra: 0
Rule 90: 38247, Class:  1, CF:0.991835, Len:  5, Fitness_tra: 0
Rule 91: 33441, Class:  0, CF:0.235121, Len:  5, Fitness_tra: 0
Rule 92: e5272, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 93: 51242, Class:  2, CF:0.962273, Len:  5, Fitness_tra: 0
Rule 94: 32857, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 8d12b, Class:  1, CF:0.499331, Len:  5, Fitness_tra: 0
Rule 96: d11b0, Class:  2, CF:0.8963, Len:  4, Fitness_tra: -16
Rule 97: 117b4, Class:  2, CF:0.741898, Len:  5, Fitness_tra: 0
Rule 98: dc1b4, Class:  0, CF:0.973755, Len:  5, Fitness_tra: 0
Rule 99: 02407, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 95111, Class:  1, CF:0.996757, Len:  5, Fitness_tra: 1
------Current------
Miss_rate(tra)	:27.907
------Result------
Miss_rate(tra)	:27.907
Miss_rate(tst)	:39.5349
ARL				:4.77907

------Generation 2------
Rule  1: 04b00, Class:  0, CF:0.0435945, Len:  2, Fitness_tra: 96
Rule  2: 00c00, Class:  1, CF:0.981019, Len:  1, Fitness_tra: 11
Rule  3: 00500, Class:  1, CF:  1, Len:  1, Fitness_tra: 6
Rule  4: 95111, Class:  1, CF:0.996757, Len:  5, Fitness_tra: 1
Rule  5: 05c00, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule  6: 51127, Class:  2, CF:0.985262, Len:  5, Fitness_tra: 1
Rule  7: 1117b, Class:  2, CF:0.79512, Len:  5, Fitness_tra: 0
Rule  8: d11b7, Class:  2, CF:0.947643, Len:  5, Fitness_tra: 7
Rule  9: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 15c74, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 11: 92c41, Class:  1, CF:0.985733, Len:  5, Fitness_tra: 0
Rule 12: 3d247, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 13: 15272, Class:  1, CF:0.992517, Len:  5, Fitness_tra: 0
Rule 14: 22122, Class:  2, CF:0.902927, Len:  5, Fitness_tra: 0
Rule 15: 517b4, Class:  2, CF:0.918341, Len:  5, Fitness_tra: 0
Rule 16: a3000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 38172, Class:  1, CF:0.915786, Len:  5, Fitness_tra: 0
Rule 18: 12741, Class:  1, CF:0.188627, Len:  5, Fitness_tra: 0
Rule 19: 11227, Class:  2, CF:0.815677, Len:  5, Fitness_tra: 0
Rule 20: 92227, Class:  2, CF:0.4773, Len:  5, Fitness_tra: 0
Rule 21: 12247, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 00000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 31424, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 9817b, Class:  1, CF:0.20795, Len:  5, Fitness_tra: 0
Rule 25: 11177, Class:  2, CF:0.870994, Len:  5, Fitness_tra: 0
Rule 26: 55127, Class:  1, CF:0.899257, Len:  5, Fitness_tra: 0
Rule 27: 512b2, Class:  2, CF:0.957219, Len:  5, Fitness_tra: 0
Rule 28: 11142, Class:  2, CF:0.954414, Len:  5, Fitness_tra: 2
Rule 29: 95cbb, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 30: 92414, Class:  1, CF:0.00966897, Len:  5, Fitness_tra: 0
Rule 31: dc444, Class:  0, CF:0.941444, Len:  5, Fitness_tra: 0
Rule 32: 512b4, Class:  2, CF:0.917108, Len:  5, Fitness_tra: 0
Rule 33: 581b2, Class:  0, CF:0.465401, Len:  5, Fitness_tra: 0
Rule 34: e5cb2, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 35: 38471, Class:  1, CF:0.986927, Len:  5, Fitness_tra: 0
