------Generation 0------
Rule  1: 400cad200, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: dd0000d00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 41b994121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 000020000, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000000400, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 000000400, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 00000000c, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 116282221, Class:  6, CF:  1, Len:  9, Fitness_tra: 0
Rule 43: 81611b27b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 85b15b254, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 21411b824, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 48: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 231557857, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 000500000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 1579148c7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 000f000e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: c11d51117, Class:  6, CF:  1, Len:  9, Fitness_tra: 0
Rule 67: 000000400, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 0b0000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: c9bd3b811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1d1181571, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 2c1212841, Class:  6, CF:0.628217, Len:  9, Fitness_tra: 0
Rule 77: e00000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 0
Rule 78: 000c00000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 0000000d0, Class:  4, CF:0.351351, Len:  1, Fitness_tra: -2
Rule 80: 0c00e0000, Class:  5, CF:0.827798, Len:  2, Fitness_tra: 0
Rule 81: 00000000c, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 000800000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 000d00000, Class:  6, CF:0.468931, Len:  0, Fitness_tra: 0
Rule 87: 153891242, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000000400, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 12311b142, Class:  4, CF:0.826258, Len:  9, Fitness_tra: 0
Rule 91: 200900820, Class:  6, CF:  1, Len:  4, Fitness_tra: 0
Rule 92: 251112622, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 010f00000, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 014410000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 00d000009, Class:  2, CF:0.837635, Len:  2, Fitness_tra: 0
Rule 96: 090000811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: e00010000, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 98: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 230050050, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 000000009, Class:  4, CF:0.761038, Len:  1, Fitness_tra: -1
------Current------
Miss_rate(tra)	:86.5497
------Result------
Miss_rate(tra)	:86.5497
Miss_rate(tst)	:88.3721
ARL				:5.33333

------Generation 1------
Rule  1: 000d00000, Class:  6, CF:0.468931, Len:  1, Fitness_tra: 12
Rule  2: 11e154124, Class:  1, CF:  1, Len:  9, Fitness_tra: 2
Rule  3: e00000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 1
Rule  4: cc1817147, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule  5: 400cad200, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 00d000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: c51157222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 51111b827, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 254152114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 1868512bb, Class:  6, CF:  1, Len:  9, Fitness_tra: 0
Rule 17: c141971c7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 112557211, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 20: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 5112d2c47, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 00a000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 400000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: c8e592841, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: dd0000d00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 41b994121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 000020000, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000000400, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 000000400, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 00000000c, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 116282221, Class:  6, CF:  1, Len:  9, Fitness_tra: 0
Rule 43: 81611b27b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 85b15b254, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 21411b824, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 48: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 231557857, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 000500000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 1579148c7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 000f000e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: c11d51117, Class:  6, CF:  1, Len:  9, Fitness_tra: 0
Rule 67: 000000400, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 0b0000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: c9bd3b811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1d1181571, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 2c1212841, Class:  6, CF:0.628217, Len:  9, Fitness_tra: 0
Rule 77: e00000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 0
Rule 78: 000c00000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 230050050, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 0c00e0000, Class:  5, CF:0.827798, Len:  2, Fitness_tra: 0
Rule 81: 853512814, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: c13d51174, Class:  6, CF:  1, Len:  9, Fitness_tra: 0
Rule 84: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: c2125bc1b, Class:  0, CF:0.0779481, Len:  9, Fitness_tra: 5
Rule 87: 400000400, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 00000000c, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 500000000, Class:  1, CF:0.413943, Len:  1, Fitness_tra: 4
Rule 90: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 0b2000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 00b904c20, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 000000801, Class:  4, CF:0.122914, Len:  2, Fitness_tra: -19
Rule 94: e00200d00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 053801004, Class:  6, CF:  1, Len:  5, Fitness_tra: 0
Rule 96: 81e154029, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 400c75200, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 006000050, Class:  6, CF:  1, Len:  2, Fitness_tra: 2
Rule 99: 011410107, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:75.4386
------Result------
Miss_rate(tra)	:75.4386
Miss_rate(tst)	:83.7209
ARL				:5.83333

------Generation 2------
Rule  1: 000d00000, Class:  6, CF:0.468931, Len:  1, Fitness_tra: 12
Rule  2: c2125bc1b, Class:  0, CF:0.0779481, Len:  9, Fitness_tra: 6
Rule  3: 500000000, Class:  1, CF:0.413943, Len:  1, Fitness_tra: 2
Rule  4: 11e154124, Class:  1, CF:  1, Len:  9, Fitness_tra: 2
Rule  5: 006000050, Class:  6, CF:  1, Len:  2, Fitness_tra: 2
Rule  6: e00000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 1
Rule  7: 400cad200, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 00d000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: c51157222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 51111b827, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 254152114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 1868512bb, Class:  6, CF:  1, Len:  9, Fitness_tra: 0
Rule 17: c141971c7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 112557211, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule 20: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 5112d2c47, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 00a000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 400000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: c8e592841, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: dd0000d00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 41b994121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 000020000, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000000400, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
