------Generation 0------
Rule  1: 18615b8bb, Class:  6, CF:  1, Len:  9, Fitness_tra: 0
Rule 29: 0000000d0, Class:  4, CF:0.407589, Len:  1, Fitness_tra: 0
Rule 30: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 000cf5000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 89211b112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 1db312812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 2c9117c7b, Class:  2, CF:0.740272, Len:  9, Fitness_tra: 0
Rule 36: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 500000500, Class:  1, CF:0.860058, Len:  2, Fitness_tra: 3
Rule 38: 0c00000b0, Class:  6, CF:0.726551, Len:  2, Fitness_tra: -6
Rule 39: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 000b00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: dd0000d00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: d00000d00, Class:  1, CF:0.520402, Len:  2, Fitness_tra: 1
Rule 43: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: cc623b172, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 00d000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 000d000b0, Class:  6, CF:0.893866, Len:  2, Fitness_tra: 7
Rule 50: 005040000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 009500005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 00a000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: d00000d00, Class:  1, CF:0.520402, Len:  2, Fitness_tra: 0
Rule 56: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: d00000d00, Class:  1, CF:0.520402, Len:  2, Fitness_tra: 0
Rule 60: 440000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 151151cbb, Class:  6, CF:  1, Len:  9, Fitness_tra: 0
Rule 62: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: c5b951211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 400000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 00d000d00, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 67: 0c00e000d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 0d0700000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 292194112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 300000000, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 000020000, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 117d92257, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: c21114121, Class:  6, CF:0.982226, Len:  9, Fitness_tra: 0
Rule 77: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 81e294147, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 500000000, Class:  1, CF:0.38885, Len:  1, Fitness_tra: -3
Rule 80: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 090000000, Class:  5, CF:0.820942, Len:  1, Fitness_tra: 0
Rule 84: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 00a000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 009000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 000000bd0, Class:  6, CF:0.190322, Len:  2, Fitness_tra: 0
Rule 90: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 18e892c72, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 090000000, Class:  5, CF:0.820942, Len:  1, Fitness_tra: 0
Rule 93: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 216cd7141, Class:  6, CF:  1, Len:  9, Fitness_tra: 0
Rule 95: 00a000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 4195d7c22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 5de214871, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 00a000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 8232112b2, Class:  4, CF:0.968753, Len:  9, Fitness_tra: 0
Rule100: 81111257b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:82.4561
------Result------
Miss_rate(tra)	:82.4561
Miss_rate(tst)	:81.3953
ARL				:4.28

------Generation 0------
Rule  1: 0c0000070, Class:  6, CF:0.840416, Len:  2, Fitness_tra: 4
Rule  2: 000d000b0, Class:  6, CF:0.893866, Len:  2, Fitness_tra: -1
Rule  3: 500000500, Class:  1, CF:0.860058, Len:  2, Fitness_tra: 1
Rule  4: 00d000d00, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule  5: 00000c000, Class:  6, CF:0.644168, Len:  1, Fitness_tra: 1
Rule  6: d00000d00, Class:  1, CF:0.520402, Len:  2, Fitness_tra: 1
Rule  7: 18615b8bb, Class:  6, CF:  1, Len:  9, Fitness_tra: 0
Rule  8: 00d000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 005040000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 45e254c17, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 81111257b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 00a000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: c1151b214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 000400000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 85311b241, Class:  6, CF:  1, Len:  9, Fitness_tra: 0
Rule 22: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 121897c74, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 020000305, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 0000000d0, Class:  4, CF:0.407589, Len:  1, Fitness_tra: -1
Rule 29: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 000cf5000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 89211b112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 1db312812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 2c9117c7b, Class:  2, CF:0.740272, Len:  9, Fitness_tra: 0
Rule 35: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 226c5717b, Class:  6, CF:  1, Len:  9, Fitness_tra: 0
Rule 37: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 000b00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: dd0000d00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: cc623b172, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 00d000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 005040000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 009500005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 00a000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: d00000d00, Class:  1, CF:0.520402, Len:  2, Fitness_tra: 0
Rule 54: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: d00000d00, Class:  1, CF:0.520402, Len:  2, Fitness_tra: 0
Rule 58: 440000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 151151cbb, Class:  6, CF:  1, Len:  9, Fitness_tra: 0
Rule 60: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: c5b951211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 400000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 00d000d00, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 65: 0c00e000d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 0d0700000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 292194112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 300000000, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 000020000, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 117d92257, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: c21114121, Class:  6, CF:0.982226, Len:  9, Fitness_tra: 0
Rule 75: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 81e294147, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 8232112b2, Class:  4, CF:0.968753, Len:  9, Fitness_tra: 0
Rule 78: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 900000000, Class:  1, CF:0.956081, Len:  1, Fitness_tra: 1
Rule 82: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 18111144b, Class:  6, CF:0.959788, Len:  9, Fitness_tra: 0
Rule 85: d00000d05, Class:  1, CF:  1, Len:  3, Fitness_tra: 0
Rule 86: 2d3cd71b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1c119b541, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 00a000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 020c07c04, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 00a0000b0, Class:  6, CF:  1, Len:  2, Fitness_tra: 7
Rule 93: 00a000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 090020000, Class:  5, CF:0.978461, Len:  2, Fitness_tra: 1
Rule 95: 5de21b874, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: a02500005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 300d000b0, Class:  6, CF:0.967848, Len:  3, Fitness_tra: 0
Rule 98: 49000c00a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 400b00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 150050d0b, Class:  1, CF:  1, Len:  5, Fitness_tra: 1
------Current------
Miss_rate(tra)	:83.6257
------Result------
Miss_rate(tra)	:83.6257
Miss_rate(tst)	:81.3953
ARL				:4.41667

------Generation 1------
Rule  1: 00a0000b0, Class:  6, CF:  1, Len:  2, Fitness_tra: 7
Rule  2: 0c0000070, Class:  6, CF:0.840416, Len:  2, Fitness_tra: 4
Rule  3: 500000500, Class:  1, CF:0.860058, Len:  2, Fitness_tra: 1
Rule  4: 00d000d00, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule  5: 00000c000, Class:  6, CF:0.644168, Len:  1, Fitness_tra: 1
Rule  6: d00000d00, Class:  1, CF:0.520402, Len:  2, Fitness_tra: 1
Rule  7: 150050d0b, Class:  1, CF:  1, Len:  5, Fitness_tra: 1
Rule  8: 900000000, Class:  1, CF:0.956081, Len:  1, Fitness_tra: 2
Rule  9: 090020000, Class:  5, CF:0.978461, Len:  2, Fitness_tra: 1
Rule 10: 18615b8bb, Class:  6, CF:  1, Len:  9, Fitness_tra: 0
Rule 11: 005040000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 45e254c17, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 81111257b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 00a000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: c1151b214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 000400000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 85311b241, Class:  6, CF:  1, Len:  9, Fitness_tra: 0
Rule 22: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 121897c74, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 020000305, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 000cf5000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 89211b112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 1db312812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 2c9117c7b, Class:  2, CF:0.740272, Len:  9, Fitness_tra: 0
Rule 35: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 226c5717b, Class:  6, CF:  1, Len:  9, Fitness_tra: 0
Rule 37: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 000b00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: dd0000d00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: cc623b172, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 00d000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 005040000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 009500005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 00a000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: d00000d00, Class:  1, CF:0.520402, Len:  2, Fitness_tra: 0
Rule 54: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: d00000d00, Class:  1, CF:0.520402, Len:  2, Fitness_tra: 0
Rule 58: 440000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 151151cbb, Class:  6, CF:  1, Len:  9, Fitness_tra: 0
Rule 60: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: c5b951211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 400000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 00d000d00, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 65: 0c00e000d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 0d0700000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 292194112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 300000000, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 000020000, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 117d92257, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: c21114121, Class:  6, CF:0.982226, Len:  9, Fitness_tra: 1
Rule 75: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 81e294147, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 8232112b2, Class:  4, CF:0.968753, Len:  9, Fitness_tra: 0
Rule 78: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 821551812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 81e114cb4, Class:  2, CF:  1, Len:  9, Fitness_tra: 0
Rule 85: 500000000, Class:  1, CF:0.38885, Len:  1, Fitness_tra: -4
Rule 86: 821832577, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 1d628b8b2, Class:  6, CF:  1, Len:  9, Fitness_tra: 0
Rule 89: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 400900000, Class:  4, CF:0.470577, Len:  2, Fitness_tra: 3
Rule 92: 00d25ed00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 1211915b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 0b5000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 900000000, Class:  1, CF:0.956081, Len:  0, Fitness_tra: 0
Rule 96: 000724100, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 000000005, Class:  4, CF:0.327314, Len:  1, Fitness_tra: -4
Rule 98: 000c0b000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 2bac5710b, Class:  6, CF:  1, Len:  8, Fitness_tra: 0
Rule100: d00000d05, Class:  1, CF:  1, Len:  3, Fitness_tra: 0
------Current------
Miss_rate(tra)	:80.117
------Result------
Miss_rate(tra)	:80.117
Miss_rate(tst)	:81.3953
ARL				:4.65385

------Generation 2------
Rule  1: 00a0000b0, Class:  6, CF:  1, Len:  2, Fitness_tra: 7
Rule  2: 0c0000070, Class:  6, CF:0.840416, Len:  2, Fitness_tra: 4
Rule  3: 400900000, Class:  4, CF:0.470577, Len:  2, Fitness_tra: 1
Rule  4: 900000000, Class:  1, CF:0.956081, Len:  1, Fitness_tra: 1
Rule  5: 500000500, Class:  1, CF:0.860058, Len:  2, Fitness_tra: 1
Rule  6: d00000d00, Class:  1, CF:0.520402, Len:  2, Fitness_tra: 2
Rule  7: 150050d0b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule  8: 00d000d00, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule  9: 090020000, Class:  5, CF:0.978461, Len:  2, Fitness_tra: 1
Rule 10: 00000c000, Class:  6, CF:0.644168, Len:  1, Fitness_tra: 1
Rule 11: c21114121, Class:  6, CF:0.982226, Len:  9, Fitness_tra: 1
Rule 12: 18615b8bb, Class:  6, CF:  1, Len:  9, Fitness_tra: 0
Rule 13: 45e254c17, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 81111257b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 00a000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: c1151b214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 000400000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 85311b241, Class:  6, CF:  1, Len:  9, Fitness_tra: 0
Rule 22: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 121897c74, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 020000305, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 000cf5000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 89211b112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 1db312812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
