------Generation 0------
Rule  1: 0000a0000000000000d005000000e9f0000000090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 965519e31311113161113391313163e3513e31131113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 51111111111111e11153111111112113191111111115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 000000000000000005e0000000000000000000e00950, Class:  1, CF:0.828176, Len:  5, Fitness_tra: 0
Rule 44: 31331131311111111113311121111113111113311112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 5000e090050060090505050000000500000003000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 11111111311311221111111121111113115111111211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 00500000a0000000a600005500000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 11111111111111111151111111121111311211151211, Class:  1, CF:  1, Len: 44, Fitness_tra: 0
Rule 49: 00000000000000000000000000000000000000000000, Class:  1, CF:0.585062, Len:  0, Fitness_tra: 0
Rule 50: 00000000000000000000000000000000000000000000, Class:  1, CF:0.585062, Len:  0, Fitness_tra: 0
Rule 51: 11111131111111116311111211311111111311111111, Class:  1, CF:  1, Len: 44, Fitness_tra: 0
Rule 52: 00000000000000000000000000000000000000000000, Class:  1, CF:0.585062, Len:  0, Fitness_tra: 0
Rule 53: 0a0000050f0000000000050dfa00000060f000090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 000e0000000000000000000000000000000000000000, Class:  1, CF:0.413793, Len:  1, Fitness_tra: 0
Rule 55: 000d00000000900000000000006000e9000000090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 11111131151111121151111112315111111111511211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 0000000000000e000500000000000000000000000050, Class:  1, CF:0.149527, Len:  3, Fitness_tra: 0
Rule 58: 00600000000000000000000000000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 1
Rule 59: 00000d0e000009050050a00000000000000060000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 00005000000000000000000000000000000000000900, Class:  1, CF:0.27636, Len:  2, Fitness_tra: 0
Rule 61: 00d00005000000f0f00000000a0000000df000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 9e09550000e0000e00060000090090e0099e06000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 00000000000000000000000000000000000000000000, Class:  1, CF:0.585062, Len:  0, Fitness_tra: 0
Rule 64: 00000000000000005d00000000000000000000000000, Class:  1, CF:0.52182, Len:  2, Fitness_tra: 0
Rule 65: 09000000000000600000000000000000000000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule 66: 00000600550000005d05000000005000000000000000, Class:  1, CF:  1, Len:  7, Fitness_tra: 0
Rule 67: 00000000000000000009000000000000000000000000, Class:  1, CF:0.520897, Len:  1, Fitness_tra: 0
Rule 68: 113313611e311139331113111119113191ee91191551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 00000000000000000600000000000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 0
Rule 70: 11311131316aeee1135e311551353e3111313a131151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 00005000a0000000a650000000000900050000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 000900000000000f000a000000000000d50000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 31311533113311913651111115611363316111e31111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 00000050000009000000500000000000000000000000, Class:  1, CF:0.365741, Len:  3, Fitness_tra: 0
Rule 75: 000000006e0f09e0000000500d00000f0000000000d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0009000000000900e050005000e090e0000f000e0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 119191e1111691e1111111931111113191e313311155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 6e13191aa16a31116e93e19153111113133111113551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 000000000000000000000000000000000000000f0f00, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 80: 00000000000000000000000000000000060000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 1
Rule 81: 000d000e000000000000000900000000000000000900, Class:  1, CF:0.0722456, Len:  4, Fitness_tra: 0
Rule 82: 05000000000000000005000000000000000000000000, Class:  1, CF:0.48625, Len:  2, Fitness_tra: 0
Rule 83: 519e1111113113111559331111111111111111111115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 000000000000000000005d0000500000000000550000, Class:  1, CF:0.328194, Len:  5, Fitness_tra: 0
Rule 85: 00000000000f00000000000000000e00009000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 00000000050900000000000000000000000f6f000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 00000000900000000500000000500a00000000000000, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule 88: a00000000a000000000000000000a00000f0000000d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 913311311111111133d1331111113311513311111112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 311113131131931133e11e95111136a111331313e951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 0000e5e0000000000e0000e00000000e000e00000000, Class:  0, CF:0.341625, Len:  7, Fitness_tra: 0
Rule 92: 0000000000000000000e060ee000000050000000e050, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 1613e1e13e1111551953e33555111111113911311159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 33311111313111113153111111121111111191311121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 0000000e000090000000000000000000060005000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 00d00000000005000000000000000000000000000000, Class:  1, CF:0.435736, Len:  2, Fitness_tra: 0
Rule 97: 00000000000000000000000000000000000000000000, Class:  1, CF:0.585062, Len:  0, Fitness_tra: 0
Rule 98: 000000000000d000000a000000000050d00f00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 050000000000050000000000000500000000000e0000, Class:  1, CF:0.0798173, Len:  4, Fitness_tra: 0
Rule100: 15111111111119111111113115112211331111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:20.7469
------Result------
Miss_rate(tra)	:20.7469
Miss_rate(tst)	:19.2308
ARL				:5.13953

------Generation 0------
Rule  1: 0000a0000000000000d005000000e9f0000000090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  2: 00000000000000000000000000009000000000090000, Class:  1, CF:0.282465, Len:  2, Fitness_tra: 0
Rule  3: 600000000e00000000000000000000f0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 3111e3e1a1311993ae911131e311a1331311e131e115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: 00000000a00000000600005500000000000000000000, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule  6: 50500000000900a0000e0000000000990000d5000000, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule  7: 0000000000000000000000000000000a000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 1
Rule  8: 00000000000000000a00000000000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 1
Rule  9: 50000000000000000000000000000000000000000000, Class:  1, CF:0.565434, Len:  1, Fitness_tra: 0
Rule 10: 1119599666113111113119131113e663911a53931513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 11113961f661111e6111111159e531311e1111163313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 000000000e000000000e000000006000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 006000000000a0000000000000000000000000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 14: 000000000000000000000000000000000000000e0000, Class:  1, CF:0.27528, Len:  1, Fitness_tra: 0
Rule 15: 91d13331113991111333111339631e1355331111191e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 0e000060000000000000030000000060500000000009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 00590000000050000000000500000090000a0a000009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: e31315e1e1111515399931111111e313111331131151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 0000000000fe00f00000000000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 00006e00e00000000000000000006a000000000f0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 331615111e31111e6e111133113133111933113e1511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 15111111111111111111113311112113111211151111, Class:  1, CF:  1, Len: 44, Fitness_tra: 0
Rule 23: 0e00000000000000f0000000000000e00000e00e0900, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 11111111311113511151e13551111111111131158181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 06e00e000000000000000000090090000ee000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 00000000000000000000000000000000000000f00060, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 27: 33119131113133311e11115111131161593313111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: e19115916363e3e13111115191396166916111111393, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 00000000000500000060000000000000500000000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 0
Rule 30: 00000000000000000000000000006090000000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 31: 00000000000000000000000000000000600000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 2
Rule 32: 000000000e0000000000000000a6e009500000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 0000000000a0e0000000000000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 00000000000000000000000000000000000000000000, Class:  1, CF:0.585062, Len:  0, Fitness_tra: 134
Rule 35: 00000005000000000000000000000000000000000000, Class:  1, CF:0.520993, Len:  1, Fitness_tra: 0
Rule 36: 315319e3a3133e3331113315e5316631311113333e31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: e000006000000000f600006000000909500000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 1939113e3136e1113113119151313116311136131111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 00000000000000000000000000000000000000000000, Class:  1, CF:0.585062, Len:  0, Fitness_tra: 0
Rule 40: 00000000f0000e00a000000000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 965519e31311113161113391313163e3513e31131113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 51111111111111e11153111111112113191111111115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 000000000000000005e0000000000000000000e00950, Class:  1, CF:0.828176, Len:  5, Fitness_tra: 0
Rule 44: 31331131311111111113311121111113111113311112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 5000e090050060090505050000000500000003000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 11111111311311221111111121111113115111111211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 00500000a0000000a600005500000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 11111111111111111151111111121111311211151211, Class:  1, CF:  1, Len: 44, Fitness_tra: 0
Rule 49: 00000000000000000000000000000000000000000000, Class:  1, CF:0.585062, Len:  0, Fitness_tra: 0
Rule 50: 00000000000000000000000000000000000000000000, Class:  1, CF:0.585062, Len:  0, Fitness_tra: 0
Rule 51: 11111131111111116311111211311111111311111111, Class:  1, CF:  1, Len: 44, Fitness_tra: 0
Rule 52: 00000000000000000000000000000000000000000000, Class:  1, CF:0.585062, Len:  0, Fitness_tra: 0
Rule 53: 0a0000050f0000000000050dfa00000060f000090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 000e0000000000000000000000000000000000000000, Class:  1, CF:0.413793, Len:  1, Fitness_tra: 0
Rule 55: 000d00000000900000000000006000e9000000090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 11111131151111121151111112315111111111511211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 0000000000000e000500000000000000000000000050, Class:  1, CF:0.149527, Len:  3, Fitness_tra: 0
Rule 58: 00600000000000000000000000000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 1
Rule 59: 00000d0e000009050050a00000000000000060000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 00005000000000000000000000000000000000000900, Class:  1, CF:0.27636, Len:  2, Fitness_tra: 0
Rule 61: 00d00005000000f0f00000000a0000000df000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 9e09550000e0000e00060000090090e0099e06000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 00000000000000000000000000000000000000000000, Class:  1, CF:0.585062, Len:  0, Fitness_tra: 0
Rule 64: 00000000000000005d00000000000000000000000000, Class:  1, CF:0.52182, Len:  2, Fitness_tra: 0
Rule 65: 09000000000000600000000000000000000000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule 66: 00000600550000005d05000000005000000000000000, Class:  1, CF:  1, Len:  7, Fitness_tra: 0
Rule 67: 00000000000000000009000000000000000000000000, Class:  1, CF:0.520897, Len:  1, Fitness_tra: 0
Rule 68: 113313611e311139331113111119113191ee91191551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 00000000000000000600000000000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 0
Rule 70: 11311131316aeee1135e311551353e3111313a131151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 00005000a0000000a650000000000900050000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 000900000000000f000a000000000000d50000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 31311533113311913651111115611363316111e31111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 00000050000009000000500000000000000000000000, Class:  1, CF:0.365741, Len:  3, Fitness_tra: 0
Rule 75: 000000006e0f09e0000000500d00000f0000000000d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0009000000000900e050005000e090e0000f000e0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 119191e1111691e1111111931111113191e313311155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 6e13191aa16a31116e93e19153111113133111113551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 000000000000000000000000000000000000000f0f00, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 80: 00000000000000000000000000000000060000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 1
Rule 81: 000d000e000000000000000900000000000000000900, Class:  1, CF:0.0722456, Len:  4, Fitness_tra: 0
Rule 82: 05000000000000000005000000000000000000000000, Class:  1, CF:0.48625, Len:  2, Fitness_tra: 0
Rule 83: 519e1111113113111559331111111111111111111115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 000000000000000000005d0000500000000000550000, Class:  1, CF:0.328194, Len:  5, Fitness_tra: 0
Rule 85: 00000000000f00000000000000000e00009000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 00000000050900000000000000000000000f6f000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 00000000900000000500000000500a00000000000000, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule 88: a00000000a000000000000000000a00000f0000000d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 913311311111111133d1331111113311513311111112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 311113131131931133e11e95111136a111331313e951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 0000e5e0000000000e0000e00000000e000e00000000, Class:  0, CF:0.341625, Len:  7, Fitness_tra: 0
Rule 92: 0000000000000000000e060ee000000050000000e050, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 1613e1e13e1111551953e33555111111113911311159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 33311111313111113153111111121111111191311121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 0000000e000090000000000000000000060005000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 00d00000000005000000000000000000000000000000, Class:  1, CF:0.435736, Len:  2, Fitness_tra: 0
Rule 97: 00000000000000000000000000000000000000000000, Class:  1, CF:0.585062, Len:  0, Fitness_tra: 0
Rule 98: 000000000000d000000a000000000050d00f00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 050000000000050000000000000500000000000e0000, Class:  1, CF:0.0798173, Len:  4, Fitness_tra: 0
Rule100: 15111111111119111111113115112211331111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:20.7469
------Result------
Miss_rate(tra)	:20.7469
Miss_rate(tst)	:19.2308
ARL				:5.13953

------Generation 1------
Rule  1: 0000a0000000000000d005000000e9f0000000090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  2: 00000000000000000000000000009000000000090000, Class:  1, CF:0.282465, Len:  2, Fitness_tra: 0
Rule  3: 600000000e00000000000000000000f0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 3111e3e1a1311993ae911131e311a1331311e131e115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: 00000000a00000000600005500000000000000000000, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule  6: 50500000000900a0000e0000000000990000d5000000, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule  7: 0000000000000000000000000000000a000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 1
Rule  8: 00000000000000000a00000000000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 1
Rule  9: 50000000000000000000000000000000000000000000, Class:  1, CF:0.565434, Len:  1, Fitness_tra: 0
Rule 10: 1119599666113111113119131113e663911a53931513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 11113961f661111e6111111159e531311e1111163313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 000000000e000000000e000000006000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 006000000000a0000000000000000000000000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 14: 000000000000000000000000000000000000000e0000, Class:  1, CF:0.27528, Len:  1, Fitness_tra: 0
Rule 15: 91d13331113991111333111339631e1355331111191e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 0e000060000000000000030000000060500000000009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 00590000000050000000000500000090000a0a000009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: e31315e1e1111515399931111111e313111331131151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 0000000000fe00f00000000000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 00006e00e00000000000000000006a000000000f0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 331615111e31111e6e111133113133111933113e1511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 15111111111111111111113311112113111211151111, Class:  1, CF:  1, Len: 44, Fitness_tra: 0
Rule 23: 0e00000000000000f0000000000000e00000e00e0900, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 11111111311113511151e13551111111111131158181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 06e00e000000000000000000090090000ee000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 00000000000000000000000000000000000000f00060, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 27: 33119131113133311e11115111131161593313111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: e19115916363e3e13111115191396166916111111393, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 00000000000500000060000000000000500000000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 0
Rule 30: 00000000000000000000000000006090000000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 31: 00000000000000000000000000000000600000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 2
Rule 32: 000000000e0000000000000000a6e009500000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 0000000000a0e0000000000000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 00000000000000000000000000000000000000000000, Class:  1, CF:0.585062, Len:  0, Fitness_tra: 134
Rule 35: 00000005000000000000000000000000000000000000, Class:  1, CF:0.520993, Len:  1, Fitness_tra: 0
Rule 36: 315319e3a3133e3331113315e5316631311113333e31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: e000006000000000f600006000000909500000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 1939113e3136e1113113119151313116311136131111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 00000000000000000000000000000000000000000000, Class:  1, CF:0.585062, Len:  0, Fitness_tra: 0
Rule 40: 00000000f0000e00a000000000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 965519e31311113161113391313163e3513e31131113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 51111111111111e11153111111112113191111111115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 000000000000000005e0000000000000000000e00950, Class:  1, CF:0.828176, Len:  5, Fitness_tra: 0
Rule 44: 31331131311111111113311121111113111113311112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 5000e090050060090505050000000500000003000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 11111111311311221111111121111113115111111211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 00500000a0000000a600005500000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 11111111111111111151111111121111311211151211, Class:  1, CF:  1, Len: 44, Fitness_tra: 0
Rule 49: 00000000000000000000000000000000000000000000, Class:  1, CF:0.585062, Len:  0, Fitness_tra: 0
Rule 50: 00000000000000000000000000000000000000000000, Class:  1, CF:0.585062, Len:  0, Fitness_tra: 0
Rule 51: 11111131111111116311111211311111111311111111, Class:  1, CF:  1, Len: 44, Fitness_tra: 0
Rule 52: 00000000000000000000000000000000000000000000, Class:  1, CF:0.585062, Len:  0, Fitness_tra: 0
Rule 53: 0a0000050f0000000000050dfa00000060f000090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
