------Generation 0------
Rule  1: 156185e9c5153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 3e45322d19515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 31f192211351e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 1948115819381, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 2cf18d9511914, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: f1221111121cd, Class:  0, CF:0.717641, Len: 13, Fitness_tra: 16
Rule 38: f16c911552822, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 18318d1111111, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 40: 1bb115d81c951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 11b12552313d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 1f18113dc2121, Class:  0, CF:0.109602, Len: 13, Fitness_tra: 2
Rule 43: 1941e88113355, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1aa191511212e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: a341981599115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 3115151329811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 33159d1d12815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 2772131e39811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1143418539112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: b16111d115523, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 1321125111525, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule 52: a148d3d989e11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 31a8e2211e1d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 6f6153338c8c1, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 55: 1669e52191543, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 13f81519d822e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 256118c811859, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 58: a16d1d1d8d921, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 3f1292518551e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1123881d13911, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 61: b215291111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 182d161152111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 6639e521d1889, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 61a3912dd1519, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: b2f4338129521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 6e2551d5dd188, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 75f51d851d513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 0009000000d00, Class:  0, CF:  1, Len:  2, Fitness_tra: 85
Rule 69: 444d8958959e9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: a1621d1155511, Class:  1, CF:0.886206, Len: 13, Fitness_tra: 0
Rule 71: 2115198885131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 224d515c1c1d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 617d521185118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: f9b1d95915122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 1133dd1523d49, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: fa6151112d519, Class:  0, CF:  1, Len: 13, Fitness_tra: 4
Rule 77: 1115315251931, Class:  0, CF:0.999248, Len: 13, Fitness_tra: 0
Rule 78: 1115138111195, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 79: 71fd5d2253515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 2255d11135118, Class:  0, CF:  1, Len: 13, Fitness_tra: 12
Rule 81: b11915311ce99, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 2ca521c3119c5, Class:  0, CF:0.112798, Len: 13, Fitness_tra: 0
Rule 83: a318515511551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: f1111d8115d81, Class:  0, CF:0.842253, Len: 13, Fitness_tra: 8
Rule 85: 7863158151345, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 1113819811325, Class:  0, CF:  1, Len: 13, Fitness_tra: 3
Rule 87: 61315c8151519, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 331c59d3233d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 41111ed15d553, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 71ed1585515c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 4115518125658, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 25a3825129119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 48fdc5135551e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: b741241d13972, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: a32952113511d, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 96: 7729118525511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: b7b1d19191212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 11252d18d198d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 13b2111839118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 2146211515e85, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:84.7531
------Result------
Miss_rate(tra)	:84.7531
Miss_rate(tst)	:73.7374
ARL				:12.16

------Generation 0------
Rule  1: 000c320000000, Class:  1, CF:0.111029, Len:  3, Fitness_tra: 292
Rule  2: 0009000000d00, Class:  0, CF:  1, Len:  2, Fitness_tra: 85
Rule  3: f1221111121cd, Class:  0, CF:0.717641, Len: 13, Fitness_tra: 16
Rule  4: 2255d11135118, Class:  0, CF:  1, Len: 13, Fitness_tra: 12
Rule  5: f1111d8115d81, Class:  0, CF:0.842253, Len: 13, Fitness_tra: 6
Rule  6: 11359111c1111, Class:  0, CF:  1, Len: 13, Fitness_tra: 3
Rule  7: fa6151112d519, Class:  0, CF:  1, Len: 13, Fitness_tra: 4
Rule  8: 6315dd5121151, Class:  0, CF:  1, Len: 13, Fitness_tra: 4
Rule  9: 1113819811325, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 10: 1211211351119, Class:  0, CF:0.971542, Len: 13, Fitness_tra: 0
Rule 11: f31be15211115, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 12: 1f18113dc2121, Class:  0, CF:0.109602, Len: 13, Fitness_tra: 2
Rule 13: 1321125111525, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule 14: a32952113511d, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 15: 18318d1111111, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 16: 2171d15115518, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 17: 156185e9c5153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 3119555951115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 44bde1152d511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: f912e155113d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 4412589591598, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 1135c39e18281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 7111153d13e5c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 2146211515e85, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 6315ddd15521e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: a1b91451351dd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 4561582213c59, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 116dd5d129813, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 6e215539891dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 7c23dd9c91e38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 41f15115b2821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 2715155898198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 3e45322d19515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 31f192211351e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 1948115819381, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 2cf18d9511914, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: bb41191219511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: f16c911552822, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 78ad8518ddd94, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1bb115d81c951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 11b12552313d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 4cf523c18398d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 1941e88113355, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1aa191511212e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: a341981599115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 3115151329811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 33159d1d12815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 2772131e39811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1143418539112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: b16111d115523, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 75f5511551511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: a148d3d989e11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 31a8e2211e1d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 6f6153338c8c1, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 55: 1669e52191543, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 13f81519d822e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 256118c811859, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 58: a16d1d1d8d921, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 3f1292518551e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1123881d13911, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 61: b215291111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 182d161152111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 6639e521d1889, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 61a3912dd1519, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: b2f4338129521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 6e2551d5dd188, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 75f51d851d513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 712519ec85e95, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 444d8958959e9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: a1621d1155511, Class:  1, CF:0.886206, Len: 13, Fitness_tra: 0
Rule 71: 2115198885131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 224d515c1c1d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 617d521185118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: f9b1d95915122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 1133dd1523d49, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 1233195983525, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1115315251931, Class:  0, CF:0.999248, Len: 13, Fitness_tra: 0
Rule 78: 1115138111195, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 79: 71fd5d2253515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 4145d55591598, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 4111211e51518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 1b2551d1e11d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: bdf9d185c5575, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 1f18511385823, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 85: a915151151511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: fe23215913511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 16111dd185111, Class:  0, CF:0.905864, Len: 13, Fitness_tra: 11
Rule 88: f3718855e5111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: f1f1111155121, Class:  0, CF:0.397538, Len: 13, Fitness_tra: 11
Rule 90: 04020000003e0, Class:  0, CF:  1, Len:  4, Fitness_tra: 15
Rule 91: b160111125523, Class:  1, CF:  1, Len: 12, Fitness_tra: 0
Rule 92: ecf5811135914, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 93: f311e15311115, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule 94: 1bb155151c951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 1213115881325, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 96: f166211145515, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 97: 131583dd55c11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 4315918d25818, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 3e45322d16519, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 28481115d5e55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:82.8395
------Result------
Miss_rate(tra)	:82.8395
Miss_rate(tst)	:71.7172
ARL				:12

------Generation 1------
Rule  1: 000c320000000, Class:  1, CF:0.111029, Len:  3, Fitness_tra: 298
Rule  2: 0009000000d00, Class:  0, CF:  1, Len:  2, Fitness_tra: 85
Rule  3: f1221111121cd, Class:  0, CF:0.717641, Len: 13, Fitness_tra: 11
Rule  4: 04020000003e0, Class:  0, CF:  1, Len:  4, Fitness_tra: 14
Rule  5: 2255d11135118, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule  6: f1f1111155121, Class:  0, CF:0.397538, Len: 13, Fitness_tra: 11
Rule  7: 16111dd185111, Class:  0, CF:0.905864, Len: 13, Fitness_tra: 11
Rule  8: f1111d8115d81, Class:  0, CF:0.842253, Len: 13, Fitness_tra: 6
Rule  9: fa6151112d519, Class:  0, CF:  1, Len: 13, Fitness_tra: 4
Rule 10: 6315dd5121151, Class:  0, CF:  1, Len: 13, Fitness_tra: 4
Rule 11: 11359111c1111, Class:  0, CF:  1, Len: 13, Fitness_tra: 3
Rule 12: 1f18113dc2121, Class:  0, CF:0.109602, Len: 13, Fitness_tra: 2
Rule 13: 1321125111525, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule 14: f311e15311115, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule 15: a32952113511d, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 16: 2171d15115518, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 17: f166211145515, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 18: 1f18511385823, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 19: ecf5811135914, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 20: 18318d1111111, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 21: 156185e9c5153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 1135c39e18281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 7111153d13e5c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 2146211515e85, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 6315ddd15521e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: a1b91451351dd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 4561582213c59, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 116dd5d129813, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 6e215539891dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 7c23dd9c91e38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 41f15115b2821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 2715155898198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 3e45322d19515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 31f192211351e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 1948115819381, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 2cf18d9511914, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: bb41191219511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: f16c911552822, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 78ad8518ddd94, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1bb115d81c951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 11b12552313d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 4cf523c18398d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 1941e88113355, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1aa191511212e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: a341981599115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 3115151329811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 33159d1d12815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 2772131e39811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1143418539112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: b16111d115523, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 75f5511551511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: a148d3d989e11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 31a8e2211e1d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 6f6153338c8c1, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 55: 1669e52191543, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 13f81519d822e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 256118c811859, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 58: a16d1d1d8d921, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 3f1292518551e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1123881d13911, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 61: b215291111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 182d161152111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 6639e521d1889, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 61a3912dd1519, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: b2f4338129521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 6e2551d5dd188, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 75f51d851d513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 712519ec85e95, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 444d8958959e9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: a1621d1155511, Class:  1, CF:0.886206, Len: 13, Fitness_tra: 0
Rule 71: 2115198885131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 224d515c1c1d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 617d521185118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: f9b1d95915122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 1133dd1523d49, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 1233195983525, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1115315251931, Class:  0, CF:0.999248, Len: 13, Fitness_tra: 0
Rule 78: 1115138111195, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 79: 71fd5d2253515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 4145d55591598, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 4c618131dd514, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 82: 6121115d11131, Class:  0, CF:0.999843, Len: 13, Fitness_tra: 10
Rule 83: 1665511151111, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule 84: 44b11121c5115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 636d551111153, Class:  0, CF:  1, Len: 13, Fitness_tra: 5
Rule 86: 7515dd2111d15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: feb5113511512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 1aa8359311c16, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 0900020200000, Class:  0, CF:0.057306, Len:  3, Fitness_tra: 25
Rule 90: 4c61132c23351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 216118c115819, Class:  0, CF:0.859568, Len: 13, Fitness_tra: 0
Rule 92: 04b200000d5e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: b156291111181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: f31be15211115, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 95: 73151d8d1da18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: e2f48381b5514, Class:  0, CF:0.463604, Len: 13, Fitness_tra: 6
Rule 97: b4000a00055e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 19359221ce111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 71b3e1598d825, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 6e1121c98111c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:57.037
------Result------
Miss_rate(tra)	:57.037
Miss_rate(tst)	:54.5455
ARL				:11.8235

------Generation 2------
Rule  1: 000c320000000, Class:  1, CF:0.111029, Len:  3, Fitness_tra: 298
Rule  2: 0009000000d00, Class:  0, CF:  1, Len:  2, Fitness_tra: 85
Rule  3: f1221111121cd, Class:  0, CF:0.717641, Len: 13, Fitness_tra: 11
Rule  4: 04020000003e0, Class:  0, CF:  1, Len:  4, Fitness_tra: 14
Rule  5: 2255d11135118, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule  6: f1f1111155121, Class:  0, CF:0.397538, Len: 13, Fitness_tra: 11
Rule  7: 16111dd185111, Class:  0, CF:0.905864, Len: 13, Fitness_tra: 11
Rule  8: f1111d8115d81, Class:  0, CF:0.842253, Len: 13, Fitness_tra: 6
Rule  9: fa6151112d519, Class:  0, CF:  1, Len: 13, Fitness_tra: 4
Rule 10: 6315dd5121151, Class:  0, CF:  1, Len: 13, Fitness_tra: 4
Rule 11: 11359111c1111, Class:  0, CF:  1, Len: 13, Fitness_tra: 3
Rule 12: 1f18113dc2121, Class:  0, CF:0.109602, Len: 13, Fitness_tra: 2
Rule 13: 1321125111525, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule 14: f311e15311115, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
