------Generation 0------
Rule  1: 312d15115199d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 4c43d36282131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: fa12111912c16, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 33: 3543151135158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1129914535191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 4444111111293, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 2111811818931, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 37: 2472d31c12131, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 38: af653c1151125, Class:  0, CF:0.818729, Len: 13, Fitness_tra: -1
Rule 39: 3e215dd98d1dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 4b11521c929d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: a141d8d153525, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 14b3d81132151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 3111c9e182123, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 44: 1911581115915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: b1a52521c9985, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 422125885d5d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 0400030d0e009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 2125225838551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 6e25115111322, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 1a31322593821, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 51: 7b289e2c1911e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 1571511811113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 127d1d5835511, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 54: 7231895519515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: f1a2955d51951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 1222151111831, Class:  1, CF:0.234063, Len: 13, Fitness_tra: 0
Rule 57: 7b7d1898e2358, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 4165851181125, Class:  1, CF:  1, Len: 13, Fitness_tra: 3
Rule 59: 1e752dd389321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 7419111c28391, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 1141158551515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1a323215d5811, Class:  0, CF:0.999635, Len: 13, Fitness_tra: 4
Rule 63: ae7d315851115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 6e4181158d385, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 191235d311851, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 47b1815c11e58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 7bb4315155d51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 71a15589c9519, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000e9002000c0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 22212215f9121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 33429ddd198c8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 611ded1151123, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 11b3189511351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 7b79d21c31151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 31411112135e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0800000000040, Class:  1, CF:0.00942857, Len:  2, Fitness_tra: 16
Rule 77: b7491c115c1d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 4149198251d5d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: b4431855e5311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 22331851811b1, Class:  0, CF:0.945675, Len: 13, Fitness_tra: 0
Rule 81: 3aa1531181251, Class:  0, CF:  1, Len: 13, Fitness_tra: 13
Rule 82: 33a28f3518111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 69b855551115d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 35b2512d53515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 317911351d155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: fe2129d3c5111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1941115955152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: f311152181391, Class:  0, CF:0.646567, Len: 13, Fitness_tra: 4
Rule 89: 0002000000630, Class:  0, CF:0.365635, Len:  3, Fitness_tra: 11
Rule 90: 63b8535d55315, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 36a83d511d1c3, Class:  1, CF:  1, Len: 13, Fitness_tra: 2
Rule 92: 0e0ce00000000, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 93: 111358c191d1d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 61488d1515595, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 221253e52c11a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: b2252311dd953, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 21152512315d5, Class:  1, CF:0.841835, Len: 13, Fitness_tra: 0
Rule 98: 5111551115155, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 99: 4518511125111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 0000900000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 164
------Current------
Miss_rate(tra)	:71.6049
------Result------
Miss_rate(tra)	:71.6049
Miss_rate(tst)	:45.4545
ARL				:9.77778

------Generation 0------
Rule  1: 312d15115199d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  2: 41313d4115821, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule  3: 391111d919185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 000000e00c000, Class:  0, CF:0.875233, Len:  2, Fitness_tra: 90
Rule  5: 213e1d5d21289, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: 0b00d000c0060, Class:  0, CF:0.878046, Len:  4, Fitness_tra: 16
Rule  7: b81d811159525, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 1511233918159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 1965355112211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 61155d1525512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 13f1de9918181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 45a8912d11921, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 611c92d531585, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 75f13145d112d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: b121391221999, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 21b21155e59e9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: b4b2111151551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 333e118185119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 3312e21133d11, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 21: 6913385281181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 657135d139dc8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: b829551851d33, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 61a29d1321123, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 25: 332c15825119d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: fe7215912d1dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: b5ac151581d45, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 4c49598111531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 7b15dcd191158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 0002000000030, Class:  1, CF:0.0799397, Len:  2, Fitness_tra: 182
Rule 31: 4c43d36282131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: fa12111912c16, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 33: 3543151135158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1129914535191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 4444111111293, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 2111811818931, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 37: 2472d31c12131, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 38: af653c1151125, Class:  0, CF:0.818729, Len: 13, Fitness_tra: -1
Rule 39: 3e215dd98d1dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 4b11521c929d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: a141d8d153525, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 14b3d81132151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 3111c9e182123, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 44: 1911581115915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: b1a52521c9985, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 422125885d5d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 0400030d0e009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 2125225838551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 6e25115111322, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 1a31322593821, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 51: 7b289e2c1911e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 1571511811113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 127d1d5835511, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 54: 7231895519515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: f1a2955d51951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 1222151111831, Class:  1, CF:0.234063, Len: 13, Fitness_tra: 0
Rule 57: 7b7d1898e2358, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 4165851181125, Class:  1, CF:  1, Len: 13, Fitness_tra: 3
Rule 59: 1e752dd389321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 7419111c28391, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 1141158551515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1a323215d5811, Class:  0, CF:0.999635, Len: 13, Fitness_tra: 4
Rule 63: ae7d315851115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 6e4181158d385, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 191235d311851, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 47b1815c11e58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 7bb4315155d51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 71a15589c9519, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000e9002000c0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 22212215f9121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 33429ddd198c8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 611ded1151123, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 11b3189511351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 7b79d21c31151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 31411112135e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0800000000040, Class:  1, CF:0.00942857, Len:  2, Fitness_tra: 16
Rule 77: b7491c115c1d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 4149198251d5d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: b4431855e5311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 22331851811b1, Class:  0, CF:0.945675, Len: 13, Fitness_tra: 0
Rule 81: 3aa1531181251, Class:  0, CF:  1, Len: 13, Fitness_tra: 13
Rule 82: 33a28f3518111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 69b855551115d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 35b2512d53515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 317911351d155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: fe2129d3c5111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1941115955152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: f311152181391, Class:  0, CF:0.646567, Len: 13, Fitness_tra: 4
Rule 89: 0002000000630, Class:  0, CF:0.365635, Len:  3, Fitness_tra: 11
Rule 90: 63b8535d55315, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 36a83d511d1c3, Class:  1, CF:  1, Len: 13, Fitness_tra: 2
Rule 92: 0e0ce00000000, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 93: 111358c191d1d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 61488d1515595, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 221253e52c11a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: b2252311dd953, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 21152512315d5, Class:  1, CF:0.841835, Len: 13, Fitness_tra: 0
Rule 98: 5111551115155, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 99: 4518511125111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 0000900000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 164
------Current------
Miss_rate(tra)	:71.6049
------Result------
Miss_rate(tra)	:71.6049
Miss_rate(tst)	:45.4545
ARL				:9.77778

------Generation 1------
Rule  1: 0002000000030, Class:  1, CF:0.0799397, Len:  2, Fitness_tra: 197
Rule  2: 0000900000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 164
Rule  3: 000000e00c000, Class:  0, CF:0.875233, Len:  2, Fitness_tra: 86
Rule  4: 0b00d000c0060, Class:  0, CF:0.878046, Len:  4, Fitness_tra: 15
Rule  5: 0800000000040, Class:  1, CF:0.00942857, Len:  2, Fitness_tra: 30
Rule  6: 3aa1531181251, Class:  0, CF:  1, Len: 13, Fitness_tra: 9
Rule  7: 0002000000630, Class:  0, CF:0.365635, Len:  3, Fitness_tra: 11
Rule  8: f311152181391, Class:  0, CF:0.646567, Len: 13, Fitness_tra: 0
Rule  9: 1a323215d5811, Class:  0, CF:0.999635, Len: 13, Fitness_tra: 1
Rule 10: 4165851181125, Class:  1, CF:  1, Len: 13, Fitness_tra: 3
Rule 11: 36a83d511d1c3, Class:  1, CF:  1, Len: 13, Fitness_tra: 2
Rule 12: 41313d4115821, Class:  1, CF:  1, Len: 13, Fitness_tra: 1
Rule 13: 312d15115199d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 611c92d531585, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 75f13145d112d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: b121391221999, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 21b21155e59e9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: b4b2111151551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 333e118185119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 3312e21133d11, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 21: 6913385281181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 657135d139dc8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: b829551851d33, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 61a29d1321123, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 25: 332c15825119d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: fe7215912d1dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: b5ac151581d45, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 4c49598111531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 7b15dcd191158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 213e1d5d21289, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 4c43d36282131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: fa12111912c16, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 33: 3543151135158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1129914535191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 4444111111293, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 2111811818931, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 37: 2472d31c12131, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 38: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 3e215dd98d1dc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 4b11521c929d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: a141d8d153525, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 14b3d81132151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 3111c9e182123, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 44: 1911581115915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: b1a52521c9985, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 422125885d5d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 0400030d0e009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 2125225838551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 6e25115111322, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 1a31322593821, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 51: 7b289e2c1911e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 1571511811113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 127d1d5835511, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 54: 7231895519515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: f1a2955d51951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 1222151111831, Class:  1, CF:0.234063, Len: 13, Fitness_tra: 0
Rule 57: 7b7d1898e2358, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 391111d919185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 1e752dd389321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 7419111c28391, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 1141158551515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: b81d811159525, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: ae7d315851115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 6e4181158d385, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 191235d311851, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 47b1815c11e58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 7bb4315155d51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 71a15589c9519, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000e9002000c0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 22212215f9121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 33429ddd198c8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 611ded1151123, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 11b3189511351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 7b79d21c31151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 31411112135e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 1511233918159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: b7491c115c1d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 4149198251d5d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: b4431855e5311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 22331851811b1, Class:  0, CF:0.945675, Len: 13, Fitness_tra: 0
Rule 81: b5f1911125612, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 1d19111391551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 9d7311d25dde9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 71b3192222111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 0402000400e00, Class:  0, CF:0.943572, Len:  4, Fitness_tra: 17
Rule 86: fe19181511558, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1411125211358, Class:  0, CF:0.999974, Len: 13, Fitness_tra: 3
Rule 88: 7475183551512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 28a3155d132c9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: b213151251115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 0206005101001, Class:  0, CF:0.994116, Len:  6, Fitness_tra: 21
Rule 92: 21e51d8181119, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 93: f911152115313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 1921914135111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 1a01500089000, Class:  0, CF:  1, Len:  6, Fitness_tra: 5
Rule 96: a141d8d115525, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 3511c1ed12123, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 6c4159d981131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 200250050c11e, Class:  1, CF:0.89108, Len:  8, Fitness_tra: 0
Rule100: 01481d55e5311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:68.8272
------Result------
Miss_rate(tra)	:68.8272
Miss_rate(tst)	:43.4343
ARL				:9.37931

------Generation 2------
Rule  1: 0002000000030, Class:  1, CF:0.0799397, Len:  2, Fitness_tra: 164
Rule  2: 0000900000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 163
Rule  3: 000000e00c000, Class:  0, CF:0.875233, Len:  2, Fitness_tra: 82
Rule  4: 0800000000040, Class:  1, CF:0.00942857, Len:  2, Fitness_tra: -3
Rule  5: 0206005101001, Class:  0, CF:0.994116, Len:  6, Fitness_tra: 9
Rule  6: 0402000400e00, Class:  0, CF:0.943572, Len:  4, Fitness_tra: 26
Rule  7: 0b00d000c0060, Class:  0, CF:0.878046, Len:  4, Fitness_tra: 15
Rule  8: 0002000000630, Class:  0, CF:0.365635, Len:  3, Fitness_tra: 1
Rule  9: 3aa1531181251, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 10: 1a01500089000, Class:  0, CF:  1, Len:  6, Fitness_tra: 2
Rule 11: 4165851181125, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 12: 1411125211358, Class:  0, CF:0.999974, Len: 13, Fitness_tra: 0
Rule 13: 36a83d511d1c3, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 14: 41313d4115821, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
