------Generation 0------
Rule  1: b4bbd14221, Class:  1, CF:0.984488, Len: 10, Fitness_tra: 0
Rule 31: 74783a21b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: b171d1117b, Class:  1, CF:0.979719, Len: 10, Fitness_tra: -15
Rule 33: 1bb2ea1b17, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 48b7c1b444, Class:  1, CF:0.88189, Len: 10, Fitness_tra: 0
Rule 35: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 217763747b, Class:  1, CF:0.997287, Len: 10, Fitness_tra: 0
Rule 37: 27111e424b, Class:  1, CF:0.988658, Len: 10, Fitness_tra: 0
Rule 38: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1d71311741, Class:  1, CF:0.821259, Len: 10, Fitness_tra: -45
Rule 40: b1748eb77b, Class:  1, CF:0.957504, Len: 10, Fitness_tra: 0
Rule 41: 774416747b, Class:  1, CF:0.999908, Len: 10, Fitness_tra: 0
Rule 42: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: b1b11e2444, Class:  1, CF:0.99822, Len: 10, Fitness_tra: 0
Rule 44: 2c12124427, Class:  1, CF:0.904291, Len: 10, Fitness_tra: 0
Rule 45: 14b116b447, Class:  1, CF:0.999329, Len: 10, Fitness_tra: 0
Rule 46: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: b174114771, Class:  1, CF:0.930937, Len: 10, Fitness_tra: 0
Rule 48: 712b13bb41, Class:  1, CF:0.991328, Len: 10, Fitness_tra: 6
Rule 49: 2214d6b44b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 50: 477721bbb4, Class:  1, CF:0.842855, Len: 10, Fitness_tra: 0
Rule 51: 217b1d11b2, Class:  1, CF:0.50596, Len: 10, Fitness_tra: 7
Rule 52: 72b463222b, Class:  1, CF:0.993027, Len: 10, Fitness_tra: 0
Rule 53: 7142634177, Class:  1, CF:0.997768, Len: 10, Fitness_tra: 0
Rule 54: 127bb81b71, Class:  1, CF:0.422109, Len: 10, Fitness_tra: -446
Rule 55: 2b41137b7b, Class:  1, CF:0.99729, Len: 10, Fitness_tra: 0
Rule 56: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 752415b772, Class:  1, CF:0.718295, Len: 10, Fitness_tra: 0
Rule 58: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 4417411127, Class:  1, CF:0.393878, Len: 10, Fitness_tra: 19
Rule 60: 264111b477, Class:  1, CF:0.992693, Len: 10, Fitness_tra: 3
Rule 61: b41b814b22, Class:  1, CF:0.822614, Len: 10, Fitness_tra: 0
Rule 62: 181ca31474, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 63: b21419b714, Class:  1, CF:0.680009, Len: 10, Fitness_tra: 0
Rule 64: 2412c92174, Class:  1, CF:0.0918261, Len: 10, Fitness_tra: 0
Rule 65: 42715a4472, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 66: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 4c27a12147, Class:  1, CF:0.996908, Len: 10, Fitness_tra: 0
Rule 68: 272b81b212, Class:  1, CF:0.923967, Len: 10, Fitness_tra: 0
Rule 69: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 4174ceb144, Class:  1, CF:0.878468, Len: 10, Fitness_tra: 0
Rule 72: 2414d34447, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 73: 4b47a34171, Class:  1, CF:0.996713, Len: 10, Fitness_tra: 0
Rule 74: 44121a1bb7, Class:  1, CF:0.992289, Len: 10, Fitness_tra: 0
Rule 75: b2211e7b71, Class:  1, CF:0.783457, Len: 10, Fitness_tra: 0
Rule 76: 2b1455211b, Class:  1, CF:0.858063, Len: 10, Fitness_tra: 34
Rule 77: 1b1245b17b, Class:  1, CF:0.488766, Len: 10, Fitness_tra: 787
Rule 78: 45118d7bb2, Class:  1, CF:0.895422, Len: 10, Fitness_tra: 0
Rule 79: 17b1c11b21, Class:  1, CF:0.422503, Len: 10, Fitness_tra: -118
Rule 80: 717171141c, Class:  1, CF:0.983158, Len: 10, Fitness_tra: 48
Rule 81: 4914242122, Class:  1, CF:0.954584, Len: 10, Fitness_tra: 0
Rule 82: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 147b212217, Class:  1, CF:0.877475, Len: 10, Fitness_tra: 1
Rule 84: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 2147b51442, Class:  1, CF:0.937415, Len: 10, Fitness_tra: 0
Rule 86: 41112db24b, Class:  1, CF:0.982319, Len: 10, Fitness_tra: 0
Rule 87: 4571192142, Class:  1, CF:0.0110566, Len: 10, Fitness_tra: 0
Rule 88: 42111144b1, Class:  1, CF:0.875026, Len: 10, Fitness_tra: 26
Rule 89: 114b217b72, Class:  1, CF:0.867662, Len: 10, Fitness_tra: 0
Rule 90: 712ce1b114, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 91: bbb24c74b4, Class:  1, CF:0.731804, Len: 10, Fitness_tra: 0
Rule 92: 244b21b1b2, Class:  1, CF:0.90599, Len: 10, Fitness_tra: 0
Rule 93: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 4871114271, Class:  1, CF:0.949153, Len: 10, Fitness_tra: 0
Rule 95: 141b2cbb22, Class:  1, CF:0.817384, Len: 10, Fitness_tra: 0
Rule 96: 481b217147, Class:  1, CF:0.87013, Len: 10, Fitness_tra: 0
Rule 97: 254729bb41, Class:  1, CF:0.949912, Len: 10, Fitness_tra: 0
Rule 98: 7747361b22, Class:  1, CF:0.99584, Len: 10, Fitness_tra: 1
Rule 99: 417bc64177, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule100: 2bb49674bb, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:95.7033
------Result------
Miss_rate(tra)	:95.7033
Miss_rate(tst)	:91.5905
ARL				:8.36735

------Generation 0------
Rule  1: 321111bb21, Class:  1, CF:0.791744, Len: 10, Fitness_tra: 122
Rule  2: 1b1245b17b, Class:  1, CF:0.488766, Len: 10, Fitness_tra: -51
Rule  3: 717171141c, Class:  1, CF:0.983158, Len: 10, Fitness_tra: 20
Rule  4: b32181b141, Class:  1, CF:0.860366, Len: 10, Fitness_tra: 0
Rule  5: 77bb811171, Class:  1, CF:0.877556, Len: 10, Fitness_tra: 2
Rule  6: 2b1455211b, Class:  1, CF:0.858063, Len: 10, Fitness_tra: 0
Rule  7: 417b661717, Class:  1, CF:0.983774, Len: 10, Fitness_tra: 11
Rule  8: 42111144b1, Class:  1, CF:0.875026, Len: 10, Fitness_tra: 12
Rule  9: 4417411127, Class:  1, CF:0.393878, Len: 10, Fitness_tra: -37
Rule 10: 217b1d11b2, Class:  1, CF:0.50596, Len: 10, Fitness_tra: 6
Rule 11: 4227131217, Class:  1, CF:0.98588, Len: 10, Fitness_tra: 2
Rule 12: 712b13bb41, Class:  1, CF:0.991328, Len: 10, Fitness_tra: 2
Rule 13: 264111b477, Class:  1, CF:0.992693, Len: 10, Fitness_tra: 0
Rule 14: 7747361b22, Class:  1, CF:0.99584, Len: 10, Fitness_tra: 0
Rule 15: 147b212217, Class:  1, CF:0.877475, Len: 10, Fitness_tra: 1
Rule 16: 1442114144, Class:  1, CF:0.891405, Len: 10, Fitness_tra: 0
Rule 17: b4bbd14221, Class:  1, CF:0.984488, Len: 10, Fitness_tra: 0
Rule 18: b1741924bb, Class:  1, CF:0.886853, Len: 10, Fitness_tra: 0
Rule 19: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 1174217424, Class:  1, CF:0.922096, Len: 10, Fitness_tra: 0
Rule 21: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 414721b1b4, Class:  1, CF:0.917127, Len: 10, Fitness_tra: 0
Rule 23: 4b2be142b2, Class:  1, CF:0.983312, Len: 10, Fitness_tra: 0
Rule 24: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 22143fbb2b, Class:  1, CF:0.999152, Len: 10, Fitness_tra: 0
Rule 26: 7b7213b7b1, Class:  1, CF:0.991207, Len: 10, Fitness_tra: 0
Rule 27: 717451b2bb, Class:  1, CF:0.967192, Len: 10, Fitness_tra: 0
Rule 28: 782b214141, Class:  1, CF:0.934184, Len: 10, Fitness_tra: 0
Rule 29: b111dd2724, Class:  1, CF:0.993152, Len: 10, Fitness_tra: 0
Rule 30: 22128a21b2, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 31: 74783a21b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 2bb49674bb, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 33: 1bb2ea1b17, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 48b7c1b444, Class:  1, CF:0.88189, Len: 10, Fitness_tra: 0
Rule 35: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 217763747b, Class:  1, CF:0.997287, Len: 10, Fitness_tra: 0
Rule 37: 27111e424b, Class:  1, CF:0.988658, Len: 10, Fitness_tra: 2
Rule 38: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: b1748eb77b, Class:  1, CF:0.957504, Len: 10, Fitness_tra: 0
Rule 40: 774416747b, Class:  1, CF:0.999908, Len: 10, Fitness_tra: 0
Rule 41: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: b1b11e2444, Class:  1, CF:0.99822, Len: 10, Fitness_tra: 10
Rule 43: 2c12124427, Class:  1, CF:0.904291, Len: 10, Fitness_tra: 0
Rule 44: 14b116b447, Class:  1, CF:0.999329, Len: 10, Fitness_tra: 0
Rule 45: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: b174114771, Class:  1, CF:0.930937, Len: 10, Fitness_tra: 0
Rule 47: 2227867742, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 48: 2214d6b44b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 49: 477721bbb4, Class:  1, CF:0.842855, Len: 10, Fitness_tra: 0
Rule 50: 42bb89bb7b, Class:  1, CF:0.80255, Len: 10, Fitness_tra: 0
Rule 51: 72b463222b, Class:  1, CF:0.993027, Len: 10, Fitness_tra: 0
Rule 52: 7142634177, Class:  1, CF:0.997768, Len: 10, Fitness_tra: 0
Rule 53: 2b41137b7b, Class:  1, CF:0.99729, Len: 10, Fitness_tra: 0
Rule 54: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 752415b772, Class:  1, CF:0.718295, Len: 10, Fitness_tra: 0
Rule 56: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: b241112417, Class:  1, CF:0.976082, Len: 10, Fitness_tra: 0
Rule 58: 1b14da242b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 59: b41b814b22, Class:  1, CF:0.822614, Len: 10, Fitness_tra: 0
Rule 60: 181ca31474, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 61: b21419b714, Class:  1, CF:0.680009, Len: 10, Fitness_tra: 0
Rule 62: 2412c92174, Class:  1, CF:0.0918261, Len: 10, Fitness_tra: 0
Rule 63: 42715a4472, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 64: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 4c27a12147, Class:  1, CF:0.996908, Len: 10, Fitness_tra: 0
Rule 66: 272b81b212, Class:  1, CF:0.923967, Len: 10, Fitness_tra: 0
Rule 67: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 4174ceb144, Class:  1, CF:0.878468, Len: 10, Fitness_tra: 0
Rule 70: 2414d34447, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 71: 4b47a34171, Class:  1, CF:0.996713, Len: 10, Fitness_tra: 0
Rule 72: 44121a1bb7, Class:  1, CF:0.992289, Len: 10, Fitness_tra: 0
Rule 73: b2211e7b71, Class:  1, CF:0.783457, Len: 10, Fitness_tra: 0
Rule 74: 27b18f7bbb, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 75: 221b2f2144, Class:  1, CF:0.998137, Len: 10, Fitness_tra: 0
Rule 76: 45118d7bb2, Class:  1, CF:0.895422, Len: 10, Fitness_tra: 0
Rule 77: 721196b421, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 78: 4914242122, Class:  1, CF:0.954584, Len: 10, Fitness_tra: 0
Rule 79: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 72bb667bbb, Class:  1, CF:0.999232, Len: 10, Fitness_tra: 0
Rule 82: 4175aa4b21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 42b2191411, Class:  1, CF:0.473203, Len: 10, Fitness_tra: 1
Rule 85: 7cb1834777, Class:  0, CF:0.424254, Len: 10, Fitness_tra: 0
Rule 86: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 2441252241, Class:  1, CF:0.98668, Len: 10, Fitness_tra: 7
Rule 88: 1124117771, Class:  1, CF:0.901152, Len: 10, Fitness_tra: 0
Rule 89: 1774182247, Class:  1, CF:0.864278, Len: 10, Fitness_tra: 0
Rule 90: 4c278ab114, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 91: 0320800160, Class:  1, CF:0.159828, Len:  5, Fitness_tra: 375
Rule 92: 10100c0002, Class:  0, CF:0.381245, Len:  4, Fitness_tra: 323
Rule 93: 07000140b4, Class:  1, CF:0.796484, Len:  5, Fitness_tra: -893
Rule 94: 416721b571, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 95: 78212244c5, Class:  1, CF:  1, Len: 10, Fitness_tra: 6
Rule 96: 11cc11b421, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 7174d3b447, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 98: 1b42114149, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 99: c1711d2744, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 9207867740, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:63.365
------Result------
Miss_rate(tra)	:63.365
Miss_rate(tst)	:55.7587
ARL				:8.30435

------Generation 1------
Rule  1: 321111bb21, Class:  1, CF:0.791744, Len: 10, Fitness_tra: 122
Rule  2: 1b1245b17b, Class:  1, CF:0.488766, Len: 10, Fitness_tra: -51
Rule  3: 717171141c, Class:  1, CF:0.983158, Len: 10, Fitness_tra: 20
Rule  4: b32181b141, Class:  1, CF:0.860366, Len: 10, Fitness_tra: 0
Rule  5: 77bb811171, Class:  1, CF:0.877556, Len: 10, Fitness_tra: 2
Rule  6: 2b1455211b, Class:  1, CF:0.858063, Len: 10, Fitness_tra: 0
Rule  7: 417b661717, Class:  1, CF:0.983774, Len: 10, Fitness_tra: 11
Rule  8: 42111144b1, Class:  1, CF:0.875026, Len: 10, Fitness_tra: 12
Rule  9: 4417411127, Class:  1, CF:0.393878, Len: 10, Fitness_tra: -37
Rule 10: 217b1d11b2, Class:  1, CF:0.50596, Len: 10, Fitness_tra: 6
Rule 11: 4227131217, Class:  1, CF:0.98588, Len: 10, Fitness_tra: 2
Rule 12: 712b13bb41, Class:  1, CF:0.991328, Len: 10, Fitness_tra: 2
Rule 13: 264111b477, Class:  1, CF:0.992693, Len: 10, Fitness_tra: 0
Rule 14: 7747361b22, Class:  1, CF:0.99584, Len: 10, Fitness_tra: 0
Rule 15: 147b212217, Class:  1, CF:0.877475, Len: 10, Fitness_tra: 1
Rule 16: 1442114144, Class:  1, CF:0.891405, Len: 10, Fitness_tra: 0
Rule 17: b4bbd14221, Class:  1, CF:0.984488, Len: 10, Fitness_tra: 0
Rule 18: b1741924bb, Class:  1, CF:0.886853, Len: 10, Fitness_tra: 0
Rule 19: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 1174217424, Class:  1, CF:0.922096, Len: 10, Fitness_tra: 0
Rule 21: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 414721b1b4, Class:  1, CF:0.917127, Len: 10, Fitness_tra: 0
Rule 23: 4b2be142b2, Class:  1, CF:0.983312, Len: 10, Fitness_tra: 0
Rule 24: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 22143fbb2b, Class:  1, CF:0.999152, Len: 10, Fitness_tra: 0
Rule 26: 7b7213b7b1, Class:  1, CF:0.991207, Len: 10, Fitness_tra: 0
Rule 27: 717451b2bb, Class:  1, CF:0.967192, Len: 10, Fitness_tra: 0
Rule 28: 782b214141, Class:  1, CF:0.934184, Len: 10, Fitness_tra: 0
Rule 29: b111dd2724, Class:  1, CF:0.993152, Len: 10, Fitness_tra: 0
Rule 30: 22128a21b2, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 31: 74783a21b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 2bb49674bb, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 33: 1bb2ea1b17, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 48b7c1b444, Class:  1, CF:0.88189, Len: 10, Fitness_tra: 0
Rule 35: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 217763747b, Class:  1, CF:0.997287, Len: 10, Fitness_tra: 0
Rule 37: 27111e424b, Class:  1, CF:0.988658, Len: 10, Fitness_tra: 2
Rule 38: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: b1748eb77b, Class:  1, CF:0.957504, Len: 10, Fitness_tra: 0
Rule 40: 774416747b, Class:  1, CF:0.999908, Len: 10, Fitness_tra: 0
Rule 41: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: b1b11e2444, Class:  1, CF:0.99822, Len: 10, Fitness_tra: 10
Rule 43: 2c12124427, Class:  1, CF:0.904291, Len: 10, Fitness_tra: 0
Rule 44: 14b116b447, Class:  1, CF:0.999329, Len: 10, Fitness_tra: 0
Rule 45: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: b174114771, Class:  1, CF:0.930937, Len: 10, Fitness_tra: 0
Rule 47: 2227867742, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 48: 2214d6b44b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 49: 477721bbb4, Class:  1, CF:0.842855, Len: 10, Fitness_tra: 0
Rule 50: 42bb89bb7b, Class:  1, CF:0.80255, Len: 10, Fitness_tra: 0
Rule 51: 72b463222b, Class:  1, CF:0.993027, Len: 10, Fitness_tra: 0
Rule 52: 7142634177, Class:  1, CF:0.997768, Len: 10, Fitness_tra: 0
Rule 53: 2b41137b7b, Class:  1, CF:0.99729, Len: 10, Fitness_tra: 0
Rule 54: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 752415b772, Class:  1, CF:0.718295, Len: 10, Fitness_tra: 0
Rule 56: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: b241112417, Class:  1, CF:0.976082, Len: 10, Fitness_tra: 0
Rule 58: 1b14da242b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 59: b41b814b22, Class:  1, CF:0.822614, Len: 10, Fitness_tra: 0
Rule 60: 181ca31474, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 61: b21419b714, Class:  1, CF:0.680009, Len: 10, Fitness_tra: 0
Rule 62: 2412c92174, Class:  1, CF:0.0918261, Len: 10, Fitness_tra: 0
Rule 63: 42715a4472, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 64: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 4c27a12147, Class:  1, CF:0.996908, Len: 10, Fitness_tra: 0
Rule 66: 272b81b212, Class:  1, CF:0.923967, Len: 10, Fitness_tra: 0
Rule 67: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 4174ceb144, Class:  1, CF:0.878468, Len: 10, Fitness_tra: 0
Rule 70: 2414d34447, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 71: 4b47a34171, Class:  1, CF:0.996713, Len: 10, Fitness_tra: 0
Rule 72: 44121a1bb7, Class:  1, CF:0.992289, Len: 10, Fitness_tra: 0
Rule 73: b2211e7b71, Class:  1, CF:0.783457, Len: 10, Fitness_tra: 0
Rule 74: 27b18f7bbb, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 75: 221b2f2144, Class:  1, CF:0.998137, Len: 10, Fitness_tra: 0
Rule 76: 45118d7bb2, Class:  1, CF:0.895422, Len: 10, Fitness_tra: 0
Rule 77: 721196b421, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 78: 4914242122, Class:  1, CF:0.954584, Len: 10, Fitness_tra: 0
Rule 79: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 72bb667bbb, Class:  1, CF:0.999232, Len: 10, Fitness_tra: 0
Rule 82: 4175aa4b21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 42b2191411, Class:  1, CF:0.473203, Len: 10, Fitness_tra: 1
Rule 85: 7cb1834777, Class:  0, CF:0.424254, Len: 10, Fitness_tra: 0
Rule 86: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 2441252241, Class:  1, CF:0.98668, Len: 10, Fitness_tra: 7
Rule 88: 1124117771, Class:  1, CF:0.901152, Len: 10, Fitness_tra: 0
Rule 89: 1774182247, Class:  1, CF:0.864278, Len: 10, Fitness_tra: 0
Rule 90: 4c278ab114, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 91: 0320800160, Class:  1, CF:0.159828, Len:  5, Fitness_tra: 375
Rule 92: 10100c0002, Class:  0, CF:0.381245, Len:  4, Fitness_tra: 323
Rule 93: 07000140b4, Class:  1, CF:0.796484, Len:  5, Fitness_tra: -893
Rule 94: 416721b571, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 95: 78212244c5, Class:  1, CF:  1, Len: 10, Fitness_tra: 6
Rule 96: 11cc11b421, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 7174d3b447, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 98: 1b42114149, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 99: c1711d2744, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 9207867740, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:63.365
------Result------
Miss_rate(tra)	:63.365
Miss_rate(tst)	:55.7587
ARL				:8.30435

------Generation 2------
Rule  1: 0320800160, Class:  1, CF:0.159828, Len:  5, Fitness_tra: 345
Rule  2: 10100c0002, Class:  0, CF:0.381245, Len:  4, Fitness_tra: 343
Rule  3: 321111bb21, Class:  1, CF:0.791744, Len: 10, Fitness_tra: 20
Rule  4: 717171141c, Class:  1, CF:0.983158, Len: 10, Fitness_tra: 0
Rule  5: 42111144b1, Class:  1, CF:0.875026, Len: 10, Fitness_tra: 0
Rule  6: 417b661717, Class:  1, CF:0.983774, Len: 10, Fitness_tra: 0
Rule  7: b1b11e2444, Class:  1, CF:0.99822, Len: 10, Fitness_tra: 0
Rule  8: 2441252241, Class:  1, CF:0.98668, Len: 10, Fitness_tra: 0
Rule  9: 78212244c5, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 10: 217b1d11b2, Class:  1, CF:0.50596, Len: 10, Fitness_tra: 0
Rule 11: 712b13bb41, Class:  1, CF:0.991328, Len: 10, Fitness_tra: 0
Rule 12: 27111e424b, Class:  1, CF:0.988658, Len: 10, Fitness_tra: 0
Rule 13: 77bb811171, Class:  1, CF:0.877556, Len: 10, Fitness_tra: 0
Rule 14: 4227131217, Class:  1, CF:0.98588, Len: 10, Fitness_tra: 0
Rule 15: 42b2191411, Class:  1, CF:0.473203, Len: 10, Fitness_tra: 0
