------Generation 0------
Rule  1: 217b81b2b2, Class:  1, CF:0.94274, Len: 10, Fitness_tra: 0
Rule 49: 4222da4b7b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 50: b4b7137777, Class:  1, CF:0.991618, Len: 10, Fitness_tra: 0
Rule 51: 47bb132142, Class:  1, CF:0.991219, Len: 10, Fitness_tra: 0
Rule 52: 224ba172b1, Class:  1, CF:0.998688, Len: 10, Fitness_tra: 0
Rule 53: 43421d2424, Class:  1, CF:0.988101, Len: 10, Fitness_tra: 0
Rule 54: 727783727b, Class:  1, CF:0.99214, Len: 10, Fitness_tra: 0
Rule 55: 741b21247b, Class:  1, CF:0.908677, Len: 10, Fitness_tra: 1
Rule 56: 7424132417, Class:  1, CF:0.996813, Len: 10, Fitness_tra: 0
Rule 57: b411f12447, Class:  1, CF:0.999057, Len: 10, Fitness_tra: 0
Rule 58: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 1772d31427, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 60: 2c7b51b272, Class:  1, CF:0.688708, Len: 10, Fitness_tra: 0
Rule 61: 74271f7711, Class:  1, CF:0.996588, Len: 10, Fitness_tra: 0
Rule 62: 7542a642bb, Class:  1, CF:0.999914, Len: 10, Fitness_tra: 0
Rule 63: b11421b2b7, Class:  1, CF:0.904173, Len: 10, Fitness_tra: 0
Rule 64: 1b21c37474, Class:  1, CF:0.976605, Len: 10, Fitness_tra: 0
Rule 65: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: b742a61472, Class:  1, CF:0.988919, Len: 10, Fitness_tra: 0
Rule 67: b1441f71b1, Class:  1, CF:0.993241, Len: 10, Fitness_tra: 0
Rule 68: b421c32b71, Class:  1, CF:0.930422, Len: 10, Fitness_tra: 0
Rule 69: 124c314114, Class:  1, CF:0.999997, Len: 10, Fitness_tra: 13
Rule 70: 1122137427, Class:  1, CF:0.99126, Len: 10, Fitness_tra: 0
Rule 71: 44bb1a2277, Class:  1, CF:0.999828, Len: 10, Fitness_tra: 0
Rule 72: b414131117, Class:  1, CF:0.776281, Len: 10, Fitness_tra: 660
Rule 73: 4b4153142b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 74: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: b4721a44b1, Class:  1, CF:0.999517, Len: 10, Fitness_tra: 0
Rule 76: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 2d74d612c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 2525314121, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 79: b6bc111244, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 80: 17741144b4, Class:  1, CF:0.91839, Len: 10, Fitness_tra: 0
Rule 81: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 2121117741, Class:  1, CF:0.975443, Len: 10, Fitness_tra: 15
Rule 83: 1527112112, Class:  1, CF:0.817688, Len: 10, Fitness_tra: 2
Rule 84: 412bd17177, Class:  1, CF:0.970833, Len: 10, Fitness_tra: 0
Rule 85: 41b4781722, Class:  1, CF:0.92177, Len: 10, Fitness_tra: 5
Rule 86: 79b27d7b71, Class:  1, CF:0.911764, Len: 10, Fitness_tra: 0
Rule 87: 41415344b1, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 88: 1221537b72, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 89: 4274154727, Class:  1, CF:0.89976, Len: 10, Fitness_tra: 0
Rule 90: 2277e17b11, Class:  1, CF:0.976455, Len: 10, Fitness_tra: 27
Rule 91: 772251bb14, Class:  1, CF:0.855311, Len: 10, Fitness_tra: 0
Rule 92: 2212c3727b, Class:  1, CF:0.986827, Len: 10, Fitness_tra: 0
Rule 93: 1148c12277, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 94: b81211221b, Class:  1, CF:0.898014, Len: 10, Fitness_tra: 0
Rule 95: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 71771f2b4b, Class:  1, CF:0.999948, Len: 10, Fitness_tra: 0
Rule 98: 7711337414, Class:  1, CF:0.986786, Len: 10, Fitness_tra: 0
Rule 99: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 111513121b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:97.0369
------Result------
Miss_rate(tra)	:97.0369
Miss_rate(tst)	:95.7952
ARL				:8.37113

------Generation 0------
Rule  1: 217b81b2b2, Class:  1, CF:0.94274, Len: 10, Fitness_tra: 0
Rule  2: 714b2527b4, Class:  1, CF:0.911133, Len: 10, Fitness_tra: 3
Rule  3: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 27b48f411b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule  5: b4421f4777, Class:  1, CF:0.999976, Len: 10, Fitness_tra: 0
Rule  6: 7171214274, Class:  1, CF:0.978366, Len: 10, Fitness_tra: 0
Rule  7: b2b76a2b27, Class:  1, CF:0.999779, Len: 10, Fitness_tra: 0
Rule  8: 7b7b832741, Class:  1, CF:0.960325, Len: 10, Fitness_tra: 0
Rule  9: 2b1211421b, Class:  1, CF:0.970276, Len: 10, Fitness_tra: 0
Rule 10: 7112367b11, Class:  1, CF:0.983191, Len: 10, Fitness_tra: 20
Rule 11: 4d441d1b14, Class:  1, CF:0.400572, Len: 10, Fitness_tra: -140
Rule 12: 15c724bcc7, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 13: 21471e1214, Class:  1, CF:0.87476, Len: 10, Fitness_tra: 0
Rule 14: 494b137121, Class:  1, CF:0.989292, Len: 10, Fitness_tra: 0
Rule 15: 441bfa241b, Class:  1, CF:0.998515, Len: 10, Fitness_tra: 0
Rule 16: 7a72d14472, Class:  1, CF:0.992187, Len: 10, Fitness_tra: 0
Rule 17: 1911f1424b, Class:  1, CF:0.97858, Len: 10, Fitness_tra: 0
Rule 18: 74123a4774, Class:  1, CF:0.99974, Len: 10, Fitness_tra: 0
Rule 19: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: b1441e1212, Class:  1, CF:0.883227, Len: 10, Fitness_tra: -820
Rule 21: b2445abb12, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 22: 1fbd114bb7, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 23: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: b114411722, Class:  1, CF:0.854429, Len: 10, Fitness_tra: -453
Rule 25: 47b466b717, Class:  1, CF:0.999018, Len: 10, Fitness_tra: 0
Rule 26: 2c71634b77, Class:  1, CF:0.998199, Len: 10, Fitness_tra: 0
Rule 27: 2b725a2272, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 28: b917534bb1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 0000000550, Class:  1, CF:  1, Len:  2, Fitness_tra: 28
Rule 30: 721111b147, Class:  1, CF:0.949502, Len: 10, Fitness_tra: -2036
Rule 31: 4c24151b47, Class:  1, CF:0.885187, Len: 10, Fitness_tra: -11
Rule 32: 41b7237714, Class:  1, CF:0.988224, Len: 10, Fitness_tra: 0
Rule 33: 7272511b4b, Class:  1, CF:0.673471, Len: 10, Fitness_tra: 0
Rule 34: 1241117b41, Class:  1, CF:0.946951, Len: 10, Fitness_tra: 404
Rule 35: b24bde421b, Class:  1, CF:0.954561, Len: 10, Fitness_tra: 2
Rule 36: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 2177ce2724, Class:  1, CF:0.921477, Len: 10, Fitness_tra: 0
Rule 39: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: b47133712b, Class:  1, CF:0.995962, Len: 10, Fitness_tra: 0
Rule 41: 24bbc1b111, Class:  1, CF:0.891338, Len: 10, Fitness_tra: 453
Rule 42: 21b2ce4242, Class:  1, CF:0.962025, Len: 10, Fitness_tra: 0
Rule 43: 4c726abb44, Class:  1, CF:0.999845, Len: 10, Fitness_tra: 0
Rule 44: b2b4114422, Class:  1, CF:0.975831, Len: 10, Fitness_tra: 0
Rule 45: 17bb2a4b47, Class:  1, CF:0.999727, Len: 10, Fitness_tra: 0
Rule 46: 12141a271b, Class:  1, CF:0.981911, Len: 10, Fitness_tra: 0
Rule 47: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 272b452127, Class:  1, CF:0.890329, Len: 10, Fitness_tra: 0
Rule 49: 4222da4b7b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 50: b4b7137777, Class:  1, CF:0.991618, Len: 10, Fitness_tra: 0
Rule 51: 47bb132142, Class:  1, CF:0.991219, Len: 10, Fitness_tra: 0
Rule 52: 224ba172b1, Class:  1, CF:0.998688, Len: 10, Fitness_tra: 0
Rule 53: 43421d2424, Class:  1, CF:0.988101, Len: 10, Fitness_tra: 0
Rule 54: 727783727b, Class:  1, CF:0.99214, Len: 10, Fitness_tra: 0
Rule 55: 741b21247b, Class:  1, CF:0.908677, Len: 10, Fitness_tra: 1
Rule 56: 7424132417, Class:  1, CF:0.996813, Len: 10, Fitness_tra: 0
Rule 57: b411f12447, Class:  1, CF:0.999057, Len: 10, Fitness_tra: 0
Rule 58: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 1772d31427, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 60: 2c7b51b272, Class:  1, CF:0.688708, Len: 10, Fitness_tra: 0
Rule 61: 74271f7711, Class:  1, CF:0.996588, Len: 10, Fitness_tra: 0
Rule 62: 7542a642bb, Class:  1, CF:0.999914, Len: 10, Fitness_tra: 0
Rule 63: b11421b2b7, Class:  1, CF:0.904173, Len: 10, Fitness_tra: 0
Rule 64: 1b21c37474, Class:  1, CF:0.976605, Len: 10, Fitness_tra: 0
Rule 65: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: b742a61472, Class:  1, CF:0.988919, Len: 10, Fitness_tra: 0
Rule 67: b1441f71b1, Class:  1, CF:0.993241, Len: 10, Fitness_tra: 0
Rule 68: b421c32b71, Class:  1, CF:0.930422, Len: 10, Fitness_tra: 0
Rule 69: 124c314114, Class:  1, CF:0.999997, Len: 10, Fitness_tra: 13
Rule 70: 1122137427, Class:  1, CF:0.99126, Len: 10, Fitness_tra: 0
Rule 71: 44bb1a2277, Class:  1, CF:0.999828, Len: 10, Fitness_tra: 0
Rule 72: b414131117, Class:  1, CF:0.776281, Len: 10, Fitness_tra: 660
Rule 73: 4b4153142b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 74: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: b4721a44b1, Class:  1, CF:0.999517, Len: 10, Fitness_tra: 0
Rule 76: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 2d74d612c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 2525314121, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 79: b6bc111244, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 80: 17741144b4, Class:  1, CF:0.91839, Len: 10, Fitness_tra: 0
Rule 81: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 2121117741, Class:  1, CF:0.975443, Len: 10, Fitness_tra: 15
Rule 83: 1527112112, Class:  1, CF:0.817688, Len: 10, Fitness_tra: 2
Rule 84: 412bd17177, Class:  1, CF:0.970833, Len: 10, Fitness_tra: 0
Rule 85: 41b4781722, Class:  1, CF:0.92177, Len: 10, Fitness_tra: 5
Rule 86: 79b27d7b71, Class:  1, CF:0.911764, Len: 10, Fitness_tra: 0
Rule 87: 41415344b1, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 88: 1221537b72, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 89: 4274154727, Class:  1, CF:0.89976, Len: 10, Fitness_tra: 0
Rule 90: 2277e17b11, Class:  1, CF:0.976455, Len: 10, Fitness_tra: 27
Rule 91: 772251bb14, Class:  1, CF:0.855311, Len: 10, Fitness_tra: 0
Rule 92: 2212c3727b, Class:  1, CF:0.986827, Len: 10, Fitness_tra: 0
Rule 93: 1148c12277, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 94: b81211221b, Class:  1, CF:0.898014, Len: 10, Fitness_tra: 0
Rule 95: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 71771f2b4b, Class:  1, CF:0.999948, Len: 10, Fitness_tra: 0
Rule 98: 7711337414, Class:  1, CF:0.986786, Len: 10, Fitness_tra: 0
Rule 99: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 111513121b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:97.0369
------Result------
Miss_rate(tra)	:97.0369
Miss_rate(tst)	:95.7952
ARL				:8.37113

------Generation 1------
Rule  1: b414131117, Class:  1, CF:0.776281, Len: 10, Fitness_tra: 452
Rule  2: 24bbc1b111, Class:  1, CF:0.891338, Len: 10, Fitness_tra: 0
Rule  3: 1241117b41, Class:  1, CF:0.946951, Len: 10, Fitness_tra: 220
Rule  4: 0000000550, Class:  1, CF:  1, Len:  2, Fitness_tra: 28
Rule  5: 2277e17b11, Class:  1, CF:0.976455, Len: 10, Fitness_tra: 26
Rule  6: 7112367b11, Class:  1, CF:0.983191, Len: 10, Fitness_tra: 18
Rule  7: 2121117741, Class:  1, CF:0.975443, Len: 10, Fitness_tra: 8
Rule  8: 124c314114, Class:  1, CF:0.999997, Len: 10, Fitness_tra: 2
Rule  9: 41b4781722, Class:  1, CF:0.92177, Len: 10, Fitness_tra: 1
Rule 10: 714b2527b4, Class:  1, CF:0.911133, Len: 10, Fitness_tra: 2
Rule 11: b24bde421b, Class:  1, CF:0.954561, Len: 10, Fitness_tra: 8
Rule 12: 1527112112, Class:  1, CF:0.817688, Len: 10, Fitness_tra: 1
Rule 13: 741b21247b, Class:  1, CF:0.908677, Len: 10, Fitness_tra: 1
Rule 14: 217b81b2b2, Class:  1, CF:0.94274, Len: 10, Fitness_tra: 0
Rule 15: 441bfa241b, Class:  1, CF:0.998515, Len: 10, Fitness_tra: 0
Rule 16: 7a72d14472, Class:  1, CF:0.992187, Len: 10, Fitness_tra: 0
Rule 17: 1911f1424b, Class:  1, CF:0.97858, Len: 10, Fitness_tra: 0
Rule 18: 74123a4774, Class:  1, CF:0.99974, Len: 10, Fitness_tra: 0
Rule 19: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 111513121b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: b2445abb12, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 22: 1fbd114bb7, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 23: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 47b466b717, Class:  1, CF:0.999018, Len: 10, Fitness_tra: 0
Rule 26: 2c71634b77, Class:  1, CF:0.998199, Len: 10, Fitness_tra: 0
Rule 27: 2b725a2272, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 28: b917534bb1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 27b48f411b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 30: 7711337414, Class:  1, CF:0.986786, Len: 10, Fitness_tra: 0
Rule 31: 41b7237714, Class:  1, CF:0.988224, Len: 10, Fitness_tra: 0
Rule 32: 7272511b4b, Class:  1, CF:0.673471, Len: 10, Fitness_tra: 0
Rule 33: b4421f4777, Class:  1, CF:0.999976, Len: 10, Fitness_tra: 0
Rule 34: 7171214274, Class:  1, CF:0.978366, Len: 10, Fitness_tra: 0
Rule 35: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 2177ce2724, Class:  1, CF:0.921477, Len: 10, Fitness_tra: 0
Rule 38: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: b47133712b, Class:  1, CF:0.995962, Len: 10, Fitness_tra: 0
Rule 40: b2b76a2b27, Class:  1, CF:0.999779, Len: 10, Fitness_tra: 0
Rule 41: 21b2ce4242, Class:  1, CF:0.962025, Len: 10, Fitness_tra: 0
Rule 42: 4c726abb44, Class:  1, CF:0.999845, Len: 10, Fitness_tra: 0
Rule 43: b2b4114422, Class:  1, CF:0.975831, Len: 10, Fitness_tra: 0
Rule 44: 17bb2a4b47, Class:  1, CF:0.999727, Len: 10, Fitness_tra: 0
Rule 45: 12141a271b, Class:  1, CF:0.981911, Len: 10, Fitness_tra: 0
Rule 46: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 272b452127, Class:  1, CF:0.890329, Len: 10, Fitness_tra: 0
Rule 48: 4222da4b7b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 49: b4b7137777, Class:  1, CF:0.991618, Len: 10, Fitness_tra: 0
Rule 50: 47bb132142, Class:  1, CF:0.991219, Len: 10, Fitness_tra: 0
Rule 51: 224ba172b1, Class:  1, CF:0.998688, Len: 10, Fitness_tra: 0
Rule 52: 43421d2424, Class:  1, CF:0.988101, Len: 10, Fitness_tra: 0
Rule 53: 727783727b, Class:  1, CF:0.99214, Len: 10, Fitness_tra: 0
Rule 54: 7b7b832741, Class:  1, CF:0.960325, Len: 10, Fitness_tra: 0
Rule 55: 7424132417, Class:  1, CF:0.996813, Len: 10, Fitness_tra: 0
Rule 56: b411f12447, Class:  1, CF:0.999057, Len: 10, Fitness_tra: 0
Rule 57: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1772d31427, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 59: 2c7b51b272, Class:  1, CF:0.688708, Len: 10, Fitness_tra: 0
Rule 60: 74271f7711, Class:  1, CF:0.996588, Len: 10, Fitness_tra: 0
Rule 61: 7542a642bb, Class:  1, CF:0.999914, Len: 10, Fitness_tra: 0
Rule 62: b11421b2b7, Class:  1, CF:0.904173, Len: 10, Fitness_tra: 0
Rule 63: 1b21c37474, Class:  1, CF:0.976605, Len: 10, Fitness_tra: 0
Rule 64: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: b742a61472, Class:  1, CF:0.988919, Len: 10, Fitness_tra: 0
Rule 66: b1441f71b1, Class:  1, CF:0.993241, Len: 10, Fitness_tra: 0
Rule 67: b421c32b71, Class:  1, CF:0.930422, Len: 10, Fitness_tra: 0
Rule 68: 2b1211421b, Class:  1, CF:0.970276, Len: 10, Fitness_tra: 0
Rule 69: 1122137427, Class:  1, CF:0.99126, Len: 10, Fitness_tra: 0
Rule 70: 44bb1a2277, Class:  1, CF:0.999828, Len: 10, Fitness_tra: 0
Rule 71: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 4b4153142b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 73: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: b4721a44b1, Class:  1, CF:0.999517, Len: 10, Fitness_tra: 0
Rule 75: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 2d74d612c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 2525314121, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 78: b6bc111244, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 79: 17741144b4, Class:  1, CF:0.91839, Len: 10, Fitness_tra: 0
Rule 80: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 41248f17b7, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 82: 244b167744, Class:  1, CF:0.99984, Len: 10, Fitness_tra: 0
Rule 83: 1cbb1e77b7, Class:  0, CF:0.0315898, Len: 10, Fitness_tra: -84
Rule 84: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 2bb4112b7b, Class:  1, CF:0.970032, Len: 10, Fitness_tra: 0
Rule 86: 41721277b7, Class:  1, CF:0.902461, Len: 10, Fitness_tra: 0
Rule 87: b7b119444b, Class:  1, CF:0.945721, Len: 10, Fitness_tra: -8
Rule 88: 4b21331474, Class:  1, CF:0.998947, Len: 10, Fitness_tra: 7
Rule 89: 4b72452271, Class:  1, CF:0.951488, Len: 10, Fitness_tra: 0
Rule 90: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 412b010077, Class:  1, CF:0.891809, Len:  7, Fitness_tra: -1107
Rule 92: 7414367411, Class:  1, CF:0.989747, Len: 10, Fitness_tra: 0
Rule 93: c241e37419, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 04bbc00011, Class:  1, CF:0.387775, Len:  6, Fitness_tra: -1126
Rule 95: 71723644b1, Class:  1, CF:0.999378, Len: 10, Fitness_tra: 0
Rule 96: 4771d31b77, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 97: 151713bc17, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 98: 21421e2014, Class:  1, CF:0.847937, Len:  9, Fitness_tra: -14
Rule 99: 4c9b6ab744, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule100: b242662a22, Class:  1, CF:0.996243, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:95.4988
------Result------
Miss_rate(tra)	:95.4988
Miss_rate(tst)	:94.3327
ARL				:8.44681

------Generation 2------
Rule  1: b414131117, Class:  1, CF:0.776281, Len: 10, Fitness_tra: 152
Rule  2: 1241117b41, Class:  1, CF:0.946951, Len: 10, Fitness_tra: 41
Rule  3: 0000000550, Class:  1, CF:  1, Len:  2, Fitness_tra: 28
Rule  4: 2277e17b11, Class:  1, CF:0.976455, Len: 10, Fitness_tra: 0
Rule  5: 7112367b11, Class:  1, CF:0.983191, Len: 10, Fitness_tra: 0
Rule  6: b24bde421b, Class:  1, CF:0.954561, Len: 10, Fitness_tra: 2
Rule  7: 2121117741, Class:  1, CF:0.975443, Len: 10, Fitness_tra: 7
Rule  8: 4b21331474, Class:  1, CF:0.998947, Len: 10, Fitness_tra: 5
Rule  9: 124c314114, Class:  1, CF:0.999997, Len: 10, Fitness_tra: 0
Rule 10: 714b2527b4, Class:  1, CF:0.911133, Len: 10, Fitness_tra: 0
Rule 11: 41b4781722, Class:  1, CF:0.92177, Len: 10, Fitness_tra: 0
Rule 12: 1527112112, Class:  1, CF:0.817688, Len: 10, Fitness_tra: 1
Rule 13: 741b21247b, Class:  1, CF:0.908677, Len: 10, Fitness_tra: 0
Rule 14: 24bbc1b111, Class:  1, CF:0.891338, Len: 10, Fitness_tra: 0
