------Generation 0------
Rule  1: b11336195d525212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 112a11511122513b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 000eef0009000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 631ac34511173112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 231d111481353321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 132f511d1c729161, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 1115141711331f13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 11b51211f1339611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 0000000000000c00, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: b61f331514178811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: bf131f1a1115225b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 191a131533a53214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1311111b22131a26, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 0009000000002000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 0000903060000000, Class:  9, CF:0.010847, Len:  3, Fitness_tra: -12
Rule 90: 711e33311511111b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 1611212112685522, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 211fe11817412568, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 0000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 1a21bd4252a13111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 1321381bb1231fff, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 1636161e116117b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 11113335126111b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 167555322211131f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 1ad6c12214125842, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 1313711257f13117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:80.3409
------Result------
Miss_rate(tra)	:80.3409
Miss_rate(tst)	:82.2727
ARL				:6.66667

------Generation 0------
Rule  1: b11336195d525212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  2: 11111d174111a313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  3: 15c9136313391c57, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 117512e1111651be, Class:  8, CF:  1, Len: 16, Fitness_tra: 0
Rule  5: 13166e3118111224, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: 21c3931ae3111127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: b811136f16112542, Class:  8, CF:  1, Len: 16, Fitness_tra: 1
Rule  8: 4221131f9e13282b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 13133611512122a7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 00000000008000d8, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 4a0030000000000d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 1316192135f11114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 41161311d1211462, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 500020400004d000, Class:  9, CF:0.0611641, Len:  5, Fitness_tra: 8
Rule 15: 11211d1511118111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 1321752791a8a311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 2396a15168115241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 000060e008000000, Class:  4, CF:0.808578, Len:  3, Fitness_tra: 6
Rule 19: 132152124151a616, Class:  1, CF:  1, Len: 16, Fitness_tra: 2
Rule 20: 5621b52511319c52, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 21263339d5212232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 2e11571165368341, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: a113131113353514, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 00600000f3000000, Class:  5, CF:0.344456, Len:  3, Fitness_tra: 7
Rule 25: 718fd11521723b37, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 2f21294d11353267, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 235f9582722111f7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 0060005600000000, Class:  0, CF:0.32036, Len:  3, Fitness_tra: -13
Rule 29: 63d329b112113c12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 2625111127228136, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 1171c737f1665a11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 3351c171156d183b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 000050d007000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1f131611311122a5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 113a11e5e8312724, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 16633f1611185741, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 13bd1792f5111121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 1111311115145b1b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 3311191882212d61, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 41163351541121f8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 131a931d22121262, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 900a0e0600000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 4926361518211b61, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: f6131933331817b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1119593f13393597, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 231922576cae5149, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1611111a19313222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 0900000000005d09, Class:  0, CF:0.0829191, Len:  4, Fitness_tra: -1
Rule 49: 1311331512121212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 2f1e751111693591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 7153f63d52141165, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 116a131e11611241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 500000500000a000, Class:  8, CF:0.569786, Len:  3, Fitness_tra: -2
Rule 54: 23115911b14b1432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 431161111bc44531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000f093800080500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 0df9000000004005, Class:  8, CF:0.786257, Len:  5, Fitness_tra: 6
Rule 58: 73269695111412a4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 13da11111712d565, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 000060a0020b5c65, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 298f9335112252a1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 2a3a1f1ed1185122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: b6000e0000000208, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 111315111121131a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 0500060050000000, Class:  0, CF:0.953661, Len:  3, Fitness_tra: 61
Rule 66: 21119881781353a6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 193a111514211169, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 1683458115a53114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: b61a111935f25122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: b156131117115135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 112118cb45165161, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 000f000900040b00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 6313111361111222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 3113151c141155f3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 1353235817b21136, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 112a11511122513b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 000eef0009000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 631ac34511173112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 231d111481353321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 132f511d1c729161, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 1115141711331f13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 11b51211f1339611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 0000000000000c00, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: b61f331514178811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: bf131f1a1115225b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 191a131533a53214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1311111b22131a26, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 0009000000002000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 0000903060000000, Class:  9, CF:0.010847, Len:  3, Fitness_tra: -12
Rule 90: 711e33311511111b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 1611212112685522, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 211fe11817412568, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 0000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 1a21bd4252a13111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 1321381bb1231fff, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 1636161e116117b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 11113335126111b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 167555322211131f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 1ad6c12214125842, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 1313711257f13117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:80.3409
------Result------
Miss_rate(tra)	:80.3409
Miss_rate(tst)	:82.2727
ARL				:6.66667

------Generation 1------
Rule  1: 0500060050000000, Class:  0, CF:0.953661, Len:  3, Fitness_tra: 63
Rule  2: 500020400004d000, Class:  9, CF:0.0611641, Len:  5, Fitness_tra: 8
Rule  3: 00600000f3000000, Class:  5, CF:0.344456, Len:  3, Fitness_tra: 5
Rule  4: 0df9000000004005, Class:  8, CF:0.786257, Len:  5, Fitness_tra: 8
Rule  5: 000060e008000000, Class:  4, CF:0.808578, Len:  3, Fitness_tra: -2
Rule  6: 132152124151a616, Class:  1, CF:  1, Len: 16, Fitness_tra: 2
Rule  7: b811136f16112542, Class:  8, CF:  1, Len: 16, Fitness_tra: 2
Rule  8: b11336195d525212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 13133611512122a7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 00000000008000d8, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 4a0030000000000d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 1316192135f11114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 41161311d1211462, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 15c9136313391c57, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 11211d1511118111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 1321752791a8a311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 2396a15168115241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 117512e1111651be, Class:  8, CF:  1, Len: 16, Fitness_tra: 0
Rule 19: 13166e3118111224, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 5621b52511319c52, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 21263339d5212232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 2e11571165368341, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: a113131113353514, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 21c3931ae3111127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 718fd11521723b37, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 2f21294d11353267, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 235f9582722111f7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 1313711257f13117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 63d329b112113c12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 2625111127228136, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 1171c737f1665a11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 3351c171156d183b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 000050d007000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1f131611311122a5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 113a11e5e8312724, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 16633f1611185741, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 13bd1792f5111121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 1111311115145b1b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 3311191882212d61, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 41163351541121f8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 131a931d22121262, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 900a0e0600000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 4926361518211b61, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: f6131933331817b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1119593f13393597, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 231922576cae5149, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1611111a19313222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1ad6c12214125842, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1311331512121212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 2f1e751111693591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 7153f63d52141165, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 116a131e11611241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 23115911b14b1432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 431161111bc44531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000f093800080500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 11111d174111a313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 73269695111412a4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 13da11111712d565, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 000060a0020b5c65, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 298f9335112252a1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 2a3a1f1ed1185122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: b6000e0000000208, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 111315111121131a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 4221131f9e13282b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 21119881781353a6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 193a111514211169, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1683458115a53114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: b61a111935f25122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: b156131117115135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 112118cb45165161, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000f000900040b00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 6313111361111222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 3113151c141155f3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1353235817b21136, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 112a11511122513b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 000eef0009000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 631ac34511173112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 231d111481353321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 132f511d1c729161, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 1115141711331f13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 111132141c1e3673, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 161fa331521b2118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 1321297128111164, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 41131152d41155a5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 21251211214121f3, Class:  9, CF:0.0808334, Len: 16, Fitness_tra: -23
Rule 86: 669311f613912421, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1631134351115212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 111111142511aa11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 13161312511211ad, Class:  0, CF:  1, Len: 16, Fitness_tra: 1
Rule 90: 33261532b4113311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 0570653022000000, Class:  4, CF:0.0330551, Len:  7, Fitness_tra: 0
Rule 92: 00211de0101080d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 250e061150690501, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 13c39315e2111127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: aaf91d0002514005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 000060e028000000, Class:  4, CF:0.808823, Len:  4, Fitness_tra: 8
Rule 97: 05000e06c70d0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 715a131e52141165, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 16615311111d5746, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 4a05301702300f03, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:76.8182
------Result------
Miss_rate(tra)	:76.8182
Miss_rate(tst)	:80
ARL				:9.16667

------Generation 2------
Rule  1: 0500060050000000, Class:  0, CF:0.953661, Len:  3, Fitness_tra: 63
Rule  2: 500020400004d000, Class:  9, CF:0.0611641, Len:  5, Fitness_tra: 8
Rule  3: 00600000f3000000, Class:  5, CF:0.344456, Len:  3, Fitness_tra: 5
Rule  4: 0df9000000004005, Class:  8, CF:0.786257, Len:  5, Fitness_tra: 8
Rule  5: 000060e008000000, Class:  4, CF:0.808578, Len:  3, Fitness_tra: -2
Rule  6: 132152124151a616, Class:  1, CF:  1, Len: 16, Fitness_tra: 2
Rule  7: b811136f16112542, Class:  8, CF:  1, Len: 16, Fitness_tra: 2
Rule  8: b11336195d525212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
