------Generation 0------
Rule  1: f133112511312172, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 0000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 8a295d57b1218111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 1611115724235fa3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 23136e59656454b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 000e000000000400, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1a13712811153114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 2329351bb2195361, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 000d0e00c6030000, Class:  1, CF:0.212542, Len:  5, Fitness_tra: 2
Rule 47: 1113a3111531d774, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 237935114bb51161, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1381114721211316, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 1e1f1e39a1118422, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 161321111762dc47, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 131fe9124121d437, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 9f117821e1ad1611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 0000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 2f217d1161116c61, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 162191927271c6fa, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 1313121111113116, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 6e1a1119116811b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 4a00000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 213a1e8111625747, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 3111214211a41121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 2f711734f8a11a1e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 131f361515f29214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 5111111511111214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 195f2518122155a3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 000e000000000400, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 315f2e3311611242, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 000a000000000000, Class:  0, CF:0.821918, Len:  1, Fitness_tra: 9
Rule 69: 36d1117884323822, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 2153111115141471, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 51133f8115321471, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 6313131131311422, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 63311918221718b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 11839192148212f1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 5125445465391313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 51213254211116a1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 4625275711339f46, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 11188b91a1132f11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 1f26111112313267, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 465a1918d41c5511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 135131151221d437, Class:  0, CF:  1, Len: 16, Fitness_tra: 0
Rule 82: 3313111212121511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 111a111111315221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 211331951161d1b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 132e25d83163181b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 111f931842121261, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1116619521711261, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 5f26197518111467, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 0f0f000000000000, Class:  9, CF:  1, Len:  2, Fitness_tra: 0
Rule 90: 0509000a0e3d0c00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 111811b111311f11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 112115312211213a, Class:  9, CF:  1, Len: 16, Fitness_tra: 1
Rule 93: bd851163ae311251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 3621191c12181916, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 1a16817211351812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 21131988b41431a7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 1613112815311c17, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 0900003000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: b15a6198111115a5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 1a134d422111e518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:97.8409
------Result------
Miss_rate(tra)	:97.8409
Miss_rate(tst)	:98.6364
ARL				:8

------Generation 0------
Rule  1: 000a000000000000, Class:  0, CF:0.821918, Len:  1, Fitness_tra: 9
Rule  2: 000d0e00c6030000, Class:  1, CF:0.212542, Len:  5, Fitness_tra: 2
Rule  3: 112115312211213a, Class:  9, CF:  1, Len: 16, Fitness_tra: 1
Rule  4: f133112511312172, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: 111f1112111452f1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: 6f814d4117315541, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 4221913111151831, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 4316a631dc212c15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 51414111616e1121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 115611e817c112f5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 1313851214625821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 732113158117323b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 2a23425bec153311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 1f11363514121261, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 000e00b0000d0000, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 461ff63158841218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 3a93812241211221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 33332122121b1221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 21751b5215318345, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 315a191111321244, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 132129158818146b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: d31f13312174d11b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 1a51252211156132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 02e7070980060000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 16b3151b411d111a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 2353152272211412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 6f33832211811111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 00500000d0000000, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 41c6561511115b64, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 0000000000002000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 131a319511621242, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 4559161f6e351131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 5316611da1111b24, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 16b3151561351217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 162911d7b42916aa, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 7113515521c2971b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 418a118542171234, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 132522171c191111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 0000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 8a295d57b1218111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 1611115724235fa3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 23136e59656454b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 000e000000000400, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1a13712811153114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 2329351bb2195361, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 5313112191385142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1113a3111531d774, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 237935114bb51161, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1381114721211316, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 1e1f1e39a1118422, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 161321111762dc47, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 131fe9124121d437, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 9f117821e1ad1611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 0000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 2f217d1161116c61, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 162191927271c6fa, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 1313121111113116, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 6e1a1119116811b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 4a00000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 213a1e8111625747, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 3111214211a41121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 2f711734f8a11a1e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 131f361515f29214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 5111111511111214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 195f2518122155a3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 000e000000000400, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 315f2e3311611242, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 000000800400000b, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 36d1117884323822, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 2153111115141471, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 51133f8115321471, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 6313131131311422, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 63311918221718b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 11839192148212f1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 5125445465391313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 51213254211116a1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 4625275711339f46, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 11188b91a1132f11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 1f26111112313267, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 465a1918d41c5511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 7851131311111817, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 3623153711111313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 000a093800020500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 111953f311112227, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 315ab11111311124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 1315925421491a61, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 3611132c24641811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: b11163183111d261, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 000f0000000c5700, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 9000000000000c00, Class:  6, CF:0.00358037, Len:  2, Fitness_tra: -18
Rule 91: bf0a000400000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 010e01b8101d1000, Class:  9, CF:0.980124, Len:  9, Fitness_tra: -1
Rule 93: 5120300001101d00, Class:  8, CF:0.996364, Len:  8, Fitness_tra: 9
Rule 94: 6e1a1119116811b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 1321195912631916, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 133e15d831315112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 2553111115141d71, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 000d0c00c6030000, Class:  6, CF:0.761714, Len:  5, Fitness_tra: 19
Rule 99: 438a118212b21221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 5151d154122116a1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:89.4318
------Result------
Miss_rate(tra)	:89.4318
Miss_rate(tst)	:91.3636
ARL				:6.57143

------Generation 1------
Rule  1: 000d0c00c6030000, Class:  6, CF:0.761714, Len:  5, Fitness_tra: 21
Rule  2: 000a000000000000, Class:  0, CF:0.821918, Len:  1, Fitness_tra: 9
Rule  3: 5120300001101d00, Class:  8, CF:0.996364, Len:  8, Fitness_tra: 13
Rule  4: 000d0e00c6030000, Class:  1, CF:0.212542, Len:  5, Fitness_tra: 2
Rule  5: 112115312211213a, Class:  9, CF:  1, Len: 16, Fitness_tra: 1
Rule  6: 6f814d4117315541, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 4221913111151831, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 4316a631dc212c15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 51414111616e1121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 115611e817c112f5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 1313851214625821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 732113158117323b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 2a23425bec153311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 1f11363514121261, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 000e00b0000d0000, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 461ff63158841218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 3a93812241211221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 33332122121b1221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 21751b5215318345, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 315a191111321244, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 132129158818146b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: d31f13312174d11b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 1a51252211156132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 02e7070980060000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 16b3151b411d111a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 2353152272211412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 6f33832211811111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 00500000d0000000, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 41c6561511115b64, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 0000000000002000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 131a319511621242, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 4559161f6e351131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 5316611da1111b24, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 16b3151561351217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 162911d7b42916aa, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 7113515521c2971b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 418a118542171234, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 132522171c191111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 0000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 8a295d57b1218111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 1611115724235fa3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 23136e59656454b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 000e000000000400, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1a13712811153114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 2329351bb2195361, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 5313112191385142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1113a3111531d774, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 237935114bb51161, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1381114721211316, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 1e1f1e39a1118422, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 161321111762dc47, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 131fe9124121d437, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 9f117821e1ad1611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 0000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 2f217d1161116c61, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 162191927271c6fa, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 1313121111113116, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 6e1a1119116811b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 4a00000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 213a1e8111625747, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 3111214211a41121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 2f711734f8a11a1e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 131f361515f29214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 5111111511111214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 195f2518122155a3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 000e000000000400, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 315f2e3311611242, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 000000800400000b, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 36d1117884323822, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 2153111115141471, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 51133f8115321471, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 6313131131311422, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 63311918221718b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 11839192148212f1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 5125445465391313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 51213254211116a1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 4625275711339f46, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 11188b91a1132f11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 1f26111112313267, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 465a1918d41c5511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 26291111122186f6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 26111412126113b9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 1e1d121115613111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 1311151111316f11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 1113112127125731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 111e15122c511611, Class:  3, CF:0.849103, Len: 16, Fitness_tra: 25
Rule 87: 211a1312241234a2, Class:  0, CF:  1, Len: 16, Fitness_tra: 0
Rule 88: 8a43121722111133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 1311b1131363311b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 00ba000006030000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 000d0c00c2030000, Class:  4, CF:0.635061, Len:  5, Fitness_tra: 6
Rule 92: 1f51161511121264, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 1f26111112313266, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 1003051b460d1110, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 4113c61115300070, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 1006110010c120f5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 455926121e151d31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 16219d92b821c111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 012e000001100400, Class:  8, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 001c0c003113d201, Class:  8, CF:  1, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:83.2955
------Result------
Miss_rate(tra)	:83.2955
Miss_rate(tst)	:89.0909
ARL				:9.11111

------Generation 2------
Rule  1: 111e15122c511611, Class:  3, CF:0.849103, Len: 16, Fitness_tra: 25
Rule  2: 000d0c00c6030000, Class:  6, CF:0.761714, Len:  5, Fitness_tra: 21
Rule  3: 5120300001101d00, Class:  8, CF:0.996364, Len:  8, Fitness_tra: 13
Rule  4: 000a000000000000, Class:  0, CF:0.821918, Len:  1, Fitness_tra: 9
Rule  5: 000d0c00c2030000, Class:  4, CF:0.635061, Len:  5, Fitness_tra: 6
Rule  6: 000d0e00c6030000, Class:  1, CF:0.212542, Len:  5, Fitness_tra: 2
Rule  7: 112115312211213a, Class:  9, CF:  1, Len: 16, Fitness_tra: 1
Rule  8: 4221913111151831, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
