------Generation 0------
Rule  1: b7748a2b41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: bbb41114b7, Class:  1, CF:0.982742, Len: 10, Fitness_tra: -16
Rule 65: 717b194141, Class:  1, CF:0.982408, Len: 10, Fitness_tra: -7
Rule 66: b2b2114242, Class:  1, CF:0.986741, Len: 10, Fitness_tra: 0
Rule 67: 18b1f14747, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 68: 11b4561212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 4144117b41, Class:  1, CF:0.70965, Len: 10, Fitness_tra: 0
Rule 70: 7717114742, Class:  1, CF:0.963344, Len: 10, Fitness_tra: 0
Rule 71: 4141267144, Class:  0, CF:0.839558, Len: 10, Fitness_tra: 0
Rule 72: 7427157224, Class:  1, CF:0.996633, Len: 10, Fitness_tra: 0
Rule 73: 411b13b771, Class:  1, CF:0.648339, Len: 10, Fitness_tra: -64
Rule 74: 151b184214, Class:  1, CF:0.787329, Len: 10, Fitness_tra: -2
Rule 75: 171426bb14, Class:  1, CF:0.139542, Len: 10, Fitness_tra: -2
Rule 76: 77b15f7222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: bb422e7474, Class:  1, CF:0.999697, Len: 10, Fitness_tra: 0
Rule 78: b4b2ce2772, Class:  1, CF:0.987026, Len: 10, Fitness_tra: 0
Rule 79: 224285b427, Class:  1, CF:0.99005, Len: 10, Fitness_tra: 0
Rule 80: 717b114122, Class:  1, CF:0.973354, Len: 10, Fitness_tra: 0
Rule 81: 41741a2b71, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 82: 244226712b, Class:  0, CF:0.972044, Len: 10, Fitness_tra: 0
Rule 83: 777b5f2272, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 4141154741, Class:  1, CF:0.997769, Len: 10, Fitness_tra: -4
Rule 85: 12b24d7214, Class:  1, CF:0.824119, Len: 10, Fitness_tra: -2
Rule 86: 74b219242b, Class:  1, CF:0.990235, Len: 10, Fitness_tra: 0
Rule 87: 412b634121, Class:  0, CF:0.268468, Len: 10, Fitness_tra: 0
Rule 88: 18bbce4441, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 89: 224219212b, Class:  1, CF:0.806193, Len: 10, Fitness_tra: 0
Rule 90: 7bb1c51722, Class:  1, CF:0.999985, Len: 10, Fitness_tra: 6
Rule 91: b37b257b2c, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 92: 4142111414, Class:  1, CF:0.954237, Len: 10, Fitness_tra: -175
Rule 93: 44b1151122, Class:  1, CF:0.996177, Len: 10, Fitness_tra: -2460
Rule 94: 21b7134727, Class:  0, CF:0.236706, Len: 10, Fitness_tra: 0
Rule 95: 14241e2bb1, Class:  0, CF:0.999998, Len: 10, Fitness_tra: 2
Rule 96: 17bbc1bb22, Class:  1, CF:0.958701, Len: 10, Fitness_tra: 0
Rule 97: 472116b4b7, Class:  0, CF:0.99319, Len: 10, Fitness_tra: 0
Rule 98: 41b7891244, Class:  1, CF:0.999369, Len: 10, Fitness_tra: 0
Rule 99: 214b314442, Class:  1, CF:0.975487, Len: 10, Fitness_tra: 0
Rule100: b477517112, Class:  1, CF:0.972222, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:92.3452
------Result------
Miss_rate(tra)	:92.3452
Miss_rate(tst)	:91.2249
ARL				:10

------Generation 0------
Rule  1: 17222e4111, Class:  0, CF:0.536195, Len: 10, Fitness_tra: 655
Rule  2: 714163b1b4, Class:  0, CF:0.964269, Len: 10, Fitness_tra: 10
Rule  3: 1574d11411, Class:  0, CF:  1, Len: 10, Fitness_tra: 24
Rule  4: b241261721, Class:  0, CF:0.977558, Len: 10, Fitness_tra: 10
Rule  5: 7bb1c51722, Class:  1, CF:0.999985, Len: 10, Fitness_tra: -58
Rule  6: 14241e2bb1, Class:  0, CF:0.999998, Len: 10, Fitness_tra: 1
Rule  7: b2721a1b21, Class:  0, CF:  1, Len: 10, Fitness_tra: 5
Rule  8: 22b11344b1, Class:  0, CF:0.425379, Len: 10, Fitness_tra: 2
Rule  9: b7748a2b41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: b477517112, Class:  1, CF:0.972222, Len: 10, Fitness_tra: 0
Rule 11: 217416b222, Class:  0, CF:0.991063, Len: 10, Fitness_tra: 0
Rule 12: 18b82fbbb2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 214b314442, Class:  1, CF:0.975487, Len: 10, Fitness_tra: 0
Rule 14: 4c7481b2b4, Class:  1, CF:0.932644, Len: 10, Fitness_tra: 0
Rule 15: 7c22c57144, Class:  1, CF:0.978304, Len: 10, Fitness_tra: 0
Rule 16: 7442d31b44, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 27bb514744, Class:  1, CF:0.998645, Len: 10, Fitness_tra: 0
Rule 18: 1b11d67744, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 72228e2477, Class:  1, CF:0.967565, Len: 10, Fitness_tra: 0
Rule 20: 71b4412222, Class:  1, CF:0.99442, Len: 10, Fitness_tra: 0
Rule 21: c0505d033d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 744419b724, Class:  1, CF:0.99301, Len: 10, Fitness_tra: 0
Rule 23: 124b132144, Class:  1, CF:0.917327, Len: 10, Fitness_tra: 1
Rule 24: 27b21a1414, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 25: 22718171bb, Class:  1, CF:0.992214, Len: 10, Fitness_tra: 0
Rule 26: 4771c9b471, Class:  1, CF:0.998737, Len: 10, Fitness_tra: 0
Rule 27: 127413b172, Class:  0, CF:0.577289, Len: 10, Fitness_tra: 12
Rule 28: 17b75a1214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 21b4564bb2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 48b81f2122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 4d771a7b24, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 32: 1c7bc14442, Class:  1, CF:0.991545, Len: 10, Fitness_tra: 0
Rule 33: 241216b471, Class:  0, CF:0.674691, Len: 10, Fitness_tra: 0
Rule 34: 11bd5144b1, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 35: 764b41b212, Class:  1, CF:0.999111, Len: 10, Fitness_tra: 0
Rule 36: bb1119244b, Class:  1, CF:0.999798, Len: 10, Fitness_tra: 1
Rule 37: b122d91b72, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 38: 41bb59bb4b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 39: b771da24b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: b44211b242, Class:  1, CF:0.994264, Len: 10, Fitness_tra: 2
Rule 41: 11c2c94288, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 771133447b, Class:  0, CF:0.0830027, Len: 10, Fitness_tra: 0
Rule 43: 22278a14bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 47b2562474, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 2474184412, Class:  1, CF:0.982388, Len: 10, Fitness_tra: 0
Rule 46: 41b483b114, Class:  1, CF:0.893075, Len: 10, Fitness_tra: 0
Rule 47: b427567127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 242bc6442b, Class:  1, CF:0.782219, Len: 10, Fitness_tra: 0
Rule 49: b11715747b, Class:  1, CF:0.978293, Len: 10, Fitness_tra: 0
Rule 50: 4472c94b42, Class:  1, CF:0.989527, Len: 10, Fitness_tra: 0
Rule 51: 1c71234122, Class:  0, CF:0.499323, Len: 10, Fitness_tra: 0
Rule 52: b4bb13471b, Class:  0, CF:0.280547, Len: 10, Fitness_tra: 0
Rule 53: 2224892442, Class:  1, CF:0.992446, Len: 10, Fitness_tra: 0
Rule 54: 14b211b74b, Class:  1, CF:0.791357, Len: 10, Fitness_tra: -1
Rule 55: 11b441227b, Class:  1, CF:0.965906, Len: 10, Fitness_tra: 0
Rule 56: 17479eb12b, Class:  1, CF:0.962816, Len: 10, Fitness_tra: 0
Rule 57: 2524c3b142, Class:  1, CF:0.999976, Len: 10, Fitness_tra: 0
Rule 58: 1b4b834b72, Class:  1, CF:0.898725, Len: 10, Fitness_tra: 0
Rule 59: 24b4427777, Class:  1, CF:0.96174, Len: 10, Fitness_tra: 0
Rule 60: 221b13b2b4, Class:  0, CF:0.395147, Len: 10, Fitness_tra: 0
Rule 61: b2b2114242, Class:  1, CF:0.986741, Len: 10, Fitness_tra: 0
Rule 62: 18b1f14747, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 63: 11b4561212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 4144117b41, Class:  1, CF:0.70965, Len: 10, Fitness_tra: 0
Rule 65: 7717114742, Class:  1, CF:0.963344, Len: 10, Fitness_tra: 0
Rule 66: 4141267144, Class:  0, CF:0.839558, Len: 10, Fitness_tra: 0
Rule 67: 7427157224, Class:  1, CF:0.996633, Len: 10, Fitness_tra: 0
Rule 68: 77b15f7222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: bb422e7474, Class:  1, CF:0.999697, Len: 10, Fitness_tra: 0
Rule 70: b4b2ce2772, Class:  1, CF:0.987026, Len: 10, Fitness_tra: 0
Rule 71: 224285b427, Class:  1, CF:0.99005, Len: 10, Fitness_tra: 0
Rule 72: 717b114122, Class:  1, CF:0.973354, Len: 10, Fitness_tra: 0
Rule 73: 41741a2b71, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 74: 244226712b, Class:  0, CF:0.972044, Len: 10, Fitness_tra: 0
Rule 75: 777b5f2272, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 74b219242b, Class:  1, CF:0.990235, Len: 10, Fitness_tra: 0
Rule 77: 412b634121, Class:  0, CF:0.268468, Len: 10, Fitness_tra: 0
Rule 78: 18bbce4441, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 79: 224219212b, Class:  1, CF:0.806193, Len: 10, Fitness_tra: 0
Rule 80: 42b7262b12, Class:  0, CF:0.957707, Len: 10, Fitness_tra: 0
Rule 81: b47bda7447, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: be718e1bb1, Class:  0, CF:  1, Len: 10, Fitness_tra: 6
Rule 83: 42b1262b17, Class:  0, CF:0.924057, Len: 10, Fitness_tra: 0
Rule 84: 224b891247, Class:  1, CF:0.987609, Len: 10, Fitness_tra: 0
Rule 85: 21bbc17777, Class:  1, CF:0.990918, Len: 10, Fitness_tra: 0
Rule 86: b14b1db44b, Class:  1, CF:0.990414, Len: 10, Fitness_tra: 0
Rule 87: 141289b142, Class:  1, CF:0.74497, Len: 10, Fitness_tra: -6
Rule 88: 1844251272, Class:  1, CF:0.398745, Len: 10, Fitness_tra: -19
Rule 89: 74218e2111, Class:  1, CF:0.991719, Len: 10, Fitness_tra: -471
Rule 90: 7b2b831721, Class:  1, CF:0.934261, Len: 10, Fitness_tra: 0
Rule 91: 472141b417, Class:  1, CF:0.989055, Len: 10, Fitness_tra: -1
Rule 92: 21741142b1, Class:  1, CF:0.845161, Len: 10, Fitness_tra: 0
Rule 93: 14141e2bb2, Class:  0, CF:0.999998, Len: 10, Fitness_tra: 0
Rule 94: 224219242b, Class:  1, CF:0.956654, Len: 10, Fitness_tra: 0
Rule 95: 7412111b44, Class:  1, CF:0.483703, Len: 10, Fitness_tra: -752
Rule 96: 21b219b271, Class:  1, CF:0.995326, Len: 10, Fitness_tra: 0
Rule 97: 472119bbb1, Class:  0, CF:0.989865, Len: 10, Fitness_tra: 0
Rule 98: b641241721, Class:  1, CF:0.999559, Len: 10, Fitness_tra: -2765
Rule 99: 12b111d404, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 7bb445227b, Class:  1, CF:0.999631, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:84.7716
------Result------
Miss_rate(tra)	:84.7716
Miss_rate(tst)	:84.2779
ARL				:10

------Generation 1------
Rule  1: 17222e4111, Class:  0, CF:0.536195, Len: 10, Fitness_tra: 2418
Rule  2: 1574d11411, Class:  0, CF:  1, Len: 10, Fitness_tra: 25
Rule  3: 127413b172, Class:  0, CF:0.577289, Len: 10, Fitness_tra: 38
Rule  4: 714163b1b4, Class:  0, CF:0.964269, Len: 10, Fitness_tra: 123
Rule  5: b241261721, Class:  0, CF:0.977558, Len: 10, Fitness_tra: 25
Rule  6: be718e1bb1, Class:  0, CF:  1, Len: 10, Fitness_tra: 6
Rule  7: b2721a1b21, Class:  0, CF:  1, Len: 10, Fitness_tra: 3
Rule  8: 22b11344b1, Class:  0, CF:0.425379, Len: 10, Fitness_tra: 3
Rule  9: b44211b242, Class:  1, CF:0.994264, Len: 10, Fitness_tra: 2
Rule 10: 124b132144, Class:  1, CF:0.917327, Len: 10, Fitness_tra: 1
Rule 11: 14241e2bb1, Class:  0, CF:0.999998, Len: 10, Fitness_tra: 2
Rule 12: bb1119244b, Class:  1, CF:0.999798, Len: 10, Fitness_tra: -19
Rule 13: 27b21a1414, Class:  0, CF:  1, Len: 10, Fitness_tra: 4
Rule 14: 7bb445227b, Class:  1, CF:0.999631, Len: 10, Fitness_tra: 0
Rule 15: 7c22c57144, Class:  1, CF:0.978304, Len: 10, Fitness_tra: 0
Rule 16: 7442d31b44, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 27bb514744, Class:  1, CF:0.998645, Len: 10, Fitness_tra: 0
Rule 18: 1b11d67744, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 72228e2477, Class:  1, CF:0.967565, Len: 10, Fitness_tra: 0
Rule 20: 71b4412222, Class:  1, CF:0.99442, Len: 10, Fitness_tra: 0
Rule 21: c0505d033d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 744419b724, Class:  1, CF:0.99301, Len: 10, Fitness_tra: 0
Rule 23: b7748a2b41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: b477517112, Class:  1, CF:0.972222, Len: 10, Fitness_tra: 0
Rule 25: 22718171bb, Class:  1, CF:0.992214, Len: 10, Fitness_tra: -5
Rule 26: 4771c9b471, Class:  1, CF:0.998737, Len: 10, Fitness_tra: -6
Rule 27: 217416b222, Class:  0, CF:0.991063, Len: 10, Fitness_tra: 0
Rule 28: 17b75a1214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 21b4564bb2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 48b81f2122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 4d771a7b24, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 32: 1c7bc14442, Class:  1, CF:0.991545, Len: 10, Fitness_tra: 0
Rule 33: 241216b471, Class:  0, CF:0.674691, Len: 10, Fitness_tra: 0
Rule 34: 11bd5144b1, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 35: 764b41b212, Class:  1, CF:0.999111, Len: 10, Fitness_tra: 0
Rule 36: 18b82fbbb2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: b122d91b72, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 38: 41bb59bb4b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 39: b771da24b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 214b314442, Class:  1, CF:0.975487, Len: 10, Fitness_tra: 0
Rule 41: 11c2c94288, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 771133447b, Class:  0, CF:0.0830027, Len: 10, Fitness_tra: 0
Rule 43: 22278a14bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 47b2562474, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 2474184412, Class:  1, CF:0.982388, Len: 10, Fitness_tra: 0
Rule 46: 41b483b114, Class:  1, CF:0.893075, Len: 10, Fitness_tra: -6
Rule 47: b427567127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 242bc6442b, Class:  1, CF:0.782219, Len: 10, Fitness_tra: 0
Rule 49: b11715747b, Class:  1, CF:0.978293, Len: 10, Fitness_tra: -21
Rule 50: 4472c94b42, Class:  1, CF:0.989527, Len: 10, Fitness_tra: 0
Rule 51: 1c71234122, Class:  0, CF:0.499323, Len: 10, Fitness_tra: 0
Rule 52: b4bb13471b, Class:  0, CF:0.280547, Len: 10, Fitness_tra: 0
Rule 53: 2224892442, Class:  1, CF:0.992446, Len: 10, Fitness_tra: 0
Rule 54: 12b111d404, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 11b441227b, Class:  1, CF:0.965906, Len: 10, Fitness_tra: -2
Rule 56: 17479eb12b, Class:  1, CF:0.962816, Len: 10, Fitness_tra: 0
Rule 57: 2524c3b142, Class:  1, CF:0.999976, Len: 10, Fitness_tra: 0
Rule 58: 1b4b834b72, Class:  1, CF:0.898725, Len: 10, Fitness_tra: 0
Rule 59: 24b4427777, Class:  1, CF:0.96174, Len: 10, Fitness_tra: 0
Rule 60: 221b13b2b4, Class:  0, CF:0.395147, Len: 10, Fitness_tra: 0
Rule 61: b2b2114242, Class:  1, CF:0.986741, Len: 10, Fitness_tra: 0
Rule 62: 18b1f14747, Class:  0, CF:  1, Len: 10, Fitness_tra: 18
Rule 63: 11b4561212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 4144117b41, Class:  1, CF:0.70965, Len: 10, Fitness_tra: -6
Rule 65: 7717114742, Class:  1, CF:0.963344, Len: 10, Fitness_tra: 0
Rule 66: 4141267144, Class:  0, CF:0.839558, Len: 10, Fitness_tra: 0
Rule 67: 7427157224, Class:  1, CF:0.996633, Len: 10, Fitness_tra: 0
Rule 68: 77b15f7222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: bb422e7474, Class:  1, CF:0.999697, Len: 10, Fitness_tra: 0
Rule 70: b4b2ce2772, Class:  1, CF:0.987026, Len: 10, Fitness_tra: 0
Rule 71: 224285b427, Class:  1, CF:0.99005, Len: 10, Fitness_tra: 0
Rule 72: 717b114122, Class:  1, CF:0.973354, Len: 10, Fitness_tra: 0
Rule 73: 41741a2b71, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 74: 244226712b, Class:  0, CF:0.972044, Len: 10, Fitness_tra: 0
Rule 75: 777b5f2272, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 74b219242b, Class:  1, CF:0.990235, Len: 10, Fitness_tra: 0
Rule 77: 412b634121, Class:  0, CF:0.268468, Len: 10, Fitness_tra: 2
Rule 78: 18bbce4441, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 79: 224219212b, Class:  1, CF:0.806193, Len: 10, Fitness_tra: 0
Rule 80: 42b7262b12, Class:  0, CF:0.957707, Len: 10, Fitness_tra: 0
Rule 81: 117226b217, Class:  0, CF:0.637855, Len: 10, Fitness_tra: 0
Rule 82: b777281bbb, Class:  1, CF:0.931627, Len: 10, Fitness_tra: -1522
Rule 83: 4227f1424b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 84: b1b45e777b, Class:  1, CF:0.965444, Len: 10, Fitness_tra: 0
Rule 85: 17771a4bb1, Class:  0, CF:  1, Len: 10, Fitness_tra: 8
Rule 86: 44718a1442, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 4521854122, Class:  1, CF:0.888067, Len: 10, Fitness_tra: 0
Rule 88: b427451271, Class:  1, CF:0.971833, Len: 10, Fitness_tra: -233
Rule 89: 42b26f1422, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 90: 12b249bb22, Class:  1, CF:0.546759, Len: 10, Fitness_tra: 0
Rule 91: 6e748112b2, Class:  0, CF:  1, Len: 10, Fitness_tra: 11
Rule 92: 27bb134741, Class:  0, CF:0.093002, Len: 10, Fitness_tra: 0
Rule 93: 71728e2627, Class:  0, CF:0.999943, Len: 10, Fitness_tra: 0
Rule 94: 41b2c32714, Class:  1, CF:0.898241, Len: 10, Fitness_tra: 0
Rule 95: 14b7a1d224, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 2c2b31444b, Class:  1, CF:0.858892, Len: 10, Fitness_tra: 0
Rule 97: 1c1115442b, Class:  1, CF:0.839549, Len: 10, Fitness_tra: -35
Rule 98: 77412f7274, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 99: 222783870b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 2e1216b61b, Class:  0, CF:  1, Len: 10, Fitness_tra: 3
------Current------
Miss_rate(tra)	:44.9137
------Result------
Miss_rate(tra)	:44.9137
Miss_rate(tst)	:42.596
ARL				:10

------Generation 2------
Rule  1: 17222e4111, Class:  0, CF:0.536195, Len: 10, Fitness_tra: 2418
Rule  2: 1574d11411, Class:  0, CF:  1, Len: 10, Fitness_tra: 25
Rule  3: 127413b172, Class:  0, CF:0.577289, Len: 10, Fitness_tra: 38
Rule  4: 714163b1b4, Class:  0, CF:0.964269, Len: 10, Fitness_tra: 123
Rule  5: b241261721, Class:  0, CF:0.977558, Len: 10, Fitness_tra: 25
Rule  6: be718e1bb1, Class:  0, CF:  1, Len: 10, Fitness_tra: 6
Rule  7: b2721a1b21, Class:  0, CF:  1, Len: 10, Fitness_tra: 3
Rule  8: 22b11344b1, Class:  0, CF:0.425379, Len: 10, Fitness_tra: 3
Rule  9: b44211b242, Class:  1, CF:0.994264, Len: 10, Fitness_tra: 2
Rule 10: 124b132144, Class:  1, CF:0.917327, Len: 10, Fitness_tra: 1
Rule 11: 14241e2bb1, Class:  0, CF:0.999998, Len: 10, Fitness_tra: 2
Rule 12: bb1119244b, Class:  1, CF:0.999798, Len: 10, Fitness_tra: -19
Rule 13: 27b21a1414, Class:  0, CF:  1, Len: 10, Fitness_tra: 4
