------Generation 0------
Rule  1: 7771ca1472, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: bc24297b22, Class:  1, CF:0.800221, Len: 10, Fitness_tra: 0
Rule 58: 4742111444, Class:  1, CF:0.986402, Len: 10, Fitness_tra: 0
Rule 59: b512817477, Class:  1, CF:0.773333, Len: 10, Fitness_tra: 0
Rule 60: 1a11412411, Class:  1, CF:0.991106, Len: 10, Fitness_tra: -832
Rule 61: 28b7132111, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 62: 4d722e4b74, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 63: 71271127b4, Class:  1, CF:0.811087, Len: 10, Fitness_tra: 0
Rule 64: 2124162bbb, Class:  0, CF:0.9906, Len: 10, Fitness_tra: 0
Rule 65: 45722d4bb2, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 66: 27423a2b14, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 67: 24728f1114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 21bb151b11, Class:  1, CF:0.759798, Len: 10, Fitness_tra: -7
Rule 69: b727867127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 121451211b, Class:  0, CF:0.751266, Len: 10, Fitness_tra: 0
Rule 71: 4142f12224, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 72: 212b4e14b2, Class:  1, CF:0.909828, Len: 10, Fitness_tra: 0
Rule 73: 414bce4b72, Class:  1, CF:0.987552, Len: 10, Fitness_tra: 0
Rule 74: 727bc31b22, Class:  1, CF:0.80744, Len: 10, Fitness_tra: 0
Rule 75: 21712a77b1, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 76: 274721b2b2, Class:  1, CF:0.978054, Len: 10, Fitness_tra: 0
Rule 77: 12712d1411, Class:  1, CF:0.922198, Len: 10, Fitness_tra: -1616
Rule 78: 48b4132721, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 79: 1117d12b27, Class:  1, CF:0.844168, Len: 10, Fitness_tra: 0
Rule 80: bbbb2174bb, Class:  1, CF:0.993887, Len: 10, Fitness_tra: 0
Rule 81: 21115e2217, Class:  1, CF:0.998178, Len: 10, Fitness_tra: 0
Rule 82: b1bb137141, Class:  1, CF:0.557639, Len: 10, Fitness_tra: -1
Rule 83: bd12114112, Class:  1, CF:0.311152, Len: 10, Fitness_tra: 0
Rule 84: 4841252227, Class:  1, CF:0.992182, Len: 10, Fitness_tra: 0
Rule 85: 41178eb4bb, Class:  0, CF:0.99998, Len: 10, Fitness_tra: 0
Rule 86: b7b2c311b2, Class:  1, CF:0.953581, Len: 10, Fitness_tra: 0
Rule 87: 1a1d537b7b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 2a25814711, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 89: 7b142172bb, Class:  1, CF:0.993162, Len: 10, Fitness_tra: 0
Rule 90: b327214222, Class:  1, CF:0.997614, Len: 10, Fitness_tra: 0
Rule 91: 11b2211122, Class:  1, CF:0.855702, Len: 10, Fitness_tra: -21
Rule 92: 2b218e1471, Class:  1, CF:0.99972, Len: 10, Fitness_tra: 2
Rule 93: 252213b2b1, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 94: 7bb723bb47, Class:  1, CF:0.69194, Len: 10, Fitness_tra: 0
Rule 95: 7174192711, Class:  1, CF:0.882758, Len: 10, Fitness_tra: -1
Rule 96: b11211b271, Class:  1, CF:0.938556, Len: 10, Fitness_tra: 0
Rule 97: 24b1c37741, Class:  1, CF:0.777798, Len: 10, Fitness_tra: 0
Rule 98: 427b192742, Class:  1, CF:0.976169, Len: 10, Fitness_tra: 0
Rule 99: 2742ce1212, Class:  1, CF:0.996932, Len: 10, Fitness_tra: 0
Rule100: 2242834222, Class:  1, CF:0.999221, Len: 10, Fitness_tra: 1
------Current------
Miss_rate(tra)	:95.6345
------Result------
Miss_rate(tra)	:95.6345
Miss_rate(tst)	:95.4296
ARL				:10

------Generation 0------
Rule  1: b271131b12, Class:  0, CF:0.74095, Len: 10, Fitness_tra: 141
Rule  2: 124b554717, Class:  0, CF:0.577449, Len: 10, Fitness_tra: 61
Rule  3: 1814117b11, Class:  0, CF:  1, Len: 10, Fitness_tra: 574
Rule  4: b21113b7b4, Class:  0, CF:0.287358, Len: 10, Fitness_tra: 2
Rule  5: 2b218e1471, Class:  1, CF:0.99972, Len: 10, Fitness_tra: -595
Rule  6: 2242834222, Class:  1, CF:0.999221, Len: 10, Fitness_tra: 1
Rule  7: 21712a77b1, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule  8: 427bc31147, Class:  1, CF:0.996668, Len: 10, Fitness_tra: 1
Rule  9: 7771ca1472, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 71b113b7b7, Class:  0, CF:0.268425, Len: 10, Fitness_tra: 0
Rule 11: b1bb2142b7, Class:  1, CF:0.977975, Len: 10, Fitness_tra: 0
Rule 12: b271282b2b, Class:  1, CF:0.978555, Len: 10, Fitness_tra: -2
Rule 13: b241517211, Class:  1, CF:0.995222, Len: 10, Fitness_tra: 0
Rule 14: bbb4a61724, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 15: 7b71c61427, Class:  1, CF:0.646516, Len: 10, Fitness_tra: 0
Rule 16: b2b731b714, Class:  1, CF:0.761434, Len: 10, Fitness_tra: 0
Rule 17: b5b119bbb2, Class:  0, CF:  1, Len: 10, Fitness_tra: 5
Rule 18: 44bbc67bb7, Class:  1, CF:0.782219, Len: 10, Fitness_tra: 0
Rule 19: 4214537b24, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 4444114172, Class:  1, CF:0.870249, Len: 10, Fitness_tra: 0
Rule 21: b747212211, Class:  1, CF:0.955919, Len: 10, Fitness_tra: 0
Rule 22: 14b7812172, Class:  1, CF:0.931013, Len: 10, Fitness_tra: 0
Rule 23: 12225327b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 42b7862b77, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: b22b29b422, Class:  1, CF:0.988868, Len: 10, Fitness_tra: 0
Rule 26: 77bb1e4417, Class:  1, CF:0.990913, Len: 10, Fitness_tra: 0
Rule 27: 277b424142, Class:  1, CF:0.993873, Len: 10, Fitness_tra: 0
Rule 28: 4c72ce4141, Class:  1, CF:0.816541, Len: 10, Fitness_tra: 0
Rule 29: 1247112b44, Class:  1, CF:0.0304366, Len: 10, Fitness_tra: 0
Rule 30: 2742ce1212, Class:  1, CF:0.996932, Len: 10, Fitness_tra: -15
Rule 31: 427b192742, Class:  1, CF:0.976169, Len: 10, Fitness_tra: 0
Rule 32: 47b75a1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 4144c1b277, Class:  1, CF:0.995742, Len: 10, Fitness_tra: 0
Rule 34: 4171834411, Class:  1, CF:0.936806, Len: 10, Fitness_tra: -1
Rule 35: 2422c62127, Class:  1, CF:0.909077, Len: 10, Fitness_tra: 0
Rule 36: b2b25f7b47, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1224512bb2, Class:  1, CF:0.0955216, Len: 10, Fitness_tra: 0
Rule 38: b2428621b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: b1118a7421, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 71448e277b, Class:  1, CF:0.685552, Len: 10, Fitness_tra: 0
Rule 41: 2747864b21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 21242371bb, Class:  1, CF:0.455062, Len: 10, Fitness_tra: 0
Rule 43: 2b423321bb, Class:  1, CF:0.459041, Len: 10, Fitness_tra: 0
Rule 44: 74bb534411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1cb2ca1b77, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: b2b789b271, Class:  1, CF:0.89853, Len: 10, Fitness_tra: 0
Rule 47: 41b223b772, Class:  1, CF:0.153636, Len: 10, Fitness_tra: 0
Rule 48: 4b428111b2, Class:  1, CF:0.99751, Len: 10, Fitness_tra: -1
Rule 49: 4b71134217, Class:  1, CF:0.397772, Len: 10, Fitness_tra: 0
Rule 50: b414c87b47, Class:  1, CF:0.931336, Len: 10, Fitness_tra: 0
Rule 51: 21bb212271, Class:  1, CF:0.977003, Len: 10, Fitness_tra: 0
Rule 52: 1b72ca1774, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 71111621b4, Class:  0, CF:0.40994, Len: 10, Fitness_tra: 0
Rule 54: b74272bbb1, Class:  1, CF:0.819701, Len: 10, Fitness_tra: 0
Rule 55: 42b2462722, Class:  0, CF:0.994553, Len: 10, Fitness_tra: 0
Rule 56: 27218e4414, Class:  1, CF:0.999752, Len: 10, Fitness_tra: 0
Rule 57: bc24297b22, Class:  1, CF:0.800221, Len: 10, Fitness_tra: 0
Rule 58: 4742111444, Class:  1, CF:0.986402, Len: 10, Fitness_tra: 0
Rule 59: b512817477, Class:  1, CF:0.773333, Len: 10, Fitness_tra: 0
Rule 60: 28b7132111, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 61: 4d722e4b74, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 62: 71271127b4, Class:  1, CF:0.811087, Len: 10, Fitness_tra: 0
Rule 63: 2124162bbb, Class:  0, CF:0.9906, Len: 10, Fitness_tra: 0
Rule 64: 45722d4bb2, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 65: 27423a2b14, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 66: 24728f1114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: b727867127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 121451211b, Class:  0, CF:0.751266, Len: 10, Fitness_tra: 82
Rule 69: 4142f12224, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 70: 212b4e14b2, Class:  1, CF:0.909828, Len: 10, Fitness_tra: -40
Rule 71: 414bce4b72, Class:  1, CF:0.987552, Len: 10, Fitness_tra: 0
Rule 72: 727bc31b22, Class:  1, CF:0.80744, Len: 10, Fitness_tra: 0
Rule 73: 78bb161717, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 74: 274721b2b2, Class:  1, CF:0.978054, Len: 10, Fitness_tra: 0
Rule 75: 48b4132721, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 76: 1117d12b27, Class:  1, CF:0.844168, Len: 10, Fitness_tra: 0
Rule 77: bbbb2174bb, Class:  1, CF:0.993887, Len: 10, Fitness_tra: 0
Rule 78: 21115e2217, Class:  1, CF:0.998178, Len: 10, Fitness_tra: -58
Rule 79: 24b1c37741, Class:  1, CF:0.777798, Len: 10, Fitness_tra: 0
Rule 80: bd12114112, Class:  1, CF:0.311152, Len: 10, Fitness_tra: 1
Rule 81: 1b271d2744, Class:  1, CF:0.998158, Len: 10, Fitness_tra: 0
Rule 82: 74271314bb, Class:  0, CF:0.808782, Len: 10, Fitness_tra: 1
Rule 83: 1c1b15b7b4, Class:  0, CF:0.671267, Len: 10, Fitness_tra: 115
Rule 84: 72718142b2, Class:  1, CF:0.996603, Len: 10, Fitness_tra: 0
Rule 85: 2171117171, Class:  1, CF:0.916544, Len: 10, Fitness_tra: -2856
Rule 86: 1224452741, Class:  0, CF:0.539734, Len: 10, Fitness_tra: 22
Rule 87: b777c571b4, Class:  1, CF:0.970562, Len: 10, Fitness_tra: 0
Rule 88: 17149a2141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: b712167444, Class:  0, CF:0.942209, Len: 10, Fitness_tra: 0
Rule 90: 7427c32244, Class:  1, CF:0.987475, Len: 10, Fitness_tra: 0
Rule 91: c171132b1b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 92: b4b45f7b47, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 212d8a7421, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: b211c3b784, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 21212e4bbd, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 96: 1126817827, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 97: b26113b7b4, Class:  1, CF:0.476841, Len: 10, Fitness_tra: 0
Rule 98: 2225162717, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: bb4b8174bb, Class:  1, CF:0.998436, Len: 10, Fitness_tra: 0
Rule100: 7bb88621b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:79.1269
------Result------
Miss_rate(tra)	:79.1269
Miss_rate(tst)	:80.2559
ARL				:10

------Generation 1------
Rule  1: b271131b12, Class:  0, CF:0.74095, Len: 10, Fitness_tra: 141
Rule  2: 124b554717, Class:  0, CF:0.577449, Len: 10, Fitness_tra: 61
Rule  3: 1814117b11, Class:  0, CF:  1, Len: 10, Fitness_tra: 574
Rule  4: b21113b7b4, Class:  0, CF:0.287358, Len: 10, Fitness_tra: 2
Rule  5: 2b218e1471, Class:  1, CF:0.99972, Len: 10, Fitness_tra: -595
Rule  6: 2242834222, Class:  1, CF:0.999221, Len: 10, Fitness_tra: 1
Rule  7: 21712a77b1, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule  8: 427bc31147, Class:  1, CF:0.996668, Len: 10, Fitness_tra: 1
Rule  9: 7771ca1472, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 71b113b7b7, Class:  0, CF:0.268425, Len: 10, Fitness_tra: 0
Rule 11: b1bb2142b7, Class:  1, CF:0.977975, Len: 10, Fitness_tra: 0
Rule 12: b271282b2b, Class:  1, CF:0.978555, Len: 10, Fitness_tra: -2
Rule 13: b241517211, Class:  1, CF:0.995222, Len: 10, Fitness_tra: 0
Rule 14: bbb4a61724, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 15: 7b71c61427, Class:  1, CF:0.646516, Len: 10, Fitness_tra: 0
Rule 16: b2b731b714, Class:  1, CF:0.761434, Len: 10, Fitness_tra: 0
Rule 17: b5b119bbb2, Class:  0, CF:  1, Len: 10, Fitness_tra: 5
Rule 18: 44bbc67bb7, Class:  1, CF:0.782219, Len: 10, Fitness_tra: 0
Rule 19: 4214537b24, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 4444114172, Class:  1, CF:0.870249, Len: 10, Fitness_tra: 0
Rule 21: b747212211, Class:  1, CF:0.955919, Len: 10, Fitness_tra: 0
Rule 22: 14b7812172, Class:  1, CF:0.931013, Len: 10, Fitness_tra: 0
Rule 23: 12225327b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 42b7862b77, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: b22b29b422, Class:  1, CF:0.988868, Len: 10, Fitness_tra: 0
Rule 26: 77bb1e4417, Class:  1, CF:0.990913, Len: 10, Fitness_tra: 0
Rule 27: 277b424142, Class:  1, CF:0.993873, Len: 10, Fitness_tra: 0
Rule 28: 4c72ce4141, Class:  1, CF:0.816541, Len: 10, Fitness_tra: 0
Rule 29: 1247112b44, Class:  1, CF:0.0304366, Len: 10, Fitness_tra: 0
Rule 30: 2742ce1212, Class:  1, CF:0.996932, Len: 10, Fitness_tra: -15
Rule 31: 427b192742, Class:  1, CF:0.976169, Len: 10, Fitness_tra: 0
Rule 32: 47b75a1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 4144c1b277, Class:  1, CF:0.995742, Len: 10, Fitness_tra: 0
Rule 34: 4171834411, Class:  1, CF:0.936806, Len: 10, Fitness_tra: -1
Rule 35: 2422c62127, Class:  1, CF:0.909077, Len: 10, Fitness_tra: 0
Rule 36: b2b25f7b47, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1224512bb2, Class:  1, CF:0.0955216, Len: 10, Fitness_tra: 0
Rule 38: b2428621b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: b1118a7421, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 71448e277b, Class:  1, CF:0.685552, Len: 10, Fitness_tra: 0
Rule 41: 2747864b21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 21242371bb, Class:  1, CF:0.455062, Len: 10, Fitness_tra: 0
Rule 43: 2b423321bb, Class:  1, CF:0.459041, Len: 10, Fitness_tra: 0
Rule 44: 74bb534411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1cb2ca1b77, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: b2b789b271, Class:  1, CF:0.89853, Len: 10, Fitness_tra: 0
Rule 47: 41b223b772, Class:  1, CF:0.153636, Len: 10, Fitness_tra: 0
Rule 48: 4b428111b2, Class:  1, CF:0.99751, Len: 10, Fitness_tra: -1
Rule 49: 4b71134217, Class:  1, CF:0.397772, Len: 10, Fitness_tra: 0
Rule 50: b414c87b47, Class:  1, CF:0.931336, Len: 10, Fitness_tra: 0
Rule 51: 21bb212271, Class:  1, CF:0.977003, Len: 10, Fitness_tra: 0
Rule 52: 1b72ca1774, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 71111621b4, Class:  0, CF:0.40994, Len: 10, Fitness_tra: 0
Rule 54: b74272bbb1, Class:  1, CF:0.819701, Len: 10, Fitness_tra: 0
Rule 55: 42b2462722, Class:  0, CF:0.994553, Len: 10, Fitness_tra: 0
Rule 56: 27218e4414, Class:  1, CF:0.999752, Len: 10, Fitness_tra: 0
Rule 57: bc24297b22, Class:  1, CF:0.800221, Len: 10, Fitness_tra: 0
Rule 58: 4742111444, Class:  1, CF:0.986402, Len: 10, Fitness_tra: 0
Rule 59: b512817477, Class:  1, CF:0.773333, Len: 10, Fitness_tra: 0
Rule 60: 28b7132111, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 61: 4d722e4b74, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 62: 71271127b4, Class:  1, CF:0.811087, Len: 10, Fitness_tra: 0
Rule 63: 2124162bbb, Class:  0, CF:0.9906, Len: 10, Fitness_tra: 0
Rule 64: 45722d4bb2, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 65: 27423a2b14, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 66: 24728f1114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: b727867127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 121451211b, Class:  0, CF:0.751266, Len: 10, Fitness_tra: 82
Rule 69: 4142f12224, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 70: 212b4e14b2, Class:  1, CF:0.909828, Len: 10, Fitness_tra: -40
Rule 71: 414bce4b72, Class:  1, CF:0.987552, Len: 10, Fitness_tra: 0
Rule 72: 727bc31b22, Class:  1, CF:0.80744, Len: 10, Fitness_tra: 0
Rule 73: 78bb161717, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 74: 274721b2b2, Class:  1, CF:0.978054, Len: 10, Fitness_tra: 0
Rule 75: 48b4132721, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 76: 1117d12b27, Class:  1, CF:0.844168, Len: 10, Fitness_tra: 0
Rule 77: bbbb2174bb, Class:  1, CF:0.993887, Len: 10, Fitness_tra: 0
Rule 78: 21115e2217, Class:  1, CF:0.998178, Len: 10, Fitness_tra: -58
Rule 79: 24b1c37741, Class:  1, CF:0.777798, Len: 10, Fitness_tra: 0
Rule 80: bd12114112, Class:  1, CF:0.311152, Len: 10, Fitness_tra: 1
Rule 81: 1b271d2744, Class:  1, CF:0.998158, Len: 10, Fitness_tra: 0
Rule 82: 74271314bb, Class:  0, CF:0.808782, Len: 10, Fitness_tra: 1
Rule 83: 1c1b15b7b4, Class:  0, CF:0.671267, Len: 10, Fitness_tra: 115
Rule 84: 72718142b2, Class:  1, CF:0.996603, Len: 10, Fitness_tra: 0
Rule 85: 2171117171, Class:  1, CF:0.916544, Len: 10, Fitness_tra: -2856
Rule 86: 1224452741, Class:  0, CF:0.539734, Len: 10, Fitness_tra: 22
Rule 87: b777c571b4, Class:  1, CF:0.970562, Len: 10, Fitness_tra: 0
Rule 88: 17149a2141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: b712167444, Class:  0, CF:0.942209, Len: 10, Fitness_tra: 0
Rule 90: 7427c32244, Class:  1, CF:0.987475, Len: 10, Fitness_tra: 0
Rule 91: c171132b1b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 92: b4b45f7b47, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 212d8a7421, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: b211c3b784, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 21212e4bbd, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 96: 1126817827, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 97: b26113b7b4, Class:  1, CF:0.476841, Len: 10, Fitness_tra: 0
Rule 98: 2225162717, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: bb4b8174bb, Class:  1, CF:0.998436, Len: 10, Fitness_tra: 0
Rule100: 7bb88621b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:79.1269
------Result------
Miss_rate(tra)	:79.1269
Miss_rate(tst)	:80.2559
ARL				:10

------Generation 2------
Rule  1: b271131b12, Class:  0, CF:0.74095, Len: 10, Fitness_tra: 141
Rule  2: 124b554717, Class:  0, CF:0.577449, Len: 10, Fitness_tra: 61
Rule  3: 1814117b11, Class:  0, CF:  1, Len: 10, Fitness_tra: 574
Rule  4: b21113b7b4, Class:  0, CF:0.287358, Len: 10, Fitness_tra: 2
Rule  5: 2b218e1471, Class:  1, CF:0.99972, Len: 10, Fitness_tra: -595
Rule  6: 2242834222, Class:  1, CF:0.999221, Len: 10, Fitness_tra: 1
Rule  7: 21712a77b1, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule  8: 427bc31147, Class:  1, CF:0.996668, Len: 10, Fitness_tra: 1
Rule  9: 7771ca1472, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 71b113b7b7, Class:  0, CF:0.268425, Len: 10, Fitness_tra: 0
Rule 11: b1bb2142b7, Class:  1, CF:0.977975, Len: 10, Fitness_tra: 0
Rule 12: b271282b2b, Class:  1, CF:0.978555, Len: 10, Fitness_tra: -2
Rule 13: b241517211, Class:  1, CF:0.995222, Len: 10, Fitness_tra: 0
