------Generation 0------
Rule  1: 4b7159b7b7, Class:  1, CF:0.998296, Len: 10, Fitness_tra: 0
Rule 78: 2127217b22, Class:  1, CF:0.945248, Len: 10, Fitness_tra: -1
Rule 79: 242181b77b, Class:  1, CF:0.99676, Len: 10, Fitness_tra: 0
Rule 80: 1711237274, Class:  1, CF:0.718819, Len: 10, Fitness_tra: 0
Rule 81: 7b74822b17, Class:  1, CF:0.987442, Len: 10, Fitness_tra: 0
Rule 82: 7272da2727, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 7c14ca774b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 177211bb72, Class:  1, CF:0.798222, Len: 10, Fitness_tra: 0
Rule 85: b1772e4411, Class:  1, CF:0.983832, Len: 10, Fitness_tra: -61
Rule 86: 78714172bb, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 87: 4122c2b214, Class:  1, CF:0.994351, Len: 10, Fitness_tra: 0
Rule 88: 4412857771, Class:  1, CF:0.914985, Len: 10, Fitness_tra: 0
Rule 89: 7112192724, Class:  1, CF:0.987804, Len: 10, Fitness_tra: 0
Rule 90: 7224861bb2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: b12415b127, Class:  1, CF:0.980423, Len: 10, Fitness_tra: 0
Rule 92: 11179f2241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: b7212cb217, Class:  1, CF:0.996341, Len: 10, Fitness_tra: 0
Rule 94: 7422164bb1, Class:  0, CF:0.959523, Len: 10, Fitness_tra: 0
Rule 95: 77722147b1, Class:  1, CF:0.917072, Len: 10, Fitness_tra: 0
Rule 96: 2f41714442, Class:  1, CF:0.998129, Len: 10, Fitness_tra: 0
Rule 97: 24b2411727, Class:  1, CF:0.960746, Len: 10, Fitness_tra: 0
Rule 98: 7242d6b244, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: bc425fb741, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 74178311b7, Class:  1, CF:0.867268, Len: 10, Fitness_tra: -1
------Current------
Miss_rate(tra)	:98.4162
------Result------
Miss_rate(tra)	:98.4162
Miss_rate(tst)	:98.9031
ARL				:10

------Generation 0------
Rule  1: 181129b744, Class:  0, CF:  1, Len: 10, Fitness_tra: 58
Rule  2: 72771a1147, Class:  0, CF:  1, Len: 10, Fitness_tra: 18
Rule  3: 111c331724, Class:  0, CF:  1, Len: 10, Fitness_tra: 5
Rule  4: 7421362711, Class:  0, CF:0.809973, Len: 10, Fitness_tra: 46
Rule  5: 4271812421, Class:  1, CF:0.996478, Len: 10, Fitness_tra: -2
Rule  6: 4224212411, Class:  1, CF:0.954951, Len: 10, Fitness_tra: -7
Rule  7: 211281122b, Class:  1, CF:0.992882, Len: 10, Fitness_tra: 1
Rule  8: 4b7159b7b7, Class:  1, CF:0.998296, Len: 10, Fitness_tra: -8
Rule  9: 45416a4114, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 10: 117286171b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 2422112177, Class:  1, CF:0.823346, Len: 10, Fitness_tra: 0
Rule 12: 4712114721, Class:  1, CF:0.905483, Len: 10, Fitness_tra: -12
Rule 13: b12b5a7b14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 41b4114722, Class:  1, CF:0.971597, Len: 10, Fitness_tra: 0
Rule 15: bbb21f444b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 16: 4f4d51b44b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 12b4412427, Class:  1, CF:0.970905, Len: 10, Fitness_tra: 0
Rule 18: bc425fb741, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 77b2c61b71, Class:  1, CF:0.91008, Len: 10, Fitness_tra: 0
Rule 20: b2b2114bb4, Class:  1, CF:0.359638, Len: 10, Fitness_tra: 0
Rule 21: 7b2421777b, Class:  1, CF:0.993275, Len: 10, Fitness_tra: 0
Rule 22: 241bd17422, Class:  1, CF:0.996287, Len: 10, Fitness_tra: 0
Rule 23: 7bb2662247, Class:  0, CF:0.989117, Len: 10, Fitness_tra: 0
Rule 24: b8241e2214, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 25: 14b2232722, Class:  1, CF:0.107261, Len: 10, Fitness_tra: 0
Rule 26: 27b753b411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 222426722b, Class:  0, CF:0.99682, Len: 10, Fitness_tra: 0
Rule 28: 7177167447, Class:  0, CF:0.990565, Len: 10, Fitness_tra: 0
Rule 29: 42b7217444, Class:  1, CF:0.992218, Len: 10, Fitness_tra: 0
Rule 30: 4247217b74, Class:  1, CF:0.769594, Len: 10, Fitness_tra: 0
Rule 31: bb14114214, Class:  1, CF:0.984299, Len: 10, Fitness_tra: -11
Rule 32: 75477d27b1, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 33: b4b729bb14, Class:  1, CF:0.645472, Len: 10, Fitness_tra: 0
Rule 34: 444b1174b1, Class:  1, CF:0.670356, Len: 10, Fitness_tra: 0
Rule 35: b777787222, Class:  1, CF:0.994924, Len: 10, Fitness_tra: 0
Rule 36: 2b27211214, Class:  1, CF:0.996496, Len: 10, Fitness_tra: 0
Rule 37: 27111a4b4b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 38: 2174232722, Class:  1, CF:0.0047382, Len: 10, Fitness_tra: 0
Rule 39: b1b2cf2724, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 2d71134bb2, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 41: b41426b212, Class:  0, CF:0.717242, Len: 10, Fitness_tra: 0
Rule 42: 7722132214, Class:  0, CF:0.0138222, Len: 10, Fitness_tra: 0
Rule 43: b712ce2721, Class:  1, CF:0.966715, Len: 10, Fitness_tra: 0
Rule 44: 21712d4b21, Class:  1, CF:0.990249, Len: 10, Fitness_tra: -5
Rule 45: 4421557b41, Class:  1, CF:0.924119, Len: 10, Fitness_tra: 0
Rule 46: 777bc3b127, Class:  1, CF:0.908208, Len: 10, Fitness_tra: 0
Rule 47: 4b2136bb74, Class:  0, CF:0.96851, Len: 10, Fitness_tra: 0
Rule 48: 421719b742, Class:  1, CF:0.927897, Len: 10, Fitness_tra: 0
Rule 49: 47b7817147, Class:  1, CF:0.994316, Len: 10, Fitness_tra: 0
Rule 50: 4b12512b2b, Class:  1, CF:0.992748, Len: 10, Fitness_tra: 0
Rule 51: 1b471627bb, Class:  0, CF:0.869012, Len: 10, Fitness_tra: 0
Rule 52: b117164742, Class:  0, CF:0.911901, Len: 10, Fitness_tra: 0
Rule 53: 714489bb22, Class:  1, CF:0.985205, Len: 10, Fitness_tra: 0
Rule 54: 4b77d341b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 4db2197714, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 56: 4411a3422b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 57: 71741d7411, Class:  1, CF:0.982547, Len: 10, Fitness_tra: -87
Rule 58: 76b5d3b442, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 221b132471, Class:  1, CF:0.0136576, Len: 10, Fitness_tra: 0
Rule 60: 2124224b12, Class:  1, CF:0.919461, Len: 10, Fitness_tra: 0
Rule 61: 7bb71fb1b1, Class:  0, CF:  1, Len: 10, Fitness_tra: 4
Rule 62: b7228abbb7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 4511b5bbb4, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 64: b744212727, Class:  1, CF:0.982168, Len: 10, Fitness_tra: 0
Rule 65: 21718e2414, Class:  1, CF:0.999731, Len: 10, Fitness_tra: 1
Rule 66: 4447c14177, Class:  1, CF:0.971684, Len: 10, Fitness_tra: 0
Rule 67: 252b42221b, Class:  1, CF:0.98406, Len: 10, Fitness_tra: 0
Rule 68: b517157122, Class:  1, CF:0.53413, Len: 10, Fitness_tra: -1
Rule 69: b241232742, Class:  0, CF:0.538841, Len: 10, Fitness_tra: 0
Rule 70: 2db1ce7771, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 71: 242181b77b, Class:  1, CF:0.99676, Len: 10, Fitness_tra: 0
Rule 72: 1711237274, Class:  1, CF:0.718819, Len: 10, Fitness_tra: -8
Rule 73: 7b74822b17, Class:  1, CF:0.987442, Len: 10, Fitness_tra: 0
Rule 74: 7272da2727, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 7c14ca774b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 177211bb72, Class:  1, CF:0.798222, Len: 10, Fitness_tra: 0
Rule 77: 78714172bb, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 78: 4122c2b214, Class:  1, CF:0.994351, Len: 10, Fitness_tra: 0
Rule 79: 4412857771, Class:  1, CF:0.914985, Len: 10, Fitness_tra: -1
Rule 80: 7112192724, Class:  1, CF:0.987804, Len: 10, Fitness_tra: 0
Rule 81: 467219b27c, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 82: 73b1781444, Class:  1, CF:0.999838, Len: 10, Fitness_tra: -1190
Rule 83: 2b72814442, Class:  1, CF:0.999452, Len: 10, Fitness_tra: 0
Rule 84: 15b723b7b7, Class:  0, CF:  1, Len: 10, Fitness_tra: 3
Rule 85: b124167427, Class:  0, CF:0.993692, Len: 10, Fitness_tra: 0
Rule 86: 411b19124b, Class:  1, CF:0.958556, Len: 10, Fitness_tra: -2287
Rule 87: 721711247b, Class:  1, CF:0.889377, Len: 10, Fitness_tra: 0
Rule 88: b2b19312b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 1477411244, Class:  1, CF:0.98407, Len: 10, Fitness_tra: -9
Rule 90: 14bb211474, Class:  1, CF:0.916361, Len: 10, Fitness_tra: -727
Rule 91: bbb21fd443, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: b5077387b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 777bc34121, Class:  1, CF:0.903175, Len: 10, Fitness_tra: 0
Rule 94: bc42c22741, Class:  1, CF:0.924894, Len: 10, Fitness_tra: 0
Rule 95: 2b24524bb2, Class:  1, CF:0.972694, Len: 10, Fitness_tra: 0
Rule 96: 7b71eabb74, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 742255c244, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: b1271647c2, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 99: 4541614444, Class:  1, CF:0.918478, Len: 10, Fitness_tra: 0
Rule100: 4174112707, Class:  1, CF:0.92662, Len:  9, Fitness_tra: 0
------Current------
Miss_rate(tra)	:96.731
------Result------
Miss_rate(tra)	:96.731
Miss_rate(tst)	:98.3547
ARL				:9.9881

------Generation 1------
Rule  1: 181129b744, Class:  0, CF:  1, Len: 10, Fitness_tra: 39
Rule  2: 7421362711, Class:  0, CF:0.809973, Len: 10, Fitness_tra: 15
Rule  3: 72771a1147, Class:  0, CF:  1, Len: 10, Fitness_tra: 4
Rule  4: 111c331724, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule  5: 7bb71fb1b1, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule  6: 15b723b7b7, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule  7: b1271647c2, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule  8: 211281122b, Class:  1, CF:0.992882, Len: 10, Fitness_tra: 1
Rule  9: 21718e2414, Class:  1, CF:0.999731, Len: 10, Fitness_tra: 5
Rule 10: 45416a4114, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 11: 4174112707, Class:  1, CF:0.92662, Len:  9, Fitness_tra: 0
Rule 12: bbb21f444b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 13: 4f4d51b44b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 12b4412427, Class:  1, CF:0.970905, Len: 10, Fitness_tra: 0
Rule 15: bc425fb741, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 77b2c61b71, Class:  1, CF:0.91008, Len: 10, Fitness_tra: 0
Rule 17: b2b2114bb4, Class:  1, CF:0.359638, Len: 10, Fitness_tra: 0
Rule 18: 7b2421777b, Class:  1, CF:0.993275, Len: 10, Fitness_tra: 0
Rule 19: 241bd17422, Class:  1, CF:0.996287, Len: 10, Fitness_tra: 0
Rule 20: 7bb2662247, Class:  0, CF:0.989117, Len: 10, Fitness_tra: 0
Rule 21: b8241e2214, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 22: 14b2232722, Class:  1, CF:0.107261, Len: 10, Fitness_tra: 0
Rule 23: 27b753b411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 222426722b, Class:  0, CF:0.99682, Len: 10, Fitness_tra: 0
Rule 25: 7177167447, Class:  0, CF:0.990565, Len: 10, Fitness_tra: 0
Rule 26: 42b7217444, Class:  1, CF:0.992218, Len: 10, Fitness_tra: 0
Rule 27: 4247217b74, Class:  1, CF:0.769594, Len: 10, Fitness_tra: 0
Rule 28: 75477d27b1, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 29: b4b729bb14, Class:  1, CF:0.645472, Len: 10, Fitness_tra: 0
Rule 30: 444b1174b1, Class:  1, CF:0.670356, Len: 10, Fitness_tra: -3
Rule 31: b777787222, Class:  1, CF:0.994924, Len: 10, Fitness_tra: 0
Rule 32: 2b27211214, Class:  1, CF:0.996496, Len: 10, Fitness_tra: 0
Rule 33: 27111a4b4b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 34: 2174232722, Class:  1, CF:0.0047382, Len: 10, Fitness_tra: 0
Rule 35: b1b2cf2724, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 2d71134bb2, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 37: b41426b212, Class:  0, CF:0.717242, Len: 10, Fitness_tra: 0
Rule 38: 7722132214, Class:  0, CF:0.0138222, Len: 10, Fitness_tra: 0
Rule 39: b712ce2721, Class:  1, CF:0.966715, Len: 10, Fitness_tra: -1
Rule 40: 4421557b41, Class:  1, CF:0.924119, Len: 10, Fitness_tra: -2
Rule 41: 777bc3b127, Class:  1, CF:0.908208, Len: 10, Fitness_tra: 0
Rule 42: 4b2136bb74, Class:  0, CF:0.96851, Len: 10, Fitness_tra: 0
Rule 43: 421719b742, Class:  1, CF:0.927897, Len: 10, Fitness_tra: 0
Rule 44: 47b7817147, Class:  1, CF:0.994316, Len: 10, Fitness_tra: 0
Rule 45: 4b12512b2b, Class:  1, CF:0.992748, Len: 10, Fitness_tra: 0
Rule 46: 1b471627bb, Class:  0, CF:0.869012, Len: 10, Fitness_tra: 0
Rule 47: b117164742, Class:  0, CF:0.911901, Len: 10, Fitness_tra: 0
Rule 48: 714489bb22, Class:  1, CF:0.985205, Len: 10, Fitness_tra: 0
Rule 49: 4b77d341b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 4db2197714, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 51: 4411a3422b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 52: 76b5d3b442, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 221b132471, Class:  1, CF:0.0136576, Len: 10, Fitness_tra: 0
Rule 54: 2124224b12, Class:  1, CF:0.919461, Len: 10, Fitness_tra: 0
Rule 55: 117286171b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: b7228abbb7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 4511b5bbb4, Class:  0, CF:  1, Len: 10, Fitness_tra: 2
Rule 58: b744212727, Class:  1, CF:0.982168, Len: 10, Fitness_tra: 0
Rule 59: 2422112177, Class:  1, CF:0.823346, Len: 10, Fitness_tra: 0
Rule 60: 4447c14177, Class:  1, CF:0.971684, Len: 10, Fitness_tra: 0
Rule 61: 252b42221b, Class:  1, CF:0.98406, Len: 10, Fitness_tra: 0
Rule 62: 4541614444, Class:  1, CF:0.918478, Len: 10, Fitness_tra: 2
Rule 63: b241232742, Class:  0, CF:0.538841, Len: 10, Fitness_tra: 0
Rule 64: 2db1ce7771, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 65: 242181b77b, Class:  1, CF:0.99676, Len: 10, Fitness_tra: 1
Rule 66: 7b74822b17, Class:  1, CF:0.987442, Len: 10, Fitness_tra: 0
Rule 67: 7272da2727, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 7c14ca774b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 177211bb72, Class:  1, CF:0.798222, Len: 10, Fitness_tra: 0
Rule 70: 78714172bb, Class:  0, CF:  1, Len: 10, Fitness_tra: 6
Rule 71: 4122c2b214, Class:  1, CF:0.994351, Len: 10, Fitness_tra: 0
Rule 72: 7112192724, Class:  1, CF:0.987804, Len: 10, Fitness_tra: 0
Rule 73: 467219b27c, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 74: 2b72814442, Class:  1, CF:0.999452, Len: 10, Fitness_tra: 0
Rule 75: b12b5a7b14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: b124167427, Class:  0, CF:0.993692, Len: 10, Fitness_tra: 0
Rule 77: 721711247b, Class:  1, CF:0.889377, Len: 10, Fitness_tra: 0
Rule 78: b2b19312b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: bbb21fd443, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: b5077387b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 2447231714, Class:  0, CF:0.167381, Len: 10, Fitness_tra: 0
Rule 82: 1172234244, Class:  1, CF:0.961051, Len: 10, Fitness_tra: 0
Rule 83: b227c12424, Class:  1, CF:0.999602, Len: 10, Fitness_tra: 1
Rule 84: 22475fb177, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 121b5eb71b, Class:  0, CF:0.819508, Len: 10, Fitness_tra: 152
Rule 86: 41b7831112, Class:  1, CF:0.941814, Len: 10, Fitness_tra: 0
Rule 87: b42b56b422, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 22111e7712, Class:  1, CF:0.984971, Len: 10, Fitness_tra: -248
Rule 89: 72b4117227, Class:  1, CF:0.98405, Len: 10, Fitness_tra: 0
Rule 90: 7114111114, Class:  0, CF:0.0391252, Len: 10, Fitness_tra: 4120
Rule 91: b11426b422, Class:  0, CF:0.786434, Len: 10, Fitness_tra: 0
Rule 92: 74242a7774, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 93: 151b292740, Class:  0, CF:  1, Len:  9, Fitness_tra: 1
Rule 94: 2c17331224, Class:  0, CF:0.882769, Len: 10, Fitness_tra: 0
Rule 95: 7b71862774, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 4bb41112e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 72128a4470, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 342729bb12, Class:  0, CF:0.278564, Len: 10, Fitness_tra: 10
Rule 99: 2bb412db13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: bb72515543, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:11.1269
------Result------
Miss_rate(tra)	:11.1269
Miss_rate(tst)	:11.1517
ARL				:9.97468

------Generation 2------
Rule  1: 181129b744, Class:  0, CF:  1, Len: 10, Fitness_tra: 39
Rule  2: 7421362711, Class:  0, CF:0.809973, Len: 10, Fitness_tra: 15
Rule  3: 72771a1147, Class:  0, CF:  1, Len: 10, Fitness_tra: 4
Rule  4: 111c331724, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule  5: 7bb71fb1b1, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule  6: 15b723b7b7, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule  7: b1271647c2, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule  8: 211281122b, Class:  1, CF:0.992882, Len: 10, Fitness_tra: 1
Rule  9: 21718e2414, Class:  1, CF:0.999731, Len: 10, Fitness_tra: 5
Rule 10: 45416a4114, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 11: 4174112707, Class:  1, CF:0.92662, Len:  9, Fitness_tra: 0
Rule 12: bbb21f444b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 13: 4f4d51b44b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 12b4412427, Class:  1, CF:0.970905, Len: 10, Fitness_tra: 0
