------Generation 0------
Rule  1: 27b2c67b17, Class:  1, CF:0.918797, Len: 10, Fitness_tra: 0
Rule 25: 274751b712, Class:  1, CF:0.995303, Len: 10, Fitness_tra: 0
Rule 26: 2717cebb42, Class:  1, CF:0.990799, Len: 10, Fitness_tra: 0
Rule 27: 1c4b2344b4, Class:  0, CF:0.724007, Len: 10, Fitness_tra: 0
Rule 28: 112b5142b2, Class:  1, CF:0.973731, Len: 10, Fitness_tra: 0
Rule 29: 2722567114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: b271214bb7, Class:  1, CF:0.887861, Len: 10, Fitness_tra: -16
Rule 31: 72221c7b2b, Class:  1, CF:0.636325, Len: 10, Fitness_tra: 0
Rule 32: 27441627b4, Class:  0, CF:0.99397, Len: 10, Fitness_tra: 0
Rule 33: 42248eb474, Class:  1, CF:0.978792, Len: 10, Fitness_tra: 0
Rule 34: 21b4537114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 2722ce2722, Class:  1, CF:0.999324, Len: 10, Fitness_tra: 0
Rule 36: 4274837b12, Class:  1, CF:0.604632, Len: 10, Fitness_tra: 0
Rule 37: 42b4244747, Class:  1, CF:0.969381, Len: 10, Fitness_tra: 0
Rule 38: 787b2e1712, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 39: 224b49b124, Class:  1, CF:0.959854, Len: 10, Fitness_tra: 0
Rule 40: 7872252bb7, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 41: 2127291127, Class:  1, CF:0.987016, Len: 10, Fitness_tra: -242
Rule 42: 72718f122b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 72b4117b72, Class:  1, CF:0.530472, Len: 10, Fitness_tra: 0
Rule 44: 14b48a72b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 2411c97b71, Class:  1, CF:0.927236, Len: 10, Fitness_tra: -21
Rule 46: 247b3f22b7, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 47: 22bb13b142, Class:  0, CF:0.446289, Len: 10, Fitness_tra: 0
Rule 48: b417ce11b7, Class:  0, CF:0.305851, Len: 10, Fitness_tra: 1
Rule 49: 2b272e4712, Class:  1, CF:0.995524, Len: 10, Fitness_tra: 0
Rule 50: 1b47c52717, Class:  1, CF:0.977271, Len: 10, Fitness_tra: 0
Rule 51: 1d12737717, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 52: 7117434244, Class:  1, CF:0.974867, Len: 10, Fitness_tra: 0
Rule 53: 2724c6b214, Class:  1, CF:0.918797, Len: 10, Fitness_tra: 0
Rule 54: 4c1b13b4b7, Class:  0, CF:0.755777, Len: 10, Fitness_tra: 0
Rule 55: 71b113b4b7, Class:  0, CF:0.241768, Len: 10, Fitness_tra: 0
Rule 56: 27b419472b, Class:  1, CF:0.978809, Len: 10, Fitness_tra: 0
Rule 57: 414421b12b, Class:  1, CF:0.975525, Len: 10, Fitness_tra: 0
Rule 58: 127711221b, Class:  1, CF:0.726777, Len: 10, Fitness_tra: -143
Rule 59: 717b137b42, Class:  0, CF:0.308954, Len: 10, Fitness_tra: 0
Rule 60: 74411e7172, Class:  1, CF:0.997721, Len: 10, Fitness_tra: 0
Rule 61: 1422217112, Class:  1, CF:0.708731, Len: 10, Fitness_tra: -653
Rule 62: 74b2514121, Class:  1, CF:0.985084, Len: 10, Fitness_tra: 0
Rule 63: 42b2517227, Class:  1, CF:0.992621, Len: 10, Fitness_tra: 0
Rule 64: 7cb1537124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 42b223b21b, Class:  1, CF:0.0665369, Len: 10, Fitness_tra: 0
Rule 66: 217441b4bb, Class:  1, CF:0.969437, Len: 10, Fitness_tra: -1
Rule 67: b7bbc6b47b, Class:  1, CF:0.782276, Len: 10, Fitness_tra: 0
Rule 68: 211789742b, Class:  1, CF:0.99467, Len: 10, Fitness_tra: 0
Rule 69: 4817c14721, Class:  1, CF:0.822868, Len: 10, Fitness_tra: 0
Rule 70: 77271e4224, Class:  1, CF:0.99966, Len: 10, Fitness_tra: 0
Rule 71: 1142d32b41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 2b7481bb14, Class:  1, CF:0.991628, Len: 10, Fitness_tra: 0
Rule 73: bb7411b447, Class:  1, CF:0.989973, Len: 10, Fitness_tra: 0
Rule 74: 74175a4224, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 4172432244, Class:  1, CF:0.961802, Len: 10, Fitness_tra: 0
Rule 76: 2447c17742, Class:  1, CF:0.990994, Len: 10, Fitness_tra: 0
Rule 77: 724b214721, Class:  1, CF:0.935211, Len: 10, Fitness_tra: 0
Rule 78: 172185b1b4, Class:  1, CF:0.982902, Len: 10, Fitness_tra: -26
Rule 79: 7241852474, Class:  1, CF:0.99877, Len: 10, Fitness_tra: 0
Rule 80: 71b715714b, Class:  1, CF:0.967684, Len: 10, Fitness_tra: -9
Rule 81: 14442eb444, Class:  1, CF:0.972336, Len: 10, Fitness_tra: 0
Rule 82: bb7b2941b2, Class:  1, CF:0.974219, Len: 10, Fitness_tra: 0
Rule 83: 21771db177, Class:  1, CF:0.954413, Len: 10, Fitness_tra: 0
Rule 84: 221b817b11, Class:  1, CF:0.510411, Len: 10, Fitness_tra: -168
Rule 85: 121123b274, Class:  1, CF:0.477391, Len: 10, Fitness_tra: 0
Rule 86: 41b1812172, Class:  1, CF:0.998305, Len: 10, Fitness_tra: -1
Rule 87: 2b11c942bb, Class:  0, CF:0.943881, Len: 10, Fitness_tra: 0
Rule 88: 27118e1b72, Class:  1, CF:0.997567, Len: 10, Fitness_tra: 3
Rule 89: b44bc34b12, Class:  1, CF:0.820191, Len: 10, Fitness_tra: 0
Rule 90: 22241d2b2b, Class:  1, CF:0.651757, Len: 10, Fitness_tra: 0
Rule 91: 2275cebc12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 71742ebb2b, Class:  0, CF:0.999999, Len: 10, Fitness_tra: 0
Rule 93: 7ae7594727, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 47274e4241, Class:  1, CF:0.999016, Len: 10, Fitness_tra: 0
Rule 95: b82411b44d, Class:  1, CF:0.993043, Len: 10, Fitness_tra: 0
Rule 96: 4127491224, Class:  1, CF:0.998687, Len: 10, Fitness_tra: 0
Rule 97: b4171e18b7, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 98: d117c97224, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 4817c14721, Class:  1, CF:0.822868, Len:  0, Fitness_tra: 0
Rule100: 4111331b42, Class:  0, CF:0.198013, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:38.1929
------Result------
Miss_rate(tra)	:38.1929
Miss_rate(tst)	:36.9287
ARL				:10

------Generation 1------
Rule  1: 11112e1b2b, Class:  0, CF:0.999818, Len: 10, Fitness_tra: 2709
Rule  2: 12141314b7, Class:  0, CF:0.768763, Len: 10, Fitness_tra: 176
Rule  3: 4111331b42, Class:  0, CF:0.198013, Len: 10, Fitness_tra: 120
Rule  4: 714189b177, Class:  1, CF:0.998775, Len: 10, Fitness_tra: -15
Rule  5: 27118e1b72, Class:  1, CF:0.997567, Len: 10, Fitness_tra: 3
Rule  6: b824161741, Class:  0, CF:  1, Len: 10, Fitness_tra: 2
Rule  7: 142b264b42, Class:  0, CF:0.989265, Len: 10, Fitness_tra: 1
Rule  8: b224231214, Class:  1, CF:0.994373, Len: 10, Fitness_tra: 1
Rule  9: b222164421, Class:  0, CF:0.979036, Len: 10, Fitness_tra: 0
Rule 10: 714bc57221, Class:  1, CF:0.994448, Len: 10, Fitness_tra: 0
Rule 11: b417ce11b7, Class:  0, CF:0.305851, Len: 10, Fitness_tra: 1
Rule 12: 4111331b42, Class:  0, CF:0.198013, Len:  0, Fitness_tra: 0
Rule 13: 7772937171, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: b2721e744b, Class:  1, CF:0.956473, Len: 10, Fitness_tra: 0
Rule 15: 4817c14721, Class:  1, CF:0.822868, Len:  0, Fitness_tra: 0
Rule 16: 77b71f721b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 17: 2174812b47, Class:  1, CF:0.981455, Len: 10, Fitness_tra: 0
Rule 18: 7a1dd17122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 7b746fbb4b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 20: bb2bc14274, Class:  1, CF:0.998584, Len: 10, Fitness_tra: 0
Rule 21: 27b2c67b17, Class:  1, CF:0.918797, Len: 10, Fitness_tra: 0
Rule 22: 4b2721bbb2, Class:  1, CF:0.975494, Len: 10, Fitness_tra: 0
Rule 23: 7b771974b7, Class:  1, CF:0.995051, Len: 10, Fitness_tra: 0
Rule 24: 274751b712, Class:  1, CF:0.995303, Len: 10, Fitness_tra: 0
Rule 25: 2717cebb42, Class:  1, CF:0.990799, Len: 10, Fitness_tra: 0
Rule 26: 1c4b2344b4, Class:  0, CF:0.724007, Len: 10, Fitness_tra: 0
Rule 27: 112b5142b2, Class:  1, CF:0.973731, Len: 10, Fitness_tra: 0
Rule 28: 2722567114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 72221c7b2b, Class:  1, CF:0.636325, Len: 10, Fitness_tra: 0
Rule 30: 27441627b4, Class:  0, CF:0.99397, Len: 10, Fitness_tra: 0
Rule 31: 42248eb474, Class:  1, CF:0.978792, Len: 10, Fitness_tra: 0
Rule 32: 21b4537114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 2722ce2722, Class:  1, CF:0.999324, Len: 10, Fitness_tra: 0
Rule 34: 4274837b12, Class:  1, CF:0.604632, Len: 10, Fitness_tra: 0
Rule 35: 42b4244747, Class:  1, CF:0.969381, Len: 10, Fitness_tra: 0
Rule 36: 787b2e1712, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 37: 224b49b124, Class:  1, CF:0.959854, Len: 10, Fitness_tra: 0
Rule 38: 7872252bb7, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 39: 72718f122b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 72b4117b72, Class:  1, CF:0.530472, Len: 10, Fitness_tra: -3
Rule 41: 14b48a72b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 247b3f22b7, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 43: 22bb13b142, Class:  0, CF:0.446289, Len: 10, Fitness_tra: 0
Rule 44: 4427c6b4b4, Class:  1, CF:0.782162, Len: 10, Fitness_tra: 0
Rule 45: 2b272e4712, Class:  1, CF:0.995524, Len: 10, Fitness_tra: 0
Rule 46: 1b47c52717, Class:  1, CF:0.977271, Len: 10, Fitness_tra: -2
Rule 47: 1d12737717, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 48: 7117434244, Class:  1, CF:0.974867, Len: 10, Fitness_tra: 0
Rule 49: 2724c6b214, Class:  1, CF:0.918797, Len: 10, Fitness_tra: 0
Rule 50: 4c1b13b4b7, Class:  0, CF:0.755777, Len: 10, Fitness_tra: 0
Rule 51: 71b113b4b7, Class:  0, CF:0.241768, Len: 10, Fitness_tra: 0
Rule 52: 27b419472b, Class:  1, CF:0.978809, Len: 10, Fitness_tra: 0
Rule 53: 414421b12b, Class:  1, CF:0.975525, Len: 10, Fitness_tra: 0
Rule 54: 717b137b42, Class:  0, CF:0.308954, Len: 10, Fitness_tra: 0
Rule 55: 74411e7172, Class:  1, CF:0.997721, Len: 10, Fitness_tra: 0
Rule 56: 74b2514121, Class:  1, CF:0.985084, Len: 10, Fitness_tra: 0
Rule 57: 42b2517227, Class:  1, CF:0.992621, Len: 10, Fitness_tra: 0
Rule 58: 7cb1537124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 42b223b21b, Class:  1, CF:0.0665369, Len: 10, Fitness_tra: 0
Rule 60: d117c97224, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: b7bbc6b47b, Class:  1, CF:0.782276, Len: 10, Fitness_tra: 0
Rule 62: 211789742b, Class:  1, CF:0.99467, Len: 10, Fitness_tra: 0
Rule 63: 4817c14721, Class:  1, CF:0.822868, Len: 10, Fitness_tra: -25
Rule 64: 77271e4224, Class:  1, CF:0.99966, Len: 10, Fitness_tra: 0
Rule 65: 1142d32b41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 2b7481bb14, Class:  1, CF:0.991628, Len: 10, Fitness_tra: 0
Rule 67: bb7411b447, Class:  1, CF:0.989973, Len: 10, Fitness_tra: 0
Rule 68: 74175a4224, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 4172432244, Class:  1, CF:0.961802, Len: 10, Fitness_tra: 0
Rule 70: 2447c17742, Class:  1, CF:0.990994, Len: 10, Fitness_tra: 0
Rule 71: 724b214721, Class:  1, CF:0.935211, Len: 10, Fitness_tra: 0
Rule 72: 7241852474, Class:  1, CF:0.99877, Len: 10, Fitness_tra: 0
Rule 73: 14442eb444, Class:  1, CF:0.972336, Len: 10, Fitness_tra: 0
Rule 74: bb7b2941b2, Class:  1, CF:0.974219, Len: 10, Fitness_tra: 0
Rule 75: 21771db177, Class:  1, CF:0.954413, Len: 10, Fitness_tra: 0
Rule 76: 121123b274, Class:  1, CF:0.477391, Len: 10, Fitness_tra: 0
Rule 77: 2b11c942bb, Class:  0, CF:0.943881, Len: 10, Fitness_tra: 0
Rule 78: 41224f7224, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 79: b44bc34b12, Class:  1, CF:0.820191, Len: 10, Fitness_tra: 0
Rule 80: 22241d2b2b, Class:  1, CF:0.651757, Len: 10, Fitness_tra: 0
Rule 81: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 7222537b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: b9171947b1, Class:  0, CF:  1, Len: 10, Fitness_tra: 4
Rule 84: 2171434b74, Class:  1, CF:0.109045, Len: 10, Fitness_tra: -1
Rule 85: 412425177b, Class:  1, CF:0.931566, Len: 10, Fitness_tra: -216
Rule 86: 4bb41117b1, Class:  1, CF:0.958385, Len: 10, Fitness_tra: -1316
Rule 87: 71b1452277, Class:  1, CF:0.999083, Len: 10, Fitness_tra: 3
Rule 88: bb1483bbbb, Class:  1, CF:0.937457, Len: 10, Fitness_tra: 0
Rule 89: 1b241822b1, Class:  1, CF:0.978928, Len: 10, Fitness_tra: 0
Rule 90: 74128e2172, Class:  1, CF:0.922973, Len: 10, Fitness_tra: 0
Rule 91: 1172264242, Class:  0, CF:0.937646, Len: 10, Fitness_tra: 0
Rule 92: 21b4437114, Class:  1, CF:0.75779, Len: 10, Fitness_tra: 0
Rule 93: b44111744d, Class:  1, CF:0.999853, Len: 10, Fitness_tra: 0
Rule 94: 7cb4c34b34, Class:  1, CF:0.282479, Len: 10, Fitness_tra: 0
Rule 95: 7117434244, Class:  1, CF:0.974867, Len:  0, Fitness_tra: 0
Rule 96: 422486b471, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 27445377b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 422942b174, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 99: 14b48a77b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 27b1c92b2b, Class:  0, CF:0.999101, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:38.3147
------Result------
Miss_rate(tra)	:38.3147
Miss_rate(tst)	:36.9287
ARL				:9.87952

------Generation 2------
Rule  1: 11112e1b2b, Class:  0, CF:0.999818, Len: 10, Fitness_tra: 2678
Rule  2: 12141314b7, Class:  0, CF:0.768763, Len: 10, Fitness_tra: 101
Rule  3: 4111331b42, Class:  0, CF:0.198013, Len: 10, Fitness_tra: 63
Rule  4: b9171947b1, Class:  0, CF:  1, Len: 10, Fitness_tra: 2
Rule  5: 71b1452277, Class:  1, CF:0.999083, Len: 10, Fitness_tra: 2
Rule  6: 27118e1b72, Class:  1, CF:0.997567, Len: 10, Fitness_tra: 2
Rule  7: b824161741, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule  8: b224231214, Class:  1, CF:0.994373, Len: 10, Fitness_tra: 1
Rule  9: b417ce11b7, Class:  0, CF:0.305851, Len: 10, Fitness_tra: 1
Rule 10: 142b264b42, Class:  0, CF:0.989265, Len: 10, Fitness_tra: 1
Rule 11: 27b1c92b2b, Class:  0, CF:0.999101, Len: 10, Fitness_tra: 0
