------Generation 0------
Rule  1: b2bb814221, Class:  1, CF:0.979545, Len: 10, Fitness_tra: 0
Rule 93: b142591741, Class:  1, CF:0.96079, Len: 10, Fitness_tra: -11
Rule 94: 7117c9bb24, Class:  1, CF:0.979777, Len: 10, Fitness_tra: 0
Rule 95: b77423471b, Class:  1, CF:0.395029, Len: 10, Fitness_tra: 0
Rule 96: b5b721474b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 97: 77b15912bb, Class:  1, CF:0.995103, Len: 10, Fitness_tra: -29
Rule 98: 214b13141b, Class:  0, CF:0.0575503, Len: 10, Fitness_tra: 1
Rule 99: b17459b41b, Class:  1, CF:0.990012, Len: 10, Fitness_tra: 0
Rule100: b511117b27, Class:  0, CF:  1, Len: 10, Fitness_tra: 7
------Current------
Miss_rate(tra)	:31.5939
------Result------
Miss_rate(tra)	:31.5939
Miss_rate(tst)	:34.1865
ARL				:10

------Generation 1------
Rule  1: b2171e1b11, Class:  0, CF:0.306648, Len: 10, Fitness_tra: 2570
Rule  2: 1272851117, Class:  0, CF:0.13162, Len: 10, Fitness_tra: 383
Rule  3: 437133114b, Class:  0, CF:0.133373, Len: 10, Fitness_tra: 209
Rule  4: 151415b441, Class:  0, CF:0.97935, Len: 10, Fitness_tra: 54
Rule  5: 157221b71b, Class:  0, CF:  1, Len: 10, Fitness_tra: 6
Rule  6: 124159b412, Class:  1, CF:0.980683, Len: 10, Fitness_tra: 2
Rule  7: b111ce2b24, Class:  1, CF:0.998609, Len: 10, Fitness_tra: 2
Rule  8: 2577111427, Class:  1, CF:0.995786, Len: 10, Fitness_tra: -117
Rule  9: 49b1212421, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 10: b2bb814221, Class:  1, CF:0.979545, Len: 10, Fitness_tra: 0
Rule 11: 1172c92247, Class:  1, CF:0.957589, Len: 10, Fitness_tra: 0
Rule 12: 221b2e2144, Class:  1, CF:0.892526, Len: 10, Fitness_tra: 0
Rule 13: 7412c3b421, Class:  1, CF:0.888346, Len: 10, Fitness_tra: 0
Rule 14: c0505d036d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 1b148a242b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: b77b1941b2, Class:  1, CF:0.827029, Len: 10, Fitness_tra: -1
Rule 17: 7cb1164217, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 18: 414413741b, Class:  1, CF:0.0316681, Len: 10, Fitness_tra: 0
Rule 19: 1d74c3bb12, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 20: 2c222142bb, Class:  1, CF:0.725911, Len: 10, Fitness_tra: 0
Rule 21: b1b786212b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 7b1b1a442b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 23: 2bb771b214, Class:  1, CF:0.975238, Len: 10, Fitness_tra: 0
Rule 24: 24b1497bbb, Class:  0, CF:0.999691, Len: 10, Fitness_tra: 0
Rule 25: 717b23171b, Class:  1, CF:0.518982, Len: 10, Fitness_tra: -23
Rule 26: 12142a7472, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 27: 14b1cf2b71, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: b1744dbb1b, Class:  1, CF:0.879062, Len: 10, Fitness_tra: -288
Rule 29: 4442167727, Class:  0, CF:0.998168, Len: 10, Fitness_tra: 0
Rule 30: 48b2c111b4, Class:  0, CF:  1, Len: 10, Fitness_tra: 100
Rule 31: 24b1ca1421, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 741b1644bb, Class:  0, CF:0.976022, Len: 10, Fitness_tra: 0
Rule 33: 77b7554247, Class:  1, CF:0.999555, Len: 10, Fitness_tra: 0
Rule 34: 47bb1f11b2, Class:  0, CF:  1, Len: 10, Fitness_tra: 5
Rule 35: 4542c12144, Class:  1, CF:0.997088, Len: 10, Fitness_tra: 0
Rule 36: 7441112417, Class:  1, CF:0.892333, Len: 10, Fitness_tra: -138
Rule 37: 427b1a4214, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 38: 741713b127, Class:  1, CF:0.666952, Len: 10, Fitness_tra: 0
Rule 39: b512117b7b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 40: 42b486721b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: bb4216b1b1, Class:  1, CF:0.63902, Len: 10, Fitness_tra: -7
Rule 42: 1c27294721, Class:  0, CF:0.453818, Len: 10, Fitness_tra: 5
Rule 43: 22b7162422, Class:  0, CF:0.996792, Len: 10, Fitness_tra: 0
Rule 44: bcb781414b, Class:  1, CF:0.906084, Len: 10, Fitness_tra: 0
Rule 45: 7724417711, Class:  1, CF:0.900738, Len: 10, Fitness_tra: -5
Rule 46: 21124e21b2, Class:  1, CF:0.683699, Len: 10, Fitness_tra: 0
Rule 47: 477b51b714, Class:  1, CF:0.994281, Len: 10, Fitness_tra: 0
Rule 48: b221817b21, Class:  1, CF:0.965388, Len: 10, Fitness_tra: -1
Rule 49: 474b5142bb, Class:  1, CF:0.997861, Len: 10, Fitness_tra: 0
Rule 50: 7142812b72, Class:  1, CF:0.97201, Len: 10, Fitness_tra: 0
Rule 51: 1444261474, Class:  0, CF:0.996826, Len: 10, Fitness_tra: 1
Rule 52: 4424c37712, Class:  1, CF:0.792063, Len: 10, Fitness_tra: 0
Rule 53: 2227897742, Class:  1, CF:0.970325, Len: 10, Fitness_tra: 0
Rule 54: 2124154b7b, Class:  1, CF:0.798024, Len: 10, Fitness_tra: 0
Rule 55: 1442514b24, Class:  1, CF:0.726198, Len: 10, Fitness_tra: 0
Rule 56: 4274c57724, Class:  1, CF:0.974341, Len: 10, Fitness_tra: 0
Rule 57: b712c14442, Class:  1, CF:0.989858, Len: 10, Fitness_tra: 0
Rule 58: 11b1c1244b, Class:  1, CF:0.991207, Len: 10, Fitness_tra: 0
Rule 59: 14b44127b7, Class:  1, CF:0.648048, Len: 10, Fitness_tra: 0
Rule 60: bd218f1711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 43bc85bb7b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 42bbd14442, Class:  1, CF:0.99347, Len: 10, Fitness_tra: 0
Rule 63: 1542114144, Class:  1, CF:0.968596, Len: 10, Fitness_tra: 0
Rule 64: 8c00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 72145e2144, Class:  1, CF:0.89806, Len: 10, Fitness_tra: 0
Rule 66: b447114214, Class:  1, CF:0.976341, Len: 10, Fitness_tra: 0
Rule 67: 1114c317b7, Class:  1, CF:0.93113, Len: 10, Fitness_tra: -33
Rule 68: 2712de1b11, Class:  1, CF:0.246703, Len: 10, Fitness_tra: 0
Rule 69: 47bb29b74b, Class:  1, CF:0.98756, Len: 10, Fitness_tra: 0
Rule 70: 4244c31b1b, Class:  1, CF:0.890286, Len: 10, Fitness_tra: 0
Rule 71: 1141c1bbb2, Class:  1, CF:0.944481, Len: 10, Fitness_tra: -36
Rule 72: 2b71ce2717, Class:  1, CF:0.999193, Len: 10, Fitness_tra: 0
Rule 73: 7244564bb4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1774c141b2, Class:  1, CF:0.902044, Len: 10, Fitness_tra: -2
Rule 75: 2517aa4214, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 76: 72bb5a474b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: bb242674bb, Class:  0, CF:0.940354, Len: 10, Fitness_tra: 0
Rule 78: 457bce4174, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 79: 744b1142b2, Class:  1, CF:0.702653, Len: 10, Fitness_tra: 0
Rule 80: 7244892721, Class:  1, CF:0.516973, Len: 10, Fitness_tra: 0
Rule 81: 4f1121b727, Class:  1, CF:0.995854, Len: 10, Fitness_tra: -450
Rule 82: b44415b77b, Class:  1, CF:0.878365, Len: 10, Fitness_tra: 0
Rule 83: 212421142b, Class:  1, CF:0.955992, Len: 10, Fitness_tra: -47
Rule 84: 224bff4b27, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 85: 2142197221, Class:  1, CF:0.997866, Len: 10, Fitness_tra: 0
Rule 86: 77b14322b1, Class:  1, CF:0.282184, Len: 10, Fitness_tra: 1
Rule 87: 444b5922b4, Class:  1, CF:0.905787, Len: 10, Fitness_tra: 0
Rule 88: 251b1a2477, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 89: 1217fa7b44, Class:  0, CF:  1, Len: 10, Fitness_tra: 2
Rule 90: 7214194744, Class:  1, CF:0.91199, Len: 10, Fitness_tra: 0
Rule 91: b1b78f112b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 21447c7411, Class:  1, CF:0.939836, Len: 10, Fitness_tra: -105
Rule 93: b142591741, Class:  1, CF:0.96079, Len: 10, Fitness_tra: -11
Rule 94: 7117c9bb24, Class:  1, CF:0.979777, Len: 10, Fitness_tra: 0
Rule 95: b77423471b, Class:  1, CF:0.395029, Len: 10, Fitness_tra: 0
Rule 96: b5b721474b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 97: 77b15912bb, Class:  1, CF:0.995103, Len: 10, Fitness_tra: -29
Rule 98: 214b13141b, Class:  0, CF:0.0575503, Len: 10, Fitness_tra: 1
Rule 99: b17459b41b, Class:  1, CF:0.990012, Len: 10, Fitness_tra: 0
Rule100: b511117b27, Class:  0, CF:  1, Len: 10, Fitness_tra: 7
------Current------
Miss_rate(tra)	:31.5939
------Result------
Miss_rate(tra)	:31.5939
Miss_rate(tst)	:34.1865
ARL				:10

------Generation 2------
Rule  1: b2171e1b11, Class:  0, CF:0.306648, Len: 10, Fitness_tra: 2515
Rule  2: 1272851117, Class:  0, CF:0.13162, Len: 10, Fitness_tra: 128
Rule  3: 437133114b, Class:  0, CF:0.133373, Len: 10, Fitness_tra: 225
Rule  4: 48b2c111b4, Class:  0, CF:  1, Len: 10, Fitness_tra: 80
Rule  5: 151415b441, Class:  0, CF:0.97935, Len: 10, Fitness_tra: 116
Rule  6: b511117b27, Class:  0, CF:  1, Len: 10, Fitness_tra: 23
Rule  7: 157221b71b, Class:  0, CF:  1, Len: 10, Fitness_tra: 10
Rule  8: 47bb1f11b2, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule  9: 1c27294721, Class:  0, CF:0.453818, Len: 10, Fitness_tra: 0
Rule 10: 124159b412, Class:  1, CF:0.980683, Len: 10, Fitness_tra: 2
Rule 11: 1217fa7b44, Class:  0, CF:  1, Len: 10, Fitness_tra: 2
Rule 12: b111ce2b24, Class:  1, CF:0.998609, Len: 10, Fitness_tra: 0
