------Generation 0------
Rule  1: 1244134b21, Class:  0, CF:0.290507, Len: 10, Fitness_tra: 0
Rule 27: 72441ebbb2, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 28: 447bce2bb1, Class:  0, CF:0.999996, Len: 10, Fitness_tra: 0
Rule 29: b117cf4442, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: bbbb8fb1b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 22bbcd7111, Class:  1, CF:0.823494, Len: 10, Fitness_tra: -21
Rule 32: 124bce2bb2, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 33: b41b834412, Class:  1, CF:0.703954, Len: 10, Fitness_tra: 0
Rule 34: 75bbb11274, Class:  1, CF:0.917362, Len: 10, Fitness_tra: -3
Rule 35: 4277117214, Class:  1, CF:0.992299, Len: 10, Fitness_tra: 0
Rule 36: 477bceb24b, Class:  0, CF:0.999998, Len: 10, Fitness_tra: 0
Rule 37: 7b7118b217, Class:  1, CF:0.999411, Len: 10, Fitness_tra: 5
Rule 38: 421bc9b222, Class:  1, CF:0.960212, Len: 10, Fitness_tra: 0
Rule 39: 2412d611bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 117156b212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 21b4212224, Class:  1, CF:0.995423, Len: 10, Fitness_tra: 0
Rule 42: 42bb1514b2, Class:  1, CF:0.258246, Len: 10, Fitness_tra: 0
Rule 43: 112231b217, Class:  1, CF:0.902646, Len: 10, Fitness_tra: 0
Rule 44: 1cb1412117, Class:  1, CF:0.782871, Len: 10, Fitness_tra: -71
Rule 45: 0000000000, Class:  1, CF:2.22045e-16, Len:  0, Fitness_tra: 0
Rule 46: 71b4114172, Class:  1, CF:0.935591, Len: 10, Fitness_tra: 0
Rule 47: 11712e7411, Class:  1, CF:0.988829, Len: 10, Fitness_tra: -2405
Rule 48: 712b5e1411, Class:  1, CF:0.967705, Len: 10, Fitness_tra: 0
Rule 49: 7747134277, Class:  0, CF:0.162559, Len: 10, Fitness_tra: 0
Rule 50: 44b12941bb, Class:  1, CF:0.963375, Len: 10, Fitness_tra: 0
Rule 51: b312411242, Class:  1, CF:0.997918, Len: 10, Fitness_tra: 0
Rule 52: 72b7217b11, Class:  1, CF:0.704155, Len: 10, Fitness_tra: -37
Rule 53: b4b7a344b2, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 54: 42b4117b27, Class:  1, CF:0.540619, Len: 10, Fitness_tra: 0
Rule 55: bc142ab22b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 56: b71215211b, Class:  1, CF:0.513342, Len: 10, Fitness_tra: -7
Rule 57: 11278324b2, Class:  1, CF:0.576923, Len: 10, Fitness_tra: 0
Rule 58: b424534b42, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: bcbc63724b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: b12b11b174, Class:  1, CF:0.912757, Len: 10, Fitness_tra: 0
Rule 61: b2112a2412, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 62: 22215a172b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 211225b717, Class:  1, CF:0.847394, Len: 10, Fitness_tra: 0
Rule 64: 7c2711714b, Class:  1, CF:0.833265, Len: 10, Fitness_tra: 0
Rule 65: 7241c67471, Class:  1, CF:0.984066, Len: 10, Fitness_tra: 0
Rule 66: b1418e2b47, Class:  1, CF:0.994809, Len: 10, Fitness_tra: 0
Rule 67: 22245a114b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 2117c9bbbb, Class:  0, CF:0.992732, Len: 10, Fitness_tra: 0
Rule 69: b24281b714, Class:  1, CF:0.970308, Len: 10, Fitness_tra: 0
Rule 70: 714146b174, Class:  0, CF:0.743911, Len: 10, Fitness_tra: 1
Rule 71: 42175174b1, Class:  1, CF:0.929946, Len: 10, Fitness_tra: 0
Rule 72: 2b472e1477, Class:  1, CF:0.999133, Len: 10, Fitness_tra: 0
Rule 73: 171bc3b147, Class:  1, CF:0.929389, Len: 10, Fitness_tra: -5
Rule 74: 141bc37b42, Class:  1, CF:0.780591, Len: 10, Fitness_tra: 0
Rule 75: 47221a1414, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 76: 41715347b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 4174812177, Class:  1, CF:0.991385, Len: 10, Fitness_tra: 0
Rule 78: b2118924b4, Class:  1, CF:0.972007, Len: 10, Fitness_tra: 0
Rule 79: 2424794274, Class:  1, CF:0.974273, Len: 10, Fitness_tra: 0
Rule 80: 227283721b, Class:  1, CF:0.887039, Len: 10, Fitness_tra: 0
Rule 81: 21212e7b27, Class:  1, CF:0.987403, Len: 10, Fitness_tra: 0
Rule 82: 4122111174, Class:  1, CF:0.748452, Len: 10, Fitness_tra: -10
Rule 83: 24442122bb, Class:  1, CF:0.955087, Len: 10, Fitness_tra: 0
Rule 84: 72bb291bb2, Class:  0, CF:0.999994, Len: 10, Fitness_tra: 2
Rule 85: 77748f4b77, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 1d4119b444, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 87: 712b71114b, Class:  1, CF:0.86758, Len: 10, Fitness_tra: -409
Rule 88: 4db11e1772, Class:  0, CF:  1, Len: 10, Fitness_tra: 9
Rule 89: 1812c14b47, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 90: 2527292741, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 91: 274744b4b7, Class:  1, CF:0.981986, Len: 10, Fitness_tra: 0
Rule 92: 744b137717, Class:  0, CF:0.364353, Len: 10, Fitness_tra: 0
Rule 93: b7441a1b22, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 94: b472834772, Class:  1, CF:0.259639, Len: 10, Fitness_tra: 0
Rule 95: 184b25b111, Class:  0, CF:0.941268, Len: 10, Fitness_tra: 55
Rule 96: 2177c324b1, Class:  1, CF:0.827599, Len: 10, Fitness_tra: 0
Rule 97: 421223742b, Class:  1, CF:0.983244, Len: 10, Fitness_tra: 0
Rule 98: 14b229222b, Class:  1, CF:0.971328, Len: 10, Fitness_tra: 0
Rule 99: b572414b71, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule100: 1141df1bb2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:98.0102
------Result------
Miss_rate(tra)	:98.0102
Miss_rate(tst)	:98.3547
ARL				:9.88636

------Generation 0------
Rule  1: 184b25b111, Class:  0, CF:0.941268, Len: 10, Fitness_tra: 64
Rule  2: 4db11e1772, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule  3: 7b7118b217, Class:  1, CF:0.999411, Len: 10, Fitness_tra: 3
Rule  4: 111b89b71b, Class:  0, CF:0.042528, Len: 10, Fitness_tra: 127
Rule  5: 72bb291bb2, Class:  0, CF:0.999994, Len: 10, Fitness_tra: 20
Rule  6: b822411bb1, Class:  0, CF:  1, Len: 10, Fitness_tra: 7
Rule  7: 21b11ab44b, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule  8: 714146b174, Class:  0, CF:0.743911, Len: 10, Fitness_tra: 1
Rule  9: 2527292741, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 10: 1244134b21, Class:  0, CF:0.290507, Len: 10, Fitness_tra: 7
Rule 11: 1141df1bb2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 4522c34121, Class:  1, CF:0.999437, Len: 10, Fitness_tra: 0
Rule 13: 4717162174, Class:  0, CF:0.57148, Len: 10, Fitness_tra: 0
Rule 14: 1b12c64247, Class:  1, CF:0.946216, Len: 10, Fitness_tra: 0
Rule 15: 72472e7741, Class:  1, CF:0.926149, Len: 10, Fitness_tra: 0
Rule 16: bb2b2147b7, Class:  1, CF:0.987739, Len: 10, Fitness_tra: 0
Rule 17: 447b2521b4, Class:  1, CF:0.770802, Len: 10, Fitness_tra: 0
Rule 18: b4273322bb, Class:  0, CF:0.719059, Len: 10, Fitness_tra: 0
Rule 19: b572414b71, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 20: 22718e27b4, Class:  1, CF:0.960864, Len: 10, Fitness_tra: 0
Rule 21: 1124232274, Class:  1, CF:0.43708, Len: 10, Fitness_tra: 0
Rule 22: 12b28a1bbb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: b411e9b742, Class:  1, CF:0.985159, Len: 10, Fitness_tra: 0
Rule 24: 2b17517441, Class:  1, CF:0.998088, Len: 10, Fitness_tra: -5
Rule 25: 72441ebbb2, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 26: 447bce2bb1, Class:  0, CF:0.999996, Len: 10, Fitness_tra: 0
Rule 27: b117cf4442, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: bbbb8fb1b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 124bce2bb2, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 30: b41b834412, Class:  1, CF:0.703954, Len: 10, Fitness_tra: 0
Rule 31: 14b229222b, Class:  1, CF:0.971328, Len: 10, Fitness_tra: 0
Rule 32: 4277117214, Class:  1, CF:0.992299, Len: 10, Fitness_tra: 1
Rule 33: 477bceb24b, Class:  0, CF:0.999998, Len: 10, Fitness_tra: 0
Rule 34: 71b41171b2, Class:  1, CF:0.86289, Len: 10, Fitness_tra: 0
Rule 35: 421bc9b222, Class:  1, CF:0.960212, Len: 10, Fitness_tra: 0
Rule 36: 2412d611bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 117156b212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 21b4212224, Class:  1, CF:0.995423, Len: 10, Fitness_tra: 0
Rule 39: 42bb1514b2, Class:  1, CF:0.258246, Len: 10, Fitness_tra: -10
Rule 40: 112231b217, Class:  1, CF:0.902646, Len: 10, Fitness_tra: 0
Rule 41: 0000000000, Class:  1, CF:2.22045e-16, Len:  0, Fitness_tra: 0
Rule 42: 71b4114172, Class:  1, CF:0.935591, Len: 10, Fitness_tra: 0
Rule 43: 712b5e1411, Class:  1, CF:0.967705, Len: 10, Fitness_tra: -118
Rule 44: 7747134277, Class:  0, CF:0.162559, Len: 10, Fitness_tra: 0
Rule 45: 44b12941bb, Class:  1, CF:0.963375, Len: 10, Fitness_tra: -4
Rule 46: b312411242, Class:  1, CF:0.997918, Len: 10, Fitness_tra: 1
Rule 47: b4b7a344b2, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 48: 42b4117b27, Class:  1, CF:0.540619, Len: 10, Fitness_tra: 0
Rule 49: bc142ab22b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 50: 11278324b2, Class:  1, CF:0.576923, Len: 10, Fitness_tra: 0
Rule 51: b424534b42, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: bcbc63724b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: b12b11b174, Class:  1, CF:0.912757, Len: 10, Fitness_tra: 0
Rule 54: b2112a2412, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 55: 22215a172b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 211225b717, Class:  1, CF:0.847394, Len: 10, Fitness_tra: -77
Rule 57: 7c2711714b, Class:  1, CF:0.833265, Len: 10, Fitness_tra: 0
Rule 58: 7241c67471, Class:  1, CF:0.984066, Len: 10, Fitness_tra: -1
Rule 59: b1418e2b47, Class:  1, CF:0.994809, Len: 10, Fitness_tra: 0
Rule 60: 22245a114b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 2117c9bbbb, Class:  0, CF:0.992732, Len: 10, Fitness_tra: 0
Rule 62: b24281b714, Class:  1, CF:0.970308, Len: 10, Fitness_tra: 0
Rule 63: 144b25444b, Class:  1, CF:0.943896, Len: 10, Fitness_tra: 0
Rule 64: 42175174b1, Class:  1, CF:0.929946, Len: 10, Fitness_tra: 0
Rule 65: 2b472e1477, Class:  1, CF:0.999133, Len: 10, Fitness_tra: 1
Rule 66: 141bc37b42, Class:  1, CF:0.780591, Len: 10, Fitness_tra: 0
Rule 67: 47221a1414, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 68: 41715347b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 4174812177, Class:  1, CF:0.991385, Len: 10, Fitness_tra: 0
Rule 70: b2118924b4, Class:  1, CF:0.972007, Len: 10, Fitness_tra: 0
Rule 71: 2424794274, Class:  1, CF:0.974273, Len: 10, Fitness_tra: 0
Rule 72: 227283721b, Class:  1, CF:0.887039, Len: 10, Fitness_tra: 0
Rule 73: 21212e7b27, Class:  1, CF:0.987403, Len: 10, Fitness_tra: 0
Rule 74: 24442122bb, Class:  1, CF:0.955087, Len: 10, Fitness_tra: 0
Rule 75: b71b18b227, Class:  1, CF:0.988914, Len: 10, Fitness_tra: 0
Rule 76: 77748f4b77, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1d4119b444, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 78: 7c4429b724, Class:  1, CF:0.921096, Len: 10, Fitness_tra: 0
Rule 79: 1812c14b47, Class:  0, CF:  1, Len: 10, Fitness_tra: 8
Rule 80: 7744434442, Class:  1, CF:0.13564, Len: 10, Fitness_tra: 0
Rule 81: 72171e7214, Class:  1, CF:0.900421, Len: 10, Fitness_tra: 0
Rule 82: 4721114b24, Class:  1, CF:0.943332, Len: 10, Fitness_tra: 0
Rule 83: 4721834b11, Class:  1, CF:0.889745, Len: 10, Fitness_tra: -13
Rule 84: b2772f1177, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 85: b1248e1211, Class:  1, CF:0.985155, Len: 10, Fitness_tra: -315
Rule 86: b442661114, Class:  0, CF:0.999691, Len: 10, Fitness_tra: 41
Rule 87: 2124532444, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 71b71a7b24, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 89: 74bb561b4b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: b114211214, Class:  1, CF:0.945733, Len: 10, Fitness_tra: -3717
Rule 91: 0747134277, Class:  1, CF:0.174815, Len:  9, Fitness_tra: 0
Rule 92: 144b934161, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: b14191b174, Class:  1, CF:0.999393, Len: 10, Fitness_tra: 0
Rule 94: 1414131b42, Class:  0, CF:0.485845, Len: 10, Fitness_tra: 82
Rule 95: 144229b2b0, Class:  1, CF:0.427813, Len:  9, Fitness_tra: -24
Rule 96: 4db21e137a, Class:  0, CF:  1, Len: 10, Fitness_tra: 3
Rule 97: 14b229222b, Class:  1, CF:0.971328, Len:  0, Fitness_tra: 0
Rule 98: 712b11141b, Class:  1, CF:0.880049, Len: 10, Fitness_tra: -65
Rule 99: bdb11e1742, Class:  0, CF:  1, Len: 10, Fitness_tra: 14
Rule100: bb27332c87, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:91.8376
------Result------
Miss_rate(tra)	:91.8376
Miss_rate(tst)	:92.8702
ARL				:9.85542

------Generation 1------
Rule  1: 111b89b71b, Class:  0, CF:0.042528, Len: 10, Fitness_tra: 867
Rule  2: 1414131b42, Class:  0, CF:0.485845, Len: 10, Fitness_tra: 196
Rule  3: 184b25b111, Class:  0, CF:0.941268, Len: 10, Fitness_tra: 233
Rule  4: b442661114, Class:  0, CF:0.999691, Len: 10, Fitness_tra: 60
Rule  5: 72bb291bb2, Class:  0, CF:0.999994, Len: 10, Fitness_tra: 19
Rule  6: bdb11e1742, Class:  0, CF:  1, Len: 10, Fitness_tra: 7
Rule  7: 1812c14b47, Class:  0, CF:  1, Len: 10, Fitness_tra: 13
Rule  8: b822411bb1, Class:  0, CF:  1, Len: 10, Fitness_tra: 128
Rule  9: 1244134b21, Class:  0, CF:0.290507, Len: 10, Fitness_tra: 5
Rule 10: 4db21e137a, Class:  0, CF:  1, Len: 10, Fitness_tra: 5
Rule 11: 7b7118b217, Class:  1, CF:0.999411, Len: 10, Fitness_tra: -3
Rule 12: 21b11ab44b, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 13: b312411242, Class:  1, CF:0.997918, Len: 10, Fitness_tra: -5
Rule 14: 2b472e1477, Class:  1, CF:0.999133, Len: 10, Fitness_tra: 0
Rule 15: 2527292741, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 16: 714146b174, Class:  0, CF:0.743911, Len: 10, Fitness_tra: 1
Rule 17: b572414b71, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 18: 4277117214, Class:  1, CF:0.992299, Len: 10, Fitness_tra: 1
Rule 19: 4db11e1772, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 20: 22718e27b4, Class:  1, CF:0.960864, Len: 10, Fitness_tra: 0
Rule 21: 1124232274, Class:  1, CF:0.43708, Len: 10, Fitness_tra: 0
Rule 22: 12b28a1bbb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: b411e9b742, Class:  1, CF:0.985159, Len: 10, Fitness_tra: -15
Rule 24: bb27332c87, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 72441ebbb2, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 26: 447bce2bb1, Class:  0, CF:0.999996, Len: 10, Fitness_tra: 0
Rule 27: b117cf4442, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: bbbb8fb1b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 124bce2bb2, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 30: b41b834412, Class:  1, CF:0.703954, Len: 10, Fitness_tra: 0
Rule 31: 14b229222b, Class:  1, CF:0.971328, Len: 10, Fitness_tra: -5
Rule 32: 4522c34121, Class:  1, CF:0.999437, Len: 10, Fitness_tra: 0
Rule 33: 477bceb24b, Class:  0, CF:0.999998, Len: 10, Fitness_tra: 0
Rule 34: 71b41171b2, Class:  1, CF:0.86289, Len: 10, Fitness_tra: 0
Rule 35: 421bc9b222, Class:  1, CF:0.960212, Len: 10, Fitness_tra: 0
Rule 36: 2412d611bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 117156b212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 21b4212224, Class:  1, CF:0.995423, Len: 10, Fitness_tra: 0
Rule 39: 112231b217, Class:  1, CF:0.902646, Len: 10, Fitness_tra: 0
Rule 40: 0000000000, Class:  1, CF:2.22045e-16, Len:  0, Fitness_tra: 0
Rule 41: 71b4114172, Class:  1, CF:0.935591, Len: 10, Fitness_tra: 0
Rule 42: 7747134277, Class:  0, CF:0.162559, Len: 10, Fitness_tra: 0
Rule 43: 1141df1bb2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 4717162174, Class:  0, CF:0.57148, Len: 10, Fitness_tra: 0
Rule 45: b4b7a344b2, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 46: 42b4117b27, Class:  1, CF:0.540619, Len: 10, Fitness_tra: 0
Rule 47: bc142ab22b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 48: 11278324b2, Class:  1, CF:0.576923, Len: 10, Fitness_tra: 0
Rule 49: b424534b42, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: bcbc63724b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: b12b11b174, Class:  1, CF:0.912757, Len: 10, Fitness_tra: 0
Rule 52: b2112a2412, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 53: 22215a172b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 7c2711714b, Class:  1, CF:0.833265, Len: 10, Fitness_tra: 0
Rule 55: 14b229222b, Class:  1, CF:0.971328, Len:  0, Fitness_tra: 0
Rule 56: b1418e2b47, Class:  1, CF:0.994809, Len: 10, Fitness_tra: 0
Rule 57: 22245a114b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 2117c9bbbb, Class:  0, CF:0.992732, Len: 10, Fitness_tra: 0
Rule 59: b24281b714, Class:  1, CF:0.970308, Len: 10, Fitness_tra: 0
Rule 60: 144b25444b, Class:  1, CF:0.943896, Len: 10, Fitness_tra: 0
Rule 61: 42175174b1, Class:  1, CF:0.929946, Len: 10, Fitness_tra: -8
Rule 62: 1b12c64247, Class:  1, CF:0.946216, Len: 10, Fitness_tra: 0
Rule 63: 141bc37b42, Class:  1, CF:0.780591, Len: 10, Fitness_tra: 0
Rule 64: 47221a1414, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 65: 41715347b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 4174812177, Class:  1, CF:0.991385, Len: 10, Fitness_tra: 0
Rule 67: b2118924b4, Class:  1, CF:0.972007, Len: 10, Fitness_tra: 0
Rule 68: 2424794274, Class:  1, CF:0.974273, Len: 10, Fitness_tra: 0
Rule 69: 227283721b, Class:  1, CF:0.887039, Len: 10, Fitness_tra: 0
Rule 70: 21212e7b27, Class:  1, CF:0.987403, Len: 10, Fitness_tra: 0
Rule 71: 24442122bb, Class:  1, CF:0.955087, Len: 10, Fitness_tra: 0
Rule 72: b71b18b227, Class:  1, CF:0.988914, Len: 10, Fitness_tra: 0
Rule 73: 77748f4b77, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1d4119b444, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 75: 7c4429b724, Class:  1, CF:0.921096, Len: 10, Fitness_tra: 0
Rule 76: 72472e7741, Class:  1, CF:0.926149, Len: 10, Fitness_tra: 0
Rule 77: 7744434442, Class:  1, CF:0.13564, Len: 10, Fitness_tra: 0
Rule 78: 72171e7214, Class:  1, CF:0.900421, Len: 10, Fitness_tra: 0
Rule 79: 4721114b24, Class:  1, CF:0.943332, Len: 10, Fitness_tra: 0
Rule 80: b2772f1177, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 81: 771b491424, Class:  1, CF:0.996638, Len: 10, Fitness_tra: -1427
Rule 82: 47428a2bb1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 4174d31247, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 21b7c62127, Class:  1, CF:0.960262, Len: 10, Fitness_tra: 0
Rule 85: 441216777b, Class:  0, CF:0.957349, Len: 10, Fitness_tra: 0
Rule 86: 757b157417, Class:  1, CF:0.740482, Len: 10, Fitness_tra: 0
Rule 87: b4b28fbb14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 4271162471, Class:  0, CF:0.85998, Len: 10, Fitness_tra: 5
Rule 89: b17b1f7bb4, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 90: 74b2254b21, Class:  1, CF:0.77397, Len: 10, Fitness_tra: 0
Rule 91: 1122211212, Class:  1, CF:0.940876, Len: 10, Fitness_tra: -1549
Rule 92: bd472e1741, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 93: 4db419c37a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 2117297bbe, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 144a25444b, Class:  1, CF:0.99634, Len: 10, Fitness_tra: 1
Rule 96: 21215a712b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: b42b45b4b1, Class:  1, CF:0.960577, Len: 10, Fitness_tra: 0
Rule 98: 41be117b2b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 99: 122413d14b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 471b11bb27, Class:  1, CF:0.886183, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:68.1624
------Result------
Miss_rate(tra)	:68.1624
Miss_rate(tst)	:68.3729
ARL				:9.87342

------Generation 2------
Rule  1: 111b89b71b, Class:  0, CF:0.042528, Len: 10, Fitness_tra: 867
Rule  2: 1414131b42, Class:  0, CF:0.485845, Len: 10, Fitness_tra: 196
Rule  3: 184b25b111, Class:  0, CF:0.941268, Len: 10, Fitness_tra: 233
Rule  4: b442661114, Class:  0, CF:0.999691, Len: 10, Fitness_tra: 60
Rule  5: 72bb291bb2, Class:  0, CF:0.999994, Len: 10, Fitness_tra: 19
Rule  6: bdb11e1742, Class:  0, CF:  1, Len: 10, Fitness_tra: 7
Rule  7: 1812c14b47, Class:  0, CF:  1, Len: 10, Fitness_tra: 13
Rule  8: b822411bb1, Class:  0, CF:  1, Len: 10, Fitness_tra: 128
Rule  9: 1244134b21, Class:  0, CF:0.290507, Len: 10, Fitness_tra: 5
Rule 10: 4db21e137a, Class:  0, CF:  1, Len: 10, Fitness_tra: 5
Rule 11: 7b7118b217, Class:  1, CF:0.999411, Len: 10, Fitness_tra: -3
Rule 12: 21b11ab44b, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 13: b312411242, Class:  1, CF:0.997918, Len: 10, Fitness_tra: -5
