------Generation 0------
Rule  1: b5122544bb, Class:  0, CF:  1, Len: 10, Fitness_tra: 2
Rule 90: 22bb25bb47, Class:  1, CF:0.467357, Len: 10, Fitness_tra: 0
Rule 91: b12b8e4242, Class:  1, CF:0.999489, Len: 10, Fitness_tra: 0
Rule 92: bd47111b44, Class:  0, CF:  1, Len: 10, Fitness_tra: 102
Rule 93: b871a3b144, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 94: 14121a1142, Class:  0, CF:  1, Len: 10, Fitness_tra: 20
Rule 95: 2441c31bbb, Class:  1, CF:0.903211, Len: 10, Fitness_tra: -2
Rule 96: 441b814174, Class:  1, CF:0.937387, Len: 10, Fitness_tra: 0
Rule 97: b7b719112b, Class:  1, CF:0.892753, Len: 10, Fitness_tra: -30
Rule 98: b2214322b1, Class:  0, CF:0.189922, Len: 10, Fitness_tra: 0
Rule 99: 2214de2422, Class:  1, CF:0.983314, Len: 10, Fitness_tra: 0
Rule100: 44b7267274, Class:  0, CF:0.993203, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:94.2335
------Result------
Miss_rate(tra)	:94.2335
Miss_rate(tst)	:94.5155
ARL				:10

------Generation 0------
Rule  1: bd47111b44, Class:  0, CF:  1, Len: 10, Fitness_tra: 179
Rule  2: 7412a1142b, Class:  0, CF:  1, Len: 10, Fitness_tra: 693
Rule  3: bc72c111b7, Class:  0, CF:0.527584, Len: 10, Fitness_tra: 183
Rule  4: 14121a1142, Class:  0, CF:  1, Len: 10, Fitness_tra: 20
Rule  5: 141b1f1712, Class:  0, CF:  1, Len: 10, Fitness_tra: 21
Rule  6: b211137174, Class:  0, CF:0.0354055, Len: 10, Fitness_tra: 26
Rule  7: 18748e4444, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule  8: b117f12414, Class:  0, CF:  1, Len: 10, Fitness_tra: 56
Rule  9: 21442a2b11, Class:  0, CF:  1, Len: 10, Fitness_tra: 4
Rule 10: b5122544bb, Class:  0, CF:  1, Len: 10, Fitness_tra: 2
Rule 11: 722b112224, Class:  1, CF:0.999555, Len: 10, Fitness_tra: 2
Rule 12: 1814f64411, Class:  0, CF:  1, Len: 10, Fitness_tra: 2
Rule 13: b871a3b144, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 14: 124b117242, Class:  1, CF:0.996556, Len: 10, Fitness_tra: 1
Rule 15: 4224134171, Class:  0, CF:0.50858, Len: 10, Fitness_tra: 12
Rule 16: 244b162174, Class:  0, CF:0.993858, Len: 10, Fitness_tra: 0
Rule 17: 47221a4414, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 18: 41721e1441, Class:  1, CF:0.992393, Len: 10, Fitness_tra: -1468
Rule 19: 772b5141b1, Class:  1, CF:0.950692, Len: 10, Fitness_tra: 0
Rule 20: 44b7267274, Class:  0, CF:0.993203, Len: 10, Fitness_tra: 0
Rule 21: 1142214274, Class:  1, CF:0.969499, Len: 10, Fitness_tra: 0
Rule 22: 4bb18a7b72, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: bbb483727b, Class:  1, CF:0.887675, Len: 10, Fitness_tra: 0
Rule 24: 2214de2422, Class:  1, CF:0.983314, Len: 10, Fitness_tra: 0
Rule 25: 187126472b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 26: 78b2114bb7, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 27: 24225327b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 742b1f2bb1, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 29: 7b71137247, Class:  0, CF:0.0607388, Len: 10, Fitness_tra: 0
Rule 30: 241756b174, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 1417df24b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 72728fb22b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 73b21e2b7c, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 34: b17bc8b247, Class:  1, CF:0.995406, Len: 10, Fitness_tra: 1
Rule 35: 72b7857bb7, Class:  1, CF:0.103702, Len: 10, Fitness_tra: 0
Rule 36: 11142f44bb, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 37: 25411972b7, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 38: 7272162b74, Class:  0, CF:0.999003, Len: 10, Fitness_tra: 0
Rule 39: 441223271b, Class:  1, CF:0.579998, Len: 10, Fitness_tra: 0
Rule 40: 727b1eb771, Class:  1, CF:0.739019, Len: 10, Fitness_tra: 0
Rule 41: 72b4137224, Class:  0, CF:0.647777, Len: 10, Fitness_tra: 0
Rule 42: 7bb18ab1b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 4144ca2177, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 12b4864227, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 272bc34b77, Class:  1, CF:0.847293, Len: 10, Fitness_tra: 0
Rule 46: 711b5f4117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: b717c3b714, Class:  1, CF:0.932618, Len: 10, Fitness_tra: -14
Rule 48: 22241f4b1b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 49: bd711e4bb2, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 50: 222b214112, Class:  1, CF:0.949782, Len: 10, Fitness_tra: -1
Rule 51: b271864442, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: bd2b297b1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 4514164221, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 54: 717bc67417, Class:  1, CF:0.965826, Len: 10, Fitness_tra: 0
Rule 55: 241726441b, Class:  0, CF:0.702426, Len: 10, Fitness_tra: 0
Rule 56: 4c172e74b7, Class:  0, CF:  1, Len: 10, Fitness_tra: 10
Rule 57: 472b29774b, Class:  1, CF:0.988524, Len: 10, Fitness_tra: 0
Rule 58: 4117284474, Class:  1, CF:0.985462, Len: 10, Fitness_tra: 0
Rule 59: b1b71a17b7, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 60: 4b17261724, Class:  0, CF:0.928905, Len: 10, Fitness_tra: 0
Rule 61: 224b1a7721, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 62: 11bbd67172, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 72bb5e7247, Class:  1, CF:0.993518, Len: 10, Fitness_tra: 0
Rule 64: 42bb51b742, Class:  1, CF:0.960249, Len: 10, Fitness_tra: 0
Rule 65: 4b11512242, Class:  1, CF:0.999933, Len: 10, Fitness_tra: 0
Rule 66: 1b27c14224, Class:  1, CF:0.994941, Len: 10, Fitness_tra: 0
Rule 67: 41141312b7, Class:  1, CF:0.0788699, Len: 10, Fitness_tra: -4
Rule 68: 7c742e7114, Class:  1, CF:0.502623, Len: 10, Fitness_tra: 0
Rule 69: 1721137444, Class:  0, CF:0.102761, Len: 10, Fitness_tra: 0
Rule 70: 7b1259bb47, Class:  1, CF:0.367208, Len: 10, Fitness_tra: 0
Rule 71: 24148377bb, Class:  1, CF:0.504791, Len: 10, Fitness_tra: 0
Rule 72: 784c217b44, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 73: 71b7864b2b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: b24451271b, Class:  1, CF:0.883698, Len: 10, Fitness_tra: 0
Rule 75: 417725b1b4, Class:  1, CF:0.892504, Len: 10, Fitness_tra: 0
Rule 76: 741451741b, Class:  1, CF:0.958288, Len: 10, Fitness_tra: 0
Rule 77: 22bb25bb47, Class:  1, CF:0.467357, Len: 10, Fitness_tra: 0
Rule 78: b12b8e4242, Class:  1, CF:0.999489, Len: 10, Fitness_tra: 0
Rule 79: 42744517b2, Class:  1, CF:0.279993, Len: 10, Fitness_tra: -6
Rule 80: 212185bb21, Class:  1, CF:0.983133, Len: 10, Fitness_tra: -7
Rule 81: 4147d11471, Class:  1, CF:0.995079, Len: 10, Fitness_tra: -3
Rule 82: 1812234222, Class:  1, CF:0.969742, Len: 10, Fitness_tra: 0
Rule 83: bbbb664177, Class:  0, CF:0.942804, Len: 10, Fitness_tra: 0
Rule 84: 7271137722, Class:  0, CF:0.789677, Len: 10, Fitness_tra: 1
Rule 85: 4772c32247, Class:  1, CF:0.818657, Len: 10, Fitness_tra: 0
Rule 86: 124b1d2142, Class:  1, CF:0.70626, Len: 10, Fitness_tra: 0
Rule 87: b722d17b77, Class:  1, CF:0.985553, Len: 10, Fitness_tra: 0
Rule 88: 241b4341b4, Class:  1, CF:0.586397, Len: 10, Fitness_tra: -1
Rule 89: 721b56b271, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 2b72211b24, Class:  1, CF:0.992658, Len: 10, Fitness_tra: 0
Rule 91: 2147181b47, Class:  1, CF:0.706123, Len: 10, Fitness_tra: -620
Rule 92: 43b81e2b77, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 93: 172b864442, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 4144ca2177, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 1d4bc15274, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 312785414a, Class:  1, CF:0.807601, Len: 10, Fitness_tra: -1133
Rule 97: 1b47b14245, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 98: a871dcb147, Class:  0, CF:  1, Len: 10, Fitness_tra: 2
Rule 99: 2422857b07, Class:  1, CF:0.774342, Len:  9, Fitness_tra: 0
Rule100: 21122347bb, Class:  1, CF:0.631649, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:74.8426
------Result------
Miss_rate(tra)	:74.8426
Miss_rate(tst)	:72.0293
ARL				:9.98795

------Generation 1------
Rule  1: 7412a1142b, Class:  0, CF:  1, Len: 10, Fitness_tra: 1024
Rule  2: bc72c111b7, Class:  0, CF:0.527584, Len: 10, Fitness_tra: 230
Rule  3: bd47111b44, Class:  0, CF:  1, Len: 10, Fitness_tra: 189
Rule  4: b117f12414, Class:  0, CF:  1, Len: 10, Fitness_tra: 57
Rule  5: b211137174, Class:  0, CF:0.0354055, Len: 10, Fitness_tra: 25
Rule  6: 141b1f1712, Class:  0, CF:  1, Len: 10, Fitness_tra: 21
Rule  7: 14121a1142, Class:  0, CF:  1, Len: 10, Fitness_tra: 20
Rule  8: 4224134171, Class:  0, CF:0.50858, Len: 10, Fitness_tra: 2
Rule  9: 4c172e74b7, Class:  0, CF:  1, Len: 10, Fitness_tra: 3
Rule 10: 21442a2b11, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 11: a871dcb147, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 12: 1814f64411, Class:  0, CF:  1, Len: 10, Fitness_tra: 2
Rule 13: b5122544bb, Class:  0, CF:  1, Len: 10, Fitness_tra: 5
Rule 14: 722b112224, Class:  1, CF:0.999555, Len: 10, Fitness_tra: 2
Rule 15: 18748e4444, Class:  0, CF:  1, Len: 10, Fitness_tra: 12
Rule 16: b871a3b144, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 17: b17bc8b247, Class:  1, CF:0.995406, Len: 10, Fitness_tra: 1
Rule 18: 124b117242, Class:  1, CF:0.996556, Len: 10, Fitness_tra: 1
Rule 19: b1b71a17b7, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 20: 7271137722, Class:  0, CF:0.789677, Len: 10, Fitness_tra: 1
Rule 21: 244b162174, Class:  0, CF:0.993858, Len: 10, Fitness_tra: 0
Rule 22: 4bb18a7b72, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: bbb483727b, Class:  1, CF:0.887675, Len: 10, Fitness_tra: 0
Rule 24: 2214de2422, Class:  1, CF:0.983314, Len: 10, Fitness_tra: 0
Rule 25: 187126472b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 26: 78b2114bb7, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 27: 24225327b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 742b1f2bb1, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 29: 7b71137247, Class:  0, CF:0.0607388, Len: 10, Fitness_tra: 0
Rule 30: 241756b174, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 1417df24b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 72728fb22b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 73b21e2b7c, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 34: 47221a4414, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 35: 72b7857bb7, Class:  1, CF:0.103702, Len: 10, Fitness_tra: 0
Rule 36: 11142f44bb, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 37: 25411972b7, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 38: 7272162b74, Class:  0, CF:0.999003, Len: 10, Fitness_tra: 0
Rule 39: 441223271b, Class:  1, CF:0.579998, Len: 10, Fitness_tra: 0
Rule 40: 727b1eb771, Class:  1, CF:0.739019, Len: 10, Fitness_tra: 0
Rule 41: 72b4137224, Class:  0, CF:0.647777, Len: 10, Fitness_tra: 0
Rule 42: 7bb18ab1b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 4144ca2177, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 12b4864227, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 272bc34b77, Class:  1, CF:0.847293, Len: 10, Fitness_tra: 0
Rule 46: 711b5f4117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 21122347bb, Class:  1, CF:0.631649, Len: 10, Fitness_tra: 0
Rule 48: 22241f4b1b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 49: bd711e4bb2, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 50: 2422857b07, Class:  1, CF:0.774342, Len:  9, Fitness_tra: 0
Rule 51: b271864442, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: bd2b297b1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 4514164221, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 54: 717bc67417, Class:  1, CF:0.965826, Len: 10, Fitness_tra: 0
Rule 55: 241726441b, Class:  0, CF:0.702426, Len: 10, Fitness_tra: 0
Rule 56: 472b29774b, Class:  1, CF:0.988524, Len: 10, Fitness_tra: 0
Rule 57: 4117284474, Class:  1, CF:0.985462, Len: 10, Fitness_tra: 0
Rule 58: 772b5141b1, Class:  1, CF:0.950692, Len: 10, Fitness_tra: 0
Rule 59: 4b17261724, Class:  0, CF:0.928905, Len: 10, Fitness_tra: 0
Rule 60: 224b1a7721, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 61: 11bbd67172, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 72bb5e7247, Class:  1, CF:0.993518, Len: 10, Fitness_tra: 1
Rule 63: 42bb51b742, Class:  1, CF:0.960249, Len: 10, Fitness_tra: 0
Rule 64: 4b11512242, Class:  1, CF:0.999933, Len: 10, Fitness_tra: 2
Rule 65: 1b27c14224, Class:  1, CF:0.994941, Len: 10, Fitness_tra: 0
Rule 66: 7c742e7114, Class:  1, CF:0.502623, Len: 10, Fitness_tra: 0
Rule 67: 1721137444, Class:  0, CF:0.102761, Len: 10, Fitness_tra: 0
Rule 68: 7b1259bb47, Class:  1, CF:0.367208, Len: 10, Fitness_tra: 0
Rule 69: 24148377bb, Class:  1, CF:0.504791, Len: 10, Fitness_tra: 0
Rule 70: 784c217b44, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 71: 71b7864b2b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: b24451271b, Class:  1, CF:0.883698, Len: 10, Fitness_tra: 0
Rule 73: 417725b1b4, Class:  1, CF:0.892504, Len: 10, Fitness_tra: -1
Rule 74: 741451741b, Class:  1, CF:0.958288, Len: 10, Fitness_tra: 0
Rule 75: 22bb25bb47, Class:  1, CF:0.467357, Len: 10, Fitness_tra: 0
Rule 76: b12b8e4242, Class:  1, CF:0.999489, Len: 10, Fitness_tra: 0
Rule 77: 1812234222, Class:  1, CF:0.969742, Len: 10, Fitness_tra: 0
Rule 78: bbbb664177, Class:  0, CF:0.942804, Len: 10, Fitness_tra: 0
Rule 79: 44b7267274, Class:  0, CF:0.993203, Len: 10, Fitness_tra: 0
Rule 80: 4772c32247, Class:  1, CF:0.818657, Len: 10, Fitness_tra: 0
Rule 81: 1774c61121, Class:  1, CF:0.971986, Len: 10, Fitness_tra: -1
Rule 82: 4824117b22, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 83: b742217b11, Class:  1, CF:0.779119, Len: 10, Fitness_tra: -72
Rule 84: bb2b8f47b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 14b7261b74, Class:  0, CF:0.996735, Len: 10, Fitness_tra: 0
Rule 86: 4b22261117, Class:  0, CF:0.772177, Len: 10, Fitness_tra: 11
Rule 87: b147464122, Class:  0, CF:0.878891, Len: 10, Fitness_tra: 0
Rule 88: b2721f1217, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 89: 4b221642b7, Class:  0, CF:0.962029, Len: 10, Fitness_tra: 0
Rule 90: 71111f4127, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 91: 181b2341b4, Class:  0, CF:  1, Len: 10, Fitness_tra: 13
Rule 92: 21471a4b16, Class:  0, CF:  1, Len: 10, Fitness_tra: 5
Rule 93: 24b78eb274, Class:  1, CF:0.995839, Len: 10, Fitness_tra: 0
Rule 94: 1d32911b44, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 95: 447725b104, Class:  1, CF:0.953884, Len:  9, Fitness_tra: -2040
Rule 96: 72b4634227, Class:  0, CF:0.998723, Len: 10, Fitness_tra: 0
Rule 97: 1412d11717, Class:  1, CF:0.470386, Len: 10, Fitness_tra: -271
Rule 98: b722d17077, Class:  1, CF:0.997404, Len:  9, Fitness_tra: 0
Rule 99: 1244ca7242, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 78b21172b4, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:66.4975
------Result------
Miss_rate(tra)	:66.4975
Miss_rate(tst)	:63.4369
ARL				:9.96471

------Generation 2------
Rule  1: 7412a1142b, Class:  0, CF:  1, Len: 10, Fitness_tra: 1024
Rule  2: bc72c111b7, Class:  0, CF:0.527584, Len: 10, Fitness_tra: 230
Rule  3: bd47111b44, Class:  0, CF:  1, Len: 10, Fitness_tra: 189
Rule  4: b117f12414, Class:  0, CF:  1, Len: 10, Fitness_tra: 57
Rule  5: b211137174, Class:  0, CF:0.0354055, Len: 10, Fitness_tra: 25
Rule  6: 141b1f1712, Class:  0, CF:  1, Len: 10, Fitness_tra: 21
Rule  7: 14121a1142, Class:  0, CF:  1, Len: 10, Fitness_tra: 20
Rule  8: 4224134171, Class:  0, CF:0.50858, Len: 10, Fitness_tra: 2
Rule  9: 4c172e74b7, Class:  0, CF:  1, Len: 10, Fitness_tra: 3
Rule 10: 21442a2b11, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 11: a871dcb147, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 12: 1814f64411, Class:  0, CF:  1, Len: 10, Fitness_tra: 2
Rule 13: b5122544bb, Class:  0, CF:  1, Len: 10, Fitness_tra: 5
Rule 14: 722b112224, Class:  1, CF:0.999555, Len: 10, Fitness_tra: 2
