------Generation 0------
Rule  1: bb718a7447, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 24172e1bb7, Class:  0, CF:0.00401097, Len: 10, Fitness_tra: 0
Rule 51: bd2141b74b, Class:  1, CF:0.964603, Len: 10, Fitness_tra: 0
Rule 52: 74178a7424, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 7c1b252714, Class:  1, CF:0.290045, Len: 10, Fitness_tra: 0
Rule 54: bc11ce7b14, Class:  1, CF:0.943358, Len: 10, Fitness_tra: 0
Rule 55: b211214727, Class:  1, CF:0.986881, Len: 10, Fitness_tra: 0
Rule 56: 4f21717274, Class:  1, CF:0.998851, Len: 10, Fitness_tra: 0
Rule 57: 1222a6471b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 58: b47b2917bb, Class:  0, CF:0.0653207, Len: 10, Fitness_tra: 0
Rule 59: 227443717b, Class:  1, CF:0.021592, Len: 10, Fitness_tra: 0
Rule 60: 2511112b77, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 61: 0000000000, Class:  1, CF:2.22045e-16, Len:  0, Fitness_tra: 0
Rule 62: 1174211412, Class:  1, CF:0.908046, Len: 10, Fitness_tra: -537
Rule 63: 724711bb21, Class:  1, CF:0.357189, Len: 10, Fitness_tra: 0
Rule 64: b441337124, Class:  1, CF:0.84946, Len: 10, Fitness_tra: -2
Rule 65: 21442a7741, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 66: 421216b4b4, Class:  0, CF:0.989469, Len: 10, Fitness_tra: 0
Rule 67: 7521c14711, Class:  1, CF:0.96314, Len: 10, Fitness_tra: -3
Rule 68: 14bb832124, Class:  1, CF:0.563716, Len: 10, Fitness_tra: 0
Rule 69: b722147bb2, Class:  1, CF:0.868884, Len: 10, Fitness_tra: 0
Rule 70: 1b1423bbb4, Class:  1, CF:0.959661, Len: 10, Fitness_tra: 0
Rule 71: b1178e4412, Class:  1, CF:0.982574, Len: 10, Fitness_tra: 0
Rule 72: 14b4294114, Class:  1, CF:0.345022, Len: 10, Fitness_tra: 0
Rule 73: b714237144, Class:  1, CF:0.859381, Len: 10, Fitness_tra: 0
Rule 74: b2218f4217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: bb4b217b12, Class:  1, CF:0.987291, Len: 10, Fitness_tra: 0
Rule 76: 7c118112b4, Class:  1, CF:0.940662, Len: 10, Fitness_tra: -4
Rule 77: b1b25f1b72, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1c21437bb4, Class:  0, CF:0.56622, Len: 10, Fitness_tra: 0
Rule 79: b114d12b12, Class:  1, CF:0.936959, Len: 10, Fitness_tra: 0
Rule 80: 721116b122, Class:  0, CF:0.917945, Len: 10, Fitness_tra: 1
Rule 81: 1177c62724, Class:  1, CF:0.921291, Len: 10, Fitness_tra: 0
Rule 82: 21b1e3417b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: b174c12122, Class:  1, CF:0.993817, Len: 10, Fitness_tra: 0
Rule 84: 22211524b4, Class:  1, CF:0.983287, Len: 10, Fitness_tra: 0
Rule 85: 2744837171, Class:  1, CF:0.791785, Len: 10, Fitness_tra: 0
Rule 86: 21b12f7b14, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 87: 4112112214, Class:  1, CF:0.965876, Len: 10, Fitness_tra: 0
Rule 88: b21125b12b, Class:  1, CF:0.982217, Len: 10, Fitness_tra: 0
Rule 89: 18211d21b4, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 90: 42b7414774, Class:  1, CF:0.950239, Len: 10, Fitness_tra: 0
Rule 91: 7cb11d412b, Class:  1, CF:0.883115, Len: 10, Fitness_tra: 0
Rule 92: 2b118eb472, Class:  1, CF:0.999832, Len: 10, Fitness_tra: 1
Rule 93: 171baa41b7, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 94: 22718e224b, Class:  1, CF:0.999409, Len: 10, Fitness_tra: 0
Rule 95: 4724234772, Class:  1, CF:0.387707, Len: 10, Fitness_tra: 0
Rule 96: 2241532b22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: b4772e2b71, Class:  1, CF:0.000426118, Len: 10, Fitness_tra: -1
Rule 98: b941154b27, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 99: 17171e2b24, Class:  1, CF:0.827682, Len: 10, Fitness_tra: 0
Rule100: 427bc1b72b, Class:  1, CF:0.977883, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:25.7665
------Result------
Miss_rate(tra)	:25.7665
Miss_rate(tst)	:23.9488
ARL				:9.88372

------Generation 0------
Rule  1: 1142291111, Class:  0, CF:0.572321, Len: 10, Fitness_tra: 3570
Rule  2: 2112361211, Class:  0, CF:0.199984, Len: 10, Fitness_tra: 57
Rule  3: b372791441, Class:  1, CF:0.99823, Len: 10, Fitness_tra: 1
Rule  4: 2b118eb472, Class:  1, CF:0.999832, Len: 10, Fitness_tra: 1
Rule  5: 721116b122, Class:  0, CF:0.917945, Len: 10, Fitness_tra: 0
Rule  6: 21b12f7b14, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule  7: bb718a7447, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 2bb4834471, Class:  1, CF:0.848923, Len: 10, Fitness_tra: 0
Rule  9: 427bc1b72b, Class:  1, CF:0.977883, Len: 10, Fitness_tra: 0
Rule 10: b2218e4442, Class:  1, CF:0.999765, Len: 10, Fitness_tra: 0
Rule 11: b34211b147, Class:  1, CF:0.991257, Len: 10, Fitness_tra: 0
Rule 12: 2221ce424b, Class:  0, CF:0.999998, Len: 10, Fitness_tra: 0
Rule 13: 4b1b617271, Class:  1, CF:0.821102, Len: 10, Fitness_tra: 0
Rule 14: b927811471, Class:  0, CF:  1, Len: 10, Fitness_tra: 20
Rule 15: 4bbb8e7b14, Class:  1, CF:0.984448, Len: 10, Fitness_tra: 0
Rule 16: 17171e2b24, Class:  1, CF:0.827682, Len: 10, Fitness_tra: 0
Rule 17: 2417797717, Class:  1, CF:0.511808, Len: 10, Fitness_tra: 0
Rule 18: 7b242f2b27, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 19: 1d11294424, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 20: 4117264414, Class:  1, CF:0.126096, Len: 10, Fitness_tra: 0
Rule 21: 21b41a4774, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 22: 2744c1b442, Class:  1, CF:0.99625, Len: 10, Fitness_tra: 0
Rule 23: 121716b24b, Class:  0, CF:0.973147, Len: 10, Fitness_tra: 0
Rule 24: b244f1bb2b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 25: 14711a7744, Class:  0, CF:  1, Len: 10, Fitness_tra: 2
Rule 26: 7b4b19217b, Class:  1, CF:0.986053, Len: 10, Fitness_tra: 0
Rule 27: 1b1483724b, Class:  1, CF:0.920825, Len: 10, Fitness_tra: 0
Rule 28: 47b4cf224b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 44178317b2, Class:  1, CF:0.733846, Len: 10, Fitness_tra: 0
Rule 30: b24453b122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 4172861221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 747156b112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 74411a472b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 34: 41bb112177, Class:  1, CF:0.925703, Len: 10, Fitness_tra: 0
Rule 35: 21b22e717c, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 36: 41778e4412, Class:  1, CF:0.995941, Len: 10, Fitness_tra: 0
Rule 37: 74b75abb27, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 771781227b, Class:  1, CF:0.995096, Len: 10, Fitness_tra: 0
Rule 39: b4475ab121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 41b419bbb4, Class:  1, CF:0.681434, Len: 10, Fitness_tra: 0
Rule 41: 7141152828, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 42: 1121c924b2, Class:  1, CF:0.894675, Len: 10, Fitness_tra: 0
Rule 43: b72111b724, Class:  1, CF:0.986682, Len: 10, Fitness_tra: 0
Rule 44: 7bb12674b7, Class:  0, CF:0.549179, Len: 10, Fitness_tra: 0
Rule 45: 2211114217, Class:  1, CF:0.982982, Len: 10, Fitness_tra: 3
Rule 46: b4bb8fb71b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 24172e1bb7, Class:  0, CF:0.00401097, Len: 10, Fitness_tra: 0
Rule 48: bd2141b74b, Class:  1, CF:0.964603, Len: 10, Fitness_tra: -2
Rule 49: 74178a7424, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 7c1b252714, Class:  1, CF:0.290045, Len: 10, Fitness_tra: 0
Rule 51: bc11ce7b14, Class:  1, CF:0.943358, Len: 10, Fitness_tra: 0
Rule 52: b211214727, Class:  1, CF:0.986881, Len: 10, Fitness_tra: -2
Rule 53: 4f21717274, Class:  1, CF:0.998851, Len: 10, Fitness_tra: 0
Rule 54: 1222a6471b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 55: b47b2917bb, Class:  0, CF:0.0653207, Len: 10, Fitness_tra: 0
Rule 56: 227443717b, Class:  1, CF:0.021592, Len: 10, Fitness_tra: 0
Rule 57: 2511112b77, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 58: 0000000000, Class:  1, CF:2.22045e-16, Len:  0, Fitness_tra: 0
Rule 59: 724711bb21, Class:  1, CF:0.357189, Len: 10, Fitness_tra: 0
Rule 60: 21442a7741, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 61: 421216b4b4, Class:  0, CF:0.989469, Len: 10, Fitness_tra: 0
Rule 62: 14bb832124, Class:  1, CF:0.563716, Len: 10, Fitness_tra: 0
Rule 63: b722147bb2, Class:  1, CF:0.868884, Len: 10, Fitness_tra: 0
Rule 64: 1b1423bbb4, Class:  1, CF:0.959661, Len: 10, Fitness_tra: 0
Rule 65: b1178e4412, Class:  1, CF:0.982574, Len: 10, Fitness_tra: 0
Rule 66: 14b4294114, Class:  1, CF:0.345022, Len: 10, Fitness_tra: 0
Rule 67: b714237144, Class:  1, CF:0.859381, Len: 10, Fitness_tra: 0
Rule 68: b2218f4217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: bb4b217b12, Class:  1, CF:0.987291, Len: 10, Fitness_tra: 0
Rule 70: b1b25f1b72, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 1c21437bb4, Class:  0, CF:0.56622, Len: 10, Fitness_tra: 0
Rule 72: b114d12b12, Class:  1, CF:0.936959, Len: 10, Fitness_tra: 0
Rule 73: 2871197222, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 74: 1177c62724, Class:  1, CF:0.921291, Len: 10, Fitness_tra: 0
Rule 75: 21b1e3417b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: b174c12122, Class:  1, CF:0.993817, Len: 10, Fitness_tra: 0
Rule 77: 22211524b4, Class:  1, CF:0.983287, Len: 10, Fitness_tra: 0
Rule 78: 2744837171, Class:  1, CF:0.791785, Len: 10, Fitness_tra: 0
Rule 79: b17b16b141, Class:  1, CF:0.0374432, Len: 10, Fitness_tra: 0
Rule 80: 4112112214, Class:  1, CF:0.965876, Len: 10, Fitness_tra: 0
Rule 81: b41481b42b, Class:  1, CF:0.987983, Len: 10, Fitness_tra: 0
Rule 82: b1172cb74b, Class:  1, CF:0.978821, Len: 10, Fitness_tra: 0
Rule 83: 42bb152721, Class:  1, CF:0.744191, Len: 10, Fitness_tra: 0
Rule 84: 2d27252244, Class:  1, CF:0.976368, Len: 10, Fitness_tra: 0
Rule 85: 4122111711, Class:  1, CF:0.799322, Len: 10, Fitness_tra: -1209
Rule 86: 2911c32228, Class:  1, CF:  1, Len: 10, Fitness_tra: 1
Rule 87: 4441497421, Class:  1, CF:0.999327, Len: 10, Fitness_tra: 2
Rule 88: bf21dd4b7b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 89: 12241e2411, Class:  0, CF:0.716787, Len: 10, Fitness_tra: 1
Rule 90: 727b5eb777, Class:  1, CF:0.883692, Len: 10, Fitness_tra: 0
Rule 91: c27b83777b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 2211314721, Class:  1, CF:0.746754, Len: 10, Fitness_tra: -1
Rule 93: b3c75ab164, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 2414f97b2b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 95: b211814b2b, Class:  1, CF:0.982359, Len: 10, Fitness_tra: -3
Rule 96: 4bb461bbb4, Class:  0, CF:0.899348, Len: 10, Fitness_tra: 0
Rule 97: 74b4192114, Class:  1, CF:0.907222, Len: 10, Fitness_tra: 0
Rule 98: 1c12c97111, Class:  0, CF:0.975955, Len: 10, Fitness_tra: 1
Rule 99: 24122f47b2, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule100: 33727f7417, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:25.3198
------Result------
Miss_rate(tra)	:25.3198
Miss_rate(tst)	:23.766
ARL				:9.88372

------Generation 1------
Rule  1: 1142291111, Class:  0, CF:0.572321, Len: 10, Fitness_tra: 3542
Rule  2: 2112361211, Class:  0, CF:0.199984, Len: 10, Fitness_tra: 85
Rule  3: b927811471, Class:  0, CF:  1, Len: 10, Fitness_tra: 14
Rule  4: 2211114217, Class:  1, CF:0.982982, Len: 10, Fitness_tra: -77
Rule  5: 4441497421, Class:  1, CF:0.999327, Len: 10, Fitness_tra: 1
Rule  6: 14711a7744, Class:  0, CF:  1, Len: 10, Fitness_tra: 2
Rule  7: b372791441, Class:  1, CF:0.99823, Len: 10, Fitness_tra: 0
Rule  8: 1c12c97111, Class:  0, CF:0.975955, Len: 10, Fitness_tra: 1
Rule  9: 2b118eb472, Class:  1, CF:0.999832, Len: 10, Fitness_tra: 0
Rule 10: 21b12f7b14, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 11: 2911c32228, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 12: 12241e2411, Class:  0, CF:0.716787, Len: 10, Fitness_tra: 1
Rule 13: 2bb4834471, Class:  1, CF:0.848923, Len: 10, Fitness_tra: 0
Rule 14: 427bc1b72b, Class:  1, CF:0.977883, Len: 10, Fitness_tra: 0
Rule 15: 4bbb8e7b14, Class:  1, CF:0.984448, Len: 10, Fitness_tra: 0
Rule 16: 17171e2b24, Class:  1, CF:0.827682, Len: 10, Fitness_tra: 0
Rule 17: 2417797717, Class:  1, CF:0.511808, Len: 10, Fitness_tra: 0
Rule 18: 7b242f2b27, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 19: 1d11294424, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 20: 4117264414, Class:  1, CF:0.126096, Len: 10, Fitness_tra: 0
Rule 21: 21b41a4774, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 22: 2744c1b442, Class:  1, CF:0.99625, Len: 10, Fitness_tra: 0
Rule 23: 121716b24b, Class:  0, CF:0.973147, Len: 10, Fitness_tra: 0
Rule 24: b244f1bb2b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 25: 721116b122, Class:  0, CF:0.917945, Len: 10, Fitness_tra: 3
Rule 26: 7b4b19217b, Class:  1, CF:0.986053, Len: 10, Fitness_tra: 0
Rule 27: 1b1483724b, Class:  1, CF:0.920825, Len: 10, Fitness_tra: 0
Rule 28: 47b4cf224b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 44178317b2, Class:  1, CF:0.733846, Len: 10, Fitness_tra: 0
Rule 30: b24453b122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 4172861221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 747156b112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 74411a472b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 34: 41bb112177, Class:  1, CF:0.925703, Len: 10, Fitness_tra: 0
Rule 35: 21b22e717c, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 36: 41778e4412, Class:  1, CF:0.995941, Len: 10, Fitness_tra: 0
Rule 37: 74b75abb27, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 771781227b, Class:  1, CF:0.995096, Len: 10, Fitness_tra: 0
Rule 39: b4475ab121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 41b419bbb4, Class:  1, CF:0.681434, Len: 10, Fitness_tra: 0
Rule 41: 7141152828, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 42: 1121c924b2, Class:  1, CF:0.894675, Len: 10, Fitness_tra: 0
Rule 43: b72111b724, Class:  1, CF:0.986682, Len: 10, Fitness_tra: 1
Rule 44: 7bb12674b7, Class:  0, CF:0.549179, Len: 10, Fitness_tra: 0
Rule 45: b2218e4442, Class:  1, CF:0.999765, Len: 10, Fitness_tra: 0
Rule 46: b4bb8fb71b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 24172e1bb7, Class:  0, CF:0.00401097, Len: 10, Fitness_tra: 0
Rule 48: 33727f7417, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 49: 74178a7424, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 7c1b252714, Class:  1, CF:0.290045, Len: 10, Fitness_tra: 0
Rule 51: bc11ce7b14, Class:  1, CF:0.943358, Len: 10, Fitness_tra: 0
Rule 52: 4f21717274, Class:  1, CF:0.998851, Len: 10, Fitness_tra: 0
Rule 53: 1222a6471b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 54: b47b2917bb, Class:  0, CF:0.0653207, Len: 10, Fitness_tra: 0
Rule 55: 227443717b, Class:  1, CF:0.021592, Len: 10, Fitness_tra: 0
Rule 56: 2511112b77, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 57: 0000000000, Class:  1, CF:2.22045e-16, Len:  0, Fitness_tra: 0
Rule 58: 724711bb21, Class:  1, CF:0.357189, Len: 10, Fitness_tra: 0
Rule 59: 21442a7741, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 60: 421216b4b4, Class:  0, CF:0.989469, Len: 10, Fitness_tra: 0
Rule 61: 14bb832124, Class:  1, CF:0.563716, Len: 10, Fitness_tra: 0
Rule 62: b722147bb2, Class:  1, CF:0.868884, Len: 10, Fitness_tra: 0
Rule 63: 1b1423bbb4, Class:  1, CF:0.959661, Len: 10, Fitness_tra: 0
Rule 64: b1178e4412, Class:  1, CF:0.982574, Len: 10, Fitness_tra: 0
Rule 65: 14b4294114, Class:  1, CF:0.345022, Len: 10, Fitness_tra: 0
Rule 66: b714237144, Class:  1, CF:0.859381, Len: 10, Fitness_tra: 0
Rule 67: b2218f4217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: bb4b217b12, Class:  1, CF:0.987291, Len: 10, Fitness_tra: 0
Rule 69: b1b25f1b72, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 1c21437bb4, Class:  0, CF:0.56622, Len: 10, Fitness_tra: 0
Rule 71: b114d12b12, Class:  1, CF:0.936959, Len: 10, Fitness_tra: 0
Rule 72: 2871197222, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 73: 1177c62724, Class:  1, CF:0.921291, Len: 10, Fitness_tra: 0
Rule 74: 21b1e3417b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: b174c12122, Class:  1, CF:0.993817, Len: 10, Fitness_tra: 0
Rule 76: 22211524b4, Class:  1, CF:0.983287, Len: 10, Fitness_tra: 0
Rule 77: 2744837171, Class:  1, CF:0.791785, Len: 10, Fitness_tra: 0
Rule 78: b17b16b141, Class:  1, CF:0.0374432, Len: 10, Fitness_tra: 0
Rule 79: 4112112214, Class:  1, CF:0.965876, Len: 10, Fitness_tra: 0
Rule 80: b41481b42b, Class:  1, CF:0.987983, Len: 10, Fitness_tra: 0
Rule 81: 72411d217b, Class:  1, CF:0.972453, Len: 10, Fitness_tra: -2
Rule 82: 7b1415b2b4, Class:  1, CF:0.992807, Len: 10, Fitness_tra: 0
Rule 83: b244194b22, Class:  1, CF:0.952166, Len: 10, Fitness_tra: 0
Rule 84: 4214431714, Class:  1, CF:0.0387929, Len: 10, Fitness_tra: -96
Rule 85: 7114151122, Class:  1, CF:0.927783, Len: 10, Fitness_tra: -883
Rule 86: 2d14414227, Class:  1, CF:0.99844, Len: 10, Fitness_tra: 1
Rule 87: 2d4743b277, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 88: 2271124b11, Class:  1, CF:0.880927, Len: 10, Fitness_tra: -63
Rule 89: 13bbc12411, Class:  1, CF:0.971049, Len: 10, Fitness_tra: -96
Rule 90: 422215217b, Class:  1, CF:0.754201, Len: 10, Fitness_tra: 0
Rule 91: 7b4b19217b, Class:  1, CF:0.986053, Len:  0, Fitness_tra: 0
Rule 92: 1411894124, Class:  1, CF:0.97602, Len: 10, Fitness_tra: 3
Rule 93: 24b1274b9b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 1d2786177b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 0e27be1445, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 2621c94241, Class:  1, CF:0.999752, Len: 10, Fitness_tra: 0
Rule 97: b1171e2414, Class:  1, CF:0.974367, Len: 10, Fitness_tra: 0
Rule 98: 44441a7741, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 99: b724c47bb2, Class:  1, CF:0.948226, Len: 10, Fitness_tra: 0
Rule100: 21222e7172, Class:  1, CF:0.982578, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:25.401
------Result------
Miss_rate(tra)	:25.401
Miss_rate(tst)	:22.8519
ARL				:9.88235

------Generation 2------
Rule  1: 1142291111, Class:  0, CF:0.572321, Len: 10, Fitness_tra: 3568
Rule  2: 2112361211, Class:  0, CF:0.199984, Len: 10, Fitness_tra: 86
Rule  3: b927811471, Class:  0, CF:  1, Len: 10, Fitness_tra: 21
Rule  4: 1411894124, Class:  1, CF:0.97602, Len: 10, Fitness_tra: 3
Rule  5: 721116b122, Class:  0, CF:0.917945, Len: 10, Fitness_tra: 1
Rule  6: 14711a7744, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule  7: 4441497421, Class:  1, CF:0.999327, Len: 10, Fitness_tra: 1
Rule  8: 12241e2411, Class:  0, CF:0.716787, Len: 10, Fitness_tra: 1
Rule  9: 1c12c97111, Class:  0, CF:0.975955, Len: 10, Fitness_tra: 1
Rule 10: b72111b724, Class:  1, CF:0.986682, Len: 10, Fitness_tra: 0
Rule 11: 2d14414227, Class:  1, CF:0.99844, Len: 10, Fitness_tra: 3
Rule 12: 21222e7172, Class:  1, CF:0.982578, Len: 10, Fitness_tra: 0
Rule 13: 2bb4834471, Class:  1, CF:0.848923, Len: 10, Fitness_tra: 0
