------Generation 0------
Rule  1: 12b12f7141, Class:  1, CF:0.999404, Len: 10, Fitness_tra: 5
Rule 47: 4b2bd91bbb, Class:  0, CF:0.998531, Len: 10, Fitness_tra: 0
Rule 48: 2c2413214b, Class:  1, CF:0.993553, Len: 10, Fitness_tra: 0
Rule 49: 447229127b, Class:  1, CF:0.604475, Len: 10, Fitness_tra: 0
Rule 50: 4271ceb472, Class:  1, CF:0.79402, Len: 10, Fitness_tra: 0
Rule 51: 4cb4d31777, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 4121c9bbbb, Class:  0, CF:0.998771, Len: 10, Fitness_tra: 0
Rule 53: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: b4b18f21b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 21174eb772, Class:  1, CF:0.533758, Len: 10, Fitness_tra: 0
Rule 56: b7224ab17b, Class:  1, CF:0.999878, Len: 10, Fitness_tra: 0
Rule 57: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 7512812412, Class:  1, CF:0.797204, Len: 10, Fitness_tra: 0
Rule 59: 7171537b1b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 71228e2b14, Class:  1, CF:0.344329, Len: 10, Fitness_tra: 0
Rule 61: 21744e7771, Class:  1, CF:0.727825, Len: 10, Fitness_tra: 0
Rule 62: bb4253214b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1d11294bb4, Class:  1, CF:0.395321, Len: 10, Fitness_tra: 7
Rule 64: 27175f7717, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: b42181244b, Class:  1, CF:0.973497, Len: 10, Fitness_tra: 0
Rule 66: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 27b7252274, Class:  1, CF:0.96972, Len: 10, Fitness_tra: 0
Rule 68: 2d4721b741, Class:  1, CF:0.91877, Len: 10, Fitness_tra: 0
Rule 69: b1b2112777, Class:  1, CF:0.960525, Len: 10, Fitness_tra: 0
Rule 70: 114786bb72, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 77428e4114, Class:  1, CF:0.685695, Len: 10, Fitness_tra: 0
Rule 72: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: b227212bb7, Class:  1, CF:0.872346, Len: 10, Fitness_tra: 0
Rule 75: 2471452717, Class:  1, CF:0.873199, Len: 10, Fitness_tra: 0
Rule 76: 2274134144, Class:  1, CF:0.995827, Len: 10, Fitness_tra: 0
Rule 77: 1774511474, Class:  1, CF:0.823474, Len: 10, Fitness_tra: 0
Rule 78: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 241bce7771, Class:  0, CF:0.913926, Len: 10, Fitness_tra: -1
Rule 80: 7b7253b472, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 24bbcf4414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 77b4561427, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 12b21eb277, Class:  1, CF:0.336461, Len: 10, Fitness_tra: 13
Rule 85: 4b411e41bb, Class:  1, CF:0.886372, Len: 10, Fitness_tra: 0
Rule 86: 1b1b132111, Class:  1, CF:0.886393, Len: 10, Fitness_tra: -97
Rule 87: 2b22d11427, Class:  1, CF:0.998255, Len: 10, Fitness_tra: 0
Rule 88: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: b2748172b1, Class:  1, CF:0.658783, Len: 10, Fitness_tra: 1
Rule 90: 41442911bb, Class:  0, CF:0.331096, Len: 10, Fitness_tra: 121
Rule 91: 217716b72b, Class:  1, CF:0.99977, Len: 10, Fitness_tra: 0
Rule 92: 2f2245777c, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 93: 77bd5a1127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: b5b8214bb1, Class:  1, CF:  1, Len: 10, Fitness_tra: 21
Rule 95: bb81112b2b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 1b22c141b4, Class:  1, CF:0.696267, Len: 10, Fitness_tra: 1
Rule 97: bb7411721b, Class:  1, CF:0.967952, Len: 10, Fitness_tra: 0
Rule 98: 91bb53771b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 0022060400, Class:  1, CF:0.991876, Len:  4, Fitness_tra: -3
Rule100: 2114861422, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:32.4873
------Result------
Miss_rate(tra)	:32.4873
Miss_rate(tst)	:32.5411
ARL				:9.91667

------Generation 1------
Rule  1: 1114217722, Class:  1, CF:0.643464, Len: 10, Fitness_tra: 0
Rule  2: 12b12f7141, Class:  1, CF:0.999404, Len: 10, Fitness_tra: 2
Rule  3: bc7111772b, Class:  1, CF:0.982841, Len: 10, Fitness_tra: -73
Rule  4: 1271114222, Class:  1, CF:0.996146, Len: 10, Fitness_tra: -133
Rule  5: 44148d1742, Class:  1, CF:0.471266, Len: 10, Fitness_tra: -29
Rule  6: 21771a712b, Class:  1, CF:0.999677, Len: 10, Fitness_tra: 0
Rule  7: 4e2721122c, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule  8: 7f2145177c, Class:  1, CF:  1, Len: 10, Fitness_tra: 2
Rule  9: 11b1511247, Class:  1, CF:0.983841, Len: 10, Fitness_tra: -125
Rule 10: b2221647b2, Class:  1, CF:0.999915, Len: 10, Fitness_tra: 0
Rule 11: b2221e7bbb, Class:  1, CF:0.040864, Len: 10, Fitness_tra: 0
Rule 12: 744b21b4b4, Class:  1, CF:0.899072, Len: 10, Fitness_tra: 0
Rule 13: b141c12222, Class:  1, CF:0.992991, Len: 10, Fitness_tra: 0
Rule 14: 781bc91122, Class:  0, CF:0.998399, Len: 10, Fitness_tra: 4
Rule 15: b4bb51b2b1, Class:  1, CF:0.874615, Len: 10, Fitness_tra: 0
Rule 16: bb741622b1, Class:  1, CF:0.997493, Len: 10, Fitness_tra: 0
Rule 17: 1211b9717b, Class:  0, CF:0.919968, Len: 10, Fitness_tra: 2929
Rule 18: 77b45a1b27, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 444286b722, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 2242414477, Class:  1, CF:0.934864, Len: 10, Fitness_tra: 0
Rule 21: 71bb217727, Class:  1, CF:0.934758, Len: 10, Fitness_tra: 0
Rule 22: 2142517277, Class:  1, CF:0.976844, Len: 10, Fitness_tra: 0
Rule 23: 41148f217b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 417bc674b7, Class:  0, CF:0.054959, Len: 10, Fitness_tra: 0
Rule 25: 2b44117777, Class:  1, CF:0.980522, Len: 10, Fitness_tra: 0
Rule 26: bbb7514412, Class:  1, CF:0.990028, Len: 10, Fitness_tra: 0
Rule 27: 4b71332147, Class:  1, CF:0.994742, Len: 10, Fitness_tra: 0
Rule 28: 2241bd7b24, Class:  1, CF:0.976914, Len: 10, Fitness_tra: 0
Rule 29: 2777c6b71b, Class:  1, CF:0.0290956, Len: 10, Fitness_tra: 0
Rule 30: 1bbb564177, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 44b259422b, Class:  1, CF:0.962643, Len: 10, Fitness_tra: 0
Rule 32: b1772612b2, Class:  1, CF:0.996327, Len: 10, Fitness_tra: 0
Rule 33: 12bbd67442, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 7b748974bb, Class:  1, CF:0.951034, Len: 10, Fitness_tra: 0
Rule 35: 2222864477, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 1422c141b4, Class:  1, CF:0.00279693, Len: 10, Fitness_tra: 0
Rule 37: 2277811272, Class:  1, CF:0.821923, Len: 10, Fitness_tra: 0
Rule 38: b14bd12714, Class:  1, CF:0.896873, Len: 10, Fitness_tra: 0
Rule 39: 41741f1217, Class:  1, CF:0.999793, Len: 10, Fitness_tra: 0
Rule 40: 72b72f71b4, Class:  1, CF:0.999902, Len: 10, Fitness_tra: 0
Rule 41: 224b1f4421, Class:  1, CF:0.999981, Len: 10, Fitness_tra: 0
Rule 42: b1212f2211, Class:  1, CF:0.999784, Len: 10, Fitness_tra: 0
Rule 43: b12415b744, Class:  1, CF:0.906848, Len: 10, Fitness_tra: 0
Rule 44: bb11112b2b, Class:  1, CF:0.965218, Len: 10, Fitness_tra: -545
Rule 45: 11471fbb7b, Class:  1, CF:0.999931, Len: 10, Fitness_tra: 0
Rule 46: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 4b2bd91bbb, Class:  0, CF:0.998531, Len: 10, Fitness_tra: 0
Rule 48: 2c2413214b, Class:  1, CF:0.993553, Len: 10, Fitness_tra: 0
Rule 49: 447229127b, Class:  1, CF:0.604475, Len: 10, Fitness_tra: 0
Rule 50: 4271ceb472, Class:  1, CF:0.79402, Len: 10, Fitness_tra: 0
Rule 51: 4cb4d31777, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 4121c9bbbb, Class:  0, CF:0.998771, Len: 10, Fitness_tra: 0
Rule 53: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: b4b18f21b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 21174eb772, Class:  1, CF:0.533758, Len: 10, Fitness_tra: 0
Rule 56: b7224ab17b, Class:  1, CF:0.999878, Len: 10, Fitness_tra: 0
Rule 57: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 7512812412, Class:  1, CF:0.797204, Len: 10, Fitness_tra: 0
Rule 59: 7171537b1b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 71228e2b14, Class:  1, CF:0.344329, Len: 10, Fitness_tra: 0
Rule 61: 21744e7771, Class:  1, CF:0.727825, Len: 10, Fitness_tra: 0
Rule 62: bb4253214b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1d11294bb4, Class:  1, CF:0.395321, Len: 10, Fitness_tra: 7
Rule 64: 27175f7717, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: b42181244b, Class:  1, CF:0.973497, Len: 10, Fitness_tra: 0
Rule 66: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 27b7252274, Class:  1, CF:0.96972, Len: 10, Fitness_tra: 0
Rule 68: 2d4721b741, Class:  1, CF:0.91877, Len: 10, Fitness_tra: 0
Rule 69: b1b2112777, Class:  1, CF:0.960525, Len: 10, Fitness_tra: 0
Rule 70: 114786bb72, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 77428e4114, Class:  1, CF:0.685695, Len: 10, Fitness_tra: 0
Rule 72: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: b227212bb7, Class:  1, CF:0.872346, Len: 10, Fitness_tra: 0
Rule 75: 2471452717, Class:  1, CF:0.873199, Len: 10, Fitness_tra: 0
Rule 76: 2274134144, Class:  1, CF:0.995827, Len: 10, Fitness_tra: 0
Rule 77: 1774511474, Class:  1, CF:0.823474, Len: 10, Fitness_tra: 0
Rule 78: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 241bce7771, Class:  0, CF:0.913926, Len: 10, Fitness_tra: -1
Rule 80: 7b7253b472, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 24bbcf4414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 77b4561427, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 12b21eb277, Class:  1, CF:0.336461, Len: 10, Fitness_tra: 13
Rule 85: 4b411e41bb, Class:  1, CF:0.886372, Len: 10, Fitness_tra: 0
Rule 86: 1b1b132111, Class:  1, CF:0.886393, Len: 10, Fitness_tra: -97
Rule 87: 2b22d11427, Class:  1, CF:0.998255, Len: 10, Fitness_tra: 0
Rule 88: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: b2748172b1, Class:  1, CF:0.658783, Len: 10, Fitness_tra: 1
Rule 90: 41442911bb, Class:  0, CF:0.331096, Len: 10, Fitness_tra: 121
Rule 91: 217716b72b, Class:  1, CF:0.99977, Len: 10, Fitness_tra: 0
Rule 92: 2f2245777c, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 93: 77bd5a1127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: b5b8214bb1, Class:  1, CF:  1, Len: 10, Fitness_tra: 21
Rule 95: bb81112b2b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 1b22c141b4, Class:  1, CF:0.696267, Len: 10, Fitness_tra: 1
Rule 97: bb7411721b, Class:  1, CF:0.967952, Len: 10, Fitness_tra: 0
Rule 98: 91bb53771b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 0022060400, Class:  1, CF:0.991876, Len:  4, Fitness_tra: -3
Rule100: 2114861422, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:32.4873
------Result------
Miss_rate(tra)	:32.4873
Miss_rate(tst)	:32.5411
ARL				:9.91667

------Generation 2------
Rule  1: 1114217722, Class:  1, CF:0.643464, Len: 10, Fitness_tra: 0
Rule  2: 12b12f7141, Class:  1, CF:0.999404, Len: 10, Fitness_tra: 2
Rule  3: bc7111772b, Class:  1, CF:0.982841, Len: 10, Fitness_tra: -73
Rule  4: 1271114222, Class:  1, CF:0.996146, Len: 10, Fitness_tra: -133
Rule  5: 44148d1742, Class:  1, CF:0.471266, Len: 10, Fitness_tra: -29
Rule  6: 21771a712b, Class:  1, CF:0.999677, Len: 10, Fitness_tra: 0
Rule  7: 4e2721122c, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule  8: 7f2145177c, Class:  1, CF:  1, Len: 10, Fitness_tra: 2
Rule  9: 11b1511247, Class:  1, CF:0.983841, Len: 10, Fitness_tra: -125
Rule 10: b2221647b2, Class:  1, CF:0.999915, Len: 10, Fitness_tra: 0
Rule 11: b2221e7bbb, Class:  1, CF:0.040864, Len: 10, Fitness_tra: 0
Rule 12: 744b21b4b4, Class:  1, CF:0.899072, Len: 10, Fitness_tra: 0
