------Generation 0------
Rule  1: 222b161171, Class:  1, CF:0.995944, Len: 10, Fitness_tra: -6
Rule 36: 44115d44b2, Class:  1, CF:0.900414, Len: 10, Fitness_tra: 0
Rule 37: 72b2112b71, Class:  1, CF:0.945873, Len: 10, Fitness_tra: 0
Rule 38: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 712283474b, Class:  0, CF:0.986143, Len: 10, Fitness_tra: 0
Rule 41: 2447251144, Class:  1, CF:0.735375, Len: 10, Fitness_tra: -1
Rule 42: 287113bb27, Class:  1, CF:0.993709, Len: 10, Fitness_tra: 0
Rule 43: b242c14747, Class:  1, CF:0.738526, Len: 10, Fitness_tra: 0
Rule 44: 1222514b42, Class:  1, CF:0.876883, Len: 10, Fitness_tra: 0
Rule 45: 211b6372bb, Class:  1, CF:0.994198, Len: 10, Fitness_tra: 0
Rule 46: 222483b42b, Class:  1, CF:0.687636, Len: 10, Fitness_tra: 0
Rule 47: 121415b477, Class:  1, CF:0.434998, Len: 10, Fitness_tra: 5
Rule 48: b24411772b, Class:  1, CF:0.953675, Len: 10, Fitness_tra: 0
Rule 49: 217bdfbb1b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: b4b1162277, Class:  1, CF:0.999822, Len: 10, Fitness_tra: 0
Rule 51: 47b28142b7, Class:  1, CF:0.742109, Len: 10, Fitness_tra: 0
Rule 52: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 717283414b, Class:  0, CF:0.90617, Len: 10, Fitness_tra: 0
Rule 54: 2bb2164172, Class:  1, CF:0.999867, Len: 10, Fitness_tra: 0
Rule 55: 2111c9b2b4, Class:  1, CF:0.425841, Len: 10, Fitness_tra: 0
Rule 56: 17418114b1, Class:  1, CF:0.666603, Len: 10, Fitness_tra: -4
Rule 57: 137715b172, Class:  1, CF:0.582855, Len: 10, Fitness_tra: 1
Rule 58: 2422c97744, Class:  1, CF:0.829113, Len: 10, Fitness_tra: 0
Rule 59: 2222deb4b7, Class:  1, CF:0.908803, Len: 10, Fitness_tra: 0
Rule 60: b242c3b212, Class:  1, CF:0.993566, Len: 10, Fitness_tra: 0
Rule 61: 4224837472, Class:  0, CF:0.997371, Len: 10, Fitness_tra: 0
Rule 62: 4c27114121, Class:  1, CF:0.949684, Len: 10, Fitness_tra: 0
Rule 63: 4221832424, Class:  1, CF:0.893291, Len: 10, Fitness_tra: 0
Rule 64: 7b27517b27, Class:  1, CF:0.916722, Len: 10, Fitness_tra: 0
Rule 65: 7b4b2911b1, Class:  0, CF:0.236754, Len: 10, Fitness_tra: 103
Rule 66: 44172eb2b2, Class:  1, CF:0.321183, Len: 10, Fitness_tra: 0
Rule 67: 47148e1b4b, Class:  0, CF:0.760835, Len: 10, Fitness_tra: 2
Rule 68: 47722a4717, Class:  1, CF:0.999913, Len: 10, Fitness_tra: 0
Rule 69: b4428a44b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 73b45d41b7, Class:  1, CF:0.889919, Len: 10, Fitness_tra: 0
Rule 71: 2122817224, Class:  1, CF:0.968608, Len: 10, Fitness_tra: 0
Rule 72: 2b248f7b17, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: b4b2267414, Class:  1, CF:0.999638, Len: 10, Fitness_tra: 0
Rule 74: 4c71292177, Class:  1, CF:0.20958, Len: 10, Fitness_tra: 0
Rule 75: 1d742eb2b4, Class:  1, CF:0.587222, Len: 10, Fitness_tra: 0
Rule 76: 4227517111, Class:  1, CF:0.947758, Len: 10, Fitness_tra: 0
Rule 77: b572c14121, Class:  1, CF:0.931651, Len: 10, Fitness_tra: 0
Rule 78: 27b7917271, Class:  1, CF:0.978965, Len: 10, Fitness_tra: 0
Rule 79: b144457b7b, Class:  1, CF:0.593954, Len: 10, Fitness_tra: 0
Rule 80: 217b5f424b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 722149741b, Class:  1, CF:0.879124, Len: 10, Fitness_tra: 0
Rule 82: 1247d1b44b, Class:  1, CF:0.911892, Len: 10, Fitness_tra: 0
Rule 83: 1427c51244, Class:  1, CF:0.523411, Len: 10, Fitness_tra: 3
Rule 84: 227b192471, Class:  1, CF:0.962319, Len: 10, Fitness_tra: 1
Rule 85: 18744db721, Class:  1, CF:0.73251, Len: 10, Fitness_tra: 0
Rule 86: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 4147d91717, Class:  1, CF:0.55909, Len: 10, Fitness_tra: 0
Rule 88: 1247487717, Class:  1, CF:0.574977, Len: 10, Fitness_tra: 0
Rule 89: 1527232172, Class:  1, CF:0.985109, Len: 10, Fitness_tra: 1
Rule 90: 14bb1e4224, Class:  1, CF:0.693233, Len: 10, Fitness_tra: 0
Rule 91: 25bbc177b2, Class:  1, CF:0.312847, Len: 10, Fitness_tra: 0
Rule 92: 411bce4141, Class:  0, CF:0.440109, Len: 10, Fitness_tra: 170
Rule 93: 15411e41b7, Class:  0, CF:0.00438632, Len: 10, Fitness_tra: 0
Rule 94: 4312217b74, Class:  1, CF:0.791645, Len: 10, Fitness_tra: 0
Rule 95: b21b112712, Class:  1, CF:0.77199, Len: 10, Fitness_tra: 0
Rule 96: 2522157247, Class:  1, CF:0.750181, Len: 10, Fitness_tra: 0
Rule 97: bb72c9471b, Class:  0, CF:0.999288, Len: 10, Fitness_tra: 0
Rule 98: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 21471d4422, Class:  1, CF:0.959693, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:9.88832
------Result------
Miss_rate(tra)	:9.88832
Miss_rate(tst)	:9.87203
ARL				:9.90805

------Generation 0------
Rule  1: 0000080004, Class:  0, CF:0.40241, Len:  2, Fitness_tra: 3802
Rule  2: 411bce4141, Class:  0, CF:0.440109, Len: 10, Fitness_tra: 163
Rule  3: 7b4b2911b1, Class:  0, CF:0.236754, Len: 10, Fitness_tra: 70
Rule  4: 1bbb59b142, Class:  1, CF:0.823576, Len: 10, Fitness_tra: 0
Rule  5: 1277232711, Class:  1, CF:0.972255, Len: 10, Fitness_tra: 5
Rule  6: 121415b477, Class:  1, CF:0.434998, Len: 10, Fitness_tra: 0
Rule  7: b71113b277, Class:  1, CF:0.993629, Len: 10, Fitness_tra: 1
Rule  8: 1427c51244, Class:  1, CF:0.523411, Len: 10, Fitness_tra: 0
Rule  9: 214113b4b4, Class:  1, CF:0.996843, Len: 10, Fitness_tra: 2
Rule 10: 47148e1b4b, Class:  0, CF:0.760835, Len: 10, Fitness_tra: 2
Rule 11: 11b4f141b7, Class:  1, CF:0.889582, Len: 10, Fitness_tra: 0
Rule 12: 137715b172, Class:  1, CF:0.582855, Len: 10, Fitness_tra: 0
Rule 13: 12b24e7b1b, Class:  1, CF:0.314791, Len: 10, Fitness_tra: 0
Rule 14: 227b192471, Class:  1, CF:0.962319, Len: 10, Fitness_tra: 1
Rule 15: 1527232172, Class:  1, CF:0.985109, Len: 10, Fitness_tra: 1
Rule 16: 21471d4422, Class:  1, CF:0.959693, Len: 10, Fitness_tra: 0
Rule 17: be71214412, Class:  1, CF:0.995679, Len: 10, Fitness_tra: 0
Rule 18: 4177c31b72, Class:  0, CF:0.977866, Len: 10, Fitness_tra: 0
Rule 19: 187b8ebbb4, Class:  1, CF:0.402287, Len: 10, Fitness_tra: 0
Rule 20: bb741314bb, Class:  1, CF:0.997021, Len: 10, Fitness_tra: 1
Rule 21: 1242c11b17, Class:  0, CF:0.102381, Len: 10, Fitness_tra: 0
Rule 22: 712b131474, Class:  1, CF:0.996098, Len: 10, Fitness_tra: 1
Rule 23: 1224831471, Class:  0, CF:0.553134, Len: 10, Fitness_tra: 0
Rule 24: 42b42a21b2, Class:  1, CF:0.999318, Len: 10, Fitness_tra: 0
Rule 25: 447129b127, Class:  1, CF:0.97442, Len: 10, Fitness_tra: -1
Rule 26: bb7b837441, Class:  0, CF:0.78375, Len: 10, Fitness_tra: 0
Rule 27: b42b234172, Class:  1, CF:0.975119, Len: 10, Fitness_tra: 0
Rule 28: 1b71114772, Class:  1, CF:0.974736, Len: 10, Fitness_tra: 0
Rule 29: 1242134222, Class:  1, CF:0.99907, Len: 10, Fitness_tra: 0
Rule 30: b14b8912b7, Class:  1, CF:0.313116, Len: 10, Fitness_tra: 0
Rule 31: bf7115714b, Class:  1, CF:0.906899, Len: 10, Fitness_tra: 0
Rule 32: 11bb3f2742, Class:  1, CF:0.998955, Len: 10, Fitness_tra: 0
Rule 33: 4d1b594747, Class:  1, CF:0.626487, Len: 10, Fitness_tra: 0
Rule 34: 7772117417, Class:  1, CF:0.939381, Len: 10, Fitness_tra: 0
Rule 35: b14bca1711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 44115d44b2, Class:  1, CF:0.900414, Len: 10, Fitness_tra: 0
Rule 37: 72b2112b71, Class:  1, CF:0.945873, Len: 10, Fitness_tra: 0
Rule 38: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 712283474b, Class:  0, CF:0.986143, Len: 10, Fitness_tra: 0
Rule 41: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 287113bb27, Class:  1, CF:0.993709, Len: 10, Fitness_tra: 0
Rule 43: b242c14747, Class:  1, CF:0.738526, Len: 10, Fitness_tra: 0
Rule 44: 1222514b42, Class:  1, CF:0.876883, Len: 10, Fitness_tra: 0
Rule 45: 211b6372bb, Class:  1, CF:0.994198, Len: 10, Fitness_tra: 0
Rule 46: 222483b42b, Class:  1, CF:0.687636, Len: 10, Fitness_tra: 0
Rule 47: 71bbce4727, Class:  1, CF:0.82933, Len: 10, Fitness_tra: 0
Rule 48: b24411772b, Class:  1, CF:0.953675, Len: 10, Fitness_tra: 0
Rule 49: 217bdfbb1b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: b4b1162277, Class:  1, CF:0.999822, Len: 10, Fitness_tra: 0
Rule 51: 47b28142b7, Class:  1, CF:0.742109, Len: 10, Fitness_tra: 0
Rule 52: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 717283414b, Class:  0, CF:0.90617, Len: 10, Fitness_tra: 0
Rule 54: 2bb2164172, Class:  1, CF:0.999867, Len: 10, Fitness_tra: 0
Rule 55: 2111c9b2b4, Class:  1, CF:0.425841, Len: 10, Fitness_tra: 0
Rule 56: 2422c97744, Class:  1, CF:0.829113, Len: 10, Fitness_tra: 0
Rule 57: 2222deb4b7, Class:  1, CF:0.908803, Len: 10, Fitness_tra: 0
Rule 58: b242c3b212, Class:  1, CF:0.993566, Len: 10, Fitness_tra: 0
Rule 59: 4224837472, Class:  0, CF:0.997371, Len: 10, Fitness_tra: 0
Rule 60: 4c27114121, Class:  1, CF:0.949684, Len: 10, Fitness_tra: 0
Rule 61: 4221832424, Class:  1, CF:0.893291, Len: 10, Fitness_tra: 0
Rule 62: 7b27517b27, Class:  1, CF:0.916722, Len: 10, Fitness_tra: 0
Rule 63: 74b2534714, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 44172eb2b2, Class:  1, CF:0.321183, Len: 10, Fitness_tra: 0
Rule 65: 7212d174b7, Class:  1, CF:0.85886, Len: 10, Fitness_tra: 0
Rule 66: 47722a4717, Class:  1, CF:0.999913, Len: 10, Fitness_tra: 0
Rule 67: b4428a44b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 73b45d41b7, Class:  1, CF:0.889919, Len: 10, Fitness_tra: 0
Rule 69: 2122817224, Class:  1, CF:0.968608, Len: 10, Fitness_tra: 0
Rule 70: 2b248f7b17, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: b4b2267414, Class:  1, CF:0.999638, Len: 10, Fitness_tra: 0
Rule 72: 4c71292177, Class:  1, CF:0.20958, Len: 10, Fitness_tra: 0
Rule 73: 1d742eb2b4, Class:  1, CF:0.587222, Len: 10, Fitness_tra: 0
Rule 74: 4227517111, Class:  1, CF:0.947758, Len: 10, Fitness_tra: 5
Rule 75: b572c14121, Class:  1, CF:0.931651, Len: 10, Fitness_tra: 0
Rule 76: 27b7917271, Class:  1, CF:0.978965, Len: 10, Fitness_tra: 0
Rule 77: b144457b7b, Class:  1, CF:0.593954, Len: 10, Fitness_tra: 0
Rule 78: 217b5f424b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 722149741b, Class:  1, CF:0.879124, Len: 10, Fitness_tra: 0
Rule 80: 1247d1b44b, Class:  1, CF:0.911892, Len: 10, Fitness_tra: 0
Rule 81: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 41b4dd4441, Class:  1, CF:0.972599, Len: 10, Fitness_tra: 0
Rule 83: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 7747252122, Class:  1, CF:0.934463, Len: 10, Fitness_tra: 0
Rule 87: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 232851b12b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 22771a4124, Class:  1, CF:0.998981, Len: 10, Fitness_tra: 0
Rule 90: 27721172bb, Class:  1, CF:0.942668, Len: 10, Fitness_tra: 0
Rule 91: b442c3b277, Class:  0, CF:0.993648, Len: 10, Fitness_tra: 0
Rule 92: 217b2f4242, Class:  1, CF:0.999987, Len: 10, Fitness_tra: 0
Rule 93: 71b72e2121, Class:  1, CF:0.846428, Len: 10, Fitness_tra: 17
Rule 94: 00e00e02b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 01b4094007, Class:  1, CF:0.33877, Len:  6, Fitness_tra: 36
Rule 96: 25b7232502, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 121113bb77, Class:  1, CF:0.979819, Len: 10, Fitness_tra: -7
Rule 98: 1b84cf7247, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 22222eb9b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: b42b2e41b2, Class:  1, CF:0.22941, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:10.0914
------Result------
Miss_rate(tra)	:10.0914
Miss_rate(tst)	:10.2377
ARL				:9.85

------Generation 1------
Rule  1: 0000080004, Class:  0, CF:0.40241, Len:  2, Fitness_tra: 3802
Rule  2: 411bce4141, Class:  0, CF:0.440109, Len: 10, Fitness_tra: 163
Rule  3: 7b4b2911b1, Class:  0, CF:0.236754, Len: 10, Fitness_tra: 70
Rule  4: 1bbb59b142, Class:  1, CF:0.823576, Len: 10, Fitness_tra: 0
Rule  5: 1277232711, Class:  1, CF:0.972255, Len: 10, Fitness_tra: 5
Rule  6: 121415b477, Class:  1, CF:0.434998, Len: 10, Fitness_tra: 0
Rule  7: b71113b277, Class:  1, CF:0.993629, Len: 10, Fitness_tra: 1
Rule  8: 1427c51244, Class:  1, CF:0.523411, Len: 10, Fitness_tra: 0
Rule  9: 214113b4b4, Class:  1, CF:0.996843, Len: 10, Fitness_tra: 2
Rule 10: 47148e1b4b, Class:  0, CF:0.760835, Len: 10, Fitness_tra: 2
Rule 11: 11b4f141b7, Class:  1, CF:0.889582, Len: 10, Fitness_tra: 0
Rule 12: 137715b172, Class:  1, CF:0.582855, Len: 10, Fitness_tra: 0
Rule 13: 12b24e7b1b, Class:  1, CF:0.314791, Len: 10, Fitness_tra: 0
Rule 14: 227b192471, Class:  1, CF:0.962319, Len: 10, Fitness_tra: 1
Rule 15: 1527232172, Class:  1, CF:0.985109, Len: 10, Fitness_tra: 1
Rule 16: 21471d4422, Class:  1, CF:0.959693, Len: 10, Fitness_tra: 0
Rule 17: be71214412, Class:  1, CF:0.995679, Len: 10, Fitness_tra: 0
Rule 18: 4177c31b72, Class:  0, CF:0.977866, Len: 10, Fitness_tra: 0
Rule 19: 187b8ebbb4, Class:  1, CF:0.402287, Len: 10, Fitness_tra: 0
Rule 20: bb741314bb, Class:  1, CF:0.997021, Len: 10, Fitness_tra: 1
Rule 21: 1242c11b17, Class:  0, CF:0.102381, Len: 10, Fitness_tra: 0
Rule 22: 712b131474, Class:  1, CF:0.996098, Len: 10, Fitness_tra: 1
Rule 23: 1224831471, Class:  0, CF:0.553134, Len: 10, Fitness_tra: 0
Rule 24: 42b42a21b2, Class:  1, CF:0.999318, Len: 10, Fitness_tra: 0
Rule 25: 447129b127, Class:  1, CF:0.97442, Len: 10, Fitness_tra: -1
Rule 26: bb7b837441, Class:  0, CF:0.78375, Len: 10, Fitness_tra: 0
Rule 27: b42b234172, Class:  1, CF:0.975119, Len: 10, Fitness_tra: 0
Rule 28: 1b71114772, Class:  1, CF:0.974736, Len: 10, Fitness_tra: 0
Rule 29: 1242134222, Class:  1, CF:0.99907, Len: 10, Fitness_tra: 0
Rule 30: b14b8912b7, Class:  1, CF:0.313116, Len: 10, Fitness_tra: 0
Rule 31: bf7115714b, Class:  1, CF:0.906899, Len: 10, Fitness_tra: 0
Rule 32: 11bb3f2742, Class:  1, CF:0.998955, Len: 10, Fitness_tra: 0
Rule 33: 4d1b594747, Class:  1, CF:0.626487, Len: 10, Fitness_tra: 0
Rule 34: 7772117417, Class:  1, CF:0.939381, Len: 10, Fitness_tra: 0
Rule 35: b14bca1711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 44115d44b2, Class:  1, CF:0.900414, Len: 10, Fitness_tra: 0
Rule 37: 72b2112b71, Class:  1, CF:0.945873, Len: 10, Fitness_tra: 0
Rule 38: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 712283474b, Class:  0, CF:0.986143, Len: 10, Fitness_tra: 0
Rule 41: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 287113bb27, Class:  1, CF:0.993709, Len: 10, Fitness_tra: 0
Rule 43: b242c14747, Class:  1, CF:0.738526, Len: 10, Fitness_tra: 0
Rule 44: 1222514b42, Class:  1, CF:0.876883, Len: 10, Fitness_tra: 0
Rule 45: 211b6372bb, Class:  1, CF:0.994198, Len: 10, Fitness_tra: 0
Rule 46: 222483b42b, Class:  1, CF:0.687636, Len: 10, Fitness_tra: 0
Rule 47: 71bbce4727, Class:  1, CF:0.82933, Len: 10, Fitness_tra: 0
Rule 48: b24411772b, Class:  1, CF:0.953675, Len: 10, Fitness_tra: 0
Rule 49: 217bdfbb1b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: b4b1162277, Class:  1, CF:0.999822, Len: 10, Fitness_tra: 0
Rule 51: 47b28142b7, Class:  1, CF:0.742109, Len: 10, Fitness_tra: 0
Rule 52: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 717283414b, Class:  0, CF:0.90617, Len: 10, Fitness_tra: 0
Rule 54: 2bb2164172, Class:  1, CF:0.999867, Len: 10, Fitness_tra: 0
Rule 55: 2111c9b2b4, Class:  1, CF:0.425841, Len: 10, Fitness_tra: 0
Rule 56: 2422c97744, Class:  1, CF:0.829113, Len: 10, Fitness_tra: 0
Rule 57: 2222deb4b7, Class:  1, CF:0.908803, Len: 10, Fitness_tra: 0
Rule 58: b242c3b212, Class:  1, CF:0.993566, Len: 10, Fitness_tra: 0
Rule 59: 4224837472, Class:  0, CF:0.997371, Len: 10, Fitness_tra: 0
Rule 60: 4c27114121, Class:  1, CF:0.949684, Len: 10, Fitness_tra: 0
Rule 61: 4221832424, Class:  1, CF:0.893291, Len: 10, Fitness_tra: 0
Rule 62: 7b27517b27, Class:  1, CF:0.916722, Len: 10, Fitness_tra: 0
Rule 63: 74b2534714, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 44172eb2b2, Class:  1, CF:0.321183, Len: 10, Fitness_tra: 0
Rule 65: 7212d174b7, Class:  1, CF:0.85886, Len: 10, Fitness_tra: 0
Rule 66: 47722a4717, Class:  1, CF:0.999913, Len: 10, Fitness_tra: 0
Rule 67: b4428a44b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 73b45d41b7, Class:  1, CF:0.889919, Len: 10, Fitness_tra: 0
Rule 69: 2122817224, Class:  1, CF:0.968608, Len: 10, Fitness_tra: 0
Rule 70: 2b248f7b17, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: b4b2267414, Class:  1, CF:0.999638, Len: 10, Fitness_tra: 0
Rule 72: 4c71292177, Class:  1, CF:0.20958, Len: 10, Fitness_tra: 0
Rule 73: 1d742eb2b4, Class:  1, CF:0.587222, Len: 10, Fitness_tra: 0
Rule 74: 4227517111, Class:  1, CF:0.947758, Len: 10, Fitness_tra: 5
Rule 75: b572c14121, Class:  1, CF:0.931651, Len: 10, Fitness_tra: 0
Rule 76: 27b7917271, Class:  1, CF:0.978965, Len: 10, Fitness_tra: 0
Rule 77: b144457b7b, Class:  1, CF:0.593954, Len: 10, Fitness_tra: 0
Rule 78: 217b5f424b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 722149741b, Class:  1, CF:0.879124, Len: 10, Fitness_tra: 0
Rule 80: 1247d1b44b, Class:  1, CF:0.911892, Len: 10, Fitness_tra: 0
Rule 81: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 41b4dd4441, Class:  1, CF:0.972599, Len: 10, Fitness_tra: 0
Rule 83: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 7747252122, Class:  1, CF:0.934463, Len: 10, Fitness_tra: 0
Rule 87: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 232851b12b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 22771a4124, Class:  1, CF:0.998981, Len: 10, Fitness_tra: 0
Rule 90: 27721172bb, Class:  1, CF:0.942668, Len: 10, Fitness_tra: 0
Rule 91: b442c3b277, Class:  0, CF:0.993648, Len: 10, Fitness_tra: 0
Rule 92: 217b2f4242, Class:  1, CF:0.999987, Len: 10, Fitness_tra: 0
Rule 93: 71b72e2121, Class:  1, CF:0.846428, Len: 10, Fitness_tra: 17
Rule 94: 00e00e02b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 01b4094007, Class:  1, CF:0.33877, Len:  6, Fitness_tra: 36
Rule 96: 25b7232502, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 121113bb77, Class:  1, CF:0.979819, Len: 10, Fitness_tra: -7
Rule 98: 1b84cf7247, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 22222eb9b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: b42b2e41b2, Class:  1, CF:0.22941, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:10.0914
------Result------
Miss_rate(tra)	:10.0914
Miss_rate(tst)	:10.2377
ARL				:9.85

------Generation 2------
Rule  1: 0000080004, Class:  0, CF:0.40241, Len:  2, Fitness_tra: 3802
Rule  2: 411bce4141, Class:  0, CF:0.440109, Len: 10, Fitness_tra: 163
Rule  3: 7b4b2911b1, Class:  0, CF:0.236754, Len: 10, Fitness_tra: 70
Rule  4: 1bbb59b142, Class:  1, CF:0.823576, Len: 10, Fitness_tra: 0
Rule  5: 1277232711, Class:  1, CF:0.972255, Len: 10, Fitness_tra: 5
Rule  6: 121415b477, Class:  1, CF:0.434998, Len: 10, Fitness_tra: 0
Rule  7: b71113b277, Class:  1, CF:0.993629, Len: 10, Fitness_tra: 1
Rule  8: 1427c51244, Class:  1, CF:0.523411, Len: 10, Fitness_tra: 0
Rule  9: 214113b4b4, Class:  1, CF:0.996843, Len: 10, Fitness_tra: 2
Rule 10: 47148e1b4b, Class:  0, CF:0.760835, Len: 10, Fitness_tra: 2
Rule 11: 11b4f141b7, Class:  1, CF:0.889582, Len: 10, Fitness_tra: 0
