------Generation 0------
Rule  1: bb718a7447, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 742bc14717, Class:  1, CF:0.510667, Len: 10, Fitness_tra: 0
Rule 39: 7412c672b4, Class:  1, CF:0.0123596, Len: 10, Fitness_tra: 0
Rule 40: 1bb1131771, Class:  1, CF:0.927751, Len: 10, Fitness_tra: -2
Rule 41: 121b3311b2, Class:  0, CF:0.0629075, Len: 10, Fitness_tra: 0
Rule 42: 1b22c917b4, Class:  1, CF:0.0878512, Len: 10, Fitness_tra: 0
Rule 43: 0000030005, Class:  1, CF:  1, Len:  2, Fitness_tra: 3
Rule 44: 74b4512747, Class:  1, CF:0.874433, Len: 10, Fitness_tra: 0
Rule 45: 747bc37771, Class:  0, CF:0.678923, Len: 10, Fitness_tra: 0
Rule 46: 77122abb44, Class:  1, CF:0.999834, Len: 10, Fitness_tra: 0
Rule 47: 74bb13142b, Class:  1, CF:0.94615, Len: 10, Fitness_tra: 0
Rule 48: 427bdf4717, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 12b2837122, Class:  0, CF:0.392195, Len: 10, Fitness_tra: 0
Rule 50: 1c722e2b72, Class:  1, CF:0.189626, Len: 10, Fitness_tra: 0
Rule 51: 112b4347bb, Class:  1, CF:0.899356, Len: 10, Fitness_tra: 0
Rule 52: 12445a7221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 1124217b4b, Class:  1, CF:0.650949, Len: 10, Fitness_tra: 0
Rule 54: b8bb81b441, Class:  1, CF:0.518518, Len: 10, Fitness_tra: 0
Rule 55: 114b161271, Class:  1, CF:0.991085, Len: 10, Fitness_tra: 0
Rule 56: 7371b977b2, Class:  1, CF:0.540475, Len: 10, Fitness_tra: 0
Rule 57: 141caab741, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 74b72147b1, Class:  1, CF:0.650765, Len: 10, Fitness_tra: 0
Rule 59: b242414bb1, Class:  1, CF:0.747998, Len: 10, Fitness_tra: 0
Rule 60: 1d74714b21, Class:  1, CF:0.762802, Len: 10, Fitness_tra: 0
Rule 61: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 12245374b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1517197142, Class:  1, CF:0.105045, Len: 10, Fitness_tra: 0
Rule 64: 244261bb47, Class:  1, CF:0.986608, Len: 10, Fitness_tra: 0
Rule 65: b2718ab247, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 47271ab241, Class:  1, CF:0.999938, Len: 10, Fitness_tra: 0
Rule 67: 1111ce7124, Class:  1, CF:0.615074, Len: 10, Fitness_tra: 3
Rule 68: 4211812724, Class:  1, CF:0.912819, Len: 10, Fitness_tra: 0
Rule 69: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 711bc31b74, Class:  1, CF:0.267739, Len: 10, Fitness_tra: 0
Rule 71: 1527134214, Class:  1, CF:0.996129, Len: 10, Fitness_tra: 0
Rule 72: 4277562421, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 214b2d4742, Class:  1, CF:0.924571, Len: 10, Fitness_tra: 0
Rule 74: 1b1451214b, Class:  1, CF:0.696086, Len: 10, Fitness_tra: 0
Rule 75: b722117bb2, Class:  1, CF:0.886591, Len: 10, Fitness_tra: 0
Rule 76: 21b7ce21b1, Class:  0, CF:0.938528, Len: 10, Fitness_tra: -1
Rule 77: 41285f4b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 78b421214b, Class:  1, CF:0.766536, Len: 10, Fitness_tra: 0
Rule 79: 4274114b71, Class:  1, CF:0.917521, Len: 10, Fitness_tra: 0
Rule 80: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 4227134b22, Class:  1, CF:0.999292, Len: 10, Fitness_tra: 0
Rule 82: 17b4317bb4, Class:  1, CF:0.859655, Len: 10, Fitness_tra: 0
Rule 83: b227c127b1, Class:  1, CF:0.250905, Len: 10, Fitness_tra: 0
Rule 84: 14112d4b4b, Class:  1, CF:0.525873, Len: 10, Fitness_tra: 0
Rule 85: 4bb1ca21b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 1727cf4b21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 4612812211, Class:  1, CF:0.799586, Len: 10, Fitness_tra: -23
Rule 88: 114b132117, Class:  1, CF:0.923727, Len: 10, Fitness_tra: 0
Rule 89: 7c7241421b, Class:  1, CF:0.781308, Len: 10, Fitness_tra: 0
Rule 90: 1b2419bb17, Class:  0, CF:0.482862, Len: 10, Fitness_tra: 0
Rule 91: 4c12112242, Class:  1, CF:0.900911, Len: 10, Fitness_tra: 0
Rule 92: 11422e4274, Class:  1, CF:0.667226, Len: 10, Fitness_tra: 0
Rule 93: 47271a121b, Class:  1, CF:0.991678, Len: 10, Fitness_tra: 0
Rule 94: 12b7c14422, Class:  1, CF:0.805857, Len: 10, Fitness_tra: 0
Rule 95: 2122514b21, Class:  1, CF:0.714912, Len: 10, Fitness_tra: 0
Rule 96: 127b13b172, Class:  1, CF:0.966149, Len: 10, Fitness_tra: 0
Rule 97: 11b21e442b, Class:  1, CF:0.412774, Len: 10, Fitness_tra: 0
Rule 98: 75148d47b7, Class:  1, CF:0.570309, Len: 10, Fitness_tra: 0
Rule 99: 217413b2b1, Class:  1, CF:0.980117, Len: 10, Fitness_tra: 0
Rule100: 147b262171, Class:  1, CF:0.988623, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:11.0051
------Result------
Miss_rate(tra)	:11.0051
Miss_rate(tst)	:10.2377
ARL				:9.78481

------Generation 0------
Rule  1: 000000000b, Class:  0, CF:0.46076, Len:  1, Fitness_tra: 4002
Rule  2: 1111ce7124, Class:  1, CF:0.615074, Len: 10, Fitness_tra: 0
Rule  3: 0000030005, Class:  1, CF:  1, Len:  2, Fitness_tra: 3
Rule  4: 2122214114, Class:  1, CF:0.751939, Len: 10, Fitness_tra: 0
Rule  5: bb718a7447, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: b17b16b141, Class:  1, CF:0.99403, Len: 10, Fitness_tra: 0
Rule  8: 24b28eb122, Class:  1, CF:0.853046, Len: 10, Fitness_tra: 0
Rule  9: 2db4734471, Class:  1, CF:0.977112, Len: 10, Fitness_tra: 0
Rule 10: 117b511721, Class:  1, CF:0.584313, Len: 10, Fitness_tra: 6
Rule 11: b927811471, Class:  1, CF:0.758054, Len: 10, Fitness_tra: 0
Rule 12: 421bc5742b, Class:  1, CF:0.131697, Len: 10, Fitness_tra: 0
Rule 13: 74423f17b2, Class:  1, CF:0.999988, Len: 10, Fitness_tra: 0
Rule 14: 411bf622b4, Class:  1, CF:0.997901, Len: 10, Fitness_tra: 0
Rule 15: b1b4192712, Class:  1, CF:0.794645, Len: 10, Fitness_tra: 0
Rule 16: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 4117264414, Class:  1, CF:0.994939, Len: 10, Fitness_tra: 0
Rule 18: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: bdb74eb142, Class:  0, CF:0.550146, Len: 10, Fitness_tra: 0
Rule 20: 211b2e2142, Class:  1, CF:0.636052, Len: 10, Fitness_tra: 0
Rule 21: 71bb867174, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: b24241b271, Class:  1, CF:0.837801, Len: 10, Fitness_tra: 0
Rule 24: b114854271, Class:  1, CF:0.848804, Len: 10, Fitness_tra: 1
Rule 25: 147b262171, Class:  1, CF:0.988623, Len: 10, Fitness_tra: 0
Rule 26: 1741c67742, Class:  0, CF:0.136008, Len: 10, Fitness_tra: 0
Rule 27: 744b1e4421, Class:  1, CF:0.879826, Len: 10, Fitness_tra: 0
Rule 28: 41718e24b7, Class:  1, CF:0.973552, Len: 10, Fitness_tra: 0
Rule 29: 412221172b, Class:  1, CF:0.877092, Len: 10, Fitness_tra: 0
Rule 30: 244b1eb2b1, Class:  1, CF:0.462451, Len: 10, Fitness_tra: 0
Rule 31: 47118a7447, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: b2b15317b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: b1242524b2, Class:  1, CF:0.73895, Len: 10, Fitness_tra: 0
Rule 34: 774bc124b4, Class:  1, CF:0.777998, Len: 10, Fitness_tra: 0
Rule 35: 4177217b2b, Class:  1, CF:0.816788, Len: 10, Fitness_tra: 0
Rule 36: 25241e1224, Class:  0, CF:0.89593, Len: 10, Fitness_tra: 0
Rule 37: 192781221c, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 38: 742bc14717, Class:  1, CF:0.510667, Len: 10, Fitness_tra: 0
Rule 39: 7412c672b4, Class:  1, CF:0.0123596, Len: 10, Fitness_tra: 0
Rule 40: 121b3311b2, Class:  0, CF:0.0629075, Len: 10, Fitness_tra: 0
Rule 41: 1b22c917b4, Class:  1, CF:0.0878512, Len: 10, Fitness_tra: 0
Rule 42: 747156b112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 74b4512747, Class:  1, CF:0.874433, Len: 10, Fitness_tra: 0
Rule 44: 747bc37771, Class:  0, CF:0.678923, Len: 10, Fitness_tra: 0
Rule 45: 77122abb44, Class:  1, CF:0.999834, Len: 10, Fitness_tra: 0
Rule 46: 74bb13142b, Class:  1, CF:0.94615, Len: 10, Fitness_tra: 0
Rule 47: 427bdf4717, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 12b2837122, Class:  0, CF:0.392195, Len: 10, Fitness_tra: 0
Rule 49: 1c722e2b72, Class:  1, CF:0.189626, Len: 10, Fitness_tra: 0
Rule 50: 112b4347bb, Class:  1, CF:0.899356, Len: 10, Fitness_tra: 0
Rule 51: 12445a7221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 1124217b4b, Class:  1, CF:0.650949, Len: 10, Fitness_tra: 0
Rule 53: b8bb81b441, Class:  1, CF:0.518518, Len: 10, Fitness_tra: 0
Rule 54: 114b161271, Class:  1, CF:0.991085, Len: 10, Fitness_tra: 0
Rule 55: 7371b977b2, Class:  1, CF:0.540475, Len: 10, Fitness_tra: 0
Rule 56: 141caab741, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 74b72147b1, Class:  1, CF:0.650765, Len: 10, Fitness_tra: 1
Rule 58: b242414bb1, Class:  1, CF:0.747998, Len: 10, Fitness_tra: 0
Rule 59: 1d74714b21, Class:  1, CF:0.762802, Len: 10, Fitness_tra: 0
Rule 60: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 12245374b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1517197142, Class:  1, CF:0.105045, Len: 10, Fitness_tra: 0
Rule 63: 244261bb47, Class:  1, CF:0.986608, Len: 10, Fitness_tra: 0
Rule 64: b2718ab247, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 47271ab241, Class:  1, CF:0.999938, Len: 10, Fitness_tra: 0
Rule 66: 2871197222, Class:  0, CF:0.763214, Len: 10, Fitness_tra: 0
Rule 67: 4211812724, Class:  1, CF:0.912819, Len: 10, Fitness_tra: 0
Rule 68: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 711bc31b74, Class:  1, CF:0.267739, Len: 10, Fitness_tra: 0
Rule 70: 1527134214, Class:  1, CF:0.996129, Len: 10, Fitness_tra: 0
Rule 71: 4277562421, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 214b2d4742, Class:  1, CF:0.924571, Len: 10, Fitness_tra: 0
Rule 73: 1b1451214b, Class:  1, CF:0.696086, Len: 10, Fitness_tra: 0
Rule 74: b722117bb2, Class:  1, CF:0.886591, Len: 10, Fitness_tra: 0
Rule 75: 217413b2b1, Class:  1, CF:0.980117, Len: 10, Fitness_tra: 0
Rule 76: 41285f4b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 78b421214b, Class:  1, CF:0.766536, Len: 10, Fitness_tra: 0
Rule 78: 4274114b71, Class:  1, CF:0.917521, Len: 10, Fitness_tra: 0
Rule 79: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 4227134b22, Class:  1, CF:0.999292, Len: 10, Fitness_tra: 0
Rule 81: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 0000090005, Class:  1, CF:0.99738, Len:  2, Fitness_tra: 1
Rule 83: 2271af224b, Class:  1, CF:0.99997, Len: 10, Fitness_tra: 0
Rule 84: 4724334772, Class:  1, CF:0.989779, Len: 10, Fitness_tra: 0
Rule 85: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 2241562b22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: b6755d2b71, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: b741164b2b, Class:  1, CF:0.999712, Len: 10, Fitness_tra: 0
Rule 90: 17171f2b24, Class:  1, CF:0.99777, Len: 10, Fitness_tra: 0
Rule 91: 74272947b1, Class:  1, CF:0.533997, Len: 10, Fitness_tra: 0
Rule 92: 47271ab241, Class:  1, CF:0.999938, Len:  0, Fitness_tra: 0
Rule 93: 0100650211, Class:  0, CF:0.525836, Len:  6, Fitness_tra: 1
Rule 94: b0278314b1, Class:  0, CF:0.567977, Len:  9, Fitness_tra: 0
Rule 95: 0401000407, Class:  1, CF:0.476309, Len:  4, Fitness_tra: 3
Rule 96: 117b164711, Class:  1, CF:0.959767, Len: 10, Fitness_tra: 2
Rule 97: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 119b132117, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 99: 1c72262272, Class:  1, CF:0.999572, Len: 10, Fitness_tra: 0
Rule100: 0000060005, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
------Current------
Miss_rate(tra)	:11.1066
------Result------
Miss_rate(tra)	:11.1066
Miss_rate(tst)	:10.6033
ARL				:9.40541

------Generation 1------
Rule  1: 000000000b, Class:  0, CF:0.46076, Len:  1, Fitness_tra: 4002
Rule  2: 117b511721, Class:  1, CF:0.584313, Len: 10, Fitness_tra: 0
Rule  3: 0401000407, Class:  1, CF:0.476309, Len:  4, Fitness_tra: 3
Rule  4: 0000030005, Class:  1, CF:  1, Len:  2, Fitness_tra: 3
Rule  5: 117b164711, Class:  1, CF:0.959767, Len: 10, Fitness_tra: 2
Rule  6: 74b72147b1, Class:  1, CF:0.650765, Len: 10, Fitness_tra: 2
Rule  7: 0000090005, Class:  1, CF:0.99738, Len:  2, Fitness_tra: 1
Rule  8: 0100650211, Class:  0, CF:0.525836, Len:  6, Fitness_tra: 1
Rule  9: b114854271, Class:  1, CF:0.848804, Len: 10, Fitness_tra: 0
Rule 10: 1111ce7124, Class:  1, CF:0.615074, Len: 10, Fitness_tra: 0
Rule 11: b927811471, Class:  1, CF:0.758054, Len: 10, Fitness_tra: 0
Rule 12: 421bc5742b, Class:  1, CF:0.131697, Len: 10, Fitness_tra: 0
Rule 13: 74423f17b2, Class:  1, CF:0.999988, Len: 10, Fitness_tra: 0
Rule 14: 411bf622b4, Class:  1, CF:0.997901, Len: 10, Fitness_tra: 0
Rule 15: b1b4192712, Class:  1, CF:0.794645, Len: 10, Fitness_tra: 0
Rule 16: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 4117264414, Class:  1, CF:0.994939, Len: 10, Fitness_tra: 0
Rule 18: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: bdb74eb142, Class:  0, CF:0.550146, Len: 10, Fitness_tra: 0
Rule 20: 211b2e2142, Class:  1, CF:0.636052, Len: 10, Fitness_tra: 0
Rule 21: 71bb867174, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: b24241b271, Class:  1, CF:0.837801, Len: 10, Fitness_tra: 0
Rule 24: bb718a7447, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 147b262171, Class:  1, CF:0.988623, Len: 10, Fitness_tra: 0
Rule 26: 1741c67742, Class:  0, CF:0.136008, Len: 10, Fitness_tra: 0
Rule 27: 744b1e4421, Class:  1, CF:0.879826, Len: 10, Fitness_tra: 0
Rule 28: 41718e24b7, Class:  1, CF:0.973552, Len: 10, Fitness_tra: 0
Rule 29: 412221172b, Class:  1, CF:0.877092, Len: 10, Fitness_tra: 0
Rule 30: 244b1eb2b1, Class:  1, CF:0.462451, Len: 10, Fitness_tra: 0
Rule 31: 47118a7447, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: b2b15317b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: b1242524b2, Class:  1, CF:0.73895, Len: 10, Fitness_tra: 0
Rule 34: 774bc124b4, Class:  1, CF:0.777998, Len: 10, Fitness_tra: 0
Rule 35: 4177217b2b, Class:  1, CF:0.816788, Len: 10, Fitness_tra: 0
Rule 36: 25241e1224, Class:  0, CF:0.89593, Len: 10, Fitness_tra: 0
Rule 37: 192781221c, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 38: 742bc14717, Class:  1, CF:0.510667, Len: 10, Fitness_tra: 0
Rule 39: 7412c672b4, Class:  1, CF:0.0123596, Len: 10, Fitness_tra: 0
Rule 40: 121b3311b2, Class:  0, CF:0.0629075, Len: 10, Fitness_tra: 0
Rule 41: 1b22c917b4, Class:  1, CF:0.0878512, Len: 10, Fitness_tra: 0
Rule 42: 747156b112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 74b4512747, Class:  1, CF:0.874433, Len: 10, Fitness_tra: 0
Rule 44: 747bc37771, Class:  0, CF:0.678923, Len: 10, Fitness_tra: 0
Rule 45: 77122abb44, Class:  1, CF:0.999834, Len: 10, Fitness_tra: 0
Rule 46: 74bb13142b, Class:  1, CF:0.94615, Len: 10, Fitness_tra: 0
Rule 47: 427bdf4717, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 12b2837122, Class:  0, CF:0.392195, Len: 10, Fitness_tra: 0
Rule 49: 1c722e2b72, Class:  1, CF:0.189626, Len: 10, Fitness_tra: 0
Rule 50: 112b4347bb, Class:  1, CF:0.899356, Len: 10, Fitness_tra: 0
Rule 51: 12445a7221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 1124217b4b, Class:  1, CF:0.650949, Len: 10, Fitness_tra: 0
Rule 53: b8bb81b441, Class:  1, CF:0.518518, Len: 10, Fitness_tra: 0
Rule 54: 114b161271, Class:  1, CF:0.991085, Len: 10, Fitness_tra: 0
Rule 55: 7371b977b2, Class:  1, CF:0.540475, Len: 10, Fitness_tra: 0
Rule 56: 141caab741, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: b242414bb1, Class:  1, CF:0.747998, Len: 10, Fitness_tra: 0
Rule 59: 1d74714b21, Class:  1, CF:0.762802, Len: 10, Fitness_tra: 0
Rule 60: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 12245374b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1517197142, Class:  1, CF:0.105045, Len: 10, Fitness_tra: 0
Rule 63: 244261bb47, Class:  1, CF:0.986608, Len: 10, Fitness_tra: 0
Rule 64: b2718ab247, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 47271ab241, Class:  1, CF:0.999938, Len: 10, Fitness_tra: 0
Rule 66: 2871197222, Class:  0, CF:0.763214, Len: 10, Fitness_tra: 0
Rule 67: 4211812724, Class:  1, CF:0.912819, Len: 10, Fitness_tra: 0
Rule 68: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 711bc31b74, Class:  1, CF:0.267739, Len: 10, Fitness_tra: 0
Rule 70: 1527134214, Class:  1, CF:0.996129, Len: 10, Fitness_tra: 0
Rule 71: 4277562421, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 214b2d4742, Class:  1, CF:0.924571, Len: 10, Fitness_tra: 0
Rule 73: 1b1451214b, Class:  1, CF:0.696086, Len: 10, Fitness_tra: 0
Rule 74: b722117bb2, Class:  1, CF:0.886591, Len: 10, Fitness_tra: 0
Rule 75: 217413b2b1, Class:  1, CF:0.980117, Len: 10, Fitness_tra: 1
Rule 76: 41285f4b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 78b421214b, Class:  1, CF:0.766536, Len: 10, Fitness_tra: 0
Rule 78: 4274114b71, Class:  1, CF:0.917521, Len: 10, Fitness_tra: 0
Rule 79: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 4227134b22, Class:  1, CF:0.999292, Len: 10, Fitness_tra: 0
Rule 81: b212457b11, Class:  1, CF:0.707721, Len: 10, Fitness_tra: -13
Rule 82: 14173a7112, Class:  1, CF:0.896735, Len: 10, Fitness_tra: 0
Rule 83: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 1b47222b22, Class:  1, CF:0.712676, Len: 10, Fitness_tra: 0
Rule 87: 4f15d51712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 12723f7772, Class:  1, CF:0.998739, Len: 10, Fitness_tra: 0
Rule 90: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 7db42e214b, Class:  1, CF:0.179561, Len: 10, Fitness_tra: 0
Rule 92: 141bae2144, Class:  0, CF:0.421443, Len: 10, Fitness_tra: 0
Rule 93: b751532772, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 0517170007, Class:  0, CF:0.539434, Len:  6, Fitness_tra: 0
Rule 95: b07286b4a2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: b0bb4e742b, Class:  1, CF:0.752543, Len:  9, Fitness_tra: 0
Rule 97: b21bdf4717, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 1114857271, Class:  1, CF:0.746258, Len: 10, Fitness_tra: 19
Rule 99: 5224114b71, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule100: 1b1451214b, Class:  1, CF:0.696086, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:10.4365
------Result------
Miss_rate(tra)	:10.4365
Miss_rate(tst)	:10.2377
ARL				:9.43662

------Generation 2------
Rule  1: 000000000b, Class:  0, CF:0.46076, Len:  1, Fitness_tra: 1064
Rule  2: 1114857271, Class:  1, CF:0.746258, Len: 10, Fitness_tra: 0
Rule  3: 0401000407, Class:  1, CF:0.476309, Len:  4, Fitness_tra: 1
Rule  4: 0000030005, Class:  1, CF:  1, Len:  2, Fitness_tra: 2
Rule  5: 117b164711, Class:  1, CF:0.959767, Len: 10, Fitness_tra: 0
Rule  6: 74b72147b1, Class:  1, CF:0.650765, Len: 10, Fitness_tra: 0
Rule  7: 0000090005, Class:  1, CF:0.99738, Len:  2, Fitness_tra: 1
Rule  8: 0100650211, Class:  0, CF:0.525836, Len:  6, Fitness_tra: 0
Rule  9: 217413b2b1, Class:  1, CF:0.980117, Len: 10, Fitness_tra: 0
Rule 10: 117b511721, Class:  1, CF:0.584313, Len: 10, Fitness_tra: 0
Rule 11: b927811471, Class:  1, CF:0.758054, Len: 10, Fitness_tra: 0
Rule 12: 421bc5742b, Class:  1, CF:0.131697, Len: 10, Fitness_tra: 0
Rule 13: 74423f17b2, Class:  1, CF:0.999988, Len: 10, Fitness_tra: 0
Rule 14: 411bf622b4, Class:  1, CF:0.997901, Len: 10, Fitness_tra: 0
