------Generation 0------
Rule  1: 4b7159b7b7, Class:  1, CF:0.962684, Len: 10, Fitness_tra: 0
Rule100: 71121a2724, Class:  1, CF:0.999676, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:92.5279
------Result------
Miss_rate(tra)	:92.5279
Miss_rate(tst)	:93.053
ARL				:10

------Generation 0------
Rule  1: 171159b744, Class:  1, CF:0.71471, Len: 10, Fitness_tra: 11
Rule  2: 774131b711, Class:  1, CF:0.984988, Len: 10, Fitness_tra: -761
Rule  3: 2112b11224, Class:  1, CF:0.947908, Len: 10, Fitness_tra: -259
Rule  4: 724b8e27b1, Class:  1, CF:0.893901, Len: 10, Fitness_tra: 1
Rule  5: 242181b77b, Class:  1, CF:0.930724, Len: 10, Fitness_tra: 1
Rule  6: 45416a4114, Class:  1, CF:0.999606, Len: 10, Fitness_tra: 2
Rule  7: 7421362711, Class:  1, CF:0.999656, Len: 10, Fitness_tra: 2
Rule  8: 2d27211214, Class:  1, CF:0.92685, Len: 10, Fitness_tra: 3
Rule  9: 4511c5bbb2, Class:  0, CF:0.4997, Len: 10, Fitness_tra: 0
Rule 10: 2127217b22, Class:  1, CF:0.904514, Len: 10, Fitness_tra: 1
Rule 11: 4b7159b7b7, Class:  1, CF:0.962684, Len: 10, Fitness_tra: 0
Rule 12: 4712114721, Class:  1, CF:0.855709, Len: 10, Fitness_tra: -1
Rule 13: b12b5a7b14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 41b4114722, Class:  1, CF:0.957385, Len: 10, Fitness_tra: 0
Rule 15: bbb21f444b, Class:  1, CF:0.999992, Len: 10, Fitness_tra: 0
Rule 16: 4f4d51b44b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 12b4412427, Class:  1, CF:0.832341, Len: 10, Fitness_tra: 7
Rule 18: 71121a2724, Class:  1, CF:0.999676, Len: 10, Fitness_tra: 0
Rule 19: 77b2c61b71, Class:  0, CF:0.0241324, Len: 10, Fitness_tra: 0
Rule 20: b2b2114bb4, Class:  1, CF:0.91324, Len: 10, Fitness_tra: 0
Rule 21: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 7b2421777b, Class:  1, CF:0.965444, Len: 10, Fitness_tra: 0
Rule 23: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 251b817412, Class:  1, CF:0.852912, Len: 10, Fitness_tra: 0
Rule 25: 7bb4532247, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: bb241e2217, Class:  1, CF:0.974935, Len: 10, Fitness_tra: 0
Rule 27: 14b2562722, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 44b753b411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 4812867771, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 222429722b, Class:  1, CF:0.913347, Len: 10, Fitness_tra: 0
Rule 31: 7177197447, Class:  1, CF:0.935708, Len: 10, Fitness_tra: 1
Rule 32: 22b7217444, Class:  1, CF:0.950877, Len: 10, Fitness_tra: 0
Rule 33: 4247217b72, Class:  1, CF:0.889367, Len: 10, Fitness_tra: 0
Rule 34: bb14114214, Class:  1, CF:0.881884, Len: 10, Fitness_tra: 0
Rule 35: 2174232722, Class:  1, CF:0.981768, Len: 10, Fitness_tra: 0
Rule 36: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: b4b729bb14, Class:  1, CF:0.242073, Len: 10, Fitness_tra: -1
Rule 38: 444b1174b1, Class:  1, CF:0.950571, Len: 10, Fitness_tra: 0
Rule 39: b8786a7222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 7722132214, Class:  1, CF:0.989629, Len: 10, Fitness_tra: 0
Rule 42: 27111f4b4b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 43: b1b2ce2724, Class:  1, CF:0.949055, Len: 10, Fitness_tra: 0
Rule 44: 2d71134bb2, Class:  1, CF:0.999535, Len: 10, Fitness_tra: 0
Rule 45: 47b7817147, Class:  1, CF:0.881118, Len: 10, Fitness_tra: 0
Rule 46: b7129a2721, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 21712e4b21, Class:  1, CF:0.731211, Len: 10, Fitness_tra: -9
Rule 48: 4421537b41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 747be67127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 4b2126bb74, Class:  1, CF:0.999334, Len: 10, Fitness_tra: 0
Rule 51: 44171ab742, Class:  1, CF:0.999682, Len: 10, Fitness_tra: 0
Rule 52: 4424232411, Class:  1, CF:0.968236, Len: 10, Fitness_tra: 0
Rule 53: 4c12812b2b, Class:  0, CF:0.411911, Len: 10, Fitness_tra: 0
Rule 54: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1b471627bb, Class:  1, CF:0.998027, Len: 10, Fitness_tra: 0
Rule 56: 4db2197714, Class:  1, CF:0.0760902, Len: 10, Fitness_tra: 0
Rule 57: b127194b42, Class:  1, CF:0.852603, Len: 10, Fitness_tra: 0
Rule 58: 734559bb22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 4b77c341b4, Class:  1, CF:0.474455, Len: 10, Fitness_tra: 0
Rule 60: b517157122, Class:  1, CF:0.264484, Len: 10, Fitness_tra: 0
Rule 61: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 471283422b, Class:  0, CF:0.549945, Len: 10, Fitness_tra: 0
Rule 63: 71741f7411, Class:  1, CF:0.995128, Len: 10, Fitness_tra: 0
Rule 64: 75b2b3b442, Class:  1, CF:0.995379, Len: 10, Fitness_tra: 0
Rule 65: 211b132471, Class:  1, CF:0.968683, Len: 10, Fitness_tra: 0
Rule 66: 2224134b14, Class:  1, CF:0.998406, Len: 10, Fitness_tra: 0
Rule 67: 7c14cd1b24, Class:  0, CF:0.0924605, Len: 10, Fitness_tra: 0
Rule 68: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 7cb71fb1b1, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 71: b42256bbb7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 2422112177, Class:  1, CF:0.951868, Len: 10, Fitness_tra: 0
Rule 73: b844212727, Class:  1, CF:0.924158, Len: 10, Fitness_tra: 0
Rule 74: 4247c34177, Class:  0, CF:0.305433, Len: 10, Fitness_tra: 0
Rule 75: 242b51221b, Class:  1, CF:0.907882, Len: 10, Fitness_tra: 0
Rule 76: 741156b421, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: b241232742, Class:  1, CF:0.993697, Len: 10, Fitness_tra: 0
Rule 78: 2db1ce7771, Class:  0, CF:0.999979, Len: 10, Fitness_tra: 0
Rule 79: 117286171b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 71bb2f1241, Class:  1, CF:0.999774, Len: 10, Fitness_tra: 0
Rule 82: 4b12c111bb, Class:  1, CF:0.391663, Len: 10, Fitness_tra: -2246
Rule 83: b2241e7114, Class:  1, CF:0.149801, Len: 10, Fitness_tra: -6
Rule 84: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: bd21457121, Class:  1, CF:0.815123, Len: 10, Fitness_tra: 0
Rule 86: 45bb19b422, Class:  1, CF:0.356874, Len: 10, Fitness_tra: 0
Rule 87: 127b13b41b, Class:  1, CF:0.978319, Len: 10, Fitness_tra: 1
Rule 88: 1444234b24, Class:  1, CF:0.956257, Len: 10, Fitness_tra: 0
Rule 89: 217249442b, Class:  1, CF:0.923424, Len: 10, Fitness_tra: 0
Rule 90: 4c245ab424, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 77451a5218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 7c14cd1be4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 7d4b8117b1, Class:  1, CF:0.499395, Len: 10, Fitness_tra: 5
Rule 94: 411385272b, Class:  1, CF:0.957126, Len: 10, Fitness_tra: -113
Rule 95: b8b2512b47, Class:  1, CF:0.573771, Len: 10, Fitness_tra: 0
Rule 96: 1d113a7744, Class:  1, CF:0.999576, Len: 10, Fitness_tra: 0
Rule 97: a8212112b4, Class:  1, CF:0.731742, Len: 10, Fitness_tra: -507
Rule 98: 2142b12724, Class:  1, CF:0.980295, Len: 10, Fitness_tra: 0
Rule 99: 71121a8724, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 3cbb817412, Class:  1, CF:0.0924206, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:92.9746
------Result------
Miss_rate(tra)	:92.9746
Miss_rate(tst)	:93.6015
ARL				:10

------Generation 1------
Rule  1: 171159b744, Class:  1, CF:0.71471, Len: 10, Fitness_tra: 27
Rule  2: 12b4412427, Class:  1, CF:0.832341, Len: 10, Fitness_tra: 7
Rule  3: 7d4b8117b1, Class:  1, CF:0.499395, Len: 10, Fitness_tra: -16
Rule  4: 2d27211214, Class:  1, CF:0.92685, Len: 10, Fitness_tra: -45
Rule  5: 45416a4114, Class:  1, CF:0.999606, Len: 10, Fitness_tra: 2
Rule  6: 7421362711, Class:  1, CF:0.999656, Len: 10, Fitness_tra: 9
Rule  7: 242181b77b, Class:  1, CF:0.930724, Len: 10, Fitness_tra: 0
Rule  8: 2127217b22, Class:  1, CF:0.904514, Len: 10, Fitness_tra: 0
Rule  9: 724b8e27b1, Class:  1, CF:0.893901, Len: 10, Fitness_tra: 1
Rule 10: 7177197447, Class:  1, CF:0.935708, Len: 10, Fitness_tra: 0
Rule 11: 127b13b41b, Class:  1, CF:0.978319, Len: 10, Fitness_tra: 16
Rule 12: 3cbb817412, Class:  1, CF:0.0924206, Len: 10, Fitness_tra: 0
Rule 13: b12b5a7b14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 41b4114722, Class:  1, CF:0.957385, Len: 10, Fitness_tra: 0
Rule 15: bbb21f444b, Class:  1, CF:0.999992, Len: 10, Fitness_tra: 0
Rule 16: 4f4d51b44b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 4511c5bbb2, Class:  0, CF:0.4997, Len: 10, Fitness_tra: 5
Rule 18: 71121a2724, Class:  1, CF:0.999676, Len: 10, Fitness_tra: 0
Rule 19: 77b2c61b71, Class:  0, CF:0.0241324, Len: 10, Fitness_tra: 0
Rule 20: b2b2114bb4, Class:  1, CF:0.91324, Len: 10, Fitness_tra: 0
Rule 21: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 7b2421777b, Class:  1, CF:0.965444, Len: 10, Fitness_tra: 0
Rule 23: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 251b817412, Class:  1, CF:0.852912, Len: 10, Fitness_tra: 0
Rule 25: 7bb4532247, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: bb241e2217, Class:  1, CF:0.974935, Len: 10, Fitness_tra: 0
Rule 27: 14b2562722, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 44b753b411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 4812867771, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 222429722b, Class:  1, CF:0.913347, Len: 10, Fitness_tra: 0
Rule 31: 71121a8724, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 22b7217444, Class:  1, CF:0.950877, Len: 10, Fitness_tra: 0
Rule 33: 4247217b72, Class:  1, CF:0.889367, Len: 10, Fitness_tra: 0
Rule 34: bb14114214, Class:  1, CF:0.881884, Len: 10, Fitness_tra: -586
Rule 35: 2174232722, Class:  1, CF:0.981768, Len: 10, Fitness_tra: 0
Rule 36: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 2142b12724, Class:  1, CF:0.980295, Len: 10, Fitness_tra: 0
Rule 38: 444b1174b1, Class:  1, CF:0.950571, Len: 10, Fitness_tra: 0
Rule 39: b8786a7222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 7722132214, Class:  1, CF:0.989629, Len: 10, Fitness_tra: 0
Rule 42: 27111f4b4b, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 43: b1b2ce2724, Class:  1, CF:0.949055, Len: 10, Fitness_tra: 0
Rule 44: 2d71134bb2, Class:  1, CF:0.999535, Len: 10, Fitness_tra: 0
Rule 45: 47b7817147, Class:  1, CF:0.881118, Len: 10, Fitness_tra: 0
Rule 46: b7129a2721, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 4421537b41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 747be67127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 4b2126bb74, Class:  1, CF:0.999334, Len: 10, Fitness_tra: 0
Rule 50: 44171ab742, Class:  1, CF:0.999682, Len: 10, Fitness_tra: 0
Rule 51: 4424232411, Class:  1, CF:0.968236, Len: 10, Fitness_tra: 0
Rule 52: 4c12812b2b, Class:  0, CF:0.411911, Len: 10, Fitness_tra: 0
Rule 53: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 1b471627bb, Class:  1, CF:0.998027, Len: 10, Fitness_tra: 0
Rule 55: 4db2197714, Class:  1, CF:0.0760902, Len: 10, Fitness_tra: 0
Rule 56: b127194b42, Class:  1, CF:0.852603, Len: 10, Fitness_tra: 0
Rule 57: 734559bb22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 4b77c341b4, Class:  1, CF:0.474455, Len: 10, Fitness_tra: 0
Rule 59: b517157122, Class:  1, CF:0.264484, Len: 10, Fitness_tra: 0
Rule 60: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 471283422b, Class:  0, CF:0.549945, Len: 10, Fitness_tra: 0
Rule 62: 71741f7411, Class:  1, CF:0.995128, Len: 10, Fitness_tra: 0
Rule 63: 75b2b3b442, Class:  1, CF:0.995379, Len: 10, Fitness_tra: 0
Rule 64: 211b132471, Class:  1, CF:0.968683, Len: 10, Fitness_tra: -6
Rule 65: 2224134b14, Class:  1, CF:0.998406, Len: 10, Fitness_tra: 0
Rule 66: 7c14cd1b24, Class:  0, CF:0.0924605, Len: 10, Fitness_tra: 111
Rule 67: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 7cb71fb1b1, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 70: b42256bbb7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 2422112177, Class:  1, CF:0.951868, Len: 10, Fitness_tra: 0
Rule 72: b844212727, Class:  1, CF:0.924158, Len: 10, Fitness_tra: 0
Rule 73: 4247c34177, Class:  0, CF:0.305433, Len: 10, Fitness_tra: 0
Rule 74: 242b51221b, Class:  1, CF:0.907882, Len: 10, Fitness_tra: 0
Rule 75: 741156b421, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: b241232742, Class:  1, CF:0.993697, Len: 10, Fitness_tra: 0
Rule 77: 2db1ce7771, Class:  0, CF:0.999979, Len: 10, Fitness_tra: 0
Rule 78: 117286171b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 71bb2f1241, Class:  1, CF:0.999774, Len: 10, Fitness_tra: 0
Rule 81: 73b1114bb2, Class:  1, CF:0.972095, Len: 10, Fitness_tra: 8
Rule 82: 1c122e2b11, Class:  1, CF:0.982422, Len: 10, Fitness_tra: -58
Rule 83: 2742811427, Class:  1, CF:0.942267, Len: 10, Fitness_tra: 0
Rule 84: 71118341b7, Class:  1, CF:0.0794806, Len: 10, Fitness_tra: -1
Rule 85: 411b2eb171, Class:  1, CF:0.572, Len: 10, Fitness_tra: -2274
Rule 86: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 7b1451b47b, Class:  1, CF:0.98409, Len: 10, Fitness_tra: 0
Rule 88: 2717217777, Class:  1, CF:0.841629, Len: 10, Fitness_tra: 0
Rule 89: b7bbd12741, Class:  1, CF:0.939427, Len: 10, Fitness_tra: 0
Rule 90: 2147111474, Class:  1, CF:0.961375, Len: 10, Fitness_tra: -750
Rule 91: 72738327b2, Class:  0, CF:0.747102, Len: 10, Fitness_tra: 0
Rule 92: 2142b12722, Class:  1, CF:0.980341, Len: 10, Fitness_tra: 0
Rule 93: 27131f1b0b, Class:  1, CF:0.999948, Len:  9, Fitness_tra: 14
Rule 94: 3cbb817412, Class:  1, CF:0.0924206, Len:  0, Fitness_tra: 0
Rule 95: b047c0050c, Class:  1, CF:  1, Len:  6, Fitness_tra: 5
Rule 96: 2004630722, Class:  1, CF:0.99897, Len:  7, Fitness_tra: -97
Rule 97: 2172b4b442, Class:  1, CF:0.981261, Len: 10, Fitness_tra: 0
Rule 98: bd41550111, Class:  1, CF:0.585859, Len:  9, Fitness_tra: 14
Rule 99: b424c6bbb4, Class:  0, CF:0.457351, Len: 10, Fitness_tra: 0
Rule100: b8b2112824, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:90.1117
------Result------
Miss_rate(tra)	:90.1117
Miss_rate(tst)	:91.2249
ARL				:9.87838

------Generation 2------
Rule  1: 7c14cd1b24, Class:  0, CF:0.0924605, Len: 10, Fitness_tra: 97
Rule  2: 171159b744, Class:  1, CF:0.71471, Len: 10, Fitness_tra: -19
Rule  3: 127b13b41b, Class:  1, CF:0.978319, Len: 10, Fitness_tra: -14
Rule  4: bd41550111, Class:  1, CF:0.585859, Len:  9, Fitness_tra: 1
Rule  5: 27131f1b0b, Class:  1, CF:0.999948, Len:  9, Fitness_tra: 14
Rule  6: 7421362711, Class:  1, CF:0.999656, Len: 10, Fitness_tra: 6
Rule  7: 73b1114bb2, Class:  1, CF:0.972095, Len: 10, Fitness_tra: 3
Rule  8: 12b4412427, Class:  1, CF:0.832341, Len: 10, Fitness_tra: 0
Rule  9: b047c0050c, Class:  1, CF:  1, Len:  6, Fitness_tra: 5
Rule 10: 4511c5bbb2, Class:  0, CF:0.4997, Len: 10, Fitness_tra: 3
Rule 11: 45416a4114, Class:  1, CF:0.999606, Len: 10, Fitness_tra: 2
Rule 12: 724b8e27b1, Class:  1, CF:0.893901, Len: 10, Fitness_tra: 0
Rule 13: b8b2112824, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
