------Generation 0------
Rule  1: 14418e7bb7, Class:  1, CF:0.0641991, Len: 10, Fitness_tra: 0
Rule 59: 7bb2234471, Class:  1, CF:0.512873, Len: 10, Fitness_tra: 0
Rule 60: b71b191221, Class:  1, CF:0.646357, Len: 10, Fitness_tra: -2728
Rule 61: 4774417b24, Class:  1, CF:0.832732, Len: 10, Fitness_tra: 0
Rule 62: b722d32142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 4124d92124, Class:  1, CF:0.953568, Len: 10, Fitness_tra: 0
Rule 64: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 15bb1d1271, Class:  1, CF:0.177974, Len: 10, Fitness_tra: -223
Rule 66: 42b72174b4, Class:  1, CF:0.81192, Len: 10, Fitness_tra: 0
Rule 67: bb41134741, Class:  1, CF:0.793201, Len: 10, Fitness_tra: 0
Rule 68: b72b114b14, Class:  1, CF:0.905614, Len: 10, Fitness_tra: 0
Rule 69: 111b617447, Class:  1, CF:0.850579, Len: 10, Fitness_tra: 0
Rule 70: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 1222137112, Class:  1, CF:0.95696, Len: 10, Fitness_tra: 1
Rule 72: 7247137b27, Class:  1, CF:0.992709, Len: 10, Fitness_tra: 0
Rule 73: 777b11217b, Class:  1, CF:0.911021, Len: 10, Fitness_tra: 0
Rule 74: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: b4421a1bb4, Class:  1, CF:0.995572, Len: 10, Fitness_tra: 0
Rule 77: b2172944b4, Class:  1, CF:0.652578, Len: 10, Fitness_tra: 0
Rule 78: b11759bb72, Class:  1, CF:0.029735, Len: 10, Fitness_tra: 0
Rule 79: b277514b71, Class:  1, CF:0.899544, Len: 10, Fitness_tra: 0
Rule 80: 41bb834b27, Class:  1, CF:0.178568, Len: 10, Fitness_tra: 0
Rule 81: 411bcd2274, Class:  1, CF:0.734605, Len: 10, Fitness_tra: 0
Rule 82: b41b81b1bb, Class:  1, CF:0.303488, Len: 10, Fitness_tra: 0
Rule 83: 0000500000, Class:  1, CF:0.889498, Len:  1, Fitness_tra: -66
Rule 84: 7242c12727, Class:  1, CF:0.812034, Len: 10, Fitness_tra: 0
Rule 85: 2f722c1124, Class:  1, CF:0.956468, Len: 10, Fitness_tra: 0
Rule 86: 7b1713b12b, Class:  1, CF:0.889636, Len: 10, Fitness_tra: 0
Rule 87: b142d11121, Class:  1, CF:0.842523, Len: 10, Fitness_tra: 0
Rule 88: 11171e2b22, Class:  0, CF:0.105896, Len: 10, Fitness_tra: 2
Rule 89: 444223427b, Class:  1, CF:0.979413, Len: 10, Fitness_tra: 0
Rule 90: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 442b167741, Class:  1, CF:0.999752, Len: 10, Fitness_tra: 0
Rule 92: 72742eb471, Class:  1, CF:0.883394, Len: 10, Fitness_tra: 0
Rule 93: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: bb2b564724, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: b7212e7441, Class:  1, CF:0.997457, Len: 10, Fitness_tra: 0
Rule 97: b57b28b74b, Class:  1, CF:0.865956, Len: 10, Fitness_tra: 0
Rule 98: 41b721b412, Class:  1, CF:0.881988, Len: 10, Fitness_tra: 0
Rule 99: 42444eb744, Class:  1, CF:0.67751, Len: 10, Fitness_tra: 0
Rule100: 767b751421, Class:  1, CF:0.965521, Len: 10, Fitness_tra: -29
------Current------
Miss_rate(tra)	:90.13
------Result------
Miss_rate(tra)	:90.13
Miss_rate(tst)	:90.146
ARL				:9.89157

------Generation 0------
Rule  1: 741113141b, Class:  1, CF:0.961906, Len: 10, Fitness_tra: -104
Rule  2: 2441214b11, Class:  1, CF:0.879582, Len: 10, Fitness_tra: 1
Rule  3: b4411f14b1, Class:  1, CF:0.999963, Len: 10, Fitness_tra: 5
Rule  4: 11171e2b22, Class:  0, CF:0.105896, Len: 10, Fitness_tra: 0
Rule  5: 2a41291744, Class:  1, CF:0.996305, Len: 10, Fitness_tra: -106
Rule  6: 1222137112, Class:  1, CF:0.95696, Len: 10, Fitness_tra: 0
Rule  7: 14418e7bb7, Class:  1, CF:0.0641991, Len: 10, Fitness_tra: 0
Rule  8: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 42444eb744, Class:  1, CF:0.67751, Len: 10, Fitness_tra: 0
Rule 10: 214bc121b7, Class:  1, CF:0.504497, Len: 10, Fitness_tra: 0
Rule 11: 7c74112711, Class:  1, CF:0.972675, Len: 10, Fitness_tra: 0
Rule 12: 24b211b124, Class:  1, CF:0.908328, Len: 10, Fitness_tra: 0
Rule 13: 1bb4137142, Class:  1, CF:0.8908, Len: 10, Fitness_tra: 0
Rule 14: b9218d7b74, Class:  1, CF:0.793329, Len: 10, Fitness_tra: 0
Rule 15: 1abb7944bc, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 16: 422b1a2b77, Class:  1, CF:0.999946, Len: 10, Fitness_tra: 0
Rule 17: 74b7212742, Class:  1, CF:0.884032, Len: 10, Fitness_tra: 0
Rule 18: b7775a1422, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 1d4743444b, Class:  1, CF:0.952043, Len: 10, Fitness_tra: 0
Rule 20: 21bb252222, Class:  1, CF:0.983525, Len: 10, Fitness_tra: 0
Rule 21: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 177b332bb4, Class:  1, CF:0.982904, Len: 10, Fitness_tra: 0
Rule 23: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 7427da74b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 24215fb714, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 114145b7b2, Class:  1, CF:0.66708, Len: 10, Fitness_tra: 1
Rule 27: 27bb837b71, Class:  1, CF:0.131194, Len: 10, Fitness_tra: 0
Rule 28: 2c445114b2, Class:  0, CF:0.110417, Len: 10, Fitness_tra: 0
Rule 29: 71111347b7, Class:  1, CF:0.982761, Len: 10, Fitness_tra: 0
Rule 30: 144b13b2b4, Class:  1, CF:0.982136, Len: 10, Fitness_tra: 0
Rule 31: bb71c52b21, Class:  1, CF:0.869078, Len: 10, Fitness_tra: 0
Rule 32: 7c4416bbb1, Class:  1, CF:0.999916, Len: 10, Fitness_tra: 0
Rule 33: 7221c61b72, Class:  0, CF:0.728625, Len: 10, Fitness_tra: 0
Rule 34: b41451b744, Class:  1, CF:0.719834, Len: 10, Fitness_tra: 0
Rule 35: 42772617b4, Class:  1, CF:0.994005, Len: 10, Fitness_tra: 0
Rule 36: b112ff4b22, Class:  1, CF:0.999338, Len: 10, Fitness_tra: 0
Rule 37: 78124d2147, Class:  1, CF:0.461317, Len: 10, Fitness_tra: 0
Rule 38: 2db71db7b1, Class:  1, CF:0.756876, Len: 10, Fitness_tra: 0
Rule 39: 2bb7fa1b2b, Class:  1, CF:0.99997, Len: 10, Fitness_tra: 0
Rule 40: 41b721b412, Class:  1, CF:0.881988, Len: 10, Fitness_tra: 0
Rule 41: 7212814174, Class:  1, CF:0.664025, Len: 10, Fitness_tra: 0
Rule 42: 47b1492b44, Class:  1, CF:0.974394, Len: 10, Fitness_tra: 1
Rule 43: 222b194141, Class:  1, CF:0.541333, Len: 10, Fitness_tra: 0
Rule 44: 1b1b261147, Class:  1, CF:0.865029, Len: 10, Fitness_tra: 0
Rule 45: 1b175e2147, Class:  1, CF:0.196878, Len: 10, Fitness_tra: 67
Rule 46: 172413bb17, Class:  1, CF:0.968508, Len: 10, Fitness_tra: 0
Rule 47: 72411e4412, Class:  1, CF:0.952568, Len: 10, Fitness_tra: 2
Rule 48: 44b7817b74, Class:  1, CF:0.326281, Len: 10, Fitness_tra: 0
Rule 49: b714ce1277, Class:  1, CF:0.513403, Len: 10, Fitness_tra: -112
Rule 50: 7b721a217b, Class:  1, CF:0.999971, Len: 10, Fitness_tra: 0
Rule 51: 1122114177, Class:  1, CF:0.713584, Len: 10, Fitness_tra: 0
Rule 52: 114b81bb21, Class:  1, CF:0.573209, Len: 10, Fitness_tra: 0
Rule 53: 11b12a7221, Class:  1, CF:0.999913, Len: 10, Fitness_tra: 0
Rule 54: 4771c1b212, Class:  1, CF:0.936325, Len: 10, Fitness_tra: 1
Rule 55: bb22531741, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 7bb2234471, Class:  1, CF:0.512873, Len: 10, Fitness_tra: 0
Rule 57: 4774417b24, Class:  1, CF:0.832732, Len: 10, Fitness_tra: 0
Rule 58: b722d32142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 4124d92124, Class:  1, CF:0.953568, Len: 10, Fitness_tra: 0
Rule 60: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 42b72174b4, Class:  1, CF:0.81192, Len: 10, Fitness_tra: 0
Rule 62: bb41134741, Class:  1, CF:0.793201, Len: 10, Fitness_tra: 0
Rule 63: b72b114b14, Class:  1, CF:0.905614, Len: 10, Fitness_tra: 0
Rule 64: 111b617447, Class:  1, CF:0.850579, Len: 10, Fitness_tra: 0
Rule 65: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 144b234b17, Class:  1, CF:0.950732, Len: 10, Fitness_tra: 0
Rule 67: 7247137b27, Class:  1, CF:0.992709, Len: 10, Fitness_tra: 0
Rule 68: 777b11217b, Class:  1, CF:0.911021, Len: 10, Fitness_tra: 0
Rule 69: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: b4421a1bb4, Class:  1, CF:0.995572, Len: 10, Fitness_tra: 0
Rule 72: b2172944b4, Class:  1, CF:0.652578, Len: 10, Fitness_tra: 0
Rule 73: b11759bb72, Class:  1, CF:0.029735, Len: 10, Fitness_tra: 0
Rule 74: b277514b71, Class:  1, CF:0.899544, Len: 10, Fitness_tra: 0
Rule 75: 41bb834b27, Class:  1, CF:0.178568, Len: 10, Fitness_tra: 0
Rule 76: 411bcd2274, Class:  1, CF:0.734605, Len: 10, Fitness_tra: 0
Rule 77: b41b81b1bb, Class:  1, CF:0.303488, Len: 10, Fitness_tra: 0
Rule 78: 7242c12727, Class:  1, CF:0.812034, Len: 10, Fitness_tra: 0
Rule 79: 2f722c1124, Class:  1, CF:0.956468, Len: 10, Fitness_tra: 0
Rule 80: 7b1713b12b, Class:  1, CF:0.889636, Len: 10, Fitness_tra: 0
Rule 81: 421221b2bb, Class:  1, CF:0.715957, Len: 10, Fitness_tra: 0
Rule 82: bb42d1224b, Class:  1, CF:0.997058, Len: 10, Fitness_tra: 0
Rule 83: 414b1e1b72, Class:  1, CF:0.455721, Len: 10, Fitness_tra: -3
Rule 84: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 27b4211b42, Class:  1, CF:0.848826, Len: 10, Fitness_tra: 0
Rule 86: 28b4c1b72b, Class:  1, CF:0.516726, Len: 10, Fitness_tra: 0
Rule 87: 221221122b, Class:  1, CF:0.837381, Len: 10, Fitness_tra: 2
Rule 88: b1442e4bb7, Class:  1, CF:0.00729058, Len: 10, Fitness_tra: 0
Rule 89: 4141112b41, Class:  1, CF:0.954987, Len: 10, Fitness_tra: 1
Rule 90: 711126147b, Class:  1, CF:0.996581, Len: 10, Fitness_tra: 0
Rule 91: 60b3407bb7, Class:  1, CF:0.592709, Len:  8, Fitness_tra: -224
Rule 92: 28b00a001b, Class:  1, CF:0.986651, Len:  6, Fitness_tra: 2
Rule 93: 111b831420, Class:  1, CF:0.742752, Len:  9, Fitness_tra: 0
Rule 94: 4121d92b24, Class:  1, CF:0.726409, Len: 10, Fitness_tra: 0
Rule 95: 272bd37477, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: b474511242, Class:  1, CF:0.930015, Len: 10, Fitness_tra: 0
Rule 97: b4b1812b24, Class:  1, CF:0.801662, Len: 10, Fitness_tra: 0
Rule 98: 7002014100, Class:  1, CF:0.891872, Len:  5, Fitness_tra: -3503
Rule 99: b4421a7bb4, Class:  1, CF:0.999869, Len: 10, Fitness_tra: 0
Rule100: b31b7212bc, Class:  1, CF:0.980431, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:92.6279
------Result------
Miss_rate(tra)	:92.6279
Miss_rate(tst)	:92.7007
ARL				:9.86047

------Generation 1------
Rule  1: 1b175e2147, Class:  1, CF:0.196878, Len: 10, Fitness_tra: -13
Rule  2: b4411f14b1, Class:  1, CF:0.999963, Len: 10, Fitness_tra: 3
Rule  3: 28b00a001b, Class:  1, CF:0.986651, Len:  6, Fitness_tra: 0
Rule  4: 221221122b, Class:  1, CF:0.837381, Len: 10, Fitness_tra: -252
Rule  5: 72411e4412, Class:  1, CF:0.952568, Len: 10, Fitness_tra: 2
Rule  6: 114145b7b2, Class:  1, CF:0.66708, Len: 10, Fitness_tra: -1240
Rule  7: 47b1492b44, Class:  1, CF:0.974394, Len: 10, Fitness_tra: 1
Rule  8: 4771c1b212, Class:  1, CF:0.936325, Len: 10, Fitness_tra: 1
Rule  9: 2441214b11, Class:  1, CF:0.879582, Len: 10, Fitness_tra: -310
Rule 10: 4141112b41, Class:  1, CF:0.954987, Len: 10, Fitness_tra: 8
Rule 11: b31b7212bc, Class:  1, CF:0.980431, Len: 10, Fitness_tra: 0
Rule 12: 1bb4137142, Class:  1, CF:0.8908, Len: 10, Fitness_tra: 0
Rule 13: b9218d7b74, Class:  1, CF:0.793329, Len: 10, Fitness_tra: 0
Rule 14: 1abb7944bc, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 15: 422b1a2b77, Class:  1, CF:0.999946, Len: 10, Fitness_tra: 0
Rule 16: 74b7212742, Class:  1, CF:0.884032, Len: 10, Fitness_tra: 0
Rule 17: b7775a1422, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 1d4743444b, Class:  1, CF:0.952043, Len: 10, Fitness_tra: 0
Rule 19: 21bb252222, Class:  1, CF:0.983525, Len: 10, Fitness_tra: 0
Rule 20: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 177b332bb4, Class:  1, CF:0.982904, Len: 10, Fitness_tra: 0
Rule 22: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 7427da74b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 24215fb714, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 11171e2b22, Class:  0, CF:0.105896, Len: 10, Fitness_tra: 4
Rule 26: 27bb837b71, Class:  1, CF:0.131194, Len: 10, Fitness_tra: 0
Rule 27: 2c445114b2, Class:  0, CF:0.110417, Len: 10, Fitness_tra: 0
Rule 28: 71111347b7, Class:  1, CF:0.982761, Len: 10, Fitness_tra: 0
Rule 29: 144b13b2b4, Class:  1, CF:0.982136, Len: 10, Fitness_tra: 0
Rule 30: bb71c52b21, Class:  1, CF:0.869078, Len: 10, Fitness_tra: 0
Rule 31: 7c4416bbb1, Class:  1, CF:0.999916, Len: 10, Fitness_tra: 0
Rule 32: 7221c61b72, Class:  0, CF:0.728625, Len: 10, Fitness_tra: 0
Rule 33: b41451b744, Class:  1, CF:0.719834, Len: 10, Fitness_tra: 0
Rule 34: 42772617b4, Class:  1, CF:0.994005, Len: 10, Fitness_tra: 0
Rule 35: b112ff4b22, Class:  1, CF:0.999338, Len: 10, Fitness_tra: 0
Rule 36: 78124d2147, Class:  1, CF:0.461317, Len: 10, Fitness_tra: 0
Rule 37: 2db71db7b1, Class:  1, CF:0.756876, Len: 10, Fitness_tra: 0
Rule 38: 2bb7fa1b2b, Class:  1, CF:0.99997, Len: 10, Fitness_tra: 0
Rule 39: 41b721b412, Class:  1, CF:0.881988, Len: 10, Fitness_tra: 0
Rule 40: 7212814174, Class:  1, CF:0.664025, Len: 10, Fitness_tra: 6
Rule 41: 1222137112, Class:  1, CF:0.95696, Len: 10, Fitness_tra: 1
Rule 42: 222b194141, Class:  1, CF:0.541333, Len: 10, Fitness_tra: 0
Rule 43: 1b1b261147, Class:  1, CF:0.865029, Len: 10, Fitness_tra: 0
Rule 44: 14418e7bb7, Class:  1, CF:0.0641991, Len: 10, Fitness_tra: 0
Rule 45: 172413bb17, Class:  1, CF:0.968508, Len: 10, Fitness_tra: 0
Rule 46: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 44b7817b74, Class:  1, CF:0.326281, Len: 10, Fitness_tra: 0
Rule 48: 7b721a217b, Class:  1, CF:0.999971, Len: 10, Fitness_tra: 0
Rule 49: 1122114177, Class:  1, CF:0.713584, Len: 10, Fitness_tra: 0
Rule 50: 114b81bb21, Class:  1, CF:0.573209, Len: 10, Fitness_tra: 8
Rule 51: 11b12a7221, Class:  1, CF:0.999913, Len: 10, Fitness_tra: 0
Rule 52: 42444eb744, Class:  1, CF:0.67751, Len: 10, Fitness_tra: 0
Rule 53: bb22531741, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 7bb2234471, Class:  1, CF:0.512873, Len: 10, Fitness_tra: 0
Rule 55: 4774417b24, Class:  1, CF:0.832732, Len: 10, Fitness_tra: 0
Rule 56: b722d32142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 4124d92124, Class:  1, CF:0.953568, Len: 10, Fitness_tra: 0
Rule 58: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 42b72174b4, Class:  1, CF:0.81192, Len: 10, Fitness_tra: 0
Rule 60: bb41134741, Class:  1, CF:0.793201, Len: 10, Fitness_tra: 0
Rule 61: b72b114b14, Class:  1, CF:0.905614, Len: 10, Fitness_tra: 0
Rule 62: 111b617447, Class:  1, CF:0.850579, Len: 10, Fitness_tra: -697
Rule 63: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 144b234b17, Class:  1, CF:0.950732, Len: 10, Fitness_tra: 0
Rule 65: 7247137b27, Class:  1, CF:0.992709, Len: 10, Fitness_tra: 0
Rule 66: 777b11217b, Class:  1, CF:0.911021, Len: 10, Fitness_tra: 0
Rule 67: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: b4421a1bb4, Class:  1, CF:0.995572, Len: 10, Fitness_tra: 0
Rule 70: b2172944b4, Class:  1, CF:0.652578, Len: 10, Fitness_tra: 1
Rule 71: b11759bb72, Class:  1, CF:0.029735, Len: 10, Fitness_tra: 0
Rule 72: b277514b71, Class:  1, CF:0.899544, Len: 10, Fitness_tra: 1
Rule 73: 41bb834b27, Class:  1, CF:0.178568, Len: 10, Fitness_tra: 0
Rule 74: 411bcd2274, Class:  1, CF:0.734605, Len: 10, Fitness_tra: 0
Rule 75: b41b81b1bb, Class:  1, CF:0.303488, Len: 10, Fitness_tra: -22
Rule 76: 7242c12727, Class:  1, CF:0.812034, Len: 10, Fitness_tra: 0
Rule 77: 2f722c1124, Class:  1, CF:0.956468, Len: 10, Fitness_tra: -294
Rule 78: 7b1713b12b, Class:  1, CF:0.889636, Len: 10, Fitness_tra: 0
Rule 79: 421221b2bb, Class:  1, CF:0.715957, Len: 10, Fitness_tra: 0
Rule 80: bb42d1224b, Class:  1, CF:0.997058, Len: 10, Fitness_tra: 0
Rule 81: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 1d7b1e1b24, Class:  0, CF:0.75277, Len: 10, Fitness_tra: 34
Rule 83: 222411274b, Class:  1, CF:0.950572, Len: 10, Fitness_tra: 0
Rule 84: 17b1dab12b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 2111837117, Class:  1, CF:0.731946, Len: 10, Fitness_tra: 0
Rule 86: 2147214714, Class:  1, CF:0.839754, Len: 10, Fitness_tra: 0
Rule 87: bb72112441, Class:  1, CF:0.858465, Len: 10, Fitness_tra: 0
Rule 88: 11422e7241, Class:  1, CF:0.829831, Len: 10, Fitness_tra: 29
Rule 89: 71b2231b1b, Class:  1, CF:0.932927, Len: 10, Fitness_tra: 0
Rule 90: 11b27dbbb1, Class:  1, CF:0.383111, Len: 10, Fitness_tra: -723
Rule 91: b4741142b2, Class:  1, CF:0.922298, Len: 10, Fitness_tra: 0
Rule 92: 77b7417745, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 93: 114759b41b, Class:  1, CF:0.437033, Len: 10, Fitness_tra: -3
Rule 94: 2cb4511cb1, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 95: b742d1bb49, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: bb14d12244, Class:  1, CF:0.992641, Len: 10, Fitness_tra: 0
Rule 97: 422c0a0b1b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 47b1492b44, Class:  1, CF:0.974394, Len:  0, Fitness_tra: 0
Rule 99: 07b0030b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 10b0030100, Class:  1, CF:0.867118, Len:  4, Fitness_tra: -117
------Current------
Miss_rate(tra)	:91.8562
------Result------
Miss_rate(tra)	:91.8562
Miss_rate(tst)	:90.6934
ARL				:9.87805

------Generation 2------
Rule  1: 1b175e2147, Class:  1, CF:0.196878, Len: 10, Fitness_tra: -13
Rule  2: b4411f14b1, Class:  1, CF:0.999963, Len: 10, Fitness_tra: 3
Rule  3: 28b00a001b, Class:  1, CF:0.986651, Len:  6, Fitness_tra: 0
Rule  4: 221221122b, Class:  1, CF:0.837381, Len: 10, Fitness_tra: -252
Rule  5: 72411e4412, Class:  1, CF:0.952568, Len: 10, Fitness_tra: 2
Rule  6: 114145b7b2, Class:  1, CF:0.66708, Len: 10, Fitness_tra: -1240
Rule  7: 47b1492b44, Class:  1, CF:0.974394, Len: 10, Fitness_tra: 1
Rule  8: 4771c1b212, Class:  1, CF:0.936325, Len: 10, Fitness_tra: 1
Rule  9: 2441214b11, Class:  1, CF:0.879582, Len: 10, Fitness_tra: -310
Rule 10: 4141112b41, Class:  1, CF:0.954987, Len: 10, Fitness_tra: 8
