------Generation 0------
Rule  1: b14221bb12, Class:  1, CF:0.837098, Len: 10, Fitness_tra: 0
Rule 41: 2712214bb4, Class:  1, CF:0.701963, Len: 10, Fitness_tra: 0
Rule 42: 1b44834111, Class:  1, CF:0.894519, Len: 10, Fitness_tra: 0
Rule 43: 14b4832b27, Class:  0, CF:0.831155, Len: 10, Fitness_tra: 0
Rule 44: 21b721b422, Class:  1, CF:0.963759, Len: 10, Fitness_tra: 0
Rule 45: 4444ca471b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 7744514147, Class:  1, CF:0.97208, Len: 10, Fitness_tra: 0
Rule 47: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 44b12a7221, Class:  1, CF:0.999992, Len: 10, Fitness_tra: 0
Rule 49: 0000000005, Class:  1, CF:0.997785, Len:  1, Fitness_tra: 5
Rule 50: b2b22fb121, Class:  1, CF:0.984565, Len: 10, Fitness_tra: 0
Rule 51: 7217512277, Class:  1, CF:0.936289, Len: 10, Fitness_tra: 0
Rule 52: 45b2197b74, Class:  1, CF:0.240896, Len: 10, Fitness_tra: 0
Rule 53: b147891224, Class:  1, CF:0.985287, Len: 10, Fitness_tra: 0
Rule 54: 164c182771, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: b727831b77, Class:  0, CF:0.353391, Len: 10, Fitness_tra: 0
Rule 56: b2b153b244, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 727281b1b2, Class:  1, CF:0.680858, Len: 10, Fitness_tra: 0
Rule 58: 1417c3b7b7, Class:  0, CF:0.326413, Len: 10, Fitness_tra: 0
Rule 59: 7b241f1111, Class:  1, CF:0.966242, Len: 10, Fitness_tra: 9
Rule 60: 43111977b2, Class:  1, CF:0.906671, Len: 10, Fitness_tra: -80
Rule 61: 74b72f7124, Class:  1, CF:0.999479, Len: 10, Fitness_tra: 0
Rule 62: 0000800000, Class:  1, CF:0.393783, Len:  1, Fitness_tra: -1341
Rule 63: 7f47b842b4, Class:  1, CF:0.964338, Len: 10, Fitness_tra: 0
Rule 64: 721733727b, Class:  1, CF:0.986267, Len: 10, Fitness_tra: 0
Rule 65: 211b8124b2, Class:  1, CF:0.848117, Len: 10, Fitness_tra: 0
Rule 66: 47245eb42b, Class:  1, CF:0.987972, Len: 10, Fitness_tra: 0
Rule 67: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 71411627b2, Class:  1, CF:0.999924, Len: 10, Fitness_tra: 0
Rule 69: 242b532174, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 17778677b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: b117af4112, Class:  1, CF:0.962939, Len: 10, Fitness_tra: 0
Rule 72: 1277111772, Class:  1, CF:0.694071, Len: 10, Fitness_tra: -421
Rule 73: 4b2251b1b1, Class:  1, CF:0.958623, Len: 10, Fitness_tra: 0
Rule 74: b1b4ce221b, Class:  0, CF:0.999763, Len: 10, Fitness_tra: 0
Rule 75: 4244814221, Class:  1, CF:0.94275, Len: 10, Fitness_tra: 0
Rule 76: 11744eb7b2, Class:  1, CF:0.162881, Len: 10, Fitness_tra: 0
Rule 77: b1bbc14b14, Class:  1, CF:0.515314, Len: 10, Fitness_tra: 0
Rule 78: 17b2cfb227, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 721b167271, Class:  1, CF:0.99504, Len: 10, Fitness_tra: 0
Rule 81: 24b41ab217, Class:  1, CF:0.999051, Len: 10, Fitness_tra: 0
Rule 82: 114bc612b2, Class:  0, CF:0.49358, Len: 10, Fitness_tra: 0
Rule 83: 1b4b8e4b2b, Class:  0, CF:0.965668, Len: 10, Fitness_tra: 0
Rule 84: 7c7781b144, Class:  1, CF:0.629467, Len: 10, Fitness_tra: 0
Rule 85: 111422227b, Class:  1, CF:0.577153, Len: 10, Fitness_tra: -9
Rule 86: b27413b127, Class:  1, CF:0.991374, Len: 10, Fitness_tra: 0
Rule 87: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 7117411422, Class:  1, CF:0.907994, Len: 10, Fitness_tra: 0
Rule 90: 72bb132474, Class:  1, CF:0.985123, Len: 10, Fitness_tra: 0
Rule 91: 74b2132414, Class:  1, CF:0.980918, Len: 10, Fitness_tra: 0
Rule 92: 7217c11744, Class:  1, CF:0.601526, Len: 10, Fitness_tra: 0
Rule 93: b812f62b77, Class:  1, CF:0.999495, Len: 10, Fitness_tra: 0
Rule 94: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 1174c342b4, Class:  0, CF:0.38171, Len: 10, Fitness_tra: 0
Rule 96: 7541497b21, Class:  1, CF:0.704976, Len: 10, Fitness_tra: 0
Rule 97: 7711112171, Class:  1, CF:0.909625, Len: 10, Fitness_tra: -267
Rule 98: 2112214277, Class:  1, CF:0.898423, Len: 10, Fitness_tra: 0
Rule 99: bb478a2427, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:91.7344
------Result------
Miss_rate(tra)	:91.7344
Miss_rate(tst)	:91.0584
ARL				:9.76316

------Generation 0------
Rule  1: 7b241f1111, Class:  1, CF:0.966242, Len: 10, Fitness_tra: 3
Rule  2: 0000000005, Class:  1, CF:0.997785, Len:  1, Fitness_tra: 7
Rule  3: 1272412741, Class:  1, CF:0.982972, Len: 10, Fitness_tra: 1
Rule  4: 2bbb1a144b, Class:  1, CF:0.999984, Len: 10, Fitness_tra: 0
Rule  5: b14221bb12, Class:  1, CF:0.837098, Len: 10, Fitness_tra: 0
Rule  6: b417d32241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 11b48e1bbb, Class:  0, CF:0.256633, Len: 10, Fitness_tra: 0
Rule  8: 14b7117227, Class:  1, CF:0.898172, Len: 10, Fitness_tra: 0
Rule  9: 7724231b22, Class:  1, CF:0.961656, Len: 10, Fitness_tra: 0
Rule 10: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 2148aa1bbb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 14b25e1b1b, Class:  1, CF:0.167239, Len: 10, Fitness_tra: 0
Rule 13: 1414167412, Class:  1, CF:0.967735, Len: 10, Fitness_tra: 0
Rule 14: 1127511b71, Class:  1, CF:0.600289, Len: 10, Fitness_tra: 0
Rule 15: 77225eb122, Class:  1, CF:0.953414, Len: 10, Fitness_tra: 0
Rule 16: 4771214477, Class:  1, CF:0.982918, Len: 10, Fitness_tra: 0
Rule 17: b2175e1222, Class:  1, CF:0.873816, Len: 10, Fitness_tra: 1
Rule 18: 7b12c622b4, Class:  1, CF:0.135423, Len: 10, Fitness_tra: 0
Rule 19: 724426bbb1, Class:  1, CF:0.999564, Len: 10, Fitness_tra: 0
Rule 20: 754221b117, Class:  1, CF:0.815405, Len: 10, Fitness_tra: 0
Rule 21: b641517144, Class:  1, CF:0.999589, Len: 10, Fitness_tra: 0
Rule 22: 27225f2bb7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 7147d6247b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 2577814442, Class:  1, CF:0.964965, Len: 10, Fitness_tra: 0
Rule 25: 4147c12227, Class:  1, CF:0.984175, Len: 10, Fitness_tra: 1
Rule 26: 4244192b2b, Class:  1, CF:0.129853, Len: 10, Fitness_tra: 0
Rule 27: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: b2b4561b44, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 1441d34b41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 4717131447, Class:  1, CF:0.967942, Len: 10, Fitness_tra: 0
Rule 31: 224753b14b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 732141b22c, Class:  1, CF:0.999512, Len: 10, Fitness_tra: 0
Rule 33: b84b257241, Class:  1, CF:0.814154, Len: 10, Fitness_tra: 0
Rule 34: 77721f2772, Class:  1, CF:0.999995, Len: 10, Fitness_tra: 0
Rule 35: 7c772317b1, Class:  1, CF:0.965458, Len: 10, Fitness_tra: 0
Rule 36: b211594424, Class:  1, CF:0.986799, Len: 10, Fitness_tra: 0
Rule 37: bb7256bb22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 7124c54722, Class:  1, CF:0.940188, Len: 10, Fitness_tra: 0
Rule 39: b4b72a22b1, Class:  1, CF:0.999896, Len: 10, Fitness_tra: 0
Rule 40: 24b25f4471, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 2712214bb4, Class:  1, CF:0.701963, Len: 10, Fitness_tra: 0
Rule 42: 1b44834111, Class:  1, CF:0.894519, Len: 10, Fitness_tra: 0
Rule 43: 14b4832b27, Class:  0, CF:0.831155, Len: 10, Fitness_tra: 0
Rule 44: 21b721b422, Class:  1, CF:0.963759, Len: 10, Fitness_tra: 0
Rule 45: 4444ca471b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 7744514147, Class:  1, CF:0.97208, Len: 10, Fitness_tra: 0
Rule 47: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 44b12a7221, Class:  1, CF:0.999992, Len: 10, Fitness_tra: 0
Rule 49: b8b42311b4, Class:  1, CF:0.919228, Len: 10, Fitness_tra: 0
Rule 50: b2b22fb121, Class:  1, CF:0.984565, Len: 10, Fitness_tra: 0
Rule 51: 7217512277, Class:  1, CF:0.936289, Len: 10, Fitness_tra: 0
Rule 52: 45b2197b74, Class:  1, CF:0.240896, Len: 10, Fitness_tra: 0
Rule 53: b147891224, Class:  1, CF:0.985287, Len: 10, Fitness_tra: 0
Rule 54: 164c182771, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: b727831b77, Class:  0, CF:0.353391, Len: 10, Fitness_tra: 0
Rule 56: b2b153b244, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 727281b1b2, Class:  1, CF:0.680858, Len: 10, Fitness_tra: 0
Rule 58: 1417c3b7b7, Class:  0, CF:0.326413, Len: 10, Fitness_tra: 0
Rule 59: 211423741b, Class:  1, CF:0.909485, Len: 10, Fitness_tra: 0
Rule 60: bb478a2427, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 74b72f7124, Class:  1, CF:0.999479, Len: 10, Fitness_tra: 0
Rule 62: 7f47b842b4, Class:  1, CF:0.964338, Len: 10, Fitness_tra: 0
Rule 63: 721733727b, Class:  1, CF:0.986267, Len: 10, Fitness_tra: 0
Rule 64: 211b8124b2, Class:  1, CF:0.848117, Len: 10, Fitness_tra: 0
Rule 65: 47245eb42b, Class:  1, CF:0.987972, Len: 10, Fitness_tra: 0
Rule 66: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 71411627b2, Class:  1, CF:0.999924, Len: 10, Fitness_tra: 0
Rule 68: 242b532174, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 17778677b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: b117af4112, Class:  1, CF:0.962939, Len: 10, Fitness_tra: 0
Rule 71: 4b2251b1b1, Class:  1, CF:0.958623, Len: 10, Fitness_tra: 0
Rule 72: b1b4ce221b, Class:  0, CF:0.999763, Len: 10, Fitness_tra: 0
Rule 73: 4244814221, Class:  1, CF:0.94275, Len: 10, Fitness_tra: 0
Rule 74: 11744eb7b2, Class:  1, CF:0.162881, Len: 10, Fitness_tra: 0
Rule 75: b1bbc14b14, Class:  1, CF:0.515314, Len: 10, Fitness_tra: 0
Rule 76: 17b2cfb227, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 721b167271, Class:  1, CF:0.99504, Len: 10, Fitness_tra: 1
Rule 79: 24b41ab217, Class:  1, CF:0.999051, Len: 10, Fitness_tra: 0
Rule 80: 114bc612b2, Class:  0, CF:0.49358, Len: 10, Fitness_tra: 0
Rule 81: 22bb2e4711, Class:  1, CF:0.874061, Len: 10, Fitness_tra: 1
Rule 82: 71122e1247, Class:  1, CF:0.899152, Len: 10, Fitness_tra: 0
Rule 83: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 4117864247, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: bd44292111, Class:  1, CF:0.881843, Len: 10, Fitness_tra: 0
Rule 86: 1141414b1b, Class:  1, CF:0.825696, Len: 10, Fitness_tra: 0
Rule 87: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 1127ca1142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 71b7194422, Class:  1, CF:0.974034, Len: 10, Fitness_tra: 0
Rule 90: b1474341b7, Class:  1, CF:0.966076, Len: 10, Fitness_tra: 0
Rule 91: 711223741b, Class:  1, CF:0.909422, Len: 10, Fitness_tra: 0
Rule 92: 010000040b, Class:  1, CF:0.436668, Len:  3, Fitness_tra: -4007
Rule 93: 1b7bce4d24, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: babb14b14b, Class:  1, CF:0.878308, Len: 10, Fitness_tra: 0
Rule 95: 1127811671, Class:  1, CF:0.406358, Len: 10, Fitness_tra: -24
Rule 96: 7c77531b54, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: d1b4ce224b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 5c192f21b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: b417d62b29, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 2577832441, Class:  1, CF:0.999815, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:92.3233
------Result------
Miss_rate(tra)	:92.3233
Miss_rate(tst)	:91.6058
ARL				:9.77143

------Generation 1------
Rule  1: 0000000005, Class:  1, CF:0.997785, Len:  1, Fitness_tra: 7
Rule  2: 7b241f1111, Class:  1, CF:0.966242, Len: 10, Fitness_tra: 10
Rule  3: 1272412741, Class:  1, CF:0.982972, Len: 10, Fitness_tra: 22
Rule  4: 22bb2e4711, Class:  1, CF:0.874061, Len: 10, Fitness_tra: 1
Rule  5: b2175e1222, Class:  1, CF:0.873816, Len: 10, Fitness_tra: 0
Rule  6: 4147c12227, Class:  1, CF:0.984175, Len: 10, Fitness_tra: 0
Rule  7: 721b167271, Class:  1, CF:0.99504, Len: 10, Fitness_tra: 1
Rule  8: 2bbb1a144b, Class:  1, CF:0.999984, Len: 10, Fitness_tra: 1
Rule  9: 7724231b22, Class:  1, CF:0.961656, Len: 10, Fitness_tra: 0
Rule 10: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 2148aa1bbb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 14b25e1b1b, Class:  1, CF:0.167239, Len: 10, Fitness_tra: 74
Rule 13: 1414167412, Class:  1, CF:0.967735, Len: 10, Fitness_tra: 0
Rule 14: 1127511b71, Class:  1, CF:0.600289, Len: 10, Fitness_tra: 11
Rule 15: 77225eb122, Class:  1, CF:0.953414, Len: 10, Fitness_tra: 0
Rule 16: 4771214477, Class:  1, CF:0.982918, Len: 10, Fitness_tra: 0
Rule 17: b14221bb12, Class:  1, CF:0.837098, Len: 10, Fitness_tra: 0
Rule 18: 7b12c622b4, Class:  1, CF:0.135423, Len: 10, Fitness_tra: 0
Rule 19: 724426bbb1, Class:  1, CF:0.999564, Len: 10, Fitness_tra: 0
Rule 20: 754221b117, Class:  1, CF:0.815405, Len: 10, Fitness_tra: 0
Rule 21: b641517144, Class:  1, CF:0.999589, Len: 10, Fitness_tra: 0
Rule 22: 27225f2bb7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 7147d6247b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 2577814442, Class:  1, CF:0.964965, Len: 10, Fitness_tra: 0
Rule 25: b417d32241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 4244192b2b, Class:  1, CF:0.129853, Len: 10, Fitness_tra: 0
Rule 27: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: b2b4561b44, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 1441d34b41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 4717131447, Class:  1, CF:0.967942, Len: 10, Fitness_tra: -10
Rule 31: 224753b14b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 732141b22c, Class:  1, CF:0.999512, Len: 10, Fitness_tra: 0
Rule 33: b84b257241, Class:  1, CF:0.814154, Len: 10, Fitness_tra: 0
Rule 34: 77721f2772, Class:  1, CF:0.999995, Len: 10, Fitness_tra: 0
Rule 35: 7c772317b1, Class:  1, CF:0.965458, Len: 10, Fitness_tra: 0
Rule 36: b211594424, Class:  1, CF:0.986799, Len: 10, Fitness_tra: 0
Rule 37: bb7256bb22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 7124c54722, Class:  1, CF:0.940188, Len: 10, Fitness_tra: 0
Rule 39: b4b72a22b1, Class:  1, CF:0.999896, Len: 10, Fitness_tra: 0
Rule 40: 24b25f4471, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 2712214bb4, Class:  1, CF:0.701963, Len: 10, Fitness_tra: 0
Rule 42: 1b44834111, Class:  1, CF:0.894519, Len: 10, Fitness_tra: -10
Rule 43: 14b4832b27, Class:  0, CF:0.831155, Len: 10, Fitness_tra: 0
Rule 44: 21b721b422, Class:  1, CF:0.963759, Len: 10, Fitness_tra: 0
Rule 45: 4444ca471b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 7744514147, Class:  1, CF:0.97208, Len: 10, Fitness_tra: 0
Rule 47: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 44b12a7221, Class:  1, CF:0.999992, Len: 10, Fitness_tra: 0
Rule 49: b8b42311b4, Class:  1, CF:0.919228, Len: 10, Fitness_tra: -5
Rule 50: b2b22fb121, Class:  1, CF:0.984565, Len: 10, Fitness_tra: 0
Rule 51: 7217512277, Class:  1, CF:0.936289, Len: 10, Fitness_tra: 0
Rule 52: 45b2197b74, Class:  1, CF:0.240896, Len: 10, Fitness_tra: 0
Rule 53: b147891224, Class:  1, CF:0.985287, Len: 10, Fitness_tra: 0
Rule 54: 164c182771, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: b727831b77, Class:  0, CF:0.353391, Len: 10, Fitness_tra: 0
Rule 56: b2b153b244, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 727281b1b2, Class:  1, CF:0.680858, Len: 10, Fitness_tra: 0
Rule 58: 1417c3b7b7, Class:  0, CF:0.326413, Len: 10, Fitness_tra: 0
Rule 59: 211423741b, Class:  1, CF:0.909485, Len: 10, Fitness_tra: 0
Rule 60: bb478a2427, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 74b72f7124, Class:  1, CF:0.999479, Len: 10, Fitness_tra: 0
Rule 62: 7f47b842b4, Class:  1, CF:0.964338, Len: 10, Fitness_tra: 0
Rule 63: 721733727b, Class:  1, CF:0.986267, Len: 10, Fitness_tra: 0
Rule 64: 211b8124b2, Class:  1, CF:0.848117, Len: 10, Fitness_tra: 0
Rule 65: 47245eb42b, Class:  1, CF:0.987972, Len: 10, Fitness_tra: 0
Rule 66: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 71411627b2, Class:  1, CF:0.999924, Len: 10, Fitness_tra: 0
Rule 68: 242b532174, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 17778677b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: b117af4112, Class:  1, CF:0.962939, Len: 10, Fitness_tra: 0
Rule 71: 4b2251b1b1, Class:  1, CF:0.958623, Len: 10, Fitness_tra: 0
Rule 72: b1b4ce221b, Class:  0, CF:0.999763, Len: 10, Fitness_tra: 0
Rule 73: 4244814221, Class:  1, CF:0.94275, Len: 10, Fitness_tra: 0
Rule 74: 11744eb7b2, Class:  1, CF:0.162881, Len: 10, Fitness_tra: 0
Rule 75: b1bbc14b14, Class:  1, CF:0.515314, Len: 10, Fitness_tra: 0
Rule 76: 17b2cfb227, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 11b48e1bbb, Class:  0, CF:0.256633, Len: 10, Fitness_tra: 27
Rule 79: 24b41ab217, Class:  1, CF:0.999051, Len: 10, Fitness_tra: 0
Rule 80: 114bc612b2, Class:  0, CF:0.49358, Len: 10, Fitness_tra: 0
Rule 81: 21744d77b2, Class:  1, CF:0.833428, Len: 10, Fitness_tra: 0
Rule 82: 244b2377b1, Class:  1, CF:0.965011, Len: 10, Fitness_tra: 0
Rule 83: b144231b22, Class:  1, CF:0.978441, Len: 10, Fitness_tra: 0
Rule 84: 11b21e7277, Class:  1, CF:0.578251, Len: 10, Fitness_tra: -1
Rule 85: 227159b7b4, Class:  1, CF:0.858617, Len: 10, Fitness_tra: 0
Rule 86: 2142ce2224, Class:  1, CF:0.970074, Len: 10, Fitness_tra: 0
Rule 87: 717b412b2b, Class:  1, CF:0.881043, Len: 10, Fitness_tra: 0
Rule 88: 122bca1417, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 1b41864274, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 774293422b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 2c72514179, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 24b753b124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 9c1c0772bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 00b09f0220, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 772b892422, Class:  1, CF:0.991294, Len: 10, Fitness_tra: 0
Rule 96: 71bc51227d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: ba191f31b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 704000700b, Class:  1, CF:0.962337, Len:  4, Fitness_tra: -4055
Rule 99: b144ae2212, Class:  1, CF:0.610981, Len: 10, Fitness_tra: 0
Rule100: ba2b64b122, Class:  1, CF:0.932994, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:92.2827
------Result------
Miss_rate(tra)	:92.2827
Miss_rate(tst)	:92.5182
ARL				:9.78571

------Generation 2------
Rule  1: 14b25e1b1b, Class:  1, CF:0.167239, Len: 10, Fitness_tra: 0
Rule  2: 11b48e1bbb, Class:  0, CF:0.256633, Len: 10, Fitness_tra: 0
Rule  3: 1272412741, Class:  1, CF:0.982972, Len: 10, Fitness_tra: 1
Rule  4: 1127511b71, Class:  1, CF:0.600289, Len: 10, Fitness_tra: 0
Rule  5: 7b241f1111, Class:  1, CF:0.966242, Len: 10, Fitness_tra: 13
Rule  6: 0000000005, Class:  1, CF:0.997785, Len:  1, Fitness_tra: 7
Rule  7: 721b167271, Class:  1, CF:0.99504, Len: 10, Fitness_tra: 0
Rule  8: 2bbb1a144b, Class:  1, CF:0.999984, Len: 10, Fitness_tra: 1
Rule  9: 22bb2e4711, Class:  1, CF:0.874061, Len: 10, Fitness_tra: 1
Rule 10: 7724231b22, Class:  1, CF:0.961656, Len: 10, Fitness_tra: 0
Rule 11: 2148aa1bbb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 0000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
