------Generation 0------
Rule  1: 31f8c13111421, Class:  0, CF:  1, Len: 13, Fitness_tra: 57
Rule 61: b276829515183, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1c19155811151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 0c0d000070000, Class:  0, CF:0.925024, Len:  3, Fitness_tra: 130
Rule 64: 61b1d8d21d51d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: f371483539528, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: f638c16121c11, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 67: 41ad453196249, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 48654dee33225, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 6eb548edf5145, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 784e115181151, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 71: 6118cd1933587, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 2861332211111, Class:  1, CF:0.764238, Len: 13, Fitness_tra: 93
Rule 73: a119d8118d318, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 33792c196dd11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 11ba711d19915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 41b15851e1112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: b8f1c51a9511d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 4c11c1d152511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 7211162cc1128, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 80: b53223e1111d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 29f45615b85e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 1141112151128, Class:  1, CF:  1, Len: 13, Fitness_tra: 19
Rule 83: bc4a2811631d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 43179f15211e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 11682911d1121, Class:  0, CF:0.82292, Len: 13, Fitness_tra: 2
Rule 86: f1a19981215d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: af61811318253, Class:  0, CF:  1, Len: 13, Fitness_tra: 22
Rule 88: 6662111515c11, Class:  1, CF:0.217045, Len: 13, Fitness_tra: 46
Rule 89: 1d31131913121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 4221951711d5d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 19251515818e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: a373c1336d518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 66a5553585886, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 1b41559759d95, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 61b14811391d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: b721c8356251c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 42f331d521211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 21a5c95913729, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: b5f1111115111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule100: 724585e1e1588, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:63.5185
------Result------
Miss_rate(tra)	:63.5185
Miss_rate(tst)	:45.4545
ARL				:11.8519

------Generation 0------
Rule  1: 31f8c13111421, Class:  0, CF:  1, Len: 13, Fitness_tra: 57
Rule  2: 11112131d125a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  3: 242e25c1599dd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 0900000000006, Class:  0, CF:0.0801812, Len:  2, Fitness_tra: -18
Rule  5: 111cd19321111, Class:  0, CF:  1, Len: 13, Fitness_tra: 11
Rule  6: 7c3181131994d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: a5232ce96d948, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 1343113135948, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: b711181d31118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: f921111d19312, Class:  1, CF:  1, Len: 13, Fitness_tra: 2
Rule 11: 48612e3e51153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 28111116d1413, Class:  0, CF:  1, Len: 13, Fitness_tra: 7
Rule 13: 3945c1313551c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: aaf1951915d41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 000d00008000d, Class:  0, CF:0.18856, Len:  3, Fitness_tra: 69
Rule 16: 41a1115116215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 15a243ee12181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 111115991e225, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 19: 313d9c1515221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: f3fc861911813, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 1818b69191483, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 21a1c19151c89, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 23: 71182e131d111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: af1bd3e91c153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 13f81e5551113, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 26: a3758c3d111c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 35b1d91211931, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: b17344dd69e25, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 414a279d1e11c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 24432c1115652, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 714c115e338c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 7221458191391, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 3af511119c4d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 6e49553189852, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 15f1c11e19243, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: a3232c9155315, Class:  1, CF:0.991013, Len: 13, Fitness_tra: 32
Rule 37: 18a119e651c51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 2c4111583d651, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 414f773561941, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 112d185111925, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 41: a941551281315, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 1eb312d583151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: bda151612c511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 3162c13912213, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 45: b2ac11138151c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 0d0000200de3d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 11a149e111111, Class:  0, CF:0.905108, Len: 13, Fitness_tra: 4
Rule 48: 69212295e3352, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 41a1251119189, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 7d3111d585126, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 51: 116211131d111, Class:  0, CF:0.709426, Len: 13, Fitness_tra: -13
Rule 52: 4c15853111125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: b21291d119213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 281d11218ed12, Class:  1, CF:0.999993, Len: 13, Fitness_tra: 15
Rule 55: 44212415ae312, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 3175159d31542, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 41112d915e429, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 3143155211111, Class:  1, CF:  1, Len: 13, Fitness_tra: 30
Rule 59: 45f1113911145, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 28118919115cd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: b276829515183, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1c19155811151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 0c0d000070000, Class:  0, CF:0.925024, Len:  3, Fitness_tra: 130
Rule 64: 61b1d8d21d51d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: f371483539528, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: f638c16121c11, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 67: 41ad453196249, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 48654dee33225, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 6eb548edf5145, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 784e115181151, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 71: 6118cd1933587, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 2861332211111, Class:  1, CF:0.764238, Len: 13, Fitness_tra: 93
Rule 73: a119d8118d318, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 33792c196dd11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 11ba711d19915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 41b15851e1112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: b8f1c51a9511d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 4c11c1d152511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 7211162cc1128, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 80: b53223e1111d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 29f45615b85e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 1141112151128, Class:  1, CF:  1, Len: 13, Fitness_tra: 19
Rule 83: bc4a2811631d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 43179f15211e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 11682911d1121, Class:  0, CF:0.82292, Len: 13, Fitness_tra: 2
Rule 86: f1a19981215d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: af61811318253, Class:  0, CF:  1, Len: 13, Fitness_tra: 22
Rule 88: 6662111515c11, Class:  1, CF:0.217045, Len: 13, Fitness_tra: 46
Rule 89: 1d31131913121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 4221951711d5d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 19251515818e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: a373c1336d518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 66a5553585886, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 1b41559759d95, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 61b14811391d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: b721c8356251c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 42f331d521211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 21a5c95913729, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: b5f1111115111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule100: 724585e1e1588, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:63.5185
------Result------
Miss_rate(tra)	:63.5185
Miss_rate(tst)	:45.4545
ARL				:11.8519

------Generation 1------
Rule  1: 0c0d000070000, Class:  0, CF:0.925024, Len:  3, Fitness_tra: 101
Rule  2: 2861332211111, Class:  1, CF:0.764238, Len: 13, Fitness_tra: 9
Rule  3: 000d00008000d, Class:  0, CF:0.18856, Len:  3, Fitness_tra: 28
Rule  4: 31f8c13111421, Class:  0, CF:  1, Len: 13, Fitness_tra: 58
Rule  5: 6662111515c11, Class:  1, CF:0.217045, Len: 13, Fitness_tra: 43
Rule  6: a3232c9155315, Class:  1, CF:0.991013, Len: 13, Fitness_tra: 32
Rule  7: 3143155211111, Class:  1, CF:  1, Len: 13, Fitness_tra: 29
Rule  8: af61811318253, Class:  0, CF:  1, Len: 13, Fitness_tra: 26
Rule  9: 1141112151128, Class:  1, CF:  1, Len: 13, Fitness_tra: 19
Rule 10: 281d11218ed12, Class:  1, CF:0.999993, Len: 13, Fitness_tra: 14
Rule 11: 111cd19321111, Class:  0, CF:  1, Len: 13, Fitness_tra: 6
Rule 12: 28111116d1413, Class:  0, CF:  1, Len: 13, Fitness_tra: 3
Rule 13: 11a149e111111, Class:  0, CF:0.905108, Len: 13, Fitness_tra: 4
Rule 14: f921111d19312, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 15: 11682911d1121, Class:  0, CF:0.82292, Len: 13, Fitness_tra: 2
Rule 16: 21a1c19151c89, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 17: 3945c1313551c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 111115991e225, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 19: 313d9c1515221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: f3fc861911813, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 1818b69191483, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: aaf1951915d41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 71182e131d111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: af1bd3e91c153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 13f81e5551113, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 26: a3758c3d111c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 35b1d91211931, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: b17344dd69e25, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 414a279d1e11c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 24432c1115652, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 714c115e338c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 7221458191391, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 3af511119c4d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 6e49553189852, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 15f1c11e19243, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 7c3181131994d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 18a119e651c51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 2c4111583d651, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 414f773561941, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 112d185111925, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 41: a941551281315, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 1eb312d583151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: bda151612c511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 3162c13912213, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 45: b2ac11138151c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 0d0000200de3d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 11112131d125a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 69212295e3352, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 41a1251119189, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 7d3111d585126, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 51: 724585e1e1588, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 4c15853111125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: b21291d119213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: a5232ce96d948, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 44212415ae312, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 3175159d31542, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 41112d915e429, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1343113135948, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 45f1113911145, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 28118919115cd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: b276829515183, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1c19155811151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 242e25c1599dd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 61b1d8d21d51d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: f371483539528, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: f638c16121c11, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 67: 41ad453196249, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 48654dee33225, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 6eb548edf5145, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 784e115181151, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 71: 6118cd1933587, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: a119d8118d318, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 33792c196dd11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 11ba711d19915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 41b15851e1112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: b8f1c51a9511d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 4c11c1d152511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 7211162cc1128, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 79: b53223e1111d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 29f45615b85e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: b2a211391121a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 4112ce1111815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 050c400000000, Class:  0, CF:0.509479, Len:  3, Fitness_tra: 22
Rule 84: 13f1219111111, Class:  0, CF:0.116317, Len: 13, Fitness_tra: -1
Rule 85: 4831255a11c21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 1526429131651, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 113135938d111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 1112211513221, Class:  0, CF:0.934567, Len: 13, Fitness_tra: -1
Rule 89: a12511651e118, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 90: 45fdc51191145, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: b271332111411, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 92: 0c0585301de25, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 61645715395d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 44f51111ac312, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 2662519111c19, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 3d43151711111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 83f1e61919812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 200d0010d000d, Class:  0, CF:0.233752, Len:  5, Fitness_tra: 1
Rule 99: 4c258c991d945, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 71698153328c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:41.9753
------Result------
Miss_rate(tra)	:41.9753
Miss_rate(tst)	:36.3636
ARL				:11.7333

------Generation 2------
Rule  1: 0c0d000070000, Class:  0, CF:0.925024, Len:  3, Fitness_tra: 101
Rule  2: 2861332211111, Class:  1, CF:0.764238, Len: 13, Fitness_tra: 9
Rule  3: 000d00008000d, Class:  0, CF:0.18856, Len:  3, Fitness_tra: 28
Rule  4: 31f8c13111421, Class:  0, CF:  1, Len: 13, Fitness_tra: 58
Rule  5: 6662111515c11, Class:  1, CF:0.217045, Len: 13, Fitness_tra: 43
Rule  6: a3232c9155315, Class:  1, CF:0.991013, Len: 13, Fitness_tra: 32
Rule  7: 3143155211111, Class:  1, CF:  1, Len: 13, Fitness_tra: 29
Rule  8: af61811318253, Class:  0, CF:  1, Len: 13, Fitness_tra: 26
Rule  9: 1141112151128, Class:  1, CF:  1, Len: 13, Fitness_tra: 19
Rule 10: 281d11218ed12, Class:  1, CF:0.999993, Len: 13, Fitness_tra: 14
Rule 11: 111cd19321111, Class:  0, CF:  1, Len: 13, Fitness_tra: 6
Rule 12: 28111116d1413, Class:  0, CF:  1, Len: 13, Fitness_tra: 3
Rule 13: 11a149e111111, Class:  0, CF:0.905108, Len: 13, Fitness_tra: 4
Rule 14: f921111d19312, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
