------Generation 0------
Rule  1: 6fa1559988113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 4bb2c51535d21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 41b1115835389, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 137c131111511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 11b1183113958, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 617959c291152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: f1129dd555115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 17b5223535512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 6111113911112, Class:  0, CF:0.0504055, Len: 13, Fitness_tra: 0
Rule 41: 11f42115452d1, Class:  0, CF:0.202415, Len: 13, Fitness_tra: 0
Rule 42: 2211828185d15, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule 43: 28fc531111981, Class:  0, CF:  1, Len: 13, Fitness_tra: 3
Rule 44: 1d11c193c2151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 45a596112d658, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 631d111119112, Class:  1, CF:0.463455, Len: 13, Fitness_tra: 10
Rule 47: 3945115111395, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1441d931183d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 51f453111c153, Class:  0, CF:  1, Len: 13, Fitness_tra: 25
Rule 50: 4811113335c15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 060050e008d0d, Class:  0, CF:  1, Len:  6, Fitness_tra: 4
Rule 52: 1d357dea1dc19, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 1fa115598d826, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 54: 11f5ed2159343, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 3373831d19815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 1265299151753, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: a3f42111c8511, Class:  0, CF:0.997844, Len: 13, Fitness_tra: 66
Rule 58: 66b5115559151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 117f221111922, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 6ff15d5921211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: f618d11122151, Class:  0, CF:  1, Len: 13, Fitness_tra: 23
Rule 62: b8ad191132819, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 69b94831f19c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 72b5583c58158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: aaa2e1851118c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 71f19d282311d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 78181d1fd5121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: b2f2133111859, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: aa19113181511, Class:  0, CF:0.697974, Len: 13, Fitness_tra: 5
Rule 70: 75338819c1c11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 416813e1114c9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 3361c9113cc21, Class:  0, CF:  1, Len: 13, Fitness_tra: 18
Rule 73: 75a11156dd189, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 612122913e518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 1543213913115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 277322e5f154c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: f338c3a51821e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 7211d55515111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: a61de28555c1e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: b14342e535145, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 41135512855ed, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 134226115211a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 19114c9315112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 47b9181211192, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 1da551112312e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: b311551551123, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 0e0d5000c0000, Class:  0, CF:  1, Len:  4, Fitness_tra: 45
Rule 88: 12122111318c1, Class:  0, CF:  1, Len: 13, Fitness_tra: 29
Rule 89: f911112c15131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 7222213d31185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 411151641b3e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 41f13f1d1c8ed, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 22a81193d1481, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: f975c519f5542, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 24411261611c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 1322253911181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 1f1511d151213, Class:  1, CF:0.96653, Len: 13, Fitness_tra: 56
Rule 98: b5a21691351d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: b8f1151131113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 753585e151121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:81.7284
------Result------
Miss_rate(tra)	:81.7284
Miss_rate(tst)	:65.6566
ARL				:12.3333

------Generation 0------
Rule  1: 21a4611151121, Class:  1, CF:0.838289, Len: 13, Fitness_tra: 163
Rule  2: faa2311d15211, Class:  1, CF:0.623812, Len: 13, Fitness_tra: 67
Rule  3: a3f42111c8511, Class:  0, CF:0.997844, Len: 13, Fitness_tra: 66
Rule  4: 1f1511d151213, Class:  1, CF:0.96653, Len: 13, Fitness_tra: 56
Rule  5: 0e0d5000c0000, Class:  0, CF:  1, Len:  4, Fitness_tra: 45
Rule  6: 12122111318c1, Class:  0, CF:  1, Len: 13, Fitness_tra: 29
Rule  7: 51f453111c153, Class:  0, CF:  1, Len: 13, Fitness_tra: 25
Rule  8: f618d11122151, Class:  0, CF:  1, Len: 13, Fitness_tra: 23
Rule  9: 3361c9113cc21, Class:  0, CF:  1, Len: 13, Fitness_tra: 18
Rule 10: 1c211312c2551, Class:  0, CF:  1, Len: 13, Fitness_tra: 11
Rule 11: 721811d255513, Class:  1, CF:  1, Len: 13, Fitness_tra: 11
Rule 12: 631d111119112, Class:  1, CF:0.463455, Len: 13, Fitness_tra: 10
Rule 13: 6321413133111, Class:  0, CF:  1, Len: 13, Fitness_tra: 7
Rule 14: aa19113181511, Class:  0, CF:0.697974, Len: 13, Fitness_tra: 5
Rule 15: 060050e008d0d, Class:  0, CF:  1, Len:  6, Fitness_tra: 4
Rule 16: 28fc531111981, Class:  0, CF:  1, Len: 13, Fitness_tra: 3
Rule 17: 111d221813c1e, Class:  0, CF:  1, Len: 13, Fitness_tra: 3
Rule 18: 2211828185d15, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule 19: f3f5156192c21, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 20: 6fa1559988113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 392d281d11121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 6375229915518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 7445c11138d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: a32e511853152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 44419d928e161, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 11311a3128819, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: b1b5cd38ed155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: a6f1152d19523, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 29: 22a8419e31151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 2162911175d3e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 19255181c2191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 36f1912196112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 4bb2c51535d21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 41b1115835389, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 137c131111511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 11b1183113958, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 617959c291152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: f1129dd555115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 17b5223535512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 6111113911112, Class:  0, CF:0.0504055, Len: 13, Fitness_tra: 0
Rule 41: 11f42115452d1, Class:  0, CF:0.202415, Len: 13, Fitness_tra: 0
Rule 42: 7135113613115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 1aa121312155e, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 44: 1d11c193c2151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 45a596112d658, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 61f51185118cd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 3945115111395, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1441d931183d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 31b211d551911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 4811113335c15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: b56b13a521253, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 1d357dea1dc19, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 1fa115598d826, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 54: 11f5ed2159343, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 3373831d19815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 1265299151753, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 7d11331214199, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 66b5115559151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 117f221111922, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 6ff15d5921211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 53a121393cc21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: b8ad191132819, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 69b94831f19c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 72b5583c58158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: aaa2e1851118c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 71f19d282311d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 78181d1fd5121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: b2f2133111859, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 15bd256333188, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 75338819c1c11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 416813e1114c9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: ae62198155118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 75a11156dd189, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 612122913e518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 1543213913115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 277322e5f154c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: f338c3a51821e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 7211d55515111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: a61de28555c1e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: b14342e535145, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: b42215651d581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 6313815133815, Class:  0, CF:  1, Len: 13, Fitness_tra: 7
Rule 83: 2ca5119918cd1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 1113175139575, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 61a1411912223, Class:  1, CF:0.894604, Len: 13, Fitness_tra: 5
Rule 86: 45f23a6122153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 33a5dd152121e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 6eb91861f9921, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 112822e56d522, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 221111e511819, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 392d281c11121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 1342253a11a1a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 3373d35519811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 12ae2193d14d1, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 95: 53a4213131c21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 1db11e1214959, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: f36543a51c222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 4811113335c15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 111da21813c1e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 2f6a11517127e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:81.2963
------Result------
Miss_rate(tra)	:81.2963
Miss_rate(tst)	:64.6465
ARL				:12.4074

------Generation 1------
Rule  1: 21a4611151121, Class:  1, CF:0.838289, Len: 13, Fitness_tra: 163
Rule  2: faa2311d15211, Class:  1, CF:0.623812, Len: 13, Fitness_tra: 67
Rule  3: a3f42111c8511, Class:  0, CF:0.997844, Len: 13, Fitness_tra: 66
Rule  4: 1f1511d151213, Class:  1, CF:0.96653, Len: 13, Fitness_tra: 56
Rule  5: 0e0d5000c0000, Class:  0, CF:  1, Len:  4, Fitness_tra: 45
Rule  6: 12122111318c1, Class:  0, CF:  1, Len: 13, Fitness_tra: 29
Rule  7: 51f453111c153, Class:  0, CF:  1, Len: 13, Fitness_tra: 25
Rule  8: f618d11122151, Class:  0, CF:  1, Len: 13, Fitness_tra: 23
Rule  9: 3361c9113cc21, Class:  0, CF:  1, Len: 13, Fitness_tra: 18
Rule 10: 1c211312c2551, Class:  0, CF:  1, Len: 13, Fitness_tra: 11
Rule 11: 721811d255513, Class:  1, CF:  1, Len: 13, Fitness_tra: 11
Rule 12: 631d111119112, Class:  1, CF:0.463455, Len: 13, Fitness_tra: 10
Rule 13: 6321413133111, Class:  0, CF:  1, Len: 13, Fitness_tra: 7
Rule 14: aa19113181511, Class:  0, CF:0.697974, Len: 13, Fitness_tra: 5
Rule 15: 060050e008d0d, Class:  0, CF:  1, Len:  6, Fitness_tra: 4
Rule 16: 28fc531111981, Class:  0, CF:  1, Len: 13, Fitness_tra: 3
Rule 17: 111d221813c1e, Class:  0, CF:  1, Len: 13, Fitness_tra: 3
Rule 18: 2211828185d15, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule 19: f3f5156192c21, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 20: 6fa1559988113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 392d281d11121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 6375229915518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 7445c11138d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: a32e511853152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 44419d928e161, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 11311a3128819, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: b1b5cd38ed155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: a6f1152d19523, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 29: 22a8419e31151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 2162911175d3e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 19255181c2191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 36f1912196112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 4bb2c51535d21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 41b1115835389, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 137c131111511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 11b1183113958, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 617959c291152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: f1129dd555115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 17b5223535512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 6111113911112, Class:  0, CF:0.0504055, Len: 13, Fitness_tra: 0
Rule 41: 11f42115452d1, Class:  0, CF:0.202415, Len: 13, Fitness_tra: 0
Rule 42: 7135113613115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 1aa121312155e, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 44: 1d11c193c2151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 45a596112d658, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 61f51185118cd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 3945115111395, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1441d931183d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 31b211d551911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 4811113335c15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: b56b13a521253, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 1d357dea1dc19, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 1fa115598d826, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 54: 11f5ed2159343, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 3373831d19815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 1265299151753, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 7d11331214199, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 66b5115559151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 117f221111922, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 6ff15d5921211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 53a121393cc21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: b8ad191132819, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 69b94831f19c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 72b5583c58158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: aaa2e1851118c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 71f19d282311d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 78181d1fd5121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: b2f2133111859, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 15bd256333188, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 75338819c1c11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 416813e1114c9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: ae62198155118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 75a11156dd189, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 612122913e518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 1543213913115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 277322e5f154c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: f338c3a51821e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 7211d55515111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: a61de28555c1e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: b14342e535145, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: b42215651d581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 6313815133815, Class:  0, CF:  1, Len: 13, Fitness_tra: 7
Rule 83: 2ca5119918cd1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 1113175139575, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 61a1411912223, Class:  1, CF:0.894604, Len: 13, Fitness_tra: 5
Rule 86: 45f23a6122153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 33a5dd152121e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 6eb91861f9921, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 112822e56d522, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 221111e511819, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 392d281c11121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 1342253a11a1a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 3373d35519811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 12ae2193d14d1, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 95: 53a4213131c21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 1db11e1214959, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: f36543a51c222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 4811113335c15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 111da21813c1e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 2f6a11517127e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:81.2963
------Result------
Miss_rate(tra)	:81.2963
Miss_rate(tst)	:64.6465
ARL				:12.4074

------Generation 2------
Rule  1: 21a4611151121, Class:  1, CF:0.838289, Len: 13, Fitness_tra: 163
Rule  2: faa2311d15211, Class:  1, CF:0.623812, Len: 13, Fitness_tra: 66
Rule  3: a3f42111c8511, Class:  0, CF:0.997844, Len: 13, Fitness_tra: 12
Rule  4: 1f1511d151213, Class:  1, CF:0.96653, Len: 13, Fitness_tra: 60
Rule  5: 0e0d5000c0000, Class:  0, CF:  1, Len:  4, Fitness_tra: 45
Rule  6: 12122111318c1, Class:  0, CF:  1, Len: 13, Fitness_tra: 16
Rule  7: 51f453111c153, Class:  0, CF:  1, Len: 13, Fitness_tra: 25
Rule  8: f618d11122151, Class:  0, CF:  1, Len: 13, Fitness_tra: 12
Rule  9: 3361c9113cc21, Class:  0, CF:  1, Len: 13, Fitness_tra: 12
Rule 10: 1c211312c2551, Class:  0, CF:  1, Len: 13, Fitness_tra: 10
Rule 11: 721811d255513, Class:  1, CF:  1, Len: 13, Fitness_tra: 9
Rule 12: 631d111119112, Class:  1, CF:0.463455, Len: 13, Fitness_tra: 10
Rule 13: 6321413133111, Class:  0, CF:  1, Len: 13, Fitness_tra: 7
Rule 14: 6313815133815, Class:  0, CF:  1, Len: 13, Fitness_tra: 7
