------Generation 0------
Rule  1: 61ad8191c1816, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 65: 15a8133a9d413, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 3121185159111, Class:  1, CF:0.999998, Len: 13, Fitness_tra: 0
Rule 67: f6f4811318513, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 68: 111318111dd18, Class:  0, CF:0.996226, Len: 13, Fitness_tra: 0
Rule 69: f3a5113815811, Class:  0, CF:0.31411, Len: 13, Fitness_tra: 0
Rule 70: 6e4541111111c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 13f115c111115, Class:  0, CF:0.980145, Len: 13, Fitness_tra: 0
Rule 72: a121e2215131d, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 73: 11a1211e13711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: b22d5a3811111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 2167531822819, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 69711d1251131, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 77: a3f8116e22123, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1d1111511312d, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 79: b86c231512c11, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 80: b815811311c25, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: b271235111533, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 426119961e773, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 31f1333911181, Class:  0, CF:0.504264, Len: 13, Fitness_tra: 0
Rule 84: 711c152151525, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 727322d11e58c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 4df5512851119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: a978315255355, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 1218219ed1125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 36f5551115c8a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: ae791221cd558, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 1e21c2e315d15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 31f1151191111, Class:  1, CF:0.944919, Len: 13, Fitness_tra: 0
Rule 93: 22b5c518e2d82, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 15fe151d49181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 13f15611781ed, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 3e45112591598, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 244e1495651dd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 11f84e9198411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 2b7d51921258d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: ae7211d231518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:5.06173
------Result------
Miss_rate(tra)	:5.06173
Miss_rate(tst)	:9.09091
ARL				:11.5556

------Generation 0------
Rule  1: 61ad8191c1816, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule  2: b2615d238912d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  3: 411c853318883, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 7728131219151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: b8492815599d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: 21a2118111111, Class:  1, CF:0.0666395, Len: 13, Fitness_tra: 0
Rule  7: 177111133e115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: b441d1d131558, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 11bd7511351c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 214185d155131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 4219851818955, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 3d132511911d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: a349421133348, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 4b1551d111291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 1165c911187c1, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 16: 1188231113111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 2168c55399183, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: b415138281951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: a92142e91d325, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 000d00008000d, Class:  0, CF:0.215182, Len:  3, Fitness_tra: -11
Rule 21: 41711111e1355, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: b16191c8231dd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 2179155185311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: f6f1151115c81, Class:  0, CF:0.962521, Len: 13, Fitness_tra: 0
Rule 25: b56cc95319219, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 74b1515855111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 712628dde1e11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 131d1ce53532c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 72699922c1e21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 25613121d112d, Class:  1, CF:0.31141, Len: 13, Fitness_tra: 0
Rule 31: 691115193e1c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 72f24111d3221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: b74ccde5e8128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 00f050e0000b0, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 35: 7cb1121515359, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: a171812111191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 6149189919348, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 38: 7715121258552, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 6131515d51181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 256515d1d5153, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 41: 3131411911121, Class:  1, CF:0.943149, Len: 13, Fitness_tra: 0
Rule 42: 392e4811a9548, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 456d9d11131d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: f61d312251915, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 45: a33851591d12a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 1d7151d511932, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 0000400000000, Class:  0, CF:0.304732, Len:  1, Fitness_tra: 10
Rule 48: 7113593121151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 33411352551e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 392232d511111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 51: 11a5c61521226, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 53a119315112e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 4b413e1151511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 7141c85811115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: a1a821169c421, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 56: 2111893111882, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 57: 12112413ee151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 05007c0de0000, Class:  1, CF:0.760296, Len:  5, Fitness_tra: 0
Rule 59: 6aa151198c25a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 7b7141519325c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 11732559a9122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: a51d321811588, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 13f11991111ce, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 1521133282551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 15a8133a9d413, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 3121185159111, Class:  1, CF:0.999998, Len: 13, Fitness_tra: 0
Rule 67: f6f4811318513, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 68: 111318111dd18, Class:  0, CF:0.996226, Len: 13, Fitness_tra: 0
Rule 69: f3a5113815811, Class:  0, CF:0.31411, Len: 13, Fitness_tra: 0
Rule 70: 6e4541111111c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 13f115c111115, Class:  0, CF:0.980145, Len: 13, Fitness_tra: 0
Rule 72: a121e2215131d, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 73: 11a1211e13711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: b22d5a3811111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 2167531822819, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 69711d1251131, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 77: a3f8116e22123, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1d1111511312d, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 79: b86c231512c11, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 80: b815811311c25, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: b271235111533, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 426119961e773, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 31f1333911181, Class:  0, CF:0.504264, Len: 13, Fitness_tra: 0
Rule 84: 711c152151525, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 727322d11e58c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 4df5512851119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: a978315255355, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 1218219ed1125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 36f5551115c8a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: ae791221cd558, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 1e21c2e315d15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 31f1151191111, Class:  1, CF:0.944919, Len: 13, Fitness_tra: 0
Rule 93: 22b5c518e2d82, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 15fe151d49181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 13f15611781ed, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 3e45112591598, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 244e1495651dd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 11f84e9198411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 2b7d51921258d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: ae7211d231518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:5.06173
------Result------
Miss_rate(tra)	:5.06173
Miss_rate(tst)	:9.09091
ARL				:11.5556

------Generation 1------
Rule  1: 61ad8191c1816, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule  2: b2615d238912d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  3: 411c853318883, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 7728131219151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: b8492815599d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: 21a2118111111, Class:  1, CF:0.0666395, Len: 13, Fitness_tra: 0
Rule  7: 177111133e115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: b441d1d131558, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 11bd7511351c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 214185d155131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 4219851818955, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 3d132511911d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: a349421133348, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 4b1551d111291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 1165c911187c1, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 16: 1188231113111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 2168c55399183, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: b415138281951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: a92142e91d325, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 000d00008000d, Class:  0, CF:0.215182, Len:  3, Fitness_tra: -11
Rule 21: 41711111e1355, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: b16191c8231dd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 2179155185311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: f6f1151115c81, Class:  0, CF:0.962521, Len: 13, Fitness_tra: 0
Rule 25: b56cc95319219, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 74b1515855111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 712628dde1e11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 131d1ce53532c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 72699922c1e21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 25613121d112d, Class:  1, CF:0.31141, Len: 13, Fitness_tra: 0
Rule 31: 691115193e1c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 72f24111d3221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: b74ccde5e8128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 00f050e0000b0, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 35: 7cb1121515359, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: a171812111191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 6149189919348, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 38: 7715121258552, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 6131515d51181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 256515d1d5153, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 41: 3131411911121, Class:  1, CF:0.943149, Len: 13, Fitness_tra: 0
Rule 42: 392e4811a9548, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 456d9d11131d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: f61d312251915, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 45: a33851591d12a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 1d7151d511932, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 0000400000000, Class:  0, CF:0.304732, Len:  1, Fitness_tra: 10
Rule 48: 7113593121151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 33411352551e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 392232d511111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 51: 11a5c61521226, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 53a119315112e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 4b413e1151511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 7141c85811115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: a1a821169c421, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 56: 2111893111882, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 57: 12112413ee151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 05007c0de0000, Class:  1, CF:0.760296, Len:  5, Fitness_tra: 0
Rule 59: 6aa151198c25a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 7b7141519325c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 11732559a9122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: a51d321811588, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 13f11991111ce, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 1521133282551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 15a8133a9d413, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 3121185159111, Class:  1, CF:0.999998, Len: 13, Fitness_tra: 0
Rule 67: f6f4811318513, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 68: 111318111dd18, Class:  0, CF:0.996226, Len: 13, Fitness_tra: 0
Rule 69: f3a5113815811, Class:  0, CF:0.31411, Len: 13, Fitness_tra: 0
Rule 70: 6e4541111111c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 13f115c111115, Class:  0, CF:0.980145, Len: 13, Fitness_tra: 0
Rule 72: a121e2215131d, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 73: 11a1211e13711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: b22d5a3811111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 2167531822819, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 69711d1251131, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 77: a3f8116e22123, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1d1111511312d, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 79: b86c231512c11, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 80: b815811311c25, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: b271235111533, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 426119961e773, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 31f1333911181, Class:  0, CF:0.504264, Len: 13, Fitness_tra: 0
Rule 84: 711c152151525, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 727322d11e58c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 4df5512851119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: a978315255355, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 1218219ed1125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 36f5551115c8a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: ae791221cd558, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 1e21c2e315d15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 31f1151191111, Class:  1, CF:0.944919, Len: 13, Fitness_tra: 0
Rule 93: 22b5c518e2d82, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 15fe151d49181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 13f15611781ed, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 3e45112591598, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 244e1495651dd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 11f84e9198411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 2b7d51921258d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: ae7211d231518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:5.06173
------Result------
Miss_rate(tra)	:5.06173
Miss_rate(tst)	:9.09091
ARL				:11.5556

------Generation 2------
Rule  1: 61ad8191c1816, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule  2: b2615d238912d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  3: 411c853318883, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 7728131219151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: b8492815599d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: 21a2118111111, Class:  1, CF:0.0666395, Len: 13, Fitness_tra: 0
Rule  7: 177111133e115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: b441d1d131558, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 11bd7511351c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 214185d155131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 4219851818955, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 3d132511911d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: a349421133348, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 4b1551d111291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 1165c911187c1, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
