------Generation 0------
Rule  1: 00000090000000e0000000050060000050000000f000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 00000000000000000000006000000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 2
Rule 24: 000900000000000f000a000000000000d50000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 0e00000aa00000000000600500600000500000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 319135e36331311e1e133135e5e13361311316133113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 13331113313131116391111115313113159131313111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 00000000000f00000000000000000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 1
Rule 29: 600000000e0000000000000a00000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 60e000006e0f0000000000000d0000000000000000d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 6313313611161113333311e13361113639e311131511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 00000000000090000000000000000000000000000000, Class:  0, CF:0.0760438, Len:  1, Fitness_tra: 0
Rule 33: 11111131311111111611111111111111113111111111, Class:  1, CF:  1, Len: 44, Fitness_tra: 0
Rule 34: 000000000000000000d900000000000000000e000909, Class:  0, CF:0.591755, Len:  5, Fitness_tra: 0
Rule 35: 3113e1113313311133131e5511133111111311115112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 00000000000000000000000000000000000000000000, Class:  1, CF:5.55112e-16, Len:  0, Fitness_tra: 0
Rule 37: 36131533111f13133191613111e9e11333ee11111151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 31131111313151111111311122e11133513111131124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 00000000600090000e00050000000000000050009550, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: d0000000000000009500000000000000000000000000, Class:  0, CF:0.0468216, Len:  3, Fitness_tra: 0
Rule 41: 000000000000000000000000dd0d0000000000009000, Class:  0, CF:0.403455, Len:  4, Fitness_tra: -4
Rule 42: 00000000000a000000000000000000000000000000d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 33e339e1611111911993111113691366133e3ee3131e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 0000000000000000000005000000000000000000000f, Class:  1, CF:  1, Len:  2, Fitness_tra: 3
Rule 45: 9e09550000e0000e000600000900e0e0099e06000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 00000000000000000000a0000000000a000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 00000000000000000000000000000000000000000000, Class:  1, CF:5.55112e-16, Len:  0, Fitness_tra: 0
Rule 48: 00000000000000000000000000000000000000000000, Class:  1, CF:5.55112e-16, Len:  0, Fitness_tra: 0
Rule 49: 11111111113113111113111311111111112111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 00050000000000000000000000000000000000000000, Class:  0, CF:0.131408, Len:  1, Fitness_tra: -15
Rule 51: 11111111353111111111111121111113111111111122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 000090000000000900000000000000000000eee00000, Class:  0, CF:0.645626, Len:  5, Fitness_tra: 0
Rule 53: 00000000000000000000000500000000000000090000, Class:  0, CF:0.376632, Len:  2, Fitness_tra: -4
Rule 54: 0000000000f000000000000000000000000000000600, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000000000da000000000000000000000000005090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 19311d3e31a111513311131111311111111319351511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 15111111111113111151111111121111311111151111, Class:  1, CF:  1, Len: 44, Fitness_tra: 0
Rule 58: 1316131e311a19111919191111e111163e1911131e51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 1315313311111113131133551511136311a611111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1311e111131311993153331115119963e963111e5511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 00000000000000000000000000000000060000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 2
Rule 62: 0900000000000e00000000000000000e050060000006, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 0050000000000000a000000000000000000000000500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 31115511133111113311111131313131113611313911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 000000006e0f09e0000000500d00000f0000000000d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 11313131311313916e5e111111136631131111315211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 000000000000000000000000005000000a00000f0f00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 11111511111111511111113111111116135111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 0000000000000000a00000000000000000f000000500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 00000000000000000000000000000000000000f00000, Class:  1, CF:  1, Len:  1, Fitness_tra: 4
Rule 71: 00000000ffe0a0000000500000000000000fd0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 00000000000000000000000000000000000000000000, Class:  1, CF:5.55112e-16, Len:  0, Fitness_tra: 0
Rule 73: 00000000000000000000000000000000000960000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 74: 00000000000000000000000000000000000000000000, Class:  1, CF:5.55112e-16, Len:  0, Fitness_tra: 0
Rule 75: 00e00009000000000000000000000000000000006600, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule 76: 09000000000000000000000000000000000000000000, Class:  0, CF:0.121133, Len:  1, Fitness_tra: -6
Rule 77: 11131111351111111111111112111111111111111211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 00000000000000500000000000000000000000000000, Class:  0, CF:0.134861, Len:  1, Fitness_tra: -15
Rule 79: 0000000500000000000000000000000e000000000000, Class:  0, CF:0.235404, Len:  2, Fitness_tra: -11
Rule 80: 959005e0a0000000000000000000000050a0000000e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 00000000090000590090000005900000550000000000, Class:  0, CF:0.579874, Len:  8, Fitness_tra: 0
Rule 82: 13119511313131316651111111311111393113111511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 000000000000000000005d0000500000000000550000, Class:  0, CF:0.295929, Len:  5, Fitness_tra: 0
Rule 84: 11111115111111111151115111331111131111111155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 311113363336131e1313315311113e1199e133991155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 0009000000000500e050005000e090e0000f000e0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 933395111e3111311111111315311133111131313191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 00000000090000000000000000000000509000000000, Class:  0, CF:0.314876, Len:  3, Fitness_tra: 0
Rule 89: 000000000d0000000000000000000000000005090000, Class:  0, CF:0.323103, Len:  3, Fitness_tra: -3
Rule 90: 00000090000000090505000505000000009000000000, Class:  0, CF:0.343518, Len:  7, Fitness_tra: 0
Rule 91: 0000000000000500000000000000000e000000000500, Class:  0, CF:0.386971, Len:  3, Fitness_tra: 1
Rule 92: 00000000000000009000000000000000000900000000, Class:  0, CF:0.112351, Len:  2, Fitness_tra: -1
Rule 93: 00000050000009000000500000000000000000000000, Class:  0, CF:0.267136, Len:  3, Fitness_tra: 0
Rule 94: 11111511121111111111131913112113131111221111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 939199e36111e3361393993191313131916311131531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 131911111311135511111111111113311311111e1511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 133331e133331111131e115111113311951111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 13111131313613111111111111193311513311115121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 000000000000af00000e000000000000000009000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 00000000000000000000000000000000000000000000, Class:  1, CF:5.55112e-16, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:68.0498
------Result------
Miss_rate(tra)	:68.0498
Miss_rate(tst)	:69.2308
ARL				:4.04444

------Generation 0------
Rule  1: 0000000000000000000000000000000000000000a000, Class:  1, CF:  1, Len:  1, Fitness_tra: 4
Rule  2: 00000000000000000000000000000000000000f00000, Class:  1, CF:  1, Len:  1, Fitness_tra: 3
Rule  3: 00000000000500000060000000000000500000000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 3
Rule  4: 0000000000000000000005000000000000000000000f, Class:  1, CF:  1, Len:  2, Fitness_tra: 3
Rule  5: 00000000000000000000000000000000600000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 3
Rule  6: 00000000000000000000000000600000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 1
Rule  7: 00000000000000000000006000000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 2
Rule  8: 00600000000000000000000000000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 1
Rule  9: 00000000000000000000000000000000060000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 2
Rule 10: 0000000000000500000000000000000e000000000500, Class:  0, CF:0.386971, Len:  3, Fitness_tra: -17
Rule 11: 00000000000f00000000000000000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 1
Rule 12: 00000090000000e0000000050060000050000000f000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 11199311613361331391e11111933e16991e91e63191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 36161191113f33151e13331111111111511133151111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 11139511131ae1e1e1513e551531e111111113311115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 0000000000000f00000500000000000000000d090000, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule 17: 00000000000000000000000000000000000000000000, Class:  1, CF:5.55112e-16, Len:  0, Fitness_tra: 0
Rule 18: 00500000a0000000a600005500000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 00505d0e0000000000000000000e0000050000000000, Class:  0, CF:0.339538, Len:  6, Fitness_tra: 0
Rule 20: 00000000000000000000000000000000000000000000, Class:  1, CF:5.55112e-16, Len:  0, Fitness_tra: 0
Rule 21: 3131113311363155191331915131e113511311991111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 0000000000f000000900000000000000000000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 23: 0000000005e060000005006000000000000000a00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 000900000000000f000a000000000000d50000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 0e00000aa00000000000600500600000500000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 319135e36331311e1e133135e5e13361311316133113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 13331113313131116391111115313113159131313111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 0000000000000000a600000000000900000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 600000000e0000000000000a00000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 60e000006e0f0000000000000d0000000000000000d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 6313313611161113333311e13361113639e311131511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 00000000000090000000000000000000000000000000, Class:  0, CF:0.0760438, Len:  1, Fitness_tra: -24
Rule 33: 11111131311111111611111111111111113111111111, Class:  1, CF:  1, Len: 44, Fitness_tra: 0
Rule 34: 000000000000000000d900000000000000000e000909, Class:  0, CF:0.591755, Len:  5, Fitness_tra: 2
Rule 35: 3113e1113313311133131e5511133111111311115112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 00000000000000000000000000000000000000000000, Class:  1, CF:5.55112e-16, Len:  0, Fitness_tra: 0
Rule 37: 36131533111f13133191613111e9e11333ee11111151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 31131111313151111111311122e11133513111131124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 00000000600090000e00050000000000000050009550, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: d0000000000000009500000000000000000000000000, Class:  0, CF:0.0468216, Len:  3, Fitness_tra: -1
Rule 41: 000000000000af00000e000000000000000009000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 00000000000a000000000000000000000000000000d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 33e339e1611111911993111113691366133e3ee3131e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 000000000000000000009000000000000000e0000000, Class:  1, CF:0.119477, Len:  2, Fitness_tra: 4
Rule 45: 9e09550000e0000e000600000900e0e0099e06000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 00000000000000000000a0000000000a000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 00000000000000000000000000000000000000000000, Class:  1, CF:5.55112e-16, Len:  0, Fitness_tra: 0
Rule 48: 00000000000000000000000000000000000000000000, Class:  1, CF:5.55112e-16, Len:  0, Fitness_tra: 0
Rule 49: 11111111113113111113111311111111112111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 11111111353111111111111121111113111111111122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 000090000000000900000000000000000000eee00000, Class:  0, CF:0.645626, Len:  5, Fitness_tra: 0
Rule 52: 0000000000f000000000000000000000000000000600, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 000000000da000000000000000000000000005090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 19311d3e31a111513311131111311111111319351511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 15111111111113111151111111121111311111151111, Class:  1, CF:  1, Len: 44, Fitness_tra: 0
Rule 56: 1316131e311a19111919191111e111163e1911131e51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 1315313311111113131133551511136311a611111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1311e111131311993153331115119963e963111e5511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 0900000000000e00000000000000000e050060000006, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 0050000000000000a000000000000000000000000500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 31115511133111113311111131313131113611313911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 000000006e0f09e0000000500d00000f0000000000d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 11313131311313916e5e111111136631131111315211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 000000000000000000000000005000000a00000f0f00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 11111511111111511111113111111116135111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 0000000000000000a00000000000000000f000000500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 133131113116111e31113119e3336111516313e39115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 00000000ffe0a0000000500000000000000fd0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 00000000000000000000000000000000000000000000, Class:  1, CF:5.55112e-16, Len:  0, Fitness_tra: 0
Rule 70: 00000000000000000000000000000000000960000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 71: 00000000000000000000000000000000000000000000, Class:  1, CF:5.55112e-16, Len:  0, Fitness_tra: 0
Rule 72: 00e00009000000000000000000000000000000006600, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule 73: 11131111351111111111111112111111111111111211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 959005e0a0000000000000000000000050a0000000e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 00000000090000590090000005900000550000000000, Class:  0, CF:0.579874, Len:  8, Fitness_tra: 0
Rule 76: 13119511313131316651111111311111393113111511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 000000000000000000005d0000500000000000550000, Class:  0, CF:0.295929, Len:  5, Fitness_tra: -16
Rule 78: 11111115111111111151115111331111131111111155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 311113363336131e1313315311113e1199e133991155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 0009000000000500e050005000e090e0000f000e0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 119161131111311611111333663311111e31111133e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 00000000000000000000000000060000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 7
Rule 83: 000000000000000000009000000000000000e0000000, Class:  1, CF:0.119477, Len:  0, Fitness_tra: 0
Rule 84: 9e111513111111111159111151131131113111331111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 00000000000500000060000000000000500000000000, Class:  1, CF:  1, Len:  0, Fitness_tra: 0
Rule 86: 00000000000000000000000000000000050000000000, Class:  0, CF:0.104144, Len:  1, Fitness_tra: -51
Rule 87: 9515e163111961333119111113113693156113616193, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 0000e0000000000900000000000000000000eee00000, Class:  0, CF:0.685182, Len:  5, Fitness_tra: 0
Rule 89: 0000000000000000a0000000000000e000000000f000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0000000005e060000005006000000000000000a00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 11111111311e1e1111511151113111c1151311191151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 16111191313f21151e13331121111111511113151111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 0010000110000011d000001983052010101011000101, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 10001010031103051111110011101001610101000511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 1160313101130390605e001110036001030101310011, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 0000000000f000000000000000000040000000000600, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: d0313010310000103170310003306106510013e30000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 00b000000000000f000a000000000000000960000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 131111111131135111111111111113115331111e1511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 00000250090000590090000005900000550000000000, Class:  0, CF:0.512256, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:65.1452
------Result------
Miss_rate(tra)	:65.1452
Miss_rate(tst)	:69.2308
ARL				:4.66667

------Generation 1------
Rule  1: 00000000000000000000000000060000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 6
Rule  2: 0000000000000000000000000000000000000000a000, Class:  1, CF:  1, Len:  1, Fitness_tra: 4
Rule  3: 000000000000000000009000000000000000e0000000, Class:  1, CF:0.119477, Len:  2, Fitness_tra: 4
Rule  4: 00000000000500000060000000000000500000000000, Class:  1, CF:  1, Len:  3, Fitness_tra: 5
Rule  5: 00000000000000000000000000000000600000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 3
Rule  6: 00000000000000000000000000000000000000f00000, Class:  1, CF:  1, Len:  1, Fitness_tra: 3
Rule  7: 0000000000000000000005000000000000000000000f, Class:  1, CF:  1, Len:  2, Fitness_tra: 3
Rule  8: 00000000000000000000006000000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 2
Rule  9: 000000000000000000d900000000000000000e000909, Class:  0, CF:0.591755, Len:  5, Fitness_tra: 0
Rule 10: 00000000000000000000000000000000060000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 2
Rule 11: 00000000000000000000000000600000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 1
Rule 12: 00000000000f00000000000000000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 1
Rule 13: 00600000000000000000000000000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 1
Rule 14: 00000090000000e0000000050060000050000000f000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 11139511131ae1e1e1513e551531e111111113311115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 0000000000000f00000500000000000000000d090000, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule 17: 00000000000000000000000000000000000000000000, Class:  1, CF:5.55112e-16, Len:  0, Fitness_tra: 0
Rule 18: 00500000a0000000a600005500000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 00505d0e0000000000000000000e0000050000000000, Class:  0, CF:0.339538, Len:  6, Fitness_tra: 0
Rule 20: 00000000000000000000000000000000000000000000, Class:  1, CF:5.55112e-16, Len:  0, Fitness_tra: 0
Rule 21: 3131113311363155191331915131e113511311991111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 0000000000f000000900000000000000000000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 23: 0000000005e060000005006000000000000000a00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 000900000000000f000a000000000000d50000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 0e00000aa00000000000600500600000500000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 319135e36331311e1e133135e5e13361311316133113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 13331113313131116391111115313113159131313111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 0000000000000000a600000000000900000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 600000000e0000000000000a00000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 60e000006e0f0000000000000d0000000000000000d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 6313313611161113333311e13361113639e311131511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 00000250090000590090000005900000550000000000, Class:  0, CF:0.512256, Len: 10, Fitness_tra: 0
Rule 33: 11111131311111111611111111111111113111111111, Class:  1, CF:  1, Len: 44, Fitness_tra: 0
Rule 34: 11199311613361331391e11111933e16991e91e63191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 3113e1113313311133131e5511133111111311115112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 00000000000000000000000000000000000000000000, Class:  1, CF:5.55112e-16, Len:  0, Fitness_tra: 0
Rule 37: 36131533111f13133191613111e9e11333ee11111151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 31131111313151111111311122e11133513111131124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 00000000600090000e00050000000000000050009550, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 131111111131135111111111111113115331111e1511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 000000000000af00000e000000000000000009000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 00000000000a000000000000000000000000000000d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 33e339e1611111911993111113691366133e3ee3131e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 9e09550000e0000e000600000900e0e0099e06000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 00000000000000000000a0000000000a000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 00000000000000000000000000000000000000000000, Class:  1, CF:5.55112e-16, Len:  0, Fitness_tra: 0
Rule 47: 00000000000000000000000000000000000000000000, Class:  1, CF:5.55112e-16, Len:  0, Fitness_tra: 0
Rule 48: 11111111113113111113111311111111112111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 11111111353111111111111121111113111111111122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 000090000000000900000000000000000000eee00000, Class:  0, CF:0.645626, Len:  5, Fitness_tra: 0
Rule 51: 0000000000f000000000000000000000000000000600, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 000000000da000000000000000000000000005090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 19311d3e31a111513311131111311111111319351511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
