------Generation 0------
Rule  1: 113131e36913311133113311133111139561e333135e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 00005000000000000000000000000000000000099a00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 05000000000000000000000000000900000000090000, Class:  0, CF:0.400771, Len:  3, Fitness_tra: -4
Rule 61: 00000000000000000000000000000000600e00000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 2
Rule 62: 00000000000000000000000000000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 19131113111315113115e11111111111111115111112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 0000000000000000000000090000000000000e000900, Class:  0, CF:0.618374, Len:  3, Fitness_tra: 1
Rule 65: 0000000000000a900006000000000900e00000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 0000000000000000a000000000000900050000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 00000090a000000000000005006090e055e000090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 00000000000000000000000000000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 13131131311a13553e1e33115513136113331119d121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 00000000000000000000000000060000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 6
Rule 71: 00000000000000000000000000000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 00000000000000000000000000050000000000900900, Class:  0, CF:0.480895, Len:  3, Fitness_tra: 0
Rule 73: 11115111113111111151111112111111511139911112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 000000a000000000000005000000000000000e000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 0050000000000000a000000000000000000000000500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 00000000000000000000000a00000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 4
Rule 77: 00000000000000000000000000009000000000090000, Class:  0, CF:0.36063, Len:  2, Fitness_tra: -8
Rule 78: 000055e0000000000e0000e000000000000900000000, Class:  0, CF:0.422852, Len:  6, Fitness_tra: 0
Rule 79: 511191e111111e1333111311ee6511311191ee111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 1113111155111121111311111111111e111115112111, Class:  1, CF:  1, Len: 44, Fitness_tra: 0
Rule 81: 3116111311111315ee1931111133e31353e113131181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 0000000000000f00000500000000000000000d090000, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule 83: 3159193111163193a113e13131193113316313311911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 00000d0900000000050000000000600000000000060e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 000000000d0000000000000000000000000000090000, Class:  0, CF:0.325144, Len:  2, Fitness_tra: -30
Rule 86: 1311111391111112111111112291339115e6d1311112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 33113333133316911131311391131331133331131115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 311111e1313111116111316551111111113331111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 311131133e661366111313911163e116196113111199, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 000d0090000005e00000600d006000ee550000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 00000500006000000000000009000000500000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 003050000000000e0a00000000000000000000009000, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 93: 6000e0006afa0000a0000000000000e0000000000050, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 0000e00060009000ae0000000000000e000000009550, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 3311131311a636131911e1393161331131313311e111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 000000000000000000000d0000000000000000000000, Class:  0, CF:0.131778, Len:  1, Fitness_tra: -46
Rule 97: 00000000000000000900000000000000000000000000, Class:  0, CF:0.0464969, Len:  1, Fitness_tra: 0
Rule 98: 00000000f0000000a600000000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 000500000e00e0000000000000a6000e500000000000, Class:  1, CF:  1, Len:  7, Fitness_tra: 0
Rule100: 009000600e0e000000000060a0000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:68.3333
------Result------
Miss_rate(tra)	:68.3333
Miss_rate(tst)	:70.3704
ARL				:6.20588

------Generation 0------
Rule  1: 00000000000000000000000000060000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 6
Rule  2: 00000000000000000000000a00000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 4
Rule  3: 0000000000000000000000000000000005000005e000, Class:  0, CF:0.486368, Len:  3, Fitness_tra: -32
Rule  4: 000000000a0000000000000000000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 4
Rule  5: 00600000000000000000000000000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 3
Rule  6: 00000000000000000000000000000a00000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 3
Rule  7: 06000000000000000000000000000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 2
Rule  8: 00000000000000000000000000000000060000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 2
Rule  9: 00000000000000000000000000000000600e00000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 2
Rule 10: 0000000000000000000000090000000000000e000900, Class:  0, CF:0.618374, Len:  3, Fitness_tra: -5
Rule 11: 00000000000000000d00006000000000000000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule 12: 113131e36913311133113311133111139561e333135e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 11131111111125111511111111111119111199111121, Class:  1, CF:  1, Len: 44, Fitness_tra: 0
Rule 14: ef000060000f000900e0000050000000000a0a060000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 39111531316111151911311111351111131113311111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 000000000000000000000000000000fa000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 00000000000000000000000000000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 550500000909000000000000000000e00000d5000000, Class:  0, CF:0.430483, Len:  8, Fitness_tra: -4
Rule 19: 9e1113136e1663313696331313116191193391116131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 1116113319331115131111151511111319131e111511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 11111211e11111116151111111111111111111111112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 000000000000d000000a000000000050d00f00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 009000600e0e000000000060a0000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 00000000000000000000000000000000000000f00060, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 25: 1116e113631fe1111e11311111391e1a111333131111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 000000000e0000e0000000500d00000f0000000900d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 00000000000000000000000000000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 0000000000000000a600000000000e00000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 000500000e00e0000000000000a6000e500000000000, Class:  1, CF:  1, Len:  7, Fitness_tra: 0
Rule 30: 00600000000000000000000000000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 0
Rule 31: 9e09550000e0000e00060000090090e009ee06000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 1e159511611131311199111111151313313133113353, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 1111551112313e1111111119111111111e5111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: e111153313a33113613111e113319111113311191151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: e000e56000000000a600000000000e00000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 331111366131131e639113331533e11339e311931111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 13311133911a11111319115121119191593311111221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 11151131111351511611111111111111113131311111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 00000000000000009500000000000000000000000000, Class:  0, CF:0.0214451, Len:  2, Fitness_tra: -34
Rule 40: 11113111913311113311111211311111111611111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 0000000000a000000a00000000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 3e13111331a611351351133915653166331311311521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 1111151663a3131111e3133131e31133111191113515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 19315131111111991311e19151111111311311111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 0e0000000000000005e0006300000000000500000950, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 31131111e13119551311319151111113311931151521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 000000000000000005e6000000000000000000000050, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1633e511a66fe13e6311619395353e33136313111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 00000000000000000000000000000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 16361133613311933311111115619111316631135511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 3115111331311311631111191111e61139313e311191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 3113111133163113331111319131313111639e113195, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 00000000000000000000000000000000060000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 0
Rule 54: 11116e11511131361193313333111113111315113391, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 0a0000050f0000000000050dfa00000060f000090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 333131311e6611131311511511913111311393131191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 00005000000000000000000000000000000000099a00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 11111111319111116311111211111111113311111111, Class:  1, CF:  1, Len: 44, Fitness_tra: 0
Rule 59: 00000000000000000000000000000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 19131113111315113115e11111111111111115111112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 00000d0e000009050050a00000000000000060000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 0000000000000a900006000000000900e00000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 0000000000000000a000000000000900050000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 00000090a000000000000005006090e055e000090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 00000000000000000000000000000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 13131131311a13553e1e33115513136113331119d121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 0e09000000000000f000e00000000000006000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 00000000000000000000000000000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 00000000000000000000000000050000000000900900, Class:  0, CF:0.480895, Len:  3, Fitness_tra: -20
Rule 70: 11115111113111111151111112111111511139911112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000000a000000000000005000000000000000e000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 0050000000000000a000000000000000000000000500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 000000000e0000550090000005900000550000000000, Class:  0, CF:0.759438, Len:  8, Fitness_tra: 0
Rule 74: 000055e0000000000e0000e000000000000900000000, Class:  0, CF:0.422852, Len:  6, Fitness_tra: 0
Rule 75: 511191e111111e1333111311ee6511311191ee111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 1113111155111121111311111111111e111115112111, Class:  1, CF:  1, Len: 44, Fitness_tra: 0
Rule 77: 3116111311111315ee1931111133e31353e113131181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 0000000000000f00000500000000000000000d090000, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule 79: 3159193111163193a113e13131193113316313311911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 00000d0900000000050000000000600000000000060e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 00000000000000000000000000000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 6000000000000000000500000000000000000000f000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 05000560006000600000000000000000550000a00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 15111111196139e333933933311533131511116e319e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 111115111131115111d93e9551112113315191111515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: e331e111313631133311133915313133331e31313351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 00000000000000000000000000000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 009050000000000e0a00000000000000000000009000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 0e05000000000000a000e00000000000006000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 1e333933e13113513913131111115136111331115811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 11111131115331991131119153119111313311111151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 550500000909000000000000000000e00000d5000000, Class:  0, CF:0.430483, Len:  0, Fitness_tra: 0
Rule 93: 009000000e0e00000000000000000000000000000000, Class:  0, CF:0.436695, Len:  3, Fitness_tra: -17
Rule 94: 003000000000000e0000000000000000000000009900, Class:  0, CF:0.677981, Len:  4, Fitness_tra: 0
Rule 95: 0151010369003011ad1130000331011005010003050e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 00600000000000000000000000000000000000000000, Class:  1, CF:  1, Len:  0, Fitness_tra: 0
Rule 97: 31111000313001100000310000100111003031100101, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 00000000000000000000000000060000000000000000, Class:  1, CF:  1, Len:  0, Fitness_tra: 0
Rule 99: 333131311e6611131311511511913111311393131191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 0000000000000500a000000000000000500030000000, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
------Current------
Miss_rate(tra)	:68.3333
------Result------
Miss_rate(tra)	:68.3333
Miss_rate(tst)	:70.3704
ARL				:7.48148

------Generation 1------
Rule  1: 00000000000000000000000000060000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 6
Rule  2: 00000000000000000000000a00000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 4
Rule  3: 000000000a0000000000000000000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 4
Rule  4: 00000000000000000000000000000a00000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 3
Rule  5: 00600000000000000000000000000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 3
Rule  6: 00000000000000000000000000000000600e00000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 2
Rule  7: 06000000000000000000000000000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 2
Rule  8: 00000000000000000000000000000000060000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 2
Rule  9: 00000000000000000d00006000000000000000000000, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule 10: 0000000000000500a000000000000000500030000000, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule 11: 333131311e6611131311511511913111311393131191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 113131e36913311133113311133111139561e333135e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 11131111111125111511111111111119111199111121, Class:  1, CF:  1, Len: 44, Fitness_tra: 0
Rule 14: ef000060000f000900e0000050000000000a0a060000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 39111531316111151911311111351111131113311111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 000000000000000000000000000000fa000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 00000000000000000000000000000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 00000000000000000000000000060000000000000000, Class:  1, CF:  1, Len:  0, Fitness_tra: 0
Rule 19: 9e1113136e1663313696331313116191193391116131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 1116113319331115131111151511111319131e111511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 11111211e11111116151111111111111111111111112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 000000000000d000000a000000000050d00f00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 009000600e0e000000000060a0000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 00000000000000000000000000000000000000f00060, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 25: 1116e113631fe1111e11311111391e1a111333131111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 000000000e0000e0000000500d00000f0000000900d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 00000000000000000000000000000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 0000000000000000a600000000000e00000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 000500000e00e0000000000000a6000e500000000000, Class:  1, CF:  1, Len:  7, Fitness_tra: 0
Rule 30: 00600000000000000000000000000000000000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 0
Rule 31: 9e09550000e0000e00060000090090e009ee06000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 1e159511611131311199111111151313313133113353, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 1111551112313e1111111119111111111e5111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: e111153313a33113613111e113319111113311191151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: e000e56000000000a600000000000e00000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 331111366131131e639113331533e11339e311931111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 13311133911a11111319115121119191593311111221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 11151131111351511611111111111111113131311111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 11113111913311113311111211311111111611111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 0000000000a000000a00000000000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 3e13111331a611351351133915653166331311311521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 1111151663a3131111e3133131e31133111191113515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 19315131111111991311e19151111111311311111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 0e0000000000000005e0006300000000000500000950, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 31131111e13119551311319151111113311931151521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 000000000000000005e6000000000000000000000050, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1633e511a66fe13e6311619395353e33136313111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 00000000000000000000000000000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 16361133613311933311111115619111316631135511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 3115111331311311631111191111e61139313e311191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 3113111133163113331111319131313111639e113195, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 00000000000000000000000000000000060000000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 0
Rule 53: 11116e11511131361193313333111113111315113391, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 0a0000050f0000000000050dfa00000060f000090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 333131311e6611131311511511913111311393131191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
