------Generation 0------
Rule  1: e313151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 11fa111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 61: 21f658d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1261185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 18fa251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 0000600, Class:  0, CF:0.923472, Len:  1, Fitness_tra: 1
Rule 65: 12fa513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 1163361, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 853a818, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 85a1181, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 69: e1f1311, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 70: 59f15ee, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000000d, Class:  0, CF:0.996947, Len:  1, Fitness_tra: 21
Rule 72: 811f111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 73: 8136111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 74: 22fa115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 513f1c8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0000600, Class:  0, CF:0.923472, Len:  1, Fitness_tra: 0
Rule 77: 1113112, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 78: 616f963, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 11f6941, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 11ff136, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 81: 28a1121, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 82: 1313111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 1133518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 181f9c8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 11f6ee1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 353f812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 116f521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 5466518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 31f3536, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0900070, Class:  0, CF:0.51156, Len:  2, Fitness_tra: 0
Rule 91: 1516133, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 92: 111a128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 25a6181, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 94: 0000090, Class:  0, CF:  1, Len:  1, Fitness_tra: 3
Rule 95: 913f11d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 5161515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 331f5d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: d131d55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 151a348, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 58a6d18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:5.94059
------Result------
Miss_rate(tra)	:5.94059
Miss_rate(tst)	:6.06061
ARL				:5.05128

------Generation 0------
Rule  1: e313151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  2: 19fa151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  3: 11a3121, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule  4: e3af151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: 8216188, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: d16f313, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule  7: 2d1f531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 1561181, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule  9: 113f91d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 81a15d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 813f111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 12: 1266182, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 13: 0000000, Class:  0, CF:0.881188, Len:  0, Fitness_tra: 242
Rule 14: 151a911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 111a588, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 113a281, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 17: 911a3e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 3161151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 0000000, Class:  0, CF:0.881188, Len:  0, Fitness_tra: 0
Rule 20: d5f1128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 356a114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: e11a131, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 23: 41aa551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 1961151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 31fa171, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 8131925, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 1161311, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 28: 0000000, Class:  0, CF:0.881188, Len:  0, Fitness_tra: 0
Rule 29: 8166188, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 2563118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 1316933, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 1131511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 6000500, Class:  0, CF:0.792471, Len:  2, Fitness_tra: 0
Rule 34: 151a522, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 51aa455, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 1dff361, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 51af112, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 38: 1516815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 111a112, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 40: 81f1551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 06000d0, Class:  0, CF:0.951775, Len:  2, Fitness_tra: 0
Rule 42: 113f921, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 21365c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1533221, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 45: 38aa91e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 183fe19, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 8513131, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 48: 1136131, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 49: 1d1a112, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 50: 91aa111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 51: 153a13b, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 52: e13f528, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 21f3551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 51afd33, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 3500502, Class:  0, CF:0.221575, Len:  4, Fitness_tra: 0
Rule 56: 0000000, Class:  0, CF:0.881188, Len:  0, Fitness_tra: 0
Rule 57: 0000d00, Class:  0, CF:0.812149, Len:  1, Fitness_tra: 0
Rule 58: 85a65cc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 2bfa181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 11fa111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 61: 21f658d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1261185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 18fa251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 0000600, Class:  0, CF:0.923472, Len:  1, Fitness_tra: 1
Rule 65: 12fa513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 1163361, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 853a818, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 85a1181, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 69: e1f1311, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 70: 59f15ee, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000000d, Class:  0, CF:0.996947, Len:  1, Fitness_tra: 21
Rule 72: 811f111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 73: 8136111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 74: 22fa115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 513f1c8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0000600, Class:  0, CF:0.923472, Len:  1, Fitness_tra: 0
Rule 77: 1113112, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 78: 616f963, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 11f6941, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 11ff136, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 81: 28a1121, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 82: 1313111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 1133518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 181f9c8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 11f6ee1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 353f812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 116f521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 5466518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 31f3536, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0900070, Class:  0, CF:0.51156, Len:  2, Fitness_tra: 0
Rule 91: 1516133, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 92: 111a128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 25a6181, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 94: 0000090, Class:  0, CF:  1, Len:  1, Fitness_tra: 3
Rule 95: 913f11d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 5161515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 331f5d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: d131d55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 151a348, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 58a6d18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:5.94059
------Result------
Miss_rate(tra)	:5.94059
Miss_rate(tst)	:6.06061
ARL				:5.05128

------Generation 1------
Rule  1: e313151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  2: 19fa151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  3: 11a3121, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule  4: e3af151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: 8216188, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: d16f313, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule  7: 2d1f531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 1561181, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule  9: 113f91d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 81a15d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 813f111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 12: 1266182, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 13: 0000000, Class:  0, CF:0.881188, Len:  0, Fitness_tra: 242
Rule 14: 151a911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 111a588, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 113a281, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 17: 911a3e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 3161151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 0000000, Class:  0, CF:0.881188, Len:  0, Fitness_tra: 0
Rule 20: d5f1128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 356a114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: e11a131, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 23: 41aa551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 1961151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 31fa171, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 8131925, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 1161311, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 28: 0000000, Class:  0, CF:0.881188, Len:  0, Fitness_tra: 0
Rule 29: 8166188, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 2563118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 1316933, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 1131511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 6000500, Class:  0, CF:0.792471, Len:  2, Fitness_tra: 0
Rule 34: 151a522, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 51aa455, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 1dff361, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 51af112, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 38: 1516815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 111a112, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 40: 81f1551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 06000d0, Class:  0, CF:0.951775, Len:  2, Fitness_tra: 0
Rule 42: 113f921, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 21365c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1533221, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 45: 38aa91e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 183fe19, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 8513131, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 48: 1136131, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 49: 1d1a112, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 50: 91aa111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 51: 153a13b, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 52: e13f528, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 21f3551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 51afd33, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 3500502, Class:  0, CF:0.221575, Len:  4, Fitness_tra: 0
Rule 56: 0000000, Class:  0, CF:0.881188, Len:  0, Fitness_tra: 0
Rule 57: 0000d00, Class:  0, CF:0.812149, Len:  1, Fitness_tra: 0
Rule 58: 85a65cc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 2bfa181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 11fa111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 61: 21f658d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1261185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 18fa251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 0000600, Class:  0, CF:0.923472, Len:  1, Fitness_tra: 1
Rule 65: 12fa513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 1163361, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 853a818, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 85a1181, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 69: e1f1311, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 70: 59f15ee, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000000d, Class:  0, CF:0.996947, Len:  1, Fitness_tra: 21
Rule 72: 811f111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 73: 8136111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 74: 22fa115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 513f1c8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0000600, Class:  0, CF:0.923472, Len:  1, Fitness_tra: 0
Rule 77: 1113112, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 78: 616f963, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 11f6941, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 11ff136, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 81: 28a1121, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 82: 1313111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 1133518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 181f9c8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 11f6ee1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 353f812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 116f521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 5466518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 31f3536, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0900070, Class:  0, CF:0.51156, Len:  2, Fitness_tra: 0
Rule 91: 1516133, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 92: 111a128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 25a6181, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 94: 0000090, Class:  0, CF:  1, Len:  1, Fitness_tra: 3
Rule 95: 913f11d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 5161515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 331f5d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: d131d55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 151a348, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 58a6d18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:5.94059
------Result------
Miss_rate(tra)	:5.94059
Miss_rate(tst)	:6.06061
ARL				:5.05128

------Generation 2------
Rule  1: e313151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  2: 19fa151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  3: 11a3121, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule  4: e3af151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: 8216188, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: d16f313, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule  7: 2d1f531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 1561181, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule  9: 113f91d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 81a15d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 813f111, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 12: 1266182, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 13: 0000000, Class:  0, CF:0.881188, Len:  0, Fitness_tra: 242
Rule 14: 151a911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 111a588, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 113a281, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 17: 911a3e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 3161151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 0000000, Class:  0, CF:0.881188, Len:  0, Fitness_tra: 0
Rule 20: d5f1128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 356a114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: e11a131, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 23: 41aa551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 1961151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 31fa171, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 8131925, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 1161311, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 28: 0000000, Class:  0, CF:0.881188, Len:  0, Fitness_tra: 0
Rule 29: 8166188, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 2563118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 1316933, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 1131511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 6000500, Class:  0, CF:0.792471, Len:  2, Fitness_tra: 0
Rule 34: 151a522, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 51aa455, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 1dff361, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
