------Generation 0------
Rule  1: d5cb7, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 61: 12211, Class:  0, CF:0.918737, Len:  5, Fitness_tra: 10
Rule 62: 91217, Class:  1, CF:0.811303, Len:  5, Fitness_tra: 0
Rule 63: 11274, Class:  1, CF:0.826077, Len:  5, Fitness_tra: 0
Rule 64: 1212b, Class:  1, CF:0.472634, Len:  5, Fitness_tra: 0
Rule 65: 04000, Class:  0, CF:0.448975, Len:  1, Fitness_tra: 126
Rule 66: 2c422, Class:  0, CF:0.590433, Len:  5, Fitness_tra: 0
Rule 67: 15247, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 68: 92124, Class:  1, CF:0.97141, Len:  5, Fitness_tra: 0
Rule 69: 04700, Class:  0, CF:0.596217, Len:  2, Fitness_tra: 11
Rule 70: 5d24b, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 71: 124bb, Class:  0, CF:0.0250092, Len:  5, Fitness_tra: 0
Rule 72: 32117, Class:  0, CF:0.246462, Len:  5, Fitness_tra: 0
Rule 73: 12477, Class:  1, CF:0.196376, Len:  5, Fitness_tra: 0
Rule 74: 52247, Class:  1, CF:0.774783, Len:  5, Fitness_tra: 0
Rule 75: 52274, Class:  1, CF:0.85827, Len:  5, Fitness_tra: 0
Rule 76: 51172, Class:  1, CF:0.988508, Len:  5, Fitness_tra: 1
Rule 77: 18111, Class:  0, CF:  1, Len:  5, Fitness_tra: 6
Rule 78: 92145, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 79: 15127, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 80: 12442, Class:  1, CF:0.820046, Len:  5, Fitness_tra: 0
Rule 81: 51141, Class:  1, CF:0.945773, Len:  5, Fitness_tra: 5
Rule 82: 12271, Class:  0, CF:0.681492, Len:  5, Fitness_tra: 0
Rule 83: 52142, Class:  1, CF:0.96153, Len:  5, Fitness_tra: 0
Rule 84: d2421, Class:  1, CF:0.169314, Len:  5, Fitness_tra: 0
Rule 85: 12744, Class:  1, CF:0.59666, Len:  5, Fitness_tra: 0
Rule 86: 12114, Class:  1, CF:0.0301517, Len:  5, Fitness_tra: 0
Rule 87: 95124, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 88: 13172, Class:  1, CF:0.972619, Len:  5, Fitness_tra: 0
Rule 89: 12c7b, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 90: 8142b, Class:  1, CF:0.811892, Len:  5, Fitness_tra: 0
Rule 91: 11171, Class:  1, CF:0.601369, Len:  5, Fitness_tra: 0
Rule 92: 532b1, Class:  1, CF:0.900537, Len:  5, Fitness_tra: 0
Rule 93: 11b1b, Class:  1, CF:0.0132316, Len:  5, Fitness_tra: 0
Rule 94: 51127, Class:  1, CF:0.985743, Len:  5, Fitness_tra: 1
Rule 95: 18141, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 96: 31414, Class:  1, CF:0.0253825, Len:  5, Fitness_tra: 0
Rule 97: 91241, Class:  1, CF:0.943516, Len:  5, Fitness_tra: 0
Rule 98: 31144, Class:  1, CF:0.493351, Len:  5, Fitness_tra: 0
Rule 99: 1dc11, Class:  0, CF:  1, Len:  5, Fitness_tra: 2
Rule100: 1527b, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
------Current------
Miss_rate(tra)	:5.15464
------Result------
Miss_rate(tra)	:5.15464
Miss_rate(tst)	:0
ARL				:4.78

------Generation 0------
Rule  1: 04000, Class:  0, CF:0.448975, Len:  1, Fitness_tra: 105
Rule  2: 04700, Class:  0, CF:0.596217, Len:  2, Fitness_tra: 7
Rule  3: 12211, Class:  0, CF:0.918737, Len:  5, Fitness_tra: 9
Rule  4: 18111, Class:  0, CF:  1, Len:  5, Fitness_tra: 4
Rule  5: 51141, Class:  1, CF:0.945773, Len:  5, Fitness_tra: 5
Rule  6: 21174, Class:  1, CF:0.959697, Len:  5, Fitness_tra: 3
Rule  7: d114b, Class:  1, CF:0.956142, Len:  5, Fitness_tra: 3
Rule  8: 1dc11, Class:  0, CF:  1, Len:  5, Fitness_tra: 2
Rule  9: 2111b, Class:  1, CF:0.516685, Len:  5, Fitness_tra: 2
Rule 10: 51112, Class:  1, CF:0.881063, Len:  5, Fitness_tra: 2
Rule 11: 55211, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 12: 1c111, Class:  0, CF:0.999419, Len:  5, Fitness_tra: 0
Rule 13: 51172, Class:  1, CF:0.988508, Len:  5, Fitness_tra: 1
Rule 14: 51127, Class:  1, CF:0.985743, Len:  5, Fitness_tra: 1
Rule 15: d5cb7, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 16: 51472, Class:  1, CF:0.979287, Len:  5, Fitness_tra: 0
Rule 17: 95474, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 18: 38214, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 19: 9541b, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 20: d812b, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 21: 11141, Class:  1, CF:0.650759, Len:  5, Fitness_tra: 0
Rule 22: 98c14, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 23: 51214, Class:  1, CF:0.673622, Len:  5, Fitness_tra: 0
Rule 24: 12717, Class:  0, CF:0.396293, Len:  5, Fitness_tra: 0
Rule 25: 91272, Class:  1, CF:0.990455, Len:  5, Fitness_tra: 0
Rule 26: 15472, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 27: dc447, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 28: 1547b, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 29: 51217, Class:  1, CF:0.558228, Len:  5, Fitness_tra: 0
Rule 30: 122b1, Class:  0, CF:0.716507, Len:  5, Fitness_tra: 0
Rule 31: 52221, Class:  1, CF:0.321334, Len:  5, Fitness_tra: 0
Rule 32: 00000, Class:  1, CF:2.22045e-16, Len:  0, Fitness_tra: 0
Rule 33: 18c4b, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 34: 11217, Class:  1, CF:0.0858248, Len:  5, Fitness_tra: 0
Rule 35: 14422, Class:  1, CF:0.840969, Len:  5, Fitness_tra: 0
Rule 36: 91474, Class:  1, CF:0.985007, Len:  5, Fitness_tra: 0
Rule 37: 12714, Class:  0, CF:0.196205, Len:  5, Fitness_tra: 0
Rule 38: 18247, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 39: 11111, Class:  0, CF:0.226762, Len:  5, Fitness_tra: 0
Rule 40: 311bb, Class:  1, CF:0.493351, Len:  5, Fitness_tra: 0
Rule 41: 52124, Class:  1, CF:0.923022, Len:  5, Fitness_tra: 0
Rule 42: e4211, Class:  0, CF:0.148305, Len:  5, Fitness_tra: 0
Rule 43: e2c11, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 44: 8c277, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 45: 11121, Class:  1, CF:0.730955, Len:  5, Fitness_tra: 0
Rule 46: 11217, Class:  1, CF:0.0858248, Len:  5, Fitness_tra: 0
Rule 47: 58224, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 48: 92c24, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 49: 52141, Class:  1, CF:0.641081, Len:  5, Fitness_tra: 0
Rule 50: 91211, Class:  1, CF:0.436164, Len:  5, Fitness_tra: 0
Rule 51: 92221, Class:  1, CF:0.556167, Len:  5, Fitness_tra: 0
Rule 52: 00000, Class:  1, CF:2.22045e-16, Len:  0, Fitness_tra: 0
Rule 53: 58211, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 54: 9121b, Class:  1, CF:0.782483, Len:  5, Fitness_tra: 0
Rule 55: 00000, Class:  1, CF:2.22045e-16, Len:  0, Fitness_tra: 0
Rule 56: 92272, Class:  1, CF:0.962573, Len:  5, Fitness_tra: 0
Rule 57: c112b, Class:  1, CF:0.747818, Len:  5, Fitness_tra: 0
Rule 58: 122b1, Class:  0, CF:0.716507, Len:  5, Fitness_tra: 0
Rule 59: 15174, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 60: 55217, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 61: 91c4b, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 62: 91217, Class:  1, CF:0.811303, Len:  5, Fitness_tra: 0
Rule 63: 11274, Class:  1, CF:0.826077, Len:  5, Fitness_tra: 0
Rule 64: 1212b, Class:  1, CF:0.472634, Len:  5, Fitness_tra: 0
Rule 65: 9d1bb, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 66: 2c422, Class:  0, CF:0.590433, Len:  5, Fitness_tra: 0
Rule 67: 15247, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 68: 92124, Class:  1, CF:0.97141, Len:  5, Fitness_tra: 0
Rule 69: 1c444, Class:  0, CF:0.856918, Len:  5, Fitness_tra: 0
Rule 70: 5d24b, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 71: 124bb, Class:  0, CF:0.0250092, Len:  5, Fitness_tra: 0
Rule 72: 32117, Class:  0, CF:0.246462, Len:  5, Fitness_tra: 0
Rule 73: 12477, Class:  1, CF:0.196376, Len:  5, Fitness_tra: 0
Rule 74: 52247, Class:  1, CF:0.774783, Len:  5, Fitness_tra: 0
Rule 75: 52274, Class:  1, CF:0.85827, Len:  5, Fitness_tra: 0
Rule 76: 95c47, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 77: 121b7, Class:  1, CF:0.474532, Len:  5, Fitness_tra: 0
Rule 78: 92145, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 79: 15127, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 80: 12442, Class:  1, CF:0.820046, Len:  5, Fitness_tra: 0
Rule 81: 12111, Class:  0, CF:0.729975, Len:  5, Fitness_tra: 3
Rule 82: 00000, Class:  1, CF:2.22045e-16, Len:  0, Fitness_tra: 0
Rule 83: 00000, Class:  1, CF:2.22045e-16, Len:  0, Fitness_tra: 0
Rule 84: 00000, Class:  1, CF:2.22045e-16, Len:  0, Fitness_tra: 0
Rule 85: 0b000, Class:  1, CF:0.0377829, Len:  0, Fitness_tra: 0
Rule 86: 0b000, Class:  1, CF:0.0377829, Len:  0, Fitness_tra: 0
Rule 87: e1141, Class:  1, CF:0.994054, Len:  5, Fitness_tra: 0
Rule 88: 04000, Class:  0, CF:0.448975, Len:  0, Fitness_tra: 0
Rule 89: 04700, Class:  0, CF:0.596217, Len:  0, Fitness_tra: 0
Rule 90: 04b00, Class:  0, CF:0.571283, Len:  2, Fitness_tra: 25
Rule 91: 98c4b, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 92: 92e7b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: a1212, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 94: 61224, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 95: 91115, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 96: 552bd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 254ba, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 98: 58000, Class:  0, CF:  1, Len:  2, Fitness_tra: 2
Rule 99: d1710, Class:  1, CF:0.113793, Len:  4, Fitness_tra: 0
Rule100: 05794, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:5.15464
------Result------
Miss_rate(tra)	:5.15464
Miss_rate(tst)	:0
ARL				:4.67778

------Generation 1------
Rule  1: 04000, Class:  0, CF:0.448975, Len:  1, Fitness_tra: 105
Rule  2: 04700, Class:  0, CF:0.596217, Len:  2, Fitness_tra: 7
Rule  3: 12211, Class:  0, CF:0.918737, Len:  5, Fitness_tra: 9
Rule  4: 18111, Class:  0, CF:  1, Len:  5, Fitness_tra: 4
Rule  5: 51141, Class:  1, CF:0.945773, Len:  5, Fitness_tra: 5
Rule  6: 21174, Class:  1, CF:0.959697, Len:  5, Fitness_tra: 3
Rule  7: d114b, Class:  1, CF:0.956142, Len:  5, Fitness_tra: 3
Rule  8: 1dc11, Class:  0, CF:  1, Len:  5, Fitness_tra: 2
Rule  9: 2111b, Class:  1, CF:0.516685, Len:  5, Fitness_tra: 2
Rule 10: 51112, Class:  1, CF:0.881063, Len:  5, Fitness_tra: 2
Rule 11: 55211, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 12: 1c111, Class:  0, CF:0.999419, Len:  5, Fitness_tra: 0
Rule 13: 51172, Class:  1, CF:0.988508, Len:  5, Fitness_tra: 1
Rule 14: 51127, Class:  1, CF:0.985743, Len:  5, Fitness_tra: 1
Rule 15: d5cb7, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 16: 51472, Class:  1, CF:0.979287, Len:  5, Fitness_tra: 0
Rule 17: 95474, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 18: 38214, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 19: 9541b, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 20: d812b, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 21: 11141, Class:  1, CF:0.650759, Len:  5, Fitness_tra: 0
Rule 22: 98c14, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 23: 51214, Class:  1, CF:0.673622, Len:  5, Fitness_tra: 0
Rule 24: 12717, Class:  0, CF:0.396293, Len:  5, Fitness_tra: 0
Rule 25: 91272, Class:  1, CF:0.990455, Len:  5, Fitness_tra: 0
Rule 26: 15472, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 27: dc447, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 28: 1547b, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 29: 51217, Class:  1, CF:0.558228, Len:  5, Fitness_tra: 0
Rule 30: 122b1, Class:  0, CF:0.716507, Len:  5, Fitness_tra: 0
Rule 31: 52221, Class:  1, CF:0.321334, Len:  5, Fitness_tra: 0
Rule 32: 00000, Class:  1, CF:2.22045e-16, Len:  0, Fitness_tra: 0
Rule 33: 18c4b, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 34: 11217, Class:  1, CF:0.0858248, Len:  5, Fitness_tra: 0
Rule 35: 14422, Class:  1, CF:0.840969, Len:  5, Fitness_tra: 0
Rule 36: 91474, Class:  1, CF:0.985007, Len:  5, Fitness_tra: 0
Rule 37: 12714, Class:  0, CF:0.196205, Len:  5, Fitness_tra: 0
Rule 38: 18247, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 39: 11111, Class:  0, CF:0.226762, Len:  5, Fitness_tra: 0
Rule 40: 311bb, Class:  1, CF:0.493351, Len:  5, Fitness_tra: 0
Rule 41: 52124, Class:  1, CF:0.923022, Len:  5, Fitness_tra: 0
Rule 42: e4211, Class:  0, CF:0.148305, Len:  5, Fitness_tra: 0
Rule 43: e2c11, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 44: 8c277, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 45: 11121, Class:  1, CF:0.730955, Len:  5, Fitness_tra: 0
Rule 46: 11217, Class:  1, CF:0.0858248, Len:  5, Fitness_tra: 0
Rule 47: 58224, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 48: 92c24, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 49: 52141, Class:  1, CF:0.641081, Len:  5, Fitness_tra: 0
Rule 50: 91211, Class:  1, CF:0.436164, Len:  5, Fitness_tra: 0
Rule 51: 92221, Class:  1, CF:0.556167, Len:  5, Fitness_tra: 0
Rule 52: 00000, Class:  1, CF:2.22045e-16, Len:  0, Fitness_tra: 0
Rule 53: 58211, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 54: 9121b, Class:  1, CF:0.782483, Len:  5, Fitness_tra: 0
Rule 55: 00000, Class:  1, CF:2.22045e-16, Len:  0, Fitness_tra: 0
Rule 56: 92272, Class:  1, CF:0.962573, Len:  5, Fitness_tra: 0
Rule 57: c112b, Class:  1, CF:0.747818, Len:  5, Fitness_tra: 0
Rule 58: 122b1, Class:  0, CF:0.716507, Len:  5, Fitness_tra: 0
Rule 59: 15174, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 60: 55217, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 61: 91c4b, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 62: 91217, Class:  1, CF:0.811303, Len:  5, Fitness_tra: 0
Rule 63: 11274, Class:  1, CF:0.826077, Len:  5, Fitness_tra: 0
Rule 64: 1212b, Class:  1, CF:0.472634, Len:  5, Fitness_tra: 0
Rule 65: 9d1bb, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 66: 2c422, Class:  0, CF:0.590433, Len:  5, Fitness_tra: 0
Rule 67: 15247, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 68: 92124, Class:  1, CF:0.97141, Len:  5, Fitness_tra: 0
Rule 69: 1c444, Class:  0, CF:0.856918, Len:  5, Fitness_tra: 0
Rule 70: 5d24b, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 71: 124bb, Class:  0, CF:0.0250092, Len:  5, Fitness_tra: 0
Rule 72: 32117, Class:  0, CF:0.246462, Len:  5, Fitness_tra: 0
Rule 73: 12477, Class:  1, CF:0.196376, Len:  5, Fitness_tra: 0
Rule 74: 52247, Class:  1, CF:0.774783, Len:  5, Fitness_tra: 0
Rule 75: 52274, Class:  1, CF:0.85827, Len:  5, Fitness_tra: 0
Rule 76: 95c47, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 77: 121b7, Class:  1, CF:0.474532, Len:  5, Fitness_tra: 0
Rule 78: 92145, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 79: 15127, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 80: 12442, Class:  1, CF:0.820046, Len:  5, Fitness_tra: 0
Rule 81: 12111, Class:  0, CF:0.729975, Len:  5, Fitness_tra: 3
Rule 82: 00000, Class:  1, CF:2.22045e-16, Len:  0, Fitness_tra: 0
Rule 83: 00000, Class:  1, CF:2.22045e-16, Len:  0, Fitness_tra: 0
Rule 84: 00000, Class:  1, CF:2.22045e-16, Len:  0, Fitness_tra: 0
Rule 85: 0b000, Class:  1, CF:0.0377829, Len:  0, Fitness_tra: 0
Rule 86: 0b000, Class:  1, CF:0.0377829, Len:  0, Fitness_tra: 0
Rule 87: e1141, Class:  1, CF:0.994054, Len:  5, Fitness_tra: 0
Rule 88: 04000, Class:  0, CF:0.448975, Len:  0, Fitness_tra: 0
Rule 89: 04700, Class:  0, CF:0.596217, Len:  0, Fitness_tra: 0
Rule 90: 04b00, Class:  0, CF:0.571283, Len:  2, Fitness_tra: 25
Rule 91: 98c4b, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 92: 92e7b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: a1212, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 94: 61224, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 95: 91115, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 96: 552bd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 254ba, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 98: 58000, Class:  0, CF:  1, Len:  2, Fitness_tra: 2
Rule 99: d1710, Class:  1, CF:0.113793, Len:  4, Fitness_tra: 0
Rule100: 05794, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:5.15464
------Result------
Miss_rate(tra)	:5.15464
Miss_rate(tst)	:0
ARL				:4.67778

------Generation 2------
Rule  1: 04000, Class:  0, CF:0.448975, Len:  1, Fitness_tra: 105
Rule  2: 04700, Class:  0, CF:0.596217, Len:  2, Fitness_tra: 7
Rule  3: 12211, Class:  0, CF:0.918737, Len:  5, Fitness_tra: 9
Rule  4: 18111, Class:  0, CF:  1, Len:  5, Fitness_tra: 4
Rule  5: 51141, Class:  1, CF:0.945773, Len:  5, Fitness_tra: 5
Rule  6: 21174, Class:  1, CF:0.959697, Len:  5, Fitness_tra: 3
Rule  7: d114b, Class:  1, CF:0.956142, Len:  5, Fitness_tra: 3
Rule  8: 1dc11, Class:  0, CF:  1, Len:  5, Fitness_tra: 2
Rule  9: 2111b, Class:  1, CF:0.516685, Len:  5, Fitness_tra: 2
Rule 10: 51112, Class:  1, CF:0.881063, Len:  5, Fitness_tra: 2
Rule 11: 55211, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 12: 1c111, Class:  0, CF:0.999419, Len:  5, Fitness_tra: 0
Rule 13: 51172, Class:  1, CF:0.988508, Len:  5, Fitness_tra: 1
Rule 14: 51127, Class:  1, CF:0.985743, Len:  5, Fitness_tra: 1
Rule 15: d5cb7, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 16: 51472, Class:  1, CF:0.979287, Len:  5, Fitness_tra: 0
Rule 17: 95474, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 18: 38214, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 19: 9541b, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 20: d812b, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 21: 11141, Class:  1, CF:0.650759, Len:  5, Fitness_tra: 0
Rule 22: 98c14, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 23: 51214, Class:  1, CF:0.673622, Len:  5, Fitness_tra: 0
Rule 24: 12717, Class:  0, CF:0.396293, Len:  5, Fitness_tra: 0
Rule 25: 91272, Class:  1, CF:0.990455, Len:  5, Fitness_tra: 0
Rule 26: 15472, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 27: dc447, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 28: 1547b, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 29: 51217, Class:  1, CF:0.558228, Len:  5, Fitness_tra: 0
Rule 30: 122b1, Class:  0, CF:0.716507, Len:  5, Fitness_tra: 0
Rule 31: 52221, Class:  1, CF:0.321334, Len:  5, Fitness_tra: 0
Rule 32: 00000, Class:  1, CF:2.22045e-16, Len:  0, Fitness_tra: 0
Rule 33: 18c4b, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 34: 11217, Class:  1, CF:0.0858248, Len:  5, Fitness_tra: 0
Rule 35: 14422, Class:  1, CF:0.840969, Len:  5, Fitness_tra: 0
