------Generation 0------
Rule  1: 1128143d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 5111713c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 5511713c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 5c1211e8, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 62: 58114298, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 25412731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 9dc21232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 125572e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 118c11e8, Class:  0, CF:  1, Len:  8, Fitness_tra: 5
Rule 67: d88144e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 52d81254, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 18cc143c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 09040000, Class:  1, CF:0.898403, Len:  2, Fitness_tra: -22
Rule 72: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1d4c1218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 111c1215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 8212b2e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 12214b51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: d8d44291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 28c12b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: d155b411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 25221232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 2154173c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 111124e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 185c2711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 515e7451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: e552b1e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 218c2b38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 11224711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 28111be2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: d8c4b251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0e000000, Class:  1, CF:0.920711, Len:  1, Fitness_tra: -1
Rule 91: 18517715, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 12841731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 1152275c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 118372e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 555171e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 2c157151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: dd24b435, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: d1117131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 55181432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 58151798, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:59.2509
------Result------
Miss_rate(tra)	:59.2509
Miss_rate(tst)	:60.4027
ARL				:4.53846

------Generation 0------
Rule  1: 88811111, Class:  0, CF:0.807776, Len:  8, Fitness_tra: 516
Rule  2: 11511131, Class:  0, CF:  1, Len:  8, Fitness_tra: 10
Rule  3: 118c11e8, Class:  0, CF:  1, Len:  8, Fitness_tra: 5
Rule  4: d1821291, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule  5: 81512118, Class:  0, CF:  1, Len:  8, Fitness_tra: 1
Rule  6: 1128143d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: c2124b35, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 2558b71c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 1582275c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 2528b738, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 55527234, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 52811731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 181417e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 211112e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 11511b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 5d141431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 82141295, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 21527298, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 395841e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 285147e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 21d11798, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 58d22732, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 13847191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 1328b112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 918c2794, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 11154212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 55c42b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 112112e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 881dbb98, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 11ddb731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 18184192, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 51111b5c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: e91c7258, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 198cb235, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 8c8c2be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: c114bb38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 528cbb5c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: d18224ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 2121479c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 5dd82be2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: d51c7458, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1158bbd1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 12d24255, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 1151143d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: cc8cb258, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 5dd117e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 18151bec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: d1122711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: d511bb11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 8152b212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 11824131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 5522bb14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 2211b491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 11d2171c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 1111b118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 51d51151, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 59: 5111713c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 5511713c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 5c1211e8, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 62: 58114298, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 25412731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 9dc21232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 125572e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 115524e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: d88144e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 52d81254, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 18cc143c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 58151798, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1d4c1218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 111c1215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 8212b2e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 12214b51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: d8d44291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 28c12b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: d155b411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 25221232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 5111a712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: c51224ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 224222e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 52211b31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 512c7b38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 21111211, Class:  0, CF:  1, Len:  8, Fitness_tra: 13
Rule 87: 85124711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 11cc72ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 251cb29d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 82cc4b98, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 5511d298, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: d0142b31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: d112171c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 5ea8771c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 2551b519, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 12124655, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 6884c492, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: d12212c1, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 99: e155bd71, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 198c2b38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:59.0262
------Result------
Miss_rate(tra)	:59.0262
Miss_rate(tst)	:58.3893
ARL				:5.53846

------Generation 1------
Rule  1: 88811111, Class:  0, CF:0.807776, Len:  8, Fitness_tra: 455
Rule  2: 21111211, Class:  0, CF:  1, Len:  8, Fitness_tra: 13
Rule  3: 11511131, Class:  0, CF:  1, Len:  8, Fitness_tra: 9
Rule  4: 118c11e8, Class:  0, CF:  1, Len:  8, Fitness_tra: 3
Rule  5: 81512118, Class:  0, CF:  1, Len:  8, Fitness_tra: 1
Rule  6: d1821291, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule  7: c2124b35, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 2558b71c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 1582275c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 2528b738, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 55527234, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 52811731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 181417e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 211112e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 11511b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 5d141431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 82141295, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 21527298, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 395841e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 285147e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 21d11798, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 58d22732, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 13847191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 1328b112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 918c2794, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 11154212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 55c42b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 112112e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 881dbb98, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 11ddb731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 18184192, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 51111b5c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: e91c7258, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 198cb235, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 8c8c2be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: c114bb38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 528cbb5c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: d18224ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 2121479c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 5dd82be2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: d51c7458, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1158bbd1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 12d24255, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 1151143d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: cc8cb258, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 5dd117e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 18151bec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: d1122711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: d511bb11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 8152b212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 11824131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 5522bb14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 2211b491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 11d2171c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 1111b118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 51d51151, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 59: 5111713c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 5511713c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 5c1211e8, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 62: 58114298, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 25412731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 9dc21232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 125572e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 115524e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: d88144e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 52d81254, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 18cc143c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 58151798, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1d4c1218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 111c1215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 8212b2e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 12214b51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: d8d44291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 28c12b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: d155b411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 25221232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: d5227411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 15212455, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 28227198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 155c24e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 88521b3d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: c1114111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 15121711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 88222251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 85214b32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 1c22b4e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 3211b731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 811527e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 1158413d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 21111238, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 211c1114, Class:  1, CF:0.103489, Len:  8, Fitness_tra: -295
Rule 96: 11dd8731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 555272b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 2152d21d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 5c111d98, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 5522bb14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:61.8727
------Result------
Miss_rate(tra)	:61.8727
Miss_rate(tst)	:60.4027
ARL				:5.53846

------Generation 2------
Rule  1: 88811111, Class:  0, CF:0.807776, Len:  8, Fitness_tra: 455
Rule  2: 21111211, Class:  0, CF:  1, Len:  8, Fitness_tra: 13
Rule  3: 11511131, Class:  0, CF:  1, Len:  8, Fitness_tra: 9
Rule  4: 118c11e8, Class:  0, CF:  1, Len:  8, Fitness_tra: 3
Rule  5: 81512118, Class:  0, CF:  1, Len:  8, Fitness_tra: 1
Rule  6: d1821291, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule  7: c2124b35, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 2558b71c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 1582275c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 2528b738, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 55527234, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 52811731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 181417e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 211112e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 11511b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 5d141431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 82141295, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 21527298, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 395841e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 285147e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 21d11798, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 58d22732, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 13847191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 1328b112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 918c2794, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 11154212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 55c42b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 112112e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 881dbb98, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 11ddb731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 18184192, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
