------Generation 0------
Rule  1: 85dcb132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: a0000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 118
Rule 50: 0e000000, Class:  1, CF:0.925416, Len:  1, Fitness_tra: -4
Rule 51: 11124438, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 11c11494, Class:  0, CF:  1, Len:  8, Fitness_tra: 3
Rule 53: 25d17411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 58d17114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 11c44111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 15d2b43c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 2854219c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 58: d5117b1d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 11c274e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 52112b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 52224198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 11c4b71c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 512c4111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: dd8c7714, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 12ccb258, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 1551113c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 13111192, Class:  0, CF:  1, Len:  8, Fitness_tra: 578
Rule 68: 88d81b51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 2811171c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 51117452, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 1517b714, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1812b711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 55527158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 25524b3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 8111471c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 19c1b212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 2182b7e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 25121492, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 11284b31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 22217138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 11121be5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: d1111bec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: d12c1454, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 11141b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 55817b58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 11d87be2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1881b118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 3121b1e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 1214bb12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 35212412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: dc212218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 2128b218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 5121113c, Class:  0, CF:  1, Len:  8, Fitness_tra: 4
Rule 94: 815c4491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 15214431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 111144e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 1124215c, Class:  0, CF:  1, Len:  8, Fitness_tra: 3
Rule 98: 91512be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 00000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 6112bbe1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:44.0868
------Result------
Miss_rate(tra)	:44.0868
Miss_rate(tst)	:47.2973
ARL				:6.92308

------Generation 0------
Rule  1: 13111192, Class:  0, CF:  1, Len:  8, Fitness_tra: 270
Rule  2: a0000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 113
Rule  3: 5181119c, Class:  0, CF:  1, Len:  8, Fitness_tra: 9
Rule  4: c2222154, Class:  0, CF:  1, Len:  8, Fitness_tra: 3
Rule  5: 5121113c, Class:  0, CF:  1, Len:  8, Fitness_tra: 5
Rule  6: 1124215c, Class:  0, CF:  1, Len:  8, Fitness_tra: 3
Rule  7: 11c11494, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule  8: 18c22191, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule  9: 85dcb132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 88854232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 9e58bb9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 6112bbe1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 5388bb91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 1181b411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 15cc2112, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 16: 18272158, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 17: 8511b4e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 11522711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 1118b291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 21527b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 11521b5c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 51521b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 99117431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: d5124138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 21d1b75c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 59214292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 12122bec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 1d5c7211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: d8d1b152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 2181bb98, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 1d114151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 215c4413, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 31844111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: d1517452, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 5811b4e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 00000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 00000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 25181b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1dd1b71c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1525bbe1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 59122b18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 51827b38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 111c425c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 18814218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 21c1749c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 55897752, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 15817be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: c1172452, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: c1587be9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 00000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 11124438, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 2111bb18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 25d17411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 58d17114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 11c44111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 15d2b43c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 2854219c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 58: d5117b1d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 11c274e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 52112b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 52224198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 11c4b71c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 512c4111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: dd8c7714, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 12ccb258, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 1551113c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 2511129c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 88d81b51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 2811171c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 51117452, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 1517b714, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1812b711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 55527158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 25524b3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 8111471c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 19c1b212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 2182b7e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 25121492, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 11284b31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 22217138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 5252b41c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 19127711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 151c2191, Class:  0, CF:  1, Len:  8, Fitness_tra: 1
Rule 84: 818cb21c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 818c271c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 8252745c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: d21c7491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 3121341c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 89: e9821752, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: d855473c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 81214131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 00810056, Class:  0, CF:0.888677, Len:  4, Fitness_tra: 633
Rule 93: 212144c4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 1dc22218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 15cc1b15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: d1111bad, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 25d4281c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 11b1125c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 99: 05de8090, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 58517121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:22.2305
------Result------
Miss_rate(tra)	:22.2305
Miss_rate(tst)	:18.2432
ARL				:7.26667

------Generation 1------
Rule  1: 00810056, Class:  0, CF:0.888677, Len:  4, Fitness_tra: 0
Rule  2: 13111192, Class:  0, CF:  1, Len:  8, Fitness_tra: 145
Rule  3: a0000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 66
Rule  4: 5181119c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule  5: 5121113c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule  6: 1124215c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule  7: c2222154, Class:  0, CF:  1, Len:  8, Fitness_tra: 2
Rule  8: 151c2191, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule  9: 11c11494, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 10: 88854232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 9e58bb9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 6112bbe1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 5388bb91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 1181b411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 15cc2112, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 16: 18272158, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 17: 8511b4e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 11522711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 1118b291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 21527b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 11521b5c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 51521b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 99117431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: d5124138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 21d1b75c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 59214292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 12122bec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 1d5c7211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: d8d1b152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 2181bb98, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 1d114151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 215c4413, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 31844111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: d1517452, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 5811b4e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 00000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 00000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 25181b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1dd1b71c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1525bbe1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 59122b18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 51827b38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 111c425c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 18814218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 21c1749c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 55897752, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 15817be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: c1172452, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: c1587be9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 00000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 11124438, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 2111bb18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 25d17411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 58d17114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 11c44111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 15d2b43c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 2854219c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 58: d5117b1d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 11c274e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 52112b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 52224198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 11c4b71c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 512c4111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: dd8c7714, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 12ccb258, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 1551113c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 2511129c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 88d81b51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 2811171c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 51117452, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 1517b714, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1812b711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 55527158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 25524b3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 8111471c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 19c1b212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 2182b7e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 25121492, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 11284b31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 22217138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 81227418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 00800000, Class:  0, CF:0.939193, Len:  1, Fitness_tra: 880
Rule 83: 19154b14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 13512251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 118c2298, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 1125b732, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 55d127e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 3d881b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 5d1c213c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: d1224b31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: e5d2543c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 15817351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 5171119c, Class:  1, CF:0.726832, Len:  8, Fitness_tra: -7
Rule 94: 1314119c, Class:  0, CF:  1, Len:  8, Fitness_tra: 11
Rule 95: 14554731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 31cc2412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 5111745c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 23c274bc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 11517452, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 6112bbe1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:16.2425
------Result------
Miss_rate(tra)	:16.2425
Miss_rate(tst)	:14.8649
ARL				:6.8

------Generation 2------
Rule  1: 00810056, Class:  0, CF:0.888677, Len:  4, Fitness_tra: 0
Rule  2: 13111192, Class:  0, CF:  1, Len:  8, Fitness_tra: 145
Rule  3: a0000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 66
Rule  4: 5181119c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule  5: 5121113c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule  6: 1124215c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule  7: c2222154, Class:  0, CF:  1, Len:  8, Fitness_tra: 2
Rule  8: 151c2191, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule  9: 11c11494, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 10: 88854232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 9e58bb9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 6112bbe1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 5388bb91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 1181b411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 15cc2112, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 16: 18272158, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 17: 8511b4e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 11522711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 1118b291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 21527b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 11521b5c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 51521b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 99117431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: d5124138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 21d1b75c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 59214292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 12122bec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 1d5c7211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: d8d1b152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 2181bb98, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 1d114151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 215c4413, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
