------Generation 0------
Rule  1: 1211b49c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 2d5cbb18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 52281498, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 1c147711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1111b135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 98251132, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 39: 22521138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 51184b9d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 5d1172ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 12121792, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 43: d1144131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 52542211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 11884118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 2121b492, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: e128741c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 55217212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 5182b798, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: d1811438, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: d1542111, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 52: 31d27111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 1d254752, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 11584132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 11812b51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: c158bb18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 1511bb92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 2551b131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: d18c1711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 21dcb49c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 25214711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: c21c4732, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 15c17b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 118c715c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 22512b58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 11d2b118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 18147211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 3981b491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1c117b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 15227b1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 18111191, Class:  0, CF:0.899221, Len:  8, Fitness_tra: 0
Rule 72: 1581449c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 88242411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 51d17798, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 85112191, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 76: c1124115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 25517195, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 12227be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 594121e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: ddd57151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: d32c41e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 1511b2ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 5121445c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 25214b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 15121495, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 1811b23c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 51242be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 11111351, Class:  0, CF:0.955254, Len:  8, Fitness_tra: 0
Rule 89: 1824b2e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 2154121c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 212c7451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 52551be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 00000000, Class:  0, CF:0.932584, Len:  0, Fitness_tra: 0
Rule 94: 11824718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 8112741c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 1828bb92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 511912ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 000c0000, Class:  0, CF:0.896558, Len:  1, Fitness_tra: 0
Rule 99: c1444438, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 88dc4131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:3.37079
------Result------
Miss_rate(tra)	:3.37079
Miss_rate(tst)	:4.02685
ARL				:5.18182

------Generation 0------
Rule  1: 1211b49c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  2: 3118b718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  3: 21811113, Class:  0, CF:0.984957, Len:  8, Fitness_tra: 0
Rule  4: 255cb231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: 52112411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: c1512212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 5815271c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 00000000, Class:  0, CF:0.932584, Len:  0, Fitness_tra: 1245
Rule  9: 21887491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 1581bb14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 81147218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 1d82bb18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 55182232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 8d2127ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: cd11249c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 18517b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 182141e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: c18121e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 11511498, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 1d8d245c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 5851b155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: c211b4e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 52127131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: dd84771c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 5d212b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 00000000, Class:  0, CF:0.932584, Len:  0, Fitness_tra: 0
Rule 27: d58c7238, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 815c1252, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 1d2c2be5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 12127b55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 15d1b158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 11247218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 5212213c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 2d5cbb18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 52281498, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 1c147711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1111b135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 98251132, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 39: 22521138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 51184b9d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 5d1172ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 12121792, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 43: d1144131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 52542211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 11884118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 2121b492, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: e128741c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 55217212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 5182b798, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: d1811438, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: d1542111, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 52: 31d27111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 1d254752, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 11584132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 11812b51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: c158bb18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 1511bb92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 2551b131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: d18c1711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 21dcb49c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 25214711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: c21c4732, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 15c17b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 118c715c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 22512b58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 11d2b118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 18147211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 3981b491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1c117b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 15227b1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 18111191, Class:  0, CF:0.899221, Len:  8, Fitness_tra: 0
Rule 72: 1581449c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 88242411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 51d17798, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 85112191, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 76: c1124115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 25517195, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 12227be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 594121e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: ddd57151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: d32c41e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 1511b2ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 5121445c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 25214b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 15121495, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 1811b23c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 51242be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 11111351, Class:  0, CF:0.955254, Len:  8, Fitness_tra: 0
Rule 89: 1824b2e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 2154121c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 212c7451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 52551be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 00000000, Class:  0, CF:0.932584, Len:  0, Fitness_tra: 0
Rule 94: 11824718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 8112741c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 1828bb92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 511912ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 000c0000, Class:  0, CF:0.896558, Len:  1, Fitness_tra: 0
Rule 99: c1444438, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 88dc4131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:3.37079
------Result------
Miss_rate(tra)	:3.37079
Miss_rate(tst)	:4.02685
ARL				:5.18182

------Generation 1------
Rule  1: 1211b49c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  2: 3118b718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  3: 21811113, Class:  0, CF:0.984957, Len:  8, Fitness_tra: 0
Rule  4: 255cb231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: 52112411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: c1512212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 5815271c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 00000000, Class:  0, CF:0.932584, Len:  0, Fitness_tra: 1245
Rule  9: 21887491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 1581bb14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 81147218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 1d82bb18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 55182232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 8d2127ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: cd11249c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 18517b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 182141e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: c18121e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 11511498, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 1d8d245c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 5851b155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: c211b4e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 52127131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: dd84771c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 5d212b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 00000000, Class:  0, CF:0.932584, Len:  0, Fitness_tra: 0
Rule 27: d58c7238, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 815c1252, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 1d2c2be5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 12127b55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 15d1b158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 11247218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 5212213c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 2d5cbb18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 52281498, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 1c147711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1111b135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 98251132, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 39: 22521138, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 51184b9d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 5d1172ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 12121792, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 43: d1144131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 52542211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 11884118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 2121b492, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: e128741c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 55217212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 5182b798, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: d1811438, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: d1542111, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 52: 31d27111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 1d254752, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 11584132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 11812b51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: c158bb18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 1511bb92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 2551b131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: d18c1711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 21dcb49c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 25214711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: c21c4732, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 15c17b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 118c715c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 22512b58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 11d2b118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 18147211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 3981b491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1c117b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 15227b1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 18111191, Class:  0, CF:0.899221, Len:  8, Fitness_tra: 0
Rule 72: 1581449c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 88242411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 51d17798, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 85112191, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 76: c1124115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 25517195, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 12227be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 594121e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: ddd57151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: d32c41e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 1511b2ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 5121445c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 25214b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 15121495, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 1811b23c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 51242be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 11111351, Class:  0, CF:0.955254, Len:  8, Fitness_tra: 0
Rule 89: 1824b2e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 2154121c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 212c7451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 52551be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 00000000, Class:  0, CF:0.932584, Len:  0, Fitness_tra: 0
Rule 94: 11824718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 8112741c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 1828bb92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 511912ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 000c0000, Class:  0, CF:0.896558, Len:  1, Fitness_tra: 0
Rule 99: c1444438, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 88dc4131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:3.37079
------Result------
Miss_rate(tra)	:3.37079
Miss_rate(tst)	:4.02685
ARL				:5.18182

------Generation 2------
Rule  1: 1211b49c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  2: 3118b718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  3: 21811113, Class:  0, CF:0.984957, Len:  8, Fitness_tra: 0
Rule  4: 255cb231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: 52112411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: c1512212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 5815271c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 00000000, Class:  0, CF:0.932584, Len:  0, Fitness_tra: 1245
Rule  9: 21887491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 1581bb14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 81147218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 1d82bb18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 55182232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 8d2127ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: cd11249c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 18517b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 182141e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: c18121e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 11511498, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 1d8d245c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 5851b155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: c211b4e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 52127131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: dd84771c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 5d212b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 00000000, Class:  0, CF:0.932584, Len:  0, Fitness_tra: 0
Rule 27: d58c7238, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 815c1252, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 1d2c2be5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 12127b55, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 15d1b158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 11247218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
