------Generation 0------
Rule  1: 5c414, Class:  2, CF:0.78442, Len:  5, Fitness_tra: 0
Rule 61: 831b7, Class:  0, CF:0.95926, Len:  5, Fitness_tra: 7
Rule 62: 14215, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 63: 00400, Class:  1, CF:0.0979449, Len:  1, Fitness_tra: 52
Rule 64: 522b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 112cf, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 66: 11422, Class:  0, CF:0.929978, Len:  5, Fitness_tra: 0
Rule 67: 85127, Class:  1, CF:0.74442, Len:  5, Fitness_tra: 0
Rule 68: 34412, Class:  1, CF:0.440471, Len:  5, Fitness_tra: 0
Rule 69: 58217, Class:  1, CF:0.174389, Len:  5, Fitness_tra: 0
Rule 70: d82bb, Class:  2, CF:0.186823, Len:  5, Fitness_tra: 0
Rule 71: 15124, Class:  1, CF:0.916718, Len:  5, Fitness_tra: 0
Rule 72: 11274, Class:  0, CF:0.852442, Len:  5, Fitness_tra: 0
Rule 73: 5e8b2, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 74: 8c1b4, Class:  2, CF:0.857319, Len:  5, Fitness_tra: 0
Rule 75: d827b, Class:  2, CF:0.186823, Len:  5, Fitness_tra: 0
Rule 76: 91415, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 77: 00500, Class:  1, CF:  1, Len:  1, Fitness_tra: 10
Rule 78: d1174, Class:  0, CF:0.978084, Len:  5, Fitness_tra: 3
Rule 79: 91774, Class:  0, CF:0.98353, Len:  5, Fitness_tra: 0
Rule 80: 83372, Class:  0, CF:0.986329, Len:  5, Fitness_tra: 12
Rule 81: 11141, Class:  0, CF:0.591, Len:  5, Fitness_tra: 0
Rule 82: 92111, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 0000c, Class:  0, CF:0.999222, Len:  1, Fitness_tra: 42
Rule 84: 51411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 1d5b4, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 86: 8111b, Class:  0, CF:0.362797, Len:  5, Fitness_tra: -9
Rule 87: 31172, Class:  0, CF:0.458927, Len:  5, Fitness_tra: 0
Rule 88: 3b1c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 9c142, Class:  2, CF:0.758015, Len:  5, Fitness_tra: 0
Rule 90: 21c71, Class:  1, CF:0.897135, Len:  5, Fitness_tra: 0
Rule 91: 11249, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 92: 3c214, Class:  1, CF:0.674865, Len:  5, Fitness_tra: 0
Rule 93: 32721, Class:  1, CF:0.842939, Len:  5, Fitness_tra: 0
Rule 94: 31411, Class:  1, CF:0.708506, Len:  5, Fitness_tra: 8
Rule 95: 58c74, Class:  1, CF:0.909562, Len:  5, Fitness_tra: 0
Rule 96: 04000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 89127, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 98: 61211, Class:  1, CF:0.992052, Len:  5, Fitness_tra: 0
Rule 99: 05800, Class:  1, CF:  1, Len:  2, Fitness_tra: 44
Rule100: 912c6, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
------Current------
Miss_rate(tra)	:37.5309
------Result------
Miss_rate(tra)	:37.5309
Miss_rate(tst)	:36.3636
ARL				:4.82353

------Generation 0------
Rule  1: c3111, Class:  2, CF:0.304225, Len:  5, Fitness_tra: 47
Rule  2: 00400, Class:  1, CF:0.0979449, Len:  1, Fitness_tra: 30
Rule  3: 05800, Class:  1, CF:  1, Len:  2, Fitness_tra: 44
Rule  4: 0000c, Class:  0, CF:0.999222, Len:  1, Fitness_tra: 42
Rule  5: 531b1, Class:  0, CF:0.954815, Len:  5, Fitness_tra: 37
Rule  6: 5411a, Class:  2, CF:0.255092, Len:  5, Fitness_tra: 25
Rule  7: 83372, Class:  0, CF:0.986329, Len:  5, Fitness_tra: 12
Rule  8: 00500, Class:  1, CF:  1, Len:  1, Fitness_tra: 10
Rule  9: 31411, Class:  1, CF:0.708506, Len:  5, Fitness_tra: 8
Rule 10: 831b7, Class:  0, CF:0.95926, Len:  5, Fitness_tra: 10
Rule 11: 91114, Class:  0, CF:0.915651, Len:  5, Fitness_tra: 2
Rule 12: 92211, Class:  1, CF:0.544505, Len:  5, Fitness_tra: 3
Rule 13: 51144, Class:  0, CF:0.983646, Len:  5, Fitness_tra: 3
Rule 14: 17411, Class:  2, CF:0.238687, Len:  5, Fitness_tra: 2
Rule 15: d1174, Class:  0, CF:0.978084, Len:  5, Fitness_tra: 3
Rule 16: 21124, Class:  0, CF:0.976246, Len:  5, Fitness_tra: 3
Rule 17: 11141, Class:  0, CF:0.591, Len:  5, Fitness_tra: 2
Rule 18: 21174, Class:  0, CF:0.962701, Len:  5, Fitness_tra: 1
Rule 19: 5c414, Class:  2, CF:0.78442, Len:  5, Fitness_tra: 0
Rule 20: d5147, Class:  1, CF:0.735681, Len:  5, Fitness_tra: 0
Rule 21: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 51251, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 23: 17184, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 24: 12172, Class:  0, CF:0.824944, Len:  5, Fitness_tra: 0
Rule 25: 38141, Class:  1, CF:0.952408, Len:  5, Fitness_tra: 0
Rule 26: 15112, Class:  1, CF:0.942248, Len:  5, Fitness_tra: 0
Rule 27: 81212, Class:  0, CF:0.623517, Len:  5, Fitness_tra: 0
Rule 28: 04000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 11b24, Class:  0, CF:0.90376, Len:  5, Fitness_tra: 0
Rule 30: 5b115, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 31: 3c245, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 14214, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: dc12b, Class:  2, CF:0.955065, Len:  5, Fitness_tra: 0
Rule 35: 261b4, Class:  0, CF:0.992479, Len:  5, Fitness_tra: 0
Rule 36: e2421, Class:  0, CF:0.0884157, Len:  5, Fitness_tra: 0
Rule 37: 117c2, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 38: 5d241, Class:  1, CF:0.984605, Len:  5, Fitness_tra: 0
Rule 39: 5517b, Class:  1, CF:0.867703, Len:  5, Fitness_tra: 0
Rule 40: 11441, Class:  0, CF:0.140537, Len:  5, Fitness_tra: 0
Rule 41: 11217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 5c1b4, Class:  2, CF:0.872599, Len:  5, Fitness_tra: 0
Rule 43: 1981b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 44: 3e221, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 45: 3b727, Class:  0, CF:0.180065, Len:  5, Fitness_tra: 0
Rule 46: d1541, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 47: 977c1, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 48: 11db1, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 49: 59127, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 50: e8244, Class:  1, CF:0.65602, Len:  5, Fitness_tra: 0
Rule 51: 1124c, Class:  0, CF:0.999812, Len:  5, Fitness_tra: 0
Rule 52: 9221b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 11121, Class:  0, CF:0.667396, Len:  5, Fitness_tra: 0
Rule 54: 34222, Class:  1, CF:0.300779, Len:  5, Fitness_tra: 0
Rule 55: 16124, Class:  0, CF:0.992578, Len:  5, Fitness_tra: 0
Rule 56: dc441, Class:  2, CF:0.539758, Len:  5, Fitness_tra: 0
Rule 57: 15117, Class:  1, CF:0.942248, Len:  5, Fitness_tra: 0
Rule 58: 51412, Class:  0, CF:0.76927, Len:  5, Fitness_tra: 0
Rule 59: 1b211, Class:  2, CF:0.499668, Len:  5, Fitness_tra: 0
Rule 60: 31227, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 14215, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 63: 12144, Class:  0, CF:0.741893, Len:  5, Fitness_tra: 0
Rule 64: 522b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 112cf, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 66: 11422, Class:  0, CF:0.929978, Len:  5, Fitness_tra: 0
Rule 67: 85127, Class:  1, CF:0.74442, Len:  5, Fitness_tra: 0
Rule 68: 34412, Class:  1, CF:0.440471, Len:  5, Fitness_tra: 0
Rule 69: 58217, Class:  1, CF:0.174389, Len:  5, Fitness_tra: 0
Rule 70: d82bb, Class:  2, CF:0.186823, Len:  5, Fitness_tra: 0
Rule 71: 15124, Class:  1, CF:0.916718, Len:  5, Fitness_tra: 0
Rule 72: 11274, Class:  0, CF:0.852442, Len:  5, Fitness_tra: 0
Rule 73: 5e8b2, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 74: 8c1b4, Class:  2, CF:0.857319, Len:  5, Fitness_tra: 0
Rule 75: d827b, Class:  2, CF:0.186823, Len:  5, Fitness_tra: 0
Rule 76: 91415, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 77: 9e841, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 78: 11822, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 79: 91774, Class:  0, CF:0.98353, Len:  5, Fitness_tra: 0
Rule 80: 9c119, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 81: 11347, Class:  0, CF:0.92456, Len:  5, Fitness_tra: 0
Rule 82: d2177, Class:  0, CF:0.832374, Len:  5, Fitness_tra: 0
Rule 83: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 5dc47, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 85: 1154b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 86: 1127b, Class:  0, CF:0.661982, Len:  5, Fitness_tra: 0
Rule 87: 83244, Class:  0, CF:0.961265, Len:  5, Fitness_tra: 0
Rule 88: 1817b, Class:  2, CF:0.187137, Len:  5, Fitness_tra: 0
Rule 89: 95242, Class:  1, CF:0.997407, Len:  5, Fitness_tra: 0
Rule 90: 04000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 0394a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: e2204, Class:  0, CF:0.281208, Len:  4, Fitness_tra: 0
Rule 93: d122b, Class:  0, CF:0.916019, Len:  5, Fitness_tra: 0
Rule 94: 76bb1, Class:  0, CF:0.333243, Len:  5, Fitness_tra: 0
Rule 95: 12177, Class:  0, CF:0.562396, Len:  5, Fitness_tra: 0
Rule 96: c4000, Class:  2, CF:0.0851349, Len:  2, Fitness_tra: 5
Rule 97: 03411, Class:  2, CF:0.0450469, Len:  4, Fitness_tra: 0
Rule 98: 312cf, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 15117, Class:  1, CF:0.942248, Len:  0, Fitness_tra: 0
Rule100: c9446, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
------Current------
Miss_rate(tra)	:36.2963
------Result------
Miss_rate(tra)	:36.2963
Miss_rate(tst)	:22.7273
ARL				:4.76471

------Generation 1------
Rule  1: c3111, Class:  2, CF:0.304225, Len:  5, Fitness_tra: 47
Rule  2: 00400, Class:  1, CF:0.0979449, Len:  1, Fitness_tra: 30
Rule  3: 05800, Class:  1, CF:  1, Len:  2, Fitness_tra: 44
Rule  4: 0000c, Class:  0, CF:0.999222, Len:  1, Fitness_tra: 42
Rule  5: 531b1, Class:  0, CF:0.954815, Len:  5, Fitness_tra: 37
Rule  6: 5411a, Class:  2, CF:0.255092, Len:  5, Fitness_tra: 25
Rule  7: 83372, Class:  0, CF:0.986329, Len:  5, Fitness_tra: 12
Rule  8: 00500, Class:  1, CF:  1, Len:  1, Fitness_tra: 10
Rule  9: 31411, Class:  1, CF:0.708506, Len:  5, Fitness_tra: 8
Rule 10: 831b7, Class:  0, CF:0.95926, Len:  5, Fitness_tra: 10
Rule 11: 91114, Class:  0, CF:0.915651, Len:  5, Fitness_tra: 2
Rule 12: 92211, Class:  1, CF:0.544505, Len:  5, Fitness_tra: 3
Rule 13: 51144, Class:  0, CF:0.983646, Len:  5, Fitness_tra: 3
Rule 14: 17411, Class:  2, CF:0.238687, Len:  5, Fitness_tra: 2
Rule 15: d1174, Class:  0, CF:0.978084, Len:  5, Fitness_tra: 3
Rule 16: 21124, Class:  0, CF:0.976246, Len:  5, Fitness_tra: 3
Rule 17: 11141, Class:  0, CF:0.591, Len:  5, Fitness_tra: 2
Rule 18: 21174, Class:  0, CF:0.962701, Len:  5, Fitness_tra: 1
Rule 19: 5c414, Class:  2, CF:0.78442, Len:  5, Fitness_tra: 0
Rule 20: d5147, Class:  1, CF:0.735681, Len:  5, Fitness_tra: 0
Rule 21: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 51251, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 23: 17184, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 24: 12172, Class:  0, CF:0.824944, Len:  5, Fitness_tra: 0
Rule 25: 38141, Class:  1, CF:0.952408, Len:  5, Fitness_tra: 0
Rule 26: 15112, Class:  1, CF:0.942248, Len:  5, Fitness_tra: 0
Rule 27: 81212, Class:  0, CF:0.623517, Len:  5, Fitness_tra: 0
Rule 28: 04000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 11b24, Class:  0, CF:0.90376, Len:  5, Fitness_tra: 0
Rule 30: 5b115, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 31: 3c245, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 14214, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: dc12b, Class:  2, CF:0.955065, Len:  5, Fitness_tra: 0
Rule 35: 261b4, Class:  0, CF:0.992479, Len:  5, Fitness_tra: 0
Rule 36: e2421, Class:  0, CF:0.0884157, Len:  5, Fitness_tra: 0
Rule 37: 117c2, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 38: 5d241, Class:  1, CF:0.984605, Len:  5, Fitness_tra: 0
Rule 39: 5517b, Class:  1, CF:0.867703, Len:  5, Fitness_tra: 0
Rule 40: 11441, Class:  0, CF:0.140537, Len:  5, Fitness_tra: 0
Rule 41: 11217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 5c1b4, Class:  2, CF:0.872599, Len:  5, Fitness_tra: 0
Rule 43: 1981b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 44: 3e221, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 45: 3b727, Class:  0, CF:0.180065, Len:  5, Fitness_tra: 0
Rule 46: d1541, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 47: 977c1, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 48: 11db1, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 49: 59127, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 50: e8244, Class:  1, CF:0.65602, Len:  5, Fitness_tra: 0
Rule 51: 1124c, Class:  0, CF:0.999812, Len:  5, Fitness_tra: 0
Rule 52: 9221b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 11121, Class:  0, CF:0.667396, Len:  5, Fitness_tra: 0
Rule 54: 34222, Class:  1, CF:0.300779, Len:  5, Fitness_tra: 0
Rule 55: 16124, Class:  0, CF:0.992578, Len:  5, Fitness_tra: 0
Rule 56: dc441, Class:  2, CF:0.539758, Len:  5, Fitness_tra: 0
Rule 57: 15117, Class:  1, CF:0.942248, Len:  5, Fitness_tra: 0
Rule 58: 51412, Class:  0, CF:0.76927, Len:  5, Fitness_tra: 0
Rule 59: 1b211, Class:  2, CF:0.499668, Len:  5, Fitness_tra: 0
Rule 60: 31227, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 14215, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 63: 12144, Class:  0, CF:0.741893, Len:  5, Fitness_tra: 0
Rule 64: 522b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 112cf, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 66: 11422, Class:  0, CF:0.929978, Len:  5, Fitness_tra: 0
Rule 67: 85127, Class:  1, CF:0.74442, Len:  5, Fitness_tra: 0
Rule 68: 34412, Class:  1, CF:0.440471, Len:  5, Fitness_tra: 0
Rule 69: 58217, Class:  1, CF:0.174389, Len:  5, Fitness_tra: 0
Rule 70: d82bb, Class:  2, CF:0.186823, Len:  5, Fitness_tra: 0
Rule 71: 15124, Class:  1, CF:0.916718, Len:  5, Fitness_tra: 0
Rule 72: 11274, Class:  0, CF:0.852442, Len:  5, Fitness_tra: 0
Rule 73: 5e8b2, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 74: 8c1b4, Class:  2, CF:0.857319, Len:  5, Fitness_tra: 0
Rule 75: d827b, Class:  2, CF:0.186823, Len:  5, Fitness_tra: 0
Rule 76: 91415, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 77: 9e841, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 78: 11822, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 79: 91774, Class:  0, CF:0.98353, Len:  5, Fitness_tra: 0
Rule 80: 9c119, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 81: 11347, Class:  0, CF:0.92456, Len:  5, Fitness_tra: 0
Rule 82: d2177, Class:  0, CF:0.832374, Len:  5, Fitness_tra: 0
Rule 83: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 5dc47, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 85: 1154b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 86: 1127b, Class:  0, CF:0.661982, Len:  5, Fitness_tra: 0
Rule 87: 83244, Class:  0, CF:0.961265, Len:  5, Fitness_tra: 0
Rule 88: 1817b, Class:  2, CF:0.187137, Len:  5, Fitness_tra: 0
Rule 89: 95242, Class:  1, CF:0.997407, Len:  5, Fitness_tra: 0
Rule 90: 04000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 0394a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: e2204, Class:  0, CF:0.281208, Len:  4, Fitness_tra: 0
Rule 93: d122b, Class:  0, CF:0.916019, Len:  5, Fitness_tra: 0
Rule 94: 76bb1, Class:  0, CF:0.333243, Len:  5, Fitness_tra: 0
Rule 95: 12177, Class:  0, CF:0.562396, Len:  5, Fitness_tra: 0
Rule 96: c4000, Class:  2, CF:0.0851349, Len:  2, Fitness_tra: 5
Rule 97: 03411, Class:  2, CF:0.0450469, Len:  4, Fitness_tra: 0
Rule 98: 312cf, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 15117, Class:  1, CF:0.942248, Len:  0, Fitness_tra: 0
Rule100: c9446, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
------Current------
Miss_rate(tra)	:36.2963
------Result------
Miss_rate(tra)	:36.2963
Miss_rate(tst)	:22.7273
ARL				:4.76471

------Generation 2------
Rule  1: c3111, Class:  2, CF:0.304225, Len:  5, Fitness_tra: 47
Rule  2: 00400, Class:  1, CF:0.0979449, Len:  1, Fitness_tra: 30
Rule  3: 05800, Class:  1, CF:  1, Len:  2, Fitness_tra: 44
Rule  4: 0000c, Class:  0, CF:0.999222, Len:  1, Fitness_tra: 42
Rule  5: 531b1, Class:  0, CF:0.954815, Len:  5, Fitness_tra: 37
Rule  6: 5411a, Class:  2, CF:0.255092, Len:  5, Fitness_tra: 25
Rule  7: 83372, Class:  0, CF:0.986329, Len:  5, Fitness_tra: 12
Rule  8: 00500, Class:  1, CF:  1, Len:  1, Fitness_tra: 10
Rule  9: 31411, Class:  1, CF:0.708506, Len:  5, Fitness_tra: 8
Rule 10: 831b7, Class:  0, CF:0.95926, Len:  5, Fitness_tra: 10
Rule 11: 91114, Class:  0, CF:0.915651, Len:  5, Fitness_tra: 2
Rule 12: 92211, Class:  1, CF:0.544505, Len:  5, Fitness_tra: 3
Rule 13: 51144, Class:  0, CF:0.983646, Len:  5, Fitness_tra: 3
Rule 14: 17411, Class:  2, CF:0.238687, Len:  5, Fitness_tra: 2
Rule 15: d1174, Class:  0, CF:0.978084, Len:  5, Fitness_tra: 3
Rule 16: 21124, Class:  0, CF:0.976246, Len:  5, Fitness_tra: 3
Rule 17: 11141, Class:  0, CF:0.591, Len:  5, Fitness_tra: 2
Rule 18: 21174, Class:  0, CF:0.962701, Len:  5, Fitness_tra: 1
Rule 19: 5c414, Class:  2, CF:0.78442, Len:  5, Fitness_tra: 0
Rule 20: d5147, Class:  1, CF:0.735681, Len:  5, Fitness_tra: 0
Rule 21: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 51251, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 23: 17184, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 24: 12172, Class:  0, CF:0.824944, Len:  5, Fitness_tra: 0
Rule 25: 38141, Class:  1, CF:0.952408, Len:  5, Fitness_tra: 0
Rule 26: 15112, Class:  1, CF:0.942248, Len:  5, Fitness_tra: 0
Rule 27: 81212, Class:  0, CF:0.623517, Len:  5, Fitness_tra: 0
Rule 28: 04000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 11b24, Class:  0, CF:0.90376, Len:  5, Fitness_tra: 0
Rule 30: 5b115, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 31: 3c245, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 14214, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: dc12b, Class:  2, CF:0.955065, Len:  5, Fitness_tra: 0
Rule 35: 261b4, Class:  0, CF:0.992479, Len:  5, Fitness_tra: 0
Rule 36: e2421, Class:  0, CF:0.0884157, Len:  5, Fitness_tra: 0
