------Generation 0------
Rule  1: d405, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule  2: 0530, Class:  0, CF:0.616974, Len:  2, Fitness_tra: 34
Rule  3: a002, Class:  2, CF:0.552336, Len:  2, Fitness_tra: 29
Rule  4: 5940, Class:  0, CF:0.746921, Len:  3, Fitness_tra: 21
Rule  5: 0055, Class:  2, CF:0.616967, Len:  2, Fitness_tra: 20
Rule  6: 7171, Class:  1, CF:0.304924, Len:  4, Fitness_tra: 19
Rule  7: 0609, Class:  2, CF:0.652717, Len:  2, Fitness_tra: 15
Rule  8: 21f1, Class:  0, CF:0.624926, Len:  4, Fitness_tra: 6
Rule  9: 0620, Class:  2, CF:0.426387, Len:  2, Fitness_tra: 14
Rule 10: 2211, Class:  0, CF:0.650865, Len:  4, Fitness_tra: 8
Rule 11: 3154, Class:  2, CF:0.918104, Len:  4, Fitness_tra: 13
Rule 12: 14a3, Class:  0, CF:0.871327, Len:  4, Fitness_tra: 10
Rule 13: 0350, Class:  2, CF:0.568803, Len:  2, Fitness_tra: 9
Rule 14: 1911, Class:  0, CF:0.574463, Len:  4, Fitness_tra: 1
Rule 15: 1145, Class:  2, CF:0.721765, Len:  4, Fitness_tra: 4
Rule 16: 9000, Class:  0, CF:0.152379, Len:  1, Fitness_tra: 6
Rule 17: 6113, Class:  1, CF:0.220182, Len:  4, Fitness_tra: 4
Rule 18: 6340, Class:  2, CF:0.660425, Len:  3, Fitness_tra: 5
Rule 19: 4534, Class:  0, CF:0.955909, Len:  4, Fitness_tra: 4
Rule 20: 1213, Class:  0, CF:0.389159, Len:  4, Fitness_tra: -3
Rule 21: 11b1, Class:  1, CF:0.207299, Len:  4, Fitness_tra: 3
Rule 22: 3356, Class:  2, CF:0.755819, Len:  4, Fitness_tra: 3
Rule 23: b211, Class:  0, CF:0.229776, Len:  4, Fitness_tra: -4
Rule 24: 3325, Class:  2, CF:0.991659, Len:  4, Fitness_tra: 2
Rule 25: 2514, Class:  0, CF:0.673745, Len:  4, Fitness_tra: 1
Rule 26: 3555, Class:  2, CF:0.866497, Len:  4, Fitness_tra: 2
Rule 27: 1561, Class:  0, CF:0.792649, Len:  4, Fitness_tra: 1
Rule 28: 6a96, Class:  2, CF:0.997677, Len:  4, Fitness_tra: 1
Rule 29: d405, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 1511, Class:  0, CF:0.448544, Len:  4, Fitness_tra: 0
Rule 31: 1111, Class:  1, CF:0.0433374, Len:  4, Fitness_tra: 0
Rule 32: 5611, Class:  0, CF:0.238743, Len:  4, Fitness_tra: 0
Rule 33: 3c11, Class:  1, CF:0.0850156, Len:  4, Fitness_tra: 0
Rule 34: 0600, Class:  2, CF:0.0826748, Len:  1, Fitness_tra: -1
Rule 35: 4604, Class:  2, CF:0.0682894, Len:  3, Fitness_tra: 0
Rule 36: 0505, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 2000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 0040, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 0035, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 0500, Class:  0, CF:0.0485194, Len:  1, Fitness_tra: 0
Rule 41: 9157, Class:  1, CF:0.0260479, Len:  4, Fitness_tra: 0
Rule 42: 5080, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 4064, Class:  0, CF:0.1548, Len:  3, Fitness_tra: 2
Rule 44: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 3291, Class:  2, CF:0.0698142, Len:  4, Fitness_tra: 0
Rule 47: 1511, Class:  0, CF:0.448544, Len:  4, Fitness_tra: 0
Rule 48: 1311, Class:  1, CF:0.122271, Len:  4, Fitness_tra: 0
Rule 49: 4212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 5045, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 3221, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 415b, Class:  2, CF:0.272457, Len:  4, Fitness_tra: 0
Rule 53: 0300, Class:  2, CF:0.0221412, Len:  1, Fitness_tra: 0
Rule 54: 0053, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 6532, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 4550, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 0044, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 4311, Class:  1, CF:0.086263, Len:  4, Fitness_tra: 0
Rule 60: 1161, Class:  1, CF:0.0186532, Len:  4, Fitness_tra: 0
Rule 61: 0502, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1e19, Class:  1, CF:0.128612, Len:  4, Fitness_tra: 0
Rule 63: 2000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 1244, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 0020, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 4115, Class:  2, CF:0.131403, Len:  4, Fitness_tra: 0
Rule 67: 1111, Class:  1, CF:0.0433374, Len:  4, Fitness_tra: 0
Rule 68: 5020, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1111, Class:  1, CF:0.0433374, Len:  4, Fitness_tra: 0
Rule 70: 3126, Class:  2, CF:0.0463653, Len:  4, Fitness_tra: 0
Rule 71: 133b, Class:  1, CF:0.114012, Len:  4, Fitness_tra: 0
Rule 72: 0040, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1211, Class:  0, CF:0.129866, Len:  4, Fitness_tra: 0
Rule 74: 0005, Class:  2, CF:0.0661826, Len:  1, Fitness_tra: -8
Rule 75: c151, Class:  2, CF:0.149961, Len:  4, Fitness_tra: 0
Rule 76: 3030, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 0050, Class:  2, CF:0.0715921, Len:  1, Fitness_tra: -2
Rule 78: 0404, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 1d41, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 0503, Class:  0, CF:0.543682, Len:  2, Fitness_tra: 9
Rule 82: 2197, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 0500, Class:  0, CF:0.0485194, Len:  0, Fitness_tra: 0
Rule 84: a231, Class:  0, CF:0.0452258, Len:  4, Fitness_tra: 0
Rule 85: 0040, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 0080, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 6066, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 2111, Class:  0, CF:0.103914, Len:  4, Fitness_tra: 0
Rule 89: 5045, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 5153, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 3200, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 1221, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 4057, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: e545, Class:  0, CF:0.44416, Len:  4, Fitness_tra: 0
Rule 95: 0002, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: c340, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 353c, Class:  0, CF:0.304569, Len:  4, Fitness_tra: 0
Rule 98: 6112, Class:  2, CF:0.471405, Len:  4, Fitness_tra: -1
Rule 99: 0500, Class:  0, CF:0.0485194, Len:  0, Fitness_tra: 0
Rule100: 003c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:25.8687
------Result------
Miss_rate(tra)	:25.8687
Miss_rate(tst)	:14.2857
ARL				:3.36667

------Generation 1------
Rule  1: 0530, Class:  0, CF:0.616974, Len:  2, Fitness_tra: 34
Rule  2: a002, Class:  2, CF:0.552336, Len:  2, Fitness_tra: 25
Rule  3: 2006, Class:  0, CF:0.443359, Len:  2, Fitness_tra: 26
Rule  4: 5940, Class:  0, CF:0.746921, Len:  3, Fitness_tra: 22
Rule  5: 0055, Class:  2, CF:0.616967, Len:  2, Fitness_tra: 20
Rule  6: 7171, Class:  1, CF:0.304924, Len:  4, Fitness_tra: 19
Rule  7: 0609, Class:  2, CF:0.652717, Len:  2, Fitness_tra: 14
Rule  8: 0620, Class:  2, CF:0.426387, Len:  2, Fitness_tra: 12
Rule  9: 3154, Class:  2, CF:0.918104, Len:  4, Fitness_tra: 7
Rule 10: 14a3, Class:  0, CF:0.871327, Len:  4, Fitness_tra: 10
Rule 11: 0503, Class:  0, CF:0.543682, Len:  2, Fitness_tra: 10
Rule 12: 0350, Class:  2, CF:0.568803, Len:  2, Fitness_tra: -3
Rule 13: 2211, Class:  0, CF:0.650865, Len:  4, Fitness_tra: 5
Rule 14: 21f1, Class:  0, CF:0.624926, Len:  4, Fitness_tra: 5
Rule 15: 9000, Class:  0, CF:0.152379, Len:  1, Fitness_tra: 4
Rule 16: 6340, Class:  2, CF:0.660425, Len:  3, Fitness_tra: 5
Rule 17: 1145, Class:  2, CF:0.721765, Len:  4, Fitness_tra: 4
Rule 18: 6113, Class:  1, CF:0.220182, Len:  4, Fitness_tra: 4
Rule 19: 4534, Class:  0, CF:0.955909, Len:  4, Fitness_tra: 4
Rule 20: 3356, Class:  2, CF:0.755819, Len:  4, Fitness_tra: 1
Rule 21: 11b1, Class:  1, CF:0.207299, Len:  4, Fitness_tra: 4
Rule 22: 4064, Class:  0, CF:0.1548, Len:  3, Fitness_tra: 2
Rule 23: 3325, Class:  2, CF:0.991659, Len:  4, Fitness_tra: 2
Rule 24: 3555, Class:  2, CF:0.866497, Len:  4, Fitness_tra: 2
Rule 25: 1911, Class:  0, CF:0.574463, Len:  4, Fitness_tra: 1
Rule 26: 1561, Class:  0, CF:0.792649, Len:  4, Fitness_tra: 1
Rule 27: 6a96, Class:  2, CF:0.997677, Len:  4, Fitness_tra: 1
Rule 28: 2514, Class:  0, CF:0.673745, Len:  4, Fitness_tra: -1
Rule 29: 003c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 1111, Class:  1, CF:0.0433374, Len:  4, Fitness_tra: 0
Rule 31: 5611, Class:  0, CF:0.238743, Len:  4, Fitness_tra: 0
Rule 32: 3c11, Class:  1, CF:0.0850156, Len:  4, Fitness_tra: 0
Rule 33: 0500, Class:  0, CF:0.0485194, Len:  0, Fitness_tra: 0
Rule 34: 4604, Class:  2, CF:0.0682894, Len:  3, Fitness_tra: 0
Rule 35: 0505, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 2000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 0040, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 0035, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 0500, Class:  0, CF:0.0485194, Len:  1, Fitness_tra: -2
Rule 40: 9157, Class:  1, CF:0.0260479, Len:  4, Fitness_tra: 0
Rule 41: 5080, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: d405, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 3291, Class:  2, CF:0.0698142, Len:  4, Fitness_tra: 0
Rule 46: 1511, Class:  0, CF:0.448544, Len:  4, Fitness_tra: 0
Rule 47: 1311, Class:  1, CF:0.122271, Len:  4, Fitness_tra: 0
Rule 48: 4212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 5045, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 3221, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 415b, Class:  2, CF:0.272457, Len:  4, Fitness_tra: 0
Rule 52: 0300, Class:  2, CF:0.0221412, Len:  1, Fitness_tra: 0
Rule 53: 0053, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 6532, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 4550, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 0044, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 4311, Class:  1, CF:0.086263, Len:  4, Fitness_tra: 0
Rule 59: 1161, Class:  1, CF:0.0186532, Len:  4, Fitness_tra: 0
Rule 60: 0502, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 1e19, Class:  1, CF:0.128612, Len:  4, Fitness_tra: 0
Rule 62: 2000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1244, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 0020, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 4115, Class:  2, CF:0.131403, Len:  4, Fitness_tra: 0
Rule 66: 1111, Class:  1, CF:0.0433374, Len:  4, Fitness_tra: 0
Rule 67: 5020, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 1111, Class:  1, CF:0.0433374, Len:  4, Fitness_tra: 0
Rule 69: 3126, Class:  2, CF:0.0463653, Len:  4, Fitness_tra: 0
Rule 70: 133b, Class:  1, CF:0.114012, Len:  4, Fitness_tra: 0
Rule 71: 0040, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1211, Class:  0, CF:0.129866, Len:  4, Fitness_tra: 0
Rule 73: c151, Class:  2, CF:0.149961, Len:  4, Fitness_tra: 0
Rule 74: 3030, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 0404, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 1d41, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1511, Class:  0, CF:0.448544, Len:  4, Fitness_tra: 0
Rule 79: 2197, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 0500, Class:  0, CF:0.0485194, Len:  0, Fitness_tra: 0
Rule 81: 0300, Class:  2, CF:0.0221412, Len:  0, Fitness_tra: 0
Rule 82: 3151, Class:  2, CF:0.645333, Len:  4, Fitness_tra: 6
Rule 83: 7121, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 0650, Class:  2, CF:0.623826, Len:  2, Fitness_tra: 12
Rule 85: 3325, Class:  2, CF:0.991659, Len:  0, Fitness_tra: 0
Rule 86: 0005, Class:  2, CF:0.0661826, Len:  1, Fitness_tra: -8
Rule 87: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 1512, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0040, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 485b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 3254, Class:  2, CF:0.603982, Len:  4, Fitness_tra: 7
Rule 93: 1244, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 1213, Class:  0, CF:0.389159, Len:  4, Fitness_tra: -1
Rule 95: 8949, Class:  1, CF:0.126337, Len:  4, Fitness_tra: 0
Rule 96: e053, Class:  0, CF:0.130397, Len:  3, Fitness_tra: 0
Rule 97: 9311, Class:  0, CF:0.460417, Len:  4, Fitness_tra: 1
Rule 98: 1145, Class:  2, CF:0.721765, Len:  0, Fitness_tra: 0
Rule 99: 3a5b, Class:  2, CF:  1, Len:  4, Fitness_tra: 1
Rule100: 2493, Class:  0, CF:0.298655, Len:  4, Fitness_tra: 1
------Current------
Miss_rate(tra)	:25.6113
------Result------
Miss_rate(tra)	:25.6113
Miss_rate(tst)	:11.1111
ARL				:3.41667

------Generation 2------
Rule  1: 0530, Class:  0, CF:0.616974, Len:  2, Fitness_tra: 36
Rule  2: 2006, Class:  0, CF:0.443359, Len:  2, Fitness_tra: 23
Rule  3: a002, Class:  2, CF:0.552336, Len:  2, Fitness_tra: 22
Rule  4: 5940, Class:  0, CF:0.746921, Len:  3, Fitness_tra: 16
Rule  5: 0055, Class:  2, CF:0.616967, Len:  2, Fitness_tra: 22
Rule  6: 7171, Class:  1, CF:0.304924, Len:  4, Fitness_tra: 14
Rule  7: 0609, Class:  2, CF:0.652717, Len:  2, Fitness_tra: 16
Rule  8: 0620, Class:  2, CF:0.426387, Len:  2, Fitness_tra: 14
Rule  9: 0650, Class:  2, CF:0.623826, Len:  2, Fitness_tra: 12
Rule 10: 14a3, Class:  0, CF:0.871327, Len:  4, Fitness_tra: 10
Rule 11: 0503, Class:  0, CF:0.543682, Len:  2, Fitness_tra: 9
Rule 12: 3154, Class:  2, CF:0.918104, Len:  4, Fitness_tra: 2
Rule 13: 3254, Class:  2, CF:0.603982, Len:  4, Fitness_tra: 0
Rule 14: 3151, Class:  2, CF:0.645333, Len:  4, Fitness_tra: 1
Rule 15: 2211, Class:  0, CF:0.650865, Len:  4, Fitness_tra: -5
Rule 16: 6340, Class:  2, CF:0.660425, Len:  3, Fitness_tra: 5
Rule 17: 21f1, Class:  0, CF:0.624926, Len:  4, Fitness_tra: 4
Rule 18: 1145, Class:  2, CF:0.721765, Len:  4, Fitness_tra: 5
Rule 19: 4534, Class:  0, CF:0.955909, Len:  4, Fitness_tra: 4
Rule 20: 9000, Class:  0, CF:0.152379, Len:  1, Fitness_tra: -4
Rule 21: 11b1, Class:  1, CF:0.207299, Len:  4, Fitness_tra: 3
Rule 22: 6113, Class:  1, CF:0.220182, Len:  4, Fitness_tra: 6
Rule 23: 4064, Class:  0, CF:0.1548, Len:  3, Fitness_tra: 4
Rule 24: 3555, Class:  2, CF:0.866497, Len:  4, Fitness_tra: 2
Rule 25: 3325, Class:  2, CF:0.991659, Len:  4, Fitness_tra: 2
Rule 26: 3356, Class:  2, CF:0.755819, Len:  4, Fitness_tra: 1
Rule 27: 6a96, Class:  2, CF:0.997677, Len:  4, Fitness_tra: 1
Rule 28: 2493, Class:  0, CF:0.298655, Len:  4, Fitness_tra: 1
Rule 29: 3a5b, Class:  2, CF:  1, Len:  4, Fitness_tra: 1
Rule 30: 1911, Class:  0, CF:0.574463, Len:  4, Fitness_tra: 1
Rule 31: 1561, Class:  0, CF:0.792649, Len:  4, Fitness_tra: 1
Rule 32: 9311, Class:  0, CF:0.460417, Len:  4, Fitness_tra: 1
Rule 33: 003c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 4604, Class:  2, CF:0.0682894, Len:  3, Fitness_tra: 0
Rule 35: 0505, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 2000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 0040, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 0035, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
