------Generation 0------
Rule  1: 6a33, Class:  1, CF:0.685382, Len:  4, Fitness_tra: 6
Rule 44: 000b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 0500, Class:  0, CF:0.0401281, Len:  1, Fitness_tra: -16
Rule 46: 3604, Class:  2, CF:0.618436, Len:  3, Fitness_tra: 18
Rule 47: 3513, Class:  0, CF:0.403451, Len:  4, Fitness_tra: 3
Rule 48: f000, Class:  2, CF:0.123699, Len:  1, Fitness_tra: -10
Rule 49: 2221, Class:  0, CF:0.295495, Len:  4, Fitness_tra: -9
Rule 50: 63a6, Class:  1, CF:0.731317, Len:  4, Fitness_tra: 4
Rule 51: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 5111, Class:  0, CF:0.467067, Len:  4, Fitness_tra: 0
Rule 53: 4000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 2060, Class:  0, CF:0.476275, Len:  2, Fitness_tra: 73
Rule 55: 0602, Class:  2, CF:0.49102, Len:  2, Fitness_tra: 18
Rule 56: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 0005, Class:  2, CF:0.0164482, Len:  1, Fitness_tra: 0
Rule 58: 0050, Class:  2, CF:0.0282219, Len:  1, Fitness_tra: 0
Rule 59: 1111, Class:  1, CF:0.118286, Len:  4, Fitness_tra: 7
Rule 60: 0005, Class:  2, CF:0.0164482, Len:  1, Fitness_tra: 0
Rule 61: 0500, Class:  0, CF:0.0401281, Len:  1, Fitness_tra: 0
Rule 62: 4161, Class:  0, CF:0.0785688, Len:  4, Fitness_tra: 0
Rule 63: 0040, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 0455, Class:  2, CF:0.576679, Len:  3, Fitness_tra: 1
Rule 65: 4550, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 2060, Class:  0, CF:0.476275, Len:  2, Fitness_tra: 0
Rule 68: 2523, Class:  0, CF:0.92371, Len:  4, Fitness_tra: 28
Rule 69: 211c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 0005, Class:  2, CF:0.0164482, Len:  1, Fitness_tra: 0
Rule 71: 1815, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 0050, Class:  2, CF:0.0282219, Len:  1, Fitness_tra: 0
Rule 73: 0005, Class:  2, CF:0.0164482, Len:  1, Fitness_tra: 0
Rule 74: 1111, Class:  1, CF:0.118286, Len:  4, Fitness_tra: 0
Rule 75: 1311, Class:  1, CF:0.189903, Len:  4, Fitness_tra: 0
Rule 76: 0050, Class:  2, CF:0.0282219, Len:  1, Fitness_tra: 0
Rule 77: 2850, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 5355, Class:  2, CF:  1, Len:  4, Fitness_tra: 4
Rule 79: 5650, Class:  2, CF:0.315612, Len:  3, Fitness_tra: -2
Rule 80: 3266, Class:  0, CF:0.570762, Len:  4, Fitness_tra: 2
Rule 81: 1125, Class:  2, CF:0.878282, Len:  4, Fitness_tra: 2
Rule 82: 3341, Class:  2, CF:0.154534, Len:  4, Fitness_tra: -1
Rule 83: 1111, Class:  1, CF:0.118286, Len:  4, Fitness_tra: 0
Rule 84: 1121, Class:  2, CF:0.0457776, Len:  4, Fitness_tra: 0
Rule 85: 0400, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 0070, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 1211, Class:  0, CF:0.050404, Len:  4, Fitness_tra: 0
Rule 89: 63f1, Class:  1, CF:0.496879, Len:  4, Fitness_tra: 3
Rule 90: 0305, Class:  2, CF:0.573825, Len:  2, Fitness_tra: 15
Rule 91: 0500, Class:  0, CF:0.0401281, Len:  1, Fitness_tra: 0
Rule 92: 1315, Class:  2, CF:0.713129, Len:  4, Fitness_tra: 2
Rule 93: 1111, Class:  1, CF:0.118286, Len:  4, Fitness_tra: 0
Rule 94: 2060, Class:  0, CF:0.476275, Len:  2, Fitness_tra: 0
Rule 95: 5000, Class:  0, CF:0.0339843, Len:  1, Fitness_tra: 0
Rule 96: 5000, Class:  0, CF:0.0339843, Len:  1, Fitness_tra: 0
Rule 97: 6171, Class:  1, CF:0.0855463, Len:  4, Fitness_tra: 0
Rule 98: 1151, Class:  2, CF:0.329922, Len:  4, Fitness_tra: 4
Rule 99: 0050, Class:  2, CF:0.0282219, Len:  1, Fitness_tra: 0
Rule100: 0040, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:30.5128
------Result------
Miss_rate(tra)	:30.5128
Miss_rate(tst)	:17.7419
ARL				:2.92537

------Generation 0------
Rule  1: 2060, Class:  0, CF:0.476275, Len:  2, Fitness_tra: 57
Rule  2: 2523, Class:  0, CF:0.92371, Len:  4, Fitness_tra: 21
Rule  3: 3604, Class:  2, CF:0.618436, Len:  3, Fitness_tra: 10
Rule  4: 0602, Class:  2, CF:0.49102, Len:  2, Fitness_tra: 14
Rule  5: 2433, Class:  0, CF:0.907723, Len:  4, Fitness_tra: 12
Rule  6: 0305, Class:  2, CF:0.573825, Len:  2, Fitness_tra: 14
Rule  7: 3405, Class:  2, CF:0.594644, Len:  3, Fitness_tra: 5
Rule  8: 5111, Class:  0, CF:0.467067, Len:  4, Fitness_tra: 12
Rule  9: 6605, Class:  2, CF:0.98945, Len:  3, Fitness_tra: 7
Rule 10: 1111, Class:  1, CF:0.118286, Len:  4, Fitness_tra: 0
Rule 11: 6a33, Class:  1, CF:0.685382, Len:  4, Fitness_tra: 6
Rule 12: 3125, Class:  2, CF:0.952064, Len:  4, Fitness_tra: 4
Rule 13: 5521, Class:  0, CF:0.633378, Len:  4, Fitness_tra: 4
Rule 14: 2163, Class:  0, CF:0.718398, Len:  4, Fitness_tra: 5
Rule 15: 1151, Class:  2, CF:0.329922, Len:  4, Fitness_tra: -1
Rule 16: 5044, Class:  0, CF:0.141574, Len:  3, Fitness_tra: 3
Rule 17: b511, Class:  0, CF:0.502828, Len:  4, Fitness_tra: 14
Rule 18: 5355, Class:  2, CF:  1, Len:  4, Fitness_tra: 4
Rule 19: 63a6, Class:  1, CF:0.731317, Len:  4, Fitness_tra: 5
Rule 20: 1536, Class:  0, CF:0.79184, Len:  4, Fitness_tra: 4
Rule 21: 63f1, Class:  1, CF:0.496879, Len:  4, Fitness_tra: 4
Rule 22: 5553, Class:  0, CF:  1, Len:  4, Fitness_tra: 3
Rule 23: 3322, Class:  2, CF:0.949893, Len:  4, Fitness_tra: 0
Rule 24: 3513, Class:  0, CF:0.403451, Len:  4, Fitness_tra: 1
Rule 25: 1315, Class:  2, CF:0.713129, Len:  4, Fitness_tra: 2
Rule 26: 1125, Class:  2, CF:0.878282, Len:  4, Fitness_tra: 4
Rule 27: 3266, Class:  0, CF:0.570762, Len:  4, Fitness_tra: 2
Rule 28: 1311, Class:  1, CF:0.189903, Len:  4, Fitness_tra: 4
Rule 29: 0455, Class:  2, CF:0.576679, Len:  3, Fitness_tra: -3
Rule 30: 0040, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 0040, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: e005, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 0002, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 3000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 6213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 2316, Class:  0, CF:0.171742, Len:  4, Fitness_tra: 0
Rule 38: 540d, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 3c13, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 0002, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 0050, Class:  2, CF:0.0282219, Len:  1, Fitness_tra: -6
Rule 42: 1141, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 4505, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 000b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 0606, Class:  1, CF:0.0757125, Len:  2, Fitness_tra: 11
Rule 46: 4156, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 0050, Class:  2, CF:0.0282219, Len:  1, Fitness_tra: 0
Rule 48: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 5111, Class:  0, CF:0.467067, Len:  4, Fitness_tra: 0
Rule 50: 4000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 5054, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 0050, Class:  2, CF:0.0282219, Len:  1, Fitness_tra: 0
Rule 53: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 0005, Class:  2, CF:0.0164482, Len:  1, Fitness_tra: -1
Rule 55: 0050, Class:  2, CF:0.0282219, Len:  1, Fitness_tra: 0
Rule 56: 0002, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 0005, Class:  2, CF:0.0164482, Len:  1, Fitness_tra: 0
Rule 58: 0500, Class:  0, CF:0.0401281, Len:  1, Fitness_tra: -16
Rule 59: 4161, Class:  0, CF:0.0785688, Len:  4, Fitness_tra: 0
Rule 60: 0040, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 3334, Class:  2, CF:0.0659523, Len:  4, Fitness_tra: 0
Rule 62: 4550, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 2060, Class:  0, CF:0.476275, Len:  2, Fitness_tra: 0
Rule 65: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 211c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 0005, Class:  2, CF:0.0164482, Len:  1, Fitness_tra: 0
Rule 68: 1815, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 0050, Class:  2, CF:0.0282219, Len:  1, Fitness_tra: 0
Rule 70: 0005, Class:  2, CF:0.0164482, Len:  1, Fitness_tra: 0
Rule 71: 1111, Class:  1, CF:0.118286, Len:  4, Fitness_tra: 0
Rule 72: 1311, Class:  1, CF:0.189903, Len:  4, Fitness_tra: 0
Rule 73: 0050, Class:  2, CF:0.0282219, Len:  1, Fitness_tra: 0
Rule 74: 2850, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 4000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 4251, Class:  0, CF:0.059994, Len:  4, Fitness_tra: 0
Rule 77: 0060, Class:  0, CF:0.0688682, Len:  1, Fitness_tra: -5
Rule 78: 1111, Class:  1, CF:0.118286, Len:  4, Fitness_tra: 0
Rule 79: 1121, Class:  2, CF:0.0457776, Len:  4, Fitness_tra: 0
Rule 80: 0400, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 4520, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 1141, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 3050, Class:  2, CF:0.558248, Len:  2, Fitness_tra: 15
Rule 84: 4030, Class:  0, CF:0.147455, Len:  2, Fitness_tra: 0
Rule 85: 0050, Class:  2, CF:0.0282219, Len:  0, Fitness_tra: 0
Rule 86: d155, Class:  2, CF:0.782995, Len:  4, Fitness_tra: 4
Rule 87: 2321, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 0446, Class:  0, CF:0.0128686, Len:  3, Fitness_tra: 0
Rule 89: 33e5, Class:  2, CF:  1, Len:  4, Fitness_tra: 1
Rule 90: 0440, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 3166, Class:  1, CF:0.451593, Len:  4, Fitness_tra: 1
Rule 92: 0211, Class:  0, CF:0.332512, Len:  3, Fitness_tra: -13
Rule 93: 211b, Class:  0, CF:0.209519, Len:  4, Fitness_tra: -1
Rule 94: 6281, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 111c, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 1324, Class:  2, CF:0.76712, Len:  4, Fitness_tra: 17
Rule 97: 5a38, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 3060, Class:  1, CF:0.00450602, Len:  2, Fitness_tra: 0
Rule 99: 0805, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 3503, Class:  0, CF:0.10516, Len:  3, Fitness_tra: 0
------Current------
Miss_rate(tra)	:28.3333
------Result------
Miss_rate(tra)	:28.3333
Miss_rate(tst)	:12.9032
ARL				:3.04762

------Generation 1------
Rule  1: 2060, Class:  0, CF:0.476275, Len:  2, Fitness_tra: 57
Rule  2: 2523, Class:  0, CF:0.92371, Len:  4, Fitness_tra: 21
Rule  3: 3604, Class:  2, CF:0.618436, Len:  3, Fitness_tra: 10
Rule  4: 0602, Class:  2, CF:0.49102, Len:  2, Fitness_tra: 14
Rule  5: 2433, Class:  0, CF:0.907723, Len:  4, Fitness_tra: 12
Rule  6: 0305, Class:  2, CF:0.573825, Len:  2, Fitness_tra: 14
Rule  7: 3405, Class:  2, CF:0.594644, Len:  3, Fitness_tra: 5
Rule  8: 5111, Class:  0, CF:0.467067, Len:  4, Fitness_tra: 12
Rule  9: 6605, Class:  2, CF:0.98945, Len:  3, Fitness_tra: 7
Rule 10: 1111, Class:  1, CF:0.118286, Len:  4, Fitness_tra: 0
Rule 11: 6a33, Class:  1, CF:0.685382, Len:  4, Fitness_tra: 6
Rule 12: 3125, Class:  2, CF:0.952064, Len:  4, Fitness_tra: 4
Rule 13: 5521, Class:  0, CF:0.633378, Len:  4, Fitness_tra: 4
Rule 14: 2163, Class:  0, CF:0.718398, Len:  4, Fitness_tra: 5
Rule 15: 1151, Class:  2, CF:0.329922, Len:  4, Fitness_tra: -1
Rule 16: 5044, Class:  0, CF:0.141574, Len:  3, Fitness_tra: 3
Rule 17: b511, Class:  0, CF:0.502828, Len:  4, Fitness_tra: 14
Rule 18: 5355, Class:  2, CF:  1, Len:  4, Fitness_tra: 4
Rule 19: 63a6, Class:  1, CF:0.731317, Len:  4, Fitness_tra: 5
Rule 20: 1536, Class:  0, CF:0.79184, Len:  4, Fitness_tra: 4
Rule 21: 63f1, Class:  1, CF:0.496879, Len:  4, Fitness_tra: 4
Rule 22: 5553, Class:  0, CF:  1, Len:  4, Fitness_tra: 3
Rule 23: 3322, Class:  2, CF:0.949893, Len:  4, Fitness_tra: 0
Rule 24: 3513, Class:  0, CF:0.403451, Len:  4, Fitness_tra: 1
Rule 25: 1315, Class:  2, CF:0.713129, Len:  4, Fitness_tra: 2
Rule 26: 1125, Class:  2, CF:0.878282, Len:  4, Fitness_tra: 4
Rule 27: 3266, Class:  0, CF:0.570762, Len:  4, Fitness_tra: 2
Rule 28: 1311, Class:  1, CF:0.189903, Len:  4, Fitness_tra: 4
Rule 29: 0455, Class:  2, CF:0.576679, Len:  3, Fitness_tra: -3
Rule 30: 0040, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 0040, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: e005, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 0002, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 3000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 6213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 2316, Class:  0, CF:0.171742, Len:  4, Fitness_tra: 0
Rule 38: 540d, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 3c13, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 0002, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 0050, Class:  2, CF:0.0282219, Len:  1, Fitness_tra: -6
Rule 42: 1141, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 4505, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 000b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 0606, Class:  1, CF:0.0757125, Len:  2, Fitness_tra: 11
Rule 46: 4156, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 0050, Class:  2, CF:0.0282219, Len:  1, Fitness_tra: 0
Rule 48: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 5111, Class:  0, CF:0.467067, Len:  4, Fitness_tra: 0
Rule 50: 4000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 5054, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 0050, Class:  2, CF:0.0282219, Len:  1, Fitness_tra: 0
Rule 53: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 0005, Class:  2, CF:0.0164482, Len:  1, Fitness_tra: -1
Rule 55: 0050, Class:  2, CF:0.0282219, Len:  1, Fitness_tra: 0
Rule 56: 0002, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 0005, Class:  2, CF:0.0164482, Len:  1, Fitness_tra: 0
Rule 58: 0500, Class:  0, CF:0.0401281, Len:  1, Fitness_tra: -16
Rule 59: 4161, Class:  0, CF:0.0785688, Len:  4, Fitness_tra: 0
Rule 60: 0040, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 3334, Class:  2, CF:0.0659523, Len:  4, Fitness_tra: 0
Rule 62: 4550, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 2060, Class:  0, CF:0.476275, Len:  2, Fitness_tra: 0
Rule 65: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 211c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 0005, Class:  2, CF:0.0164482, Len:  1, Fitness_tra: 0
Rule 68: 1815, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 0050, Class:  2, CF:0.0282219, Len:  1, Fitness_tra: 0
Rule 70: 0005, Class:  2, CF:0.0164482, Len:  1, Fitness_tra: 0
Rule 71: 1111, Class:  1, CF:0.118286, Len:  4, Fitness_tra: 0
Rule 72: 1311, Class:  1, CF:0.189903, Len:  4, Fitness_tra: 0
Rule 73: 0050, Class:  2, CF:0.0282219, Len:  1, Fitness_tra: 0
Rule 74: 2850, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 4000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 4251, Class:  0, CF:0.059994, Len:  4, Fitness_tra: 0
Rule 77: 0060, Class:  0, CF:0.0688682, Len:  1, Fitness_tra: -5
Rule 78: 1111, Class:  1, CF:0.118286, Len:  4, Fitness_tra: 0
Rule 79: 1121, Class:  2, CF:0.0457776, Len:  4, Fitness_tra: 0
Rule 80: 0400, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 4520, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 1141, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 3050, Class:  2, CF:0.558248, Len:  2, Fitness_tra: 15
Rule 84: 4030, Class:  0, CF:0.147455, Len:  2, Fitness_tra: 0
Rule 85: 0050, Class:  2, CF:0.0282219, Len:  0, Fitness_tra: 0
Rule 86: d155, Class:  2, CF:0.782995, Len:  4, Fitness_tra: 4
Rule 87: 2321, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 0446, Class:  0, CF:0.0128686, Len:  3, Fitness_tra: 0
Rule 89: 33e5, Class:  2, CF:  1, Len:  4, Fitness_tra: 1
Rule 90: 0440, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 3166, Class:  1, CF:0.451593, Len:  4, Fitness_tra: 1
Rule 92: 0211, Class:  0, CF:0.332512, Len:  3, Fitness_tra: -13
Rule 93: 211b, Class:  0, CF:0.209519, Len:  4, Fitness_tra: -1
Rule 94: 6281, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 111c, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 1324, Class:  2, CF:0.76712, Len:  4, Fitness_tra: 17
Rule 97: 5a38, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 3060, Class:  1, CF:0.00450602, Len:  2, Fitness_tra: 0
Rule 99: 0805, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 3503, Class:  0, CF:0.10516, Len:  3, Fitness_tra: 0
------Current------
Miss_rate(tra)	:28.3333
------Result------
Miss_rate(tra)	:28.3333
Miss_rate(tst)	:12.9032
ARL				:3.04762

------Generation 2------
Rule  1: 2060, Class:  0, CF:0.476275, Len:  2, Fitness_tra: 57
Rule  2: 2523, Class:  0, CF:0.92371, Len:  4, Fitness_tra: 21
Rule  3: 3604, Class:  2, CF:0.618436, Len:  3, Fitness_tra: 10
Rule  4: 0602, Class:  2, CF:0.49102, Len:  2, Fitness_tra: 14
Rule  5: 2433, Class:  0, CF:0.907723, Len:  4, Fitness_tra: 12
Rule  6: 0305, Class:  2, CF:0.573825, Len:  2, Fitness_tra: 14
Rule  7: 3405, Class:  2, CF:0.594644, Len:  3, Fitness_tra: 5
Rule  8: 5111, Class:  0, CF:0.467067, Len:  4, Fitness_tra: 12
Rule  9: 6605, Class:  2, CF:0.98945, Len:  3, Fitness_tra: 7
Rule 10: 1111, Class:  1, CF:0.118286, Len:  4, Fitness_tra: 0
Rule 11: 6a33, Class:  1, CF:0.685382, Len:  4, Fitness_tra: 6
Rule 12: 3125, Class:  2, CF:0.952064, Len:  4, Fitness_tra: 4
Rule 13: 5521, Class:  0, CF:0.633378, Len:  4, Fitness_tra: 4
Rule 14: 2163, Class:  0, CF:0.718398, Len:  4, Fitness_tra: 5
Rule 15: 1151, Class:  2, CF:0.329922, Len:  4, Fitness_tra: -1
Rule 16: 5044, Class:  0, CF:0.141574, Len:  3, Fitness_tra: 3
Rule 17: b511, Class:  0, CF:0.502828, Len:  4, Fitness_tra: 14
Rule 18: 5355, Class:  2, CF:  1, Len:  4, Fitness_tra: 4
Rule 19: 63a6, Class:  1, CF:0.731317, Len:  4, Fitness_tra: 5
Rule 20: 1536, Class:  0, CF:0.79184, Len:  4, Fitness_tra: 4
Rule 21: 63f1, Class:  1, CF:0.496879, Len:  4, Fitness_tra: 4
Rule 22: 5553, Class:  0, CF:  1, Len:  4, Fitness_tra: 3
Rule 23: 3322, Class:  2, CF:0.949893, Len:  4, Fitness_tra: 0
Rule 24: 3513, Class:  0, CF:0.403451, Len:  4, Fitness_tra: 1
Rule 25: 1315, Class:  2, CF:0.713129, Len:  4, Fitness_tra: 2
Rule 26: 1125, Class:  2, CF:0.878282, Len:  4, Fitness_tra: 4
Rule 27: 3266, Class:  0, CF:0.570762, Len:  4, Fitness_tra: 2
Rule 28: 1311, Class:  1, CF:0.189903, Len:  4, Fitness_tra: 4
Rule 29: 0455, Class:  2, CF:0.576679, Len:  3, Fitness_tra: -3
Rule 30: 0040, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 0040, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: e005, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 0002, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 3000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 6213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 2316, Class:  0, CF:0.171742, Len:  4, Fitness_tra: 0
Rule 38: 540d, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
