------Generation 0------
Rule  1: b431, Class:  0, CF:0.354706, Len:  4, Fitness_tra: 3
Rule 96: 0555, Class:  1, CF:0.072041, Len:  3, Fitness_tra: 0
Rule 97: 3111, Class:  1, CF:0.0836121, Len:  4, Fitness_tra: 0
Rule 98: 1431, Class:  0, CF:0.057031, Len:  4, Fitness_tra: 0
Rule 99: 7000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 9513, Class:  0, CF:  1, Len:  4, Fitness_tra: 6
------Current------
Miss_rate(tra)	:17.0819
------Result------
Miss_rate(tra)	:17.0819
Miss_rate(tst)	:15.873
ARL				:3.61429

------Generation 0------
Rule  1: 6020, Class:  2, CF:0.505582, Len:  2, Fitness_tra: 49
Rule  2: 2060, Class:  0, CF:0.390212, Len:  2, Fitness_tra: 26
Rule  3: 0055, Class:  2, CF:0.395907, Len:  2, Fitness_tra: 12
Rule  4: 0403, Class:  0, CF:0.189422, Len:  2, Fitness_tra: 4
Rule  5: 1125, Class:  2, CF:0.916243, Len:  4, Fitness_tra: 13
Rule  6: 1312, Class:  2, CF:0.342483, Len:  4, Fitness_tra: 13
Rule  7: 4036, Class:  0, CF:0.845631, Len:  3, Fitness_tra: 11
Rule  8: 5911, Class:  0, CF:0.99124, Len:  4, Fitness_tra: 13
Rule  9: e111, Class:  0, CF:0.75089, Len:  4, Fitness_tra: 8
Rule 10: 0556, Class:  0, CF:0.382109, Len:  3, Fitness_tra: 6
Rule 11: 0655, Class:  2, CF:  1, Len:  3, Fitness_tra: 9
Rule 12: 1e31, Class:  0, CF:0.9, Len:  4, Fitness_tra: 13
Rule 13: 4452, Class:  2, CF:0.60992, Len:  4, Fitness_tra: 10
Rule 14: 5912, Class:  0, CF:0.776948, Len:  4, Fitness_tra: 11
Rule 15: 1151, Class:  2, CF:0.436686, Len:  4, Fitness_tra: 3
Rule 16: 2152, Class:  2, CF:0.471607, Len:  4, Fitness_tra: 9
Rule 17: 500b, Class:  0, CF:0.206452, Len:  2, Fitness_tra: 8
Rule 18: 6055, Class:  2, CF:  1, Len:  3, Fitness_tra: 7
Rule 19: 0430, Class:  0, CF:0.220104, Len:  2, Fitness_tra: 8
Rule 20: 5456, Class:  0, CF:0.679972, Len:  4, Fitness_tra: 2
Rule 21: 4533, Class:  0, CF:  1, Len:  4, Fitness_tra: 7
Rule 22: 9513, Class:  0, CF:  1, Len:  4, Fitness_tra: 3
Rule 23: 1216, Class:  0, CF:0.440146, Len:  4, Fitness_tra: 4
Rule 24: 2122, Class:  2, CF:0.308572, Len:  4, Fitness_tra: 3
Rule 25: 5535, Class:  0, CF:  1, Len:  4, Fitness_tra: 6
Rule 26: 5231, Class:  0, CF:0.9855, Len:  4, Fitness_tra: 4
Rule 27: 1231, Class:  0, CF:0.398363, Len:  4, Fitness_tra: 5
Rule 28: 1325, Class:  2, CF:0.986148, Len:  4, Fitness_tra: 0
Rule 29: 3040, Class:  2, CF:0.235088, Len:  2, Fitness_tra: 4
Rule 30: 2465, Class:  0, CF:0.630548, Len:  4, Fitness_tra: 4
Rule 31: b431, Class:  0, CF:0.354706, Len:  4, Fitness_tra: 3
Rule 32: 3325, Class:  2, CF:  1, Len:  4, Fitness_tra: 2
Rule 33: 1169, Class:  2, CF:0.243976, Len:  4, Fitness_tra: 2
Rule 34: 5466, Class:  0, CF:  1, Len:  4, Fitness_tra: 2
Rule 35: 5004, Class:  0, CF:0.0413546, Len:  2, Fitness_tra: 3
Rule 36: 4435, Class:  0, CF:0.383648, Len:  4, Fitness_tra: 1
Rule 37: 4142, Class:  2, CF:0.208672, Len:  4, Fitness_tra: 1
Rule 38: 5004, Class:  0, CF:0.0413546, Len:  2, Fitness_tra: 0
Rule 39: 5362, Class:  1, CF:0.304461, Len:  4, Fitness_tra: 0
Rule 40: 2131, Class:  0, CF:0.345714, Len:  4, Fitness_tra: 0
Rule 41: 0050, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 1112, Class:  2, CF:0.110921, Len:  4, Fitness_tra: 0
Rule 43: 0035, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 0400, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 0004, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 1221, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 3261, Class:  0, CF:0.20424, Len:  4, Fitness_tra: 0
Rule 48: 5045, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1111, Class:  1, CF:0.0220117, Len:  4, Fitness_tra: 0
Rule 50: 4113, Class:  0, CF:0.0738869, Len:  4, Fitness_tra: 0
Rule 51: 0005, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 0400, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 4505, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 0044, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 0053, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 7000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 6035, Class:  1, CF:0.00798497, Len:  3, Fitness_tra: 0
Rule 58: 4174, Class:  1, CF:0.0454087, Len:  4, Fitness_tra: 0
Rule 59: 4121, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1121, Class:  2, CF:0.155074, Len:  4, Fitness_tra: 0
Rule 61: 1111, Class:  1, CF:0.0220117, Len:  4, Fitness_tra: 0
Rule 62: 1112, Class:  2, CF:0.110921, Len:  4, Fitness_tra: 0
Rule 63: 1341, Class:  2, CF:0.115116, Len:  4, Fitness_tra: 0
Rule 64: 1114, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 9124, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 1431, Class:  0, CF:0.057031, Len:  4, Fitness_tra: 0
Rule 67: 1121, Class:  2, CF:0.155074, Len:  4, Fitness_tra: 0
Rule 68: b111, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1161, Class:  1, CF:0.133874, Len:  4, Fitness_tra: 0
Rule 70: 1111, Class:  1, CF:0.0220117, Len:  4, Fitness_tra: 0
Rule 71: 0005, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1111, Class:  1, CF:0.0220117, Len:  4, Fitness_tra: 0
Rule 73: 2161, Class:  0, CF:0.401784, Len:  4, Fitness_tra: 0
Rule 74: 4113, Class:  0, CF:0.0738869, Len:  4, Fitness_tra: 0
Rule 75: 3212, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 1521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 6131, Class:  1, CF:0.275483, Len:  4, Fitness_tra: -1
Rule 78: 2131, Class:  0, CF:0.345714, Len:  4, Fitness_tra: 0
Rule 79: 1312, Class:  2, CF:0.342483, Len:  4, Fitness_tra: 0
Rule 80: 2132, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 5645, Class:  2, CF:0.612984, Len:  4, Fitness_tra: 3
Rule 82: 2006, Class:  0, CF:0.395991, Len:  2, Fitness_tra: 32
Rule 83: 5000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 5000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 1461, Class:  0, CF:0.104136, Len:  4, Fitness_tra: 0
Rule 86: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 6322, Class:  2, CF:  1, Len:  4, Fitness_tra: 3
Rule 88: 3052, Class:  2, CF:0.90755, Len:  3, Fitness_tra: 20
Rule 89: 5063, Class:  0, CF:0.93928, Len:  3, Fitness_tra: 7
Rule 90: 0002, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 1825, Class:  2, CF:0.689171, Len:  4, Fitness_tra: 5
Rule 92: 1191, Class:  2, CF:0.541795, Len:  4, Fitness_tra: 6
Rule 93: 1011, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 1435, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 3162, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 0a25, Class:  2, CF:  1, Len:  3, Fitness_tra: 17
Rule 97: 3543, Class:  0, CF:0.26137, Len:  4, Fitness_tra: 1
Rule 98: 1112, Class:  2, CF:0.110921, Len:  0, Fitness_tra: 0
Rule 99: 5674, Class:  2, CF:0.0441186, Len:  4, Fitness_tra: 0
Rule100: 3000, Class:  2, CF:0.0413941, Len:  1, Fitness_tra: -1
------Current------
Miss_rate(tra)	:16.548
------Result------
Miss_rate(tra)	:16.548
Miss_rate(tst)	:14.2857
ARL				:3.56944

------Generation 1------
Rule  1: 6020, Class:  2, CF:0.505582, Len:  2, Fitness_tra: 50
Rule  2: 2006, Class:  0, CF:0.395991, Len:  2, Fitness_tra: 20
Rule  3: 2060, Class:  0, CF:0.390212, Len:  2, Fitness_tra: 12
Rule  4: 3052, Class:  2, CF:0.90755, Len:  3, Fitness_tra: 20
Rule  5: 0a25, Class:  2, CF:  1, Len:  3, Fitness_tra: 28
Rule  6: 1312, Class:  2, CF:0.342483, Len:  4, Fitness_tra: 10
Rule  7: 1125, Class:  2, CF:0.916243, Len:  4, Fitness_tra: 13
Rule  8: 5911, Class:  0, CF:0.99124, Len:  4, Fitness_tra: 8
Rule  9: 1e31, Class:  0, CF:0.9, Len:  4, Fitness_tra: 9
Rule 10: 0055, Class:  2, CF:0.395907, Len:  2, Fitness_tra: 12
Rule 11: 4036, Class:  0, CF:0.845631, Len:  3, Fitness_tra: 11
Rule 12: 5912, Class:  0, CF:0.776948, Len:  4, Fitness_tra: 8
Rule 13: 4452, Class:  2, CF:0.60992, Len:  4, Fitness_tra: 10
Rule 14: 0655, Class:  2, CF:  1, Len:  3, Fitness_tra: 0
Rule 15: 2152, Class:  2, CF:0.471607, Len:  4, Fitness_tra: 9
Rule 16: e111, Class:  0, CF:0.75089, Len:  4, Fitness_tra: 6
Rule 17: 500b, Class:  0, CF:0.206452, Len:  2, Fitness_tra: 4
Rule 18: 0430, Class:  0, CF:0.220104, Len:  2, Fitness_tra: 4
Rule 19: 6055, Class:  2, CF:  1, Len:  3, Fitness_tra: 7
Rule 20: 5063, Class:  0, CF:0.93928, Len:  3, Fitness_tra: 7
Rule 21: 4533, Class:  0, CF:  1, Len:  4, Fitness_tra: 6
Rule 22: 5535, Class:  0, CF:  1, Len:  4, Fitness_tra: 3
Rule 23: 1191, Class:  2, CF:0.541795, Len:  4, Fitness_tra: 6
Rule 24: 0556, Class:  0, CF:0.382109, Len:  3, Fitness_tra: 6
Rule 25: 1231, Class:  0, CF:0.398363, Len:  4, Fitness_tra: 4
Rule 26: 1825, Class:  2, CF:0.689171, Len:  4, Fitness_tra: 5
Rule 27: 0403, Class:  0, CF:0.189422, Len:  2, Fitness_tra: 4
Rule 28: 5231, Class:  0, CF:0.9855, Len:  4, Fitness_tra: 1
Rule 29: 3040, Class:  2, CF:0.235088, Len:  2, Fitness_tra: 5
Rule 30: 2465, Class:  0, CF:0.630548, Len:  4, Fitness_tra: 4
Rule 31: 1216, Class:  0, CF:0.440146, Len:  4, Fitness_tra: 4
Rule 32: 1151, Class:  2, CF:0.436686, Len:  4, Fitness_tra: 3
Rule 33: 2122, Class:  2, CF:0.308572, Len:  4, Fitness_tra: 3
Rule 34: 5004, Class:  0, CF:0.0413546, Len:  2, Fitness_tra: 3
Rule 35: 5645, Class:  2, CF:0.612984, Len:  4, Fitness_tra: 3
Rule 36: 9513, Class:  0, CF:  1, Len:  4, Fitness_tra: 3
Rule 37: 6322, Class:  2, CF:  1, Len:  4, Fitness_tra: 3
Rule 38: b431, Class:  0, CF:0.354706, Len:  4, Fitness_tra: 3
Rule 39: 1169, Class:  2, CF:0.243976, Len:  4, Fitness_tra: 2
Rule 40: 5466, Class:  0, CF:  1, Len:  4, Fitness_tra: 2
Rule 41: 5456, Class:  0, CF:0.679972, Len:  4, Fitness_tra: 0
Rule 42: 3325, Class:  2, CF:  1, Len:  4, Fitness_tra: 0
Rule 43: 3543, Class:  0, CF:0.26137, Len:  4, Fitness_tra: 1
Rule 44: 4435, Class:  0, CF:0.383648, Len:  4, Fitness_tra: 0
Rule 45: 4142, Class:  2, CF:0.208672, Len:  4, Fitness_tra: 1
Rule 46: 1325, Class:  2, CF:0.986148, Len:  4, Fitness_tra: 0
Rule 47: 3261, Class:  0, CF:0.20424, Len:  4, Fitness_tra: 0
Rule 48: 5045, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1111, Class:  1, CF:0.0220117, Len:  4, Fitness_tra: 0
Rule 50: 4113, Class:  0, CF:0.0738869, Len:  4, Fitness_tra: 0
Rule 51: 0005, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 0400, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 4505, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 0044, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 0053, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 7000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 6035, Class:  1, CF:0.00798497, Len:  3, Fitness_tra: 0
Rule 58: 4174, Class:  1, CF:0.0454087, Len:  4, Fitness_tra: 0
Rule 59: 4121, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1121, Class:  2, CF:0.155074, Len:  4, Fitness_tra: 0
Rule 61: 1111, Class:  1, CF:0.0220117, Len:  4, Fitness_tra: 0
Rule 62: 1112, Class:  2, CF:0.110921, Len:  4, Fitness_tra: 0
Rule 63: 1341, Class:  2, CF:0.115116, Len:  4, Fitness_tra: 0
Rule 64: 1114, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 9124, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 1431, Class:  0, CF:0.057031, Len:  4, Fitness_tra: 0
Rule 67: 1121, Class:  2, CF:0.155074, Len:  4, Fitness_tra: 0
Rule 68: b111, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1161, Class:  1, CF:0.133874, Len:  4, Fitness_tra: 1
Rule 70: 1111, Class:  1, CF:0.0220117, Len:  4, Fitness_tra: 0
Rule 71: 0005, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1111, Class:  1, CF:0.0220117, Len:  4, Fitness_tra: 0
Rule 73: 2161, Class:  0, CF:0.401784, Len:  4, Fitness_tra: 0
Rule 74: 4113, Class:  0, CF:0.0738869, Len:  4, Fitness_tra: 0
Rule 75: 3212, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 1521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 5674, Class:  2, CF:0.0441186, Len:  4, Fitness_tra: 0
Rule 78: 2131, Class:  0, CF:0.345714, Len:  4, Fitness_tra: 0
Rule 79: 1312, Class:  2, CF:0.342483, Len:  4, Fitness_tra: 0
Rule 80: 2132, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 2000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 0006, Class:  0, CF:0.0823944, Len:  1, Fitness_tra: 0
Rule 83: 0050, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 0655, Class:  2, CF:  1, Len:  0, Fitness_tra: 0
Rule 85: 0565, Class:  0, CF:0.0172727, Len:  3, Fitness_tra: 0
Rule 86: 3500, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 5406, Class:  0, CF:0.866079, Len:  3, Fitness_tra: 20
Rule 88: 2530, Class:  0, CF:0.910435, Len:  3, Fitness_tra: 39
Rule 89: 6065, Class:  1, CF:0.0942121, Len:  3, Fitness_tra: 1
Rule 90: 2000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 0e55, Class:  1, CF:0.147287, Len:  3, Fitness_tra: 0
Rule 92: 5615, Class:  1, CF:0.312372, Len:  4, Fitness_tra: 0
Rule 93: 3846, Class:  1, CF:0.28354, Len:  4, Fitness_tra: 0
Rule 94: 0a25, Class:  2, CF:  1, Len:  0, Fitness_tra: 0
Rule 95: 1a65, Class:  2, CF:0.69331, Len:  4, Fitness_tra: 4
Rule 96: 4113, Class:  0, CF:0.0738869, Len:  0, Fitness_tra: 0
Rule 97: 1167, Class:  1, CF:0.180502, Len:  4, Fitness_tra: -1
Rule 98: 15c8, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 1521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 2a32, Class:  1, CF:0.270349, Len:  4, Fitness_tra: 0
------Current------
Miss_rate(tra)	:16.0142
------Result------
Miss_rate(tra)	:16.0142
Miss_rate(tst)	:14.2857
ARL				:3.55263

------Generation 2------
Rule  1: 6020, Class:  2, CF:0.505582, Len:  2, Fitness_tra: 43
Rule  2: 2530, Class:  0, CF:0.910435, Len:  3, Fitness_tra: 33
Rule  3: 0a25, Class:  2, CF:  1, Len:  3, Fitness_tra: 27
Rule  4: 2006, Class:  0, CF:0.395991, Len:  2, Fitness_tra: 4
Rule  5: 3052, Class:  2, CF:0.90755, Len:  3, Fitness_tra: 12
Rule  6: 5406, Class:  0, CF:0.866079, Len:  3, Fitness_tra: 16
Rule  7: 1125, Class:  2, CF:0.916243, Len:  4, Fitness_tra: 10
Rule  8: 2060, Class:  0, CF:0.390212, Len:  2, Fitness_tra: 12
Rule  9: 0055, Class:  2, CF:0.395907, Len:  2, Fitness_tra: 10
Rule 10: 4036, Class:  0, CF:0.845631, Len:  3, Fitness_tra: 11
Rule 11: 1312, Class:  2, CF:0.342483, Len:  4, Fitness_tra: 6
Rule 12: 4452, Class:  2, CF:0.60992, Len:  4, Fitness_tra: 11
Rule 13: 1e31, Class:  0, CF:0.9, Len:  4, Fitness_tra: 8
Rule 14: 2152, Class:  2, CF:0.471607, Len:  4, Fitness_tra: 12
Rule 15: 5911, Class:  0, CF:0.99124, Len:  4, Fitness_tra: 6
Rule 16: 5912, Class:  0, CF:0.776948, Len:  4, Fitness_tra: 8
Rule 17: 6055, Class:  2, CF:  1, Len:  3, Fitness_tra: 4
Rule 18: 5063, Class:  0, CF:0.93928, Len:  3, Fitness_tra: 7
Rule 19: e111, Class:  0, CF:0.75089, Len:  4, Fitness_tra: 6
Rule 20: 1191, Class:  2, CF:0.541795, Len:  4, Fitness_tra: 5
Rule 21: 0556, Class:  0, CF:0.382109, Len:  3, Fitness_tra: 2
Rule 22: 4533, Class:  0, CF:  1, Len:  4, Fitness_tra: 6
Rule 23: 1825, Class:  2, CF:0.689171, Len:  4, Fitness_tra: 0
Rule 24: 3040, Class:  2, CF:0.235088, Len:  2, Fitness_tra: 2
Rule 25: 1a65, Class:  2, CF:0.69331, Len:  4, Fitness_tra: 4
Rule 26: 1231, Class:  0, CF:0.398363, Len:  4, Fitness_tra: 4
Rule 27: 0403, Class:  0, CF:0.189422, Len:  2, Fitness_tra: 4
Rule 28: 0430, Class:  0, CF:0.220104, Len:  2, Fitness_tra: 5
Rule 29: 2465, Class:  0, CF:0.630548, Len:  4, Fitness_tra: 5
Rule 30: 1216, Class:  0, CF:0.440146, Len:  4, Fitness_tra: 3
Rule 31: 500b, Class:  0, CF:0.206452, Len:  2, Fitness_tra: -3
Rule 32: 5535, Class:  0, CF:  1, Len:  4, Fitness_tra: 3
Rule 33: 2122, Class:  2, CF:0.308572, Len:  4, Fitness_tra: 3
Rule 34: 5004, Class:  0, CF:0.0413546, Len:  2, Fitness_tra: 0
Rule 35: 5645, Class:  2, CF:0.612984, Len:  4, Fitness_tra: 3
Rule 36: 9513, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule 37: 6322, Class:  2, CF:  1, Len:  4, Fitness_tra: 2
Rule 38: b431, Class:  0, CF:0.354706, Len:  4, Fitness_tra: 3
