------Generation 0------
Rule  1: 615e, Class:  2, CF:  1, Len:  4, Fitness_tra: 1
Rule 38: 3004, Class:  2, CF:0.215501, Len:  2, Fitness_tra: 6
Rule 39: 1231, Class:  0, CF:0.38704, Len:  4, Fitness_tra: 1
Rule 40: 2111, Class:  0, CF:0.12169, Len:  4, Fitness_tra: 0
Rule 41: 1117, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 1111, Class:  1, CF:0.0240722, Len:  4, Fitness_tra: 0
Rule 43: 0050, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 5613, Class:  0, CF:0.457097, Len:  4, Fitness_tra: 3
Rule 45: 6705, Class:  2, CF:0.859029, Len:  3, Fitness_tra: 10
Rule 46: 0055, Class:  2, CF:0.403905, Len:  2, Fitness_tra: 2
Rule 47: 3411, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1111, Class:  1, CF:0.0240722, Len:  4, Fitness_tra: 0
Rule 49: 1324, Class:  2, CF:0.826412, Len:  4, Fitness_tra: 16
Rule 50: 6131, Class:  1, CF:0.299835, Len:  4, Fitness_tra: 1
Rule 51: 1912, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 2411, Class:  0, CF:0.550047, Len:  4, Fitness_tra: 7
Rule 53: 2465, Class:  0, CF:0.522801, Len:  4, Fitness_tra: 0
Rule 54: 3113, Class:  1, CF:0.232839, Len:  4, Fitness_tra: 1
Rule 55: 3132, Class:  2, CF:0.164413, Len:  4, Fitness_tra: 0
Rule 56: 1151, Class:  2, CF:0.464092, Len:  4, Fitness_tra: 10
Rule 57: 5314, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 0206, Class:  0, CF:0.431283, Len:  2, Fitness_tra: 0
Rule 59: 9121, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 6111, Class:  1, CF:0.112771, Len:  4, Fitness_tra: 0
Rule 61: 2400, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1665, Class:  2, CF:0.490308, Len:  4, Fitness_tra: 0
Rule 63: 6000, Class:  2, CF:0.0882503, Len:  1, Fitness_tra: 3
Rule 64: 3052, Class:  2, CF:0.914927, Len:  3, Fitness_tra: 36
Rule 65: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 6322, Class:  2, CF:0.991324, Len:  4, Fitness_tra: 2
Rule 67: 0050, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 0304, Class:  2, CF:0.231401, Len:  2, Fitness_tra: 8
Rule 69: 5000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 6141, Class:  2, CF:0.245279, Len:  4, Fitness_tra: 2
Rule 71: 530b, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 0455, Class:  2, CF:0.678704, Len:  3, Fitness_tra: 12
Rule 73: 3614, Class:  2, CF:0.668774, Len:  4, Fitness_tra: 0
Rule 74: 0005, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 4030, Class:  0, CF:0.196953, Len:  2, Fitness_tra: 30
Rule 76: 1213, Class:  0, CF:0.391861, Len:  4, Fitness_tra: 0
Rule 77: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1833, Class:  0, CF:0.683324, Len:  4, Fitness_tra: 7
Rule 79: 5054, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 1861, Class:  0, CF:0.431638, Len:  4, Fitness_tra: 0
Rule 81: 2066, Class:  0, CF:0.908767, Len:  3, Fitness_tra: 8
Rule 82: 0004, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 4111, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 3645, Class:  2, CF:  1, Len:  4, Fitness_tra: 5
Rule 85: 3004, Class:  2, CF:0.215501, Len:  2, Fitness_tra: 0
Rule 86: 0500, Class:  0, CF:0.00182347, Len:  1, Fitness_tra: 12
Rule 87: 1632, Class:  2, CF:0.22601, Len:  4, Fitness_tra: 0
Rule 88: 1216, Class:  0, CF:0.483296, Len:  4, Fitness_tra: 0
Rule 89: 0403, Class:  0, CF:0.254629, Len:  2, Fitness_tra: 10
Rule 90: 1231, Class:  0, CF:0.38704, Len:  4, Fitness_tra: 0
Rule 91: f512, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 0050, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 1f13, Class:  1, CF:0.28223, Len:  4, Fitness_tra: -1
Rule 94: 1339, Class:  2, CF:0.559199, Len:  4, Fitness_tra: 3
Rule 95: 2506, Class:  0, CF:0.948035, Len:  3, Fitness_tra: 18
Rule 96: 3113, Class:  1, CF:0.232839, Len:  4, Fitness_tra: 0
Rule 97: 1241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 1323, Class:  2, CF:0.143624, Len:  4, Fitness_tra: 0
Rule 99: 4141, Class:  1, CF:0.0196673, Len:  4, Fitness_tra: 0
Rule100: 1152, Class:  2, CF:0.913659, Len:  4, Fitness_tra: 7
------Current------
Miss_rate(tra)	:13.879
------Result------
Miss_rate(tra)	:13.879
Miss_rate(tst)	:15.873
ARL				:3.48649

------Generation 0------
Rule  1: 0325, Class:  2, CF:0.914341, Len:  3, Fitness_tra: 36
Rule  2: 3052, Class:  2, CF:0.914927, Len:  3, Fitness_tra: 25
Rule  3: 4030, Class:  0, CF:0.196953, Len:  2, Fitness_tra: 14
Rule  4: 5460, Class:  0, CF:0.868902, Len:  3, Fitness_tra: 19
Rule  5: 5203, Class:  0, CF:0.913946, Len:  3, Fitness_tra: 22
Rule  6: 2506, Class:  0, CF:0.948035, Len:  3, Fitness_tra: 17
Rule  7: 3604, Class:  2, CF:0.82808, Len:  3, Fitness_tra: 12
Rule  8: 1324, Class:  2, CF:0.826412, Len:  4, Fitness_tra: 14
Rule  9: 9411, Class:  0, CF:0.875099, Len:  4, Fitness_tra: 11
Rule 10: 4036, Class:  0, CF:0.728546, Len:  3, Fitness_tra: 12
Rule 11: 0500, Class:  0, CF:0.00182347, Len:  1, Fitness_tra: 2
Rule 12: 0455, Class:  2, CF:0.678704, Len:  3, Fitness_tra: 12
Rule 13: 0206, Class:  0, CF:0.431283, Len:  2, Fitness_tra: 13
Rule 14: 0403, Class:  0, CF:0.254629, Len:  2, Fitness_tra: 9
Rule 15: 6705, Class:  2, CF:0.859029, Len:  3, Fitness_tra: 9
Rule 16: 1151, Class:  2, CF:0.464092, Len:  4, Fitness_tra: 7
Rule 17: 1115, Class:  2, CF:0.465362, Len:  4, Fitness_tra: 8
Rule 18: 0304, Class:  2, CF:0.231401, Len:  2, Fitness_tra: 7
Rule 19: 2066, Class:  0, CF:0.908767, Len:  3, Fitness_tra: 7
Rule 20: 1152, Class:  2, CF:0.913659, Len:  4, Fitness_tra: 7
Rule 21: 2411, Class:  0, CF:0.550047, Len:  4, Fitness_tra: 5
Rule 22: 5624, Class:  2, CF:0.601459, Len:  4, Fitness_tra: 6
Rule 23: 1513, Class:  0, CF:0.637917, Len:  4, Fitness_tra: 8
Rule 24: 1833, Class:  0, CF:0.683324, Len:  4, Fitness_tra: 7
Rule 25: 3004, Class:  2, CF:0.215501, Len:  2, Fitness_tra: -5
Rule 26: 4500, Class:  0, CF:0.0486909, Len:  2, Fitness_tra: 4
Rule 27: 3645, Class:  2, CF:  1, Len:  4, Fitness_tra: 5
Rule 28: 3555, Class:  2, CF:  1, Len:  4, Fitness_tra: 4
Rule 29: 1339, Class:  2, CF:0.559199, Len:  4, Fitness_tra: 2
Rule 30: 5613, Class:  0, CF:0.457097, Len:  4, Fitness_tra: 3
Rule 31: 020b, Class:  0, CF:0.115884, Len:  2, Fitness_tra: 3
Rule 32: 6000, Class:  2, CF:0.0882503, Len:  1, Fitness_tra: -1
Rule 33: 6141, Class:  2, CF:0.245279, Len:  4, Fitness_tra: 0
Rule 34: 0055, Class:  2, CF:0.403905, Len:  2, Fitness_tra: 4
Rule 35: 6322, Class:  2, CF:0.991324, Len:  4, Fitness_tra: 0
Rule 36: 0340, Class:  2, CF:0.218606, Len:  2, Fitness_tra: 2
Rule 37: 615e, Class:  2, CF:  1, Len:  4, Fitness_tra: 1
Rule 38: 3341, Class:  2, CF:0.366981, Len:  4, Fitness_tra: 0
Rule 39: 1231, Class:  0, CF:0.38704, Len:  4, Fitness_tra: 1
Rule 40: 6131, Class:  1, CF:0.299835, Len:  4, Fitness_tra: 1
Rule 41: 3113, Class:  1, CF:0.232839, Len:  4, Fitness_tra: 1
Rule 42: 5111, Class:  0, CF:0.444689, Len:  4, Fitness_tra: 0
Rule 43: 0050, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1111, Class:  1, CF:0.0240722, Len:  4, Fitness_tra: 0
Rule 45: 1135, Class:  2, CF:0.256187, Len:  4, Fitness_tra: 0
Rule 46: 1161, Class:  1, CF:0.106803, Len:  4, Fitness_tra: 0
Rule 47: 3411, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1111, Class:  1, CF:0.0240722, Len:  4, Fitness_tra: 0
Rule 49: 1113, Class:  1, CF:0.0864203, Len:  4, Fitness_tra: 0
Rule 50: 2111, Class:  0, CF:0.12169, Len:  4, Fitness_tra: 0
Rule 51: 1912, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 0700, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 2465, Class:  0, CF:0.522801, Len:  4, Fitness_tra: 0
Rule 54: 1117, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 3132, Class:  2, CF:0.164413, Len:  4, Fitness_tra: 0
Rule 56: 2111, Class:  0, CF:0.12169, Len:  4, Fitness_tra: 0
Rule 57: 5314, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 0206, Class:  0, CF:0.431283, Len:  2, Fitness_tra: 0
Rule 59: 9121, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 6111, Class:  1, CF:0.112771, Len:  4, Fitness_tra: 0
Rule 61: 2400, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1665, Class:  2, CF:0.490308, Len:  4, Fitness_tra: 0
Rule 63: 1121, Class:  2, CF:0.170471, Len:  4, Fitness_tra: 0
Rule 64: 1643, Class:  1, CF:0.018658, Len:  4, Fitness_tra: 0
Rule 65: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 5300, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 0050, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 3111, Class:  1, CF:0.0976755, Len:  4, Fitness_tra: 0
Rule 69: 5000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 5405, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 530b, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 3141, Class:  2, CF:0.133706, Len:  4, Fitness_tra: 0
Rule 73: 3614, Class:  2, CF:0.668774, Len:  4, Fitness_tra: 0
Rule 74: 0005, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 9311, Class:  0, CF:0.318901, Len:  4, Fitness_tra: 0
Rule 76: 1213, Class:  0, CF:0.391861, Len:  4, Fitness_tra: 0
Rule 77: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: b336, Class:  1, CF:0.246857, Len:  4, Fitness_tra: 0
Rule 79: 5054, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 1861, Class:  0, CF:0.431638, Len:  4, Fitness_tra: 0
Rule 81: 2141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 5406, Class:  0, CF:0.87629, Len:  3, Fitness_tra: 15
Rule 83: 5642, Class:  2, CF:0.616238, Len:  4, Fitness_tra: 7
Rule 84: 6055, Class:  2, CF:  1, Len:  3, Fitness_tra: 5
Rule 85: 6339, Class:  2, CF:0.879113, Len:  4, Fitness_tra: 1
Rule 86: 0400, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 0050, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 6620, Class:  2, CF:0.878442, Len:  3, Fitness_tra: 9
Rule 89: 6020, Class:  2, CF:0.438806, Len:  2, Fitness_tra: 32
Rule 90: 2236, Class:  0, CF:0.99104, Len:  4, Fitness_tra: 1
Rule 91: 591d, Class:  0, CF:0.923991, Len:  4, Fitness_tra: 9
Rule 92: a506, Class:  1, CF:0.163643, Len:  3, Fitness_tra: 0
Rule 93: 5630, Class:  1, CF:0.0878667, Len:  3, Fitness_tra: 1
Rule 94: 9122, Class:  2, CF:0.0740729, Len:  4, Fitness_tra: -3
Rule 95: 2262, Class:  0, CF:0.82518, Len:  4, Fitness_tra: 19
Rule 96: 5d60, Class:  0, CF:  1, Len:  3, Fitness_tra: 12
Rule 97: 0b03, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 6191, Class:  2, CF:0.799562, Len:  4, Fitness_tra: 1
Rule 99: 9091, Class:  1, CF:0.0166009, Len:  3, Fitness_tra: -1
Rule100: 1431, Class:  0, CF:0.0289865, Len:  4, Fitness_tra: 0
------Current------
Miss_rate(tra)	:12.4555
------Result------
Miss_rate(tra)	:12.4555
Miss_rate(tst)	:14.2857
ARL				:3.43038

------Generation 1------
Rule  1: 0325, Class:  2, CF:0.914341, Len:  3, Fitness_tra: 36
Rule  2: 6020, Class:  2, CF:0.438806, Len:  2, Fitness_tra: 34
Rule  3: 3052, Class:  2, CF:0.914927, Len:  3, Fitness_tra: 25
Rule  4: 5203, Class:  0, CF:0.913946, Len:  3, Fitness_tra: 20
Rule  5: 5460, Class:  0, CF:0.868902, Len:  3, Fitness_tra: 15
Rule  6: 2262, Class:  0, CF:0.82518, Len:  4, Fitness_tra: 3
Rule  7: 2506, Class:  0, CF:0.948035, Len:  3, Fitness_tra: 17
Rule  8: 5406, Class:  0, CF:0.87629, Len:  3, Fitness_tra: 15
Rule  9: 1324, Class:  2, CF:0.826412, Len:  4, Fitness_tra: 13
Rule 10: 4030, Class:  0, CF:0.196953, Len:  2, Fitness_tra: 15
Rule 11: 0206, Class:  0, CF:0.431283, Len:  2, Fitness_tra: 13
Rule 12: 4036, Class:  0, CF:0.728546, Len:  3, Fitness_tra: 12
Rule 13: 5d60, Class:  0, CF:  1, Len:  3, Fitness_tra: 8
Rule 14: 3604, Class:  2, CF:0.82808, Len:  3, Fitness_tra: 12
Rule 15: 0455, Class:  2, CF:0.678704, Len:  3, Fitness_tra: 12
Rule 16: 9411, Class:  0, CF:0.875099, Len:  4, Fitness_tra: 9
Rule 17: 0403, Class:  0, CF:0.254629, Len:  2, Fitness_tra: 10
Rule 18: 591d, Class:  0, CF:0.923991, Len:  4, Fitness_tra: 7
Rule 19: 6705, Class:  2, CF:0.859029, Len:  3, Fitness_tra: 9
Rule 20: 6620, Class:  2, CF:0.878442, Len:  3, Fitness_tra: 8
Rule 21: 1115, Class:  2, CF:0.465362, Len:  4, Fitness_tra: 8
Rule 22: 1513, Class:  0, CF:0.637917, Len:  4, Fitness_tra: 8
Rule 23: 0304, Class:  2, CF:0.231401, Len:  2, Fitness_tra: 6
Rule 24: 1833, Class:  0, CF:0.683324, Len:  4, Fitness_tra: 7
Rule 25: 2066, Class:  0, CF:0.908767, Len:  3, Fitness_tra: 7
Rule 26: 1151, Class:  2, CF:0.464092, Len:  4, Fitness_tra: 7
Rule 27: 1152, Class:  2, CF:0.913659, Len:  4, Fitness_tra: 7
Rule 28: 5642, Class:  2, CF:0.616238, Len:  4, Fitness_tra: 7
Rule 29: 5624, Class:  2, CF:0.601459, Len:  4, Fitness_tra: 6
Rule 30: 3645, Class:  2, CF:  1, Len:  4, Fitness_tra: 5
Rule 31: 6055, Class:  2, CF:  1, Len:  3, Fitness_tra: 8
Rule 32: 2411, Class:  0, CF:0.550047, Len:  4, Fitness_tra: 3
Rule 33: 4500, Class:  0, CF:0.0486909, Len:  2, Fitness_tra: 4
Rule 34: 0055, Class:  2, CF:0.403905, Len:  2, Fitness_tra: 6
Rule 35: 3555, Class:  2, CF:  1, Len:  4, Fitness_tra: 2
Rule 36: 5613, Class:  0, CF:0.457097, Len:  4, Fitness_tra: 3
Rule 37: 020b, Class:  0, CF:0.115884, Len:  2, Fitness_tra: 3
Rule 38: 0500, Class:  0, CF:0.00182347, Len:  1, Fitness_tra: 1
Rule 39: 0340, Class:  2, CF:0.218606, Len:  2, Fitness_tra: 2
Rule 40: 1339, Class:  2, CF:0.559199, Len:  4, Fitness_tra: 2
Rule 41: 1231, Class:  0, CF:0.38704, Len:  4, Fitness_tra: 5
Rule 42: 6191, Class:  2, CF:0.799562, Len:  4, Fitness_tra: 1
Rule 43: 6131, Class:  1, CF:0.299835, Len:  4, Fitness_tra: 1
Rule 44: 6339, Class:  2, CF:0.879113, Len:  4, Fitness_tra: 1
Rule 45: 2236, Class:  0, CF:0.99104, Len:  4, Fitness_tra: 1
Rule 46: 3113, Class:  1, CF:0.232839, Len:  4, Fitness_tra: 1
Rule 47: 5630, Class:  1, CF:0.0878667, Len:  3, Fitness_tra: 1
Rule 48: 615e, Class:  2, CF:  1, Len:  4, Fitness_tra: 0
Rule 49: 5111, Class:  0, CF:0.444689, Len:  4, Fitness_tra: 0
Rule 50: 2111, Class:  0, CF:0.12169, Len:  4, Fitness_tra: 0
Rule 51: 1912, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 0700, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 2465, Class:  0, CF:0.522801, Len:  4, Fitness_tra: 0
Rule 54: 1117, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 3132, Class:  2, CF:0.164413, Len:  4, Fitness_tra: 0
Rule 56: 2111, Class:  0, CF:0.12169, Len:  4, Fitness_tra: 0
Rule 57: 5314, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 0206, Class:  0, CF:0.431283, Len:  2, Fitness_tra: 0
Rule 59: 9121, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 6111, Class:  1, CF:0.112771, Len:  4, Fitness_tra: 0
Rule 61: 2400, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1665, Class:  2, CF:0.490308, Len:  4, Fitness_tra: 0
Rule 63: 1121, Class:  2, CF:0.170471, Len:  4, Fitness_tra: 0
Rule 64: 1643, Class:  1, CF:0.018658, Len:  4, Fitness_tra: 0
Rule 65: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 5300, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 0050, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 3111, Class:  1, CF:0.0976755, Len:  4, Fitness_tra: 0
Rule 69: 5000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 5405, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 530b, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 3141, Class:  2, CF:0.133706, Len:  4, Fitness_tra: 0
Rule 73: 3614, Class:  2, CF:0.668774, Len:  4, Fitness_tra: 0
Rule 74: 0005, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 9311, Class:  0, CF:0.318901, Len:  4, Fitness_tra: 0
Rule 76: 1213, Class:  0, CF:0.391861, Len:  4, Fitness_tra: 0
Rule 77: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: b336, Class:  1, CF:0.246857, Len:  4, Fitness_tra: 0
Rule 79: 5054, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 1861, Class:  0, CF:0.431638, Len:  4, Fitness_tra: 0
Rule 81: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 2000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 0050, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 0006, Class:  0, CF:0.0953487, Len:  1, Fitness_tra: -1
Rule 85: 00b0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 2205, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 0050, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 5230, Class:  0, CF:0.910435, Len:  3, Fitness_tra: 16
Rule 89: 4265, Class:  0, CF:0.700601, Len:  4, Fitness_tra: 9
Rule 90: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 60b4, Class:  2, CF:0.024024, Len:  3, Fitness_tra: 0
Rule 92: 4151, Class:  2, CF:0.214101, Len:  4, Fitness_tra: 0
Rule 93: 1304, Class:  2, CF:0.414838, Len:  3, Fitness_tra: 4
Rule 94: e504, Class:  0, CF:0.793048, Len:  3, Fitness_tra: 10
Rule 95: 1300, Class:  2, CF:0.223232, Len:  2, Fitness_tra: 1
Rule 96: 1358, Class:  2, CF:  1, Len:  4, Fitness_tra: 1
Rule 97: 9854, Class:  1, CF:0.324808, Len:  4, Fitness_tra: -1
Rule 98: 0218, Class:  0, CF:0.0847048, Len:  3, Fitness_tra: 0
Rule 99: 2118, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 0840, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:10.4982
------Result------
Miss_rate(tra)	:10.4982
Miss_rate(tst)	:12.6984
ARL				:3.36842

------Generation 2------
Rule  1: 0325, Class:  2, CF:0.914341, Len:  3, Fitness_tra: 36
Rule  2: 6020, Class:  2, CF:0.438806, Len:  2, Fitness_tra: 34
Rule  3: 3052, Class:  2, CF:0.914927, Len:  3, Fitness_tra: 25
Rule  4: 5203, Class:  0, CF:0.913946, Len:  3, Fitness_tra: 20
Rule  5: 5460, Class:  0, CF:0.868902, Len:  3, Fitness_tra: 15
Rule  6: 2262, Class:  0, CF:0.82518, Len:  4, Fitness_tra: 3
Rule  7: 2506, Class:  0, CF:0.948035, Len:  3, Fitness_tra: 17
Rule  8: 5406, Class:  0, CF:0.87629, Len:  3, Fitness_tra: 15
Rule  9: 1324, Class:  2, CF:0.826412, Len:  4, Fitness_tra: 13
Rule 10: 4030, Class:  0, CF:0.196953, Len:  2, Fitness_tra: 15
Rule 11: 0206, Class:  0, CF:0.431283, Len:  2, Fitness_tra: 13
Rule 12: 4036, Class:  0, CF:0.728546, Len:  3, Fitness_tra: 12
Rule 13: 5d60, Class:  0, CF:  1, Len:  3, Fitness_tra: 8
Rule 14: 3604, Class:  2, CF:0.82808, Len:  3, Fitness_tra: 12
Rule 15: 0455, Class:  2, CF:0.678704, Len:  3, Fitness_tra: 12
Rule 16: 9411, Class:  0, CF:0.875099, Len:  4, Fitness_tra: 9
Rule 17: 0403, Class:  0, CF:0.254629, Len:  2, Fitness_tra: 10
Rule 18: 591d, Class:  0, CF:0.923991, Len:  4, Fitness_tra: 7
Rule 19: 6705, Class:  2, CF:0.859029, Len:  3, Fitness_tra: 9
Rule 20: 6620, Class:  2, CF:0.878442, Len:  3, Fitness_tra: 8
Rule 21: 1115, Class:  2, CF:0.465362, Len:  4, Fitness_tra: 8
Rule 22: 1513, Class:  0, CF:0.637917, Len:  4, Fitness_tra: 8
Rule 23: 0304, Class:  2, CF:0.231401, Len:  2, Fitness_tra: 6
Rule 24: 1833, Class:  0, CF:0.683324, Len:  4, Fitness_tra: 7
Rule 25: 2066, Class:  0, CF:0.908767, Len:  3, Fitness_tra: 7
Rule 26: 1151, Class:  2, CF:0.464092, Len:  4, Fitness_tra: 7
Rule 27: 1152, Class:  2, CF:0.913659, Len:  4, Fitness_tra: 7
Rule 28: 5642, Class:  2, CF:0.616238, Len:  4, Fitness_tra: 7
Rule 29: 5624, Class:  2, CF:0.601459, Len:  4, Fitness_tra: 6
Rule 30: 3645, Class:  2, CF:  1, Len:  4, Fitness_tra: 5
Rule 31: 6055, Class:  2, CF:  1, Len:  3, Fitness_tra: 8
Rule 32: 2411, Class:  0, CF:0.550047, Len:  4, Fitness_tra: 3
Rule 33: 4500, Class:  0, CF:0.0486909, Len:  2, Fitness_tra: 4
Rule 34: 0055, Class:  2, CF:0.403905, Len:  2, Fitness_tra: 6
Rule 35: 3555, Class:  2, CF:  1, Len:  4, Fitness_tra: 2
Rule 36: 5613, Class:  0, CF:0.457097, Len:  4, Fitness_tra: 3
Rule 37: 020b, Class:  0, CF:0.115884, Len:  2, Fitness_tra: 3
Rule 38: 0500, Class:  0, CF:0.00182347, Len:  1, Fitness_tra: 1
