------Generation 0------
Rule  1: 227b81b2b2, Class:  0, CF:0.0373434, Len: 10, Fitness_tra: 0
Rule 90: 41bb162212, Class:  1, CF:0.986157, Len: 10, Fitness_tra: 0
Rule 91: b5728d1147, Class:  0, CF:0.541889, Len: 10, Fitness_tra: 0
Rule 92: b12248b712, Class:  1, CF:0.154011, Len: 10, Fitness_tra: 0
Rule 93: 21221d7144, Class:  1, CF:0.336774, Len: 10, Fitness_tra: 0
Rule 94: 1b4b5f7711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 2174131114, Class:  1, CF:0.285509, Len: 10, Fitness_tra: 0
Rule 96: 24121f71bb, Class:  1, CF:0.96687, Len: 10, Fitness_tra: 0
Rule 97: 284213b27b, Class:  1, CF:0.949108, Len: 10, Fitness_tra: 0
Rule 98: 244b564211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 1111c14b11, Class:  0, CF:0.158459, Len: 10, Fitness_tra: 0
Rule100: 7c22112741, Class:  1, CF:0.800495, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:10.2132
------Result------
Miss_rate(tra)	:10.2132
Miss_rate(tst)	:10.0548
ARL				:8.74725

------Generation 0------
Rule  1: 227b81b2b2, Class:  0, CF:0.0373434, Len: 10, Fitness_tra: 0
Rule  2: 714b2324c2, Class:  1, CF:0.933485, Len: 10, Fitness_tra: 0
Rule  3: 2bb45e411b, Class:  0, CF:0.364697, Len: 10, Fitness_tra: 0
Rule  4: b7421a4777, Class:  1, CF:0.999157, Len: 10, Fitness_tra: 0
Rule  5: 7271314277, Class:  1, CF:0.90209, Len: 10, Fitness_tra: 0
Rule  6: b2b75a2b27, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 7b7b832741, Class:  0, CF:0.676038, Len: 10, Fitness_tra: 0
Rule  8: 2b1211421b, Class:  1, CF:0.28988, Len: 10, Fitness_tra: 0
Rule  9: 7114237b11, Class:  1, CF:0.441464, Len: 10, Fitness_tra: 0
Rule 10: 4b441f1b14, Class:  1, CF:0.999938, Len: 10, Fitness_tra: 0
Rule 11: 0000000000, Class:  0, CF:0.79533, Len:  0, Fitness_tra: 3918
Rule 12: 27b756bb77, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 21471e1214, Class:  1, CF:0.0995596, Len: 10, Fitness_tra: 0
Rule 14: 4343167121, Class:  1, CF:0.962559, Len: 10, Fitness_tra: 0
Rule 15: 0000000000, Class:  0, CF:0.79533, Len:  0, Fitness_tra: 0
Rule 16: 0800000000, Class:  0, CF:0.784426, Len:  1, Fitness_tra: 0
Rule 17: 41b74141b4, Class:  1, CF:0.0796852, Len: 10, Fitness_tra: 0
Rule 18: 742b164721, Class:  1, CF:0.998072, Len: 10, Fitness_tra: 0
Rule 19: b14b1624b7, Class:  1, CF:0.997382, Len: 10, Fitness_tra: 0
Rule 20: 412286774b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 1341c1212c, Class:  1, CF:0.981578, Len: 10, Fitness_tra: 0
Rule 22: 22448eb121, Class:  1, CF:0.144177, Len: 10, Fitness_tra: 0
Rule 23: bbb116bb7b, Class:  1, CF:0.995509, Len: 10, Fitness_tra: 0
Rule 24: 1144117224, Class:  1, CF:0.883887, Len: 10, Fitness_tra: 0
Rule 25: 7c442e7172, Class:  0, CF:0.828011, Len: 10, Fitness_tra: 0
Rule 26: 0000000000, Class:  0, CF:0.79533, Len:  0, Fitness_tra: 0
Rule 27: b41715b772, Class:  0, CF:0.280651, Len: 10, Fitness_tra: 0
Rule 28: b72783272b, Class:  0, CF:0.735962, Len: 10, Fitness_tra: 0
Rule 29: 71b446bb24, Class:  1, CF:0.995355, Len: 10, Fitness_tra: 0
Rule 30: 1821111b14, Class:  1, CF:0.431595, Len: 10, Fitness_tra: 0
Rule 31: 74b25171b4, Class:  0, CF:0.29207, Len: 10, Fitness_tra: 0
Rule 32: 742b432771, Class:  1, CF:0.937664, Len: 10, Fitness_tra: 0
Rule 33: 0000090005, Class:  1, CF:0.977199, Len:  2, Fitness_tra: 0
Rule 34: 282411b4b1, Class:  1, CF:0.801286, Len: 10, Fitness_tra: 0
Rule 35: 24113ab71b, Class:  1, CF:0.997106, Len: 10, Fitness_tra: 0
Rule 36: 44bbc521b2, Class:  0, CF:0.799381, Len: 10, Fitness_tra: 0
Rule 37: 1777d3727b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 47122912b2, Class:  0, CF:0.854617, Len: 10, Fitness_tra: 0
Rule 39: 77bb1d1112, Class:  0, CF:0.772537, Len: 10, Fitness_tra: 0
Rule 40: 1b2bd62424, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: b4244db44b, Class:  1, CF:0.181402, Len: 10, Fitness_tra: 0
Rule 42: 0000000000, Class:  0, CF:0.79533, Len:  0, Fitness_tra: 0
Rule 43: 4b42364241, Class:  1, CF:0.984404, Len: 10, Fitness_tra: 0
Rule 44: 0000000000, Class:  0, CF:0.79533, Len:  0, Fitness_tra: 0
Rule 45: 7bb252b471, Class:  1, CF:0.551465, Len: 10, Fitness_tra: 0
Rule 46: 21418371b2, Class:  0, CF:0.502682, Len: 10, Fitness_tra: 0
Rule 47: 72b4511274, Class:  1, CF:0.223761, Len: 10, Fitness_tra: 0
Rule 48: 222b83b7bb, Class:  0, CF:0.846384, Len: 10, Fitness_tra: 0
Rule 49: 4871197774, Class:  0, CF:0.898692, Len: 10, Fitness_tra: 0
Rule 50: 7bb2131422, Class:  1, CF:0.966596, Len: 10, Fitness_tra: 0
Rule 51: 24b7162b14, Class:  1, CF:0.983954, Len: 10, Fitness_tra: 0
Rule 52: 2221724247, Class:  1, CF:0.941723, Len: 10, Fitness_tra: 0
Rule 53: 27772a27b7, Class:  1, CF:0.999805, Len: 10, Fitness_tra: 0
Rule 54: 0000000000, Class:  0, CF:0.79533, Len:  0, Fitness_tra: 0
Rule 55: 71b22347b7, Class:  1, CF:0.868198, Len: 10, Fitness_tra: 0
Rule 56: 424111417b, Class:  1, CF:0.835648, Len: 10, Fitness_tra: 0
Rule 57: 4117134471, Class:  1, CF:0.833934, Len: 10, Fitness_tra: 0
Rule 58: 772b814272, Class:  1, CF:0.638509, Len: 10, Fitness_tra: 0
Rule 59: b7b41f2727, Class:  1, CF:0.999944, Len: 10, Fitness_tra: 0
Rule 60: 4272da7117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 7447264bbb, Class:  1, CF:0.998492, Len: 10, Fitness_tra: 0
Rule 62: 11421f2b71, Class:  1, CF:0.973788, Len: 10, Fitness_tra: 0
Rule 63: b21b29474b, Class:  0, CF:0.25936, Len: 10, Fitness_tra: 0
Rule 64: 722751472b, Class:  1, CF:0.457978, Len: 10, Fitness_tra: 0
Rule 65: 13b1c91b1c, Class:  1, CF:0.996505, Len: 10, Fitness_tra: 0
Rule 66: 411b25b711, Class:  0, CF:0.440353, Len: 10, Fitness_tra: 0
Rule 67: 22b7151141, Class:  0, CF:0.670474, Len: 10, Fitness_tra: 0
Rule 68: 2242894274, Class:  1, CF:0.151322, Len: 10, Fitness_tra: 0
Rule 69: 4bb283277b, Class:  0, CF:0.468843, Len: 10, Fitness_tra: 0
Rule 70: 7141311174, Class:  1, CF:0.741759, Len: 10, Fitness_tra: 0
Rule 71: b4142142b7, Class:  0, CF:0.132442, Len: 10, Fitness_tra: 0
Rule 72: 4721854b12, Class:  1, CF:0.449615, Len: 10, Fitness_tra: 0
Rule 73: b84b214b22, Class:  1, CF:0.273185, Len: 10, Fitness_tra: 0
Rule 74: 4142151217, Class:  0, CF:0.222717, Len: 10, Fitness_tra: 0
Rule 75: 4bb1112441, Class:  1, CF:0.809865, Len: 10, Fitness_tra: 0
Rule 76: 7742164b42, Class:  1, CF:0.995338, Len: 10, Fitness_tra: 0
Rule 77: 0800000000, Class:  0, CF:0.784426, Len:  1, Fitness_tra: 0
Rule 78: 21114d4124, Class:  1, CF:0.527067, Len: 10, Fitness_tra: 0
Rule 79: 7421211241, Class:  1, CF:0.798292, Len: 10, Fitness_tra: 0
Rule 80: 2db1417741, Class:  1, CF:0.621757, Len: 10, Fitness_tra: 0
Rule 81: 0000000000, Class:  0, CF:0.79533, Len:  0, Fitness_tra: 0
Rule 82: b2771a2277, Class:  1, CF:0.999001, Len: 10, Fitness_tra: 0
Rule 83: b27b897141, Class:  1, CF:0.122787, Len: 10, Fitness_tra: 0
Rule 84: 414222b117, Class:  0, CF:0.455017, Len: 10, Fitness_tra: 0
Rule 85: 2147897221, Class:  1, CF:0.610057, Len: 10, Fitness_tra: 0
Rule 86: 74175a2b22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 0000000000, Class:  0, CF:0.79533, Len:  0, Fitness_tra: 0
Rule 88: 78b1291177, Class:  0, CF:0.934223, Len: 10, Fitness_tra: 0
Rule 89: 000d200000, Class:  1, CF:0.885802, Len:  2, Fitness_tra: 1
Rule 90: 41bb162212, Class:  1, CF:0.986157, Len: 10, Fitness_tra: 0
Rule 91: b5728d1147, Class:  0, CF:0.541889, Len: 10, Fitness_tra: 0
Rule 92: b12248b712, Class:  1, CF:0.154011, Len: 10, Fitness_tra: 0
Rule 93: 21221d7144, Class:  1, CF:0.336774, Len: 10, Fitness_tra: 0
Rule 94: 1b4b5f7711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 2174131114, Class:  1, CF:0.285509, Len: 10, Fitness_tra: 0
Rule 96: 24121f71bb, Class:  1, CF:0.96687, Len: 10, Fitness_tra: 0
Rule 97: 284213b27b, Class:  1, CF:0.949108, Len: 10, Fitness_tra: 0
Rule 98: 244b564211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 1111c14b11, Class:  0, CF:0.158459, Len: 10, Fitness_tra: 0
Rule100: 7c22112741, Class:  1, CF:0.800495, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:10.2132
------Result------
Miss_rate(tra)	:10.2132
Miss_rate(tst)	:10.0548
ARL				:8.74725

------Generation 1------
Rule  1: 227b81b2b2, Class:  0, CF:0.0373434, Len: 10, Fitness_tra: 0
Rule  2: 714b2324c2, Class:  1, CF:0.933485, Len: 10, Fitness_tra: 0
Rule  3: 2bb45e411b, Class:  0, CF:0.364697, Len: 10, Fitness_tra: 0
Rule  4: b7421a4777, Class:  1, CF:0.999157, Len: 10, Fitness_tra: 0
Rule  5: 7271314277, Class:  1, CF:0.90209, Len: 10, Fitness_tra: 0
Rule  6: b2b75a2b27, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 7b7b832741, Class:  0, CF:0.676038, Len: 10, Fitness_tra: 0
Rule  8: 2b1211421b, Class:  1, CF:0.28988, Len: 10, Fitness_tra: 0
Rule  9: 7114237b11, Class:  1, CF:0.441464, Len: 10, Fitness_tra: 0
Rule 10: 4b441f1b14, Class:  1, CF:0.999938, Len: 10, Fitness_tra: 0
Rule 11: 0000000000, Class:  0, CF:0.79533, Len:  0, Fitness_tra: 3918
Rule 12: 27b756bb77, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 21471e1214, Class:  1, CF:0.0995596, Len: 10, Fitness_tra: 0
Rule 14: 4343167121, Class:  1, CF:0.962559, Len: 10, Fitness_tra: 0
Rule 15: 0000000000, Class:  0, CF:0.79533, Len:  0, Fitness_tra: 0
Rule 16: 0800000000, Class:  0, CF:0.784426, Len:  1, Fitness_tra: 0
Rule 17: 41b74141b4, Class:  1, CF:0.0796852, Len: 10, Fitness_tra: 0
Rule 18: 742b164721, Class:  1, CF:0.998072, Len: 10, Fitness_tra: 0
Rule 19: b14b1624b7, Class:  1, CF:0.997382, Len: 10, Fitness_tra: 0
Rule 20: 412286774b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 1341c1212c, Class:  1, CF:0.981578, Len: 10, Fitness_tra: 0
Rule 22: 22448eb121, Class:  1, CF:0.144177, Len: 10, Fitness_tra: 0
Rule 23: bbb116bb7b, Class:  1, CF:0.995509, Len: 10, Fitness_tra: 0
Rule 24: 1144117224, Class:  1, CF:0.883887, Len: 10, Fitness_tra: 0
Rule 25: 7c442e7172, Class:  0, CF:0.828011, Len: 10, Fitness_tra: 0
Rule 26: 0000000000, Class:  0, CF:0.79533, Len:  0, Fitness_tra: 0
Rule 27: b41715b772, Class:  0, CF:0.280651, Len: 10, Fitness_tra: 0
Rule 28: b72783272b, Class:  0, CF:0.735962, Len: 10, Fitness_tra: 0
Rule 29: 71b446bb24, Class:  1, CF:0.995355, Len: 10, Fitness_tra: 0
Rule 30: 1821111b14, Class:  1, CF:0.431595, Len: 10, Fitness_tra: 0
Rule 31: 74b25171b4, Class:  0, CF:0.29207, Len: 10, Fitness_tra: 0
Rule 32: 742b432771, Class:  1, CF:0.937664, Len: 10, Fitness_tra: 0
Rule 33: 0000090005, Class:  1, CF:0.977199, Len:  2, Fitness_tra: 0
Rule 34: 282411b4b1, Class:  1, CF:0.801286, Len: 10, Fitness_tra: 0
Rule 35: 24113ab71b, Class:  1, CF:0.997106, Len: 10, Fitness_tra: 0
Rule 36: 44bbc521b2, Class:  0, CF:0.799381, Len: 10, Fitness_tra: 0
Rule 37: 1777d3727b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 47122912b2, Class:  0, CF:0.854617, Len: 10, Fitness_tra: 0
Rule 39: 77bb1d1112, Class:  0, CF:0.772537, Len: 10, Fitness_tra: 0
Rule 40: 1b2bd62424, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: b4244db44b, Class:  1, CF:0.181402, Len: 10, Fitness_tra: 0
Rule 42: 0000000000, Class:  0, CF:0.79533, Len:  0, Fitness_tra: 0
Rule 43: 4b42364241, Class:  1, CF:0.984404, Len: 10, Fitness_tra: 0
Rule 44: 0000000000, Class:  0, CF:0.79533, Len:  0, Fitness_tra: 0
Rule 45: 7bb252b471, Class:  1, CF:0.551465, Len: 10, Fitness_tra: 0
Rule 46: 21418371b2, Class:  0, CF:0.502682, Len: 10, Fitness_tra: 0
Rule 47: 72b4511274, Class:  1, CF:0.223761, Len: 10, Fitness_tra: 0
Rule 48: 222b83b7bb, Class:  0, CF:0.846384, Len: 10, Fitness_tra: 0
Rule 49: 4871197774, Class:  0, CF:0.898692, Len: 10, Fitness_tra: 0
Rule 50: 7bb2131422, Class:  1, CF:0.966596, Len: 10, Fitness_tra: 0
Rule 51: 24b7162b14, Class:  1, CF:0.983954, Len: 10, Fitness_tra: 0
Rule 52: 2221724247, Class:  1, CF:0.941723, Len: 10, Fitness_tra: 0
Rule 53: 27772a27b7, Class:  1, CF:0.999805, Len: 10, Fitness_tra: 0
Rule 54: 0000000000, Class:  0, CF:0.79533, Len:  0, Fitness_tra: 0
Rule 55: 71b22347b7, Class:  1, CF:0.868198, Len: 10, Fitness_tra: 0
Rule 56: 424111417b, Class:  1, CF:0.835648, Len: 10, Fitness_tra: 0
Rule 57: 4117134471, Class:  1, CF:0.833934, Len: 10, Fitness_tra: 0
Rule 58: 772b814272, Class:  1, CF:0.638509, Len: 10, Fitness_tra: 0
Rule 59: b7b41f2727, Class:  1, CF:0.999944, Len: 10, Fitness_tra: 0
Rule 60: 4272da7117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 7447264bbb, Class:  1, CF:0.998492, Len: 10, Fitness_tra: 0
Rule 62: 11421f2b71, Class:  1, CF:0.973788, Len: 10, Fitness_tra: 0
Rule 63: b21b29474b, Class:  0, CF:0.25936, Len: 10, Fitness_tra: 0
Rule 64: 722751472b, Class:  1, CF:0.457978, Len: 10, Fitness_tra: 0
Rule 65: 13b1c91b1c, Class:  1, CF:0.996505, Len: 10, Fitness_tra: 0
Rule 66: 411b25b711, Class:  0, CF:0.440353, Len: 10, Fitness_tra: 0
Rule 67: 22b7151141, Class:  0, CF:0.670474, Len: 10, Fitness_tra: 0
Rule 68: 2242894274, Class:  1, CF:0.151322, Len: 10, Fitness_tra: 0
Rule 69: 4bb283277b, Class:  0, CF:0.468843, Len: 10, Fitness_tra: 0
Rule 70: 7141311174, Class:  1, CF:0.741759, Len: 10, Fitness_tra: 0
Rule 71: b4142142b7, Class:  0, CF:0.132442, Len: 10, Fitness_tra: 0
Rule 72: 4721854b12, Class:  1, CF:0.449615, Len: 10, Fitness_tra: 0
Rule 73: b84b214b22, Class:  1, CF:0.273185, Len: 10, Fitness_tra: 0
Rule 74: 4142151217, Class:  0, CF:0.222717, Len: 10, Fitness_tra: 0
Rule 75: 4bb1112441, Class:  1, CF:0.809865, Len: 10, Fitness_tra: 0
Rule 76: 7742164b42, Class:  1, CF:0.995338, Len: 10, Fitness_tra: 0
Rule 77: 0800000000, Class:  0, CF:0.784426, Len:  1, Fitness_tra: 0
Rule 78: 21114d4124, Class:  1, CF:0.527067, Len: 10, Fitness_tra: 0
Rule 79: 7421211241, Class:  1, CF:0.798292, Len: 10, Fitness_tra: 0
Rule 80: 2db1417741, Class:  1, CF:0.621757, Len: 10, Fitness_tra: 0
Rule 81: 0000000000, Class:  0, CF:0.79533, Len:  0, Fitness_tra: 0
Rule 82: b2771a2277, Class:  1, CF:0.999001, Len: 10, Fitness_tra: 0
Rule 83: b27b897141, Class:  1, CF:0.122787, Len: 10, Fitness_tra: 0
Rule 84: 414222b117, Class:  0, CF:0.455017, Len: 10, Fitness_tra: 0
Rule 85: 2147897221, Class:  1, CF:0.610057, Len: 10, Fitness_tra: 0
Rule 86: 74175a2b22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 0000000000, Class:  0, CF:0.79533, Len:  0, Fitness_tra: 0
Rule 88: 78b1291177, Class:  0, CF:0.934223, Len: 10, Fitness_tra: 0
Rule 89: 000d200000, Class:  1, CF:0.885802, Len:  2, Fitness_tra: 1
Rule 90: 41bb162212, Class:  1, CF:0.986157, Len: 10, Fitness_tra: 0
Rule 91: b5728d1147, Class:  0, CF:0.541889, Len: 10, Fitness_tra: 0
Rule 92: b12248b712, Class:  1, CF:0.154011, Len: 10, Fitness_tra: 0
Rule 93: 21221d7144, Class:  1, CF:0.336774, Len: 10, Fitness_tra: 0
Rule 94: 1b4b5f7711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 2174131114, Class:  1, CF:0.285509, Len: 10, Fitness_tra: 0
Rule 96: 24121f71bb, Class:  1, CF:0.96687, Len: 10, Fitness_tra: 0
Rule 97: 284213b27b, Class:  1, CF:0.949108, Len: 10, Fitness_tra: 0
Rule 98: 244b564211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 1111c14b11, Class:  0, CF:0.158459, Len: 10, Fitness_tra: 0
Rule100: 7c22112741, Class:  1, CF:0.800495, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:10.2132
------Result------
Miss_rate(tra)	:10.2132
Miss_rate(tst)	:10.0548
ARL				:8.74725

------Generation 2------
Rule  1: 227b81b2b2, Class:  0, CF:0.0373434, Len: 10, Fitness_tra: 0
Rule  2: 714b2324c2, Class:  1, CF:0.933485, Len: 10, Fitness_tra: 0
Rule  3: 2bb45e411b, Class:  0, CF:0.364697, Len: 10, Fitness_tra: 0
Rule  4: b7421a4777, Class:  1, CF:0.999157, Len: 10, Fitness_tra: 0
Rule  5: 7271314277, Class:  1, CF:0.90209, Len: 10, Fitness_tra: 0
Rule  6: b2b75a2b27, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 7b7b832741, Class:  0, CF:0.676038, Len: 10, Fitness_tra: 0
Rule  8: 2b1211421b, Class:  1, CF:0.28988, Len: 10, Fitness_tra: 0
Rule  9: 7114237b11, Class:  1, CF:0.441464, Len: 10, Fitness_tra: 0
Rule 10: 4b441f1b14, Class:  1, CF:0.999938, Len: 10, Fitness_tra: 0
Rule 11: 0000000000, Class:  0, CF:0.79533, Len:  0, Fitness_tra: 3918
