------Generation 0------
Rule  1: bb718a7447, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 121b3311b2, Class:  0, CF:0.817711, Len: 10, Fitness_tra: 0
Rule 42: 1b22c917b4, Class:  0, CF:0.76109, Len: 10, Fitness_tra: 0
Rule 43: 0000030005, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 44: 74b4512747, Class:  1, CF:0.258716, Len: 10, Fitness_tra: 0
Rule 45: 747bc37771, Class:  0, CF:0.957419, Len: 10, Fitness_tra: 0
Rule 46: 77122abb44, Class:  1, CF:0.998546, Len: 10, Fitness_tra: 0
Rule 47: 74bb13142b, Class:  1, CF:0.608681, Len: 10, Fitness_tra: 0
Rule 48: 427bdf4717, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 12b2837122, Class:  0, CF:0.905377, Len: 10, Fitness_tra: 0
Rule 50: 1c722e2b72, Class:  0, CF:0.71382, Len: 10, Fitness_tra: 0
Rule 51: 112b4347bb, Class:  1, CF:0.364411, Len: 10, Fitness_tra: 0
Rule 52: 12445a7221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 1124217b4b, Class:  0, CF:0.300378, Len: 10, Fitness_tra: 0
Rule 54: b8bb81b441, Class:  0, CF:0.471944, Len: 10, Fitness_tra: 0
Rule 55: 114b161271, Class:  1, CF:0.924256, Len: 10, Fitness_tra: 0
Rule 56: 7371b977b2, Class:  0, CF:0.447885, Len: 10, Fitness_tra: 0
Rule 57: 141caab741, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 74b72147b1, Class:  0, CF:0.300669, Len: 10, Fitness_tra: 0
Rule 59: b242414bb1, Class:  0, CF:0.117932, Len: 10, Fitness_tra: 0
Rule 60: 1d74714b21, Class:  0, CF:0.0838001, Len: 10, Fitness_tra: 0
Rule 61: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 62: 12245374b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1517197142, Class:  0, CF:0.753691, Len: 10, Fitness_tra: 0
Rule 64: 244261bb47, Class:  1, CF:0.888103, Len: 10, Fitness_tra: 0
Rule 65: b2718ab247, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 47271ab241, Class:  1, CF:0.999454, Len: 10, Fitness_tra: 0
Rule 67: 1111ce7124, Class:  0, CF:0.353849, Len: 10, Fitness_tra: 0
Rule 68: 4211812724, Class:  1, CF:0.427877, Len: 10, Fitness_tra: 0
Rule 69: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 70: 711bc31b74, Class:  0, CF:0.670941, Len: 10, Fitness_tra: 0
Rule 71: 1527134214, Class:  1, CF:0.966475, Len: 10, Fitness_tra: 0
Rule 72: 4277562421, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 214b2d4742, Class:  1, CF:0.487483, Len: 10, Fitness_tra: 0
Rule 74: 1b1451214b, Class:  0, CF:0.223382, Len: 10, Fitness_tra: 0
Rule 75: b722117bb2, Class:  1, CF:0.308498, Len: 10, Fitness_tra: 0
Rule 76: 21b7ce21b1, Class:  0, CF:0.992812, Len: 10, Fitness_tra: 0
Rule 77: 41285f4b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 78b421214b, Class:  0, CF:0.0748631, Len: 10, Fitness_tra: 0
Rule 79: 4274114b71, Class:  1, CF:0.451228, Len: 10, Fitness_tra: 0
Rule 80: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 81: 4227134b22, Class:  1, CF:0.993797, Len: 10, Fitness_tra: 0
Rule 82: 17b4317bb4, Class:  1, CF:0.202311, Len: 10, Fitness_tra: 0
Rule 83: b227c127b1, Class:  0, CF:0.680745, Len: 10, Fitness_tra: 0
Rule 84: 14112d4b4b, Class:  0, CF:0.464046, Len: 10, Fitness_tra: 0
Rule 85: 4bb1ca21b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 1727cf4b21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 4612812211, Class:  1, CF:0.0105856, Len: 10, Fitness_tra: 0
Rule 88: 114b132117, Class:  1, CF:0.483064, Len: 10, Fitness_tra: 0
Rule 89: 7c7241421b, Class:  0, CF:0.0381416, Len: 10, Fitness_tra: 0
Rule 90: 1b2419bb17, Class:  0, CF:0.923689, Len: 10, Fitness_tra: 0
Rule 91: 4c12112242, Class:  1, CF:0.371497, Len: 10, Fitness_tra: 0
Rule 92: 11422e4274, Class:  0, CF:0.273972, Len: 10, Fitness_tra: 0
Rule 93: 47271a121b, Class:  1, CF:0.92914, Len: 10, Fitness_tra: 0
Rule 94: 12b7c14422, Class:  1, CF:0.0282114, Len: 10, Fitness_tra: 0
Rule 95: 2122514b21, Class:  0, CF:0.187475, Len: 10, Fitness_tra: 0
Rule 96: 127b13b172, Class:  1, CF:0.737076, Len: 10, Fitness_tra: 0
Rule 97: 11b21e442b, Class:  0, CF:0.570273, Len: 10, Fitness_tra: 0
Rule 98: 75148d47b7, Class:  0, CF:0.41273, Len: 10, Fitness_tra: 0
Rule 99: 217413b2b1, Class:  1, CF:0.837771, Len: 10, Fitness_tra: 0
Rule100: 147b262171, Class:  1, CF:0.904227, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:10.2132
------Result------
Miss_rate(tra)	:10.2132
Miss_rate(tst)	:10.2377
ARL				:8.98837

------Generation 0------
Rule  1: bb718a7447, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  2: b927811471, Class:  0, CF:0.0949669, Len: 10, Fitness_tra: 0
Rule  3: 4117264414, Class:  1, CF:0.956365, Len: 10, Fitness_tra: 0
Rule  4: 747156b112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: 2871197222, Class:  0, CF:0.969908, Len: 10, Fitness_tra: 0
Rule  6: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 3910
Rule  7: b17b16b141, Class:  1, CF:0.948713, Len: 10, Fitness_tra: 0
Rule  8: 24b28eb122, Class:  1, CF:0.178423, Len: 10, Fitness_tra: 0
Rule  9: 2db4734471, Class:  1, CF:0.815261, Len: 10, Fitness_tra: 0
Rule 10: 117b511721, Class:  0, CF:0.395153, Len: 10, Fitness_tra: 0
Rule 11: 000000000b, Class:  0, CF:0.919403, Len:  1, Fitness_tra: 9
Rule 12: 421bc5742b, Class:  0, CF:0.741774, Len: 10, Fitness_tra: 0
Rule 13: 74423f17b2, Class:  1, CF:0.999892, Len: 10, Fitness_tra: 0
Rule 14: 411bf622b4, Class:  1, CF:0.981693, Len: 10, Fitness_tra: 0
Rule 15: b1b4192712, Class:  0, CF:0.00296643, Len: 10, Fitness_tra: 0
Rule 16: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 17: 2122214114, Class:  0, CF:0.109042, Len: 10, Fitness_tra: 0
Rule 18: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 19: bdb74eb142, Class:  0, CF:0.936089, Len: 10, Fitness_tra: 0
Rule 20: 211b2e2142, Class:  0, CF:0.323332, Len: 10, Fitness_tra: 0
Rule 21: 71bb867174, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 23: b24241b271, Class:  1, CF:0.126195, Len: 10, Fitness_tra: 0
Rule 24: b114854271, Class:  1, CF:0.1635, Len: 10, Fitness_tra: 0
Rule 25: 1422611112, Class:  0, CF:0.794182, Len: 10, Fitness_tra: 0
Rule 26: 1741c67742, Class:  0, CF:0.840752, Len: 10, Fitness_tra: 0
Rule 27: 744b1e4421, Class:  1, CF:0.280402, Len: 10, Fitness_tra: 0
Rule 28: 41718e24b7, Class:  1, CF:0.789205, Len: 10, Fitness_tra: 0
Rule 29: 412221172b, Class:  1, CF:0.26933, Len: 10, Fitness_tra: 0
Rule 30: 244b1eb2b1, Class:  0, CF:0.527341, Len: 10, Fitness_tra: 0
Rule 31: 47118a7447, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: b2b15317b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: b1242524b2, Class:  0, CF:0.137834, Len: 10, Fitness_tra: 0
Rule 34: 774bc124b4, Class:  0, CF:0.0465667, Len: 10, Fitness_tra: 0
Rule 35: 4177217b2b, Class:  1, CF:0.0601392, Len: 10, Fitness_tra: 0
Rule 36: 25241e1224, Class:  0, CF:0.98759, Len: 10, Fitness_tra: 0
Rule 37: 192781221c, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 38: 742bc14717, Class:  0, CF:0.480202, Len: 10, Fitness_tra: 0
Rule 39: 7412c672b4, Class:  0, CF:0.791157, Len: 10, Fitness_tra: 0
Rule 40: 1bb1131771, Class:  1, CF:0.504348, Len: 10, Fitness_tra: 0
Rule 41: 121b3311b2, Class:  0, CF:0.817711, Len: 10, Fitness_tra: 0
Rule 42: 1b22c917b4, Class:  0, CF:0.76109, Len: 10, Fitness_tra: 0
Rule 43: 0000030005, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 44: 74b4512747, Class:  1, CF:0.258716, Len: 10, Fitness_tra: 0
Rule 45: 747bc37771, Class:  0, CF:0.957419, Len: 10, Fitness_tra: 0
Rule 46: 77122abb44, Class:  1, CF:0.998546, Len: 10, Fitness_tra: 0
Rule 47: 74bb13142b, Class:  1, CF:0.608681, Len: 10, Fitness_tra: 0
Rule 48: 427bdf4717, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 12b2837122, Class:  0, CF:0.905377, Len: 10, Fitness_tra: 0
Rule 50: 1c722e2b72, Class:  0, CF:0.71382, Len: 10, Fitness_tra: 0
Rule 51: 112b4347bb, Class:  1, CF:0.364411, Len: 10, Fitness_tra: 0
Rule 52: 12445a7221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 1124217b4b, Class:  0, CF:0.300378, Len: 10, Fitness_tra: 0
Rule 54: b8bb81b441, Class:  0, CF:0.471944, Len: 10, Fitness_tra: 0
Rule 55: 114b161271, Class:  1, CF:0.924256, Len: 10, Fitness_tra: 0
Rule 56: 7371b977b2, Class:  0, CF:0.447885, Len: 10, Fitness_tra: 0
Rule 57: 141caab741, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 74b72147b1, Class:  0, CF:0.300669, Len: 10, Fitness_tra: 0
Rule 59: b242414bb1, Class:  0, CF:0.117932, Len: 10, Fitness_tra: 0
Rule 60: 1d74714b21, Class:  0, CF:0.0838001, Len: 10, Fitness_tra: 0
Rule 61: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 62: 12245374b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1517197142, Class:  0, CF:0.753691, Len: 10, Fitness_tra: 0
Rule 64: 244261bb47, Class:  1, CF:0.888103, Len: 10, Fitness_tra: 0
Rule 65: b2718ab247, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 47271ab241, Class:  1, CF:0.999454, Len: 10, Fitness_tra: 0
Rule 67: 1111ce7124, Class:  0, CF:0.353849, Len: 10, Fitness_tra: 0
Rule 68: 4211812724, Class:  1, CF:0.427877, Len: 10, Fitness_tra: 0
Rule 69: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 70: 711bc31b74, Class:  0, CF:0.670941, Len: 10, Fitness_tra: 0
Rule 71: 1527134214, Class:  1, CF:0.966475, Len: 10, Fitness_tra: 0
Rule 72: 4277562421, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 214b2d4742, Class:  1, CF:0.487483, Len: 10, Fitness_tra: 0
Rule 74: 1b1451214b, Class:  0, CF:0.223382, Len: 10, Fitness_tra: 0
Rule 75: b722117bb2, Class:  1, CF:0.308498, Len: 10, Fitness_tra: 0
Rule 76: 21b7ce21b1, Class:  0, CF:0.992812, Len: 10, Fitness_tra: 0
Rule 77: 41285f4b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 78b421214b, Class:  0, CF:0.0748631, Len: 10, Fitness_tra: 0
Rule 79: 4274114b71, Class:  1, CF:0.451228, Len: 10, Fitness_tra: 0
Rule 80: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 81: 4227134b22, Class:  1, CF:0.993797, Len: 10, Fitness_tra: 0
Rule 82: 17b4317bb4, Class:  1, CF:0.202311, Len: 10, Fitness_tra: 0
Rule 83: b227c127b1, Class:  0, CF:0.680745, Len: 10, Fitness_tra: 0
Rule 84: 14112d4b4b, Class:  0, CF:0.464046, Len: 10, Fitness_tra: 0
Rule 85: 4bb1ca21b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 1727cf4b21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 4612812211, Class:  1, CF:0.0105856, Len: 10, Fitness_tra: 0
Rule 88: 114b132117, Class:  1, CF:0.483064, Len: 10, Fitness_tra: 0
Rule 89: 7c7241421b, Class:  0, CF:0.0381416, Len: 10, Fitness_tra: 0
Rule 90: 1b2419bb17, Class:  0, CF:0.923689, Len: 10, Fitness_tra: 0
Rule 91: 4c12112242, Class:  1, CF:0.371497, Len: 10, Fitness_tra: 0
Rule 92: 11422e4274, Class:  0, CF:0.273972, Len: 10, Fitness_tra: 0
Rule 93: 47271a121b, Class:  1, CF:0.92914, Len: 10, Fitness_tra: 0
Rule 94: 12b7c14422, Class:  1, CF:0.0282114, Len: 10, Fitness_tra: 0
Rule 95: 2122514b21, Class:  0, CF:0.187475, Len: 10, Fitness_tra: 0
Rule 96: 127b13b172, Class:  1, CF:0.737076, Len: 10, Fitness_tra: 0
Rule 97: 11b21e442b, Class:  0, CF:0.570273, Len: 10, Fitness_tra: 0
Rule 98: 75148d47b7, Class:  0, CF:0.41273, Len: 10, Fitness_tra: 0
Rule 99: 217413b2b1, Class:  1, CF:0.837771, Len: 10, Fitness_tra: 0
Rule100: 147b262171, Class:  1, CF:0.904227, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:10.2132
------Result------
Miss_rate(tra)	:10.2132
Miss_rate(tst)	:10.2377
ARL				:8.98837

------Generation 1------
Rule  1: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 3929
Rule  2: 000000000b, Class:  0, CF:0.919403, Len:  1, Fitness_tra: 9
Rule  3: bb718a7447, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: 747156b112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: 2871197222, Class:  0, CF:0.969908, Len: 10, Fitness_tra: 0
Rule  6: b927811471, Class:  0, CF:0.0949669, Len: 10, Fitness_tra: 0
Rule  7: b17b16b141, Class:  1, CF:0.948713, Len: 10, Fitness_tra: 0
Rule  8: 24b28eb122, Class:  1, CF:0.178423, Len: 10, Fitness_tra: 0
Rule  9: 2db4734471, Class:  1, CF:0.815261, Len: 10, Fitness_tra: 0
Rule 10: 117b511721, Class:  0, CF:0.395153, Len: 10, Fitness_tra: 0
Rule 11: 4117264414, Class:  1, CF:0.956365, Len: 10, Fitness_tra: 0
Rule 12: 421bc5742b, Class:  0, CF:0.741774, Len: 10, Fitness_tra: 0
Rule 13: 74423f17b2, Class:  1, CF:0.999892, Len: 10, Fitness_tra: 0
Rule 14: 411bf622b4, Class:  1, CF:0.981693, Len: 10, Fitness_tra: 0
Rule 15: b1b4192712, Class:  0, CF:0.00296643, Len: 10, Fitness_tra: 0
Rule 16: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 17: 2122214114, Class:  0, CF:0.109042, Len: 10, Fitness_tra: 0
Rule 18: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 19: bdb74eb142, Class:  0, CF:0.936089, Len: 10, Fitness_tra: 0
Rule 20: 211b2e2142, Class:  0, CF:0.323332, Len: 10, Fitness_tra: 0
Rule 21: 71bb867174, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 23: b24241b271, Class:  1, CF:0.126195, Len: 10, Fitness_tra: 0
Rule 24: b114854271, Class:  1, CF:0.1635, Len: 10, Fitness_tra: 0
Rule 25: 1422611112, Class:  0, CF:0.794182, Len: 10, Fitness_tra: 0
Rule 26: 1741c67742, Class:  0, CF:0.840752, Len: 10, Fitness_tra: 0
Rule 27: 744b1e4421, Class:  1, CF:0.280402, Len: 10, Fitness_tra: 0
Rule 28: 41718e24b7, Class:  1, CF:0.789205, Len: 10, Fitness_tra: 0
Rule 29: 412221172b, Class:  1, CF:0.26933, Len: 10, Fitness_tra: 0
Rule 30: 244b1eb2b1, Class:  0, CF:0.527341, Len: 10, Fitness_tra: 0
Rule 31: 47118a7447, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: b2b15317b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: b1242524b2, Class:  0, CF:0.137834, Len: 10, Fitness_tra: 0
Rule 34: 774bc124b4, Class:  0, CF:0.0465667, Len: 10, Fitness_tra: 0
Rule 35: 4177217b2b, Class:  1, CF:0.0601392, Len: 10, Fitness_tra: 0
Rule 36: 25241e1224, Class:  0, CF:0.98759, Len: 10, Fitness_tra: 0
Rule 37: 192781221c, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 38: 742bc14717, Class:  0, CF:0.480202, Len: 10, Fitness_tra: 0
Rule 39: 7412c672b4, Class:  0, CF:0.791157, Len: 10, Fitness_tra: 0
Rule 40: 1bb1131771, Class:  1, CF:0.504348, Len: 10, Fitness_tra: 0
Rule 41: 121b3311b2, Class:  0, CF:0.817711, Len: 10, Fitness_tra: 0
Rule 42: 1b22c917b4, Class:  0, CF:0.76109, Len: 10, Fitness_tra: 0
Rule 43: 0000030005, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 44: 74b4512747, Class:  1, CF:0.258716, Len: 10, Fitness_tra: 0
Rule 45: 747bc37771, Class:  0, CF:0.957419, Len: 10, Fitness_tra: 0
Rule 46: 77122abb44, Class:  1, CF:0.998546, Len: 10, Fitness_tra: 0
Rule 47: 74bb13142b, Class:  1, CF:0.608681, Len: 10, Fitness_tra: 0
Rule 48: 427bdf4717, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 12b2837122, Class:  0, CF:0.905377, Len: 10, Fitness_tra: 0
Rule 50: 1c722e2b72, Class:  0, CF:0.71382, Len: 10, Fitness_tra: 0
Rule 51: 112b4347bb, Class:  1, CF:0.364411, Len: 10, Fitness_tra: 0
Rule 52: 12445a7221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 1124217b4b, Class:  0, CF:0.300378, Len: 10, Fitness_tra: 0
Rule 54: b8bb81b441, Class:  0, CF:0.471944, Len: 10, Fitness_tra: 0
Rule 55: 114b161271, Class:  1, CF:0.924256, Len: 10, Fitness_tra: 0
Rule 56: 7371b977b2, Class:  0, CF:0.447885, Len: 10, Fitness_tra: 0
Rule 57: 141caab741, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 74b72147b1, Class:  0, CF:0.300669, Len: 10, Fitness_tra: 0
Rule 59: b242414bb1, Class:  0, CF:0.117932, Len: 10, Fitness_tra: 0
Rule 60: 1d74714b21, Class:  0, CF:0.0838001, Len: 10, Fitness_tra: 0
Rule 61: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 62: 12245374b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1517197142, Class:  0, CF:0.753691, Len: 10, Fitness_tra: 0
Rule 64: 244261bb47, Class:  1, CF:0.888103, Len: 10, Fitness_tra: 0
Rule 65: b2718ab247, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 47271ab241, Class:  1, CF:0.999454, Len: 10, Fitness_tra: 0
Rule 67: 1111ce7124, Class:  0, CF:0.353849, Len: 10, Fitness_tra: 0
Rule 68: 4211812724, Class:  1, CF:0.427877, Len: 10, Fitness_tra: 0
Rule 69: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 70: 711bc31b74, Class:  0, CF:0.670941, Len: 10, Fitness_tra: 0
Rule 71: 1527134214, Class:  1, CF:0.966475, Len: 10, Fitness_tra: 0
Rule 72: 4277562421, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 214b2d4742, Class:  1, CF:0.487483, Len: 10, Fitness_tra: 0
Rule 74: 1b1451214b, Class:  0, CF:0.223382, Len: 10, Fitness_tra: 0
Rule 75: b722117bb2, Class:  1, CF:0.308498, Len: 10, Fitness_tra: 0
Rule 76: 21b7ce21b1, Class:  0, CF:0.992812, Len: 10, Fitness_tra: 0
Rule 77: 41285f4b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 78b421214b, Class:  0, CF:0.0748631, Len: 10, Fitness_tra: 0
Rule 79: 4274114b71, Class:  1, CF:0.451228, Len: 10, Fitness_tra: 0
Rule 80: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 81: 47b2fa2221, Class:  1, CF:0.997144, Len: 10, Fitness_tra: 0
Rule 82: 13bdd577b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 84: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 85: 1244af1114, Class:  1, CF:0.895727, Len: 10, Fitness_tra: 0
Rule 86: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 87: 000c000000, Class:  1, CF:0.845489, Len:  1, Fitness_tra: 19
Rule 88: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 89: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 90: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 91: 24b72e41b1, Class:  0, CF:0.40877, Len: 10, Fitness_tra: 0
Rule 92: 15271347b4, Class:  1, CF:0.972785, Len: 10, Fitness_tra: 0
Rule 93: 017b590701, Class:  0, CF:0.579034, Len:  7, Fitness_tra: 0
Rule 94: 747106b412, Class:  1, CF:0.995975, Len:  9, Fitness_tra: 0
Rule 95: 000000000b, Class:  0, CF:0.919403, Len:  0, Fitness_tra: 0
Rule 96: 000000402b, Class:  0, CF:0.121615, Len:  3, Fitness_tra: 0
Rule 97: 4b27cf21b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 0007160b02, Class:  1, CF:0.707866, Len:  5, Fitness_tra: 0
Rule 99: 19d781221c, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule100: 1001030045, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
------Current------
Miss_rate(tra)	:9.82741
------Result------
Miss_rate(tra)	:9.82741
Miss_rate(tst)	:9.5064
ARL				:8.51899

------Generation 2------
Rule  1: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 3930
Rule  2: 000c000000, Class:  1, CF:0.845489, Len:  1, Fitness_tra: 19
Rule  3: 000000000b, Class:  0, CF:0.919403, Len:  1, Fitness_tra: 9
Rule  4: 747156b112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: 2871197222, Class:  0, CF:0.969908, Len: 10, Fitness_tra: 0
Rule  6: b927811471, Class:  0, CF:0.0949669, Len: 10, Fitness_tra: 0
Rule  7: b17b16b141, Class:  1, CF:0.948713, Len: 10, Fitness_tra: 0
Rule  8: 24b28eb122, Class:  1, CF:0.178423, Len: 10, Fitness_tra: 0
Rule  9: 2db4734471, Class:  1, CF:0.815261, Len: 10, Fitness_tra: 0
Rule 10: 117b511721, Class:  0, CF:0.395153, Len: 10, Fitness_tra: 0
Rule 11: 4117264414, Class:  1, CF:0.956365, Len: 10, Fitness_tra: 0
Rule 12: 421bc5742b, Class:  0, CF:0.741774, Len: 10, Fitness_tra: 0
