------Generation 0------
Rule  1: b4bb51b447, Class:  1, CF:0.666042, Len: 10, Fitness_tra: 0
Rule 97: 717b211722, Class:  1, CF:0.481702, Len: 10, Fitness_tra: 0
Rule 98: 7142532412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 27b26f124b, Class:  1, CF:0.999361, Len: 10, Fitness_tra: 0
Rule100: 1d1248b474, Class:  0, CF:0.537213, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:10.2132
------Result------
Miss_rate(tra)	:10.2132
Miss_rate(tst)	:10.2377
ARL				:8.52174

------Generation 0------
Rule  1: b4bb51b447, Class:  1, CF:0.666042, Len: 10, Fitness_tra: 0
Rule  2: 1b74597477, Class:  1, CF:0.431527, Len: 10, Fitness_tra: 0
Rule  3: 73275d7211, Class:  1, CF:0.726677, Len: 10, Fitness_tra: 0
Rule  4: 44771f1b4b, Class:  1, CF:0.999424, Len: 10, Fitness_tra: 0
Rule  5: bc2b864411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: b4b48141bb, Class:  0, CF:0.484051, Len: 10, Fitness_tra: 0
Rule  7: 4277891741, Class:  0, CF:0.231674, Len: 10, Fitness_tra: 0
Rule  8: b471231772, Class:  1, CF:0.862208, Len: 10, Fitness_tra: 0
Rule  9: 412113b414, Class:  1, CF:0.965011, Len: 10, Fitness_tra: 0
Rule 10: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 3783
Rule 11: b271ce712b, Class:  0, CF:0.999995, Len: 10, Fitness_tra: 0
Rule 12: 2244197b17, Class:  0, CF:0.76676, Len: 10, Fitness_tra: 0
Rule 13: 4141514b17, Class:  1, CF:0.533919, Len: 10, Fitness_tra: 0
Rule 14: 7177214772, Class:  1, CF:0.398768, Len: 10, Fitness_tra: 0
Rule 15: 7b7481477b, Class:  1, CF:0.848851, Len: 10, Fitness_tra: 0
Rule 16: 7141c144b1, Class:  1, CF:0.20909, Len: 10, Fitness_tra: 0
Rule 17: 4442117b4b, Class:  1, CF:0.504032, Len: 10, Fitness_tra: 0
Rule 18: 2141d37744, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 7277512b17, Class:  1, CF:0.0121935, Len: 10, Fitness_tra: 0
Rule 20: 71b1811111, Class:  1, CF:0.160498, Len: 10, Fitness_tra: 0
Rule 21: 411bc94224, Class:  1, CF:0.264303, Len: 10, Fitness_tra: 0
Rule 22: b114dd4b11, Class:  1, CF:0.108917, Len: 10, Fitness_tra: 0
Rule 23: 0000800000, Class:  0, CF:0.591861, Len:  1, Fitness_tra: 0
Rule 24: b477111211, Class:  1, CF:0.128907, Len: 10, Fitness_tra: 0
Rule 25: 2417864247, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 4c27891417, Class:  0, CF:0.832003, Len: 10, Fitness_tra: 0
Rule 27: 12111e1272, Class:  0, CF:0.557958, Len: 10, Fitness_tra: 0
Rule 28: 72112141b4, Class:  1, CF:0.0315228, Len: 10, Fitness_tra: 0
Rule 29: 44b2c322b1, Class:  0, CF:0.991589, Len: 10, Fitness_tra: 0
Rule 30: 24b12e1744, Class:  1, CF:0.863556, Len: 10, Fitness_tra: 0
Rule 31: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 32: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 33: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 34: 78172642b7, Class:  1, CF:0.997181, Len: 10, Fitness_tra: 0
Rule 35: 1217332771, Class:  1, CF:0.782733, Len: 10, Fitness_tra: 0
Rule 36: 222b137722, Class:  1, CF:0.996878, Len: 10, Fitness_tra: 0
Rule 37: 22448d4124, Class:  0, CF:0.0612149, Len: 10, Fitness_tra: 0
Rule 38: 127b56b127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: bc2411b127, Class:  1, CF:0.471343, Len: 10, Fitness_tra: 0
Rule 40: b77286b744, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 7441192171, Class:  1, CF:0.142176, Len: 10, Fitness_tra: 0
Rule 42: 11cb13b111, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 43: 4722894722, Class:  1, CF:0.7134, Len: 10, Fitness_tra: 0
Rule 44: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 45: 4112261741, Class:  1, CF:0.962631, Len: 10, Fitness_tra: 0
Rule 46: 42b483112b, Class:  0, CF:0.996717, Len: 10, Fitness_tra: 0
Rule 47: 4812117b21, Class:  1, CF:0.218398, Len: 10, Fitness_tra: 0
Rule 48: 242b5a224b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 7cb2c1b211, Class:  0, CF:0.823017, Len: 10, Fitness_tra: 0
Rule 50: 71742e121c, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 51: 1b41137171, Class:  1, CF:0.438, Len: 10, Fitness_tra: 0
Rule 52: 4121414712, Class:  1, CF:0.693873, Len: 10, Fitness_tra: 0
Rule 53: 41211671bb, Class:  1, CF:0.996836, Len: 10, Fitness_tra: 0
Rule 54: 112226b172, Class:  1, CF:0.976718, Len: 10, Fitness_tra: 0
Rule 55: 2844712b22, Class:  1, CF:0.341412, Len: 10, Fitness_tra: 0
Rule 56: b21241b141, Class:  1, CF:0.219872, Len: 10, Fitness_tra: 0
Rule 57: 2b2b59b224, Class:  1, CF:0.988698, Len: 10, Fitness_tra: 0
Rule 58: 2644212771, Class:  1, CF:0.57305, Len: 10, Fitness_tra: 0
Rule 59: b8b7a34222, Class:  1, CF:0.984005, Len: 10, Fitness_tra: 0
Rule 60: 2d1711b471, Class:  1, CF:0.227891, Len: 10, Fitness_tra: 0
Rule 61: 212119b44b, Class:  1, CF:0.915315, Len: 10, Fitness_tra: 0
Rule 62: 1122192bb2, Class:  0, CF:0.859832, Len: 10, Fitness_tra: 0
Rule 63: b17226b114, Class:  1, CF:0.971012, Len: 10, Fitness_tra: 0
Rule 64: 0000400000, Class:  0, CF:0.852255, Len:  1, Fitness_tra: 136
Rule 65: 147b8eb217, Class:  0, CF:0.457156, Len: 10, Fitness_tra: 0
Rule 66: 17b1c14b14, Class:  0, CF:0.426179, Len: 10, Fitness_tra: 0
Rule 67: 15742171b1, Class:  1, CF:0.706073, Len: 10, Fitness_tra: 0
Rule 68: 4bb7d64227, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 41b789b121, Class:  1, CF:0.252119, Len: 10, Fitness_tra: 0
Rule 70: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 71: 2c47c14121, Class:  0, CF:0.740293, Len: 10, Fitness_tra: 0
Rule 72: 00000c0000, Class:  0, CF:0.763316, Len:  1, Fitness_tra: 0
Rule 73: 12717e77b2, Class:  0, CF:0.99881, Len: 10, Fitness_tra: 0
Rule 74: 2277ce2744, Class:  0, CF:0.470402, Len: 10, Fitness_tra: 0
Rule 75: 77241e2147, Class:  1, CF:0.127975, Len: 10, Fitness_tra: 0
Rule 76: 0000500000, Class:  1, CF:0.336868, Len:  1, Fitness_tra: 0
Rule 77: 44b22e7bb1, Class:  0, CF:0.426776, Len: 10, Fitness_tra: 0
Rule 78: 2112114417, Class:  1, CF:0.0088455, Len: 10, Fitness_tra: 0
Rule 79: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 80: 2bbb191127, Class:  1, CF:0.210736, Len: 10, Fitness_tra: 0
Rule 81: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 82: 4112131771, Class:  1, CF:0.704991, Len: 10, Fitness_tra: 0
Rule 83: 14b4114b74, Class:  0, CF:0.0665248, Len: 10, Fitness_tra: 0
Rule 84: b5441921b1, Class:  1, CF:0.812909, Len: 10, Fitness_tra: 0
Rule 85: 177116422b, Class:  1, CF:0.997064, Len: 10, Fitness_tra: 0
Rule 86: 27b221b4b1, Class:  1, CF:0.23053, Len: 10, Fitness_tra: 0
Rule 87: 2b17132b22, Class:  1, CF:0.716295, Len: 10, Fitness_tra: 0
Rule 88: 49478eb111, Class:  1, CF:0.512486, Len: 10, Fitness_tra: 0
Rule 89: 1777c977b2, Class:  0, CF:0.983346, Len: 10, Fitness_tra: 0
Rule 90: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 91: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 92: 2771132112, Class:  1, CF:0.9052, Len: 10, Fitness_tra: 0
Rule 93: 72b411b774, Class:  1, CF:0.399557, Len: 10, Fitness_tra: 0
Rule 94: 45b2217444, Class:  1, CF:0.622546, Len: 10, Fitness_tra: 0
Rule 95: 12411fb4b2, Class:  1, CF:0.9996, Len: 10, Fitness_tra: 0
Rule 96: 4521194bb4, Class:  0, CF:0.771284, Len: 10, Fitness_tra: 0
Rule 97: 717b211722, Class:  1, CF:0.481702, Len: 10, Fitness_tra: 0
Rule 98: 7142532412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 27b26f124b, Class:  1, CF:0.999361, Len: 10, Fitness_tra: 0
Rule100: 1d1248b474, Class:  0, CF:0.537213, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:10.2132
------Result------
Miss_rate(tra)	:10.2132
Miss_rate(tst)	:10.2377
ARL				:8.52174

------Generation 1------
Rule  1: b4bb51b447, Class:  1, CF:0.666042, Len: 10, Fitness_tra: 0
Rule  2: 1b74597477, Class:  1, CF:0.431527, Len: 10, Fitness_tra: 0
Rule  3: 73275d7211, Class:  1, CF:0.726677, Len: 10, Fitness_tra: 0
Rule  4: 44771f1b4b, Class:  1, CF:0.999424, Len: 10, Fitness_tra: 0
Rule  5: bc2b864411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: b4b48141bb, Class:  0, CF:0.484051, Len: 10, Fitness_tra: 0
Rule  7: 4277891741, Class:  0, CF:0.231674, Len: 10, Fitness_tra: 0
Rule  8: b471231772, Class:  1, CF:0.862208, Len: 10, Fitness_tra: 0
Rule  9: 412113b414, Class:  1, CF:0.965011, Len: 10, Fitness_tra: 0
Rule 10: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 3783
Rule 11: b271ce712b, Class:  0, CF:0.999995, Len: 10, Fitness_tra: 0
Rule 12: 2244197b17, Class:  0, CF:0.76676, Len: 10, Fitness_tra: 0
Rule 13: 4141514b17, Class:  1, CF:0.533919, Len: 10, Fitness_tra: 0
Rule 14: 7177214772, Class:  1, CF:0.398768, Len: 10, Fitness_tra: 0
Rule 15: 7b7481477b, Class:  1, CF:0.848851, Len: 10, Fitness_tra: 0
Rule 16: 7141c144b1, Class:  1, CF:0.20909, Len: 10, Fitness_tra: 0
Rule 17: 4442117b4b, Class:  1, CF:0.504032, Len: 10, Fitness_tra: 0
Rule 18: 2141d37744, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 7277512b17, Class:  1, CF:0.0121935, Len: 10, Fitness_tra: 0
Rule 20: 71b1811111, Class:  1, CF:0.160498, Len: 10, Fitness_tra: 0
Rule 21: 411bc94224, Class:  1, CF:0.264303, Len: 10, Fitness_tra: 0
Rule 22: b114dd4b11, Class:  1, CF:0.108917, Len: 10, Fitness_tra: 0
Rule 23: 0000800000, Class:  0, CF:0.591861, Len:  1, Fitness_tra: 0
Rule 24: b477111211, Class:  1, CF:0.128907, Len: 10, Fitness_tra: 0
Rule 25: 2417864247, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 4c27891417, Class:  0, CF:0.832003, Len: 10, Fitness_tra: 0
Rule 27: 12111e1272, Class:  0, CF:0.557958, Len: 10, Fitness_tra: 0
Rule 28: 72112141b4, Class:  1, CF:0.0315228, Len: 10, Fitness_tra: 0
Rule 29: 44b2c322b1, Class:  0, CF:0.991589, Len: 10, Fitness_tra: 0
Rule 30: 24b12e1744, Class:  1, CF:0.863556, Len: 10, Fitness_tra: 0
Rule 31: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 32: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 33: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 34: 78172642b7, Class:  1, CF:0.997181, Len: 10, Fitness_tra: 0
Rule 35: 1217332771, Class:  1, CF:0.782733, Len: 10, Fitness_tra: 0
Rule 36: 222b137722, Class:  1, CF:0.996878, Len: 10, Fitness_tra: 0
Rule 37: 22448d4124, Class:  0, CF:0.0612149, Len: 10, Fitness_tra: 0
Rule 38: 127b56b127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: bc2411b127, Class:  1, CF:0.471343, Len: 10, Fitness_tra: 0
Rule 40: b77286b744, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 7441192171, Class:  1, CF:0.142176, Len: 10, Fitness_tra: 0
Rule 42: 11cb13b111, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 43: 4722894722, Class:  1, CF:0.7134, Len: 10, Fitness_tra: 0
Rule 44: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 45: 4112261741, Class:  1, CF:0.962631, Len: 10, Fitness_tra: 0
Rule 46: 42b483112b, Class:  0, CF:0.996717, Len: 10, Fitness_tra: 0
Rule 47: 4812117b21, Class:  1, CF:0.218398, Len: 10, Fitness_tra: 0
Rule 48: 242b5a224b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 7cb2c1b211, Class:  0, CF:0.823017, Len: 10, Fitness_tra: 0
Rule 50: 71742e121c, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 51: 1b41137171, Class:  1, CF:0.438, Len: 10, Fitness_tra: 0
Rule 52: 4121414712, Class:  1, CF:0.693873, Len: 10, Fitness_tra: 0
Rule 53: 41211671bb, Class:  1, CF:0.996836, Len: 10, Fitness_tra: 0
Rule 54: 112226b172, Class:  1, CF:0.976718, Len: 10, Fitness_tra: 0
Rule 55: 2844712b22, Class:  1, CF:0.341412, Len: 10, Fitness_tra: 0
Rule 56: b21241b141, Class:  1, CF:0.219872, Len: 10, Fitness_tra: 0
Rule 57: 2b2b59b224, Class:  1, CF:0.988698, Len: 10, Fitness_tra: 0
Rule 58: 2644212771, Class:  1, CF:0.57305, Len: 10, Fitness_tra: 0
Rule 59: b8b7a34222, Class:  1, CF:0.984005, Len: 10, Fitness_tra: 0
Rule 60: 2d1711b471, Class:  1, CF:0.227891, Len: 10, Fitness_tra: 0
Rule 61: 212119b44b, Class:  1, CF:0.915315, Len: 10, Fitness_tra: 0
Rule 62: 1122192bb2, Class:  0, CF:0.859832, Len: 10, Fitness_tra: 0
Rule 63: b17226b114, Class:  1, CF:0.971012, Len: 10, Fitness_tra: 0
Rule 64: 0000400000, Class:  0, CF:0.852255, Len:  1, Fitness_tra: 136
Rule 65: 147b8eb217, Class:  0, CF:0.457156, Len: 10, Fitness_tra: 0
Rule 66: 17b1c14b14, Class:  0, CF:0.426179, Len: 10, Fitness_tra: 0
Rule 67: 15742171b1, Class:  1, CF:0.706073, Len: 10, Fitness_tra: 0
Rule 68: 4bb7d64227, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 41b789b121, Class:  1, CF:0.252119, Len: 10, Fitness_tra: 0
Rule 70: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 71: 2c47c14121, Class:  0, CF:0.740293, Len: 10, Fitness_tra: 0
Rule 72: 00000c0000, Class:  0, CF:0.763316, Len:  1, Fitness_tra: 0
Rule 73: 12717e77b2, Class:  0, CF:0.99881, Len: 10, Fitness_tra: 0
Rule 74: 2277ce2744, Class:  0, CF:0.470402, Len: 10, Fitness_tra: 0
Rule 75: 77241e2147, Class:  1, CF:0.127975, Len: 10, Fitness_tra: 0
Rule 76: 0000500000, Class:  1, CF:0.336868, Len:  1, Fitness_tra: 0
Rule 77: 44b22e7bb1, Class:  0, CF:0.426776, Len: 10, Fitness_tra: 0
Rule 78: 2112114417, Class:  1, CF:0.0088455, Len: 10, Fitness_tra: 0
Rule 79: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 80: 2bbb191127, Class:  1, CF:0.210736, Len: 10, Fitness_tra: 0
Rule 81: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 82: 4112131771, Class:  1, CF:0.704991, Len: 10, Fitness_tra: 0
Rule 83: 14b4114b74, Class:  0, CF:0.0665248, Len: 10, Fitness_tra: 0
Rule 84: b5441921b1, Class:  1, CF:0.812909, Len: 10, Fitness_tra: 0
Rule 85: 177116422b, Class:  1, CF:0.997064, Len: 10, Fitness_tra: 0
Rule 86: 27b221b4b1, Class:  1, CF:0.23053, Len: 10, Fitness_tra: 0
Rule 87: 2b17132b22, Class:  1, CF:0.716295, Len: 10, Fitness_tra: 0
Rule 88: 49478eb111, Class:  1, CF:0.512486, Len: 10, Fitness_tra: 0
Rule 89: 1777c977b2, Class:  0, CF:0.983346, Len: 10, Fitness_tra: 0
Rule 90: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 91: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 0
Rule 92: 2771132112, Class:  1, CF:0.9052, Len: 10, Fitness_tra: 0
Rule 93: 72b411b774, Class:  1, CF:0.399557, Len: 10, Fitness_tra: 0
Rule 94: 45b2217444, Class:  1, CF:0.622546, Len: 10, Fitness_tra: 0
Rule 95: 12411fb4b2, Class:  1, CF:0.9996, Len: 10, Fitness_tra: 0
Rule 96: 4521194bb4, Class:  0, CF:0.771284, Len: 10, Fitness_tra: 0
Rule 97: 717b211722, Class:  1, CF:0.481702, Len: 10, Fitness_tra: 0
Rule 98: 7142532412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 27b26f124b, Class:  1, CF:0.999361, Len: 10, Fitness_tra: 0
Rule100: 1d1248b474, Class:  0, CF:0.537213, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:10.2132
------Result------
Miss_rate(tra)	:10.2132
Miss_rate(tst)	:10.2377
ARL				:8.52174

------Generation 2------
Rule  1: b4bb51b447, Class:  1, CF:0.666042, Len: 10, Fitness_tra: 0
Rule  2: 1b74597477, Class:  1, CF:0.431527, Len: 10, Fitness_tra: 0
Rule  3: 73275d7211, Class:  1, CF:0.726677, Len: 10, Fitness_tra: 0
Rule  4: 44771f1b4b, Class:  1, CF:0.999424, Len: 10, Fitness_tra: 0
Rule  5: bc2b864411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: b4b48141bb, Class:  0, CF:0.484051, Len: 10, Fitness_tra: 0
Rule  7: 4277891741, Class:  0, CF:0.231674, Len: 10, Fitness_tra: 0
Rule  8: b471231772, Class:  1, CF:0.862208, Len: 10, Fitness_tra: 0
Rule  9: 412113b414, Class:  1, CF:0.965011, Len: 10, Fitness_tra: 0
Rule 10: 0000000000, Class:  0, CF:0.795736, Len:  0, Fitness_tra: 3783
Rule 11: b271ce712b, Class:  0, CF:0.999995, Len: 10, Fitness_tra: 0
Rule 12: 2244197b17, Class:  0, CF:0.76676, Len: 10, Fitness_tra: 0
