------Generation 0------
Rule  1: b5fce13111935, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 21a8415653241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 11b92281c9151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 0000000500080, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 000c000780000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 2745958855532, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 0000000d000d0, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: a577e1d11d191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 43f1115322511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: f1158535c1251, Class:  3, CF:0.740674, Len: 13, Fitness_tra: 1
Rule 44: 1479151151388, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 41211495f53b5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 0000000000005, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 000505c003000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 0000e50420e00, Class:  7, CF:  1, Len:  5, Fitness_tra: 7
Rule 49: 16f1811e18283, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 000e20e000000, Class:  5, CF:  1, Len:  3, Fitness_tra: 2
Rule 51: 0000030209000, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 03000500000d0, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 0008000400e0e, Class:  6, CF:  1, Len:  4, Fitness_tra: 4
Rule 54: 020b0f6200599, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 000080c000060, Class: 10, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: a12e2111855d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: a1613c8511215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: a1112d1511118, Class:  0, CF:0.866101, Len: 13, Fitness_tra: -1
Rule 59: 477d519812912, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 000505c009000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: f312e54113158, Class:  7, CF:  1, Len: 13, Fitness_tra: 1
Rule 62: 0f00060004400, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 0008e00d00000, Class:  6, CF:0.101318, Len:  3, Fitness_tra: -4
Rule 64: f921453361322, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 4725d29812158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 0003de0c00d02, Class:  9, CF:0.916153, Len:  6, Fitness_tra: 2
Rule 67: b2135155d9914, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 4161311151525, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 000c000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 0c0050e500c00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 7165121518c5e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 00000000d0200, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 11b8e91281335, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 0000000300070, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0000000030000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 0900000500050, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 000020e00c00a, Class:  0, CF:0.903039, Len:  4, Fitness_tra: 4
Rule 79: b17625119e59d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 61ac1c11d1181, Class: 10, CF:0.120129, Len: 13, Fitness_tra: -18
Rule 81: 00000d0000002, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: b11513dc15312, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 136138d213119, Class:  6, CF:0.625778, Len: 13, Fitness_tra: -1
Rule 84: 2169d21853511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 13fc35632c115, Class:  5, CF:0.0451822, Len: 13, Fitness_tra: 1
Rule 86: 0000000c00000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 0000000030000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 00000000000d0, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 4421111538111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 4b21211131128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 1e115dcd158d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 000800000e0dd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 00000d5b5e050, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 00004c00a0040, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: a111529115181, Class:  7, CF:0.521991, Len: 13, Fitness_tra: 0
Rule 96: 000e000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 0000400009000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 0008030050820, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: fe39158122553, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 0800d90000000, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:91.4703
------Result------
Miss_rate(tra)	:91.4703
Miss_rate(tst)	:92.9293
ARL				:9.22222

------Generation 0------
Rule  1: 0000e50420e00, Class:  7, CF:  1, Len:  5, Fitness_tra: 7
Rule  2: 000020e00c00a, Class:  0, CF:0.903039, Len:  4, Fitness_tra: 4
Rule  3: 0008000400e0e, Class:  6, CF:  1, Len:  4, Fitness_tra: 4
Rule  4: 0000dedc40600, Class:  1, CF:  1, Len:  6, Fitness_tra: 2
Rule  5: 000e20e000000, Class:  5, CF:  1, Len:  3, Fitness_tra: 2
Rule  6: 0003de0c00d02, Class:  9, CF:0.916153, Len:  6, Fitness_tra: 1
Rule  7: 13fc35632c115, Class:  5, CF:0.0451822, Len: 13, Fitness_tra: 0
Rule  8: f312e54113158, Class:  7, CF:  1, Len: 13, Fitness_tra: 1
Rule  9: f1158535c1251, Class:  3, CF:0.740674, Len: 13, Fitness_tra: 1
Rule 10: 31ad35121d256, Class:  3, CF:  1, Len: 13, Fitness_tra: 1
Rule 11: b5fce13111935, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 1215239e28111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 0800d90000000, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 21b3c21559511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: f3b3113315111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 1135191e128c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 0000000d4dc80, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 61f78f1921813, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 0000dc0020200, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 000c000000005, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 6176125129218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 1c73c29d151b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 2213298d19585, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 0c0058e530000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 41f1d88516211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 0004065ec0008, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: b441819d32181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: f161929535115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 441318111991d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 000000000000d, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 000d000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 0000000d050d0, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: f1755c891d312, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 21a8415653241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 11b92281c9151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 0000000500080, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 000c000780000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 2745958855532, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 0000000d000d0, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: a577e1d11d191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 43f1115322511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 00000000d0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 1479151151388, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 41211495f53b5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 0000000000005, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 000505c003000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 020b3f6200099, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 16f1811e18283, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 0007000090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 0000030209000, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 03000500000d0, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: feb111cc1d131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 020b0f6200599, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 000080c000060, Class: 10, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: a12e2111855d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: a1613c8511215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: fe39158122553, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 477d519812912, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 000505c009000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 0f00060004400, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: f921453361322, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 4725d29812158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 0000000200000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: b2135155d9914, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 4161311151525, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 000c000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 0c0050e500c00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 7165121518c5e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 00000000d0200, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 11b8e91281335, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 0000000300070, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 0000000030000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 0900000500050, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 000000c020000, Class: 10, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: b17625119e59d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 00000d0000002, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: b11513dc15312, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 2169d21853511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: fe75885913521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 0000290030570, Class:  6, CF:0.532007, Len:  5, Fitness_tra: -13
Rule 82: 0000280000000, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 19b5421963945, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 00000000000c0, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 6a6dec3115825, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 0300000000000, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 447e8c2195585, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: b1162b11a1311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 78f1515529183, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0200d00020000, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 256922d00c51a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 0215209068011, Class:  8, CF:0.205973, Len:  9, Fitness_tra: 0
Rule 93: 00b0008dcd151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 6100025106218, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 00b011cc40100, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 000020e00c00a, Class:  0, CF:0.903039, Len:  0, Fitness_tra: 0
Rule 97: 27ad419653241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 02c0d91c40500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: fef1111c18281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 00000d5b2e050, Class:  9, CF:  1, Len:  6, Fitness_tra: 1
------Current------
Miss_rate(tra)	:95.6229
------Result------
Miss_rate(tra)	:95.6229
Miss_rate(tst)	:97.9798
ARL				:7.69231

------Generation 1------
Rule  1: 0000e50420e00, Class:  7, CF:  1, Len:  5, Fitness_tra: 7
Rule  2: 000020e00c00a, Class:  0, CF:0.903039, Len:  4, Fitness_tra: 4
Rule  3: 0008000400e0e, Class:  6, CF:  1, Len:  4, Fitness_tra: 4
Rule  4: 0000dedc40600, Class:  1, CF:  1, Len:  6, Fitness_tra: 2
Rule  5: 000e20e000000, Class:  5, CF:  1, Len:  3, Fitness_tra: 2
Rule  6: 0003de0c00d02, Class:  9, CF:0.916153, Len:  6, Fitness_tra: 3
Rule  7: 00000d5b2e050, Class:  9, CF:  1, Len:  6, Fitness_tra: 1
Rule  8: f312e54113158, Class:  7, CF:  1, Len: 13, Fitness_tra: 1
Rule  9: f1158535c1251, Class:  3, CF:0.740674, Len: 13, Fitness_tra: 1
Rule 10: 31ad35121d256, Class:  3, CF:  1, Len: 13, Fitness_tra: 1
Rule 11: 13fc35632c115, Class:  5, CF:0.0451822, Len: 13, Fitness_tra: 0
Rule 12: 1215239e28111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 0800d90000000, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 21b3c21559511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: f3b3113315111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 1135191e128c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 0000000d4dc80, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 61f78f1921813, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 0000dc0020200, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 000c000000005, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 6176125129218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 1c73c29d151b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 2213298d19585, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 0c0058e530000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 41f1d88516211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 0004065ec0008, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: b441819d32181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: f161929535115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 441318111991d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 000000000000d, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 000d000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 0000000d050d0, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: f1755c891d312, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 21a8415653241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 11b92281c9151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 0000000500080, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 000c000780000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 2745958855532, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 0000000d000d0, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: a577e1d11d191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 43f1115322511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 00000000d0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 1479151151388, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 41211495f53b5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 0000000000005, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 000505c003000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 020b3f6200099, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 16f1811e18283, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 0007000090000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 0000030209000, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 03000500000d0, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: feb111cc1d131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 020b0f6200599, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 000080c000060, Class: 10, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: a12e2111855d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: a1613c8511215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: fe39158122553, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 477d519812912, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 000505c009000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 0f00060004400, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: f921453361322, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 4725d29812158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 0000000200000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: b2135155d9914, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 4161311151525, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 000c000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 0c0050e500c00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 7165121518c5e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 00000000d0200, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 11b8e91281335, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 0000000300070, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 0000000030000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 0900000500050, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 000000c020000, Class: 10, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: b17625119e59d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 00000d0000002, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: b11513dc15312, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 2169d21853511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: fe75885913521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 1276c88d9553d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 1ca215518e8d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 1fa155321521e, Class:  7, CF:0.975111, Len: 13, Fitness_tra: -1
Rule 84: 331de81211118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 000000000d000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 0000900800000, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 000e000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 0000d00000000, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 0004c06d00c80, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 4711111121115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: f17125891d322, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: a1a84b56e52d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 21b00005000d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 0108c21c09562, Class: 10, CF:0.389654, Len: 10, Fitness_tra: 0
Rule 95: 0013dedc48900, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 2e45158802532, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: f17786d1cd251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 0004065dc0000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 0000020000c1a, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 02c0591cd0100, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:95.6229
------Result------
Miss_rate(tra)	:95.6229
Miss_rate(tst)	:95.9596
ARL				:8.38462

------Generation 2------
Rule  1: 0000e50420e00, Class:  7, CF:  1, Len:  5, Fitness_tra: 7
Rule  2: 000020e00c00a, Class:  0, CF:0.903039, Len:  4, Fitness_tra: 4
Rule  3: 0008000400e0e, Class:  6, CF:  1, Len:  4, Fitness_tra: 4
Rule  4: 0003de0c00d02, Class:  9, CF:0.916153, Len:  6, Fitness_tra: 3
Rule  5: 0000dedc40600, Class:  1, CF:  1, Len:  6, Fitness_tra: 2
Rule  6: 000e20e000000, Class:  5, CF:  1, Len:  3, Fitness_tra: 2
Rule  7: 00000d5b2e050, Class:  9, CF:  1, Len:  6, Fitness_tra: 1
Rule  8: f312e54113158, Class:  7, CF:  1, Len: 13, Fitness_tra: 1
Rule  9: f1158535c1251, Class:  3, CF:0.740674, Len: 13, Fitness_tra: 1
Rule 10: 31ad35121d256, Class:  3, CF:  1, Len: 13, Fitness_tra: 1
Rule 11: 13fc35632c115, Class:  5, CF:0.0451822, Len: 13, Fitness_tra: 0
Rule 12: 1215239e28111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 0800d90000000, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 21b3c21559511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: f3b3113315111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 1135191e128c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
