------Generation 0------
Rule  1: 0000b4000e000, Class:  0, CF:0.760816, Len:  3, Fitness_tra: 7
Rule 39: 000e0000c8000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 00000000000b0, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 0002009400e0e, Class:  6, CF:  1, Len:  5, Fitness_tra: 0
Rule 42: 36651c1115183, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 0000008000900, Class:  8, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 0007000030000, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 21b9818d1551d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 7511d551451c9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 0000e00200000, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 0000000d000d0, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 7b451151d555d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: f3a5416e1115e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: b266158111219, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: a3a545391811e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 39481111d5133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 3aa51118811d6, Class:  3, CF:0.442805, Len: 13, Fitness_tra: 2
Rule 56: 0204d00000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 4c71211114116, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: b5f223e315251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 114915115151c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1ff8dd2151d46, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: b86155855158c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 144325159e11d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 000d90005e00d, Class:  6, CF:  1, Len:  5, Fitness_tra: 0
Rule 64: b21151351e5f1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 144e111339118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: f6ad351d8d129, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 483819c111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 000d000c00000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1cb9552525212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 25a1198119521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000000000200d, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 6318355253131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1212c5e5e111d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 15a1115d85111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: b121c88d11d15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 21bcd591195a3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 0000400000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 1315c5193111c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 0009000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 48f1c5131111d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000b0650c0008, Class:  6, CF:0.600052, Len:  5, Fitness_tra: 1
Rule 83: 0000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 0000080090500, Class:  1, CF:0.180173, Len:  3, Fitness_tra: -7
Rule 85: 0002000d00e00, Class:  0, CF:0.694344, Len:  3, Fitness_tra: 1
Rule 86: 0300ed00202b0, Class:  7, CF:0.214229, Len:  6, Fitness_tra: 5
Rule 87: 1a3891131d223, Class:  4, CF:0.7821, Len: 13, Fitness_tra: 0
Rule 88: 0002003000080, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 226d128819111, Class:  0, CF:0.149783, Len: 13, Fitness_tra: -6
Rule 90: 3a31d5581585e, Class:  9, CF:  1, Len: 13, Fitness_tra: 0
Rule 91: b061058559580, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 1ba1195815111, Class:  0, CF:  1, Len: 13, Fitness_tra: 4
Rule 93: f50dd01d80179, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 3266158111219, Class:  8, CF:0.31668, Len: 13, Fitness_tra: -1
Rule 95: 110700d03a10d, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 091cb0880d500, Class:  1, CF:0.361429, Len:  8, Fitness_tra: -11
Rule 97: 00050000be002, Class:  5, CF:0.308496, Len:  4, Fitness_tra: -12
Rule 98: 000000000d506, Class: 10, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 4c712011649d6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: b5f421e11be56, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:85.1852
------Result------
Miss_rate(tra)	:85.1852
Miss_rate(tst)	:86.8687
ARL				:7.6129

------Generation 2------
Rule  1: 020bf000c0080, Class:  0, CF:  1, Len:  5, Fitness_tra: 8
Rule  2: 0300f00000900, Class:  0, CF:  1, Len:  3, Fitness_tra: 6
Rule  3: 0000b4000e000, Class:  0, CF:0.760816, Len:  3, Fitness_tra: 5
Rule  4: 0300ed00202b0, Class:  7, CF:0.214229, Len:  6, Fitness_tra: 5
Rule  5: 1ba1195815111, Class:  0, CF:  1, Len: 13, Fitness_tra: 4
Rule  6: 17181981211d3, Class:  5, CF:0.941246, Len: 13, Fitness_tra: 3
Rule  7: 0900e00000000, Class:  7, CF:0.545165, Len:  2, Fitness_tra: 3
Rule  8: 13232111215d5, Class:  7, CF:  1, Len: 13, Fitness_tra: 3
Rule  9: 0008000400e0e, Class:  6, CF:  1, Len:  4, Fitness_tra: 3
Rule 10: 0000000500d09, Class:  3, CF:  1, Len:  3, Fitness_tra: 2
Rule 11: 00000060e000c, Class:  7, CF:  1, Len:  3, Fitness_tra: 2
Rule 12: 0209000e00000, Class:  2, CF:  1, Len:  3, Fitness_tra: 2
Rule 13: 3aa51118811d6, Class:  3, CF:0.442805, Len: 13, Fitness_tra: 0
Rule 14: 0505d080c010c, Class:  4, CF:0.157535, Len:  7, Fitness_tra: 3
Rule 15: 00050d000ed00, Class:  6, CF:  1, Len:  4, Fitness_tra: 0
