------Generation 0------
Rule  1: fafd9185551ce, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 4568e51111149, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: a5b135d82511d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 13bd52251d515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 75611311c1118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: f1f8351191155, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 30: 6921511325152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 162e252113d28, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 33113d2111151, Class:  0, CF:0.135102, Len: 13, Fitness_tra: 6
Rule 33: a326d5dc191d2, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 34: 1171852d111d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 000700053d00e, Class:  1, CF:0.360509, Len:  5, Fitness_tra: 1
Rule 36: 7171511151151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 3311111d1dd11, Class:  0, CF:  1, Len: 13, Fitness_tra: 4
Rule 38: 2246d1921d55d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 13f23d1112181, Class:  0, CF:0.691742, Len: 13, Fitness_tra: 11
Rule 40: 41391d2581121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 6545118c1d695, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 7249221d1911d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 771112119d55d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1132151985d15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 226c111e15588, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: fa31e18819118, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 47: 1512e55151515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: faa89521531d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: a9b1111d15512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 121311818e88d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 00000da000005, Class:  0, CF:0.408628, Len:  3, Fitness_tra: 8
Rule 52: a9b915533d151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 000c000c20000, Class:  0, CF:0.656001, Len:  3, Fitness_tra: 503
Rule 54: 6522151355951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 213211121939d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: f171119511311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 16a11595112d6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 4d62312119119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 7122511b15512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1b4e128181218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 316d588ce1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: b778c86d31981, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1331114193118, Class:  0, CF:0.704658, Len: 13, Fitness_tra: 0
Rule 64: 77423e1213113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 1161189591111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 11a1d85513821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1861813331121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 33a915211351d, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule 69: 114ce38885195, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: b448119b15535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 16f1531312856, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 72: 6111855315511, Class:  0, CF:  1, Len: 13, Fitness_tra: 6
Rule 73: 3fa1381519951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: a311113d21153, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 75: 71a49329c3115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 6ff119e151123, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 6611513515113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 6119311582151, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 79: 000be200c08d7, Class:  0, CF:0.963251, Len:  7, Fitness_tra: 7
Rule 80: 1318dd1519118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: f973921511125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 352122952d381, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 7115112815131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 41411e2121915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 451511e14c811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 18b113121219d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 4131981289551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 7561d58151111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 42f1c59e155c9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: a61531191528e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 444922255d51d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 0008000c00d30, Class:  0, CF:0.999586, Len:  4, Fitness_tra: 60
Rule 93: a319352839813, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 2b11125255815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: ff653821d585e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 2dac11255187d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 6173123933115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 78f8151213315, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 3311115551388, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 1e41c11d31321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:26.8238
------Result------
Miss_rate(tra)	:26.8238
Miss_rate(tst)	:24.2424
ARL				:10.9524

------Generation 0------
Rule  1: 000c000c20000, Class:  0, CF:0.656001, Len:  3, Fitness_tra: 392
Rule  2: 0008000c00d30, Class:  0, CF:0.999586, Len:  4, Fitness_tra: 16
Rule  3: a6a131411111c, Class:  0, CF:0.664977, Len: 13, Fitness_tra: 5
Rule  4: 13f23d1112181, Class:  0, CF:0.691742, Len: 13, Fitness_tra: 11
Rule  5: 00000da000005, Class:  0, CF:0.408628, Len:  3, Fitness_tra: 8
Rule  6: 000be200c08d7, Class:  0, CF:0.963251, Len:  7, Fitness_tra: 7
Rule  7: 6111855315511, Class:  0, CF:  1, Len: 13, Fitness_tra: 6
Rule  8: 33113d2111151, Class:  0, CF:0.135102, Len: 13, Fitness_tra: 0
Rule  9: 3311111d1dd11, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 10: 33a915211351d, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule 11: a121191285312, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 12: 16f1531312856, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 13: 000700053d00e, Class:  1, CF:0.360509, Len:  5, Fitness_tra: 1
Rule 14: a311113d21153, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 15: a326d5dc191d2, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 16: fafd9185551ce, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 117e589111311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 3915552135191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 6575255815535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 12a555115151c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 727929112d111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: b138158889111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 652b8111d1226, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 73315585191c3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 4568e51111149, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: a5b135d82511d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 13bd52251d515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 75611311c1118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: f1f8351191155, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 30: 6921511325152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 162e252113d28, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: fef1899321183, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: b271318c21559, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1171852d111d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: a1a51d5515519, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 7171511151151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 72412112f3148, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 2246d1921d55d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 4419d911c1131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 41391d2581121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 6545118c1d695, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 7249221d1911d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 771112119d55d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1132151985d15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 226c111e15588, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: fa31e18819118, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 47: 1512e55151515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: faa89521531d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: a9b1111d15512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 121311818e88d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 127e112121112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: a9b915533d151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: b1a8155313d82, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 6522151355951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 213211121939d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: f171119511311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 16a11595112d6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 4d62312119119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 7122511b15512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1b4e128181218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 316d588ce1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: b778c86d31981, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1331114193118, Class:  0, CF:0.704658, Len: 13, Fitness_tra: 0
Rule 64: 77423e1213113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 1161189591111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 11a1d85513821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1861813331121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: aaa56125d9511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 69: 114ce38885195, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: b448119b15535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 1c15591353111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 786d113122855, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 3fa1381519951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 4535231391151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 71a49329c3115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 6ff119e151123, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 6611513515113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 6119311582151, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 79: f1b111113112c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 1318dd1519118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 4171559711d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 691e251c59115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 1832e12c29111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 1941e51559d11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 42a4111141811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 2561161171111, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule 87: 0008000c80000, Class:  0, CF:0.913532, Len:  3, Fitness_tra: 182
Rule 88: 1b1d1d915511d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 0c000d085e0f0, Class:  0, CF:  1, Len:  6, Fitness_tra: 1
Rule 90: 221843e319213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 1332353115d81, Class:  1, CF:0.81511, Len: 13, Fitness_tra: 0
Rule 92: 73315585191c3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 224611921d151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 18618233c1115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 200c010805d38, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 96: acb15518231cd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: a61501191728e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 33a315211351d, Class:  0, CF:0.629249, Len: 13, Fitness_tra: 9
Rule 99: a911392111852, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 31a911c13312d, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
------Current------
Miss_rate(tra)	:25.1403
------Result------
Miss_rate(tra)	:25.1403
Miss_rate(tst)	:22.2222
ARL				:10.5926

------Generation 1------
Rule  1: 000c000c20000, Class:  0, CF:0.656001, Len:  3, Fitness_tra: 0
Rule  2: 0008000c80000, Class:  0, CF:0.913532, Len:  3, Fitness_tra: 102
Rule  3: 0008000c00d30, Class:  0, CF:0.999586, Len:  4, Fitness_tra: 13
Rule  4: 13f23d1112181, Class:  0, CF:0.691742, Len: 13, Fitness_tra: 0
Rule  5: 33a315211351d, Class:  0, CF:0.629249, Len: 13, Fitness_tra: 0
Rule  6: 00000da000005, Class:  0, CF:0.408628, Len:  3, Fitness_tra: 1
Rule  7: 000be200c08d7, Class:  0, CF:0.963251, Len:  7, Fitness_tra: 1
Rule  8: 6111855315511, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule  9: a6a131411111c, Class:  0, CF:0.664977, Len: 13, Fitness_tra: 2
Rule 10: 33a915211351d, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 11: 2561161171111, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule 12: 0c000d085e0f0, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
Rule 13: 000700053d00e, Class:  1, CF:0.360509, Len:  5, Fitness_tra: 1
Rule 14: a311113d21153, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 15: a326d5dc191d2, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 16: a121191285312, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 17: 16f1531312856, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 18: 3311111d1dd11, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 19: 6575255815535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 12a555115151c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 727929112d111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: b138158889111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 652b8111d1226, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 73315585191c3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 4568e51111149, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: a5b135d82511d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 13bd52251d515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 75611311c1118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: f1f8351191155, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 30: 6921511325152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 162e252113d28, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: fef1899321183, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: b271318c21559, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1171852d111d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: a1a51d5515519, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 7171511151151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 72412112f3148, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 2246d1921d55d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 4419d911c1131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 41391d2581121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 6545118c1d695, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 7249221d1911d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 771112119d55d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1132151985d15, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 226c111e15588, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: fa31e18819118, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 47: 1512e55151515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: faa89521531d8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: a9b1111d15512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 121311818e88d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 127e112121112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: a9b915533d151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: b1a8155313d82, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 6522151355951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 213211121939d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: f171119511311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 16a11595112d6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 4d62312119119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 7122511b15512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1b4e128181218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 316d588ce1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: b778c86d31981, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1331114193118, Class:  0, CF:0.704658, Len: 13, Fitness_tra: 0
Rule 64: 77423e1213113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 1161189591111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 11a1d85513821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1861813331121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: aaa56125d9511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 69: 114ce38885195, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: b448119b15535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 1c15591353111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 786d113122855, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 3fa1381519951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 4535231391151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 71a49329c3115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 6ff119e151123, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 6611513515113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 6119311582151, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 79: f1b111113112c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 1318dd1519118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: b1fcd52558211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 421d551151851, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: b5f119e971821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 7cf213535d921, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 22f2131311221, Class:  0, CF:0.904522, Len: 13, Fitness_tra: 3
Rule 86: 2da1ad195d141, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 87: f679552121882, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000c000020000, Class:  0, CF:0.747234, Len:  2, Fitness_tra: 595
Rule 89: b532a2191312d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 19142138d2c86, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 4362d5d111012, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 19a9e52d13511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 1101852d111d1, Class:  0, CF:  1, Len: 12, Fitness_tra: 1
Rule 94: 66f11595612d6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 18b2e14c1111c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 6319351582152, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 97: 72a5551d5921d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: fe010c0c21103, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 3171512151151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 15f2351e51181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:15.6004
------Result------
Miss_rate(tra)	:15.6004
Miss_rate(tst)	:17.1717
ARL				:10.4286

------Generation 2------
Rule  1: 000c000020000, Class:  0, CF:0.747234, Len:  2, Fitness_tra: 595
Rule  2: 0008000c80000, Class:  0, CF:0.913532, Len:  3, Fitness_tra: 102
Rule  3: 0008000c00d30, Class:  0, CF:0.999586, Len:  4, Fitness_tra: 13
Rule  4: 22f2131311221, Class:  0, CF:0.904522, Len: 13, Fitness_tra: 3
Rule  5: a6a131411111c, Class:  0, CF:0.664977, Len: 13, Fitness_tra: 2
Rule  6: 2561161171111, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule  7: 1101852d111d1, Class:  0, CF:  1, Len: 12, Fitness_tra: 1
Rule  8: 000be200c08d7, Class:  0, CF:0.963251, Len:  7, Fitness_tra: 1
Rule  9: 000700053d00e, Class:  1, CF:0.360509, Len:  5, Fitness_tra: 1
Rule 10: a311113d21153, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 11: a326d5dc191d2, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 12: a121191285312, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 13: 6111855315511, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 14: 00000da000005, Class:  0, CF:0.408628, Len:  3, Fitness_tra: 1
Rule 15: 000c000c20000, Class:  0, CF:0.656001, Len:  3, Fitness_tra: 0
Rule 16: 0c000d085e0f0, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
