------Generation 0------
Rule  1: 111122111311c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 1c11111c12d11, Class:  1, CF:0.999932, Len: 13, Fitness_tra: 0
Rule 42: 5151522111412, Class:  0, CF:0.99743, Len: 13, Fitness_tra: 0
Rule 43: 19111173c1121, Class:  1, CF:0.999628, Len: 13, Fitness_tra: 0
Rule 44: 1285118811154, Class:  1, CF:0.905353, Len: 13, Fitness_tra: 0
Rule 45: 12d5111112192, Class:  1, CF:0.929213, Len: 13, Fitness_tra: 0
Rule 46: 8211251112117, Class:  0, CF:0.900926, Len: 13, Fitness_tra: 0
Rule 47: 1151815c18591, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 48: 155111d112231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: e291551158511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 5239811112281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 2119211122512, Class:  1, CF:0.998925, Len: 13, Fitness_tra: 0
Rule 52: 91d1111ec1248, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: e1d584b141112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 51158c1311121, Class:  2, CF:0.341596, Len: 13, Fitness_tra: 0
Rule 55: 2c11418152252, Class:  0, CF:0.989214, Len: 13, Fitness_tra: 0
Rule 56: 003000004047c, Class:  0, CF:0.0508233, Len:  5, Fitness_tra: 0
Rule 57: 000040000c350, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 58: 1111222111111, Class:  1, CF:0.219779, Len: 13, Fitness_tra: 0
Rule 59: 551188234522c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 8700000000080, Class:  0, CF:0.832101, Len:  3, Fitness_tra: 19
Rule 61: 1291411514552, Class:  0, CF:0.99035, Len: 13, Fitness_tra: 0
Rule 62: 3211191158815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1111191151191, Class:  0, CF:0.544835, Len: 13, Fitness_tra: 0
Rule 64: 2115155111111, Class:  1, CF:0.674114, Len: 13, Fitness_tra: 0
Rule 65: 1118115258511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 66: 2111111112c11, Class:  1, CF:0.235877, Len: 13, Fitness_tra: 0
Rule 67: 1118215218313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 2111185111511, Class:  0, CF:0.284239, Len: 13, Fitness_tra: 0
Rule 69: 141285181c515, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 70: 8211111511897, Class:  1, CF:0.919214, Len: 13, Fitness_tra: 0
Rule 71: e215111c18511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 000000c0b0500, Class:  1, CF:0.0693624, Len:  3, Fitness_tra: 0
Rule 73: 2000000004000, Class:  0, CF:0.0240747, Len:  2, Fitness_tra: 0
Rule 74: 12118111115d5, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 75: 9515112dc9128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 11d1c17125121, Class:  2, CF:0.943984, Len: 13, Fitness_tra: 0
Rule 77: 12111125c4512, Class:  1, CF:0.390206, Len: 13, Fitness_tra: 0
Rule 78: 115188732821c, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 79: 1c121d81181d1, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 80: 1195512111241, Class:  0, CF:0.402125, Len: 13, Fitness_tra: 0
Rule 81: 111d1c1321151, Class:  1, CF:0.953016, Len: 13, Fitness_tra: 0
Rule 82: 9551114313211, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 83: 1111151115d51, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 84: 00d00070c0c08, Class:  0, CF:0.948518, Len:  5, Fitness_tra: 0
Rule 85: 2000000007007, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 3118513212511, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 87: 1233812112121, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 1458165255111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 1155418854111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 95551111237b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 2111115111532, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 92: 1111122111221, Class:  1, CF:0.505895, Len: 13, Fitness_tra: 0
Rule 93: 11d1c27111442, Class:  0, CF:0.896056, Len: 13, Fitness_tra: 0
Rule 94: 3c15811585151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 18d2115111513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 11515c1dc9211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 151318b621121, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 98: 11151c4111211, Class:  1, CF:0.950186, Len: 13, Fitness_tra: 1
Rule 99: 000000b0c0408, Class:  0, CF:0.569749, Len:  4, Fitness_tra: 0
Rule100: 2000000000002, Class:  0, CF:0.365313, Len:  2, Fitness_tra: -73
------Current------
Miss_rate(tra)	:54.386
------Result------
Miss_rate(tra)	:54.386
Miss_rate(tst)	:63.8889
ARL				:11.5072

------Generation 0------
Rule  1: 8700000000080, Class:  0, CF:0.832101, Len:  3, Fitness_tra: 27
Rule  2: 0000090004000, Class:  0, CF:0.820487, Len:  2, Fitness_tra: 5
Rule  3: 11151c4111211, Class:  1, CF:0.950186, Len: 13, Fitness_tra: 3
Rule  4: 1111111111111, Class:  1, CF:0.320191, Len: 13, Fitness_tra: 4
Rule  5: 111122111311c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: 21112d1d12214, Class:  1, CF:0.112936, Len: 13, Fitness_tra: 0
Rule  7: 0c00008004554, Class:  0, CF:0.235634, Len:  6, Fitness_tra: 0
Rule  8: 1115111511111, Class:  2, CF:0.312626, Len: 13, Fitness_tra: 0
Rule  9: 111d211211131, Class:  2, CF:0.890645, Len: 13, Fitness_tra: 0
Rule 10: 35118271191c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 19511213c1422, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 12: 3252511151511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 311122b111212, Class:  1, CF:0.938354, Len: 13, Fitness_tra: 0
Rule 14: 1112155111512, Class:  0, CF:0.602034, Len: 13, Fitness_tra: 0
Rule 15: 5513814d11111, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 16: 11512d1d12197, Class:  0, CF:0.95095, Len: 13, Fitness_tra: 0
Rule 17: 3c551d1c82d31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: c111222552151, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 19: 3c321d1121111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 20: 9111881315222, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 21: 11558111c1441, Class:  1, CF:0.229807, Len: 13, Fitness_tra: 0
Rule 22: 0000400000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 1c12195551511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: e211115195511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 1151111123241, Class:  1, CF:0.624441, Len: 13, Fitness_tra: 0
Rule 26: 2151215111151, Class:  0, CF:0.959274, Len: 13, Fitness_tra: 0
Rule 27: 9111555282515, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 28: 1255255212112, Class:  0, CF:0.323834, Len: 13, Fitness_tra: 0
Rule 29: 1c188132d5511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 5c18115281111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 31: 141c1d5212139, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 3115147911111, Class:  1, CF:0.764289, Len: 13, Fitness_tra: 1
Rule 33: 1d51812321c12, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 34: 000000b0c0408, Class:  0, CF:0.569749, Len:  4, Fitness_tra: -1
Rule 35: 1111118114592, Class:  0, CF:0.883421, Len: 13, Fitness_tra: 0
Rule 36: 1c522e9155131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 3251113211553, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 38: 300800d005005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 11512c41c1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 11d1151211d19, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 41: 1c11111c12d11, Class:  1, CF:0.999932, Len: 13, Fitness_tra: 0
Rule 42: 5151522111412, Class:  0, CF:0.99743, Len: 13, Fitness_tra: 0
Rule 43: 19111173c1121, Class:  1, CF:0.999628, Len: 13, Fitness_tra: 1
Rule 44: 1285118811154, Class:  1, CF:0.905353, Len: 13, Fitness_tra: 0
Rule 45: 12d5111112192, Class:  1, CF:0.929213, Len: 13, Fitness_tra: 0
Rule 46: 8211251112117, Class:  0, CF:0.900926, Len: 13, Fitness_tra: 0
Rule 47: 1151815c18591, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 48: 155111d112231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: e291551158511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 5239811112281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 2119211122512, Class:  1, CF:0.998925, Len: 13, Fitness_tra: 0
Rule 52: 91d1111ec1248, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: e1d584b141112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 51158c1311121, Class:  2, CF:0.341596, Len: 13, Fitness_tra: 0
Rule 55: 2c11418152252, Class:  0, CF:0.989214, Len: 13, Fitness_tra: 0
Rule 56: 003000004047c, Class:  0, CF:0.0508233, Len:  5, Fitness_tra: 0
Rule 57: 000040000c350, Class:  0, CF:  1, Len:  4, Fitness_tra: 3
Rule 58: 1111222111111, Class:  1, CF:0.219779, Len: 13, Fitness_tra: 0
Rule 59: 551188234522c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: ecd19391d1811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 1291411514552, Class:  0, CF:0.99035, Len: 13, Fitness_tra: 0
Rule 62: 3211191158815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1111191151191, Class:  0, CF:0.544835, Len: 13, Fitness_tra: 0
Rule 64: 2115155111111, Class:  1, CF:0.674114, Len: 13, Fitness_tra: 0
Rule 65: 1118115258511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 66: 2111111112c11, Class:  1, CF:0.235877, Len: 13, Fitness_tra: 0
Rule 67: 1118215218313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 2111185111511, Class:  0, CF:0.284239, Len: 13, Fitness_tra: 0
Rule 69: 141285181c515, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 70: 8211111511897, Class:  1, CF:0.919214, Len: 13, Fitness_tra: 0
Rule 71: e215111c18511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 000000c0b0500, Class:  1, CF:0.0693624, Len:  3, Fitness_tra: 6
Rule 73: 2000000004000, Class:  0, CF:0.0240747, Len:  2, Fitness_tra: -77
Rule 74: 12118111115d5, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 75: 9515112dc9128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 11d1c17125121, Class:  2, CF:0.943984, Len: 13, Fitness_tra: 1
Rule 77: 12111125c4512, Class:  1, CF:0.390206, Len: 13, Fitness_tra: 0
Rule 78: 115188732821c, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 79: 1c121d81181d1, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 80: 1195512111241, Class:  0, CF:0.402125, Len: 13, Fitness_tra: 0
Rule 81: c119211521131, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 82: 1111128352511, Class:  1, CF:0.222877, Len: 13, Fitness_tra: 0
Rule 83: 00000070c0405, Class:  0, CF:0.997314, Len:  4, Fitness_tra: 2
Rule 84: 11155421191b1, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 85: 111181111112c, Class:  0, CF:0.342041, Len: 13, Fitness_tra: 0
Rule 86: 111d412321122, Class:  1, CF:0.185566, Len: 13, Fitness_tra: 0
Rule 87: 51518225c1818, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 88: 1155151111c31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 11515c1d51111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 13151121c1148, Class:  1, CF:0.088295, Len: 13, Fitness_tra: 0
Rule 91: 850101d112080, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 92: 9111191151191, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 93: e191411158151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 31111ded58815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 321111b118212, Class:  2, CF:0.971384, Len: 13, Fitness_tra: 0
Rule 96: 0c0011d042230, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 11151c4111211, Class:  1, CF:0.950186, Len:  0, Fitness_tra: 0
Rule 98: 3211011584151, Class:  1, CF:  1, Len: 12, Fitness_tra: 0
Rule 99: 2111101117117, Class:  2, CF:0.171537, Len: 12, Fitness_tra: 0
Rule100: 9515512119148, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:46.1988
------Result------
Miss_rate(tra)	:46.1988
Miss_rate(tst)	:55.5556
ARL				:11.7143

------Generation 1------
Rule  1: 8700000000080, Class:  0, CF:0.832101, Len:  3, Fitness_tra: 27
Rule  2: 0000090004000, Class:  0, CF:0.820487, Len:  2, Fitness_tra: 5
Rule  3: 11151c4111211, Class:  1, CF:0.950186, Len: 13, Fitness_tra: 3
Rule  4: 1111111111111, Class:  1, CF:0.320191, Len: 13, Fitness_tra: 4
Rule  5: 111122111311c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: 21112d1d12214, Class:  1, CF:0.112936, Len: 13, Fitness_tra: 0
Rule  7: 0c00008004554, Class:  0, CF:0.235634, Len:  6, Fitness_tra: 0
Rule  8: 1115111511111, Class:  2, CF:0.312626, Len: 13, Fitness_tra: 0
Rule  9: 111d211211131, Class:  2, CF:0.890645, Len: 13, Fitness_tra: 0
Rule 10: 35118271191c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 19511213c1422, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 12: 3252511151511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 311122b111212, Class:  1, CF:0.938354, Len: 13, Fitness_tra: 0
Rule 14: 1112155111512, Class:  0, CF:0.602034, Len: 13, Fitness_tra: 0
Rule 15: 5513814d11111, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 16: 11512d1d12197, Class:  0, CF:0.95095, Len: 13, Fitness_tra: 0
Rule 17: 3c551d1c82d31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: c111222552151, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 19: 3c321d1121111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 20: 9111881315222, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 21: 11558111c1441, Class:  1, CF:0.229807, Len: 13, Fitness_tra: 0
Rule 22: 0000400000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 1c12195551511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: e211115195511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 1151111123241, Class:  1, CF:0.624441, Len: 13, Fitness_tra: 0
Rule 26: 2151215111151, Class:  0, CF:0.959274, Len: 13, Fitness_tra: 0
Rule 27: 9111555282515, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 28: 1255255212112, Class:  0, CF:0.323834, Len: 13, Fitness_tra: 0
Rule 29: 1c188132d5511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 5c18115281111, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 31: 141c1d5212139, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 3115147911111, Class:  1, CF:0.764289, Len: 13, Fitness_tra: 1
Rule 33: 1d51812321c12, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 34: 000000b0c0408, Class:  0, CF:0.569749, Len:  4, Fitness_tra: -1
Rule 35: 1111118114592, Class:  0, CF:0.883421, Len: 13, Fitness_tra: 0
Rule 36: 1c522e9155131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 3251113211553, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 38: 300800d005005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 11512c41c1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 11d1151211d19, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 41: 1c11111c12d11, Class:  1, CF:0.999932, Len: 13, Fitness_tra: 0
Rule 42: 5151522111412, Class:  0, CF:0.99743, Len: 13, Fitness_tra: 0
Rule 43: 19111173c1121, Class:  1, CF:0.999628, Len: 13, Fitness_tra: 1
Rule 44: 1285118811154, Class:  1, CF:0.905353, Len: 13, Fitness_tra: 0
Rule 45: 12d5111112192, Class:  1, CF:0.929213, Len: 13, Fitness_tra: 0
Rule 46: 8211251112117, Class:  0, CF:0.900926, Len: 13, Fitness_tra: 0
Rule 47: 1151815c18591, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 48: 155111d112231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: e291551158511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 5239811112281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 2119211122512, Class:  1, CF:0.998925, Len: 13, Fitness_tra: 0
Rule 52: 91d1111ec1248, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: e1d584b141112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 51158c1311121, Class:  2, CF:0.341596, Len: 13, Fitness_tra: 0
Rule 55: 2c11418152252, Class:  0, CF:0.989214, Len: 13, Fitness_tra: 0
Rule 56: 003000004047c, Class:  0, CF:0.0508233, Len:  5, Fitness_tra: 0
Rule 57: 000040000c350, Class:  0, CF:  1, Len:  4, Fitness_tra: 3
Rule 58: 1111222111111, Class:  1, CF:0.219779, Len: 13, Fitness_tra: 0
Rule 59: 551188234522c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: ecd19391d1811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 1291411514552, Class:  0, CF:0.99035, Len: 13, Fitness_tra: 0
Rule 62: 3211191158815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1111191151191, Class:  0, CF:0.544835, Len: 13, Fitness_tra: 0
Rule 64: 2115155111111, Class:  1, CF:0.674114, Len: 13, Fitness_tra: 0
Rule 65: 1118115258511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 66: 2111111112c11, Class:  1, CF:0.235877, Len: 13, Fitness_tra: 0
Rule 67: 1118215218313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 2111185111511, Class:  0, CF:0.284239, Len: 13, Fitness_tra: 0
Rule 69: 141285181c515, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 70: 8211111511897, Class:  1, CF:0.919214, Len: 13, Fitness_tra: 0
Rule 71: e215111c18511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 000000c0b0500, Class:  1, CF:0.0693624, Len:  3, Fitness_tra: 6
Rule 73: 2000000004000, Class:  0, CF:0.0240747, Len:  2, Fitness_tra: -77
Rule 74: 12118111115d5, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 75: 9515112dc9128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 11d1c17125121, Class:  2, CF:0.943984, Len: 13, Fitness_tra: 1
Rule 77: 12111125c4512, Class:  1, CF:0.390206, Len: 13, Fitness_tra: 0
Rule 78: 115188732821c, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 79: 1c121d81181d1, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 80: 1195512111241, Class:  0, CF:0.402125, Len: 13, Fitness_tra: 0
Rule 81: c119211521131, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 82: 1111128352511, Class:  1, CF:0.222877, Len: 13, Fitness_tra: 0
Rule 83: 00000070c0405, Class:  0, CF:0.997314, Len:  4, Fitness_tra: 2
Rule 84: 11155421191b1, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 85: 111181111112c, Class:  0, CF:0.342041, Len: 13, Fitness_tra: 0
Rule 86: 111d412321122, Class:  1, CF:0.185566, Len: 13, Fitness_tra: 0
Rule 87: 51518225c1818, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 88: 1155151111c31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 11515c1d51111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 13151121c1148, Class:  1, CF:0.088295, Len: 13, Fitness_tra: 0
Rule 91: 850101d112080, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 92: 9111191151191, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 93: e191411158151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 31111ded58815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 321111b118212, Class:  2, CF:0.971384, Len: 13, Fitness_tra: 0
Rule 96: 0c0011d042230, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 11151c4111211, Class:  1, CF:0.950186, Len:  0, Fitness_tra: 0
Rule 98: 3211011584151, Class:  1, CF:  1, Len: 12, Fitness_tra: 0
Rule 99: 2111101117117, Class:  2, CF:0.171537, Len: 12, Fitness_tra: 0
Rule100: 9515512119148, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:46.1988
------Result------
Miss_rate(tra)	:46.1988
Miss_rate(tst)	:55.5556
ARL				:11.7143

------Generation 2------
Rule  1: 8700000000080, Class:  0, CF:0.832101, Len:  3, Fitness_tra: 20
Rule  2: 000000c0b0500, Class:  1, CF:0.0693624, Len:  3, Fitness_tra: 1
Rule  3: 0000090004000, Class:  0, CF:0.820487, Len:  2, Fitness_tra: 5
Rule  4: 1111111111111, Class:  1, CF:0.320191, Len: 13, Fitness_tra: -2
Rule  5: 11151c4111211, Class:  1, CF:0.950186, Len: 13, Fitness_tra: 0
Rule  6: 000040000c350, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule  7: 00000070c0405, Class:  0, CF:0.997314, Len:  4, Fitness_tra: 1
Rule  8: 3115147911111, Class:  1, CF:0.764289, Len: 13, Fitness_tra: 1
Rule  9: 19111173c1121, Class:  1, CF:0.999628, Len: 13, Fitness_tra: 0
Rule 10: 11d1c17125121, Class:  2, CF:0.943984, Len: 13, Fitness_tra: 0
Rule 11: 111122111311c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 3252511151511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 311122b111212, Class:  1, CF:0.938354, Len: 13, Fitness_tra: 0
