------Generation 0------
Rule  1: 19c2b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 47: 11141, Class:  2, CF:0.596159, Len:  5, Fitness_tra: 3
Rule 48: 11211, Class:  1, CF:0.0722383, Len:  5, Fitness_tra: 0
Rule 49: 9222c, Class:  2, CF:0.999951, Len:  5, Fitness_tra: 0
Rule 50: 28224, Class:  1, CF:0.135199, Len:  5, Fitness_tra: 0
Rule 51: e4184, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: d9177, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 53: 5a527, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 54218, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 56: 51127, Class:  2, CF:0.976643, Len:  5, Fitness_tra: 0
Rule 57: 157bb, Class:  1, CF:0.931338, Len:  5, Fitness_tra: 0
Rule 58: 95124, Class:  1, CF:0.992184, Len:  5, Fitness_tra: 0
Rule 59: 1212c, Class:  2, CF:0.999727, Len:  5, Fitness_tra: 0
Rule 60: 00c00, Class:  1, CF:0.980838, Len:  1, Fitness_tra: 57
Rule 61: 111b4, Class:  2, CF:0.910001, Len:  5, Fitness_tra: 0
Rule 62: 91212, Class:  2, CF:0.831044, Len:  5, Fitness_tra: 0
Rule 63: c3122, Class:  2, CF:0.958172, Len:  5, Fitness_tra: 0
Rule 64: d5142, Class:  1, CF:0.547791, Len:  5, Fitness_tra: 0
Rule 65: c11b2, Class:  2, CF:0.906771, Len:  5, Fitness_tra: 14
Rule 66: 35271, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 67: 18727, Class:  1, CF:0.188865, Len:  5, Fitness_tra: 0
Rule 68: 1314b, Class:  2, CF:0.924372, Len:  5, Fitness_tra: 0
Rule 69: 97711, Class:  0, CF:0.11898, Len:  5, Fitness_tra: 0
Rule 70: 3142e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 37255, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 51424, Class:  2, CF:0.959123, Len:  5, Fitness_tra: 0
Rule 73: 95222, Class:  1, CF:0.997452, Len:  5, Fitness_tra: 0
Rule 74: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 5c7b4, Class:  0, CF:0.798494, Len:  5, Fitness_tra: 0
Rule 76: d511b, Class:  1, CF:0.708565, Len:  5, Fitness_tra: 0
Rule 77: 58472, Class:  0, CF:0.0415175, Len:  5, Fitness_tra: 0
Rule 78: 15172, Class:  1, CF:0.885129, Len:  5, Fitness_tra: 0
Rule 79: 3bb12, Class:  0, CF:0.188443, Len:  5, Fitness_tra: 0
Rule 80: 13527, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 00b00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 528b1, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 83: 232b4, Class:  2, CF:0.950566, Len:  5, Fitness_tra: 0
Rule 84: 14482, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 85: 31112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 11421, Class:  2, CF:0.0939019, Len:  5, Fitness_tra: 0
Rule 87: 1774c, Class:  2, CF:0.999491, Len:  5, Fitness_tra: 0
Rule 88: 59171, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 89: 21114, Class:  2, CF:0.65942, Len:  5, Fitness_tra: 69
Rule 90: 1214b, Class:  2, CF:0.480887, Len:  5, Fitness_tra: 0
Rule 91: 83572, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 291bb, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 93: 82124, Class:  2, CF:0.864752, Len:  5, Fitness_tra: 0
Rule 94: 37111, Class:  0, CF:0.192788, Len:  5, Fitness_tra: 3
Rule 95: d8471, Class:  1, CF:0.424325, Len:  5, Fitness_tra: 0
Rule 96: 04000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 00400, Class:  1, CF:0.145562, Len:  1, Fitness_tra: -95
Rule 98: 111b7, Class:  2, CF:0.864442, Len:  5, Fitness_tra: 4
Rule 99: 3c221, Class:  1, CF:0.862723, Len:  5, Fitness_tra: 0
Rule100: 3922b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
------Current------
Miss_rate(tra)	:84.7222
------Result------
Miss_rate(tra)	:84.7222
Miss_rate(tst)	:72.093
ARL				:4.85185

------Generation 0------
Rule  1: 19c2b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule  2: 94714, Class:  2, CF:0.270666, Len:  5, Fitness_tra: 0
Rule  3: 92174, Class:  2, CF:0.942976, Len:  5, Fitness_tra: 0
Rule  4: 55224, Class:  1, CF:0.911299, Len:  5, Fitness_tra: 0
Rule  5: 1771c, Class:  2, CF:0.996067, Len:  5, Fitness_tra: 0
Rule  6: 13114, Class:  2, CF:0.676881, Len:  5, Fitness_tra: 3
Rule  7: 255b7, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule  8: 97113, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 37121, Class:  0, CF:0.302686, Len:  5, Fitness_tra: 0
Rule 10: 81d11, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 11: 13147, Class:  2, CF:0.950635, Len:  5, Fitness_tra: 5
Rule 12: 9c213, Class:  1, CF:0.208281, Len:  5, Fitness_tra: 0
Rule 13: 09000, Class:  1, CF:  1, Len:  1, Fitness_tra: 30
Rule 14: 19141, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 15: 91174, Class:  2, CF:0.991445, Len:  5, Fitness_tra: 3
Rule 16: 1a122, Class:  2, CF:0.998669, Len:  5, Fitness_tra: 0
Rule 17: e11c1, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 18: 32b24, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 5c227, Class:  0, CF:0.830805, Len:  5, Fitness_tra: 0
Rule 20: 9471a, Class:  1, CF:0.308889, Len:  5, Fitness_tra: 1
Rule 21: 04000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 32122, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 1272c, Class:  2, CF:0.999501, Len:  5, Fitness_tra: 0
Rule 24: 57281, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 25: 235b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 31241, Class:  1, CF:0.710951, Len:  5, Fitness_tra: 0
Rule 27: 11712, Class:  2, CF:0.502886, Len:  5, Fitness_tra: 0
Rule 28: 38144, Class:  1, CF:0.915892, Len:  5, Fitness_tra: 0
Rule 29: 18411, Class:  1, CF:0.887268, Len:  5, Fitness_tra: 22
Rule 30: 571d2, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 31: 21b41, Class:  2, CF:0.579541, Len:  5, Fitness_tra: 1
Rule 32: e1474, Class:  2, CF:0.979941, Len:  5, Fitness_tra: 0
Rule 33: c91b7, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 34: 119b2, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 35: 12144, Class:  2, CF:0.762256, Len:  5, Fitness_tra: 0
Rule 36: 53121, Class:  2, CF:0.963114, Len:  5, Fitness_tra: 4
Rule 37: 62412, Class:  1, CF:0.9949, Len:  5, Fitness_tra: 0
Rule 38: e248c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1b714, Class:  2, CF:0.236319, Len:  5, Fitness_tra: 0
Rule 40: 1517b, Class:  1, CF:0.885129, Len:  5, Fitness_tra: 0
Rule 41: 952bb, Class:  1, CF:0.997452, Len:  5, Fitness_tra: 0
Rule 42: d2cbb, Class:  1, CF:0.698248, Len:  5, Fitness_tra: 0
Rule 43: 3e814, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 44: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 18271, Class:  1, CF:0.86066, Len:  5, Fitness_tra: 0
Rule 46: 32429, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 11141, Class:  2, CF:0.596159, Len:  5, Fitness_tra: 3
Rule 48: 11211, Class:  1, CF:0.0722383, Len:  5, Fitness_tra: 0
Rule 49: 9222c, Class:  2, CF:0.999951, Len:  5, Fitness_tra: 0
Rule 50: 28224, Class:  1, CF:0.135199, Len:  5, Fitness_tra: 0
Rule 51: e4184, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: d9177, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 53: 5a527, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 54218, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 56: 51127, Class:  2, CF:0.976643, Len:  5, Fitness_tra: 0
Rule 57: 157bb, Class:  1, CF:0.931338, Len:  5, Fitness_tra: 0
Rule 58: 95124, Class:  1, CF:0.992184, Len:  5, Fitness_tra: 0
Rule 59: 1212c, Class:  2, CF:0.999727, Len:  5, Fitness_tra: 0
Rule 60: 00c00, Class:  1, CF:0.980838, Len:  1, Fitness_tra: 57
Rule 61: 111b4, Class:  2, CF:0.910001, Len:  5, Fitness_tra: 0
Rule 62: 91212, Class:  2, CF:0.831044, Len:  5, Fitness_tra: 0
Rule 63: c3122, Class:  2, CF:0.958172, Len:  5, Fitness_tra: 0
Rule 64: d5142, Class:  1, CF:0.547791, Len:  5, Fitness_tra: 0
Rule 65: c11b2, Class:  2, CF:0.906771, Len:  5, Fitness_tra: 14
Rule 66: 35271, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 67: 18727, Class:  1, CF:0.188865, Len:  5, Fitness_tra: 0
Rule 68: 1314b, Class:  2, CF:0.924372, Len:  5, Fitness_tra: 0
Rule 69: 97711, Class:  0, CF:0.11898, Len:  5, Fitness_tra: 0
Rule 70: 3142e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 37255, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 51424, Class:  2, CF:0.959123, Len:  5, Fitness_tra: 0
Rule 73: 95222, Class:  1, CF:0.997452, Len:  5, Fitness_tra: 0
Rule 74: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 5c7b4, Class:  0, CF:0.798494, Len:  5, Fitness_tra: 0
Rule 76: d511b, Class:  1, CF:0.708565, Len:  5, Fitness_tra: 0
Rule 77: 58472, Class:  0, CF:0.0415175, Len:  5, Fitness_tra: 0
Rule 78: 15172, Class:  1, CF:0.885129, Len:  5, Fitness_tra: 0
Rule 79: 3bb12, Class:  0, CF:0.188443, Len:  5, Fitness_tra: 0
Rule 80: 13527, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 00b00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 528b1, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 83: 232b4, Class:  2, CF:0.950566, Len:  5, Fitness_tra: 0
Rule 84: 14482, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 85: 31112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 11421, Class:  2, CF:0.0939019, Len:  5, Fitness_tra: 0
Rule 87: 1774c, Class:  2, CF:0.999491, Len:  5, Fitness_tra: 0
Rule 88: 59171, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 89: 21114, Class:  2, CF:0.65942, Len:  5, Fitness_tra: 69
Rule 90: 1214b, Class:  2, CF:0.480887, Len:  5, Fitness_tra: 0
Rule 91: 83572, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 291bb, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 93: 82124, Class:  2, CF:0.864752, Len:  5, Fitness_tra: 0
Rule 94: 37111, Class:  0, CF:0.192788, Len:  5, Fitness_tra: 3
Rule 95: d8471, Class:  1, CF:0.424325, Len:  5, Fitness_tra: 0
Rule 96: 04000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 00400, Class:  1, CF:0.145562, Len:  1, Fitness_tra: -95
Rule 98: 111b7, Class:  2, CF:0.864442, Len:  5, Fitness_tra: 4
Rule 99: 3c221, Class:  1, CF:0.862723, Len:  5, Fitness_tra: 0
Rule100: 3922b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
------Current------
Miss_rate(tra)	:84.7222
------Result------
Miss_rate(tra)	:84.7222
Miss_rate(tst)	:72.093
ARL				:4.85185

------Generation 1------
Rule  1: 21114, Class:  2, CF:0.65942, Len:  5, Fitness_tra: 10
Rule  2: 00c00, Class:  1, CF:0.980838, Len:  1, Fitness_tra: 55
Rule  3: 09000, Class:  1, CF:  1, Len:  1, Fitness_tra: 30
Rule  4: 18411, Class:  1, CF:0.887268, Len:  5, Fitness_tra: -4
Rule  5: c11b2, Class:  2, CF:0.906771, Len:  5, Fitness_tra: 14
Rule  6: 13147, Class:  2, CF:0.950635, Len:  5, Fitness_tra: 5
Rule  7: 111b7, Class:  2, CF:0.864442, Len:  5, Fitness_tra: 4
Rule  8: 53121, Class:  2, CF:0.963114, Len:  5, Fitness_tra: 4
Rule  9: 37111, Class:  0, CF:0.192788, Len:  5, Fitness_tra: 7
Rule 10: 11141, Class:  2, CF:0.596159, Len:  5, Fitness_tra: 1
Rule 11: 91174, Class:  2, CF:0.991445, Len:  5, Fitness_tra: 3
Rule 12: 13114, Class:  2, CF:0.676881, Len:  5, Fitness_tra: 3
Rule 13: 21b41, Class:  2, CF:0.579541, Len:  5, Fitness_tra: -1
Rule 14: 9471a, Class:  1, CF:0.308889, Len:  5, Fitness_tra: -1
Rule 15: 19c2b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 16: 1a122, Class:  2, CF:0.998669, Len:  5, Fitness_tra: 0
Rule 17: e11c1, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 18: 32b24, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 5c227, Class:  0, CF:0.830805, Len:  5, Fitness_tra: 0
Rule 20: 94714, Class:  2, CF:0.270666, Len:  5, Fitness_tra: 0
Rule 21: 04000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 32122, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 1272c, Class:  2, CF:0.999501, Len:  5, Fitness_tra: 0
Rule 24: 57281, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 25: 235b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 31241, Class:  1, CF:0.710951, Len:  5, Fitness_tra: 0
Rule 27: 11712, Class:  2, CF:0.502886, Len:  5, Fitness_tra: 1
Rule 28: 38144, Class:  1, CF:0.915892, Len:  5, Fitness_tra: 0
Rule 29: 255b7, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 30: 571d2, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 31: 97113, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: e1474, Class:  2, CF:0.979941, Len:  5, Fitness_tra: 0
Rule 33: c91b7, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 34: 119b2, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 35: 12144, Class:  2, CF:0.762256, Len:  5, Fitness_tra: 0
Rule 36: 37121, Class:  0, CF:0.302686, Len:  5, Fitness_tra: 0
Rule 37: 62412, Class:  1, CF:0.9949, Len:  5, Fitness_tra: 0
Rule 38: e248c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1b714, Class:  2, CF:0.236319, Len:  5, Fitness_tra: 0
Rule 40: 1517b, Class:  1, CF:0.885129, Len:  5, Fitness_tra: 0
Rule 41: 952bb, Class:  1, CF:0.997452, Len:  5, Fitness_tra: 0
Rule 42: d2cbb, Class:  1, CF:0.698248, Len:  5, Fitness_tra: 0
Rule 43: 3e814, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 44: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 18271, Class:  1, CF:0.86066, Len:  5, Fitness_tra: 0
Rule 46: 32429, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 81d11, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 48: 11211, Class:  1, CF:0.0722383, Len:  5, Fitness_tra: 0
Rule 49: 9222c, Class:  2, CF:0.999951, Len:  5, Fitness_tra: 0
Rule 50: 28224, Class:  1, CF:0.135199, Len:  5, Fitness_tra: 0
Rule 51: e4184, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: d9177, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 53: 5a527, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 54218, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 56: 51127, Class:  2, CF:0.976643, Len:  5, Fitness_tra: 0
Rule 57: 157bb, Class:  1, CF:0.931338, Len:  5, Fitness_tra: 0
Rule 58: 95124, Class:  1, CF:0.992184, Len:  5, Fitness_tra: 0
Rule 59: 1212c, Class:  2, CF:0.999727, Len:  5, Fitness_tra: 0
Rule 60: 92174, Class:  2, CF:0.942976, Len:  5, Fitness_tra: 0
Rule 61: 111b4, Class:  2, CF:0.910001, Len:  5, Fitness_tra: 0
Rule 62: 91212, Class:  2, CF:0.831044, Len:  5, Fitness_tra: 0
Rule 63: c3122, Class:  2, CF:0.958172, Len:  5, Fitness_tra: 0
Rule 64: d5142, Class:  1, CF:0.547791, Len:  5, Fitness_tra: 0
Rule 65: 9c213, Class:  1, CF:0.208281, Len:  5, Fitness_tra: 0
Rule 66: 35271, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 67: 18727, Class:  1, CF:0.188865, Len:  5, Fitness_tra: 0
Rule 68: 1314b, Class:  2, CF:0.924372, Len:  5, Fitness_tra: 0
Rule 69: 97711, Class:  0, CF:0.11898, Len:  5, Fitness_tra: 0
Rule 70: 3142e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 37255, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 51424, Class:  2, CF:0.959123, Len:  5, Fitness_tra: 0
Rule 73: 95222, Class:  1, CF:0.997452, Len:  5, Fitness_tra: 0
Rule 74: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 5c7b4, Class:  0, CF:0.798494, Len:  5, Fitness_tra: 0
Rule 76: d511b, Class:  1, CF:0.708565, Len:  5, Fitness_tra: 0
Rule 77: 58472, Class:  0, CF:0.0415175, Len:  5, Fitness_tra: 0
Rule 78: 15172, Class:  1, CF:0.885129, Len:  5, Fitness_tra: 0
Rule 79: 3bb12, Class:  0, CF:0.188443, Len:  5, Fitness_tra: 0
Rule 80: 13527, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 5c413, Class:  0, CF:0.0995201, Len:  5, Fitness_tra: 0
Rule 82: ddc21, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 83: 535b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 92112, Class:  2, CF:0.62631, Len:  5, Fitness_tra: 0
Rule 85: 17155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 14111, Class:  0, CF:0.00353575, Len:  5, Fitness_tra: 0
Rule 87: 911c1, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 88: 81427, Class:  2, CF:0.874043, Len:  5, Fitness_tra: 0
Rule 89: 5211b, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 11221, Class:  2, CF:0.0443522, Len:  5, Fitness_tra: 0
Rule 91: 18177, Class:  0, CF:0.0625222, Len:  5, Fitness_tra: 0
Rule 92: 0e811, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule 93: 9232a, Class:  2, CF:0.318836, Len:  5, Fitness_tra: 0
Rule 94: 12184, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 95: 231e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 98411, Class:  1, CF:0.86194, Len:  5, Fitness_tra: 3
Rule 97: 9272c, Class:  2, CF:0.999951, Len:  5, Fitness_tra: 0
Rule 98: 55227, Class:  1, CF:0.911299, Len:  5, Fitness_tra: 0
Rule 99: d8a71, Class:  0, CF:0.492886, Len:  5, Fitness_tra: 0
Rule100: 9b27c, Class:  2, CF:0.999968, Len:  5, Fitness_tra: 0
------Current------
Miss_rate(tra)	:83.6111
------Result------
Miss_rate(tra)	:83.6111
Miss_rate(tst)	:69.7674
ARL				:4.88889

------Generation 2------
Rule  1: 00c00, Class:  1, CF:0.980838, Len:  1, Fitness_tra: 57
Rule  2: 09000, Class:  1, CF:  1, Len:  1, Fitness_tra: 30
Rule  3: c11b2, Class:  2, CF:0.906771, Len:  5, Fitness_tra: 14
Rule  4: 21114, Class:  2, CF:0.65942, Len:  5, Fitness_tra: 0
Rule  5: 37111, Class:  0, CF:0.192788, Len:  5, Fitness_tra: 9
Rule  6: 13147, Class:  2, CF:0.950635, Len:  5, Fitness_tra: 5
Rule  7: 111b7, Class:  2, CF:0.864442, Len:  5, Fitness_tra: 4
Rule  8: 53121, Class:  2, CF:0.963114, Len:  5, Fitness_tra: 4
Rule  9: 98411, Class:  1, CF:0.86194, Len:  5, Fitness_tra: 3
Rule 10: 13114, Class:  2, CF:0.676881, Len:  5, Fitness_tra: 3
Rule 11: 91174, Class:  2, CF:0.991445, Len:  5, Fitness_tra: 4
Rule 12: 11141, Class:  2, CF:0.596159, Len:  5, Fitness_tra: 0
Rule 13: 11712, Class:  2, CF:0.502886, Len:  5, Fitness_tra: 1
Rule 14: 9b27c, Class:  2, CF:0.999968, Len:  5, Fitness_tra: 0
Rule 15: 19c2b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 16: 1a122, Class:  2, CF:0.998669, Len:  5, Fitness_tra: 0
Rule 17: e11c1, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 18: 32b24, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 5c227, Class:  0, CF:0.830805, Len:  5, Fitness_tra: 0
Rule 20: 94714, Class:  2, CF:0.270666, Len:  5, Fitness_tra: 0
Rule 21: 04000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 32122, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 1272c, Class:  2, CF:0.999501, Len:  5, Fitness_tra: 0
Rule 24: 57281, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 25: 235b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 31241, Class:  1, CF:0.710951, Len:  5, Fitness_tra: 0
Rule 27: d8a71, Class:  0, CF:0.492886, Len:  5, Fitness_tra: 0
Rule 28: 38144, Class:  1, CF:0.915892, Len:  5, Fitness_tra: 0
Rule 29: 255b7, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 30: 571d2, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 31: 97113, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: e1474, Class:  2, CF:0.979941, Len:  5, Fitness_tra: 0
Rule 33: c91b7, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 34: 119b2, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 35: 12144, Class:  2, CF:0.762256, Len:  5, Fitness_tra: 0
Rule 36: 37121, Class:  0, CF:0.302686, Len:  5, Fitness_tra: 0
