------Generation 0------
Rule  1: 3111b, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 5cc41, Class:  1, CF:0.882966, Len:  5, Fitness_tra: 0
Rule 40: 52277, Class:  2, CF:0.753262, Len:  5, Fitness_tra: 0
Rule 41: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 52142, Class:  2, CF:0.930662, Len:  5, Fitness_tra: 0
Rule 43: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: d87b7, Class:  0, CF:0.529555, Len:  5, Fitness_tra: 0
Rule 45: 14711, Class:  1, CF:0.13139, Len:  5, Fitness_tra: 23
Rule 46: ed172, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 47: 14bc1, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 48: 11141, Class:  2, CF:0.59794, Len:  5, Fitness_tra: 0
Rule 49: 324c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 81147, Class:  2, CF:0.95027, Len:  5, Fitness_tra: 4
Rule 51: 12414, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 04000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 321b7, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 15114, Class:  1, CF:0.935665, Len:  5, Fitness_tra: 1
Rule 55: 19827, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 56: 81111, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 312b1, Class:  1, CF:0.760478, Len:  5, Fitness_tra: 0
Rule 58: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: e2411, Class:  1, CF:0.78585, Len:  5, Fitness_tra: 6
Rule 60: d5127, Class:  1, CF:0.579339, Len:  5, Fitness_tra: 0
Rule 61: 1122b, Class:  2, CF:0.753277, Len:  5, Fitness_tra: 0
Rule 62: 55514, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 63: 1b127, Class:  2, CF:0.86874, Len:  5, Fitness_tra: 0
Rule 64: 11121, Class:  2, CF:0.65775, Len:  5, Fitness_tra: 0
Rule 65: e1721, Class:  2, CF:0.850989, Len:  5, Fitness_tra: 0
Rule 66: 03000, Class:  2, CF:0.409394, Len:  1, Fitness_tra: 14
Rule 67: 41174, Class:  2, CF:0.922665, Len:  5, Fitness_tra: 1
Rule 68: 114bb, Class:  2, CF:0.642013, Len:  5, Fitness_tra: 0
Rule 69: 2317b, Class:  2, CF:0.95792, Len:  5, Fitness_tra: 3
Rule 70: 1c447, Class:  0, CF:0.459867, Len:  5, Fitness_tra: 0
Rule 71: 83274, Class:  2, CF:0.953721, Len:  5, Fitness_tra: 0
Rule 72: 19c77, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 73: 5d241, Class:  1, CF:0.963868, Len:  5, Fitness_tra: 0
Rule 74: 3114c, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 75: 31211, Class:  1, CF:0.836285, Len:  5, Fitness_tra: 32
Rule 76: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 11177, Class:  2, CF:0.887578, Len:  5, Fitness_tra: 0
Rule 78: 18171, Class:  1, CF:0.587167, Len:  5, Fitness_tra: 0
Rule 79: e2442, Class:  2, CF:0.881988, Len:  5, Fitness_tra: 0
Rule 80: 19272, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 81: 97222, Class:  2, CF:0.97732, Len:  5, Fitness_tra: 0
Rule 82: 38414, Class:  1, CF:0.979166, Len:  5, Fitness_tra: 0
Rule 83: 31821, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 84: 18172, Class:  0, CF:0.0556173, Len:  5, Fitness_tra: 0
Rule 85: e4147, Class:  2, CF:0.973129, Len:  5, Fitness_tra: 0
Rule 86: 12471, Class:  1, CF:0.416464, Len:  5, Fitness_tra: 0
Rule 87: 3b152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 12244, Class:  2, CF:0.408154, Len:  5, Fitness_tra: 0
Rule 89: 4114b, Class:  2, CF:0.88331, Len:  5, Fitness_tra: 0
Rule 90: 34b51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 11212, Class:  2, CF:0.260425, Len:  5, Fitness_tra: 0
Rule 92: 91228, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 93: 91212, Class:  2, CF:0.811227, Len:  5, Fitness_tra: 0
Rule 94: 981bb, Class:  1, CF:0.150135, Len:  5, Fitness_tra: 0
Rule 95: 32277, Class:  1, CF:0.791288, Len:  5, Fitness_tra: 0
Rule 96: e74c1, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 97: 1a127, Class:  2, CF:0.99825, Len:  5, Fitness_tra: 0
Rule 98: 11522, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 99: d0000, Class:  2, CF:0.187563, Len:  1, Fitness_tra: -46
Rule100: 54411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:86.3889
------Result------
Miss_rate(tra)	:86.3889
Miss_rate(tst)	:72.093
ARL				:4.90123

------Generation 0------
Rule  1: 3111b, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule  2: 21c14, Class:  1, CF:0.666502, Len:  5, Fitness_tra: 0
Rule  3: 61417, Class:  1, CF:0.945582, Len:  5, Fitness_tra: 0
Rule  4: 88811, Class:  1, CF:  1, Len:  5, Fitness_tra: 9
Rule  5: 64b24, Class:  1, CF:0.518156, Len:  5, Fitness_tra: 0
Rule  6: 11158, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule  7: d3822, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: d8417, Class:  0, CF:0.329532, Len:  5, Fitness_tra: 0
Rule  9: 17412, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 18142, Class:  0, CF:0.0556173, Len:  5, Fitness_tra: 0
Rule 11: 15c71, Class:  1, CF:  1, Len:  5, Fitness_tra: 5
Rule 12: 23174, Class:  2, CF:0.977834, Len:  5, Fitness_tra: 5
Rule 13: e52b1, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 14: 34b17, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 5522b, Class:  1, CF:0.926621, Len:  5, Fitness_tra: 0
Rule 16: 21114, Class:  2, CF:0.673299, Len:  5, Fitness_tra: 5
Rule 17: ced21, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 18: dc22b, Class:  0, CF:0.889827, Len:  5, Fitness_tra: 0
Rule 19: c6577, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 37281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 04000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 23121, Class:  2, CF:0.929059, Len:  5, Fitness_tra: 0
Rule 23: 11ab4, Class:  2, CF:0.936525, Len:  5, Fitness_tra: 0
Rule 24: 55c12, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 25: 3c111, Class:  1, CF:0.731728, Len:  5, Fitness_tra: 30
Rule 26: 5112b, Class:  2, CF:0.975536, Len:  5, Fitness_tra: 0
Rule 27: 34128, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 28: c554b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 29: 2d5b2, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 30: 52422, Class:  2, CF:0.870492, Len:  5, Fitness_tra: 0
Rule 31: 11128, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 32: d182b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 33: 14144, Class:  2, CF:0.762118, Len:  5, Fitness_tra: 0
Rule 34: 2617b, Class:  2, CF:0.987152, Len:  5, Fitness_tra: 0
Rule 35: 521b2, Class:  2, CF:0.910435, Len:  5, Fitness_tra: 0
Rule 36: 121b2, Class:  2, CF:0.712388, Len:  5, Fitness_tra: 0
Rule 37: 59227, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 38: 11118, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 39: 5cc41, Class:  1, CF:0.882966, Len:  5, Fitness_tra: 0
Rule 40: 52277, Class:  2, CF:0.753262, Len:  5, Fitness_tra: 0
Rule 41: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 52142, Class:  2, CF:0.930662, Len:  5, Fitness_tra: 0
Rule 43: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: d87b7, Class:  0, CF:0.529555, Len:  5, Fitness_tra: 0
Rule 45: 14711, Class:  1, CF:0.13139, Len:  5, Fitness_tra: 23
Rule 46: ed172, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 47: 14bc1, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 48: 11141, Class:  2, CF:0.59794, Len:  5, Fitness_tra: 0
Rule 49: 324c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 81147, Class:  2, CF:0.95027, Len:  5, Fitness_tra: 4
Rule 51: 12414, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 04000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 321b7, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 15114, Class:  1, CF:0.935665, Len:  5, Fitness_tra: 1
Rule 55: 19827, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 56: 81111, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 312b1, Class:  1, CF:0.760478, Len:  5, Fitness_tra: 0
Rule 58: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: e2411, Class:  1, CF:0.78585, Len:  5, Fitness_tra: 6
Rule 60: d5127, Class:  1, CF:0.579339, Len:  5, Fitness_tra: 0
Rule 61: 1122b, Class:  2, CF:0.753277, Len:  5, Fitness_tra: 0
Rule 62: 55514, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 63: 1b127, Class:  2, CF:0.86874, Len:  5, Fitness_tra: 0
Rule 64: 11121, Class:  2, CF:0.65775, Len:  5, Fitness_tra: 0
Rule 65: e1721, Class:  2, CF:0.850989, Len:  5, Fitness_tra: 0
Rule 66: 03000, Class:  2, CF:0.409394, Len:  1, Fitness_tra: 14
Rule 67: 41174, Class:  2, CF:0.922665, Len:  5, Fitness_tra: 1
Rule 68: 114bb, Class:  2, CF:0.642013, Len:  5, Fitness_tra: 0
Rule 69: 2317b, Class:  2, CF:0.95792, Len:  5, Fitness_tra: 3
Rule 70: 1c447, Class:  0, CF:0.459867, Len:  5, Fitness_tra: 0
Rule 71: 83274, Class:  2, CF:0.953721, Len:  5, Fitness_tra: 0
Rule 72: 19c77, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 73: 5d241, Class:  1, CF:0.963868, Len:  5, Fitness_tra: 0
Rule 74: 3114c, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 75: 31211, Class:  1, CF:0.836285, Len:  5, Fitness_tra: 32
Rule 76: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 11177, Class:  2, CF:0.887578, Len:  5, Fitness_tra: 0
Rule 78: 18171, Class:  1, CF:0.587167, Len:  5, Fitness_tra: 0
Rule 79: e2442, Class:  2, CF:0.881988, Len:  5, Fitness_tra: 0
Rule 80: 19272, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 81: 97222, Class:  2, CF:0.97732, Len:  5, Fitness_tra: 0
Rule 82: 38414, Class:  1, CF:0.979166, Len:  5, Fitness_tra: 0
Rule 83: 31821, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 84: 18172, Class:  0, CF:0.0556173, Len:  5, Fitness_tra: 0
Rule 85: e4147, Class:  2, CF:0.973129, Len:  5, Fitness_tra: 0
Rule 86: 12471, Class:  1, CF:0.416464, Len:  5, Fitness_tra: 0
Rule 87: 3b152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 12244, Class:  2, CF:0.408154, Len:  5, Fitness_tra: 0
Rule 89: 4114b, Class:  2, CF:0.88331, Len:  5, Fitness_tra: 0
Rule 90: 34b51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 11212, Class:  2, CF:0.260425, Len:  5, Fitness_tra: 0
Rule 92: 91228, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 93: 91212, Class:  2, CF:0.811227, Len:  5, Fitness_tra: 0
Rule 94: 981bb, Class:  1, CF:0.150135, Len:  5, Fitness_tra: 0
Rule 95: 32277, Class:  1, CF:0.791288, Len:  5, Fitness_tra: 0
Rule 96: e74c1, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 97: 1a127, Class:  2, CF:0.99825, Len:  5, Fitness_tra: 0
Rule 98: 11522, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 99: d0000, Class:  2, CF:0.187563, Len:  1, Fitness_tra: -46
Rule100: 54411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:86.3889
------Result------
Miss_rate(tra)	:86.3889
Miss_rate(tst)	:72.093
ARL				:4.90123

------Generation 1------
Rule  1: 3111b, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule  2: 21c14, Class:  1, CF:0.666502, Len:  5, Fitness_tra: 0
Rule  3: 61417, Class:  1, CF:0.945582, Len:  5, Fitness_tra: 0
Rule  4: 88811, Class:  1, CF:  1, Len:  5, Fitness_tra: 9
Rule  5: 64b24, Class:  1, CF:0.518156, Len:  5, Fitness_tra: 0
Rule  6: 11158, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule  7: d3822, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: d8417, Class:  0, CF:0.329532, Len:  5, Fitness_tra: 0
Rule  9: 17412, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 18142, Class:  0, CF:0.0556173, Len:  5, Fitness_tra: 0
Rule 11: 15c71, Class:  1, CF:  1, Len:  5, Fitness_tra: 5
Rule 12: 23174, Class:  2, CF:0.977834, Len:  5, Fitness_tra: 5
Rule 13: e52b1, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 14: 34b17, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 5522b, Class:  1, CF:0.926621, Len:  5, Fitness_tra: 0
Rule 16: 21114, Class:  2, CF:0.673299, Len:  5, Fitness_tra: 5
Rule 17: ced21, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 18: dc22b, Class:  0, CF:0.889827, Len:  5, Fitness_tra: 0
Rule 19: c6577, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 37281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 04000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 23121, Class:  2, CF:0.929059, Len:  5, Fitness_tra: 0
Rule 23: 11ab4, Class:  2, CF:0.936525, Len:  5, Fitness_tra: 0
Rule 24: 55c12, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 25: 3c111, Class:  1, CF:0.731728, Len:  5, Fitness_tra: 30
Rule 26: 5112b, Class:  2, CF:0.975536, Len:  5, Fitness_tra: 0
Rule 27: 34128, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 28: c554b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 29: 2d5b2, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 30: 52422, Class:  2, CF:0.870492, Len:  5, Fitness_tra: 0
Rule 31: 11128, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 32: d182b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 33: 14144, Class:  2, CF:0.762118, Len:  5, Fitness_tra: 0
Rule 34: 2617b, Class:  2, CF:0.987152, Len:  5, Fitness_tra: 0
Rule 35: 521b2, Class:  2, CF:0.910435, Len:  5, Fitness_tra: 0
Rule 36: 121b2, Class:  2, CF:0.712388, Len:  5, Fitness_tra: 0
Rule 37: 59227, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 38: 11118, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 39: 5cc41, Class:  1, CF:0.882966, Len:  5, Fitness_tra: 0
Rule 40: 52277, Class:  2, CF:0.753262, Len:  5, Fitness_tra: 0
Rule 41: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 52142, Class:  2, CF:0.930662, Len:  5, Fitness_tra: 0
Rule 43: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: d87b7, Class:  0, CF:0.529555, Len:  5, Fitness_tra: 0
Rule 45: 14711, Class:  1, CF:0.13139, Len:  5, Fitness_tra: 23
Rule 46: ed172, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 47: 14bc1, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 48: 11141, Class:  2, CF:0.59794, Len:  5, Fitness_tra: 0
Rule 49: 324c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 81147, Class:  2, CF:0.95027, Len:  5, Fitness_tra: 4
Rule 51: 12414, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 04000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 321b7, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 15114, Class:  1, CF:0.935665, Len:  5, Fitness_tra: 1
Rule 55: 19827, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 56: 81111, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 312b1, Class:  1, CF:0.760478, Len:  5, Fitness_tra: 0
Rule 58: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: e2411, Class:  1, CF:0.78585, Len:  5, Fitness_tra: 6
Rule 60: d5127, Class:  1, CF:0.579339, Len:  5, Fitness_tra: 0
Rule 61: 1122b, Class:  2, CF:0.753277, Len:  5, Fitness_tra: 0
Rule 62: 55514, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 63: 1b127, Class:  2, CF:0.86874, Len:  5, Fitness_tra: 0
Rule 64: 11121, Class:  2, CF:0.65775, Len:  5, Fitness_tra: 0
Rule 65: e1721, Class:  2, CF:0.850989, Len:  5, Fitness_tra: 0
Rule 66: 03000, Class:  2, CF:0.409394, Len:  1, Fitness_tra: 14
Rule 67: 41174, Class:  2, CF:0.922665, Len:  5, Fitness_tra: 1
Rule 68: 114bb, Class:  2, CF:0.642013, Len:  5, Fitness_tra: 0
Rule 69: 2317b, Class:  2, CF:0.95792, Len:  5, Fitness_tra: 3
Rule 70: 1c447, Class:  0, CF:0.459867, Len:  5, Fitness_tra: 0
Rule 71: 83274, Class:  2, CF:0.953721, Len:  5, Fitness_tra: 0
Rule 72: 19c77, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 73: 5d241, Class:  1, CF:0.963868, Len:  5, Fitness_tra: 0
Rule 74: 3114c, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 75: 31211, Class:  1, CF:0.836285, Len:  5, Fitness_tra: 32
Rule 76: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 11177, Class:  2, CF:0.887578, Len:  5, Fitness_tra: 0
Rule 78: 18171, Class:  1, CF:0.587167, Len:  5, Fitness_tra: 0
Rule 79: e2442, Class:  2, CF:0.881988, Len:  5, Fitness_tra: 0
Rule 80: 19272, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 81: 97222, Class:  2, CF:0.97732, Len:  5, Fitness_tra: 0
Rule 82: 38414, Class:  1, CF:0.979166, Len:  5, Fitness_tra: 0
Rule 83: 31821, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 84: 18172, Class:  0, CF:0.0556173, Len:  5, Fitness_tra: 0
Rule 85: e4147, Class:  2, CF:0.973129, Len:  5, Fitness_tra: 0
Rule 86: 12471, Class:  1, CF:0.416464, Len:  5, Fitness_tra: 0
Rule 87: 3b152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 12244, Class:  2, CF:0.408154, Len:  5, Fitness_tra: 0
Rule 89: 4114b, Class:  2, CF:0.88331, Len:  5, Fitness_tra: 0
Rule 90: 34b51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 11212, Class:  2, CF:0.260425, Len:  5, Fitness_tra: 0
Rule 92: 91228, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 93: 91212, Class:  2, CF:0.811227, Len:  5, Fitness_tra: 0
Rule 94: 981bb, Class:  1, CF:0.150135, Len:  5, Fitness_tra: 0
Rule 95: 32277, Class:  1, CF:0.791288, Len:  5, Fitness_tra: 0
Rule 96: e74c1, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 97: 1a127, Class:  2, CF:0.99825, Len:  5, Fitness_tra: 0
Rule 98: 11522, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 99: d0000, Class:  2, CF:0.187563, Len:  1, Fitness_tra: -46
Rule100: 54411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:86.3889
------Result------
Miss_rate(tra)	:86.3889
Miss_rate(tst)	:72.093
ARL				:4.90123

------Generation 2------
Rule  1: 31211, Class:  1, CF:0.836285, Len:  5, Fitness_tra: 32
Rule  2: 3c111, Class:  1, CF:0.731728, Len:  5, Fitness_tra: 30
Rule  3: 14711, Class:  1, CF:0.13139, Len:  5, Fitness_tra: 26
Rule  4: 03000, Class:  2, CF:0.409394, Len:  1, Fitness_tra: -10
Rule  5: 88811, Class:  1, CF:  1, Len:  5, Fitness_tra: 11
Rule  6: e2411, Class:  1, CF:0.78585, Len:  5, Fitness_tra: 6
Rule  7: 15c71, Class:  1, CF:  1, Len:  5, Fitness_tra: 5
Rule  8: 21114, Class:  2, CF:0.673299, Len:  5, Fitness_tra: 4
Rule  9: 23174, Class:  2, CF:0.977834, Len:  5, Fitness_tra: 5
Rule 10: 81147, Class:  2, CF:0.95027, Len:  5, Fitness_tra: 4
Rule 11: 2317b, Class:  2, CF:0.95792, Len:  5, Fitness_tra: 3
Rule 12: 15114, Class:  1, CF:0.935665, Len:  5, Fitness_tra: 1
Rule 13: 41174, Class:  2, CF:0.922665, Len:  5, Fitness_tra: 1
Rule 14: 3111b, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 5522b, Class:  1, CF:0.926621, Len:  5, Fitness_tra: 0
Rule 16: 64b24, Class:  1, CF:0.518156, Len:  5, Fitness_tra: 0
Rule 17: ced21, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 18: dc22b, Class:  0, CF:0.889827, Len:  5, Fitness_tra: 0
Rule 19: c6577, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 37281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 04000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 23121, Class:  2, CF:0.929059, Len:  5, Fitness_tra: 0
Rule 23: 11ab4, Class:  2, CF:0.936525, Len:  5, Fitness_tra: 0
Rule 24: 55c12, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 25: 11158, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 26: 5112b, Class:  2, CF:0.975536, Len:  5, Fitness_tra: 0
Rule 27: 34128, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 28: c554b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 29: 2d5b2, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 30: 52422, Class:  2, CF:0.870492, Len:  5, Fitness_tra: 0
Rule 31: 11128, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 32: d182b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 33: 14144, Class:  2, CF:0.762118, Len:  5, Fitness_tra: 0
Rule 34: 2617b, Class:  2, CF:0.987152, Len:  5, Fitness_tra: 0
Rule 35: 521b2, Class:  2, CF:0.910435, Len:  5, Fitness_tra: 0
Rule 36: 121b2, Class:  2, CF:0.712388, Len:  5, Fitness_tra: 0
Rule 37: 59227, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
