------Generation 0------
Rule  1: d2171, Class:  2, CF:0.347804, Len:  5, Fitness_tra: 0
Rule 53: 216b7, Class:  2, CF:0.948857, Len:  5, Fitness_tra: 2
Rule 54: 15c71, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 55: 32b11, Class:  1, CF:0.806722, Len:  5, Fitness_tra: 3
Rule 56: 1112b, Class:  2, CF:0.919032, Len:  5, Fitness_tra: 0
Rule 57: 5111b, Class:  2, CF:0.697063, Len:  5, Fitness_tra: -1
Rule 58: 21274, Class:  2, CF:0.911135, Len:  5, Fitness_tra: 0
Rule 59: 11c12, Class:  1, CF:0.967158, Len:  5, Fitness_tra: 0
Rule 60: 65147, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 61: 55822, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 62: 29272, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 63: d1c2b, Class:  1, CF:0.698386, Len:  5, Fitness_tra: 0
Rule 64: 55117, Class:  1, CF:0.831468, Len:  5, Fitness_tra: 0
Rule 65: 62222, Class:  1, CF:0.997975, Len:  5, Fitness_tra: 0
Rule 66: 15147, Class:  1, CF:0.839746, Len:  5, Fitness_tra: 0
Rule 67: 51dbb, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 68: 6224b, Class:  1, CF:0.997975, Len:  5, Fitness_tra: 0
Rule 69: 12731, Class:  1, CF:0.505244, Len:  5, Fitness_tra: 35
Rule 70: 1e5bb, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 71: 32143, Class:  1, CF:0.782444, Len:  5, Fitness_tra: 0
Rule 72: 11121, Class:  2, CF:0.716999, Len:  5, Fitness_tra: 0
Rule 73: eb114, Class:  2, CF:0.771551, Len:  5, Fitness_tra: 0
Rule 74: 31272, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: e2114, Class:  2, CF:0.0771255, Len:  5, Fitness_tra: 0
Rule 76: 511b4, Class:  2, CF:0.973466, Len:  5, Fitness_tra: 0
Rule 77: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 11422, Class:  2, CF:0.930702, Len:  5, Fitness_tra: 0
Rule 79: 95241, Class:  1, CF:0.99837, Len:  5, Fitness_tra: 0
Rule 80: 51117, Class:  2, CF:0.744028, Len:  5, Fitness_tra: 0
Rule 81: 9122b, Class:  2, CF:0.969068, Len:  5, Fitness_tra: 0
Rule 82: 12127, Class:  2, CF:0.668225, Len:  5, Fitness_tra: 0
Rule 83: 41677, Class:  2, CF:0.925089, Len:  5, Fitness_tra: 0
Rule 84: 522c2, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 85: 91274, Class:  2, CF:0.971811, Len:  5, Fitness_tra: 0
Rule 86: 31224, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 57b18, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 88: 19474, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 89: 1b187, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 90: 1551b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 91: 34431, Class:  1, CF:0.873574, Len:  5, Fitness_tra: 10
Rule 92: 11218, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 93: 13877, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 94: 2352b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 31c24, Class:  1, CF:0.997228, Len:  5, Fitness_tra: 0
Rule 96: 181b4, Class:  0, CF:0.118113, Len:  5, Fitness_tra: 0
Rule 97: 32413, Class:  1, CF:0.961555, Len:  5, Fitness_tra: 15
Rule 98: 11712, Class:  2, CF:0.398839, Len:  5, Fitness_tra: 0
Rule 99: d1272, Class:  2, CF:0.972018, Len:  5, Fitness_tra: 0
Rule100: 54171, Class:  2, CF:0.467771, Len:  5, Fitness_tra: 0
------Current------
Miss_rate(tra)	:86.1111
------Result------
Miss_rate(tra)	:86.1111
Miss_rate(tst)	:69.7674
ARL				:4.88043

------Generation 0------
Rule  1: 12731, Class:  1, CF:0.505244, Len:  5, Fitness_tra: 39
Rule  2: 00500, Class:  1, CF:  1, Len:  1, Fitness_tra: 19
Rule  3: 03000, Class:  2, CF:0.45066, Len:  1, Fitness_tra: 64
Rule  4: 12711, Class:  1, CF:0.497628, Len:  5, Fitness_tra: 22
Rule  5: 32413, Class:  1, CF:0.961555, Len:  5, Fitness_tra: 15
Rule  6: 34431, Class:  1, CF:0.873574, Len:  5, Fitness_tra: 7
Rule  7: 32b11, Class:  1, CF:0.806722, Len:  5, Fitness_tra: 3
Rule  8: 92111, Class:  1, CF:0.245855, Len:  5, Fitness_tra: 9
Rule  9: 216b7, Class:  2, CF:0.948857, Len:  5, Fitness_tra: 2
Rule 10: d2171, Class:  2, CF:0.347804, Len:  5, Fitness_tra: 0
Rule 11: 51124, Class:  2, CF:0.987005, Len:  5, Fitness_tra: 0
Rule 12: 31cb4, Class:  1, CF:0.997228, Len:  5, Fitness_tra: 0
Rule 13: 5c7b4, Class:  0, CF:0.851277, Len:  5, Fitness_tra: 0
Rule 14: 61141, Class:  1, CF:0.900037, Len:  5, Fitness_tra: 0
Rule 15: 54171, Class:  2, CF:0.467771, Len:  5, Fitness_tra: 0
Rule 16: 12722, Class:  2, CF:0.700308, Len:  5, Fitness_tra: 0
Rule 17: 91112, Class:  2, CF:0.916923, Len:  5, Fitness_tra: 0
Rule 18: 11712, Class:  2, CF:0.398839, Len:  5, Fitness_tra: 0
Rule 19: 1e277, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 20: 114b4, Class:  2, CF:0.812302, Len:  5, Fitness_tra: 0
Rule 21: 521b7, Class:  2, CF:0.791747, Len:  5, Fitness_tra: 0
Rule 22: 11213, Class:  1, CF:0.142108, Len:  5, Fitness_tra: 0
Rule 23: d0700, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: e1177, Class:  2, CF:0.99058, Len:  5, Fitness_tra: 0
Rule 25: 32244, Class:  1, CF:0.834261, Len:  5, Fitness_tra: 0
Rule 26: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 9d2b4, Class:  1, CF:0.996489, Len:  5, Fitness_tra: 0
Rule 28: 135b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 321b1, Class:  1, CF:0.767239, Len:  5, Fitness_tra: 0
Rule 30: 11487, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 31: 34b12, Class:  1, CF:0.0658949, Len:  5, Fitness_tra: 0
Rule 32: 91222, Class:  2, CF:0.984457, Len:  5, Fitness_tra: 0
Rule 33: 94171, Class:  2, CF:0.678142, Len:  5, Fitness_tra: 0
Rule 34: 13824, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 35: d5142, Class:  1, CF:0.526077, Len:  5, Fitness_tra: 0
Rule 36: 25171, Class:  1, CF:0.908817, Len:  5, Fitness_tra: 0
Rule 37: 1e172, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 38: 12472, Class:  2, CF:0.602227, Len:  5, Fitness_tra: 0
Rule 39: 18172, Class:  0, CF:0.118113, Len:  5, Fitness_tra: 0
Rule 40: 21c41, Class:  1, CF:0.950718, Len:  5, Fitness_tra: 0
Rule 41: 13271, Class:  2, CF:0.646333, Len:  5, Fitness_tra: 0
Rule 42: 11211, Class:  1, CF:0.0876215, Len:  5, Fitness_tra: 0
Rule 43: d5272, Class:  1, CF:0.865586, Len:  5, Fitness_tra: 0
Rule 44: 3c222, Class:  1, CF:0.645514, Len:  5, Fitness_tra: 0
Rule 45: 17821, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 46: 64414, Class:  1, CF:0.982196, Len:  5, Fitness_tra: 0
Rule 47: 12bd2, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 48: e4111, Class:  1, CF:0.0592411, Len:  5, Fitness_tra: 0
Rule 49: 5478a, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 50: d5544, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 51: 51424, Class:  2, CF:0.963842, Len:  5, Fitness_tra: 0
Rule 52: a7274, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 53: 15c71, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 54: 11427, Class:  2, CF:0.865519, Len:  5, Fitness_tra: 0
Rule 55: 1112b, Class:  2, CF:0.919032, Len:  5, Fitness_tra: 0
Rule 56: 21274, Class:  2, CF:0.911135, Len:  5, Fitness_tra: 0
Rule 57: 11c12, Class:  1, CF:0.967158, Len:  5, Fitness_tra: 0
Rule 58: 65147, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 59: 55822, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 60: 29272, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 61: d1c2b, Class:  1, CF:0.698386, Len:  5, Fitness_tra: 0
Rule 62: 55117, Class:  1, CF:0.831468, Len:  5, Fitness_tra: 0
Rule 63: 62222, Class:  1, CF:0.997975, Len:  5, Fitness_tra: 0
Rule 64: 15147, Class:  1, CF:0.839746, Len:  5, Fitness_tra: 0
Rule 65: 51dbb, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 66: 6224b, Class:  1, CF:0.997975, Len:  5, Fitness_tra: 0
Rule 67: 14412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 1e5bb, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 69: 32143, Class:  1, CF:0.782444, Len:  5, Fitness_tra: 0
Rule 70: 11121, Class:  2, CF:0.716999, Len:  5, Fitness_tra: 0
Rule 71: eb114, Class:  2, CF:0.771551, Len:  5, Fitness_tra: 0
Rule 72: 31272, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: e2114, Class:  2, CF:0.0771255, Len:  5, Fitness_tra: 0
Rule 74: 511b4, Class:  2, CF:0.973466, Len:  5, Fitness_tra: 0
Rule 75: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 11422, Class:  2, CF:0.930702, Len:  5, Fitness_tra: 0
Rule 77: 95241, Class:  1, CF:0.99837, Len:  5, Fitness_tra: 0
Rule 78: 51117, Class:  2, CF:0.744028, Len:  5, Fitness_tra: 0
Rule 79: 9122b, Class:  2, CF:0.969068, Len:  5, Fitness_tra: 0
Rule 80: 12127, Class:  2, CF:0.668225, Len:  5, Fitness_tra: 0
Rule 81: 11572, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 82: 3b781, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 51117, Class:  2, CF:0.744028, Len:  0, Fitness_tra: 0
Rule 84: 11841, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 85: e4715, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 26377, Class:  2, CF:0.99315, Len:  5, Fitness_tra: 0
Rule 87: 92c21, Class:  1, CF:0.982494, Len:  5, Fitness_tra: 0
Rule 88: 151b7, Class:  1, CF:0.839746, Len:  5, Fitness_tra: 0
Rule 89: 31217, Class:  1, CF:0.319415, Len:  5, Fitness_tra: 0
Rule 90: 17111, Class:  0, CF:0.483125, Len:  5, Fitness_tra: 60
Rule 91: 123b7, Class:  2, CF:0.531622, Len:  5, Fitness_tra: 0
Rule 92: 36272, Class:  2, CF:0.763633, Len:  5, Fitness_tra: 0
Rule 93: 13820, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule 94: 31b10, Class:  1, CF:0.379332, Len:  4, Fitness_tra: 0
Rule 95: 11424, Class:  2, CF:0.895292, Len:  5, Fitness_tra: 0
Rule 96: 6bb14, Class:  0, CF:0.710523, Len:  5, Fitness_tra: 0
Rule 97: 5c271, Class:  0, CF:0.238441, Len:  5, Fitness_tra: 0
Rule 98: 65147, Class:  1, CF:  1, Len:  0, Fitness_tra: 0
Rule 99: 10712, Class:  2, CF:0.209677, Len:  4, Fitness_tra: 0
Rule100: 1141a, Class:  1, CF:0.115698, Len:  5, Fitness_tra: 0
------Current------
Miss_rate(tra)	:67.2222
------Result------
Miss_rate(tra)	:67.2222
Miss_rate(tst)	:39.5349
ARL				:4.87778

------Generation 1------
Rule  1: 12731, Class:  1, CF:0.505244, Len:  5, Fitness_tra: 39
Rule  2: 00500, Class:  1, CF:  1, Len:  1, Fitness_tra: 19
Rule  3: 03000, Class:  2, CF:0.45066, Len:  1, Fitness_tra: 64
Rule  4: 12711, Class:  1, CF:0.497628, Len:  5, Fitness_tra: 22
Rule  5: 32413, Class:  1, CF:0.961555, Len:  5, Fitness_tra: 15
Rule  6: 34431, Class:  1, CF:0.873574, Len:  5, Fitness_tra: 7
Rule  7: 32b11, Class:  1, CF:0.806722, Len:  5, Fitness_tra: 3
Rule  8: 92111, Class:  1, CF:0.245855, Len:  5, Fitness_tra: 9
Rule  9: 216b7, Class:  2, CF:0.948857, Len:  5, Fitness_tra: 2
Rule 10: d2171, Class:  2, CF:0.347804, Len:  5, Fitness_tra: 0
Rule 11: 51124, Class:  2, CF:0.987005, Len:  5, Fitness_tra: 0
Rule 12: 31cb4, Class:  1, CF:0.997228, Len:  5, Fitness_tra: 0
Rule 13: 5c7b4, Class:  0, CF:0.851277, Len:  5, Fitness_tra: 0
Rule 14: 61141, Class:  1, CF:0.900037, Len:  5, Fitness_tra: 0
Rule 15: 54171, Class:  2, CF:0.467771, Len:  5, Fitness_tra: 0
Rule 16: 12722, Class:  2, CF:0.700308, Len:  5, Fitness_tra: 0
Rule 17: 91112, Class:  2, CF:0.916923, Len:  5, Fitness_tra: 0
Rule 18: 11712, Class:  2, CF:0.398839, Len:  5, Fitness_tra: 0
Rule 19: 1e277, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 20: 114b4, Class:  2, CF:0.812302, Len:  5, Fitness_tra: 0
Rule 21: 521b7, Class:  2, CF:0.791747, Len:  5, Fitness_tra: 0
Rule 22: 11213, Class:  1, CF:0.142108, Len:  5, Fitness_tra: 0
Rule 23: d0700, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: e1177, Class:  2, CF:0.99058, Len:  5, Fitness_tra: 0
Rule 25: 32244, Class:  1, CF:0.834261, Len:  5, Fitness_tra: 0
Rule 26: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 9d2b4, Class:  1, CF:0.996489, Len:  5, Fitness_tra: 0
Rule 28: 135b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 321b1, Class:  1, CF:0.767239, Len:  5, Fitness_tra: 0
Rule 30: 11487, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 31: 34b12, Class:  1, CF:0.0658949, Len:  5, Fitness_tra: 0
Rule 32: 91222, Class:  2, CF:0.984457, Len:  5, Fitness_tra: 0
Rule 33: 94171, Class:  2, CF:0.678142, Len:  5, Fitness_tra: 0
Rule 34: 13824, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 35: d5142, Class:  1, CF:0.526077, Len:  5, Fitness_tra: 0
Rule 36: 25171, Class:  1, CF:0.908817, Len:  5, Fitness_tra: 0
Rule 37: 1e172, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 38: 12472, Class:  2, CF:0.602227, Len:  5, Fitness_tra: 0
Rule 39: 18172, Class:  0, CF:0.118113, Len:  5, Fitness_tra: 0
Rule 40: 21c41, Class:  1, CF:0.950718, Len:  5, Fitness_tra: 0
Rule 41: 13271, Class:  2, CF:0.646333, Len:  5, Fitness_tra: 0
Rule 42: 11211, Class:  1, CF:0.0876215, Len:  5, Fitness_tra: 0
Rule 43: d5272, Class:  1, CF:0.865586, Len:  5, Fitness_tra: 0
Rule 44: 3c222, Class:  1, CF:0.645514, Len:  5, Fitness_tra: 0
Rule 45: 17821, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 46: 64414, Class:  1, CF:0.982196, Len:  5, Fitness_tra: 0
Rule 47: 12bd2, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 48: e4111, Class:  1, CF:0.0592411, Len:  5, Fitness_tra: 0
Rule 49: 5478a, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 50: d5544, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 51: 51424, Class:  2, CF:0.963842, Len:  5, Fitness_tra: 0
Rule 52: a7274, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 53: 15c71, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 54: 11427, Class:  2, CF:0.865519, Len:  5, Fitness_tra: 0
Rule 55: 1112b, Class:  2, CF:0.919032, Len:  5, Fitness_tra: 0
Rule 56: 21274, Class:  2, CF:0.911135, Len:  5, Fitness_tra: 0
Rule 57: 11c12, Class:  1, CF:0.967158, Len:  5, Fitness_tra: 0
Rule 58: 65147, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 59: 55822, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 60: 29272, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 61: d1c2b, Class:  1, CF:0.698386, Len:  5, Fitness_tra: 0
Rule 62: 55117, Class:  1, CF:0.831468, Len:  5, Fitness_tra: 0
Rule 63: 62222, Class:  1, CF:0.997975, Len:  5, Fitness_tra: 0
Rule 64: 15147, Class:  1, CF:0.839746, Len:  5, Fitness_tra: 0
Rule 65: 51dbb, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 66: 6224b, Class:  1, CF:0.997975, Len:  5, Fitness_tra: 0
Rule 67: 14412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 1e5bb, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 69: 32143, Class:  1, CF:0.782444, Len:  5, Fitness_tra: 0
Rule 70: 11121, Class:  2, CF:0.716999, Len:  5, Fitness_tra: 0
Rule 71: eb114, Class:  2, CF:0.771551, Len:  5, Fitness_tra: 0
Rule 72: 31272, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: e2114, Class:  2, CF:0.0771255, Len:  5, Fitness_tra: 0
Rule 74: 511b4, Class:  2, CF:0.973466, Len:  5, Fitness_tra: 0
Rule 75: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 11422, Class:  2, CF:0.930702, Len:  5, Fitness_tra: 0
Rule 77: 95241, Class:  1, CF:0.99837, Len:  5, Fitness_tra: 0
Rule 78: 51117, Class:  2, CF:0.744028, Len:  5, Fitness_tra: 0
Rule 79: 9122b, Class:  2, CF:0.969068, Len:  5, Fitness_tra: 0
Rule 80: 12127, Class:  2, CF:0.668225, Len:  5, Fitness_tra: 0
Rule 81: 11572, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 82: 3b781, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 51117, Class:  2, CF:0.744028, Len:  0, Fitness_tra: 0
Rule 84: 11841, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 85: e4715, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 26377, Class:  2, CF:0.99315, Len:  5, Fitness_tra: 0
Rule 87: 92c21, Class:  1, CF:0.982494, Len:  5, Fitness_tra: 0
Rule 88: 151b7, Class:  1, CF:0.839746, Len:  5, Fitness_tra: 0
Rule 89: 31217, Class:  1, CF:0.319415, Len:  5, Fitness_tra: 0
Rule 90: 17111, Class:  0, CF:0.483125, Len:  5, Fitness_tra: 60
Rule 91: 123b7, Class:  2, CF:0.531622, Len:  5, Fitness_tra: 0
Rule 92: 36272, Class:  2, CF:0.763633, Len:  5, Fitness_tra: 0
Rule 93: 13820, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule 94: 31b10, Class:  1, CF:0.379332, Len:  4, Fitness_tra: 0
Rule 95: 11424, Class:  2, CF:0.895292, Len:  5, Fitness_tra: 0
Rule 96: 6bb14, Class:  0, CF:0.710523, Len:  5, Fitness_tra: 0
Rule 97: 5c271, Class:  0, CF:0.238441, Len:  5, Fitness_tra: 0
Rule 98: 65147, Class:  1, CF:  1, Len:  0, Fitness_tra: 0
Rule 99: 10712, Class:  2, CF:0.209677, Len:  4, Fitness_tra: 0
Rule100: 1141a, Class:  1, CF:0.115698, Len:  5, Fitness_tra: 0
------Current------
Miss_rate(tra)	:67.2222
------Result------
Miss_rate(tra)	:67.2222
Miss_rate(tst)	:39.5349
ARL				:4.87778

------Generation 2------
Rule  1: 03000, Class:  2, CF:0.45066, Len:  1, Fitness_tra: 88
Rule  2: 17111, Class:  0, CF:0.483125, Len:  5, Fitness_tra: 15
Rule  3: 12731, Class:  1, CF:0.505244, Len:  5, Fitness_tra: 37
Rule  4: 12711, Class:  1, CF:0.497628, Len:  5, Fitness_tra: 23
Rule  5: 00500, Class:  1, CF:  1, Len:  1, Fitness_tra: 19
Rule  6: 32413, Class:  1, CF:0.961555, Len:  5, Fitness_tra: 14
Rule  7: 92111, Class:  1, CF:0.245855, Len:  5, Fitness_tra: 9
Rule  8: 34431, Class:  1, CF:0.873574, Len:  5, Fitness_tra: 7
Rule  9: 32b11, Class:  1, CF:0.806722, Len:  5, Fitness_tra: 3
Rule 10: 216b7, Class:  2, CF:0.948857, Len:  5, Fitness_tra: 2
Rule 11: d2171, Class:  2, CF:0.347804, Len:  5, Fitness_tra: 0
Rule 12: 31cb4, Class:  1, CF:0.997228, Len:  5, Fitness_tra: 0
Rule 13: 5c7b4, Class:  0, CF:0.851277, Len:  5, Fitness_tra: 0
Rule 14: 61141, Class:  1, CF:0.900037, Len:  5, Fitness_tra: 0
Rule 15: 54171, Class:  2, CF:0.467771, Len:  5, Fitness_tra: 0
Rule 16: 12722, Class:  2, CF:0.700308, Len:  5, Fitness_tra: 0
Rule 17: 91112, Class:  2, CF:0.916923, Len:  5, Fitness_tra: 0
Rule 18: 11712, Class:  2, CF:0.398839, Len:  5, Fitness_tra: 0
Rule 19: 1e277, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 20: 114b4, Class:  2, CF:0.812302, Len:  5, Fitness_tra: 0
Rule 21: 521b7, Class:  2, CF:0.791747, Len:  5, Fitness_tra: 0
Rule 22: 11213, Class:  1, CF:0.142108, Len:  5, Fitness_tra: 0
Rule 23: d0700, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: e1177, Class:  2, CF:0.99058, Len:  5, Fitness_tra: 0
Rule 25: 32244, Class:  1, CF:0.834261, Len:  5, Fitness_tra: 0
Rule 26: 00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 9d2b4, Class:  1, CF:0.996489, Len:  5, Fitness_tra: 0
Rule 28: 135b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 321b1, Class:  1, CF:0.767239, Len:  5, Fitness_tra: 0
Rule 30: 11487, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 31: 34b12, Class:  1, CF:0.0658949, Len:  5, Fitness_tra: 0
Rule 32: 91222, Class:  2, CF:0.984457, Len:  5, Fitness_tra: 0
Rule 33: 94171, Class:  2, CF:0.678142, Len:  5, Fitness_tra: 0
Rule 34: 13824, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
