------Generation 0------
Rule  1: 52122425c4c27211e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: c004007eb077000000, Class:  0, CF:0.851401, Len:  7, Fitness_tra: 2
Rule  9: 52122425c4c27211e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 821414cd12c215221b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 6631741261131c51c7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 000000003000000002, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 1365213c11131211d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 1d9c41cd1d21211215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 000000000000000070, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: d131142915221121e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: d00000000000000200, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 00200b0040000c0060, Class:  2, CF:0.754312, Len:  5, Fitness_tra: 0
Rule 20: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 003000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 28114243218428c174, Class:  2, CF:  1, Len: 18, Fitness_tra: 0
Rule 27: 000070004000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 3161b7173e111c1112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 51511b125188172131, Class:  1, CF:0.0939795, Len: 18, Fitness_tra: 1
Rule 30: 311124541111511111, Class:  3, CF:0.7645, Len: 18, Fitness_tra: 3
Rule 31: 000000000000000030, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 00005b004200000009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 00a000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 9365223be391312511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 000000000000000030, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 5154142315221c1412, Class:  2, CF:  1, Len: 18, Fitness_tra: 0
Rule 40: 000000004000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: e00000003000000003, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 000000005000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 53d44c1115cc522125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 000000000c00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 044000000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 000000000000000080, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 000000005000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 00000c004040003000, Class:  2, CF:0.711945, Len:  4, Fitness_tra: 0
Rule 51: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 0000000000000080d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: cd1444112522822142, Class:  3, CF:0.302309, Len: 18, Fitness_tra: -13
Rule 55: 581421894582552214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 55e00b000000580008, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 51921b1c5d825c2291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1455c4828ccc7741e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 0000000b000e000000, Class:  2, CF:  1, Len:  2, Fitness_tra: 10
Rule 60: d511122d22cc121113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 818b7281152c852412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 0000b0000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 008000000000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1d528c1dc58118181d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 03000c0003000800c0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: e00000000500000003, Class:  2, CF:  1, Len:  3, Fitness_tra: 7
Rule 70: 08d00000080000cc00, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 11d111c11514182221, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 73: 000000005000000900, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 511887821181217215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 0000000c000d000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 00a000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 81172b2115c8184244, Class:  2, CF:  1, Len: 18, Fitness_tra: 0
Rule 78: 003000000000070003, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 000070000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 870000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 003000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 009000000000000020, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 000080000300000000, Class:  2, CF:0.0157431, Len:  2, Fitness_tra: 0
Rule 84: d0200b0040000c0000, Class:  2, CF:  1, Len:  5, Fitness_tra: 5
Rule 85: 00000000e60e000800, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 15122b1d45211127c2, Class:  0, CF:  1, Len: 18, Fitness_tra: 1
Rule 87: 00000c004040003000, Class:  2, CF:0.711945, Len:  0, Fitness_tra: 0
Rule 88: 000840000000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 00000000d000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 000900000530000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 300000000000002008, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 131827321141217213, Class:  3, CF:0.752804, Len: 18, Fitness_tra: -1
Rule 94: 500000090082002204, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 00099c007040000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 000000b0c061000000, Class:  1, CF:0.24028, Len:  4, Fitness_tra: 2
Rule 97: 002000000000a00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 01000001e000000070, Class:  2, CF:  1, Len:  4, Fitness_tra: 5
Rule 99: 000120007011300310, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: d0000000a000000206, Class:  0, CF:  1, Len:  4, Fitness_tra: 3
------Current------
Miss_rate(tra)	:69.2913
------Result------
Miss_rate(tra)	:69.2913
Miss_rate(tst)	:64.2857
ARL				:8.38462

------Generation 1------
Rule  1: 0000c0000000000b00, Class:  2, CF:0.186377, Len:  2, Fitness_tra: 16
Rule  2: 0400000000007c0000, Class:  2, CF:0.219395, Len:  3, Fitness_tra: 7
Rule  3: d000000b000000c000, Class:  1, CF:0.0951236, Len:  3, Fitness_tra: -9
Rule  4: e00240000000000000, Class:  1, CF:0.70054, Len:  3, Fitness_tra: 17
Rule  5: 0030c0000000000000, Class:  2, CF:0.581527, Len:  2, Fitness_tra: 7
Rule  6: 00000c000040000000, Class:  2, CF:0.429369, Len:  2, Fitness_tra: 2
Rule  7: 000080000000000000, Class:  0, CF:0.38241, Len:  1, Fitness_tra: 1
Rule  8: c004007eb077000000, Class:  0, CF:0.851401, Len:  7, Fitness_tra: 2
Rule  9: 52122425c4c27211e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 821414cd12c215221b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 6631741261131c51c7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 000000003000000002, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 1365213c11131211d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 1d9c41cd1d21211215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 000000000000000070, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: d131142915221121e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: d00000000000000200, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 00200b0040000c0060, Class:  2, CF:0.754312, Len:  5, Fitness_tra: 0
Rule 20: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 003000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 28114243218428c174, Class:  2, CF:  1, Len: 18, Fitness_tra: 0
Rule 27: 000070004000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 3161b7173e111c1112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 51511b125188172131, Class:  1, CF:0.0939795, Len: 18, Fitness_tra: 1
Rule 30: 311124541111511111, Class:  3, CF:0.7645, Len: 18, Fitness_tra: 3
Rule 31: 000000000000000030, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 00005b004200000009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 00a000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 9365223be391312511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 000000000000000030, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 5154142315221c1412, Class:  2, CF:  1, Len: 18, Fitness_tra: 0
Rule 40: 000000004000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: e00000003000000003, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 000000005000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 53d44c1115cc522125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 000000000c00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 044000000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 000000000000000080, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 000000005000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 00000c004040003000, Class:  2, CF:0.711945, Len:  4, Fitness_tra: 0
Rule 51: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 0000000000000080d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: cd1444112522822142, Class:  3, CF:0.302309, Len: 18, Fitness_tra: -13
Rule 55: 581421894582552214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 55e00b000000580008, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 51921b1c5d825c2291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1455c4828ccc7741e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 0000000b000e000000, Class:  2, CF:  1, Len:  2, Fitness_tra: 10
Rule 60: d511122d22cc121113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 818b7281152c852412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 0000b0000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 008000000000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 1d528c1dc58118181d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 03000c0003000800c0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: e00000000500000003, Class:  2, CF:  1, Len:  3, Fitness_tra: 7
Rule 70: 08d00000080000cc00, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 11d111c11514182221, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 73: 000000005000000900, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 511887821181217215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 0000000c000d000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 00a000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 81172b2115c8184244, Class:  2, CF:  1, Len: 18, Fitness_tra: 0
Rule 78: 003000000000070003, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 000070000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 870000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 003000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 009000000000000020, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 000080000300000000, Class:  2, CF:0.0157431, Len:  2, Fitness_tra: 0
Rule 84: d0200b0040000c0000, Class:  2, CF:  1, Len:  5, Fitness_tra: 5
Rule 85: 00000000e60e000800, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 15122b1d45211127c2, Class:  0, CF:  1, Len: 18, Fitness_tra: 1
Rule 87: 00000c004040003000, Class:  2, CF:0.711945, Len:  0, Fitness_tra: 0
Rule 88: 000840000000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 00000000d000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 000900000530000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 300000000000002008, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 131827321141217213, Class:  3, CF:0.752804, Len: 18, Fitness_tra: -1
Rule 94: 500000090082002204, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 00099c007040000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 000000b0c061000000, Class:  1, CF:0.24028, Len:  4, Fitness_tra: 2
Rule 97: 002000000000a00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 01000001e000000070, Class:  2, CF:  1, Len:  4, Fitness_tra: 5
Rule 99: 000120007011300310, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: d0000000a000000206, Class:  0, CF:  1, Len:  4, Fitness_tra: 3
------Current------
Miss_rate(tra)	:69.2913
------Result------
Miss_rate(tra)	:69.2913
Miss_rate(tst)	:64.2857
ARL				:8.38462

------Generation 2------
Rule  1: 0000c0000000000b00, Class:  2, CF:0.186377, Len:  2, Fitness_tra: 16
Rule  2: 0400000000007c0000, Class:  2, CF:0.219395, Len:  3, Fitness_tra: 7
Rule  3: d000000b000000c000, Class:  1, CF:0.0951236, Len:  3, Fitness_tra: -9
Rule  4: e00240000000000000, Class:  1, CF:0.70054, Len:  3, Fitness_tra: 17
Rule  5: 0030c0000000000000, Class:  2, CF:0.581527, Len:  2, Fitness_tra: 7
Rule  6: 00000c000040000000, Class:  2, CF:0.429369, Len:  2, Fitness_tra: 2
Rule  7: 000080000000000000, Class:  0, CF:0.38241, Len:  1, Fitness_tra: 1
