------Generation 0------
Rule  1: d00b00000000000007, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 60000000000000000e, Class:  0, CF:0.687698, Len:  2, Fitness_tra: 1
Rule 83: 112144c1cd81dc4141, Class:  2, CF:  1, Len: 18, Fitness_tra: 0
Rule 84: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 0030000005000c0020, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 86: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 000000000000000300, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 0000008d000c0080d0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 122147c518178c1522, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 5854214978c4111221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: e9a5149219111113de, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 052000000500000200, Class:  3, CF:0.0302966, Len:  4, Fitness_tra: 8
Rule 93: 0c00b0000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 111841cd21228c12d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 5128112118141212e1, Class:  3, CF:0.215547, Len: 18, Fitness_tra: -1
Rule 96: 541224c1c151141151, Class:  2, CF:0.998364, Len: 18, Fitness_tra: 0
Rule 97: 891cc2252114d1c111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 85c421417544815251, Class:  3, CF:0.9676, Len: 18, Fitness_tra: 0
Rule 99: 151224c38882512222, Class:  3, CF:0.0622222, Len: 18, Fitness_tra: 1
Rule100: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:59.8425
------Result------
Miss_rate(tra)	:59.8425
Miss_rate(tst)	:51.1905
ARL				:8.96552

------Generation 0------
Rule  1: 00c0c0000000000b00, Class:  2, CF:0.380919, Len:  3, Fitness_tra: 35
Rule  2: 000000000000000006, Class:  2, CF:0.115327, Len:  1, Fitness_tra: 26
Rule  3: c0000000000000c060, Class:  0, CF:0.521499, Len:  3, Fitness_tra: 17
Rule  4: 0000000e0000000000, Class:  0, CF:0.31158, Len:  1, Fitness_tra: 14
Rule  5: e00000000000000000, Class:  1, CF:0.521184, Len:  1, Fitness_tra: 12
Rule  6: 052000000500000200, Class:  3, CF:0.0302966, Len:  4, Fitness_tra: 4
Rule  7: 0000b000e00e000000, Class:  2, CF:  1, Len:  3, Fitness_tra: 4
Rule  8: 000080000000000000, Class:  0, CF:0.442468, Len:  1, Fitness_tra: 3
Rule  9: 900000000000000000, Class:  1, CF:0.251122, Len:  1, Fitness_tra: 4
Rule 10: 60000c003000000000, Class:  2, CF:  1, Len:  3, Fitness_tra: 2
Rule 11: c15117151821d11122, Class:  0, CF:  1, Len: 18, Fitness_tra: 2
Rule 12: 151224c38882512222, Class:  3, CF:0.0622222, Len: 18, Fitness_tra: 1
Rule 13: 000000080080000090, Class:  3, CF:  1, Len:  3, Fitness_tra: 1
Rule 14: 60000000000000000e, Class:  0, CF:0.687698, Len:  2, Fitness_tra: 1
Rule 15: 000070005000005000, Class:  1, CF:0.631863, Len:  3, Fitness_tra: 1
Rule 16: d00b00000000000007, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 11311191311134335e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 000300000000000085, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 8887141d111128417b, Class:  0, CF:0.871443, Len: 18, Fitness_tra: 0
Rule 20: 000000000000000080, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 00500b000d00080000, Class:  2, CF:  1, Len:  4, Fitness_tra: 0
Rule 22: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 030000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 121887c54181171111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 00000c003000000009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 51574779451b181251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 0cd580520008000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 213284cd81c1842521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 000900000030000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 151417c51128d21442, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 15dc278d81c2112542, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 008000000000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 00300c0005005c0020, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 25112c812111581121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 000000000000000805, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 0d000c000d00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1214b4252844182121, Class:  2, CF:  1, Len: 18, Fitness_tra: 0
Rule 49: 188442b31c1b221411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 00000b000000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 008000000000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 5112242c1152114291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 48844723151c221812, Class:  3, CF:0.0297468, Len: 18, Fitness_tra: 0
Rule 57: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 82224bcd12cc1c1115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 2111111948241414e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 55511c11894111c8c8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 45d722238522d81211, Class:  2, CF:  1, Len: 18, Fitness_tra: 0
Rule 65: 9131b4123391122121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 000000000000000400, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 00e080004040000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 000000000600000002, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 00e000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 000000000000000300, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 2514412d82c41c71c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 000000004044000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 00000000008c000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 8511412125c1821219, Class:  1, CF:0.370518, Len: 18, Fitness_tra: 0
Rule 75: 000c00000000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 213c1111c12414c525, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: c811112d281158187b, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 78: d000c0000000400000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 00000b000000070000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 9000000c50000c00e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000000002000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 121227c3c1c1111855, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 000070000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 7000000000000070b0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 0020800000000000e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 00000c000000000009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0a0000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 80071400110128c06b, Class:  0, CF:0.613761, Len: 12, Fitness_tra: 0
Rule 92: 2514bc8e2111181121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 00000000a000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 0000000000e0000000, Class:  2, CF:0.240775, Len:  1, Fitness_tra: -1
Rule 95: 00000b000000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 000000000000000800, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 090000000000000000, Class:  3, CF:0.00663831, Len:  1, Fitness_tra: 9
Rule 98: 000700000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 0073000c0000000005, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 05000cc52108006042, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:59.5801
------Result------
Miss_rate(tra)	:59.5801
Miss_rate(tst)	:51.1905
ARL				:7.64

------Generation 1------
Rule  1: 00c0c0000000000b00, Class:  2, CF:0.380919, Len:  3, Fitness_tra: 35
Rule  2: 000000000000000006, Class:  2, CF:0.115327, Len:  1, Fitness_tra: 26
Rule  3: c0000000000000c060, Class:  0, CF:0.521499, Len:  3, Fitness_tra: 17
Rule  4: 0000000e0000000000, Class:  0, CF:0.31158, Len:  1, Fitness_tra: 14
Rule  5: e00000000000000000, Class:  1, CF:0.521184, Len:  1, Fitness_tra: 12
Rule  6: 052000000500000200, Class:  3, CF:0.0302966, Len:  4, Fitness_tra: 4
Rule  7: 0000b000e00e000000, Class:  2, CF:  1, Len:  3, Fitness_tra: 4
Rule  8: 000080000000000000, Class:  0, CF:0.442468, Len:  1, Fitness_tra: 3
Rule  9: 900000000000000000, Class:  1, CF:0.251122, Len:  1, Fitness_tra: 4
Rule 10: 60000c003000000000, Class:  2, CF:  1, Len:  3, Fitness_tra: 2
Rule 11: c15117151821d11122, Class:  0, CF:  1, Len: 18, Fitness_tra: 2
Rule 12: 151224c38882512222, Class:  3, CF:0.0622222, Len: 18, Fitness_tra: 1
Rule 13: 000000080080000090, Class:  3, CF:  1, Len:  3, Fitness_tra: 1
Rule 14: 60000000000000000e, Class:  0, CF:0.687698, Len:  2, Fitness_tra: 1
Rule 15: 000070005000005000, Class:  1, CF:0.631863, Len:  3, Fitness_tra: 1
Rule 16: d00b00000000000007, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 11311191311134335e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 000300000000000085, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 8887141d111128417b, Class:  0, CF:0.871443, Len: 18, Fitness_tra: 0
Rule 20: 000000000000000080, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 00500b000d00080000, Class:  2, CF:  1, Len:  4, Fitness_tra: 0
Rule 22: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 030000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 121887c54181171111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 00000c003000000009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 51574779451b181251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 0cd580520008000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 213284cd81c1842521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 000900000030000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 151417c51128d21442, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 15dc278d81c2112542, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 008000000000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 00300c0005005c0020, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 25112c812111581121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 000000000000000805, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 0d000c000d00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1214b4252844182121, Class:  2, CF:  1, Len: 18, Fitness_tra: 0
Rule 49: 188442b31c1b221411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 00000b000000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 008000000000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 5112242c1152114291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 48844723151c221812, Class:  3, CF:0.0297468, Len: 18, Fitness_tra: 0
Rule 57: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 82224bcd12cc1c1115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 2111111948241414e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 55511c11894111c8c8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 45d722238522d81211, Class:  2, CF:  1, Len: 18, Fitness_tra: 0
Rule 65: 9131b4123391122121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 000000000000000400, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 00e080004040000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 000000000600000002, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 00e000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 000000000000000300, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 2514412d82c41c71c2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 000000004044000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 00000000008c000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 8511412125c1821219, Class:  1, CF:0.370518, Len: 18, Fitness_tra: 0
Rule 75: 000c00000000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 213c1111c12414c525, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: c811112d281158187b, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 78: d000c0000000400000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 00000b000000070000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 9000000c50000c00e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000000002000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 121227c3c1c1111855, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 000070000000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 7000000000000070b0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 0020800000000000e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 00000c000000000009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0a0000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 80071400110128c06b, Class:  0, CF:0.613761, Len: 12, Fitness_tra: 0
Rule 92: 2514bc8e2111181121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 00000000a000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 0000000000e0000000, Class:  2, CF:0.240775, Len:  1, Fitness_tra: -1
Rule 95: 00000b000000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 000000000000000800, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 090000000000000000, Class:  3, CF:0.00663831, Len:  1, Fitness_tra: 9
Rule 98: 000700000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 0073000c0000000005, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 05000cc52108006042, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:59.5801
------Result------
Miss_rate(tra)	:59.5801
Miss_rate(tst)	:51.1905
ARL				:7.64

------Generation 2------
Rule  1: 00c0c0000000000b00, Class:  2, CF:0.380919, Len:  3, Fitness_tra: 35
Rule  2: 000000000000000006, Class:  2, CF:0.115327, Len:  1, Fitness_tra: 26
Rule  3: c0000000000000c060, Class:  0, CF:0.521499, Len:  3, Fitness_tra: 17
Rule  4: 0000000e0000000000, Class:  0, CF:0.31158, Len:  1, Fitness_tra: 14
Rule  5: e00000000000000000, Class:  1, CF:0.521184, Len:  1, Fitness_tra: 12
Rule  6: 090000000000000000, Class:  3, CF:0.00663831, Len:  1, Fitness_tra: 9
Rule  7: 052000000500000200, Class:  3, CF:0.0302966, Len:  4, Fitness_tra: 17
