------Generation 0------
Rule  1: fafd9185551ce, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 11485114d51e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 441e21811d811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 6633918c13189, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: b148181218312, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: f6a8e81111d58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: b778e31881113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 0002000000630, Class:  0, CF:0.858145, Len:  3, Fitness_tra: 61
Rule 66: 72f1118551229, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 2231553111115, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 68: f3f13511191cd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 6918e31151191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 4271111215515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: f1315131118d3, Class:  0, CF:  1, Len: 13, Fitness_tra: 6
Rule 72: a5b31d1911512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: af1592213e585, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1335d595111d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 45a75113c554d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 3a35551e11111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 3fa51595155d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 66f31125cd119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: b161155521151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 692811d511511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 1573121881185, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 31218c9121511, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 83: b479352151112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 4243132555518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 2c31813371213, Class:  0, CF:0.997571, Len: 13, Fitness_tra: 8
Rule 86: 00000020d0d53, Class:  0, CF:0.345405, Len:  5, Fitness_tra: 30
Rule 87: 4c61328153512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 11a195c111881, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 89: 15312539d2121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0000de0000050, Class:  0, CF:  1, Len:  3, Fitness_tra: 1
Rule 91: 7779215d55dd5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 1d111111d1513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: f365988815213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: b271dc5235152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: a6f53c13d1811, Class:  0, CF:0.272002, Len: 13, Fitness_tra: 4
Rule 96: 73626545151b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 1141123911952, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 42621988191dd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: f115521859515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: f3bec29335928, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:33.8945
------Result------
Miss_rate(tra)	:33.8945
Miss_rate(tst)	:27.2727
ARL				:9.31579

------Generation 0------
Rule  1: 0000d0000d000, Class:  0, CF:0.995454, Len:  2, Fitness_tra: 242
Rule  2: 0003090000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 96
Rule  3: 0002000000630, Class:  0, CF:0.858145, Len:  3, Fitness_tra: 36
Rule  4: 000c000009000, Class:  0, CF:0.991329, Len:  2, Fitness_tra: 27
Rule  5: 00000020d0d53, Class:  0, CF:0.345405, Len:  5, Fitness_tra: 30
Rule  6: 16f2381131122, Class:  0, CF:0.948559, Len: 13, Fitness_tra: 14
Rule  7: 1138511111145, Class:  0, CF:  1, Len: 13, Fitness_tra: 10
Rule  8: 2c31813371213, Class:  0, CF:0.997571, Len: 13, Fitness_tra: 8
Rule  9: 16a2118515881, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule 10: 1111211d85112, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 11: f1315131118d3, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule 12: a6f53c13d1811, Class:  0, CF:0.272002, Len: 13, Fitness_tra: 6
Rule 13: 3113d29111158, Class:  0, CF:  1, Len: 13, Fitness_tra: 4
Rule 14: 31218c9121511, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 15: 2231553111115, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 16: 0000de0000050, Class:  0, CF:  1, Len:  3, Fitness_tra: 1
Rule 17: fafd9185551ce, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 6971111111518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: a662352816551, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 41a11111811d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 72118121c5135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 2831191129115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 194456181551f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: a121511225132, Class:  0, CF:0.997093, Len: 13, Fitness_tra: 0
Rule 25: 2d32951113349, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: f511512585381, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 39bd11115115d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 7835398125321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 1631e1119e158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 3513d11555511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 611325195151c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 66a519192c881, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: bb42311819151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 4146182d315d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: b724191115153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 4411151811115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 61fd51dd58155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 1411181591351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 3112919911113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 000e0902000c0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 3175391181191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 1241d1512d2d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 7b2151855511d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: b1fce54125221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: b1a1165911111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 1c461431a9141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: f947151119111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: f165e8c511d18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: f1b1281512555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 181915c55e521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 3661d53981211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: f579111115115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 1bb29e1115d99, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 2123d312c5515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 45ac111c11331, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 63b1283de1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 31155195c8819, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: b211811111558, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 11485114d51e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 441e21811d811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 6633918c13189, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: b148181218312, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: f6a8e81111d58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: b778e31881113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 186151515915c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 72f1118551229, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 0000de0000d0d, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 68: f3f13511191cd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 6918e31151191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 4271111215515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 7168995151d12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: a5b31d1911512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: af1592213e585, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1335d595111d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 45a75113c554d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 3a35551e11111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 3fa51595155d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 66f31125cd119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: b161155521151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 692811d511511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 3661113111129, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule 82: a138e1851d11c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 3123212151515, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 84: 2448811812581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: f341d9c115152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 4d3255d111153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 3e4185cd11518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: a115151911152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 11f5181111213, Class:  0, CF:0.910877, Len: 13, Fitness_tra: 16
Rule 90: 0000c000c0300, Class:  0, CF:0.776229, Len:  3, Fitness_tra: 128
Rule 91: 75355183c534d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: b1fce54125528, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 6908de1101190, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 6673153181218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: f57755131554d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 51ba555151881, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 4211111151259, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 42028187192dd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 0033e9105e008, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 16f1383d39112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:23.1201
------Result------
Miss_rate(tra)	:23.1201
Miss_rate(tst)	:22.2222
ARL				:9.36364

------Generation 1------
Rule  1: 0000d0000d000, Class:  0, CF:0.995454, Len:  2, Fitness_tra: 233
Rule  2: 0000c000c0300, Class:  0, CF:0.776229, Len:  3, Fitness_tra: 115
Rule  3: 0003090000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 85
Rule  4: 0002000000630, Class:  0, CF:0.858145, Len:  3, Fitness_tra: 36
Rule  5: 00000020d0d53, Class:  0, CF:0.345405, Len:  5, Fitness_tra: 24
Rule  6: 000c000009000, Class:  0, CF:0.991329, Len:  2, Fitness_tra: 27
Rule  7: 11f5181111213, Class:  0, CF:0.910877, Len: 13, Fitness_tra: 8
Rule  8: 16f2381131122, Class:  0, CF:0.948559, Len: 13, Fitness_tra: 12
Rule  9: 1138511111145, Class:  0, CF:  1, Len: 13, Fitness_tra: 3
Rule 10: 2c31813371213, Class:  0, CF:0.997571, Len: 13, Fitness_tra: 2
Rule 11: a6f53c13d1811, Class:  0, CF:0.272002, Len: 13, Fitness_tra: 6
Rule 12: 3113d29111158, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 13: 16a2118515881, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule 14: f1315131118d3, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 15: 3661113111129, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule 16: 31218c9121511, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
Rule 17: 2231553111115, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 18: 0000de0000050, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 19: 1111211d85112, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 20: 41a11111811d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 72118121c5135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 2831191129115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 194456181551f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: a121511225132, Class:  0, CF:0.997093, Len: 13, Fitness_tra: 0
Rule 25: 2d32951113349, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: f511512585381, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 39bd11115115d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 7835398125321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 1631e1119e158, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 3513d11555511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 611325195151c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 66a519192c881, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: bb42311819151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 4146182d315d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: b724191115153, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 4411151811115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 61fd51dd58155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 1411181591351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 3112919911113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 000e0902000c0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 3175391181191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 1241d1512d2d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 7b2151855511d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: b1fce54125221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: b1a1165911111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 1c461431a9141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: f947151119111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: f165e8c511d18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: f1b1281512555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 181915c55e521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 3661d53981211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: f579111115115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 1bb29e1115d99, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 2123d312c5515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 45ac111c11331, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 63b1283de1111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 31155195c8819, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: b211811111558, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 11485114d51e5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 441e21811d811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 6633918c13189, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: b148181218312, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: f6a8e81111d58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: b778e31881113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 186151515915c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 72f1118551229, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 0000de0000d0d, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 68: f3f13511191cd, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 6918e31151191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 4271111215515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 7168995151d12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: a5b31d1911512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: af1592213e585, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1335d595111d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 45a75113c554d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 3a35551e11111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 3fa51595155d3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 66f31125cd119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: b161155521151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 692811d511511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 441121511d111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 66655191128d6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 0000cd0000003, Class:  0, CF:0.922659, Len:  3, Fitness_tra: 42
Rule 84: 1161955521589, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: bdac152185511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 1446711d33ebc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: b22115d1e1119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 7423125111383, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 41146d1521525, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: a3b321d115915, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 6731580111115, Class:  0, CF:  1, Len: 12, Fitness_tra: 0
Rule 92: 0000d10400150, Class:  0, CF:0.998682, Len:  5, Fitness_tra: 36
Rule 93: af1012193e885, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: b670e31886113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: f12b211155115, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 96: 66331135cd119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 41411111811d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 0232903100635, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 69711e1101518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: afa5952d1e5d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:21.3244
------Result------
Miss_rate(tra)	:21.3244
Miss_rate(tst)	:17.1717
ARL				:9.04

------Generation 2------
Rule  1: 0000d0000d000, Class:  0, CF:0.995454, Len:  2, Fitness_tra: 210
Rule  2: 0000c000c0300, Class:  0, CF:0.776229, Len:  3, Fitness_tra: 74
Rule  3: 0003090000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 36
Rule  4: 0000cd0000003, Class:  0, CF:0.922659, Len:  3, Fitness_tra: 0
Rule  5: 0002000000630, Class:  0, CF:0.858145, Len:  3, Fitness_tra: 24
Rule  6: 0000d10400150, Class:  0, CF:0.998682, Len:  5, Fitness_tra: 20
Rule  7: 000c000009000, Class:  0, CF:0.991329, Len:  2, Fitness_tra: 27
Rule  8: 00000020d0d53, Class:  0, CF:0.345405, Len:  5, Fitness_tra: 23
Rule  9: 16f2381131122, Class:  0, CF:0.948559, Len: 13, Fitness_tra: 0
Rule 10: 11f5181111213, Class:  0, CF:0.910877, Len: 13, Fitness_tra: 8
Rule 11: a6f53c13d1811, Class:  0, CF:0.272002, Len: 13, Fitness_tra: 2
Rule 12: 1138511111145, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 13: 2c31813371213, Class:  0, CF:0.997571, Len: 13, Fitness_tra: 2
Rule 14: 16a2118515881, Class:  0, CF:  1, Len: 13, Fitness_tra: 2
Rule 15: 3661113111129, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 16: 31218c9121511, Class:  0, CF:  1, Len: 13, Fitness_tra: 1
