------Generation 0------
Rule  1: 13f11c11312c5, Class:  0, CF:0.991289, Len: 13, Fitness_tra: 0
Rule 40: 41b1311b2111d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 000020e90000c, Class:  0, CF:  1, Len:  4, Fitness_tra: 2
Rule 42: aea398c111119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 3d11231c8c5e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 7271113155d1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: b81ec91d13121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 0002009000084, Class:  0, CF:0.84461, Len:  4, Fitness_tra: 10
Rule 47: b215816de5351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: bbb5d235e5931, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: a973c5111551d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: f6f18931c1111, Class:  0, CF:0.827638, Len: 13, Fitness_tra: 0
Rule 51: 78fdc31318111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 7839d51126815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: b741151121191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 71459e1c8135e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: b2f1511525859, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: a1bc9122115d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 0000902000d40, Class:  0, CF:  1, Len:  4, Fitness_tra: 6
Rule 58: 74bc91818395e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 17b5113115581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 747141285195d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 61b8318213155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: ae2c1d1112d58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 0002000400e0e, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 64: 0000000809000, Class:  0, CF:0.98722, Len:  2, Fitness_tra: 23
Rule 65: fe7154515d211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 6f318113cc513, Class:  0, CF:0.202011, Len: 13, Fitness_tra: 0
Rule 67: a175181935521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 2415519719115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 7411955115831, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 61fdd85c11113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 3175121191512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: ff32115551512, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 73: 0000000003000, Class:  0, CF:0.859397, Len:  1, Fitness_tra: 131
Rule 74: 2811152329341, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 75: 00000300c0000, Class:  0, CF:0.870811, Len:  2, Fitness_tra: 28
Rule 76: 42251d1121519, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: b5a511451937d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 74b1111811135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 33125519d5111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 7c71cc219539d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 48f31d1d11151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 714cede221395, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: b242111e11811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: ff3592c511c51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: bb1d1d1211111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: f32d11515d1d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 7173d15155131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 1eb5c1e913511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 0000300000d00, Class:  0, CF:0.765042, Len:  2, Fitness_tra: 26
Rule 90: 2c393d1156181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 17b13d11d3211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 4271111831111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: f31c181dd931d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: bda1213f11151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 00000300c0000, Class:  0, CF:0.870811, Len:  2, Fitness_tra: 0
Rule 96: a9b9511515911, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: bc15598313151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: fe28118151555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 020d000000000, Class:  0, CF:0.949155, Len:  2, Fitness_tra: 5
Rule100: 133cd51511853, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:9.65208
------Result------
Miss_rate(tra)	:9.65208
Miss_rate(tst)	:10.101
ARL				:7.10345

------Generation 0------
Rule  1: 000d000000000, Class:  0, CF:0.89834, Len:  1, Fitness_tra: 249
Rule  2: 00000000c0002, Class:  0, CF:0.792813, Len:  2, Fitness_tra: 195
Rule  3: 0000000003000, Class:  0, CF:0.859397, Len:  1, Fitness_tra: 129
Rule  4: 00000300c0000, Class:  0, CF:0.870811, Len:  2, Fitness_tra: 26
Rule  5: 0000300000d00, Class:  0, CF:0.765042, Len:  2, Fitness_tra: 22
Rule  6: 0200900000040, Class:  0, CF:  1, Len:  3, Fitness_tra: 26
Rule  7: 0000000809000, Class:  0, CF:0.98722, Len:  2, Fitness_tra: 23
Rule  8: 0000e0000800c, Class:  0, CF:  1, Len:  3, Fitness_tra: 14
Rule  9: 0002009000084, Class:  0, CF:0.84461, Len:  4, Fitness_tra: 10
Rule 10: 0000902000d40, Class:  0, CF:  1, Len:  4, Fitness_tra: 5
Rule 11: 020d000000000, Class:  0, CF:0.949155, Len:  2, Fitness_tra: 5
Rule 12: 000020e90000c, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 13: 13f11c11312c5, Class:  0, CF:0.991289, Len: 13, Fitness_tra: 0
Rule 14: 3fa111131d88e, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 15: a912125113118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: a615988c9581e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 39489155d9111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 333211395d841, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 19: f1a5551122213, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 20: 2773115291198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 6179d5818d192, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 0008000400e0e, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 23: a978e88513511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 6d71211122113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 1fa5d133558c3, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 26: b71c1d3215311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 61bde15519831, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: f145111911128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: f17552585d12d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: a3b211d159151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 1c111d2121111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: b8a2e1118e515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 000ec400000cd, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 34: 2221955155131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 3f151c5135881, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 36: 13b1813da1181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 6115515913d52, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: b83c91c21535d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 11f1511141811, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 40: 41b1311b2111d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 3e21151181112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: aea398c111119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 3d11231c8c5e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 7271113155d1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: b81ec91d13121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 6668136118c21, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 47: b215816de5351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: bbb5d235e5931, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: a973c5111551d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: f6f18931c1111, Class:  0, CF:0.827638, Len: 13, Fitness_tra: 0
Rule 51: 78fdc31318111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 7839d51126815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: b741151121191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 71459e1c8135e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: b2f1511525859, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: a1bc9122115d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 21738c9de1181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 74bc91818395e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 17b5113115581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 747141285195d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 61b8318213155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: ae2c1d1112d58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 0002000400e0e, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 64: 3315511515111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: fe7154515d211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 6f318113cc513, Class:  0, CF:0.202011, Len: 13, Fitness_tra: 0
Rule 67: a175181935521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 2415519719115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 7411955115831, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 61fdd85c11113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 3175121191512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: ff32115551512, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 73: b5a1c133188ce, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 2811152329341, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 75: f3f1182553151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 42251d1121519, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: b5a511451937d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 74b1111811135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 33125519d5111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 7c71cc219539d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 060800000000c, Class:  0, CF:0.732485, Len:  3, Fitness_tra: 13
Rule 82: 00000300c0000, Class:  0, CF:0.870811, Len:  0, Fitness_tra: 0
Rule 83: 00000080d0d59, Class:  0, CF:0.948134, Len:  5, Fitness_tra: 0
Rule 84: 217d118891151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 75a9211111d21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 7275252515155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: b2f1111c2d155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 3128d1d111d22, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 89: bd621181191b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0000908000d40, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 91: 00b80000c0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 74bd115811131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 07bd0331c5500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 3322111d589d3, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 95: f3f1182553951, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 027d101831111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 0d70030122073, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: a1bcb7d11d1de, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: b1728b8d8d113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 00000080d870c, Class:  0, CF:0.897777, Len:  5, Fitness_tra: 9
------Current------
Miss_rate(tra)	:9.42761
------Result------
Miss_rate(tra)	:9.42761
Miss_rate(tst)	:9.09091
ARL				:7.33333

------Generation 1------
Rule  1: 000d000000000, Class:  0, CF:0.89834, Len:  1, Fitness_tra: 241
Rule  2: 00000000c0002, Class:  0, CF:0.792813, Len:  2, Fitness_tra: 134
Rule  3: 0000000003000, Class:  0, CF:0.859397, Len:  1, Fitness_tra: 121
Rule  4: 00000300c0000, Class:  0, CF:0.870811, Len:  2, Fitness_tra: 25
Rule  5: 0200900000040, Class:  0, CF:  1, Len:  3, Fitness_tra: 17
Rule  6: 0000000809000, Class:  0, CF:0.98722, Len:  2, Fitness_tra: 17
Rule  7: 0000300000d00, Class:  0, CF:0.765042, Len:  2, Fitness_tra: 22
Rule  8: 0000e0000800c, Class:  0, CF:  1, Len:  3, Fitness_tra: 12
Rule  9: 060800000000c, Class:  0, CF:0.732485, Len:  3, Fitness_tra: 13
Rule 10: 0002009000084, Class:  0, CF:0.84461, Len:  4, Fitness_tra: 3
Rule 11: 00000080d870c, Class:  0, CF:0.897777, Len:  5, Fitness_tra: 6
Rule 12: 020d000000000, Class:  0, CF:0.949155, Len:  2, Fitness_tra: 5
Rule 13: 0000902000d40, Class:  0, CF:  1, Len:  4, Fitness_tra: 3
Rule 14: 13f11c11312c5, Class:  0, CF:0.991289, Len: 13, Fitness_tra: 0
Rule 15: a912125113118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: a615988c9581e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 39489155d9111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 333211395d841, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 19: f1a5551122213, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 20: 2773115291198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 6179d5818d192, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 0008000400e0e, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 23: a978e88513511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 6d71211122113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 1fa5d133558c3, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 26: b71c1d3215311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 61bde15519831, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: f145111911128, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: f17552585d12d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: a3b211d159151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 1c111d2121111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: b8a2e1118e515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 000ec400000cd, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 34: 2221955155131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 3f151c5135881, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 36: 13b1813da1181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 6115515913d52, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: b83c91c21535d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 11f1511141811, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 40: 41b1311b2111d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 3e21151181112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: aea398c111119, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 3d11231c8c5e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 7271113155d1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: b81ec91d13121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 6668136118c21, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 47: b215816de5351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: bbb5d235e5931, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: a973c5111551d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: f6f18931c1111, Class:  0, CF:0.827638, Len: 13, Fitness_tra: 0
Rule 51: 78fdc31318111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 7839d51126815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: b741151121191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 71459e1c8135e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: b2f1511525859, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: a1bc9122115d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 21738c9de1181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 74bc91818395e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 17b5113115581, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 747141285195d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 61b8318213155, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: ae2c1d1112d58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 0002000400e0e, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 64: 3315511515111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: fe7154515d211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 6f318113cc513, Class:  0, CF:0.202011, Len: 13, Fitness_tra: 0
Rule 67: a175181935521, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 2415519719115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 7411955115831, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 61fdd85c11113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 3175121191512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: ff32115551512, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 73: b5a1c133188ce, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 2811152329341, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 75: f3f1182553151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 42251d1121519, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: b5a511451937d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 74b1111811135, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 33125519d5111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 7c71cc219539d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: a5788dd519515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000000000200d, Class:  0, CF:0.83958, Len:  2, Fitness_tra: 76
Rule 83: 692151d535125, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 45f321895114d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 1775d91115855, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 00000900c0000, Class:  0, CF:0.968292, Len:  2, Fitness_tra: 18
Rule 87: 7132d58551111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 0300000500050, Class:  0, CF:0.847411, Len:  3, Fitness_tra: 0
Rule 89: 00000300c0000, Class:  0, CF:0.870811, Len:  0, Fitness_tra: 0
Rule 90: 13115d5d3d525, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: f3bcb82153151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 33d1151131215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 0200500800000, Class:  0, CF:0.87193, Len:  3, Fitness_tra: 15
Rule 94: 3fb71ab31d00e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 0000512041d10, Class:  0, CF:0.988342, Len:  7, Fitness_tra: 0
Rule 96: 2415111151519, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 97: b0128090e0084, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: a375301531111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 000000080900d, Class:  0, CF:0.997094, Len:  3, Fitness_tra: 0
Rule100: 32211c5935880, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:9.20314
------Result------
Miss_rate(tra)	:9.20314
Miss_rate(tst)	:9.09091
ARL				:6.55882

------Generation 2------
Rule  1: 000d000000000, Class:  0, CF:0.89834, Len:  1, Fitness_tra: 168
Rule  2: 00000000c0002, Class:  0, CF:0.792813, Len:  2, Fitness_tra: 46
Rule  3: 0000000003000, Class:  0, CF:0.859397, Len:  1, Fitness_tra: 79
Rule  4: 000000000200d, Class:  0, CF:0.83958, Len:  2, Fitness_tra: 2
Rule  5: 00000300c0000, Class:  0, CF:0.870811, Len:  2, Fitness_tra: 3
Rule  6: 0000300000d00, Class:  0, CF:0.765042, Len:  2, Fitness_tra: 0
Rule  7: 00000900c0000, Class:  0, CF:0.968292, Len:  2, Fitness_tra: 4
Rule  8: 0000000809000, Class:  0, CF:0.98722, Len:  2, Fitness_tra: 0
Rule  9: 0200900000040, Class:  0, CF:  1, Len:  3, Fitness_tra: 2
Rule 10: 0200500800000, Class:  0, CF:0.87193, Len:  3, Fitness_tra: 1
Rule 11: 060800000000c, Class:  0, CF:0.732485, Len:  3, Fitness_tra: 0
Rule 12: 0000e0000800c, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 13: 00000080d870c, Class:  0, CF:0.897777, Len:  5, Fitness_tra: 0
Rule 14: 020d000000000, Class:  0, CF:0.949155, Len:  2, Fitness_tra: 2
