------Generation 0------
Rule  1: b431, Class:  0, CF:0.779817, Len:  4, Fitness_tra: 1
Rule 60: 1121, Class:  2, CF:0.534388, Len:  4, Fitness_tra: 3
Rule 61: 1111, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1112, Class:  2, CF:0.500944, Len:  4, Fitness_tra: 0
Rule 63: 4452, Class:  2, CF:0.833698, Len:  4, Fitness_tra: 6
Rule 64: 1231, Class:  0, CF:0.738151, Len:  4, Fitness_tra: 1
Rule 65: 5535, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule 66: 1431, Class:  0, CF:0.556569, Len:  4, Fitness_tra: 0
Rule 67: 1121, Class:  2, CF:0.534388, Len:  4, Fitness_tra: 0
Rule 68: 2152, Class:  2, CF:0.80388, Len:  4, Fitness_tra: 3
Rule 69: 3325, Class:  2, CF:  1, Len:  4, Fitness_tra: 1
Rule 70: 1111, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 0005, Class:  2, CF:0.337209, Len:  1, Fitness_tra: 0
Rule 72: 1111, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 2161, Class:  0, CF:0.778561, Len:  4, Fitness_tra: 0
Rule 74: 4142, Class:  2, CF:0.64537, Len:  4, Fitness_tra: 8
Rule 75: 3212, Class:  2, CF:0.180387, Len:  4, Fitness_tra: 0
Rule 76: 6020, Class:  2, CF:0.768807, Len:  2, Fitness_tra: 33
Rule 77: 1325, Class:  2, CF:0.997633, Len:  4, Fitness_tra: 3
Rule 78: 1125, Class:  2, CF:0.97342, Len:  4, Fitness_tra: 1
Rule 79: 1312, Class:  2, CF:0.738586, Len:  4, Fitness_tra: 0
Rule 80: 2132, Class:  0, CF:0.228735, Len:  4, Fitness_tra: 0
Rule 81: 3040, Class:  2, CF:0.57037, Len:  2, Fitness_tra: 25
Rule 82: 1131, Class:  0, CF:0.0728625, Len:  4, Fitness_tra: 0
Rule 83: 5000, Class:  0, CF:0.339233, Len:  1, Fitness_tra: 3
Rule 84: 2133, Class:  0, CF:0.910987, Len:  4, Fitness_tra: 2
Rule 85: 5912, Class:  0, CF:0.953348, Len:  4, Fitness_tra: 3
Rule 86: 0403, Class:  0, CF:0.562264, Len:  2, Fitness_tra: 22
Rule 87: 0002, Class:  2, CF:0.189474, Len:  1, Fitness_tra: 0
Rule 88: 2612, Class:  2, CF:0.263702, Len:  4, Fitness_tra: 0
Rule 89: 1231, Class:  0, CF:0.738151, Len:  4, Fitness_tra: 0
Rule 90: 5000, Class:  0, CF:0.339233, Len:  1, Fitness_tra: 0
Rule 91: 3530, Class:  0, CF:0.366667, Len:  3, Fitness_tra: 1
Rule 92: 2465, Class:  0, CF:0.855379, Len:  4, Fitness_tra: 2
Rule 93: 0565, Class:  0, CF:0.592593, Len:  3, Fitness_tra: 2
Rule 94: 0500, Class:  0, CF:0.360947, Len:  1, Fitness_tra: 37
Rule 95: 4533, Class:  0, CF:  1, Len:  4, Fitness_tra: 3
Rule 96: 0555, Class:  2, CF:0.46875, Len:  3, Fitness_tra: 0
Rule 97: 3111, Class:  2, CF:0.0943257, Len:  4, Fitness_tra: 0
Rule 98: 1431, Class:  0, CF:0.556569, Len:  4, Fitness_tra: 0
Rule 99: 7000, Class:  2, CF:0.026643, Len:  1, Fitness_tra: 0
Rule100: 9513, Class:  0, CF:  1, Len:  4, Fitness_tra: 4
------Current------
Miss_rate(tra)	:18.8612
------Result------
Miss_rate(tra)	:18.8612
Miss_rate(tst)	:15.873
ARL				:3.29885

------Generation 0------
Rule  1: 0500, Class:  0, CF:0.360947, Len:  1, Fitness_tra: 26
Rule  2: 6020, Class:  2, CF:0.768807, Len:  2, Fitness_tra: 32
Rule  3: 2060, Class:  0, CF:0.747106, Len:  2, Fitness_tra: 13
Rule  4: 0055, Class:  2, CF:0.812207, Len:  2, Fitness_tra: 28
Rule  5: 3040, Class:  2, CF:0.57037, Len:  2, Fitness_tra: 19
Rule  6: 0403, Class:  0, CF:0.562264, Len:  2, Fitness_tra: 19
Rule  7: 0050, Class:  2, CF:0.343023, Len:  1, Fitness_tra: 10
Rule  8: 0005, Class:  2, CF:0.337209, Len:  1, Fitness_tra: 10
Rule  9: 500b, Class:  0, CF:0.569231, Len:  2, Fitness_tra: 11
Rule 10: 0655, Class:  2, CF:  1, Len:  3, Fitness_tra: 11
Rule 11: 1312, Class:  2, CF:0.738586, Len:  4, Fitness_tra: 6
Rule 12: 4036, Class:  0, CF:0.952569, Len:  3, Fitness_tra: 9
Rule 13: 4142, Class:  2, CF:0.64537, Len:  4, Fitness_tra: 5
Rule 14: 0430, Class:  0, CF:0.594096, Len:  2, Fitness_tra: 13
Rule 15: 4452, Class:  2, CF:0.833698, Len:  4, Fitness_tra: 6
Rule 16: 0556, Class:  0, CF:0.703704, Len:  3, Fitness_tra: 4
Rule 17: 6055, Class:  2, CF:  1, Len:  3, Fitness_tra: 4
Rule 18: 9513, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule 19: 2122, Class:  2, CF:0.659158, Len:  4, Fitness_tra: 4
Rule 20: 1216, Class:  0, CF:0.790281, Len:  4, Fitness_tra: 3
Rule 21: 4533, Class:  0, CF:  1, Len:  4, Fitness_tra: 2
Rule 22: 1e31, Class:  0, CF:0.9, Len:  4, Fitness_tra: 0
Rule 23: 2152, Class:  2, CF:0.80388, Len:  4, Fitness_tra: 3
Rule 24: 1341, Class:  2, CF:0.624254, Len:  4, Fitness_tra: 1
Rule 25: 5456, Class:  0, CF:0.918605, Len:  4, Fitness_tra: 2
Rule 26: 1325, Class:  2, CF:0.997633, Len:  4, Fitness_tra: 3
Rule 27: 5911, Class:  0, CF:0.998506, Len:  4, Fitness_tra: 0
Rule 28: 5000, Class:  0, CF:0.339233, Len:  1, Fitness_tra: 1
Rule 29: 5912, Class:  0, CF:0.953348, Len:  4, Fitness_tra: 3
Rule 30: 1121, Class:  2, CF:0.534388, Len:  4, Fitness_tra: 3
Rule 31: e111, Class:  0, CF:0.75089, Len:  4, Fitness_tra: 3
Rule 32: 7060, Class:  0, CF:0.470693, Len:  2, Fitness_tra: 2
Rule 33: 1151, Class:  2, CF:0.680175, Len:  4, Fitness_tra: 2
Rule 34: 2465, Class:  0, CF:0.855379, Len:  4, Fitness_tra: 1
Rule 35: 0565, Class:  0, CF:0.592593, Len:  3, Fitness_tra: 1
Rule 36: 2133, Class:  0, CF:0.910987, Len:  4, Fitness_tra: 2
Rule 37: 6035, Class:  2, CF:0.431472, Len:  3, Fitness_tra: 2
Rule 38: b431, Class:  0, CF:0.779817, Len:  4, Fitness_tra: 1
Rule 39: 3530, Class:  0, CF:0.366667, Len:  3, Fitness_tra: 0
Rule 40: 5466, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule 41: 4435, Class:  0, CF:0.6, Len:  4, Fitness_tra: 1
Rule 42: 1231, Class:  0, CF:0.738151, Len:  4, Fitness_tra: 0
Rule 43: 5535, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule 44: 3325, Class:  2, CF:  1, Len:  4, Fitness_tra: 1
Rule 45: 1125, Class:  2, CF:0.97342, Len:  4, Fitness_tra: 1
Rule 46: 5231, Class:  0, CF:0.997522, Len:  4, Fitness_tra: 0
Rule 47: 5362, Class:  0, CF:0.162679, Len:  4, Fitness_tra: 0
Rule 48: 3261, Class:  0, CF:0.657588, Len:  4, Fitness_tra: 0
Rule 49: 0050, Class:  2, CF:0.343023, Len:  1, Fitness_tra: 0
Rule 50: 4113, Class:  0, CF:0.581874, Len:  4, Fitness_tra: 0
Rule 51: 0053, Class:  0, CF:0.0731707, Len:  2, Fitness_tra: 0
Rule 52: 4174, Class:  2, CF:0.151261, Len:  4, Fitness_tra: 0
Rule 53: 1521, Class:  0, CF:0.177513, Len:  4, Fitness_tra: 0
Rule 54: 0044, Class:  2, CF:0.0529248, Len:  2, Fitness_tra: 0
Rule 55: 1114, Class:  2, CF:0.275552, Len:  4, Fitness_tra: 0
Rule 56: 1313, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 9124, Class:  2, CF:0.241706, Len:  4, Fitness_tra: 0
Rule 58: b111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 4121, Class:  2, CF:0.187518, Len:  4, Fitness_tra: 0
Rule 60: 5522, Class:  0, CF:0.361404, Len:  4, Fitness_tra: 0
Rule 61: 1111, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1112, Class:  2, CF:0.500944, Len:  4, Fitness_tra: 0
Rule 63: 6131, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 1112, Class:  2, CF:0.500944, Len:  4, Fitness_tra: 0
Rule 65: 0035, Class:  0, CF:0.115385, Len:  2, Fitness_tra: 0
Rule 66: 1431, Class:  0, CF:0.556569, Len:  4, Fitness_tra: 0
Rule 67: 1121, Class:  2, CF:0.534388, Len:  4, Fitness_tra: 0
Rule 68: 2131, Class:  0, CF:0.72856, Len:  4, Fitness_tra: 0
Rule 69: 1111, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 1111, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 0005, Class:  2, CF:0.337209, Len:  1, Fitness_tra: 0
Rule 72: 1111, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 2161, Class:  0, CF:0.778561, Len:  4, Fitness_tra: 0
Rule 74: 5004, Class:  0, CF:0.352518, Len:  2, Fitness_tra: 2
Rule 75: 3212, Class:  2, CF:0.180387, Len:  4, Fitness_tra: 0
Rule 76: 4505, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1411, Class:  0, CF:0.275795, Len:  4, Fitness_tra: 0
Rule 78: 2131, Class:  0, CF:0.72856, Len:  4, Fitness_tra: 0
Rule 79: 1312, Class:  2, CF:0.738586, Len:  4, Fitness_tra: 0
Rule 80: 2132, Class:  0, CF:0.228735, Len:  4, Fitness_tra: 0
Rule 81: 0004, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 2503, Class:  0, CF:0.980198, Len:  3, Fitness_tra: 21
Rule 83: 3500, Class:  2, CF:0.0618557, Len:  2, Fitness_tra: 0
Rule 84: 5000, Class:  0, CF:0.339233, Len:  0, Fitness_tra: 0
Rule 85: 3195, Class:  2, CF:  1, Len:  4, Fitness_tra: 0
Rule 86: 1111, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 4063, Class:  0, CF:0.935743, Len:  3, Fitness_tra: 2
Rule 89: 2530, Class:  0, CF:0.9801, Len:  3, Fitness_tra: 12
Rule 90: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 0015, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 1401, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: e060, Class:  0, CF:0.872727, Len:  2, Fitness_tra: 14
Rule 94: 0531, Class:  0, CF:0.937337, Len:  3, Fitness_tra: 7
Rule 95: 1425, Class:  2, CF:0.936015, Len:  4, Fitness_tra: 4
Rule 96: 7124, Class:  2, CF:0.791572, Len:  4, Fitness_tra: 8
Rule 97: 3040, Class:  2, CF:0.57037, Len:  0, Fitness_tra: 0
Rule 98: 1112, Class:  2, CF:0.500944, Len:  0, Fitness_tra: 0
Rule 99: 4674, Class:  2, CF:0.768595, Len:  4, Fitness_tra: 7
Rule100: 3000, Class:  2, CF:0.423423, Len:  1, Fitness_tra: 14
------Current------
Miss_rate(tra)	:17.7936
------Result------
Miss_rate(tra)	:17.7936
Miss_rate(tst)	:15.873
ARL				:3.27711

------Generation 1------
Rule  1: 0500, Class:  0, CF:0.360947, Len:  1, Fitness_tra: 26
Rule  2: 6020, Class:  2, CF:0.768807, Len:  2, Fitness_tra: 32
Rule  3: 2060, Class:  0, CF:0.747106, Len:  2, Fitness_tra: 13
Rule  4: 0055, Class:  2, CF:0.812207, Len:  2, Fitness_tra: 28
Rule  5: 3040, Class:  2, CF:0.57037, Len:  2, Fitness_tra: 19
Rule  6: 0403, Class:  0, CF:0.562264, Len:  2, Fitness_tra: 19
Rule  7: 0050, Class:  2, CF:0.343023, Len:  1, Fitness_tra: 10
Rule  8: 0005, Class:  2, CF:0.337209, Len:  1, Fitness_tra: 10
Rule  9: 500b, Class:  0, CF:0.569231, Len:  2, Fitness_tra: 11
Rule 10: 0655, Class:  2, CF:  1, Len:  3, Fitness_tra: 11
Rule 11: 1312, Class:  2, CF:0.738586, Len:  4, Fitness_tra: 6
Rule 12: 4036, Class:  0, CF:0.952569, Len:  3, Fitness_tra: 9
Rule 13: 4142, Class:  2, CF:0.64537, Len:  4, Fitness_tra: 5
Rule 14: 0430, Class:  0, CF:0.594096, Len:  2, Fitness_tra: 13
Rule 15: 4452, Class:  2, CF:0.833698, Len:  4, Fitness_tra: 6
Rule 16: 0556, Class:  0, CF:0.703704, Len:  3, Fitness_tra: 4
Rule 17: 6055, Class:  2, CF:  1, Len:  3, Fitness_tra: 4
Rule 18: 9513, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule 19: 2122, Class:  2, CF:0.659158, Len:  4, Fitness_tra: 4
Rule 20: 1216, Class:  0, CF:0.790281, Len:  4, Fitness_tra: 3
Rule 21: 4533, Class:  0, CF:  1, Len:  4, Fitness_tra: 2
Rule 22: 1e31, Class:  0, CF:0.9, Len:  4, Fitness_tra: 0
Rule 23: 2152, Class:  2, CF:0.80388, Len:  4, Fitness_tra: 3
Rule 24: 1341, Class:  2, CF:0.624254, Len:  4, Fitness_tra: 1
Rule 25: 5456, Class:  0, CF:0.918605, Len:  4, Fitness_tra: 2
Rule 26: 1325, Class:  2, CF:0.997633, Len:  4, Fitness_tra: 3
Rule 27: 5911, Class:  0, CF:0.998506, Len:  4, Fitness_tra: 0
Rule 28: 5000, Class:  0, CF:0.339233, Len:  1, Fitness_tra: 1
Rule 29: 5912, Class:  0, CF:0.953348, Len:  4, Fitness_tra: 3
Rule 30: 1121, Class:  2, CF:0.534388, Len:  4, Fitness_tra: 3
Rule 31: e111, Class:  0, CF:0.75089, Len:  4, Fitness_tra: 3
Rule 32: 7060, Class:  0, CF:0.470693, Len:  2, Fitness_tra: 2
Rule 33: 1151, Class:  2, CF:0.680175, Len:  4, Fitness_tra: 2
Rule 34: 2465, Class:  0, CF:0.855379, Len:  4, Fitness_tra: 1
Rule 35: 0565, Class:  0, CF:0.592593, Len:  3, Fitness_tra: 1
Rule 36: 2133, Class:  0, CF:0.910987, Len:  4, Fitness_tra: 2
Rule 37: 6035, Class:  2, CF:0.431472, Len:  3, Fitness_tra: 2
Rule 38: b431, Class:  0, CF:0.779817, Len:  4, Fitness_tra: 1
Rule 39: 3530, Class:  0, CF:0.366667, Len:  3, Fitness_tra: 0
Rule 40: 5466, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule 41: 4435, Class:  0, CF:0.6, Len:  4, Fitness_tra: 1
Rule 42: 1231, Class:  0, CF:0.738151, Len:  4, Fitness_tra: 0
Rule 43: 5535, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule 44: 3325, Class:  2, CF:  1, Len:  4, Fitness_tra: 1
Rule 45: 1125, Class:  2, CF:0.97342, Len:  4, Fitness_tra: 1
Rule 46: 5231, Class:  0, CF:0.997522, Len:  4, Fitness_tra: 0
Rule 47: 5362, Class:  0, CF:0.162679, Len:  4, Fitness_tra: 0
Rule 48: 3261, Class:  0, CF:0.657588, Len:  4, Fitness_tra: 0
Rule 49: 0050, Class:  2, CF:0.343023, Len:  1, Fitness_tra: 0
Rule 50: 4113, Class:  0, CF:0.581874, Len:  4, Fitness_tra: 0
Rule 51: 0053, Class:  0, CF:0.0731707, Len:  2, Fitness_tra: 0
Rule 52: 4174, Class:  2, CF:0.151261, Len:  4, Fitness_tra: 0
Rule 53: 1521, Class:  0, CF:0.177513, Len:  4, Fitness_tra: 0
Rule 54: 0044, Class:  2, CF:0.0529248, Len:  2, Fitness_tra: 0
Rule 55: 1114, Class:  2, CF:0.275552, Len:  4, Fitness_tra: 0
Rule 56: 1313, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 9124, Class:  2, CF:0.241706, Len:  4, Fitness_tra: 0
Rule 58: b111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 4121, Class:  2, CF:0.187518, Len:  4, Fitness_tra: 0
Rule 60: 5522, Class:  0, CF:0.361404, Len:  4, Fitness_tra: 0
Rule 61: 1111, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1112, Class:  2, CF:0.500944, Len:  4, Fitness_tra: 0
Rule 63: 6131, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 1112, Class:  2, CF:0.500944, Len:  4, Fitness_tra: 0
Rule 65: 0035, Class:  0, CF:0.115385, Len:  2, Fitness_tra: 0
Rule 66: 1431, Class:  0, CF:0.556569, Len:  4, Fitness_tra: 0
Rule 67: 1121, Class:  2, CF:0.534388, Len:  4, Fitness_tra: 0
Rule 68: 2131, Class:  0, CF:0.72856, Len:  4, Fitness_tra: 0
Rule 69: 1111, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 1111, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 0005, Class:  2, CF:0.337209, Len:  1, Fitness_tra: 0
Rule 72: 1111, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 2161, Class:  0, CF:0.778561, Len:  4, Fitness_tra: 0
Rule 74: 5004, Class:  0, CF:0.352518, Len:  2, Fitness_tra: 2
Rule 75: 3212, Class:  2, CF:0.180387, Len:  4, Fitness_tra: 0
Rule 76: 4505, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1411, Class:  0, CF:0.275795, Len:  4, Fitness_tra: 0
Rule 78: 2131, Class:  0, CF:0.72856, Len:  4, Fitness_tra: 0
Rule 79: 1312, Class:  2, CF:0.738586, Len:  4, Fitness_tra: 0
Rule 80: 2132, Class:  0, CF:0.228735, Len:  4, Fitness_tra: 0
Rule 81: 0004, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 2503, Class:  0, CF:0.980198, Len:  3, Fitness_tra: 21
Rule 83: 3500, Class:  2, CF:0.0618557, Len:  2, Fitness_tra: 0
Rule 84: 5000, Class:  0, CF:0.339233, Len:  0, Fitness_tra: 0
Rule 85: 3195, Class:  2, CF:  1, Len:  4, Fitness_tra: 0
Rule 86: 1111, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 4063, Class:  0, CF:0.935743, Len:  3, Fitness_tra: 2
Rule 89: 2530, Class:  0, CF:0.9801, Len:  3, Fitness_tra: 12
Rule 90: 0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 0015, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 1401, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: e060, Class:  0, CF:0.872727, Len:  2, Fitness_tra: 14
Rule 94: 0531, Class:  0, CF:0.937337, Len:  3, Fitness_tra: 7
Rule 95: 1425, Class:  2, CF:0.936015, Len:  4, Fitness_tra: 4
Rule 96: 7124, Class:  2, CF:0.791572, Len:  4, Fitness_tra: 8
Rule 97: 3040, Class:  2, CF:0.57037, Len:  0, Fitness_tra: 0
Rule 98: 1112, Class:  2, CF:0.500944, Len:  0, Fitness_tra: 0
Rule 99: 4674, Class:  2, CF:0.768595, Len:  4, Fitness_tra: 7
Rule100: 3000, Class:  2, CF:0.423423, Len:  1, Fitness_tra: 14
------Current------
Miss_rate(tra)	:17.7936
------Result------
Miss_rate(tra)	:17.7936
Miss_rate(tst)	:15.873
ARL				:3.27711

------Generation 2------
Rule  1: 6020, Class:  2, CF:0.768807, Len:  2, Fitness_tra: 16
Rule  2: 0055, Class:  2, CF:0.812207, Len:  2, Fitness_tra: 24
Rule  3: 0500, Class:  0, CF:0.360947, Len:  1, Fitness_tra: 23
Rule  4: 2503, Class:  0, CF:0.980198, Len:  3, Fitness_tra: 21
Rule  5: 3040, Class:  2, CF:0.57037, Len:  2, Fitness_tra: 18
Rule  6: 0403, Class:  0, CF:0.562264, Len:  2, Fitness_tra: 19
Rule  7: 3000, Class:  2, CF:0.423423, Len:  1, Fitness_tra: 11
Rule  8: e060, Class:  0, CF:0.872727, Len:  2, Fitness_tra: 10
Rule  9: 2060, Class:  0, CF:0.747106, Len:  2, Fitness_tra: 10
Rule 10: 0430, Class:  0, CF:0.594096, Len:  2, Fitness_tra: 14
Rule 11: 2530, Class:  0, CF:0.9801, Len:  3, Fitness_tra: 10
Rule 12: 0655, Class:  2, CF:  1, Len:  3, Fitness_tra: 11
Rule 13: 500b, Class:  0, CF:0.569231, Len:  2, Fitness_tra: 11
Rule 14: 0005, Class:  2, CF:0.337209, Len:  1, Fitness_tra: 6
Rule 15: 0050, Class:  2, CF:0.343023, Len:  1, Fitness_tra: 10
Rule 16: 4036, Class:  0, CF:0.952569, Len:  3, Fitness_tra: 9
Rule 17: 7124, Class:  2, CF:0.791572, Len:  4, Fitness_tra: 8
Rule 18: 4674, Class:  2, CF:0.768595, Len:  4, Fitness_tra: 2
Rule 19: 0531, Class:  0, CF:0.937337, Len:  3, Fitness_tra: 7
Rule 20: 1312, Class:  2, CF:0.738586, Len:  4, Fitness_tra: 6
Rule 21: 4452, Class:  2, CF:0.833698, Len:  4, Fitness_tra: 6
Rule 22: 4142, Class:  2, CF:0.64537, Len:  4, Fitness_tra: 3
Rule 23: 1425, Class:  2, CF:0.936015, Len:  4, Fitness_tra: 4
Rule 24: 0556, Class:  0, CF:0.703704, Len:  3, Fitness_tra: 4
Rule 25: 6055, Class:  2, CF:  1, Len:  3, Fitness_tra: 4
Rule 26: 2122, Class:  2, CF:0.659158, Len:  4, Fitness_tra: 3
Rule 27: 2152, Class:  2, CF:0.80388, Len:  4, Fitness_tra: 3
Rule 28: 1216, Class:  0, CF:0.790281, Len:  4, Fitness_tra: 3
Rule 29: 5912, Class:  0, CF:0.953348, Len:  4, Fitness_tra: 3
Rule 30: 1121, Class:  2, CF:0.534388, Len:  4, Fitness_tra: 3
Rule 31: e111, Class:  0, CF:0.75089, Len:  4, Fitness_tra: 3
Rule 32: 1325, Class:  2, CF:0.997633, Len:  4, Fitness_tra: 3
Rule 33: 4533, Class:  0, CF:  1, Len:  4, Fitness_tra: 2
Rule 34: 2133, Class:  0, CF:0.910987, Len:  4, Fitness_tra: 1
Rule 35: 6035, Class:  2, CF:0.431472, Len:  3, Fitness_tra: 1
Rule 36: 5004, Class:  0, CF:0.352518, Len:  2, Fitness_tra: 3
Rule 37: 4063, Class:  0, CF:0.935743, Len:  3, Fitness_tra: 0
