------Generation 0------
Rule  1: d152118811811121e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 589827128281124153, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 35: e1a1441c9189117553, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 3e152c323535141519, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 11512b1d8844d121c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 11122111828c142431, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 39: d8112b5c5585228133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 000000000b00000000, Class:  0, CF:0.469284, Len:  1, Fitness_tra: 0
Rule 41: 531524d11185121413, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 81514c51cd141211c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 313142311951545d85, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 3e3d11549311111251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 116512e21319141515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 5cd211851228111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1635cc943e193c1281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 51572ccd21c8212188, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 000000000d00000003, Class:  0, CF:0.707325, Len:  2, Fitness_tra: 6
Rule 50: 000000000000000000, Class:  0, CF:0.529566, Len:  0, Fitness_tra: 233
Rule 51: 125c21c91141124651, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 1611c2e493d3e43285, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 191581115151144829, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 211411c511c4111112, Class:  0, CF:0.691338, Len: 18, Fitness_tra: 0
Rule 55: 28d12225482c211111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 13114c11535d511231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 55d1142d222c541215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 566114911111141111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 1112149491d5912185, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 60: 2c1222c51c24111112, Class:  1, CF:0.941006, Len: 18, Fitness_tra: 0
Rule 61: 00d000000400000600, Class:  0, CF:0.615862, Len:  3, Fitness_tra: 1
Rule 62: 11e5115455555c2151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: c11111151512d1c111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 5cd114151c81822115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 136212175153e2181d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 852224c311c1d1c221, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 67: c1124125228c542418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 111d415153d5111121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 8184248d451112478c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 122c2b8141125c1122, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 71: 881112c54122d82427, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1318721793133c4121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1e1122e41ed5111111, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 74: 511d14111118111111, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 75: 11f122315151521151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: d19111582588112213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1e111c921955111251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1115825433d5324189, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 0000000000080800c8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 000000000000000000, Class:  0, CF:0.529566, Len:  0, Fitness_tra: 0
Rule 81: c514211925c48c1121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 42222b1d1522117211, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 83: 1511c41821151215d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 51121bc1112418c811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 31f111ec9151513319, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 2512248525221274c8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 5312149133d11241c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 51d124dc1258242111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 1365215159d514111e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 000000000000000400, Class:  0, CF:0.570554, Len:  1, Fitness_tra: 22
Rule 91: c000007e007b000000, Class:  1, CF:0.658743, Len:  5, Fitness_tra: 0
Rule 92: 000000000000000030, Class:  0, CF:0.491091, Len:  1, Fitness_tra: 0
Rule 93: 59921121111112418d, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 94: dd5584811112548191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 111112792821111212, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 96: 551547151122111251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 515b2b2315c1521421, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 98: 1111cc3253d1ec111d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 000000000000000000, Class:  0, CF:0.529566, Len:  0, Fitness_tra: 0
Rule100: 0000007eb00b000000, Class:  0, CF:0.236292, Len:  4, Fitness_tra: 0
------Current------
Miss_rate(tra)	:23.5217
------Result------
Miss_rate(tra)	:23.5217
Miss_rate(tst)	:23.5294
ARL				:11.7317

------Generation 0------
Rule  1: d152118811811121e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  2: 331142e11e5192b123, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  3: 1162111211511b2316, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: d00b00000000050004, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: 0800000005c0000000, Class:  0, CF:0.98774, Len:  3, Fitness_tra: 0
Rule  6: 1417717eb14b811111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 555122214121111213, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule  8: 913214e7919e611112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 5161415131d9311111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 0000cb000000000002, Class:  0, CF:0.936728, Len:  3, Fitness_tra: 0
Rule 11: c00000000000000000, Class:  0, CF:0.410503, Len:  1, Fitness_tra: 0
Rule 12: 331541329e13329415, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 121227114841121261, Class:  0, CF:0.0370058, Len: 18, Fitness_tra: 0
Rule 14: 000000008000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 141
Rule 15: 5111c4812228c74153, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 16: 11112115c221212113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 14112b2eb441472213, Class:  1, CF:0.31194, Len: 18, Fitness_tra: 0
Rule 18: 5d3224c123225122c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 12182255151c1751d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 511d221251d1171113, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 21: 19121234115531511d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 17dc141544c82b1191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 0000007e007b000000, Class:  1, CF:0.311541, Len:  4, Fitness_tra: 0
Rule 24: 511414217c44221251, Class:  0, CF:0.998565, Len: 18, Fitness_tra: 0
Rule 25: 81112222158c5112d5, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 26: 119112d21d1152c115, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 27: 11d114c22528511211, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 28: 215c441d2282211113, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 29: 000b00b00000000000, Class:  0, CF:0.328982, Len:  2, Fitness_tra: 0
Rule 30: 521c1711c521841211, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 31: 52dc24192822111133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 55611491211d1c218d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 121c11451114521b11, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 34: 589827128281124153, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 35: e1a1441c9189117553, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 3e152c323535141519, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 11512b1d8844d121c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 11122111828c142431, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 39: d8112b5c5585228133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 000000000b00000000, Class:  0, CF:0.469284, Len:  1, Fitness_tra: 0
Rule 41: 531524d11185121413, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 81514c51cd141211c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 313142311951545d85, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 3e3d11549311111251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 116512e21319141515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 5cd211851228111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1635cc943e193c1281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 51572ccd21c8212188, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 000000000d00000003, Class:  0, CF:0.707325, Len:  2, Fitness_tra: 6
Rule 50: 000000000000000000, Class:  0, CF:0.529566, Len:  0, Fitness_tra: 233
Rule 51: 125c21c91141124651, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 1611c2e493d3e43285, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 191581115151144829, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 211411c511c4111112, Class:  0, CF:0.691338, Len: 18, Fitness_tra: 0
Rule 55: 28d12225482c211111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 13114c11535d511231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 55d1142d222c541215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 566114911111141111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 1112149491d5912185, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 60: 2c1222c51c24111112, Class:  1, CF:0.941006, Len: 18, Fitness_tra: 0
Rule 61: 00d000000400000600, Class:  0, CF:0.615862, Len:  3, Fitness_tra: 1
Rule 62: 11e5115455555c2151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: c11111151512d1c111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 5cd114151c81822115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 136212175153e2181d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 852224c311c1d1c221, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 67: c1124125228c542418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 111d415153d5111121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 8184248d451112478c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 122c2b8141125c1122, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 71: 881112c54122d82427, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1318721793133c4121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1e1122e41ed5111111, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 74: 511d14111118111111, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 75: 11f122315151521151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: d19111582588112213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1e111c921955111251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1115825433d5324189, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 0000000000080800c8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 000000000000000000, Class:  0, CF:0.529566, Len:  0, Fitness_tra: 0
Rule 81: c514211925c48c1121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 42222b1d1522117211, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 83: 1511c41821151215d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 51121bc1112418c811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 31f111ec9151513319, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 2512248525221274c8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 5312149133d11241c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 51d124dc1258242111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 1365215159d514111e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 000000000000000400, Class:  0, CF:0.570554, Len:  1, Fitness_tra: 22
Rule 91: c000007e007b000000, Class:  1, CF:0.658743, Len:  5, Fitness_tra: 0
Rule 92: 000000000000000030, Class:  0, CF:0.491091, Len:  1, Fitness_tra: 0
Rule 93: 59921121111112418d, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 94: dd5584811112548191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 111112792821111212, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 96: 551547151122111251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 515b2b2315c1521421, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 98: 1111cc3253d1ec111d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 000000000000000000, Class:  0, CF:0.529566, Len:  0, Fitness_tra: 0
Rule100: 0000007eb00b000000, Class:  0, CF:0.236292, Len:  4, Fitness_tra: 0
------Current------
Miss_rate(tra)	:23.5217
------Result------
Miss_rate(tra)	:23.5217
Miss_rate(tst)	:23.5294
ARL				:11.7317

------Generation 1------
Rule  1: d152118811811121e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  2: 331142e11e5192b123, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  3: 1162111211511b2316, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  4: d00b00000000050004, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  5: 0800000005c0000000, Class:  0, CF:0.98774, Len:  3, Fitness_tra: 0
Rule  6: 1417717eb14b811111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 555122214121111213, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule  8: 913214e7919e611112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 5161415131d9311111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 0000cb000000000002, Class:  0, CF:0.936728, Len:  3, Fitness_tra: 0
Rule 11: c00000000000000000, Class:  0, CF:0.410503, Len:  1, Fitness_tra: 0
Rule 12: 331541329e13329415, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 121227114841121261, Class:  0, CF:0.0370058, Len: 18, Fitness_tra: 0
Rule 14: 000000008000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 141
Rule 15: 5111c4812228c74153, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 16: 11112115c221212113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 14112b2eb441472213, Class:  1, CF:0.31194, Len: 18, Fitness_tra: 0
Rule 18: 5d3224c123225122c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 12182255151c1751d5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 511d221251d1171113, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 21: 19121234115531511d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 17dc141544c82b1191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 0000007e007b000000, Class:  1, CF:0.311541, Len:  4, Fitness_tra: 0
Rule 24: 511414217c44221251, Class:  0, CF:0.998565, Len: 18, Fitness_tra: 0
Rule 25: 81112222158c5112d5, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 26: 119112d21d1152c115, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 27: 11d114c22528511211, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 28: 215c441d2282211113, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 29: 000b00b00000000000, Class:  0, CF:0.328982, Len:  2, Fitness_tra: 0
Rule 30: 521c1711c521841211, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 31: 52dc24192822111133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 55611491211d1c218d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 121c11451114521b11, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 34: 589827128281124153, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 35: e1a1441c9189117553, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 3e152c323535141519, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 11512b1d8844d121c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 11122111828c142431, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 39: d8112b5c5585228133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 000000000b00000000, Class:  0, CF:0.469284, Len:  1, Fitness_tra: 0
Rule 41: 531524d11185121413, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 81514c51cd141211c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 313142311951545d85, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 3e3d11549311111251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 116512e21319141515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 5cd211851228111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1635cc943e193c1281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 51572ccd21c8212188, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 000000000d00000003, Class:  0, CF:0.707325, Len:  2, Fitness_tra: 6
Rule 50: 000000000000000000, Class:  0, CF:0.529566, Len:  0, Fitness_tra: 233
Rule 51: 125c21c91141124651, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 1611c2e493d3e43285, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 191581115151144829, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 211411c511c4111112, Class:  0, CF:0.691338, Len: 18, Fitness_tra: 0
Rule 55: 28d12225482c211111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 13114c11535d511231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 55d1142d222c541215, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 566114911111141111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 1112149491d5912185, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 60: 2c1222c51c24111112, Class:  1, CF:0.941006, Len: 18, Fitness_tra: 0
Rule 61: 00d000000400000600, Class:  0, CF:0.615862, Len:  3, Fitness_tra: 1
Rule 62: 11e5115455555c2151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: c11111151512d1c111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 5cd114151c81822115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 136212175153e2181d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 852224c311c1d1c221, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 67: c1124125228c542418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 111d415153d5111121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 8184248d451112478c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 122c2b8141125c1122, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 71: 881112c54122d82427, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1318721793133c4121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1e1122e41ed5111111, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 74: 511d14111118111111, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 75: 11f122315151521151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: d19111582588112213, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1e111c921955111251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1115825433d5324189, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 0000000000080800c8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 000000000000000000, Class:  0, CF:0.529566, Len:  0, Fitness_tra: 0
Rule 81: c514211925c48c1121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 42222b1d1522117211, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 83: 1511c41821151215d9, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 51121bc1112418c811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 31f111ec9151513319, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 2512248525221274c8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 5312149133d11241c1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 51d124dc1258242111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 1365215159d514111e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 000000000000000400, Class:  0, CF:0.570554, Len:  1, Fitness_tra: 22
Rule 91: c000007e007b000000, Class:  1, CF:0.658743, Len:  5, Fitness_tra: 0
Rule 92: 000000000000000030, Class:  0, CF:0.491091, Len:  1, Fitness_tra: 0
Rule 93: 59921121111112418d, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 94: dd5584811112548191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 111112792821111212, Class:  1, CF:  1, Len: 18, Fitness_tra: 0
Rule 96: 551547151122111251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 515b2b2315c1521421, Class:  0, CF:  1, Len: 18, Fitness_tra: 0
Rule 98: 1111cc3253d1ec111d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 000000000000000000, Class:  0, CF:0.529566, Len:  0, Fitness_tra: 0
Rule100: 0000007eb00b000000, Class:  0, CF:0.236292, Len:  4, Fitness_tra: 0
------Current------
Miss_rate(tra)	:23.5217
------Result------
Miss_rate(tra)	:23.5217
Miss_rate(tst)	:23.5294
ARL				:11.7317

------Generation 2------
Rule  1: d152118811811121e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
