------Generation 0------
Rule  1: 13c2b, Class:  0, CF:0.99122, Len:  5, Fitness_tra: 0
Rule 62: 00000, Class:  0, CF:0.395349, Len:  0, Fitness_tra: 0
Rule 63: 9d222, Class:  1, CF:0.985055, Len:  5, Fitness_tra: 0
Rule 64: 51414, Class:  0, CF:0.066448, Len:  5, Fitness_tra: 0
Rule 65: c3111, Class:  0, CF:0.757742, Len:  5, Fitness_tra: 0
Rule 66: 95c24, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 67: 35c41, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 68: 04000, Class:  0, CF:0.568627, Len:  1, Fitness_tra: 48
Rule 69: 12211, Class:  1, CF:0.336665, Len:  5, Fitness_tra: 0
Rule 70: 1c12b, Class:  0, CF:0.942138, Len:  5, Fitness_tra: 0
Rule 71: 12277, Class:  0, CF:0.265917, Len:  5, Fitness_tra: 0
Rule 72: 00000, Class:  0, CF:0.395349, Len:  0, Fitness_tra: 0
Rule 73: 00500, Class:  1, CF:  1, Len:  1, Fitness_tra: 2
Rule 74: 13527, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: d0000, Class:  0, CF:0.423631, Len:  1, Fitness_tra: 0
Rule 76: 212bb, Class:  2, CF:0.231146, Len:  5, Fitness_tra: 0
Rule 77: 03000, Class:  0, CF:0.362858, Len:  1, Fitness_tra: 0
Rule 78: 92121, Class:  2, CF:0.206012, Len:  5, Fitness_tra: 0
Rule 79: d8427, Class:  0, CF:0.8885, Len:  5, Fitness_tra: 0
Rule 80: 13142, Class:  2, CF:0.885172, Len:  5, Fitness_tra: 0
Rule 81: 21174, Class:  2, CF:0.805404, Len:  5, Fitness_tra: 1
Rule 82: 5112b, Class:  2, CF:0.854215, Len:  5, Fitness_tra: 0
Rule 83: dd274, Class:  0, CF:0.285663, Len:  5, Fitness_tra: 0
Rule 84: 00000, Class:  0, CF:0.395349, Len:  0, Fitness_tra: 0
Rule 85: 11747, Class:  2, CF:0.157882, Len:  5, Fitness_tra: 0
Rule 86: 34211, Class:  1, CF:0.686349, Len:  5, Fitness_tra: 0
Rule 87: 1c12b, Class:  0, CF:0.942138, Len:  5, Fitness_tra: 0
Rule 88: e1211, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 00000, Class:  0, CF:0.395349, Len:  0, Fitness_tra: 0
Rule 90: 52444, Class:  2, CF:0.379223, Len:  5, Fitness_tra: 0
Rule 91: 58c12, Class:  1, CF:0.809034, Len:  5, Fitness_tra: 0
Rule 92: 52742, Class:  2, CF:0.693562, Len:  5, Fitness_tra: 0
Rule 93: 32444, Class:  1, CF:0.359231, Len:  5, Fitness_tra: 0
Rule 94: 11171, Class:  0, CF:0.128191, Len:  5, Fitness_tra: 0
Rule 95: 13111, Class:  0, CF:0.673871, Len:  5, Fitness_tra: 0
Rule 96: 952b2, Class:  1, CF:0.993506, Len:  5, Fitness_tra: 0
Rule 97: 81412, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 11111, Class:  0, CF:0.646171, Len:  5, Fitness_tra: 0
Rule 99: 00500, Class:  1, CF:  1, Len:  1, Fitness_tra: 0
Rule100: 15c74, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
------Current------
Miss_rate(tra)	:25
------Result------
Miss_rate(tra)	:25
Miss_rate(tst)	:23.2558
ARL				:4.18557

------Generation 0------
Rule  1: 04000, Class:  0, CF:0.568627, Len:  1, Fitness_tra: 51
Rule  2: 00000, Class:  0, CF:0.395349, Len:  0, Fitness_tra: 33
Rule  3: 05c00, Class:  1, CF:  1, Len:  2, Fitness_tra: 3
Rule  4: 00500, Class:  1, CF:  1, Len:  1, Fitness_tra: 2
Rule  5: 21174, Class:  2, CF:0.805404, Len:  5, Fitness_tra: 1
Rule  6: 62411, Class:  1, CF:0.996426, Len:  5, Fitness_tra: 1
Rule  7: a4000, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule  8: 13c2b, Class:  0, CF:0.99122, Len:  5, Fitness_tra: 0
Rule  9: 35c77, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 10: d1142, Class:  2, CF:0.939038, Len:  5, Fitness_tra: 0
Rule 11: d1227, Class:  2, CF:0.576844, Len:  5, Fitness_tra: 0
Rule 12: 18112, Class:  0, CF:0.526615, Len:  5, Fitness_tra: 0
Rule 13: 51274, Class:  2, CF:0.765738, Len:  5, Fitness_tra: 0
Rule 14: d2144, Class:  2, CF:0.539404, Len:  5, Fitness_tra: 0
Rule 15: 1c141, Class:  0, CF:0.751021, Len:  5, Fitness_tra: 0
Rule 16: 52174, Class:  2, CF:0.579213, Len:  5, Fitness_tra: 0
Rule 17: 1c122, Class:  0, CF:0.890395, Len:  5, Fitness_tra: 0
Rule 18: e11b1, Class:  2, CF:0.905814, Len:  5, Fitness_tra: 0
Rule 19: 09500, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 20: d224b, Class:  0, CF:0.295632, Len:  5, Fitness_tra: 0
Rule 21: 11577, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 22: 00000, Class:  0, CF:0.395349, Len:  0, Fitness_tra: 0
Rule 23: 15c74, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 24: 31447, Class:  0, CF:0.281863, Len:  5, Fitness_tra: 0
Rule 25: 04700, Class:  0, CF:0.525944, Len:  2, Fitness_tra: 0
Rule 26: 35c4b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 27: 5c241, Class:  0, CF:0.757872, Len:  5, Fitness_tra: 0
Rule 28: 322b4, Class:  1, CF:0.466393, Len:  5, Fitness_tra: 0
Rule 29: 51242, Class:  2, CF:0.8882, Len:  5, Fitness_tra: 0
Rule 30: 11412, Class:  0, CF:0.184772, Len:  5, Fitness_tra: 0
Rule 31: 18144, Class:  0, CF:0.67016, Len:  5, Fitness_tra: 0
Rule 32: 18411, Class:  1, CF:0.536452, Len:  5, Fitness_tra: 0
Rule 33: 00000, Class:  0, CF:0.395349, Len:  0, Fitness_tra: 0
Rule 34: 581b4, Class:  0, CF:0.823626, Len:  5, Fitness_tra: 0
Rule 35: 31441, Class:  1, CF:0.0337892, Len:  5, Fitness_tra: 0
Rule 36: d1477, Class:  2, CF:0.4789, Len:  5, Fitness_tra: 0
Rule 37: dd1b4, Class:  0, CF:0.602542, Len:  5, Fitness_tra: 0
Rule 38: 04700, Class:  0, CF:0.525944, Len:  2, Fitness_tra: 0
Rule 39: dc112, Class:  0, CF:0.969914, Len:  5, Fitness_tra: 0
Rule 40: 12442, Class:  2, CF:0.297142, Len:  5, Fitness_tra: 0
Rule 41: 12174, Class:  2, CF:0.0448989, Len:  5, Fitness_tra: 0
Rule 42: 31222, Class:  0, CF:0.22828, Len:  5, Fitness_tra: 0
Rule 43: 9c414, Class:  0, CF:0.802198, Len:  5, Fitness_tra: 0
Rule 44: 91c71, Class:  1, CF:0.784106, Len:  5, Fitness_tra: 0
Rule 45: 51217, Class:  0, CF:0.23153, Len:  5, Fitness_tra: 0
Rule 46: 34412, Class:  0, CF:0.0354851, Len:  5, Fitness_tra: 0
Rule 47: 892bb, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 48: 92cb1, Class:  1, CF:0.940257, Len:  5, Fitness_tra: 0
Rule 49: 51447, Class:  2, CF:0.693537, Len:  5, Fitness_tra: 0
Rule 50: 127b4, Class:  0, CF:0.113404, Len:  5, Fitness_tra: 0
Rule 51: 51214, Class:  0, CF:0.066448, Len:  5, Fitness_tra: 0
Rule 52: 11124, Class:  2, CF:0.760917, Len:  5, Fitness_tra: 0
Rule 53: 1c422, Class:  0, CF:0.812306, Len:  5, Fitness_tra: 0
Rule 54: 91422, Class:  2, CF:0.935797, Len:  5, Fitness_tra: 0
Rule 55: 98c24, Class:  1, CF:0.880406, Len:  5, Fitness_tra: 0
Rule 56: dc417, Class:  0, CF:0.967956, Len:  5, Fitness_tra: 0
Rule 57: d5c42, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 58: d2241, Class:  0, CF:0.467239, Len:  5, Fitness_tra: 0
Rule 59: 00000, Class:  0, CF:0.395349, Len:  0, Fitness_tra: 0
Rule 60: e5122, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 61: 91cb7, Class:  1, CF:0.331047, Len:  5, Fitness_tra: 0
Rule 62: 00000, Class:  0, CF:0.395349, Len:  0, Fitness_tra: 0
Rule 63: 9d222, Class:  1, CF:0.985055, Len:  5, Fitness_tra: 0
Rule 64: 51414, Class:  0, CF:0.066448, Len:  5, Fitness_tra: 0
Rule 65: c3111, Class:  0, CF:0.757742, Len:  5, Fitness_tra: 0
Rule 66: 95c24, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 67: 35c41, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 68: 52241, Class:  0, CF:0.0346821, Len:  5, Fitness_tra: 0
Rule 69: 12211, Class:  1, CF:0.336665, Len:  5, Fitness_tra: 0
Rule 70: 1c12b, Class:  0, CF:0.942138, Len:  5, Fitness_tra: 0
Rule 71: 12277, Class:  0, CF:0.265917, Len:  5, Fitness_tra: 0
Rule 72: 00000, Class:  0, CF:0.395349, Len:  0, Fitness_tra: 0
Rule 73: 231b2, Class:  2, CF:0.917663, Len:  5, Fitness_tra: 0
Rule 74: 13527, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: d0000, Class:  0, CF:0.423631, Len:  1, Fitness_tra: -2
Rule 76: 212bb, Class:  2, CF:0.231146, Len:  5, Fitness_tra: 0
Rule 77: 03000, Class:  0, CF:0.362858, Len:  1, Fitness_tra: 0
Rule 78: 92121, Class:  2, CF:0.206012, Len:  5, Fitness_tra: 0
Rule 79: d8427, Class:  0, CF:0.8885, Len:  5, Fitness_tra: 0
Rule 80: 13142, Class:  2, CF:0.885172, Len:  5, Fitness_tra: 0
Rule 81: 12421, Class:  1, CF:0.0118495, Len:  5, Fitness_tra: 0
Rule 82: 1354b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 11177, Class:  2, CF:0.482542, Len:  5, Fitness_tra: 0
Rule 84: 34152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 11121, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 17411, Class:  0, CF:0.771024, Len:  5, Fitness_tra: 0
Rule 87: 5942b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 88: 17114, Class:  0, CF:0.586425, Len:  5, Fitness_tra: 0
Rule 89: 00000, Class:  0, CF:0.395349, Len:  0, Fitness_tra: 0
Rule 90: 00500, Class:  1, CF:  1, Len:  0, Fitness_tra: 0
Rule 91: 51010, Class:  0, CF:0.237205, Len:  3, Fitness_tra: 0
Rule 92: a3c11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: dd774, Class:  0, CF:0.406773, Len:  5, Fitness_tra: 0
Rule 94: 08c00, Class:  1, CF:0.977583, Len:  2, Fitness_tra: 6
Rule 95: d1021, Class:  2, CF:0.521167, Len:  4, Fitness_tra: 0
Rule 96: 5811d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 52172, Class:  2, CF:0.795158, Len:  5, Fitness_tra: 0
Rule 98: 36177, Class:  2, CF:0.280242, Len:  5, Fitness_tra: 0
Rule 99: d050b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 19c2b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
------Current------
Miss_rate(tra)	:22.093
------Result------
Miss_rate(tra)	:22.093
Miss_rate(tst)	:23.2558
ARL				:4.26374

------Generation 1------
Rule  1: 04000, Class:  0, CF:0.568627, Len:  1, Fitness_tra: 51
Rule  2: 00000, Class:  0, CF:0.395349, Len:  0, Fitness_tra: 33
Rule  3: 05c00, Class:  1, CF:  1, Len:  2, Fitness_tra: 3
Rule  4: 00500, Class:  1, CF:  1, Len:  1, Fitness_tra: 2
Rule  5: 21174, Class:  2, CF:0.805404, Len:  5, Fitness_tra: 1
Rule  6: 62411, Class:  1, CF:0.996426, Len:  5, Fitness_tra: 1
Rule  7: a4000, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule  8: 13c2b, Class:  0, CF:0.99122, Len:  5, Fitness_tra: 0
Rule  9: 35c77, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 10: d1142, Class:  2, CF:0.939038, Len:  5, Fitness_tra: 0
Rule 11: d1227, Class:  2, CF:0.576844, Len:  5, Fitness_tra: 0
Rule 12: 18112, Class:  0, CF:0.526615, Len:  5, Fitness_tra: 0
Rule 13: 51274, Class:  2, CF:0.765738, Len:  5, Fitness_tra: 0
Rule 14: d2144, Class:  2, CF:0.539404, Len:  5, Fitness_tra: 0
Rule 15: 1c141, Class:  0, CF:0.751021, Len:  5, Fitness_tra: 0
Rule 16: 52174, Class:  2, CF:0.579213, Len:  5, Fitness_tra: 0
Rule 17: 1c122, Class:  0, CF:0.890395, Len:  5, Fitness_tra: 0
Rule 18: e11b1, Class:  2, CF:0.905814, Len:  5, Fitness_tra: 0
Rule 19: 09500, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 20: d224b, Class:  0, CF:0.295632, Len:  5, Fitness_tra: 0
Rule 21: 11577, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 22: 00000, Class:  0, CF:0.395349, Len:  0, Fitness_tra: 0
Rule 23: 15c74, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 24: 31447, Class:  0, CF:0.281863, Len:  5, Fitness_tra: 0
Rule 25: 04700, Class:  0, CF:0.525944, Len:  2, Fitness_tra: 0
Rule 26: 35c4b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 27: 5c241, Class:  0, CF:0.757872, Len:  5, Fitness_tra: 0
Rule 28: 322b4, Class:  1, CF:0.466393, Len:  5, Fitness_tra: 0
Rule 29: 51242, Class:  2, CF:0.8882, Len:  5, Fitness_tra: 0
Rule 30: 11412, Class:  0, CF:0.184772, Len:  5, Fitness_tra: 0
Rule 31: 18144, Class:  0, CF:0.67016, Len:  5, Fitness_tra: 0
Rule 32: 18411, Class:  1, CF:0.536452, Len:  5, Fitness_tra: 0
Rule 33: 00000, Class:  0, CF:0.395349, Len:  0, Fitness_tra: 0
Rule 34: 581b4, Class:  0, CF:0.823626, Len:  5, Fitness_tra: 0
Rule 35: 31441, Class:  1, CF:0.0337892, Len:  5, Fitness_tra: 0
Rule 36: d1477, Class:  2, CF:0.4789, Len:  5, Fitness_tra: 0
Rule 37: dd1b4, Class:  0, CF:0.602542, Len:  5, Fitness_tra: 0
Rule 38: 04700, Class:  0, CF:0.525944, Len:  2, Fitness_tra: 0
Rule 39: dc112, Class:  0, CF:0.969914, Len:  5, Fitness_tra: 0
Rule 40: 12442, Class:  2, CF:0.297142, Len:  5, Fitness_tra: 0
Rule 41: 12174, Class:  2, CF:0.0448989, Len:  5, Fitness_tra: 0
Rule 42: 31222, Class:  0, CF:0.22828, Len:  5, Fitness_tra: 0
Rule 43: 9c414, Class:  0, CF:0.802198, Len:  5, Fitness_tra: 0
Rule 44: 91c71, Class:  1, CF:0.784106, Len:  5, Fitness_tra: 0
Rule 45: 51217, Class:  0, CF:0.23153, Len:  5, Fitness_tra: 0
Rule 46: 34412, Class:  0, CF:0.0354851, Len:  5, Fitness_tra: 0
Rule 47: 892bb, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 48: 92cb1, Class:  1, CF:0.940257, Len:  5, Fitness_tra: 0
Rule 49: 51447, Class:  2, CF:0.693537, Len:  5, Fitness_tra: 0
Rule 50: 127b4, Class:  0, CF:0.113404, Len:  5, Fitness_tra: 0
Rule 51: 51214, Class:  0, CF:0.066448, Len:  5, Fitness_tra: 0
Rule 52: 11124, Class:  2, CF:0.760917, Len:  5, Fitness_tra: 0
Rule 53: 1c422, Class:  0, CF:0.812306, Len:  5, Fitness_tra: 0
Rule 54: 91422, Class:  2, CF:0.935797, Len:  5, Fitness_tra: 0
Rule 55: 98c24, Class:  1, CF:0.880406, Len:  5, Fitness_tra: 0
Rule 56: dc417, Class:  0, CF:0.967956, Len:  5, Fitness_tra: 0
Rule 57: d5c42, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 58: d2241, Class:  0, CF:0.467239, Len:  5, Fitness_tra: 0
Rule 59: 00000, Class:  0, CF:0.395349, Len:  0, Fitness_tra: 0
Rule 60: e5122, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 61: 91cb7, Class:  1, CF:0.331047, Len:  5, Fitness_tra: 0
Rule 62: 00000, Class:  0, CF:0.395349, Len:  0, Fitness_tra: 0
Rule 63: 9d222, Class:  1, CF:0.985055, Len:  5, Fitness_tra: 0
Rule 64: 51414, Class:  0, CF:0.066448, Len:  5, Fitness_tra: 0
Rule 65: c3111, Class:  0, CF:0.757742, Len:  5, Fitness_tra: 0
Rule 66: 95c24, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 67: 35c41, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 68: 52241, Class:  0, CF:0.0346821, Len:  5, Fitness_tra: 0
Rule 69: 12211, Class:  1, CF:0.336665, Len:  5, Fitness_tra: 0
Rule 70: 1c12b, Class:  0, CF:0.942138, Len:  5, Fitness_tra: 0
Rule 71: 12277, Class:  0, CF:0.265917, Len:  5, Fitness_tra: 0
Rule 72: 00000, Class:  0, CF:0.395349, Len:  0, Fitness_tra: 0
Rule 73: 231b2, Class:  2, CF:0.917663, Len:  5, Fitness_tra: 0
Rule 74: 13527, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: d0000, Class:  0, CF:0.423631, Len:  1, Fitness_tra: -2
Rule 76: 212bb, Class:  2, CF:0.231146, Len:  5, Fitness_tra: 0
Rule 77: 03000, Class:  0, CF:0.362858, Len:  1, Fitness_tra: 0
Rule 78: 92121, Class:  2, CF:0.206012, Len:  5, Fitness_tra: 0
Rule 79: d8427, Class:  0, CF:0.8885, Len:  5, Fitness_tra: 0
Rule 80: 13142, Class:  2, CF:0.885172, Len:  5, Fitness_tra: 0
Rule 81: 12421, Class:  1, CF:0.0118495, Len:  5, Fitness_tra: 0
Rule 82: 1354b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 11177, Class:  2, CF:0.482542, Len:  5, Fitness_tra: 0
Rule 84: 34152, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 11121, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 17411, Class:  0, CF:0.771024, Len:  5, Fitness_tra: 0
Rule 87: 5942b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 88: 17114, Class:  0, CF:0.586425, Len:  5, Fitness_tra: 0
Rule 89: 00000, Class:  0, CF:0.395349, Len:  0, Fitness_tra: 0
Rule 90: 00500, Class:  1, CF:  1, Len:  0, Fitness_tra: 0
Rule 91: 51010, Class:  0, CF:0.237205, Len:  3, Fitness_tra: 0
Rule 92: a3c11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: dd774, Class:  0, CF:0.406773, Len:  5, Fitness_tra: 0
Rule 94: 08c00, Class:  1, CF:0.977583, Len:  2, Fitness_tra: 6
Rule 95: d1021, Class:  2, CF:0.521167, Len:  4, Fitness_tra: 0
Rule 96: 5811d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 52172, Class:  2, CF:0.795158, Len:  5, Fitness_tra: 0
Rule 98: 36177, Class:  2, CF:0.280242, Len:  5, Fitness_tra: 0
Rule 99: d050b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 19c2b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
------Current------
Miss_rate(tra)	:22.093
------Result------
Miss_rate(tra)	:22.093
Miss_rate(tst)	:23.2558
ARL				:4.26374

------Generation 2------
Rule  1: 04000, Class:  0, CF:0.568627, Len:  1, Fitness_tra: 51
Rule  2: 00000, Class:  0, CF:0.395349, Len:  0, Fitness_tra: 33
Rule  3: 08c00, Class:  1, CF:0.977583, Len:  2, Fitness_tra: 6
Rule  4: 05c00, Class:  1, CF:  1, Len:  2, Fitness_tra: 3
Rule  5: 00500, Class:  1, CF:  1, Len:  1, Fitness_tra: 1
Rule  6: 21174, Class:  2, CF:0.805404, Len:  5, Fitness_tra: 1
Rule  7: a4000, Class:  1, CF:  1, Len:  2, Fitness_tra: 1
Rule  8: 62411, Class:  1, CF:0.996426, Len:  5, Fitness_tra: 1
Rule  9: 13c2b, Class:  0, CF:0.99122, Len:  5, Fitness_tra: 0
Rule 10: d1142, Class:  2, CF:0.939038, Len:  5, Fitness_tra: 0
Rule 11: d1227, Class:  2, CF:0.576844, Len:  5, Fitness_tra: 0
Rule 12: 18112, Class:  0, CF:0.526615, Len:  5, Fitness_tra: 0
Rule 13: 51274, Class:  2, CF:0.765738, Len:  5, Fitness_tra: 0
Rule 14: d2144, Class:  2, CF:0.539404, Len:  5, Fitness_tra: 0
Rule 15: 1c141, Class:  0, CF:0.751021, Len:  5, Fitness_tra: 0
Rule 16: 52174, Class:  2, CF:0.579213, Len:  5, Fitness_tra: 0
Rule 17: 1c122, Class:  0, CF:0.890395, Len:  5, Fitness_tra: 0
Rule 18: e11b1, Class:  2, CF:0.905814, Len:  5, Fitness_tra: 0
Rule 19: 09500, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 20: d224b, Class:  0, CF:0.295632, Len:  5, Fitness_tra: 0
Rule 21: 11577, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 22: 00000, Class:  0, CF:0.395349, Len:  0, Fitness_tra: 0
Rule 23: 15c74, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 24: 31447, Class:  0, CF:0.281863, Len:  5, Fitness_tra: 0
Rule 25: 04700, Class:  0, CF:0.525944, Len:  2, Fitness_tra: 0
Rule 26: 35c4b, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 27: 5c241, Class:  0, CF:0.757872, Len:  5, Fitness_tra: 0
Rule 28: 322b4, Class:  1, CF:0.466393, Len:  5, Fitness_tra: 0
Rule 29: 51242, Class:  2, CF:0.8882, Len:  5, Fitness_tra: 0
Rule 30: 11412, Class:  0, CF:0.184772, Len:  5, Fitness_tra: 0
Rule 31: 18144, Class:  0, CF:0.67016, Len:  5, Fitness_tra: 0
Rule 32: 18411, Class:  1, CF:0.536452, Len:  5, Fitness_tra: 0
Rule 33: 00000, Class:  0, CF:0.395349, Len:  0, Fitness_tra: 0
Rule 34: 581b4, Class:  0, CF:0.823626, Len:  5, Fitness_tra: 0
