------Generation 0------
Rule  1: 5551bb11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 01157280, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 18202730, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 88ab4134, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 00012030, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: ccd527b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 00000020, Class:  1, CF:0.00105945, Len:  1, Fitness_tra: 0
Rule100: 5551bb1b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:1.2519
------Result------
Miss_rate(tra)	:1.2519
Miss_rate(tst)	:2.7027
ARL				:5.10811

------Generation 2------
Rule  1: 04000000, Class:  1, CF:0.0238327, Len:  1, Fitness_tra: -15
Rule  2: 00d00000, Class:  0, CF:  1, Len:  1, Fitness_tra: 79
Rule  3: 00000005, Class:  0, CF:  1, Len:  1, Fitness_tra: 56
Rule  4: 1221115c, Class:  0, CF:0.952249, Len:  8, Fitness_tra: 1
Rule  5: cc141191, Class:  0, CF:0.438419, Len:  8, Fitness_tra: 9
Rule  6: 84141a34, Class:  0, CF:  1, Len:  8, Fitness_tra: 1
Rule  7: 1184f1e1, Class:  0, CF:0.983094, Len:  8, Fitness_tra: 1
Rule  8: 52811114, Class:  0, CF:0.783483, Len:  8, Fitness_tra: 0
Rule  9: 141c111c, Class:  0, CF:0.863037, Len:  8, Fitness_tra: 1
Rule 10: 1122219c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 11: 5551bb11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 8c111b18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 8828b314, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 5118215c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 15: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: cd8c2fe2, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 17: 12147b38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 15d2b2ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 53121711, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 20: 1cdc4751, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: d154b71c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 51527f3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 5119715c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 8d117fec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 255cbb98, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 8d524133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 19c14494, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 21141a3c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 31: 52821331, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
