------Generation 0------
Rule  1: 12c12be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 55214262, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 51884114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 8d11bb31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 888874e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 000b0000, Class:  1, CF:0.0699919, Len:  1, Fitness_tra: 211
Rule 50: c32127e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 99dc7412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 80000000, Class:  1, CF:0.123352, Len:  1, Fitness_tra: 47
Rule 53: 112c7162, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 11582261, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: d85c2415, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 88d2b71c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 0e000000, Class:  0, CF:0.471049, Len:  1, Fitness_tra: 2
Rule 58: e551b411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 51dcb254, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 18824b32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 8211b491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 30000000, Class:  0, CF:0.10544, Len:  1, Fitness_tra: 31
Rule 66: 58124435, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: c8d12b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 00c00004, Class:  0, CF:0.121075, Len:  2, Fitness_tra: 72
Rule 69: 11c22411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 13cc74e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 22dc745c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 55252211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: c8217712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: d0000000, Class:  1, CF:0.297567, Len:  1, Fitness_tra: 257
Rule 79: 3d121b31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 3958213c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000c0000, Class:  0, CF:0.760376, Len:  1, Fitness_tra: 293
Rule 82: c0000000, Class:  0, CF:0.0305595, Len:  1, Fitness_tra: 0
Rule 83: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 158c2291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 11127199, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 12c84b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: e91c429c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 8511b191, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 3581b432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 1d1212e2, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 92: 11171291, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 93: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 8c427be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 1112b2d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 1581bbe8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: d5817211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 000000e0, Class:  1, CF:0.227176, Len:  1, Fitness_tra: -14
Rule 99: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 3d572be8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:67.2651
------Result------
Miss_rate(tra)	:67.2651
Miss_rate(tst)	:54.7297
ARL				:0.953488

------Generation 0------
Rule  1: 000c0000, Class:  0, CF:0.760376, Len:  1, Fitness_tra: 293
Rule  2: d0000000, Class:  1, CF:0.297567, Len:  1, Fitness_tra: 254
Rule  3: 000b0000, Class:  1, CF:0.0699919, Len:  1, Fitness_tra: 200
Rule  4: 00c00004, Class:  0, CF:0.121075, Len:  2, Fitness_tra: 73
Rule  5: 00080000, Class:  0, CF:0.955763, Len:  1, Fitness_tra: 64
Rule  6: 80000000, Class:  1, CF:0.123352, Len:  1, Fitness_tra: 46
Rule  7: 00000005, Class:  0, CF:  1, Len:  1, Fitness_tra: 36
Rule  8: 30000000, Class:  0, CF:0.10544, Len:  1, Fitness_tra: 31
Rule  9: 0e000000, Class:  0, CF:0.471049, Len:  1, Fitness_tra: 2
Rule 10: 12c12be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 1115421c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 18c1411c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 131841e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 15544712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: c117b412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 188cbbec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 11d12212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 511c1411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 00770000, Class:  1, CF:0.00231407, Len:  2, Fitness_tra: 0
Rule 24: 9882b21c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 8c8d141c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 11112be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 218c7292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: d81122e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 111142e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 8d551412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: c11111e5, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 34: 515c77e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 52182738, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 5252b711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 15524151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 888c71e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 3d572be8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 55214262, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 51884114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 8d11bb31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 888874e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: c32127e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 99dc7412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 112c7162, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 11582261, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: d85c2415, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 88d2b71c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 8291b211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: e551b411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 51dcb254, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 18824b32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 8211b491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 18d8bb92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 58124435, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: c8d12b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 04000000, Class:  0, CF:0.0207133, Len:  1, Fitness_tra: 0
Rule 69: 11c22411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 13cc74e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 22dc745c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 55252211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: c8217712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 3d121b31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 3958213c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: e3514212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: c5d21451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 00000005, Class:  0, CF:  1, Len:  0, Fitness_tra: 0
Rule 84: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 995271e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: c5724be8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: d51477ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 51117718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 00000004, Class:  0, CF:0.0322659, Len:  1, Fitness_tra: 0
Rule 91: 88c2b411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 0000a000, Class:  1, CF:0.0049904, Len:  1, Fitness_tra: 0
Rule 93: 05110ba0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 81070002, Class:  1, CF:0.0318171, Len:  4, Fitness_tra: 0
Rule 95: e8120705, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 52000705, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 000b00c5, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 98: 05060e00, Class:  0, CF:  1, Len:  3, Fitness_tra: 1
Rule 99: 00520051, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule100: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:67.1887
------Result------
Miss_rate(tra)	:67.1887
Miss_rate(tst)	:54.7297
ARL				:0.948718

------Generation 1------
Rule  1: 000c0000, Class:  0, CF:0.760376, Len:  1, Fitness_tra: 293
Rule  2: d0000000, Class:  1, CF:0.297567, Len:  1, Fitness_tra: 254
Rule  3: 000b0000, Class:  1, CF:0.0699919, Len:  1, Fitness_tra: 200
Rule  4: 00c00004, Class:  0, CF:0.121075, Len:  2, Fitness_tra: 73
Rule  5: 00080000, Class:  0, CF:0.955763, Len:  1, Fitness_tra: 64
Rule  6: 80000000, Class:  1, CF:0.123352, Len:  1, Fitness_tra: 46
Rule  7: 00000005, Class:  0, CF:  1, Len:  1, Fitness_tra: 36
Rule  8: 30000000, Class:  0, CF:0.10544, Len:  1, Fitness_tra: 31
Rule  9: 0e000000, Class:  0, CF:0.471049, Len:  1, Fitness_tra: 2
Rule 10: 12c12be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 1115421c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 18c1411c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 131841e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 15544712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: c117b412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 188cbbec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 11d12212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 511c1411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 00770000, Class:  1, CF:0.00231407, Len:  2, Fitness_tra: 0
Rule 24: 9882b21c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 8c8d141c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 11112be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 218c7292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: d81122e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 111142e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 8d551412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: c11111e5, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 34: 515c77e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 52182738, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 5252b711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 15524151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 888c71e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 3d572be8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 55214262, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 51884114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 8d11bb31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 888874e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: c32127e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 99dc7412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 112c7162, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 11582261, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: d85c2415, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 88d2b71c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 8291b211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: e551b411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 51dcb254, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 18824b32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 8211b491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 18d8bb92, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 58124435, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: c8d12b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 04000000, Class:  0, CF:0.0207133, Len:  1, Fitness_tra: 0
Rule 69: 11c22411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 13cc74e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 22dc745c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 55252211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: c8217712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 3d121b31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 3958213c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: e3514212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: c5d21451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 00000005, Class:  0, CF:  1, Len:  0, Fitness_tra: 0
Rule 84: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 995271e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: c5724be8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: d51477ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 51117718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 00000004, Class:  0, CF:0.0322659, Len:  1, Fitness_tra: 0
Rule 91: 88c2b411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 0000a000, Class:  1, CF:0.0049904, Len:  1, Fitness_tra: 0
Rule 93: 05110ba0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 81070002, Class:  1, CF:0.0318171, Len:  4, Fitness_tra: 0
Rule 95: e8120705, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 52000705, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 000b00c5, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 98: 05060e00, Class:  0, CF:  1, Len:  3, Fitness_tra: 1
Rule 99: 00520051, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule100: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:67.1887
------Result------
Miss_rate(tra)	:67.1887
Miss_rate(tst)	:54.7297
ARL				:0.948718

------Generation 2------
Rule  1: 000c0000, Class:  0, CF:0.760376, Len:  1, Fitness_tra: 293
Rule  2: d0000000, Class:  1, CF:0.297567, Len:  1, Fitness_tra: 254
Rule  3: 000b0000, Class:  1, CF:0.0699919, Len:  1, Fitness_tra: 200
Rule  4: 00c00004, Class:  0, CF:0.121075, Len:  2, Fitness_tra: 73
Rule  5: 00080000, Class:  0, CF:0.955763, Len:  1, Fitness_tra: 64
Rule  6: 80000000, Class:  1, CF:0.123352, Len:  1, Fitness_tra: 46
Rule  7: 00000005, Class:  0, CF:  1, Len:  1, Fitness_tra: 36
Rule  8: 30000000, Class:  0, CF:0.10544, Len:  1, Fitness_tra: 31
Rule  9: 0e000000, Class:  0, CF:0.471049, Len:  1, Fitness_tra: 2
Rule 10: 12c12be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 1115421c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 18c1411c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 131841e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 15544712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: c117b412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 188cbbec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 11d12212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 511c1411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 00770000, Class:  1, CF:0.00231407, Len:  2, Fitness_tra: 0
Rule 24: 9882b21c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 8c8d141c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 11112be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 218c7292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: d81122e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 111142e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 8d551412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: c11111e5, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
