------Generation 0------
Rule  1: b600090000000208, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 1311551212291af1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: c1111d5174295f6a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 531a31152114d414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 13191d5165191834, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1a13b32111615117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: a3111113f9125724, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 4a1fe9121b418238, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1e5f693111611474, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 191133131121173b, Class:  6, CF:  1, Len: 16, Fitness_tra: 11
Rule 50: 9121757151311112, Class:  8, CF:  1, Len: 16, Fitness_tra: 0
Rule 51: 111f6a5512111141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 112f51111511923b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 21561111b2271411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 1a2675121ba73c22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1111691df5621b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 161a331154711262, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 7111111d3da15114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 5f414d4251f13111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 0900000000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 311f11321b722111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 13165814411d3613, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1333151c4212d767, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1116f11315321742, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 1311321415116a11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 1311152512383817, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 1119111148136113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 113323b211141211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 3651393613151144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: f693591144875111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: b52ee666311d3412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 5641111194113321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 11211212125d6321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 16133f815165d421, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 411191511864917b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 4e1313151cb25117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 1113a15311f411b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1a16c5111b32d821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 5611711131113854, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: b121936111955821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 91b3191117111113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: b1119e3257115561, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000000000008003b, Class:  9, CF:0.143337, Len:  3, Fitness_tra: 7
Rule 83: d33f395511322722, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 1185116a3ee19211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 211f1a1511c11ba4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 0900000000000009, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 161f1939a1111442, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 1a23111447295111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 814511d211f15323, Class:  2, CF:  1, Len: 16, Fitness_tra: 3
Rule 90: 111e3112b151312a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 1625123165332a21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 2a23b511116d1c1b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 1a13211561651211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 15115ba2f3961121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: a3532111313257b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 111f21111211d131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 13137112a5111131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 1671251561191814, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 23111315151c1412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: fad3452117321121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:96.6304
------Result------
Miss_rate(tra)	:96.6304
Miss_rate(tst)	:98.1818
ARL				:13.8333

------Generation 0------
Rule  1: 191133131121173b, Class:  6, CF:  1, Len: 16, Fitness_tra: 11
Rule  2: 2113335121411217, Class:  0, CF:  1, Len: 16, Fitness_tra: 8
Rule  3: 000000000008003b, Class:  9, CF:0.143337, Len:  3, Fitness_tra: 8
Rule  4: 814511d211f15323, Class:  2, CF:  1, Len: 16, Fitness_tra: 3
Rule  5: 1141411b1111c121, Class:  8, CF:0.967284, Len: 16, Fitness_tra: 0
Rule  6: b600090000000208, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 1113115861351117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 167155541141811f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 21151224b513566f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 13561331311152b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 1121b51111381117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 13461511241d3311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 1329b28b31f53626, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 4a1f61e81b1155f2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 2391335935321241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 212f111531815561, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 1313311331a8171b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 191a732133151112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 3613252211613111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 16131a231e151422, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 2161164e13f59171, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 23da555114181838, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: f35645b124616112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 0000000000000009, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: b11316a1e9521124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 1e11121b28136311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 43481232a5131a1e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 11221164359323b5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 1126153221516113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 11161a15241425b6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 0d90000000d40000, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 1113311962315244, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 1111112118319552, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 21263135125b1162, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 2a51331a1e113711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 26533e21156192b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1311a3111221211b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 13157254f16e5121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 3321251c5b125214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 2613633931121427, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 1311551212291af1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: c1111d5174295f6a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 531a31152114d414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 13191d5165191834, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1a13b32111615117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: a3111113f9125724, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 4a1fe9121b418238, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1e5f693111611474, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 71513112511411f8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 9121757151311112, Class:  8, CF:  1, Len: 16, Fitness_tra: 0
Rule 51: 111f6a5512111141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 112f51111511923b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 21561111b2271411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 1a2675121ba73c22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1111691df5621b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 161a331154711262, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 7111111d3da15114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 5f414d4251f13111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 0900000000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 311f11321b722111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 13165814411d3613, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1333151c4212d767, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1116f11315321742, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 1311321415116a11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 1311152512383817, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 1119111148136113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 113323b211141211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 3651393613151144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: f693591144875111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: b52ee666311d3412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 5641111194113321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 11211212125d6321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 16133f815165d421, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 411191511864917b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 4e1313151cb25117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 1113a15311f411b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1a16c5111b32d821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 5611711131113854, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: b121936111955821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 91b3191117111113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 400e004000090500, Class:  0, CF:  1, Len:  5, Fitness_tra: 2
Rule 82: 1151319d22b412fb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 195f3a111822213b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 76566e1512121815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 6116513161615b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 1653112824111112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 0000000040030500, Class:  8, CF:0.329999, Len:  3, Fitness_tra: 8
Rule 88: 231a113361122b22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 211a6361e15b1c11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 13151434f1311323, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 339f335933722241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 111e311cb2123727, Class:  5, CF:  1, Len: 16, Fitness_tra: 0
Rule 93: f346411194b16311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 1113b51511681111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 10005b0000081121, Class:  5, CF:  1, Len:  8, Fitness_tra: 4
Rule 96: 1326b51124316117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: fb90500140005101, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 11169552186491e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 9103098607101103, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 3113211961013111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:93.1522
------Result------
Miss_rate(tra)	:93.1522
Miss_rate(tst)	:95.4545
ARL				:11.5

------Generation 1------
Rule  1: 191133131121173b, Class:  6, CF:  1, Len: 16, Fitness_tra: 11
Rule  2: 2113335121411217, Class:  0, CF:  1, Len: 16, Fitness_tra: 8
Rule  3: 000000000008003b, Class:  9, CF:0.143337, Len:  3, Fitness_tra: 8
Rule  4: 0000000040030500, Class:  8, CF:0.329999, Len:  3, Fitness_tra: 8
Rule  5: 10005b0000081121, Class:  5, CF:  1, Len:  8, Fitness_tra: 4
Rule  6: 814511d211f15323, Class:  2, CF:  1, Len: 16, Fitness_tra: 3
Rule  7: 400e004000090500, Class:  0, CF:  1, Len:  5, Fitness_tra: 2
Rule  8: 1113115861351117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 21151224b513566f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 13561331311152b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 1121b51111381117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 13461511241d3311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 1329b28b31f53626, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 4a1f61e81b1155f2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 2391335935321241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 212f111531815561, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 1313311331a8171b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 191a732133151112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 3613252211613111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 16131a231e151422, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 2161164e13f59171, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 23da555114181838, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: f35645b124616112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 0000000000000009, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: b11316a1e9521124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 1e11121b28136311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 43481232a5131a1e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 11221164359323b5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 1126153221516113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 11161a15241425b6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 0d90000000d40000, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 1113311962315244, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 1111112118319552, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 21263135125b1162, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 2a51331a1e113711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 26533e21156192b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1311a3111221211b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 13157254f16e5121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 3321251c5b125214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 2613633931121427, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 1311551212291af1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: c1111d5174295f6a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 531a31152114d414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 13191d5165191834, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1a13b32111615117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: a3111113f9125724, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 4a1fe9121b418238, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1e5f693111611474, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 71513112511411f8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 9121757151311112, Class:  8, CF:  1, Len: 16, Fitness_tra: 0
Rule 51: 111f6a5512111141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 112f51111511923b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 21561111b2271411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 1a2675121ba73c22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1111691df5621b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 161a331154711262, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 7111111d3da15114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 5f414d4251f13111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 0900000000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 311f11321b722111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 13165814411d3613, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1333151c4212d767, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1116f11315321742, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 1311321415116a11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 1311152512383817, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 1119111148136113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 113323b211141211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 3651393613151144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: f693591144875111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: b52ee666311d3412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 5641111194113321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 11211212125d6321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 16133f815165d421, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 411191511864917b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 4e1313151cb25117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 1113a15311f411b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1a16c5111b32d821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 5611711131113854, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: b121936111955821, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 91b3191117111113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 138e151261113812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: b15393185b1218a1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 1611121b752111aa, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 1315541725113311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 1a162141116d1117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 2112cb51a5111613, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 7521e13aa93d1114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 4323166613151214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 2111a12a11311122, Class:  8, CF:  1, Len: 16, Fitness_tra: 1
Rule 90: 1313111133189111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 3155310213115344, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 73b81932a5141a18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 0000000a9503550f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 1a715324114a5117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 113321b821161211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 1326b51122216411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 23166364411d1c13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 430e454620016502, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 6116513161615b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 514511d113f15323, Class:  2, CF:  1, Len: 16, Fitness_tra: 0
------Current------
Miss_rate(tra)	:93.0435
------Result------
Miss_rate(tra)	:93.0435
Miss_rate(tst)	:95.4545
ARL				:11.5

------Generation 2------
Rule  1: 191133131121173b, Class:  6, CF:  1, Len: 16, Fitness_tra: 11
Rule  2: 2113335121411217, Class:  0, CF:  1, Len: 16, Fitness_tra: 8
Rule  3: 000000000008003b, Class:  9, CF:0.143337, Len:  3, Fitness_tra: 8
Rule  4: 0000000040030500, Class:  8, CF:0.329999, Len:  3, Fitness_tra: 8
Rule  5: 10005b0000081121, Class:  5, CF:  1, Len:  8, Fitness_tra: 4
Rule  6: 814511d211f15323, Class:  2, CF:  1, Len: 16, Fitness_tra: 3
Rule  7: 400e004000090500, Class:  0, CF:  1, Len:  5, Fitness_tra: 2
Rule  8: 2111a12a11311122, Class:  8, CF:  1, Len: 16, Fitness_tra: 1
Rule  9: 1113115861351117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
