------Generation 0------
Rule  1: 7424831224, Class:  2, CF:0.971229, Len: 10, Fitness_tra: 0
Rule 34: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 47144272b2, Class:  2, CF:0.837373, Len: 10, Fitness_tra: 0
Rule 36: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 7c24cf4b14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 4c1b1174b1, Class:  4, CF:0.864025, Len: 10, Fitness_tra: -1
Rule 39: 44148177b4, Class:  2, CF:0.916675, Len: 10, Fitness_tra: 0
Rule 40: 42442d2427, Class:  2, CF:0.814744, Len: 10, Fitness_tra: 0
Rule 41: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 2b7b164242, Class:  4, CF:0.999201, Len: 10, Fitness_tra: 0
Rule 43: b447134477, Class:  4, CF:0.992544, Len: 10, Fitness_tra: 0
Rule 44: 18471e1242, Class:  0, CF:0.683099, Len: 10, Fitness_tra: 0
Rule 45: 11b7297742, Class:  2, CF:0.851823, Len: 10, Fitness_tra: 0
Rule 46: bb428e24b2, Class:  2, CF:0.997778, Len: 10, Fitness_tra: 0
Rule 47: 4172214442, Class:  2, CF:0.853071, Len: 10, Fitness_tra: 0
Rule 48: 221b154414, Class:  2, CF:0.401639, Len: 10, Fitness_tra: 0
Rule 49: 42b4cf7211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 41b11d1221, Class:  2, CF:0.879476, Len: 10, Fitness_tra: -577
Rule 51: b24b53b472, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: b54216b172, Class:  4, CF:0.999783, Len: 10, Fitness_tra: 0
Rule 53: b1121f7b72, Class:  4, CF:0.998501, Len: 10, Fitness_tra: 0
Rule 54: 4214561771, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1127837742, Class:  2, CF:0.534023, Len: 10, Fitness_tra: 0
Rule 56: 244283b7b7, Class:  2, CF:0.210755, Len: 10, Fitness_tra: 0
Rule 57: 77bb1a472b, Class:  4, CF:0.999819, Len: 10, Fitness_tra: 0
Rule 58: 1c222a1271, Class:  4, CF:0.997564, Len: 10, Fitness_tra: 0
Rule 59: b4b25a7141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: b142261b4b, Class:  4, CF:0.999542, Len: 10, Fitness_tra: 0
Rule 62: 14421ebb12, Class:  2, CF:0.220261, Len: 10, Fitness_tra: -8
Rule 63: 1c72151241, Class:  4, CF:0.160296, Len: 10, Fitness_tra: -19
Rule 64: 2824217742, Class:  2, CF:0.320787, Len: 10, Fitness_tra: 0
Rule 65: 121bc17b7b, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 4b47ff2741, Class:  4, CF:0.815822, Len: 10, Fitness_tra: 0
Rule 67: 14b193441b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 7117ce1422, Class:  2, CF:0.996802, Len: 10, Fitness_tra: 0
Rule 69: 172bd37b2b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 1444d647b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 7222214117, Class:  2, CF:0.335046, Len: 10, Fitness_tra: 0
Rule 72: b7221314bb, Class:  4, CF:0.964237, Len: 10, Fitness_tra: 0
Rule 73: 14b715bb4b, Class:  4, CF:0.683551, Len: 10, Fitness_tra: 0
Rule 74: b4123fb2b2, Class:  4, CF:0.998432, Len: 10, Fitness_tra: 0
Rule 75: 271bde7742, Class:  2, CF:0.958707, Len: 10, Fitness_tra: 0
Rule 76: 11b2157b2b, Class:  4, CF:0.475169, Len: 10, Fitness_tra: 0
Rule 77: b17211211b, Class:  4, CF:0.354387, Len: 10, Fitness_tra: 0
Rule 78: 272bc171b4, Class:  2, CF:0.958499, Len: 10, Fitness_tra: 0
Rule 79: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 417b2d4424, Class:  2, CF:0.938558, Len: 10, Fitness_tra: 0
Rule 81: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 2527131b72, Class:  4, CF:0.999966, Len: 10, Fitness_tra: 0
Rule 83: 181b531b7b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 481213b114, Class:  4, CF:0.841898, Len: 10, Fitness_tra: 0
Rule 86: 1c4b194414, Class:  2, CF:0.207694, Len: 10, Fitness_tra: 0
Rule 87: 2d7b1517b1, Class:  4, CF:0.734203, Len: 10, Fitness_tra: -5
Rule 88: 4721131114, Class:  4, CF:0.835383, Len: 10, Fitness_tra: -97
Rule 89: 2524ce7714, Class:  0, CF:0.994423, Len: 10, Fitness_tra: 0
Rule 90: 121b8621bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 1ce22a1271, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 471a8172b4, Class:  2, CF:0.99733, Len: 10, Fitness_tra: 0
Rule 93: 214b19b1b1, Class:  2, CF:0.530837, Len:  0, Fitness_tra: 0
Rule 94: 68224cb6bb, Class:  4, CF:0.283145, Len: 10, Fitness_tra: -6
Rule 95: 1cd2811211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 124b311b2b, Class:  4, CF:0.937463, Len: 10, Fitness_tra: -422
Rule 97: b17223b211, Class:  4, CF:0.71785, Len: 10, Fitness_tra: 0
Rule 98: b1b2521227, Class:  2, CF:0.997609, Len: 10, Fitness_tra: -9
Rule 99: 002030b020, Class:  2, CF:0.491989, Len:  4, Fitness_tra: -1607
Rule100: 221b2e7112, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:69.1868
------Result------
Miss_rate(tra)	:69.1868
Miss_rate(tst)	:70.6581
ARL				:9.80822

------Generation 1------
Rule  1: 721bce11b7, Class:  0, CF:0.628139, Len: 10, Fitness_tra: 1216
Rule  2: 12225922b1, Class:  1, CF:0.987472, Len: 10, Fitness_tra: 40
Rule  3: 151b811214, Class:  1, CF:0.342645, Len: 10, Fitness_tra: 13
Rule  4: 2177111411, Class:  4, CF:0.133717, Len: 10, Fitness_tra: -8
Rule  5: 721b1a14b4, Class:  4, CF:0.999382, Len: 10, Fitness_tra: 0
Rule  6: 744bc11424, Class:  2, CF:0.988565, Len: 10, Fitness_tra: 0
Rule  7: 0000030005, Class:  4, CF:0.873631, Len:  2, Fitness_tra: 1
Rule  8: 7424831224, Class:  2, CF:0.971229, Len: 10, Fitness_tra: 0
Rule  9: 74271341bb, Class:  4, CF:0.985194, Len: 10, Fitness_tra: 0
Rule 10: 12b41344bb, Class:  4, CF:0.973604, Len: 10, Fitness_tra: 0
Rule 11: 717726b471, Class:  4, CF:0.989359, Len: 10, Fitness_tra: 0
Rule 12: 1b2b11b711, Class:  2, CF:0.386906, Len: 10, Fitness_tra: -25
Rule 13: 71bb8e74b4, Class:  2, CF:0.960524, Len: 10, Fitness_tra: 0
Rule 14: 43b115b242, Class:  2, CF:0.999822, Len: 10, Fitness_tra: 0
Rule 15: 2511157b42, Class:  4, CF:0.88889, Len: 10, Fitness_tra: 0
Rule 16: 11b7561424, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 72118174b2, Class:  2, CF:0.990878, Len: 10, Fitness_tra: 0
Rule 18: 481741b241, Class:  2, CF:0.441022, Len: 10, Fitness_tra: 0
Rule 19: 21748a47c4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 1b749674b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: bb4781b124, Class:  2, CF:0.998332, Len: 10, Fitness_tra: 0
Rule 22: b1b2c67227, Class:  2, CF:0.89111, Len: 10, Fitness_tra: 0
Rule 23: 7742c32422, Class:  2, CF:0.798661, Len: 10, Fitness_tra: 0
Rule 24: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 17443347b7, Class:  4, CF:0.967656, Len: 10, Fitness_tra: 0
Rule 26: 214b19b1b1, Class:  2, CF:0.530837, Len: 10, Fitness_tra: -1
Rule 27: b2728a7717, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 2172214242, Class:  2, CF:0.881899, Len: 10, Fitness_tra: 0
Rule 29: 7472211b14, Class:  4, CF:0.495624, Len: 10, Fitness_tra: 0
Rule 30: 1324857188, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 31: 7cb271722b, Class:  2, CF:0.0726806, Len: 10, Fitness_tra: 0
Rule 32: 281149b47b, Class:  0, CF:0.137629, Len: 10, Fitness_tra: 0
Rule 33: 4417267b77, Class:  4, CF:0.998504, Len: 10, Fitness_tra: 0
Rule 34: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 47144272b2, Class:  2, CF:0.837373, Len: 10, Fitness_tra: 0
Rule 36: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 7c24cf4b14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 4c1b1174b1, Class:  4, CF:0.864025, Len: 10, Fitness_tra: -1
Rule 39: 44148177b4, Class:  2, CF:0.916675, Len: 10, Fitness_tra: 0
Rule 40: 42442d2427, Class:  2, CF:0.814744, Len: 10, Fitness_tra: 0
Rule 41: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 2b7b164242, Class:  4, CF:0.999201, Len: 10, Fitness_tra: 0
Rule 43: b447134477, Class:  4, CF:0.992544, Len: 10, Fitness_tra: 0
Rule 44: 18471e1242, Class:  0, CF:0.683099, Len: 10, Fitness_tra: 0
Rule 45: 11b7297742, Class:  2, CF:0.851823, Len: 10, Fitness_tra: 0
Rule 46: bb428e24b2, Class:  2, CF:0.997778, Len: 10, Fitness_tra: 0
Rule 47: 4172214442, Class:  2, CF:0.853071, Len: 10, Fitness_tra: 0
Rule 48: 221b154414, Class:  2, CF:0.401639, Len: 10, Fitness_tra: 0
Rule 49: 42b4cf7211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 41b11d1221, Class:  2, CF:0.879476, Len: 10, Fitness_tra: -577
Rule 51: b24b53b472, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: b54216b172, Class:  4, CF:0.999783, Len: 10, Fitness_tra: 0
Rule 53: b1121f7b72, Class:  4, CF:0.998501, Len: 10, Fitness_tra: 0
Rule 54: 4214561771, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1127837742, Class:  2, CF:0.534023, Len: 10, Fitness_tra: 0
Rule 56: 244283b7b7, Class:  2, CF:0.210755, Len: 10, Fitness_tra: 0
Rule 57: 77bb1a472b, Class:  4, CF:0.999819, Len: 10, Fitness_tra: 0
Rule 58: 1c222a1271, Class:  4, CF:0.997564, Len: 10, Fitness_tra: 0
Rule 59: b4b25a7141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: b142261b4b, Class:  4, CF:0.999542, Len: 10, Fitness_tra: 0
Rule 62: 14421ebb12, Class:  2, CF:0.220261, Len: 10, Fitness_tra: -8
Rule 63: 1c72151241, Class:  4, CF:0.160296, Len: 10, Fitness_tra: -19
Rule 64: 2824217742, Class:  2, CF:0.320787, Len: 10, Fitness_tra: 0
Rule 65: 121bc17b7b, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 4b47ff2741, Class:  4, CF:0.815822, Len: 10, Fitness_tra: 0
Rule 67: 14b193441b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 7117ce1422, Class:  2, CF:0.996802, Len: 10, Fitness_tra: 0
Rule 69: 172bd37b2b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 1444d647b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 7222214117, Class:  2, CF:0.335046, Len: 10, Fitness_tra: 0
Rule 72: b7221314bb, Class:  4, CF:0.964237, Len: 10, Fitness_tra: 0
Rule 73: 14b715bb4b, Class:  4, CF:0.683551, Len: 10, Fitness_tra: 0
Rule 74: b4123fb2b2, Class:  4, CF:0.998432, Len: 10, Fitness_tra: 0
Rule 75: 271bde7742, Class:  2, CF:0.958707, Len: 10, Fitness_tra: 0
Rule 76: 11b2157b2b, Class:  4, CF:0.475169, Len: 10, Fitness_tra: 0
Rule 77: b17211211b, Class:  4, CF:0.354387, Len: 10, Fitness_tra: 0
Rule 78: 272bc171b4, Class:  2, CF:0.958499, Len: 10, Fitness_tra: 0
Rule 79: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 417b2d4424, Class:  2, CF:0.938558, Len: 10, Fitness_tra: 0
Rule 81: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 2527131b72, Class:  4, CF:0.999966, Len: 10, Fitness_tra: 0
Rule 83: 181b531b7b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 481213b114, Class:  4, CF:0.841898, Len: 10, Fitness_tra: 0
Rule 86: 1c4b194414, Class:  2, CF:0.207694, Len: 10, Fitness_tra: 0
Rule 87: 2d7b1517b1, Class:  4, CF:0.734203, Len: 10, Fitness_tra: -5
Rule 88: 4721131114, Class:  4, CF:0.835383, Len: 10, Fitness_tra: -97
Rule 89: 2524ce7714, Class:  0, CF:0.994423, Len: 10, Fitness_tra: 0
Rule 90: 121b8621bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 1ce22a1271, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 471a8172b4, Class:  2, CF:0.99733, Len: 10, Fitness_tra: 0
Rule 93: 214b19b1b1, Class:  2, CF:0.530837, Len:  0, Fitness_tra: 0
Rule 94: 68224cb6bb, Class:  4, CF:0.283145, Len: 10, Fitness_tra: -6
Rule 95: 1cd2811211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 124b311b2b, Class:  4, CF:0.937463, Len: 10, Fitness_tra: -422
Rule 97: b17223b211, Class:  4, CF:0.71785, Len: 10, Fitness_tra: 0
Rule 98: b1b2521227, Class:  2, CF:0.997609, Len: 10, Fitness_tra: -9
Rule 99: 002030b020, Class:  2, CF:0.491989, Len:  4, Fitness_tra: -1607
Rule100: 221b2e7112, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:69.1868
------Result------
Miss_rate(tra)	:69.1868
Miss_rate(tst)	:70.6581
ARL				:9.80822

------Generation 2------
Rule  1: 721bce11b7, Class:  0, CF:0.628139, Len: 10, Fitness_tra: 1723
Rule  2: 12225922b1, Class:  1, CF:0.987472, Len: 10, Fitness_tra: 51
Rule  3: 151b811214, Class:  1, CF:0.342645, Len: 10, Fitness_tra: 13
Rule  4: 0000030005, Class:  4, CF:0.873631, Len:  2, Fitness_tra: 1
Rule  5: 221b2e7112, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: 744bc11424, Class:  2, CF:0.988565, Len: 10, Fitness_tra: 3
Rule  7: 721b1a14b4, Class:  4, CF:0.999382, Len: 10, Fitness_tra: 0
Rule  8: 7424831224, Class:  2, CF:0.971229, Len: 10, Fitness_tra: 0
Rule  9: 74271341bb, Class:  4, CF:0.985194, Len: 10, Fitness_tra: 0
Rule 10: 12b41344bb, Class:  4, CF:0.973604, Len: 10, Fitness_tra: 0
Rule 11: 717726b471, Class:  4, CF:0.989359, Len: 10, Fitness_tra: 0
Rule 12: 71bb8e74b4, Class:  2, CF:0.960524, Len: 10, Fitness_tra: 0
