------Generation 0------
Rule  1: b217152b41, Class:  1, CF:0.93655, Len: 10, Fitness_tra: 2
Rule 31: b12b834742, Class:  0, CF:0.758248, Len: 10, Fitness_tra: 0
Rule 32: 7222c372b2, Class:  0, CF:0.921187, Len: 10, Fitness_tra: 0
Rule 33: b1b4211744, Class:  2, CF:0.714251, Len: 10, Fitness_tra: -5
Rule 34: 2241514b44, Class:  2, CF:0.963698, Len: 10, Fitness_tra: 0
Rule 35: bcbb537b22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 7422c6bb44, Class:  0, CF:0.982524, Len: 10, Fitness_tra: 0
Rule 37: 16411121bb, Class:  2, CF:0.764693, Len: 10, Fitness_tra: -2399
Rule 38: 11721572b2, Class:  2, CF:0.506145, Len: 10, Fitness_tra: -2
Rule 39: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 117413b711, Class:  4, CF:0.910625, Len: 10, Fitness_tra: -35
Rule 41: 712b854171, Class:  2, CF:0.944989, Len: 10, Fitness_tra: -5
Rule 42: 1177162b14, Class:  4, CF:0.99715, Len: 10, Fitness_tra: 0
Rule 43: 127b2a7744, Class:  4, CF:0.999965, Len: 10, Fitness_tra: 0
Rule 44: 2a27157421, Class:  2, CF:0.995729, Len: 10, Fitness_tra: 0
Rule 45: 2244ce171b, Class:  0, CF:0.998055, Len: 10, Fitness_tra: 195
Rule 46: 7741817b17, Class:  2, CF:0.991675, Len: 10, Fitness_tra: 0
Rule 47: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 41b456b211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 21715e7744, Class:  2, CF:0.998287, Len: 10, Fitness_tra: 0
Rule 50: 42b719271b, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 1c426a1712, Class:  4, CF:0.97197, Len: 10, Fitness_tra: 1
Rule 52: 717b16727b, Class:  4, CF:0.999935, Len: 10, Fitness_tra: 0
Rule 53: 1814832221, Class:  1, CF:0.221432, Len: 10, Fitness_tra: 0
Rule 54: 47228e7141, Class:  2, CF:0.981869, Len: 10, Fitness_tra: 0
Rule 55: 21711e41b4, Class:  2, CF:0.933539, Len: 10, Fitness_tra: -172
Rule 56: b17b457772, Class:  2, CF:0.903823, Len: 10, Fitness_tra: 0
Rule 57: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: b71181b741, Class:  2, CF:0.991145, Len: 10, Fitness_tra: -109
Rule 59: 2171812144, Class:  2, CF:0.998766, Len: 10, Fitness_tra: 0
Rule 60: 7822432771, Class:  4, CF:0.994531, Len: 10, Fitness_tra: 0
Rule 61: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 2241cf1244, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 2cbb21124b, Class:  2, CF:0.54461, Len: 10, Fitness_tra: 0
Rule 64: 7847c1114b, Class:  2, CF:0.886477, Len: 10, Fitness_tra: -138
Rule 65: 74715ab14b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 1722d97b47, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: b141494242, Class:  2, CF:0.999861, Len: 10, Fitness_tra: 0
Rule 68: 44272ab22b, Class:  4, CF:0.999995, Len: 10, Fitness_tra: 0
Rule 69: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: b8222d1714, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 2b11c31214, Class:  2, CF:0.796892, Len: 10, Fitness_tra: 0
Rule 72: b244111417, Class:  2, CF:0.0469122, Len: 10, Fitness_tra: -305
Rule 73: b2b7251221, Class:  2, CF:0.846074, Len: 10, Fitness_tra: -108
Rule 74: 2742211241, Class:  2, CF:0.721549, Len: 10, Fitness_tra: 0
Rule 75: b5224e1122, Class:  0, CF:0.399807, Len: 10, Fitness_tra: 0
Rule 76: b411ca7124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 23bd554b41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 7271ce71b7, Class:  2, CF:0.050372, Len: 10, Fitness_tra: 0
Rule 79: 4c22ce14bb, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 80: 22411ab1b2, Class:  4, CF:0.999313, Len: 10, Fitness_tra: 3
Rule 81: 461411141c, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 82: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 1b2253772b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: b17283b122, Class:  2, CF:0.1568, Len: 10, Fitness_tra: 0
Rule 87: bb1716b7b2, Class:  4, CF:0.999413, Len: 10, Fitness_tra: 0
Rule 88: b1274124b2, Class:  2, CF:0.44807, Len: 10, Fitness_tra: 0
Rule 89: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 112486b44b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 18b14eb412, Class:  1, CF:0.270588, Len: 10, Fitness_tra: 1
Rule 92: 7b221e72b2, Class:  2, CF:0.995423, Len: 10, Fitness_tra: 0
Rule 93: 1b7786b471, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: b7b121422b, Class:  2, CF:0.877819, Len: 10, Fitness_tra: 0
Rule 95: 74722f74b4, Class:  4, CF:0.999995, Len: 10, Fitness_tra: 0
Rule 96: 21771372b7, Class:  4, CF:0.99743, Len: 10, Fitness_tra: 0
Rule 97: b812c52244, Class:  2, CF:0.902608, Len: 10, Fitness_tra: 0
Rule 98: 17122ab117, Class:  4, CF:0.406929, Len: 10, Fitness_tra: 0
Rule 99: 247289714b, Class:  2, CF:0.939658, Len: 10, Fitness_tra: 0
Rule100: 7f11152b42, Class:  2, CF:0.94228, Len: 10, Fitness_tra: -27
------Current------
Miss_rate(tra)	:92.7119
------Result------
Miss_rate(tra)	:92.7119
Miss_rate(tst)	:92.6941
ARL				:9.75

------Generation 0------
Rule  1: 2244ce171b, Class:  0, CF:0.998055, Len: 10, Fitness_tra: 75
Rule  2: 22411ab1b2, Class:  4, CF:0.999313, Len: 10, Fitness_tra: 3
Rule  3: b217152b41, Class:  1, CF:0.93655, Len: 10, Fitness_tra: -1
Rule  4: 18b14eb412, Class:  1, CF:0.270588, Len: 10, Fitness_tra: 11
Rule  5: 5000000000, Class:  3, CF:  1, Len:  1, Fitness_tra: 1
Rule  6: b541817221, Class:  2, CF:0.997095, Len: 10, Fitness_tra: 2
Rule  7: 721125b422, Class:  2, CF:0.989467, Len: 10, Fitness_tra: 1
Rule  8: 1c426a1712, Class:  4, CF:0.97197, Len: 10, Fitness_tra: -1
Rule  9: 2172c17714, Class:  2, CF:0.979656, Len: 10, Fitness_tra: 0
Rule 10: 7411cf7742, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 247289714b, Class:  2, CF:0.939658, Len: 10, Fitness_tra: 0
Rule 12: 2177534b4b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: b2b4167b12, Class:  4, CF:0.99957, Len: 10, Fitness_tra: 0
Rule 14: 227b45b447, Class:  2, CF:0.860787, Len: 10, Fitness_tra: 0
Rule 15: 16447d2722, Class:  2, CF:0.99664, Len: 10, Fitness_tra: 0
Rule 16: 4c24c52422, Class:  2, CF:0.99151, Len: 10, Fitness_tra: 0
Rule 17: 42711d7721, Class:  2, CF:0.89881, Len: 10, Fitness_tra: 0
Rule 18: b77281bbb7, Class:  2, CF:0.970337, Len: 10, Fitness_tra: 0
Rule 19: 4122531bb7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 27221e7227, Class:  2, CF:0.999045, Len: 10, Fitness_tra: 0
Rule 21: 441723bb47, Class:  4, CF:0.981149, Len: 10, Fitness_tra: 0
Rule 22: 71125fb7bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 4444137114, Class:  4, CF:0.927894, Len: 10, Fitness_tra: 0
Rule 24: 47b726b71b, Class:  4, CF:0.999736, Len: 10, Fitness_tra: 0
Rule 25: 00000d0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 11b4167422, Class:  4, CF:0.999569, Len: 10, Fitness_tra: 0
Rule 27: b12b834742, Class:  0, CF:0.758248, Len: 10, Fitness_tra: 0
Rule 28: 7222c372b2, Class:  0, CF:0.921187, Len: 10, Fitness_tra: 0
Rule 29: 2241514b44, Class:  2, CF:0.963698, Len: 10, Fitness_tra: 0
Rule 30: bcbb537b22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 7422c6bb44, Class:  0, CF:0.982524, Len: 10, Fitness_tra: 0
Rule 32: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 1177162b14, Class:  4, CF:0.99715, Len: 10, Fitness_tra: 0
Rule 34: 127b2a7744, Class:  4, CF:0.999965, Len: 10, Fitness_tra: 0
Rule 35: 2a27157421, Class:  2, CF:0.995729, Len: 10, Fitness_tra: 0
Rule 36: 7bbb562441, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 7741817b17, Class:  2, CF:0.991675, Len: 10, Fitness_tra: 0
Rule 38: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 41b456b211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 21715e7744, Class:  2, CF:0.998287, Len: 10, Fitness_tra: 0
Rule 41: 42b719271b, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 7112834411, Class:  2, CF:0.910764, Len: 10, Fitness_tra: -21
Rule 43: 717b16727b, Class:  4, CF:0.999935, Len: 10, Fitness_tra: 0
Rule 44: 1814832221, Class:  1, CF:0.221432, Len: 10, Fitness_tra: 0
Rule 45: 47228e7141, Class:  2, CF:0.981869, Len: 10, Fitness_tra: 0
Rule 46: b17b457772, Class:  2, CF:0.903823, Len: 10, Fitness_tra: 0
Rule 47: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 2171812144, Class:  2, CF:0.998766, Len: 10, Fitness_tra: 0
Rule 49: 7822432771, Class:  4, CF:0.994531, Len: 10, Fitness_tra: 0
Rule 50: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 2241cf1244, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 2cbb21124b, Class:  2, CF:0.54461, Len: 10, Fitness_tra: 0
Rule 53: 74715ab14b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 1722d97b47, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: b141494242, Class:  2, CF:0.999861, Len: 10, Fitness_tra: 0
Rule 56: 44272ab22b, Class:  4, CF:0.999995, Len: 10, Fitness_tra: 0
Rule 57: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: b8222d1714, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 2b11c31214, Class:  2, CF:0.796892, Len: 10, Fitness_tra: -16
Rule 60: 2742211241, Class:  2, CF:0.721549, Len: 10, Fitness_tra: 0
Rule 61: b5224e1122, Class:  0, CF:0.399807, Len: 10, Fitness_tra: 0
Rule 62: b411ca7124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 23bd554b41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 7271ce71b7, Class:  2, CF:0.050372, Len: 10, Fitness_tra: 0
Rule 65: 4c22ce14bb, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 66: 71728fb2b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 461411141c, Class:  2, CF:  1, Len: 10, Fitness_tra: 1
Rule 68: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1b2253772b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: b17283b122, Class:  2, CF:0.1568, Len: 10, Fitness_tra: 0
Rule 73: bb1716b7b2, Class:  4, CF:0.999413, Len: 10, Fitness_tra: 0
Rule 74: b1274124b2, Class:  2, CF:0.44807, Len: 10, Fitness_tra: 0
Rule 75: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 112486b44b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 24128342b4, Class:  0, CF:0.794987, Len: 10, Fitness_tra: 0
Rule 78: 7b221e72b2, Class:  2, CF:0.995423, Len: 10, Fitness_tra: 0
Rule 79: 1b7786b471, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: b7b121422b, Class:  2, CF:0.877819, Len: 10, Fitness_tra: 2
Rule 81: 7c71191142, Class:  2, CF:0.920308, Len: 10, Fitness_tra: -240
Rule 82: 24b2514271, Class:  2, CF:0.980331, Len: 10, Fitness_tra: 0
Rule 83: 241b294122, Class:  2, CF:0.844253, Len: 10, Fitness_tra: 0
Rule 84: 7214111471, Class:  4, CF:0.309069, Len: 10, Fitness_tra: -2947
Rule 85: 27b1897141, Class:  2, CF:0.998996, Len: 10, Fitness_tra: -438
Rule 86: 41724914b4, Class:  2, CF:0.882333, Len: 10, Fitness_tra: 0
Rule 87: 42148572bb, Class:  2, CF:0.0799995, Len: 10, Fitness_tra: 0
Rule 88: 7b248db77b, Class:  2, CF:0.99946, Len: 10, Fitness_tra: 0
Rule 89: 711123b427, Class:  4, CF:0.680121, Len: 10, Fitness_tra: -1
Rule 90: 78728e71b2, Class:  1, CF:0.533261, Len: 10, Fitness_tra: 0
Rule 91: 2417297147, Class:  2, CF:0.787932, Len: 10, Fitness_tra: -10
Rule 92: 1146197422, Class:  2, CF:0.997808, Len: 10, Fitness_tra: -6
Rule 93: 2341ca1c11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 217d457a71, Class:  1, CF:0.984947, Len: 10, Fitness_tra: -1
Rule 95: 0000007000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 172b21724b, Class:  2, CF:0.808739, Len: 10, Fitness_tra: 0
Rule 97: b8222d6714, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 727121b2b7, Class:  2, CF:0.463594, Len: 10, Fitness_tra: 0
Rule 99: d0204034b0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 72441e1712, Class:  2, CF:0.181352, Len: 10, Fitness_tra: -11
------Current------
Miss_rate(tra)	:95.7962
------Result------
Miss_rate(tra)	:95.7962
Miss_rate(tst)	:95.9817
ARL				:9.86765

------Generation 1------
Rule  1: 2244ce171b, Class:  0, CF:0.998055, Len: 10, Fitness_tra: 75
Rule  2: 22411ab1b2, Class:  4, CF:0.999313, Len: 10, Fitness_tra: 3
Rule  3: b217152b41, Class:  1, CF:0.93655, Len: 10, Fitness_tra: -1
Rule  4: 18b14eb412, Class:  1, CF:0.270588, Len: 10, Fitness_tra: 11
Rule  5: 5000000000, Class:  3, CF:  1, Len:  1, Fitness_tra: 1
Rule  6: b541817221, Class:  2, CF:0.997095, Len: 10, Fitness_tra: 2
Rule  7: 721125b422, Class:  2, CF:0.989467, Len: 10, Fitness_tra: 1
Rule  8: 1c426a1712, Class:  4, CF:0.97197, Len: 10, Fitness_tra: -1
Rule  9: 2172c17714, Class:  2, CF:0.979656, Len: 10, Fitness_tra: 0
Rule 10: 7411cf7742, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 247289714b, Class:  2, CF:0.939658, Len: 10, Fitness_tra: 0
Rule 12: 2177534b4b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: b2b4167b12, Class:  4, CF:0.99957, Len: 10, Fitness_tra: 0
Rule 14: 227b45b447, Class:  2, CF:0.860787, Len: 10, Fitness_tra: 0
Rule 15: 16447d2722, Class:  2, CF:0.99664, Len: 10, Fitness_tra: 0
Rule 16: 4c24c52422, Class:  2, CF:0.99151, Len: 10, Fitness_tra: 0
Rule 17: 42711d7721, Class:  2, CF:0.89881, Len: 10, Fitness_tra: 0
Rule 18: b77281bbb7, Class:  2, CF:0.970337, Len: 10, Fitness_tra: 0
Rule 19: 4122531bb7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 27221e7227, Class:  2, CF:0.999045, Len: 10, Fitness_tra: 0
Rule 21: 441723bb47, Class:  4, CF:0.981149, Len: 10, Fitness_tra: 0
Rule 22: 71125fb7bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 4444137114, Class:  4, CF:0.927894, Len: 10, Fitness_tra: 0
Rule 24: 47b726b71b, Class:  4, CF:0.999736, Len: 10, Fitness_tra: 0
Rule 25: 00000d0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 11b4167422, Class:  4, CF:0.999569, Len: 10, Fitness_tra: 0
Rule 27: b12b834742, Class:  0, CF:0.758248, Len: 10, Fitness_tra: 0
Rule 28: 7222c372b2, Class:  0, CF:0.921187, Len: 10, Fitness_tra: 0
Rule 29: 2241514b44, Class:  2, CF:0.963698, Len: 10, Fitness_tra: 0
Rule 30: bcbb537b22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 7422c6bb44, Class:  0, CF:0.982524, Len: 10, Fitness_tra: 0
Rule 32: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 1177162b14, Class:  4, CF:0.99715, Len: 10, Fitness_tra: 0
Rule 34: 127b2a7744, Class:  4, CF:0.999965, Len: 10, Fitness_tra: 0
Rule 35: 2a27157421, Class:  2, CF:0.995729, Len: 10, Fitness_tra: 0
Rule 36: 7bbb562441, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 7741817b17, Class:  2, CF:0.991675, Len: 10, Fitness_tra: 0
Rule 38: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 41b456b211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 21715e7744, Class:  2, CF:0.998287, Len: 10, Fitness_tra: 0
Rule 41: 42b719271b, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 7112834411, Class:  2, CF:0.910764, Len: 10, Fitness_tra: -21
Rule 43: 717b16727b, Class:  4, CF:0.999935, Len: 10, Fitness_tra: 0
Rule 44: 1814832221, Class:  1, CF:0.221432, Len: 10, Fitness_tra: 0
Rule 45: 47228e7141, Class:  2, CF:0.981869, Len: 10, Fitness_tra: 0
Rule 46: b17b457772, Class:  2, CF:0.903823, Len: 10, Fitness_tra: 0
Rule 47: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 2171812144, Class:  2, CF:0.998766, Len: 10, Fitness_tra: 0
Rule 49: 7822432771, Class:  4, CF:0.994531, Len: 10, Fitness_tra: 0
Rule 50: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 2241cf1244, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 2cbb21124b, Class:  2, CF:0.54461, Len: 10, Fitness_tra: 0
Rule 53: 74715ab14b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 1722d97b47, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: b141494242, Class:  2, CF:0.999861, Len: 10, Fitness_tra: 0
Rule 56: 44272ab22b, Class:  4, CF:0.999995, Len: 10, Fitness_tra: 0
Rule 57: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: b8222d1714, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 2b11c31214, Class:  2, CF:0.796892, Len: 10, Fitness_tra: -16
Rule 60: 2742211241, Class:  2, CF:0.721549, Len: 10, Fitness_tra: 0
Rule 61: b5224e1122, Class:  0, CF:0.399807, Len: 10, Fitness_tra: 0
Rule 62: b411ca7124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 23bd554b41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 7271ce71b7, Class:  2, CF:0.050372, Len: 10, Fitness_tra: 0
Rule 65: 4c22ce14bb, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 66: 71728fb2b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 461411141c, Class:  2, CF:  1, Len: 10, Fitness_tra: 1
Rule 68: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1b2253772b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: b17283b122, Class:  2, CF:0.1568, Len: 10, Fitness_tra: 0
Rule 73: bb1716b7b2, Class:  4, CF:0.999413, Len: 10, Fitness_tra: 0
Rule 74: b1274124b2, Class:  2, CF:0.44807, Len: 10, Fitness_tra: 0
Rule 75: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 112486b44b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 24128342b4, Class:  0, CF:0.794987, Len: 10, Fitness_tra: 0
Rule 78: 7b221e72b2, Class:  2, CF:0.995423, Len: 10, Fitness_tra: 0
Rule 79: 1b7786b471, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: b7b121422b, Class:  2, CF:0.877819, Len: 10, Fitness_tra: 2
Rule 81: 7c71191142, Class:  2, CF:0.920308, Len: 10, Fitness_tra: -240
Rule 82: 24b2514271, Class:  2, CF:0.980331, Len: 10, Fitness_tra: 0
Rule 83: 241b294122, Class:  2, CF:0.844253, Len: 10, Fitness_tra: 0
Rule 84: 7214111471, Class:  4, CF:0.309069, Len: 10, Fitness_tra: -2947
Rule 85: 27b1897141, Class:  2, CF:0.998996, Len: 10, Fitness_tra: -438
Rule 86: 41724914b4, Class:  2, CF:0.882333, Len: 10, Fitness_tra: 0
Rule 87: 42148572bb, Class:  2, CF:0.0799995, Len: 10, Fitness_tra: 0
Rule 88: 7b248db77b, Class:  2, CF:0.99946, Len: 10, Fitness_tra: 0
Rule 89: 711123b427, Class:  4, CF:0.680121, Len: 10, Fitness_tra: -1
Rule 90: 78728e71b2, Class:  1, CF:0.533261, Len: 10, Fitness_tra: 0
Rule 91: 2417297147, Class:  2, CF:0.787932, Len: 10, Fitness_tra: -10
Rule 92: 1146197422, Class:  2, CF:0.997808, Len: 10, Fitness_tra: -6
Rule 93: 2341ca1c11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 217d457a71, Class:  1, CF:0.984947, Len: 10, Fitness_tra: -1
Rule 95: 0000007000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 172b21724b, Class:  2, CF:0.808739, Len: 10, Fitness_tra: 0
Rule 97: b8222d6714, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 727121b2b7, Class:  2, CF:0.463594, Len: 10, Fitness_tra: 0
Rule 99: d0204034b0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 72441e1712, Class:  2, CF:0.181352, Len: 10, Fitness_tra: -11
------Current------
Miss_rate(tra)	:95.7962
------Result------
Miss_rate(tra)	:95.7962
Miss_rate(tst)	:95.9817
ARL				:9.86765

------Generation 2------
Rule  1: 2244ce171b, Class:  0, CF:0.998055, Len: 10, Fitness_tra: 75
Rule  2: 22411ab1b2, Class:  4, CF:0.999313, Len: 10, Fitness_tra: 3
Rule  3: b217152b41, Class:  1, CF:0.93655, Len: 10, Fitness_tra: -1
Rule  4: 18b14eb412, Class:  1, CF:0.270588, Len: 10, Fitness_tra: 11
Rule  5: 5000000000, Class:  3, CF:  1, Len:  1, Fitness_tra: 1
Rule  6: b541817221, Class:  2, CF:0.997095, Len: 10, Fitness_tra: 2
Rule  7: 721125b422, Class:  2, CF:0.989467, Len: 10, Fitness_tra: 1
Rule  8: 1c426a1712, Class:  4, CF:0.97197, Len: 10, Fitness_tra: -1
Rule  9: 2172c17714, Class:  2, CF:0.979656, Len: 10, Fitness_tra: 0
Rule 10: 7411cf7742, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 247289714b, Class:  2, CF:0.939658, Len: 10, Fitness_tra: 0
Rule 12: 2177534b4b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: b2b4167b12, Class:  4, CF:0.99957, Len: 10, Fitness_tra: 0
Rule 14: 227b45b447, Class:  2, CF:0.860787, Len: 10, Fitness_tra: 0
Rule 15: 16447d2722, Class:  2, CF:0.99664, Len: 10, Fitness_tra: 0
