------Generation 0------
Rule  1: b7748a2b41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1c7bc14442, Class:  1, CF:0.0916572, Len: 10, Fitness_tra: 0
Rule 35: 241216b471, Class:  0, CF:0.99802, Len: 10, Fitness_tra: 0
Rule 36: 11bd5144b1, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 37: 764b41b212, Class:  1, CF:0.839681, Len: 10, Fitness_tra: 0
Rule 38: bb1119244b, Class:  1, CF:0.961138, Len: 10, Fitness_tra: 1
Rule 39: b122d91b72, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 40: 41bb59bb4b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 41: b771da24b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: b44211b242, Class:  1, CF:0.278995, Len: 10, Fitness_tra: 0
Rule 43: 11c2c94288, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 771133447b, Class:  0, CF:0.991397, Len: 10, Fitness_tra: 1
Rule 45: 22278a14bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 47b2562474, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 2474184412, Class:  0, CF:0.270422, Len: 10, Fitness_tra: 0
Rule 48: b14151bbb1, Class:  0, CF:0.0719111, Len: 10, Fitness_tra: 1
Rule 49: 41b483b114, Class:  0, CF:0.834307, Len: 10, Fitness_tra: 0
Rule 50: b427567127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: b2721a1b21, Class:  0, CF:  1, Len: 10, Fitness_tra: 2
Rule 52: b11715747b, Class:  0, CF:0.365205, Len: 10, Fitness_tra: 0
Rule 53: 4472c94b42, Class:  0, CF:0.0156381, Len: 10, Fitness_tra: 0
Rule 54: 1c71234122, Class:  0, CF:0.996598, Len: 10, Fitness_tra: 0
Rule 55: b4bb13471b, Class:  0, CF:0.994283, Len: 10, Fitness_tra: 0
Rule 56: 2224892442, Class:  1, CF:0.147383, Len: 10, Fitness_tra: 0
Rule 57: 1574d11411, Class:  0, CF:  1, Len: 10, Fitness_tra: 23
Rule 58: 11b441227b, Class:  0, CF:0.545366, Len: 10, Fitness_tra: 0
Rule 59: 17479eb12b, Class:  0, CF:0.575648, Len: 10, Fitness_tra: 0
Rule 60: 2524c3b142, Class:  1, CF:0.995369, Len: 10, Fitness_tra: 0
Rule 61: 1b4b834b72, Class:  0, CF:0.825393, Len: 10, Fitness_tra: 0
Rule 62: 24b4427777, Class:  0, CF:0.585284, Len: 10, Fitness_tra: 0
Rule 63: 221b13b2b4, Class:  0, CF:0.995586, Len: 10, Fitness_tra: 0
Rule 64: bbb41114b7, Class:  0, CF:0.260896, Len: 10, Fitness_tra: 1
Rule 65: 717b194141, Class:  0, CF:0.269899, Len: 10, Fitness_tra: 2
Rule 66: b2b2114242, Class:  0, CF:0.133483, Len: 10, Fitness_tra: 0
Rule 67: 18b1f14747, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 68: 11b4561212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 4144117b41, Class:  0, CF:0.941668, Len: 10, Fitness_tra: 0
Rule 70: 7717114742, Class:  0, CF:0.570753, Len: 10, Fitness_tra: 0
Rule 71: 4141267144, Class:  0, CF:0.99911, Len: 10, Fitness_tra: 0
Rule 72: 7427157224, Class:  1, CF:0.503152, Len: 10, Fitness_tra: 0
Rule 73: 411b13b771, Class:  0, CF:0.953288, Len: 10, Fitness_tra: 80
Rule 74: 151b184214, Class:  0, CF:0.917769, Len: 10, Fitness_tra: 2
Rule 75: 171426bb14, Class:  0, CF:0.986577, Len: 10, Fitness_tra: 3
Rule 76: 77b15f7222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: bb422e7474, Class:  1, CF:0.942302, Len: 10, Fitness_tra: 0
Rule 78: b4b2ce2772, Class:  0, CF:0.122718, Len: 10, Fitness_tra: 0
Rule 79: 224285b427, Class:  1, CF:0.0100957, Len: 10, Fitness_tra: 0
Rule 80: 717b114122, Class:  0, CF:0.45154, Len: 10, Fitness_tra: 0
Rule 81: 41741a2b71, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 82: 244226712b, Class:  0, CF:0.999855, Len: 10, Fitness_tra: 0
Rule 83: 777b5f2272, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 4141154741, Class:  1, CF:0.640802, Len: 10, Fitness_tra: -9
Rule 85: 12b24d7214, Class:  0, CF:0.899489, Len: 10, Fitness_tra: 7
Rule 86: 74b219242b, Class:  1, CF:0.019557, Len: 10, Fitness_tra: 0
Rule 87: 412b634121, Class:  0, CF:0.994133, Len: 10, Fitness_tra: 0
Rule 88: 18bbce4441, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 89: 224219212b, Class:  0, CF:0.909219, Len: 10, Fitness_tra: 0
Rule 90: 7bb1c51722, Class:  1, CF:0.99697, Len: 10, Fitness_tra: -9
Rule 91: b37b257b2c, Class:  1, CF:0.999991, Len: 10, Fitness_tra: 0
Rule 92: 4142111414, Class:  0, CF:0.642204, Len: 10, Fitness_tra: 186
Rule 93: 44b1151122, Class:  1, CF:0.454131, Len: 10, Fitness_tra: -2180
Rule 94: 21b7134727, Class:  0, CF:0.993722, Len: 10, Fitness_tra: 0
Rule 95: 14241e2bb1, Class:  0, CF:  1, Len: 10, Fitness_tra: 2
Rule 96: 17bbc1bb22, Class:  0, CF:0.610333, Len: 10, Fitness_tra: 0
Rule 97: 472116b4b7, Class:  0, CF:0.999965, Len: 10, Fitness_tra: 0
Rule 98: 41b7891244, Class:  1, CF:0.883528, Len: 10, Fitness_tra: 0
Rule 99: 214b314442, Class:  0, CF:0.417257, Len: 10, Fitness_tra: 0
Rule100: b477517112, Class:  0, CF:0.468171, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:78.6193
------Result------
Miss_rate(tra)	:78.6193
Miss_rate(tst)	:76.7824
ARL				:10

------Generation 0------
Rule  1: 17222e4111, Class:  0, CF:0.996924, Len: 10, Fitness_tra: 2408
Rule  2: 15b1111744, Class:  0, CF:0.80086, Len: 10, Fitness_tra: 339
Rule  3: 4142111414, Class:  0, CF:0.642204, Len: 10, Fitness_tra: 1578
Rule  4: 411b13b771, Class:  0, CF:0.953288, Len: 10, Fitness_tra: 79
Rule  5: 714163b1b4, Class:  0, CF:0.999814, Len: 10, Fitness_tra: 34
Rule  6: 1574d11411, Class:  0, CF:  1, Len: 10, Fitness_tra: 23
Rule  7: 72b1817bb1, Class:  0, CF:0.686859, Len: 10, Fitness_tra: 14
Rule  8: b241261721, Class:  0, CF:0.999884, Len: 10, Fitness_tra: 8
Rule  9: 12b24d7214, Class:  0, CF:0.899489, Len: 10, Fitness_tra: 9
Rule 10: 171426bb14, Class:  0, CF:0.986577, Len: 10, Fitness_tra: 3
Rule 11: 14241e2bb1, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 12: b2721a1b21, Class:  0, CF:  1, Len: 10, Fitness_tra: 2
Rule 13: 151b184214, Class:  0, CF:0.917769, Len: 10, Fitness_tra: 2
Rule 14: 717b194141, Class:  0, CF:0.269899, Len: 10, Fitness_tra: 14
Rule 15: b141132241, Class:  0, CF:0.949634, Len: 10, Fitness_tra: 1
Rule 16: 22b11344b1, Class:  0, CF:0.995895, Len: 10, Fitness_tra: 1
Rule 17: bbb41114b7, Class:  0, CF:0.260896, Len: 10, Fitness_tra: 11
Rule 18: bb1119244b, Class:  1, CF:0.961138, Len: 10, Fitness_tra: 1
Rule 19: 771133447b, Class:  0, CF:0.991397, Len: 10, Fitness_tra: 1
Rule 20: b14151bbb1, Class:  0, CF:0.0719111, Len: 10, Fitness_tra: 5
Rule 21: b7748a2b41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: b477517112, Class:  0, CF:0.468171, Len: 10, Fitness_tra: 0
Rule 23: c0505d033d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 744419b724, Class:  1, CF:0.185258, Len: 10, Fitness_tra: 0
Rule 25: 124b132144, Class:  0, CF:0.788388, Len: 10, Fitness_tra: 0
Rule 26: 27b21a1414, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 27: 22718171bb, Class:  1, CF:0.132498, Len: 10, Fitness_tra: 0
Rule 28: 4771c9b471, Class:  1, CF:0.779526, Len: 10, Fitness_tra: 2
Rule 29: 127413b172, Class:  0, CF:0.997269, Len: 10, Fitness_tra: 0
Rule 30: 17b75a1214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 21b4564bb2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 48b81f2122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 4d771a7b24, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 34: 1c7bc14442, Class:  1, CF:0.0916572, Len: 10, Fitness_tra: 0
Rule 35: 241216b471, Class:  0, CF:0.99802, Len: 10, Fitness_tra: 0
Rule 36: 11bd5144b1, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 37: 764b41b212, Class:  1, CF:0.839681, Len: 10, Fitness_tra: 0
Rule 38: 44722a27b7, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 39: b122d91b72, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 40: 41bb59bb4b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 41: b771da24b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: b44211b242, Class:  1, CF:0.278995, Len: 10, Fitness_tra: 0
Rule 43: 11c2c94288, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 27bb514744, Class:  1, CF:0.765482, Len: 10, Fitness_tra: 0
Rule 45: 22278a14bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 47b2562474, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 2474184412, Class:  0, CF:0.270422, Len: 10, Fitness_tra: 0
Rule 48: 217416b222, Class:  0, CF:0.999954, Len: 10, Fitness_tra: 0
Rule 49: 41b483b114, Class:  0, CF:0.834307, Len: 10, Fitness_tra: 0
Rule 50: b427567127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 18b82fbbb2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: b11715747b, Class:  0, CF:0.365205, Len: 10, Fitness_tra: 0
Rule 53: 4472c94b42, Class:  0, CF:0.0156381, Len: 10, Fitness_tra: 0
Rule 54: 1c71234122, Class:  0, CF:0.996598, Len: 10, Fitness_tra: 0
Rule 55: b4bb13471b, Class:  0, CF:0.994283, Len: 10, Fitness_tra: 0
Rule 56: 2224892442, Class:  1, CF:0.147383, Len: 10, Fitness_tra: 0
Rule 57: 71b4412222, Class:  1, CF:0.291674, Len: 10, Fitness_tra: 0
Rule 58: 11b441227b, Class:  0, CF:0.545366, Len: 10, Fitness_tra: 0
Rule 59: 17479eb12b, Class:  0, CF:0.575648, Len: 10, Fitness_tra: 0
Rule 60: 2524c3b142, Class:  1, CF:0.995369, Len: 10, Fitness_tra: 0
Rule 61: 1b4b834b72, Class:  0, CF:0.825393, Len: 10, Fitness_tra: 0
Rule 62: 24b4427777, Class:  0, CF:0.585284, Len: 10, Fitness_tra: 0
Rule 63: 221b13b2b4, Class:  0, CF:0.995586, Len: 10, Fitness_tra: 0
Rule 64: 4c7481b2b4, Class:  0, CF:0.744601, Len: 10, Fitness_tra: 0
Rule 65: 7c22c57144, Class:  0, CF:0.364978, Len: 10, Fitness_tra: 0
Rule 66: b2b2114242, Class:  0, CF:0.133483, Len: 10, Fitness_tra: 0
Rule 67: 18b1f14747, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 68: 11b4561212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 4144117b41, Class:  0, CF:0.941668, Len: 10, Fitness_tra: 0
Rule 70: 7717114742, Class:  0, CF:0.570753, Len: 10, Fitness_tra: 0
Rule 71: 4141267144, Class:  0, CF:0.99911, Len: 10, Fitness_tra: 0
Rule 72: 7427157224, Class:  1, CF:0.503152, Len: 10, Fitness_tra: 0
Rule 73: 7442d31b44, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 242bc6442b, Class:  0, CF:0.919842, Len: 10, Fitness_tra: 0
Rule 75: 14b211b74b, Class:  0, CF:0.916067, Len: 10, Fitness_tra: 0
Rule 76: 77b15f7222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: bb422e7474, Class:  1, CF:0.942302, Len: 10, Fitness_tra: 0
Rule 78: b4b2ce2772, Class:  0, CF:0.122718, Len: 10, Fitness_tra: 0
Rule 79: 224285b427, Class:  1, CF:0.0100957, Len: 10, Fitness_tra: 0
Rule 80: 717b114122, Class:  0, CF:0.45154, Len: 10, Fitness_tra: 0
Rule 81: b7bbda7447, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: bb718e1bb2, Class:  0, CF:  1, Len: 10, Fitness_tra: 139
Rule 83: 42b1292b17, Class:  0, CF:0.909254, Len: 10, Fitness_tra: 3
Rule 84: 224baa1247, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 85: 21bbc17777, Class:  1, CF:0.0559003, Len: 10, Fitness_tra: 0
Rule 86: b14b19b44b, Class:  1, CF:0.469277, Len: 10, Fitness_tra: 0
Rule 87: 14124eb142, Class:  0, CF:0.950076, Len: 10, Fitness_tra: 45
Rule 88: 17442a127b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 89: 77218a2111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 7b2b831721, Class:  0, CF:0.73895, Len: 10, Fitness_tra: 0
Rule 91: 472141b417, Class:  0, CF:0.0377948, Len: 10, Fitness_tra: 0
Rule 92: 21741142b1, Class:  0, CF:0.885371, Len: 10, Fitness_tra: 0
Rule 93: 14b41e2bb1, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 94: 224219242b, Class:  0, CF:0.625607, Len: 10, Fitness_tra: 0
Rule 95: 7414261b44, Class:  0, CF:0.99997, Len: 10, Fitness_tra: 0
Rule 96: 21b219b271, Class:  1, CF:0.370651, Len: 10, Fitness_tra: 0
Rule 97: bb21192bb1, Class:  0, CF:0.999842, Len: 10, Fitness_tra: 0
Rule 98: 4642161414, Class:  0, CF:0.998789, Len: 10, Fitness_tra: 1
Rule 99: b4bb76491b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: b77bd3b471, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:3.65482
------Result------
Miss_rate(tra)	:3.65482
Miss_rate(tst)	:3.29068
ARL				:10

------Generation 1------
Rule  1: 17222e4111, Class:  0, CF:0.996924, Len: 10, Fitness_tra: 2408
Rule  2: 15b1111744, Class:  0, CF:0.80086, Len: 10, Fitness_tra: 339
Rule  3: 4142111414, Class:  0, CF:0.642204, Len: 10, Fitness_tra: 1578
Rule  4: 411b13b771, Class:  0, CF:0.953288, Len: 10, Fitness_tra: 79
Rule  5: 714163b1b4, Class:  0, CF:0.999814, Len: 10, Fitness_tra: 34
Rule  6: 1574d11411, Class:  0, CF:  1, Len: 10, Fitness_tra: 23
Rule  7: 72b1817bb1, Class:  0, CF:0.686859, Len: 10, Fitness_tra: 14
Rule  8: b241261721, Class:  0, CF:0.999884, Len: 10, Fitness_tra: 8
Rule  9: 12b24d7214, Class:  0, CF:0.899489, Len: 10, Fitness_tra: 9
Rule 10: 171426bb14, Class:  0, CF:0.986577, Len: 10, Fitness_tra: 3
Rule 11: 14241e2bb1, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 12: b2721a1b21, Class:  0, CF:  1, Len: 10, Fitness_tra: 2
Rule 13: 151b184214, Class:  0, CF:0.917769, Len: 10, Fitness_tra: 2
Rule 14: 717b194141, Class:  0, CF:0.269899, Len: 10, Fitness_tra: 14
Rule 15: b141132241, Class:  0, CF:0.949634, Len: 10, Fitness_tra: 1
Rule 16: 22b11344b1, Class:  0, CF:0.995895, Len: 10, Fitness_tra: 1
Rule 17: bbb41114b7, Class:  0, CF:0.260896, Len: 10, Fitness_tra: 11
Rule 18: bb1119244b, Class:  1, CF:0.961138, Len: 10, Fitness_tra: 1
Rule 19: 771133447b, Class:  0, CF:0.991397, Len: 10, Fitness_tra: 1
Rule 20: b14151bbb1, Class:  0, CF:0.0719111, Len: 10, Fitness_tra: 5
Rule 21: b7748a2b41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: b477517112, Class:  0, CF:0.468171, Len: 10, Fitness_tra: 0
Rule 23: c0505d033d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 744419b724, Class:  1, CF:0.185258, Len: 10, Fitness_tra: 0
Rule 25: 124b132144, Class:  0, CF:0.788388, Len: 10, Fitness_tra: 0
Rule 26: 27b21a1414, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 27: 22718171bb, Class:  1, CF:0.132498, Len: 10, Fitness_tra: 0
Rule 28: 4771c9b471, Class:  1, CF:0.779526, Len: 10, Fitness_tra: 2
Rule 29: 127413b172, Class:  0, CF:0.997269, Len: 10, Fitness_tra: 0
Rule 30: 17b75a1214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 21b4564bb2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 48b81f2122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 4d771a7b24, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 34: 1c7bc14442, Class:  1, CF:0.0916572, Len: 10, Fitness_tra: 0
Rule 35: 241216b471, Class:  0, CF:0.99802, Len: 10, Fitness_tra: 0
Rule 36: 11bd5144b1, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 37: 764b41b212, Class:  1, CF:0.839681, Len: 10, Fitness_tra: 0
Rule 38: 44722a27b7, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 39: b122d91b72, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 40: 41bb59bb4b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 41: b771da24b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: b44211b242, Class:  1, CF:0.278995, Len: 10, Fitness_tra: 0
Rule 43: 11c2c94288, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 27bb514744, Class:  1, CF:0.765482, Len: 10, Fitness_tra: 0
Rule 45: 22278a14bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 47b2562474, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 2474184412, Class:  0, CF:0.270422, Len: 10, Fitness_tra: 0
Rule 48: 217416b222, Class:  0, CF:0.999954, Len: 10, Fitness_tra: 0
Rule 49: 41b483b114, Class:  0, CF:0.834307, Len: 10, Fitness_tra: 0
Rule 50: b427567127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 18b82fbbb2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: b11715747b, Class:  0, CF:0.365205, Len: 10, Fitness_tra: 0
Rule 53: 4472c94b42, Class:  0, CF:0.0156381, Len: 10, Fitness_tra: 0
Rule 54: 1c71234122, Class:  0, CF:0.996598, Len: 10, Fitness_tra: 0
Rule 55: b4bb13471b, Class:  0, CF:0.994283, Len: 10, Fitness_tra: 0
Rule 56: 2224892442, Class:  1, CF:0.147383, Len: 10, Fitness_tra: 0
Rule 57: 71b4412222, Class:  1, CF:0.291674, Len: 10, Fitness_tra: 0
Rule 58: 11b441227b, Class:  0, CF:0.545366, Len: 10, Fitness_tra: 0
Rule 59: 17479eb12b, Class:  0, CF:0.575648, Len: 10, Fitness_tra: 0
Rule 60: 2524c3b142, Class:  1, CF:0.995369, Len: 10, Fitness_tra: 0
Rule 61: 1b4b834b72, Class:  0, CF:0.825393, Len: 10, Fitness_tra: 0
Rule 62: 24b4427777, Class:  0, CF:0.585284, Len: 10, Fitness_tra: 0
Rule 63: 221b13b2b4, Class:  0, CF:0.995586, Len: 10, Fitness_tra: 0
Rule 64: 4c7481b2b4, Class:  0, CF:0.744601, Len: 10, Fitness_tra: 0
Rule 65: 7c22c57144, Class:  0, CF:0.364978, Len: 10, Fitness_tra: 0
Rule 66: b2b2114242, Class:  0, CF:0.133483, Len: 10, Fitness_tra: 0
Rule 67: 18b1f14747, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 68: 11b4561212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 4144117b41, Class:  0, CF:0.941668, Len: 10, Fitness_tra: 0
Rule 70: 7717114742, Class:  0, CF:0.570753, Len: 10, Fitness_tra: 0
Rule 71: 4141267144, Class:  0, CF:0.99911, Len: 10, Fitness_tra: 0
Rule 72: 7427157224, Class:  1, CF:0.503152, Len: 10, Fitness_tra: 0
Rule 73: 7442d31b44, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 242bc6442b, Class:  0, CF:0.919842, Len: 10, Fitness_tra: 0
Rule 75: 14b211b74b, Class:  0, CF:0.916067, Len: 10, Fitness_tra: 0
Rule 76: 77b15f7222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: bb422e7474, Class:  1, CF:0.942302, Len: 10, Fitness_tra: 0
Rule 78: b4b2ce2772, Class:  0, CF:0.122718, Len: 10, Fitness_tra: 0
Rule 79: 224285b427, Class:  1, CF:0.0100957, Len: 10, Fitness_tra: 0
Rule 80: 717b114122, Class:  0, CF:0.45154, Len: 10, Fitness_tra: 0
Rule 81: b7bbda7447, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: bb718e1bb2, Class:  0, CF:  1, Len: 10, Fitness_tra: 139
Rule 83: 42b1292b17, Class:  0, CF:0.909254, Len: 10, Fitness_tra: 3
Rule 84: 224baa1247, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 85: 21bbc17777, Class:  1, CF:0.0559003, Len: 10, Fitness_tra: 0
Rule 86: b14b19b44b, Class:  1, CF:0.469277, Len: 10, Fitness_tra: 0
Rule 87: 14124eb142, Class:  0, CF:0.950076, Len: 10, Fitness_tra: 45
Rule 88: 17442a127b, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 89: 77218a2111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 7b2b831721, Class:  0, CF:0.73895, Len: 10, Fitness_tra: 0
Rule 91: 472141b417, Class:  0, CF:0.0377948, Len: 10, Fitness_tra: 0
Rule 92: 21741142b1, Class:  0, CF:0.885371, Len: 10, Fitness_tra: 0
Rule 93: 14b41e2bb1, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 94: 224219242b, Class:  0, CF:0.625607, Len: 10, Fitness_tra: 0
Rule 95: 7414261b44, Class:  0, CF:0.99997, Len: 10, Fitness_tra: 0
Rule 96: 21b219b271, Class:  1, CF:0.370651, Len: 10, Fitness_tra: 0
Rule 97: bb21192bb1, Class:  0, CF:0.999842, Len: 10, Fitness_tra: 0
Rule 98: 4642161414, Class:  0, CF:0.998789, Len: 10, Fitness_tra: 1
Rule 99: b4bb76491b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: b77bd3b471, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:3.65482
------Result------
Miss_rate(tra)	:3.65482
Miss_rate(tst)	:3.29068
ARL				:10

------Generation 2------
Rule  1: 17222e4111, Class:  0, CF:0.996924, Len: 10, Fitness_tra: 0
Rule  2: 4142111414, Class:  0, CF:0.642204, Len: 10, Fitness_tra: 0
Rule  3: 15b1111744, Class:  0, CF:0.80086, Len: 10, Fitness_tra: 0
Rule  4: bb718e1bb2, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule  5: 411b13b771, Class:  0, CF:0.953288, Len: 10, Fitness_tra: 0
Rule  6: 14124eb142, Class:  0, CF:0.950076, Len: 10, Fitness_tra: 0
Rule  7: 714163b1b4, Class:  0, CF:0.999814, Len: 10, Fitness_tra: 0
Rule  8: 1574d11411, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule  9: 72b1817bb1, Class:  0, CF:0.686859, Len: 10, Fitness_tra: 0
Rule 10: 717b194141, Class:  0, CF:0.269899, Len: 10, Fitness_tra: 0
Rule 11: bbb41114b7, Class:  0, CF:0.260896, Len: 10, Fitness_tra: 0
Rule 12: 12b24d7214, Class:  0, CF:0.899489, Len: 10, Fitness_tra: 0
Rule 13: b241261721, Class:  0, CF:0.999884, Len: 10, Fitness_tra: 0
